player_id,last,first,bats,throws,team_id,pos,player_name,year,team_name
abboo101,Abbott,Ody,R,R,SLN,OF,Ody Abbott,1910,"N,St.Louis,Cardinals"
albec101,Alberts,Cy,R,R,SLN,P,Cy Alberts,1910,"N,St.Louis,Cardinals"
backl101,Backman,Les,R,R,SLN,P,Les Backman,1910,"N,St.Louis,Cardinals"
barbj101,Barbeau,Jap,R,R,SLN,3B,Jap Barbeau,1910,"N,St.Louis,Cardinals"
betcf101,Betcher,Frank,B,R,SLN,SS,Frank Betcher,1910,"N,St.Louis,Cardinals"
blisj101,Bliss,Jack,R,R,SLN,C,Jack Bliss,1910,"N,St.Louis,Cardinals"
bresr102,Bresnahan,Roger,R,R,SLN,C,Roger Bresnahan,1910,"N,St.Louis,Cardinals"
chamb102,Chambers,Bill,R,R,SLN,P,Bill Chambers,1910,"N,St.Louis,Cardinals"
corrf101,Corridon,Frank,R,R,SLN,P,Frank Corridon,1910,"N,St.Louis,Cardinals"
ellir102,Ellis,Rube,L,L,SLN,OF,Rube Ellis,1910,"N,St.Louis,Cardinals"
evans101,Evans,Steve,L,L,SLN,OF,Steve Evans,1910,"N,St.Louis,Cardinals"
geyer101,Geyer,Rube,R,R,SLN,P,Rube Geyer,1910,"N,St.Louis,Cardinals"
goldr101,Golden,Roy,R,R,SLN,P,Roy Golden,1910,"N,St.Louis,Cardinals"
harmb101,Harmon,Bob,B,R,SLN,P,Bob Harmon,1910,"N,St.Louis,Cardinals"
hausa101,Hauser,Arnold,R,R,SLN,SS,Arnold Hauser,1910,"N,St.Louis,Cardinals"
hearb102,Hearn,Bunny,L,L,SLN,P,Bunny Hearn,1910,"N,St.Louis,Cardinals"
higge101,Higgins,Eddie,R,R,SLN,P,Eddie Higgins,1910,"N,St.Louis,Cardinals"
huggm101,Huggins,Miller,B,R,SLN,2B,Miller Huggins,1910,"N,St.Louis,Cardinals"
hulsr101,Hulswitt,Rudy,R,R,SLN,SS,Rudy Hulswitt,1910,"N,St.Louis,Cardinals"
kellb104,Kelly,Billy,R,R,SLN,C,Billy Kelly,1910,"N,St.Louis,Cardinals"
konee101,Konetchy,Ed,R,R,SLN,1B,Ed Konetchy,1910,"N,St.Louis,Cardinals"
lushe101,Lush,Ernie,R,L,SLN,OF,Ernie Lush,1910,"N,St.Louis,Cardinals"
lushj101,Lush,Johnny,L,L,SLN,P,Johnny Lush,1910,"N,St.Louis,Cardinals"
mowrm101,Mowrey,Mike,R,R,SLN,3B,Mike Mowrey,1910,"N,St.Louis,Cardinals"
oaker101,Oakes,Rebel,L,R,SLN,OF,Rebel Oakes,1910,"N,St.Louis,Cardinals"
oharb101,O'Hara,Bill,L,R,SLN,OF,Bill O'Hara,1910,"N,St.Louis,Cardinals"
patth102,Patton,Harry,?,?,SLN,P,Harry Patton,1910,"N,St.Louis,Cardinals"
phele101,Phelps,Ed,R,R,SLN,C,Ed Phelps,1910,"N,St.Louis,Cardinals"
pickc102,Pickett,Charlie,R,R,SLN,P,Charlie Pickett,1910,"N,St.Louis,Cardinals"
ralej101,Raleigh,John,R,L,SLN,P,John Raleigh,1910,"N,St.Louis,Cardinals"
riege101,Rieger,Elmer,B,R,SLN,P,Elmer Rieger,1910,"N,St.Louis,Cardinals"
salls101,Sallee,Slim,R,L,SLN,P,Slim Sallee,1910,"N,St.Louis,Cardinals"
steeb102,Steele,Bill,R,R,SLN,P,Bill Steele,1910,"N,St.Louis,Cardinals"
willv101,Willis,Vic,R,R,SLN,P,Vic Willis,1910,"N,St.Louis,Cardinals"
zache101,Zacher,Elmer,R,R,SLN,OF,Elmer Zacher,1910,"N,St.Louis,Cardinals"
zmice101,Zmich,Ed,L,L,SLN,P,Ed Zmich,1910,"N,St.Louis,Cardinals"
ainse101,Ainsmith,Eddie,R,R,WS1,C,Eddie Ainsmith,1910,"A,Washington,Senators"
beckh101,Beckendorf,Heinie,R,R,WS1,C,Heinie Beckendorf,1910,"A,Washington,Senators"
browg102,Browne,George,L,R,WS1,OF,George Browne,1910,"A,Washington,Senators"
conrw101,Conroy,Wid,R,R,WS1,3B,Wid Conroy,1910,"A,Washington,Senators"
croot101,Crooke,Tom,R,R,WS1,1B,Tom Crooke,1910,"A,Washington,Senators"
cunnb101,Cunningham,Bill,R,R,WS1,2B,Bill Cunningham,1910,"A,Washington,Senators"
elbek101,Elberfeld,Kid,R,R,WS1,3B,Kid Elberfeld,1910,"A,Washington,Senators"
formb101,Forman,Bill,B,R,WS1,P,Bill Forman,1910,"A,Washington,Senators"
gessd101,Gessler,Doc,L,L,WS1,OF,Doc Gessler,1910,"A,Washington,Senators"
grayd101,Gray,Dolly,L,L,WS1,P,Dolly Gray,1910,"A,Washington,Senators"
groob101,Groom,Bob,R,R,WS1,P,Bob Groom,1910,"A,Washington,Senators"
hardj102,Hardy,Jack,R,R,WS1,C,Jack Hardy,1910,"A,Washington,Senators"
henrj101,Henry,John,R,R,WS1,C,John Henry,1910,"A,Washington,Senators"
hinrd101,Hinrichs,Dutch,R,R,WS1,P,Dutch Hinrichs,1910,"A,Washington,Senators"
hovlj101,Hovlik,Joe,R,R,WS1,P,Joe Hovlik,1910,"A,Washington,Senators"
johnw102,Johnson,Walter,R,R,WS1,P,Walter Johnson,1910,"A,Washington,Senators"
killr101,Killefer,Red,R,R,WS1,2B,Red Killefer,1910,"A,Washington,Senators"
lelij101,Lelivelt,Jack,L,L,WS1,OF,Jack Lelivelt,1910,"A,Washington,Senators"
mcbrg101,McBride,George,R,R,WS1,SS,George McBride,1910,"A,Washington,Senators"
milac101,Milan,Clyde,L,R,WS1,OF,Clyde Milan,1910,"A,Washington,Senators"
moyee101,Moyer,Ed,?,R,WS1,P,Ed Moyer,1910,"A,Washington,Senators"
oberf101,Oberlin,Frank,R,R,WS1,P,Frank Oberlin,1910,"A,Washington,Senators"
oteyb101,Otey,Bill,L,L,WS1,P,Bill Otey,1910,"A,Washington,Senators"
ralsd101,Ralston,Doc,R,R,WS1,OF,Doc Ralston,1910,"A,Washington,Senators"
reisd101,Reisling,Doc,R,R,WS1,P,Doc Reisling,1910,"A,Washington,Senators"
schag101,Schaefer,Germany,R,R,WS1,2B,Germany Schaefer,1910,"A,Washington,Senators"
somej101,Somerlott,Jock,R,R,WS1,1B,Jock Somerlott,1910,"A,Washington,Senators"
streg101,Street,Gabby,R,R,WS1,C,Gabby Street,1910,"A,Washington,Senators"
unglb101,Unglaub,Bob,R,R,WS1,1B,Bob Unglaub,1910,"A,Washington,Senators"
walkd102,Walker,Dixie,L,R,WS1,P,Dixie Walker,1910,"A,Washington,Senators"
archj102,Archer,Jimmy,R,R,CHN,C,Jimmy Archer,1910,"N,Chicago,Cubs"
beaug101,Beaumont,Ginger,L,R,CHN,OF,Ginger Beaumont,1910,"N,Chicago,Cubs"
browm102,Brown,Mordecai,B,R,CHN,P,Mordecai Brown,1910,"N,Chicago,Cubs"
carsa101,Carson,Al,R,R,CHN,P,Al Carson,1910,"N,Chicago,Cubs"
chanf101,Chance,Frank,R,R,CHN,1B,Frank Chance,1910,"N,Chicago,Cubs"
colek101,Cole,King,R,R,CHN,P,King Cole,1910,"N,Chicago,Cubs"
everj102,Evers,Johnny,L,R,CHN,2B,Johnny Evers,1910,"N,Chicago,Cubs"
foxeb101,Foxen,Bill,L,L,CHN,P,Bill Foxen,1910,"N,Chicago,Cubs"
hofms101,Hofman,Solly,R,R,CHN,OF,Solly Hofman,1910,"N,Chicago,Cubs"
kanej103,Kane,John,R,R,CHN,OF,John Kane,1910,"N,Chicago,Cubs"
klinj101,Kling,Johnny,R,R,CHN,C,Johnny Kling,1910,"N,Chicago,Cubs"
krohr101,Kroh,Rube,L,L,CHN,P,Rube Kroh,1910,"N,Chicago,Cubs"
ludef101,Luderus,Fred,L,R,CHN,1B,Fred Luderus,1910,"N,Chicago,Cubs"
mcinh101,McIntire,Harry,R,R,CHN,P,Harry McIntire,1910,"N,Chicago,Cubs"
milld106,Miller,Doc,L,L,CHN,PX,Doc Miller,1910,"N,Chicago,Cubs"
needt101,Needham,Tom,R,R,CHN,C,Tom Needham,1910,"N,Chicago,Cubs"
overo101,Overall,Orval,B,R,CHN,P,Orval Overall,1910,"N,Chicago,Cubs"
pfeff102,Pfeffer,Big Jeff,R,R,CHN,P,Big Jeff Pfeffer,1910,"N,Chicago,Cubs"
pfiej101,Pfiester,Jack,R,L,CHN,P,Jack Pfiester,1910,"N,Chicago,Cubs"
reule101,Reulbach,Ed,R,R,CHN,P,Ed Reulbach,1910,"N,Chicago,Cubs"
richl102,Richie,Lew,R,R,CHN,P,Lew Richie,1910,"N,Chicago,Cubs"
