game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
DET192308220,"""version 7RS(19) of 07/07/92""",NYA,DET,1923/08/22,DET04,0,0:00PM,day,false,"""73""","""Wayne Townsend/Smith""","""Wayne Townsend/Smith""",1998/05/24 5:10PM,dinnb101,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,117,12000,johns101,bushj102,,,
DET192308230,"""version 7RS(19) of 07/07/92""",NYA,DET,1923/08/23,DET04,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/05/24 6:12PM,morig101,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,114,20000,daush101,shawb102,,,
DET192308240,"""version 7RS(19) of 07/07/92""",NYA,DET,1923/08/24,DET04,0,0:00PM,day,false,"""73""","""Wayne Townsend/Smith""","""Wayne Townsend/Smith""",1998/05/25 4:54PM,dinnb101,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,131,10000,pennh101,pillh101,,,
DET192308250,"""version 7RS(19) of 07/07/92""",WS1,DET,1923/08/25,DET04,0,0:00PM,day,false,"""222,408a,56,639""","""Dick Cramer/Bill Way""","""Dick Cramer/RWood""",2021/10/23 11:00AM,morig101,dinnb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,145,0,hollk101,mogrg101,,,
DET192308270,"""version 7RS(19) of 07/07/92""",WS1,DET,1923/08/27,DET04,0,0:00PM,day,false,"""162,408,639""","""David W. Smith/Bill Way""","""David W. Smith/RWood""",2018/01/01 3:51PM,morig101,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,113,0,daush101,zahnp101,coleb101,,
DET192308280,"""version 7RS(19) of 07/07/92""",WS1,DET,1923/08/28,DET04,0,0:00PM,day,false,"""128""","""Wayne Townsend""","""Wayne Townsend""",2002/02/10 4:41PM,dinnb101,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,135,4000,mogrg101,franr101,,,
DET192308290,"""version 7RS(19) of 07/07/92""",WS1,DET,1923/08/29,DET04,0,0:00PM,day,false,"""128""","""Wayne Townsend""","""Wayne Townsend""",2002/02/10 7:40PM,morig101,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,114,3500,johns101,mitcm101,,,
DET192309032,"""version 7RS(19) of 07/07/92""",CHA,DET,1923/09/03,DET04,2,0:00PM,day,false,"""109,56""","""Wayne Townsend/Smith/RWood""","""Wayne Townsend/Smith/RWood""",2000/04/19 6:05PM,rowlp801,nalld901,(none),owenb901,park,none,0,unknown,-1,unknown,unknown,unknown,135,0,johns101,gillc101,,,
DET192309040,"""version 7RS(19) of 07/07/92""",CHA,DET,1923/09/04,DET04,0,0:00PM,day,false,"""109,68""","""Wayne Townsend""","""Wayne Townsend""",2000/04/19 7:56PM,nalld901,rowlp801,(none),owenb901,park,none,0,unknown,-1,unknown,unknown,unknown,97,0,coleb101,gillc101,,,
DET192309270,"""version 7RS(19) of 07/07/92""",CLE,DET,1923/09/27,DET04,0,0:00PM,day,false,"""39""","""Wayne Townsend""","""Wayne Townsend""",1999/05/01 2:55PM,hildg101,owenb901,(none),holmd102,park,none,0,unknown,-1,unknown,unknown,unknown,117,0,coleb101,shauj101,,,
DET192309280,"""version 7RS(19) of 07/07/92""",CLE,DET,1923/09/28,DET04,0,0:00PM,day,false,"""39""","""Wayne Townsend""","""Wayne Townsend""",1999/05/02 5:52PM,owenb901,holmd102,(none),hildg101,park,none,0,unknown,-1,unknown,unknown,unknown,125,0,pillh101,smits102,,,
DET192309290,"""version 7RS(19) of 07/07/92""",CLE,DET,1923/09/29,DET04,0,0:00PM,day,false,"""39""","""Wayne Townsend""","""Wayne Townsend""",1999/05/02 6:57PM,holmd102,hildg101,(none),owenb901,park,none,0,unknown,-1,unknown,unknown,unknown,125,0,white102,uhleg101,,,
DET192309300,"""version 7RS(19) of 07/07/92""",CLE,DET,1923/09/30,DET04,0,0:00PM,day,false,"""39""","""Wayne Townsend""","""Wayne Townsend""",1999/05/04 10:30PM,hildg101,owenb901,(none),holmd102,park,none,0,unknown,-1,unknown,unknown,unknown,150,30000,edwaj102,franr101,uhleg101,,
DET192310050,"""version 7RS(19) of 07/07/92""",SLA,DET,1923/10/05,DET04,0,0:00PM,day,false,"""128""","""Cliff Blau""","""Cliff Blau""",2018/07/29 7:43PM,morig101,ormsr901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,96,4000,coleb101,danfd101,,,
BSN192304170,"""version 7RS(19) of 07/07/92""",NY1,BSN,1923/04/17,BOS08,0,3:30PM,day,false,"""73,128,238""","""Wayne Townsend""","""Wayne Townsend""",1996/10/29 9:22PM,klemb901,derrd901,(none),(none),park,none,0,unknown,-1,wet,unknown,sunny,116,16000,mcquh101,mcnat101,,,
BSN192304180,"""version 7RS(19) of 07/07/92""",NY1,BSN,1923/04/18,BOS08,0,0:00PM,day,false,"""73,238""","""Wayne Townsend""","""Wayne Townsend""",1996/10/30 6:52PM,klemb901,derrd901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,122,1500,scotj101,watsm103,barnj102,,
BSN192304191,"""version 7RS(19) of 07/07/92""",NY1,BSN,1923/04/19,BOS08,1,10:30AM,day,false,"""238""","""DWV""","""DWV""",2016/12/25 9:42PM,klemb901,derrd901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,121,3500,nehfa101,genej101,lucar102,,
BSN192304192,"""version 7RS(19) of 07/07/92""",NY1,BSN,1923/04/19,BOS08,2,3:00PM,day,false,"""73,238""","""Wayne Townsend""","""Wayne Townsend""",1996/10/30 11:06PM,klemb901,derrd901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,22500,blumc101,marqr102,,,
BSN192304200,"""version 7RS(19) of 07/07/92""",NY1,BSN,1923/04/20,BOS08,0,0:00PM,day,false,"""73,238""","""Wayne Townsend""","""Wayne Townsend""",1996/11/11 11:20AM,klemb901,derrd901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,4000,genej101,bentj101,,,
BSN192304210,"""version 7RS(19) of 07/07/92""",PHI,BSN,1923/04/21,BOS08,0,0:00PM,day,false,"""238""","""DWV""","""DWV""",2016/12/26 9:49AM,mccob104,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,122,12000,mcnat101,hubbb101,,,
BSN192304250,"""version 7RS(19) of 07/07/92""",PHI,BSN,1923/04/25,BOS08,0,0:00PM,day,false,"""238""","""DWV""","""DWV""",2016/12/26 10:32AM,hartb901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,131,500,headr101,bentl101,,,
BSN192305040,"""version 7RS(19) of 07/07/92""",BRO,BSN,1923/05/04,BOS08,0,0:00PM,day,false,"""73,238""","""Wayne Townsend""","""Wayne Townsend""",1997/05/17 12:34PM,klemb901,hartb901,(none),(none),park,none,0,unknown,-1,wet,drizzle,unknown,145,3000,marqr102,smitg104,,,
BSN192305050,"""version 7RS(19) of 07/07/92""",BRO,BSN,1923/05/05,BOS08,0,0:00PM,day,false,"""73,238""","""Wayne Townsend""","""Wayne Townsend""",1997/05/17 3:42PM,hartb901,klemb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,sunny,136,25000,grimb101,mcnat101,,,
BSN192305070,"""version 7RS(19) of 07/07/92""",BRO,BSN,1923/05/07,BOS08,0,0:00PM,day,false,"""73,238""","""Wayne Townsend""","""Wayne Townsend""",1997/05/20 4:50PM,klemb901,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,145,3500,vancd101,marqr102,,,
BSN192305080,"""version 7RS(19) of 07/07/92""",CIN,BSN,1923/05/08,BOS08,0,3:15PM,day,false,"""238""","""DWV""","""DWV""",2016/12/29 10:15AM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,145,4500,donop102,genej101,,,
BSN192305100,"""version 7RS(19) of 07/07/92""",CIN,BSN,1923/05/10,BOS08,0,0:00PM,day,false,"""238""","""DWV""","""DWV""",2016/12/29 10:58AM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,1200,rixee101,mcnat101,,,
BSN192305110,"""version 7RS(19) of 07/07/92""",CIN,BSN,1923/05/11,BOS08,0,0:00PM,day,false,"""238""","""DWV""","""DWV""",2016/12/29 3:30PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,126,3000,marqr102,coucj101,,,
BSN192305140,"""version 7RS(19) of 07/07/92""",SLN,BSN,1923/05/14,BOS08,0,0:00PM,day,false,"""128,238""","""Wayne Townsend""","""Wayne Townsend""",2001/01/23 9:43PM,mccob104,derrd901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,113,3000,pfefj101,bentl101,,,
BSN192305150,"""version 7RS(19) of 07/07/92""",SLN,BSN,1923/05/15,BOS08,0,3:30PM,day,false,"""128,238""","""Wayne Townsend""","""Wayne Townsend""",2001/01/31 5:57PM,mccob104,derrd901,(none),(none),park,none,0,unknown,-1,wet,drizzle,overcast,123,2000,nortl101,mcnat101,,,
BSN192305160,"""version 7RS(19) of 07/07/92""",SLN,BSN,1923/05/16,BOS08,0,3:15PM,day,false,"""128,238""","""Wayne Townsend""","""Wayne Townsend""",2001/01/31 8:57PM,mccob104,derrd901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,175,2000,bentl101,barfc101,,,
BSN192305170,"""version 7RS(19) of 07/07/92""",PIT,BSN,1923/05/17,BOS08,0,3:15PM,day,false,"""154,238""","""Wayne Townsend""","""Wayne Townsend""",2001/02/02 10:17PM,morac102,finnw901,(none),derrd901,park,none,0,unknown,-1,unknown,unknown,unknown,116,5000,rudod101,coopw101,,,
BSN192305180,"""version 7RS(19) of 07/07/92""",PIT,BSN,1923/05/18,BOS08,0,3:15PM,day,false,"""154,238""","""Wayne Townsend""","""Wayne Townsend""",2001/02/05 2:56PM,finnw901,derrd901,(none),morac102,park,none,0,unknown,-1,unknown,unknown,unknown,115,4500,adamb104,filld101,kunze101,,
BSN192305190,"""version 7RS(19) of 07/07/92""",PIT,BSN,1923/05/19,BOS08,0,3:00PM,day,false,"""154,238""","""Wayne Townsend""","""Wayne Townsend""",2001/02/05 4:01PM,morac102,finnw901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,12000,glazw101,mcnat101,,,
BSN192305220,"""version 7RS(19) of 07/07/92""",CHN,BSN,1923/05/22,BOS08,0,3:15PM,day,false,"""109,238""","""Wayne Townsend""","""Wayne Townsend""",1999/09/01 11:57PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,overcast,115,2500,aldrv101,marqr102,,,
BSN192305230,"""version 7RS(19) of 07/07/92""",CHN,BSN,1923/05/23,BOS08,0,0:00PM,day,false,"""109,238""","""Wayne Townsend""","""Wayne Townsend""",1999/09/03 12:26PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,3000,mcnat101,osbot101,,,
BSN192305281,"""version 7RS(19) of 07/07/92""",PHI,BSN,1923/05/28,BOS08,1,1:30PM,day,false,"""238""","""DWV""","""DWV""",2017/01/06 9:29AM,morac102,finnw901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,134,0,ringj101,mcnat101,,,
BSN192305282,"""version 7RS(19) of 07/07/92""",PHI,BSN,1923/05/28,BOS08,2,4:06PM,day,false,"""238""","""DWV""","""DWV""",2017/01/06 10:01AM,finnw901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,109,3500,weinl101,filld101,,,
BSN192305291,"""version 7RS(19) of 07/07/92""",PHI,BSN,1923/05/29,BOS08,1,1:30PM,day,false,"""238""","""DWV""","""DWV""",2017/01/06 2:18PM,morac102,finnw901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,140,0,bentl101,mitcc102,,,
BSN192305292,"""version 7RS(19) of 07/07/92""",PHI,BSN,1923/05/29,BOS08,2,4:05PM,day,false,"""238""","""DWV""","""DWV""",2017/01/07 8:52AM,finnw901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,135,3000,oescj101,wintj101,,,
BSN192305301,"""version 7RS(19) of 07/07/92""",PHI,BSN,1923/05/30,BOS08,1,10:15PM,day,false,"""238""","""DWV""","""DWV""",2017/01/07 9:30AM,morac102,finnw901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,125,2200,glazw101,watsm103,,,
BSN192305302,"""version 7RS(19) of 07/07/92""",PHI,BSN,1923/05/30,BOS08,2,3:04PM,day,false,"""238""","""DWV""","""DWV""",2017/01/08 8:24AM,finnw901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,12000,weinl101,oescj101,,,
BSN192305310,"""version 7RS(19) of 07/07/92""",BRO,BSN,1923/05/31,BOS08,0,3:16PM,day,false,"""73,238""","""Wayne Townsend""","""Wayne Townsend""",1997/08/12 3:40PM,morac102,finnw901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,104,2000,grimb101,marqr102,,,
BSN192306010,"""version 7RS(19) of 07/07/92""",BRO,BSN,1923/06/01,BOS08,0,3:16PM,day,false,"""73,238""","""Wayne Townsend""","""Wayne Townsend""",1997/08/18 6:03PM,finnw901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,109,2000,genej101,dickl101,,,
BSN192306020,"""version 7RS(19) of 07/07/92""",BRO,BSN,1923/06/02,BOS08,0,2:57PM,day,false,"""73,238""","""Wayne Townsend""","""Wayne Townsend""",1997/08/19 11:01AM,morac102,finnw901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,10000,vancd101,mcnat101,,,
BSN192306270,"""version 7RS(19) of 07/07/92""",NY1,BSN,1923/06/27,BOS08,0,3:15PM,day,false,"""128,73,238""","""Wayne Townsend""","""Wayne Townsend""",2001/04/19 3:25PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,145,5000,mcquh101,genej101,,,
BSN192306280,"""version 7RS(19) of 07/07/92""",NY1,BSN,1923/06/28,BOS08,0,3:15PM,day,false,"""73,238""","""Wayne Townsend""","""Wayne Townsend""",1997/10/04 6:04PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,2000,scotj101,filld101,,,
BSN192306301,"""version 7RS(19) of 07/07/92""",NY1,BSN,1923/06/30,BOS08,1,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/10/17 7:24PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,117,0,bentj101,oescj101,,,
BSN192306302,"""version 7RS(19) of 07/07/92""",NY1,BSN,1923/06/30,BOS08,2,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/10/21 11:13AM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,68,15000,barnj102,nehfa101,,,
BSN192307071,"""version 7RS(19) of 07/07/92""",CHN,BSN,1923/07/07,BOS08,1,1:35PM,day,false,"""238""","""DWV""","""DWV""",2017/01/12 8:25AM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,92,0,alexg102,genej101,,,
BSN192307072,"""version 7RS(19) of 07/07/92""",CHN,BSN,1923/07/07,BOS08,2,3:36PM,day,false,"""109,238""","""Wayne Townsend""","""Wayne Townsend""",2000/01/02 9:37PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,wet,drizzle,overcast,99,10000,kauft101,marqr102,,,
BSN192307090,"""version 7RS(19) of 07/07/92""",CHN,BSN,1923/07/09,BOS08,0,3:18PM,day,false,"""109,238""","""Wayne Townsend""","""Wayne Townsend""",2000/01/06 9:40PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,101,2000,osbot101,barnj102,,,
BSN192307101,"""version 7RS(19) of 07/07/92""",SLN,BSN,1923/07/10,BOS08,1,1:30PM,day,false,"""128,238""","""Wayne Townsend""","""Wayne Townsend""",2001/09/02 10:00PM,morac102,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,106,0,stuaj101,filld101,,,
BSN192307102,"""version 7RS(19) of 07/07/92""",SLN,BSN,1923/07/10,BOS08,2,3:35PM,day,false,"""128,238""","""Wayne Townsend""","""Wayne Townsend""",2001/09/02 10:41PM,hartb901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,2500,stuaj101,oescj101,,,
BSN192307110,"""version 7RS(19) of 07/07/92""",SLN,BSN,1923/07/11,BOS08,0,3:17PM,day,false,"""128,238""","""Wayne Townsend""","""Wayne Townsend""",2001/09/03 11:48PM,morac102,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,123,2000,hainj101,marqr102,,,
BSN192307120,"""version 7RS(19) of 07/07/92""",SLN,BSN,1923/07/12,BOS08,0,0:00PM,day,false,"""128""","""Wayne Townsend""","""Wayne Townsend""",2001/09/09 7:11PM,hartb901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,106,1200,tonef101,rudod101,,,
BSN192307130,"""version 7RS(19) of 07/07/92""",SLN,BSN,1923/07/13,BOS08,0,3:15PM,day,false,"""128,238""","""Wayne Townsend""","""Wayne Townsend""",2001/09/09 9:28PM,morac102,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,131,1200,sherb101,millf102,,,
BSN192307141,"""version 7RS(19) of 07/07/92""",CIN,BSN,1923/07/14,BOS08,1,1:32PM,day,false,"""494,238""","""Cliff Blau""","""Cliff Blau""",2015/03/03 7:51PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,none,sunny,147,0,rixee101,barnj102,,,
BSN192307142,"""version 7RS(19) of 07/07/92""",CIN,BSN,1923/07/14,BOS08,2,0:00PM,day,false,"""494""","""Cliff Blau""","""Cliff Blau""",2015/03/04 12:21PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,none,sunny,83,5300,genej101,keckc101,,,
BSN192307171,"""version 7RS(19) of 07/07/92""",CIN,BSN,1923/07/17,BOS08,1,1:30,day,false,"""238,494""","""Cliff Blau""","""Cliff Blau""",2015/03/04 3:42PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,0,luqud101,mcnat101,rixee101,,
BSN192307172,"""version 7RS(19) of 07/07/92""",CIN,BSN,1923/07/17,BOS08,2,0:00PM,day,false,"""238,494""","""Cliff Blau""","""Cliff Blau""",2015/03/04 7:47PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,none,sunny,110,3650,luqud101,oescj101,,,
BSN192307180,"""version 7RS(19) of 07/07/92""",PIT,BSN,1923/07/18,BOS08,0,0:00PM,day,false,"""238""","""DWV""","""DWV""",2017/01/14 8:26AM,odayh101,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,85,3000,coopw101,marqr102,,,
BSN192307190,"""version 7RS(19) of 07/07/92""",PIT,BSN,1923/07/19,BOS08,0,0:00PM,day,false,"""238(5.5),154""","""Wayne Townsend""","""Wayne Townsend""",2001/09/15 4:03PM,mccob104,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,1000,meadl101,barnj102,morrj105,,
BSN192307200,"""version 7RS(19) of 07/07/92""",PIT,BSN,1923/07/20,BOS08,0,0:00PM,day,false,"""238,154""","""Wayne Townsend""","""Wayne Townsend""",2001/09/16 3:09PM,odayh101,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,90,1000,genej101,hamie101,,,
BSN192307211,"""version 7RS(19) of 07/07/92""",PIT,BSN,1923/07/21,BOS08,1,0:00PM,day,false,"""154""","""Wayne Townsend""","""Wayne Townsend""",2001/09/16 5:45PM,mccob104,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,0,morrj105,mcnat101,,,
BSN192307212,"""version 7RS(19) of 07/07/92""",PIT,BSN,1923/07/21,BOS08,2,0:00PM,day,false,"""154""","""Wayne Townsend""","""Wayne Townsend""",2001/09/16 6:35PM,odayh101,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,106,8000,coopw101,millf102,,,
BSN192308141,"""version 7RS(19) of 07/07/92""",CHN,BSN,1923/08/14,BOS08,1,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2000/04/05 7:04PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,0,osbot101,barnj102,,,
BSN192308142,"""version 7RS(19) of 07/07/92""",CHN,BSN,1923/08/14,BOS08,2,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2000/04/05 7:36PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,112,8000,dumon101,genej101,,,
BSN192308150,"""version 7RS(19) of 07/07/92""",CHN,BSN,1923/08/15,BOS08,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2000/04/06 12:51PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,85,0,filld101,alexg102,,,
BSN192308160,"""version 7RS(19) of 07/07/92""",CHN,BSN,1923/08/16,BOS08,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2000/04/06 1:46PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,117,0,kauft101,oescj101,,,
BSN192308170,"""version 7RS(19) of 07/07/92""",CHN,BSN,1923/08/17,BOS08,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2000/04/07 8:48PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,3000,keenv101,filld101,,,
BSN192308180,"""version 7RS(19) of 07/07/92""",CHN,BSN,1923/08/18,BOS08,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2000/04/08 9:05PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,101,4000,genej101,osbot101,,,
BSN192308200,"""version 7RS(19) of 07/07/92""",SLN,BSN,1923/08/20,BOS08,0,0:00PM,day,false,"""128""","""Wayne Townsend""","""Wayne Townsend""",2002/01/20 4:25PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,83,1200,marqr102,tonef101,,,
BSN192308210,"""version 7RS(19) of 07/07/92""",SLN,BSN,1923/08/21,BOS08,0,0:00PM,day,false,"""128""","""Wayne Townsend""","""Wayne Townsend""",2002/01/21 6:40PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,107,1200,hainj101,coonj101,,,
BSN192308220,"""version 7RS(19) of 07/07/92""",SLN,BSN,1923/08/22,BOS08,0,0:00PM,day,false,"""128""","""Wayne Townsend""","""Wayne Townsend""",2002/01/21 10:03PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,92,1200,genej101,sherb101,,,
BSN192308230,"""version 7RS(19) of 07/07/92""",PIT,BSN,1923/08/23,BOS08,0,0:00PM,day,false,"""154""","""Wayne Townsend""","""Wayne Townsend""",2002/02/02 10:31AM,mccob104,finnw901,(none),odayh101,park,none,0,unknown,-1,unknown,unknown,unknown,107,6000,meadl101,barnj102,,,
BSN192308240,"""version 7RS(19) of 07/07/92""",PIT,BSN,1923/08/24,BOS08,0,0:00PM,day,false,"""154""","""Wayne Townsend""","""Wayne Townsend""",2002/02/02 12:34PM,finnw901,mccob104,(none),odayh101,park,none,0,unknown,-1,unknown,unknown,unknown,79,1000,coopw101,oescj101,,,
BSN192308250,"""version 7RS(19) of 07/07/92""",PIT,BSN,1923/08/25,BOS08,0,0:00PM,day,false,"""154""","""Wayne Townsend""","""Wayne Townsend""",2002/02/04 7:22PM,mccob104,finnw901,(none),odayh101,park,none,0,unknown,-1,unknown,unknown,unknown,92,4000,morrj105,marqr102,,,
BSN192308271,"""version 7RS(19) of 07/07/92""",CIN,BSN,1923/08/27,BOS08,1,0:00PM,day,false,"""71,240,270""","""Jim Herdman""","""Jim Herdman""",2022/01/31 3:53PM,morac102,hartb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,93,0,rixee101,genej101,,,
BSN192308272,"""version 7RS(19) of 07/07/92""",CIN,BSN,1923/08/27,BOS08,2,0:00PM,day,false,"""71,163,240,274""","""Jim Herdman""","""Jim Herdman""",2022/01/29 6:15PM,hartb901,morac102,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,90,5000,barnj102,donop102,,,
BSN192308280,"""version 7RS(19) of 07/07/92""",CIN,BSN,1923/08/28,BOS08,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/06/07 12:02PM,morac102,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,93,1500,luqud101,oescj101,,,
BSN192308290,"""version 7RS(19) of 07/07/92""",CIN,BSN,1923/08/29,BOS08,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/06/07 4:06PM,hartb901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,99,1500,genej101,bentr102,,,
BSN192309070,"""version 7RS(19) of 07/07/92""",BRO,BSN,1923/09/07,BOS08,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/06/28 6:24PM,odayh101,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,7500,barnj102,vancd101,,,
BSN192309081,"""version 7RS(19) of 07/07/92""",BRO,BSN,1923/09/08,BOS08,1,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/06/30 11:31PM,mccob104,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,85,0,grimb101,marqr102,,,
BSN192309082,"""version 7RS(19) of 07/07/92""",BRO,BSN,1923/09/08,BOS08,2,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/07/01 11:28PM,odayh101,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,84,5000,ruetd101,coonj101,,,
BSN192309100,"""version 7RS(19) of 07/07/92""",NY1,BSN,1923/09/10,BOS08,0,0:00PM,day,false,"""73,128""","""Wayne Townsend""","""Wayne Townsend""",1998/07/03 10:36AM,mccob104,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,5000,barnv101,filld101,,,
BSN192309110,"""version 7RS(19) of 07/07/92""",NY1,BSN,1923/09/11,BOS08,0,0:00PM,day,false,"""73,128""","""Wayne Townsend""","""Wayne Townsend""",1998/07/03 5:14PM,odayh101,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,95,5000,scotj101,barnj102,,,
BSN192310020,"""version 7RS(19) of 07/07/92""",BRO,BSN,1923/10/02,BOS08,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/07/25 7:33PM,hartb901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,88,500,grimb101,coonj101,,,
BSN192310030,"""version 7RS(19) of 07/07/92""",BRO,BSN,1923/10/03,BOS08,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/07/25 8:02PM,mccob104,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,90,500,ruetd101,marqr102,,,
