game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
BRO192304170,"""version 7RS(19) of 07/07/92""",PHI,BRO,1923/04/17,NYC15,0,3:30PM,day,false,"""73,351""","""David W. Smith""","""David W. Smith""",1996/10/30 3:56PM,mccob104,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,170,14000,,,,,
BRO192304180,"""version 7RS(19) of 07/07/92""",PHI,BRO,1923/04/18,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1996/10/30 3:17PM,hartb901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,3000,grimb101,hubbb101,,,
BRO192304190,"""version 7RS(19) of 07/07/92""",PHI,BRO,1923/04/19,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1996/10/30 9:55PM,mccob104,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,2500,ringj101,vancd101,,,
BRO192304200,"""version 7RS(19) of 07/07/92""",PHI,BRO,1923/04/20,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1996/10/31 5:59PM,hartb901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,116,3000,wintj101,smitg104,,,
BRO192304210,"""version 7RS(19) of 07/07/92""",NY1,BRO,1923/04/21,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1996/11/10 5:00PM,klemb901,derrd901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,101,22000,mcquh101,mamaa101,,,
BRO192304220,"""version 7RS(19) of 07/07/92""",NY1,BRO,1923/04/22,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1996/11/19 1:10PM,klemb901,derrd901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,25000,scotj101,grimb101,,,
BRO192304230,"""version 7RS(19) of 07/07/92""",NY1,BRO,1923/04/23,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1996/11/19 6:43PM,klemb901,derrd901,(none),(none),park,none,0,unknown,-1,unknown,unknown,cloudy,105,2500,jonnc101,vancd101,,,
BRO192304240,"""version 7RS(19) of 07/07/92""",NY1,BRO,1923/04/24,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1996/12/08 7:29PM,klemb901,derrd901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,1500,johnf101,ruetd101,,,
BRO192304290,"""version 7RS(19) of 07/07/92""",BSN,BRO,1923/04/29,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/01/12 10:25PM,mccob104,derrd901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,12000,bentl101,dickl101,watsm103,,
BRO192305060,"""version 7RS(19) of 07/07/92""",PHI,BRO,1923/05/06,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/05/19 5:07PM,derrd901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,117,12000,cadol101,weinl101,,,
BRO192305080,"""version 7RS(19) of 07/07/92""",PIT,BRO,1923/05/08,NYC15,0,0:00PM,day,false,"""73,154""","""Wayne Townsend""","""Wayne Townsend""",1997/05/21 5:04PM,derrd901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,130,3500,morrj105,harph101,,,
BRO192305110,"""version 7RS(19) of 07/07/92""",PIT,BRO,1923/05/11,NYC15,0,0:00PM,day,false,"""73,154""","""Wayne Townsend""","""Wayne Townsend""",1997/05/22 2:15PM,mccob104,derrd901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,129,2000,grimb101,bagbj101,,,
BRO192305120,"""version 7RS(19) of 07/07/92""",CHN,BRO,1923/05/12,NYC15,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",1999/08/05 9:49PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,130,9000,dickl101,osbot101,,,
BRO192305130,"""version 7RS(19) of 07/07/92""",CHN,BRO,1923/05/13,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/05/26 10:24AM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,wet,unknown,unknown,100,15000,alexg102,vancd101,,,
BRO192305140,"""version 7RS(19) of 07/07/92""",CHN,BRO,1923/05/14,NYC15,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",1999/08/08 12:54PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,2000,cadol101,aldrv101,,,
BRO192305160,"""version 7RS(19) of 07/07/92""",CHN,BRO,1923/05/16,NYC15,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",1999/08/08 3:17PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,116,2500,dickl101,dumon101,,,
BRO192305170,"""version 7RS(19) of 07/07/92""",SLN,BRO,1923/05/17,NYC15,0,0:00PM,day,false,"""128,73""","""Wayne Townsend""","""Wayne Townsend""",2001/02/02 8:40PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,4000,hainj101,grimb101,,,
BRO192305180,"""version 7RS(19) of 07/07/92""",SLN,BRO,1923/05/18,NYC15,0,0:00PM,day,false,"""128,73""","""Wayne Townsend""","""Wayne Townsend""",2001/02/03 1:16PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,4000,sherb101,vancd101,,,
BRO192305190,"""version 7RS(19) of 07/07/92""",SLN,BRO,1923/05/19,NYC15,0,0:00PM,day,false,"""73,128""","""Wayne Townsend""","""Wayne Townsend""",1997/07/23 8:35PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,12000,ruetd101,nortl101,,,
BRO192305200,"""version 7RS(19) of 07/07/92""",CIN,BRO,1923/05/20,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/07/23 10:04PM,finnw901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,85,21000,dickl101,coucj101,,,
BRO192305220,"""version 7RS(19) of 07/07/92""",CIN,BRO,1923/05/22,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/07/28 7:28PM,morac102,finnw901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,130,4000,grimb101,donop102,,,
BRO192305230,"""version 7RS(19) of 07/07/92""",CIN,BRO,1923/05/23,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/07/29 9:49AM,finnw901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,87,4000,cadol101,rixee101,,,
BRO192305250,"""version 7RS(19) of 07/07/92""",BSN,BRO,1923/05/25,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/07/29 9:41PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,126,4000,bentl101,ruetd101,marqr102,,
BRO192305260,"""version 7RS(19) of 07/07/92""",BSN,BRO,1923/05/26,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/07/30 4:59PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,15000,dickl101,rudod101,,,
BRO192305270,"""version 7RS(19) of 07/07/92""",BSN,BRO,1923/05/27,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/07/31 6:30PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,139,22000,decaa101,bentl101,,,
BRO192306030,"""version 7RS(19) of 07/07/92""",BSN,BRO,1923/06/03,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/08/20 3:36PM,finnw901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,65,21000,ruetd101,oescj101,decaa101,,
BRO192306231,"""version 7RS(19) of 07/07/92""",PHI,BRO,1923/06/23,NYC15,1,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/09/30 6:11PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,0,ruetd101,ringj101,smitg104,,
BRO192306232,"""version 7RS(19) of 07/07/92""",PHI,BRO,1923/06/23,NYC15,2,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/09/30 6:39PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,102,20000,ringj101,decaa101,,,
BRO192306240,"""version 7RS(19) of 07/07/92""",PHI,BRO,1923/06/24,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/10/02 11:21PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,14000,grimb101,weinl101,,,
BRO192306250,"""version 7RS(19) of 07/07/92""",BSN,BRO,1923/06/25,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/10/03 4:50PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,127,3500,barnj102,vancd101,,,
BRO192307010,"""version 7RS(19) of 07/07/92""",NY1,BRO,1923/07/01,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/10/30 10:20PM,hartb901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,87,30000,ruetd101,mcquh101,,,
BRO192307041,"""version 7RS(19) of 07/07/92""",BSN,BRO,1923/07/04,NYC15,1,0:00PM,day,false,"""71,163,274,141,591,96,104""","""Rob Wood""","""Rob Wood""",2021/12/04 10:17PM,hartb901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,103,0,vancd101,oescj101,,,
BRO192307042,"""version 7RS(19) of 07/07/92""",BSN,BRO,1923/07/04,NYC15,2,0:00PM,day,false,"""71,163,274,141,591,96,104""","""Rob Wood""","""Rob Wood""",2021/12/05 3:23AM,hartb901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,146,22000,grimb101,barnj102,,,
BRO192307050,"""version 7RS(19) of 07/07/92""",BSN,BRO,1923/07/05,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/11/06 4:54PM,morac102,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,95,6000,barnj102,cadol101,,,
BRO192307071,"""version 7RS(19) of 07/07/92""",SLN,BRO,1923/07/07,NYC15,1,0:00PM,day,false,"""73,128""","""Wayne Townsend""","""Wayne Townsend""",1997/11/07 12:52PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,101,0,ruetd101,tonef101,,,
BRO192307072,"""version 7RS(19) of 07/07/92""",SLN,BRO,1923/07/07,NYC15,2,0:00PM,day,false,"""73,128""","""Wayne Townsend""","""Wayne Townsend""",1997/11/07 4:05PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,102,22000,doakb101,dickl101,stuaj101,,
BRO192307080,"""version 7RS(19) of 07/07/92""",SLN,BRO,1923/07/08,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/11/07 4:30PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,15000,barfc101,grimb101,,,
BRO192307090,"""version 7RS(19) of 07/07/92""",SLN,BRO,1923/07/09,NYC15,0,0:00PM,day,false,"""73,128""","""Wayne Townsend""","""Wayne Townsend""",1997/11/22 1:41PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,2500,vancd101,sherb101,,,
BRO192307100,"""version 7RS(19) of 07/07/92""",CHN,BRO,1923/07/10,NYC15,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2000/01/11 8:57PM,mccob104,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,3500,henrd101,keenv101,,,
BRO192307110,"""version 7RS(19) of 07/07/92""",CHN,BRO,1923/07/11,NYC15,0,0:00PM,day,false,"""109,73""","""Wayne Townsend""","""Wayne Townsend""",2000/01/31 9:01PM,finnw901,odayh101,(none),mccob104,park,none,0,unknown,-1,unknown,unknown,unknown,85,2500,alexg102,ruetd101,,,
BRO192307120,"""version 7RS(19) of 07/07/92""",CHN,BRO,1923/07/12,NYC15,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2000/02/02 4:06PM,mccob104,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,2500,kauft101,grimb101,,,
BRO192307130,"""version 7RS(19) of 07/07/92""",CHN,BRO,1923/07/13,NYC15,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2000/02/05 5:05PM,mccob104,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,90,3000,osbot101,dickl101,,,
BRO192307141,"""version 7RS(19) of 07/07/92""",PIT,BRO,1923/07/14,NYC15,1,0:00PM,day,false,"""73,154""","""Wayne Townsend""","""Wayne Townsend""",1997/11/30 5:19PM,finnw901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,0,vancd101,coopw101,,,
BRO192307142,"""version 7RS(19) of 07/07/92""",PIT,BRO,1923/07/14,NYC15,2,0:00PM,day,false,"""154,73""","""Wayne Townsend""","""Wayne Townsend""",1997/11/30 5:51PM,pfirc901,finnw901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,25000,bagbj101,henrd101,,,
BRO192307150,"""version 7RS(19) of 07/07/92""",PIT,BRO,1923/07/15,NYC15,0,0:00PM,day,false,"""73,154""","""Wayne Townsend""","""Wayne Townsend""",1997/12/01 6:02PM,finnw901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,109,15000,hamie101,ruetd101,,,
BRO192307160,"""version 7RS(19) of 07/07/92""",PIT,BRO,1923/07/16,NYC15,0,0:00PM,day,false,"""73,154""","""Wayne Townsend""","""Wayne Townsend""",1997/12/04 7:24PM,pfirc901,finnw901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,106,2500,grimb101,meadl101,,,
BRO192307170,"""version 7RS(19) of 07/07/92""",PIT,BRO,1923/07/17,NYC15,0,0:00PM,day,false,"""73,154""","""Wayne Townsend""","""Wayne Townsend""",1998/02/01 7:24PM,finnw901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,91,2500,smitg104,morrj105,,,
BRO192307180,"""version 7RS(19) of 07/07/92""",CIN,BRO,1923/07/18,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/02/07 10:30PM,hartb901,morac102,(none),westf901,park,none,0,unknown,-1,unknown,unknown,unknown,114,4212,donop102,dickl101,,,
BRO192307190,"""version 7RS(19) of 07/07/92""",CIN,BRO,1923/07/19,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/02/15 5:20PM,morac102,westf901,(none),hartb901,park,none,0,unknown,-1,unknown,unknown,unknown,94,4000,vancd101,bentr102,,,
BRO192307200,"""version 7RS(19) of 07/07/92""",CIN,BRO,1923/07/20,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/02/15 7:39PM,morac102,hartb901,(none),westf901,park,none,0,unknown,-1,unknown,unknown,unknown,103,3500,rixee101,ruetd101,,,
BRO192307211,"""version 7RS(19) of 07/07/92""",CIN,BRO,1923/07/21,NYC15,1,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/02/21 5:35PM,morac102,westf901,(none),hartb901,park,none,0,unknown,-1,unknown,unknown,unknown,125,0,luqud101,grimb101,donop102,,
BRO192307212,"""version 7RS(19) of 07/07/92""",CIN,BRO,1923/07/21,NYC15,2,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/02/21 6:39PM,hartb901,morac102,(none),westf901,park,none,0,unknown,-1,unknown,unknown,unknown,81,26000,smitg104,coucj101,,,
BRO192307221,"""version 7RS(19) of 07/07/92""",BSN,BRO,1923/07/22,NYC15,1,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/03/08 12:45AM,pfirc901,finnw901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,0,marqr102,henrd101,,,
BRO192307222,"""version 7RS(19) of 07/07/92""",BSN,BRO,1923/07/22,NYC15,2,0:00PM,day,false,"""73,71,163,274,141,589,104,96""","""Wayne Townsend/RWood""","""Wayne Townsend/RWood""",1998/03/08 1:14AM,finnw901,pfirc901,(none),(none),park,none,0,unknown,-1,wet,showers,overcast,116,15000,dickl101,barnj102,,,
BRO192308121,"""version 7RS(19) of 07/07/92""",PIT,BRO,1923/08/12,NYC15,1,0:00PM,day,false,"""73,154""","""Wayne Townsend""","""Wayne Townsend""",1998/04/28 10:19PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,overcast,111,0,vancd101,hamie101,,,
BRO192308122,"""version 7RS(19) of 07/07/92""",PIT,BRO,1923/08/12,NYC15,2,0:00PM,day,false,"""154""","""Wayne Townsend""","""Wayne Townsend""",2001/12/26 6:33PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,wet,drizzle,unknown,96,22000,grimb101,morrj105,,,
BRO192308130,"""version 7RS(19) of 07/07/92""",PIT,BRO,1923/08/13,NYC15,0,0:00PM,day,false,"""154,73,128""","""Wayne Townsend""","""Wayne Townsend""",1998/04/28 10:59PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,85,4000,meadl101,smitg104,,,
BRO192308150,"""version 7RS(19) of 07/07/92""",SLN,BRO,1923/08/15,NYC15,0,0:00PM,day,false,"""73,128""","""Wayne Townsend""","""Wayne Townsend""",1998/05/02 12:31PM,hartb901,morac102,(none),westf901,park,none,0,unknown,-1,unknown,unknown,unknown,89,3000,ruetd101,pfefj101,,,
BRO192308160,"""version 7RS(19) of 07/07/92""",SLN,BRO,1923/08/16,NYC15,0,0:00PM,day,false,"""73,128""","""Wayne Townsend""","""Wayne Townsend""",1998/05/03 2:07PM,morac102,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,90,3000,grimb101,hainj101,,,
BRO192308170,"""version 7RS(19) of 07/07/92""",SLN,BRO,1923/08/17,NYC15,0,0:00PM,day,false,"""128,73""","""Wayne Townsend""","""Wayne Townsend""",1998/05/03 4:17PM,hartb901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,150,3500,sherb101,vancd101,,,
BRO192308180,"""version 7RS(19) of 07/07/92""",SLN,BRO,1923/08/18,NYC15,0,0:00PM,day,false,"""73,128""","""Wayne Townsend""","""Wayne Townsend""",1998/05/03 11:59PM,morac102,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,8000,doakb101,smitg104,,,
BRO192308190,"""version 7RS(19) of 07/07/92""",CHN,BRO,1923/08/19,NYC15,0,0:00PM,day,false,"""73,111,96""","""Wayne Townsend/Smith""","""Wayne Townsend/Smith""",1998/05/14 11:20PM,odayh101,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,133,13000,cheev101,ruetd101,,,
BRO192308200,"""version 7RS(19) of 07/07/92""",CHN,BRO,1923/08/20,NYC15,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2000/04/10 6:57PM,mccob104,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,3000,kauft101,grimb101,,,
BRO192308210,"""version 7RS(19) of 07/07/92""",CHN,BRO,1923/08/21,NYC15,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2000/04/10 7:43PM,mccob104,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,3000,keenv101,vancd101,,,
BRO192308230,"""version 7RS(19) of 07/07/92""",CIN,BRO,1923/08/23,NYC15,0,0:00PM,day,false,"""73,96,240,141,270""","""Wayne Townsend/Smith/WTownsend""","""Wayne Townsend/Smith/WTownsend""",1998/05/25 1:09AM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,3000,rixee101,smitg104,donop102,,
BRO192308240,"""version 7RS(19) of 07/07/92""",CIN,BRO,1923/08/24,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/05/25 11:59AM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,3000,luqud101,grimb101,,,
BRO192308250,"""version 7RS(19) of 07/07/92""",CIN,BRO,1923/08/25,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/05/25 11:10PM,quige901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,8000,bentr102,vancd101,donop102,,
BRO192308260,"""version 7RS(19) of 07/07/92""",PIT,BRO,1923/08/26,NYC15,0,0:00PM,day,false,"""73,154""","""Wayne Townsend""","""Wayne Townsend""",1998/06/06 6:18PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,94,10000,adamb104,ruetd101,,,
BRO192308300,"""version 7RS(19) of 07/07/92""",NY1,BRO,1923/08/30,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/06/07 9:44PM,mccob104,odayh101,(none),finnw901,park,none,0,unknown,-1,unknown,unknown,unknown,127,8000,ryanr101,grimb101,,,
BRO192308310,"""version 7RS(19) of 07/07/92""",NY1,BRO,1923/08/31,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/06/07 10:42PM,odayh101,finnw901,(none),mccob104,park,none,0,unknown,-1,unknown,unknown,unknown,102,7000,ruetd101,bentj101,,,
BRO192309010,"""version 7RS(19) of 07/07/92""",NY1,BRO,1923/09/01,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/06/23 11:37PM,finnw901,mccob104,(none),odayh101,park,none,0,unknown,-1,unknown,unknown,unknown,119,16000,henrd101,watsm103,,,
BRO192309020,"""version 7RS(19) of 07/07/92""",PHI,BRO,1923/09/02,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/06/24 11:16PM,hartb901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,111,7000,behap101,dickl101,,,
BRO192309090,"""version 7RS(19) of 07/07/92""",NY1,BRO,1923/09/09,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/07/03 12:04AM,hartb901,finnw901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,22000,vancd101,mcquh101,,,
BRO192309300,"""version 7RS(19) of 07/07/92""",PHI,BRO,1923/09/30,NYC15,0,0:00PM,day,false,"""73,141,96,104""","""Wayne Townsend/RWood""","""Wayne Townsend/RWood""",1998/07/25 7:19PM,klemb901,finnw901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,139,8000,ringj101,vancd101,,,
BRO192310060,"""version 7RS(19) of 07/07/92""",NY1,BRO,1923/10/06,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/07/29 10:17PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,90,1500,dickl101,barnv101,,,
BRO192310070,"""version 7RS(19) of 07/07/92""",NY1,BRO,1923/10/07,NYC15,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1998/07/29 10:43PM,klemb901,wilsf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,75,5000,henrd101,huntw101,,,
WS1192304260,"""version 7RS(19) of 07/07/92""",PHA,WS1,1923/04/26,WAS09,0,0:00PM,day,false,"""266,222""","""Rob Wood""","""Rob Wood""",2021/10/25 8:36AM,evanb901,holmd102,(none),connt901,park,none,0,unknown,-1,unknown,unknown,unknown,120,21532,zacht101,harrs101,,,
WS1192304270,"""version 7RS(19) of 07/07/92""",PHA,WS1,1923/04/27,WAS09,0,0:00PM,day,false,"""266,222,408a""","""Rob Wood""","""Rob Wood""",2021/10/31 11:26AM,holmd102,connt901,(none),evanb901,park,none,0,unknown,-1,unknown,unknown,unknown,165,0,,,,,
WS1192304290,"""version 7RS(19) of 07/07/92""",PHA,WS1,1923/04/29,WAS09,0,0:00PM,day,false,"""266,222,408a""","""Dick Cramer""","""Dick Cramer""",2021/10/30 11:00AM,connt901,evanb901,(none),holmd102,unknown,none,0,unknown,-1,unknown,unknown,unknown,97,12564,hastb101,hollb102,,,
WS1192304300,"""version 7RS(19) of 07/07/92""",NYA,WS1,1923/04/30,WAS09,0,0:00PM,day,false,"""96,222,408a,639""","""Cliff Blau/Bill Way""","""Cliff Blau/RWood""",2021/10/30 7:46PM,evanb901,holmd102,(none),connt901,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,5000,jones104,warmc101,,,
WS1192305010,"""version 7RS(19) of 07/07/92""",NYA,WS1,1923/05/01,WAS09,0,0:00PM,day,false,"""73""","""Wayne Townsend""","""Wayne Townsend""",1997/01/25 11:07PM,holmd102,connt901,(none),evanb901,park,none,0,unknown,-1,unknown,unknown,unknown,136,5000,bushj102,russa101,,,
WS1192305020,"""version 7RS(19) of 07/07/92""",NYA,WS1,1923/05/02,WAS09,0,0:00PM,day,false,"""73""","""Wayne Townsend/Smith""","""Wayne Townsend/Smith""",1997/01/26 11:48AM,connt901,evanb901,(none),holmd102,park,none,0,unknown,-1,unknown,unknown,unknown,111,10000,johnw102,shawb102,,,
WS1192305030,"""version 7RS(19) of 07/07/92""",NYA,WS1,1923/05/03,WAS09,0,0:00PM,day,false,"""73,96,222,408a""","""Cliff Blau/Cramer/Smith""","""Cliff Blau/Cramer/Smith""",2021/10/31 11:00AM,evanb901,holmd102,(none),connt901,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,6000,pennh101,warmc101,,,
WS1192305040,"""version 7RS(19) of 07/07/92""",BOS,WS1,1923/05/04,WAS09,0,0:00PM,day,false,"""71,163,274,266,639""","""Dick Cramer/Bill Way""","""Dick Cramer/RWood""",2021/10/31 11:00AM,holmd102,connt901,(none),evanb901,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,4000,hollb102,pierb103,russa101,,
WS1192305050,"""version 7RS(19) of 07/07/92""",BOS,WS1,1923/05/05,WAS09,0,0:00PM,day,false,"""71,163,273,222,408a,427""","""Dick Cramer/Bill Way""","""Dick Cramer/RWood""",2021/11/06 11:00AM,connt901,evanb901,(none),holmd102,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,6000,ehmkh101,zacht101,,,
WS1192305060,"""version 7RS(19) of 07/07/92""",BOS,WS1,1923/05/06,WAS09,0,0:00PM,day,false,"""71,163,222,274""","""Jim Herdman""","""Jim Herdman""",2021/11/06 3:10PM,evanb901,holmd102,(none),connt901,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,18000,johnw102,murrg101,,,
