n_obs,log_likelihood,ll_null,pseudo_r2_mcFadden,elapsed_column_used,mean_home_scored_b1
25720,-5977.429269004146,-5979.21886817942,0.0002993031723254047,top1_elapsed_seconds_final,0.06201399688958009
