season,game_pk,game_date,home_team,away_team,top1_elapsed_seconds,visitor_batters_top1,visitor_pitches_top1,n_empty_top1,n_on_top1,home_starter_id,visiting_starter_id,home_runs_bottom1
2015,446277,2015-11-01,NYM,KC,366.0,4,13,8,5,518774,450172,1
2015,446276,2015-10-31,NYM,KC,328.0,3,13,9,4,571927,432934,0
2015,446275,2015-10-30,NYM,KC,561.0,5,20,11,9,592789,570649,2
2015,446274,2015-10-28,KC,NYM,237.0,3,10,10,0,456501,594798,0
2015,446273,2015-10-27,KC,NYM,281.0,3,11,11,0,450172,518774,1
2015,446269,2015-10-23,KC,TOR,261.0,4,9,3,6,570649,456034,1
2015,446267,2015-10-21,CHC,NYM,1222.0,9,38,14,24,434628,571927,0
2015,446266,2015-10-21,TOR,KC,250.0,3,12,12,0,462136,450172,0
2015,446265,2015-10-20,CHC,NYM,527.0,5,18,3,15,543294,594798,1
2015,446264,2015-10-20,TOR,KC,715.0,7,22,12,10,285079,432934,0
2015,446263,2015-10-19,TOR,KC,179.0,4,7,6,1,573186,456501,0
2015,446262,2015-10-18,NYM,CHC,487.0,4,20,15,5,592789,453562,3
2015,446261,2015-10-17,NYM,CHC,182.0,3,9,9,0,518774,452657,1
2015,446260,2015-10-17,KC,TOR,241.0,3,12,12,0,570649,456034,0
2015,446259,2015-10-16,KC,TOR,602.0,4,24,18,6,450172,462136,0
2015,446258,2015-10-15,LAD,NYM,657.0,5,19,4,15,425844,594798,2
2015,446256,2015-10-14,KC,HOU,212.0,3,11,11,0,456501,543521,0
2015,446255,2015-10-14,TOR,TEX,363.0,5,15,4,11,573186,430935,0
2015,446254,2015-10-13,NYM,LAD,192.0,3,10,10,0,571927,477132,0
2015,446253,2015-10-13,CHC,STL,366.0,6,15,12,3,434628,407793,0
2015,446252,2015-10-12,NYM,LAD,309.0,3,14,14,0,518774,474463,0
2015,446251,2015-10-12,CHC,STL,248.0,3,12,12,0,453562,608379,0
2015,446250,2015-10-12,HOU,KC,462.0,4,15,6,9,621121,570649,0
2015,446249,2015-10-12,TEX,TOR,442.0,6,18,16,2,502706,285079,0
2015,446248,2015-10-11,HOU,KC,284.0,4,9,1,8,572971,450172,0
2015,446247,2015-10-11,TEX,TOR,278.0,3,13,13,0,527048,462136,0
2015,446246,2015-10-10,LAD,NYM,403.0,3,16,14,2,425844,592789,0
2015,446245,2015-10-10,STL,CHC,479.0,4,19,9,10,448802,543294,1
2015,446244,2015-10-09,LAD,NYM,613.0,4,22,13,9,477132,594798,0
2015,446243,2015-10-09,STL,CHC,246.0,3,12,12,0,407793,452657,1
2015,446242,2015-10-09,KC,HOU,529.0,6,21,8,13,456501,431148,0
2015,446241,2015-10-09,TOR,TEX,693.0,6,25,4,21,573186,430935,1
2015,446240,2015-10-08,KC,HOU,743.0,6,24,2,22,570649,543521,0
2015,446239,2015-10-08,TOR,TEX,449.0,4,17,11,6,456034,451596,0
2015,446238,2015-10-07,PIT,CHC,568.0,5,22,10,12,543037,453562,0
2015,446237,2015-10-06,NYY,HOU,413.0,3,17,17,0,547888,572971,0
2015,416079,2015-10-04,NYM,WSH,253.0,3,14,14,0,594798,543699,0
2015,416078,2015-10-04,TB,TOR,444.0,4,16,2,14,519043,279824,9
2015,416077,2015-10-04,ATL,STL,221.0,3,12,12,0,571946,407793,2
2015,416076,2015-10-04,LAD,SD,318.0,4,14,7,7,477132,571057,0
2015,416075,2015-10-04,SEA,OAK,466.0,4,20,9,11,573064,605135,0
2015,416074,2015-10-04,BAL,NYY,432.0,5,17,11,6,501957,501381,2
2015,416073,2015-10-04,PHI,MIA,370.0,5,15,1,14,571527,543045,0
2015,416072,2015-10-04,MIN,KC,265.0,4,12,9,3,445060,456501,0
2015,416071,2015-10-04,AZ,HOU,316.0,4,12,5,7,592662,621121,1
2015,416070,2015-10-04,CWS,DET,899.0,7,30,3,27,593423,596057,0
2015,416069,2015-10-04,SF,COL,664.0,5,28,20,8,430912,548357,2
2015,416068,2015-10-04,PIT,CIN,186.0,3,10,10,0,457918,595001,1
2015,416067,2015-10-04,MIL,CHC,881.0,6,29,8,21,605347,429717,0
2015,416066,2015-10-04,CLE,BOS,432.0,5,18,9,9,517593,519144,0
2015,416065,2015-10-04,TEX,LAA,446.0,5,19,17,2,430935,572070,1
2015,416062,2015-10-04,ATL,STL,179.0,3,10,10,0,605538,458681,1
2015,416064,2015-10-03,NYM,WSH,309.0,3,16,16,0,518774,453286,0
2015,416063,2015-10-03,TB,TOR,251.0,3,14,14,0,502042,462136,1
2015,416061,2015-10-03,LAD,SD,245.0,3,12,12,0,425844,572362,1
2015,416060,2015-10-03,SEA,OAK,643.0,8,23,10,13,606273,543594,0
2015,416059,2015-10-03,BAL,NYY,273.0,3,15,13,2,434622,622663,2
2015,416058,2015-10-03,PHI,MIA,445.0,4,18,9,9,421685,543408,0
2015,416057,2015-10-03,MIN,KC,381.0,5,17,11,6,543548,570649,0
2015,416056,2015-10-03,AZ,HOU,464.0,5,12,2,10,476451,543521,0
2015,416055,2015-10-03,CWS,DET,488.0,4,24,20,4,605304,434378,1
2015,416054,2015-10-03,SF,COL,722.0,4,27,20,7,408241,543734,2
2015,416053,2015-10-03,PIT,CIN,995.0,7,31,12,19,150359,605232,1
2015,416052,2015-10-03,MIL,CHC,268.0,4,10,3,7,621281,543294,0
2015,416051,2015-10-03,CLE,BOS,458.0,4,15,7,8,446372,444520,0
2015,416050,2015-10-03,TEX,LAA,169.0,3,9,9,0,407890,502327,0
2015,416049,2015-10-03,NYM,WSH,287.0,3,13,13,0,592789,461829,0
2015,416044,2015-10-03,BAL,NYY,164.0,3,9,9,0,612672,467100,1
2015,416043,2015-10-03,PHI,MIA,768.0,7,26,3,23,594742,592593,0
2015,416048,2015-10-02,TB,TOR,423.0,5,12,4,8,541640,279824,0
2015,416047,2015-10-02,ATL,STL,341.0,4,17,10,7,527054,448802,0
2015,416046,2015-10-02,LAD,SD,302.0,4,11,2,9,622072,543391,0
2015,416045,2015-10-02,SEA,OAK,258.0,3,11,11,0,547874,605156,0
2015,416042,2015-10-02,MIN,KC,272.0,4,15,14,1,429722,432934,0
2015,416041,2015-10-02,AZ,HOU,766.0,9,23,6,17,523989,572971,0
2015,416040,2015-10-02,CWS,DET,351.0,4,19,13,6,519242,430580,0
2015,416039,2015-10-02,SF,COL,132.0,3,7,7,0,518790,452718,0
2015,416038,2015-10-02,PIT,CIN,127.0,3,6,6,0,434538,572102,0
2015,416037,2015-10-02,MIL,CHC,267.0,3,15,15,0,516414,453562,0
2015,416036,2015-10-02,CLE,BOS,261.0,3,13,13,0,458708,596064,0
2015,416035,2015-10-02,TEX,LAA,606.0,6,19,1,18,527048,450308,0
2015,416034,2015-10-01,ATL,WSH,287.0,3,13,13,0,543901,544931,0
2015,416033,2015-10-01,BAL,TOR,556.0,5,23,8,15,592869,571800,3
2015,416032,2015-10-01,PHI,NYM,229.0,3,11,11,0,595191,543219,0
2015,416031,2015-10-01,CLE,MIN,288.0,3,17,17,0,545333,608648,0
2015,416030,2015-10-01,SD,MIL,302.0,3,12,6,6,453178,543380,0
2015,416029,2015-10-01,TB,MIA,181.0,3,10,10,0,543606,605228,1
2015,416028,2015-10-01,SF,LAD,298.0,3,12,7,5,218596,474463,0
2015,416027,2015-10-01,CWS,KC,623.0,6,23,2,21,433579,450665,0
2015,416026,2015-10-01,AZ,COL,775.0,6,25,7,18,571578,571735,2
2015,416025,2015-10-01,CIN,CHC,225.0,3,14,14,0,543424,434628,0
2015,416024,2015-10-01,NYY,BOS,566.0,4,22,16,6,282332,448179,0
2015,416023,2015-10-01,TEX,LAA,359.0,3,16,16,0,502706,571760,0
2015,416022,2015-09-30,ATL,WSH,316.0,4,13,4,9,554234,519455,1
2015,416021,2015-09-30,BAL,TOR,337.0,3,12,12,0,456068,573186,0
2015,416020,2015-09-30,PIT,STL,574.0,6,17,8,9,450203,544928,0
2015,416019,2015-09-30,LAA,OAK,248.0,3,11,9,2,572070,217096,0
2015,416018,2015-09-30,PHI,NYM,1668.0,8,49,21,28,594742,548337,0
2015,416017,2015-09-30,CLE,MIN,483.0,4,18,18,0,471911,502043,0
2015,416016,2015-09-30,SD,MIL,884.0,4,21,9,12,488768,605200,0
2015,416015,2015-09-30,TB,MIA,352.0,4,17,11,6,592767,543054,0
2015,416014,2015-09-30,SF,LAD,392.0,3,18,13,5,502190,502211,2
2015,416013,2015-09-30,CWS,KC,193.0,3,9,9,0,500779,450172,0
2015,416012,2015-09-30,SEA,HOU,252.0,3,12,12,0,543964,431148,0
2015,416011,2015-09-30,TEX,DET,604.0,6,22,15,7,451596,571510,2
2015,416010,2015-09-30,AZ,COL,356.0,4,16,13,3,502624,518452,0
2015,416009,2015-09-30,CIN,CHC,209.0,3,12,12,0,543101,452657,1
2015,416008,2015-09-30,NYY,BOS,1027.0,7,36,22,14,547888,489119,0
2015,416006,2015-09-30,BAL,TOR,182.0,3,9,9,0,592332,285079,0
2015,416005,2015-09-30,PIT,STL,226.0,3,12,12,0,543037,608379,0
2015,416002,2015-09-30,CLE,MIN,271.0,3,12,12,0,594736,460059,0
2015,416007,2015-09-29,ATL,WSH,763.0,5,24,3,21,605538,543699,0
2015,416004,2015-09-29,LAA,OAK,250.0,4,12,9,3,607374,605135,2
2015,416003,2015-09-29,PHI,NYM,310.0,4,13,5,8,571527,112526,3
2015,416001,2015-09-29,SD,MIL,721.0,7,22,2,20,475115,605347,0
2015,416000,2015-09-29,TB,MIA,465.0,5,18,5,13,519043,543045,0
2015,415999,2015-09-29,SF,LAD,736.0,6,26,4,22,518516,477132,0
2015,415998,2015-09-29,CWS,KC,494.0,4,19,11,8,502188,456501,0
2015,415997,2015-09-29,SEA,HOU,609.0,5,23,4,19,573064,571666,2
2015,415996,2015-09-29,TEX,DET,311.0,5,14,13,1,430935,596057,5
2015,415995,2015-09-29,AZ,COL,621.0,6,20,5,15,592662,548357,1
2015,415994,2015-09-29,CIN,CHC,990.0,8,27,5,22,595001,429717,0
2015,415993,2015-09-29,NYY,BOS,1304.0,9,32,13,19,501381,519144,4
2015,415992,2015-09-28,BAL,TOR,212.0,3,12,12,0,501957,462136,0
2015,415991,2015-09-28,PIT,STL,216.0,3,11,11,0,457918,458681,0
2015,415990,2015-09-28,LAA,OAK,857.0,7,24,1,23,502327,467094,0
2015,415989,2015-09-28,CLE,MIN,575.0,6,19,12,7,446372,543548,1
2015,415988,2015-09-28,SF,LAD,290.0,3,12,12,0,408241,425844,0
2015,415987,2015-09-28,SEA,HOU,612.0,5,26,26,0,606273,621121,1
2015,415986,2015-09-28,TEX,DET,183.0,3,9,9,0,407890,434378,0
2015,415985,2015-09-28,NYY,BOS,324.0,4,11,3,8,467100,593958,1
2015,414922,2015-09-28,WSH,CIN,521.0,4,23,20,3,453286,605232,0
2015,414387,2015-09-28,CHC,KC,457.0,5,22,9,13,543294,570649,0
2015,415984,2015-09-27,HOU,TEX,694.0,5,27,12,15,572971,527048,0
2015,415983,2015-09-27,TOR,TB,338.0,5,15,1,14,279824,542882,1
2015,415982,2015-09-27,OAK,SF,314.0,5,13,7,6,543594,518790,0
2015,415981,2015-09-27,LAA,SEA,213.0,3,12,12,0,450308,547874,0
2015,415980,2015-09-27,CHC,PIT,295.0,3,14,14,0,453562,150359,1
2015,415979,2015-09-27,WSH,PHI,239.0,3,12,12,0,461829,421685,0
2015,415978,2015-09-27,CIN,NYM,492.0,5,22,9,13,572102,594798,0
2015,415977,2015-09-27,DET,MIN,694.0,5,24,7,17,150116,429722,0
2015,415976,2015-09-27,STL,MIL,206.0,3,10,10,0,407793,572788,0
2015,415975,2015-09-27,COL,LAD,262.0,4,10,3,7,543734,622072,0
2015,415974,2015-09-27,KC,CLE,222.0,3,12,12,0,432934,517593,0
2015,415973,2015-09-27,NYY,CWS,341.0,3,15,12,3,622663,605304,1
2015,415972,2015-09-27,BOS,BAL,337.0,4,17,14,3,596064,434622,1
2015,415971,2015-09-27,MIA,ATL,195.0,3,10,6,4,543408,571946,2
2015,415970,2015-09-27,SD,AZ,706.0,5,17,1,16,448306,643327,0
2015,415969,2015-09-26,HOU,TEX,717.0,7,25,9,16,543521,502706,1
2015,415968,2015-09-26,TOR,TB,240.0,3,11,11,0,456034,502042,5
2015,415967,2015-09-26,OAK,SF,556.0,6,21,6,15,217096,218596,0
2015,415966,2015-09-26,LAA,SEA,361.0,4,17,13,4,571760,433587,1
2015,415965,2015-09-26,CHC,PIT,241.0,4,9,4,5,434628,434538,0
2015,415964,2015-09-26,WSH,PHI,207.0,3,13,13,0,544931,605400,0
2015,415963,2015-09-26,CIN,NYM,946.0,7,37,15,22,543424,518774,0
2015,415962,2015-09-26,DET,MIN,477.0,5,18,5,13,430580,608648,0
2015,415961,2015-09-26,STL,MIL,430.0,4,15,7,8,448802,621281,4
2015,415960,2015-09-26,COL,LAD,456.0,3,15,8,7,452718,474463,4
2015,415959,2015-09-26,KC,CLE,470.0,6,16,6,10,450665,458708,1
2015,415958,2015-09-26,NYY,CWS,577.0,5,19,3,16,476589,433579,0
2015,415957,2015-09-26,BOS,BAL,314.0,4,14,9,5,444520,612672,0
2015,415956,2015-09-26,MIA,ATL,186.0,3,10,10,0,592593,527054,2
2015,415955,2015-09-26,SD,AZ,247.0,4,10,4,6,572362,476451,0
2015,415954,2015-09-25,HOU,TEX,473.0,5,18,12,6,431148,451596,0
2015,415953,2015-09-25,TOR,TB,396.0,6,17,6,11,285079,543606,0
2015,415952,2015-09-25,OAK,SF,404.0,5,13,9,4,543243,502190,0
2015,415951,2015-09-25,LAA,SEA,247.0,4,11,11,0,572070,573064,4
2015,415950,2015-09-25,CHC,PIT,355.0,3,15,15,0,452657,543037,0
2015,415949,2015-09-25,WSH,PHI,185.0,3,10,10,0,519455,595191,1
2015,415948,2015-09-25,CIN,NYM,422.0,5,17,8,9,543101,592789,0
2015,415947,2015-09-25,DET,MIN,263.0,3,11,7,4,571510,460059,0
2015,415946,2015-09-25,STL,MIL,699.0,4,12,2,10,593372,516414,0
2015,415945,2015-09-25,COL,LAD,373.0,5,15,7,8,571735,502211,1
2015,415944,2015-09-25,KC,CLE,442.0,4,21,21,0,450172,471911,0
2015,415943,2015-09-25,NYY,CWS,210.0,3,8,8,0,282332,607074,0
2015,415942,2015-09-25,BOS,BAL,337.0,3,11,4,7,448179,592332,0
2015,415941,2015-09-25,MIA,ATL,1041.0,8,35,5,30,605228,543901,4
2015,415940,2015-09-25,SD,AZ,626.0,7,23,6,17,543391,523989,0
2015,415939,2015-09-24,OAK,TEX,709.0,6,21,3,18,605135,430935,0
2015,415938,2015-09-24,BOS,TB,270.0,3,16,16,0,489119,541640,2
2015,415937,2015-09-24,SD,SF,390.0,4,12,4,8,453178,518516,0
2015,415936,2015-09-24,KC,SEA,492.0,4,14,2,12,456501,572020,1
2015,415935,2015-09-24,COL,PIT,584.0,6,24,10,14,518452,502046,0
2015,415934,2015-09-24,MIA,PHI,265.0,4,10,1,9,543054,594742,0
2015,415933,2015-09-24,CIN,NYM,298.0,3,15,15,0,595001,571927,1
2015,415932,2015-09-24,STL,MIL,795.0,7,28,3,25,608379,543380,0
2015,415931,2015-09-24,MIN,CLE,923.0,7,30,8,22,502043,594736,0
2015,415930,2015-09-24,NYY,CWS,201.0,3,10,10,0,501381,519242,0
2015,415929,2015-09-24,LAD,AZ,169.0,3,8,8,0,477132,571578,0
2015,415892,2015-09-24,WSH,BAL,662.0,5,24,3,21,543699,592869,0
2015,415928,2015-09-23,OAK,TEX,220.0,3,10,10,0,467094,407890,0
2015,415927,2015-09-23,BOS,TB,264.0,4,13,10,3,519144,592767,0
2015,415926,2015-09-23,SD,SF,1008.0,6,33,6,27,488768,408241,0
2015,415925,2015-09-23,KC,SEA,479.0,4,19,4,15,570649,606273,0
2015,415924,2015-09-23,COL,PIT,592.0,6,21,9,12,548357,450203,0
2015,415923,2015-09-23,MIA,PHI,267.0,3,14,14,0,543045,571527,0
2015,415922,2015-09-23,TOR,NYY,273.0,3,14,14,0,573186,467100,0
2015,415921,2015-09-23,CHC,MIL,208.0,3,10,10,0,543294,605200,0
2015,415920,2015-09-23,MIN,CLE,346.0,4,14,5,9,461833,446372,0
2015,415919,2015-09-23,STL,CIN,258.0,3,12,12,0,458681,605232,0
2015,415918,2015-09-23,DET,CWS,494.0,3,18,16,2,434378,593423,2
2015,415917,2015-09-23,WSH,BAL,445.0,5,17,14,3,453286,501957,1
2015,415916,2015-09-23,NYM,ATL,172.0,3,9,9,0,112526,554234,1
2015,415915,2015-09-23,LAD,AZ,195.0,3,9,9,0,516910,502624,1
2015,415914,2015-09-23,HOU,LAA,1022.0,7,31,6,25,571666,607374,0
2015,415913,2015-09-22,OAK,TEX,571.0,5,20,5,15,543594,527048,0
2015,415912,2015-09-22,BOS,TB,155.0,3,7,7,0,596064,519043,2
2015,415911,2015-09-22,SD,SF,307.0,3,16,16,0,475115,518790,0
2015,415910,2015-09-22,KC,SEA,512.0,5,25,25,0,425386,547874,0
2015,415909,2015-09-22,COL,PIT,848.0,6,23,1,22,543734,457918,0
2015,415908,2015-09-22,MIA,PHI,535.0,5,22,9,13,543408,421685,0
2015,415907,2015-09-22,TOR,NYY,839.0,7,26,2,24,462136,622663,0
2015,415906,2015-09-22,CHC,MIL,379.0,4,14,2,12,453562,572788,0
2015,415905,2015-09-22,MIN,CLE,493.0,4,17,6,11,429722,517593,0
2015,415904,2015-09-22,STL,CIN,348.0,4,18,18,0,407793,572102,0
2015,415903,2015-09-22,DET,CWS,361.0,3,19,19,0,596057,500779,0
2015,415902,2015-09-22,WSH,BAL,216.0,4,10,7,3,461829,434622,0
2015,415901,2015-09-22,NYM,ATL,320.0,4,12,2,10,548337,605538,1
2015,415900,2015-09-22,LAD,AZ,222.0,3,10,10,0,622072,592662,0
2015,415899,2015-09-22,HOU,LAA,617.0,6,21,13,8,621121,502327,0
2015,415898,2015-09-21,BOS,TB,842.0,7,17,4,13,593958,502042,0
2015,415897,2015-09-21,COL,PIT,281.0,5,11,11,0,592351,150359,0
2015,415896,2015-09-21,TOR,NYY,463.0,4,16,14,2,456034,476589,3
2015,415895,2015-09-21,CHC,MIL,756.0,6,25,6,19,434628,503449,0
2015,415894,2015-09-21,STL,CIN,810.0,6,28,6,22,448802,543424,0
2015,415893,2015-09-21,DET,CWS,184.0,3,8,8,0,150116,605304,0
2015,415891,2015-09-21,NYM,ATL,143.0,3,9,9,0,477003,571946,0
2015,415890,2015-09-21,LAD,AZ,304.0,4,14,7,7,474463,468504,2
2015,415889,2015-09-21,HOU,LAA,394.0,4,16,13,3,572971,450308,0
2015,414769,2015-09-21,DET,CWS,267.0,3,15,15,0,594986,502188,0
2015,415888,2015-09-20,CHC,STL,686.0,6,25,17,8,452657,593372,0
2015,415887,2015-09-20,TEX,SEA,288.0,3,11,2,9,502706,433587,0
2015,415886,2015-09-20,COL,SD,548.0,5,22,19,3,452718,448306,1
2015,415885,2015-09-20,LAD,PIT,566.0,5,22,14,8,502211,543037,1
2015,415884,2015-09-20,ATL,PHI,203.0,3,12,12,0,527054,605400,1
2015,415883,2015-09-20,HOU,OAK,158.0,3,9,9,0,543521,605156,0
2015,415882,2015-09-20,NYM,NYY,230.0,3,11,11,0,518774,282332,1
2015,415881,2015-09-20,WSH,MIA,562.0,4,15,2,13,544931,592593,3
2015,415880,2015-09-20,DET,KC,740.0,7,26,10,16,430580,450665,0
2015,415879,2015-09-20,MIL,CIN,232.0,4,11,10,1,516414,543101,0
2015,415878,2015-09-20,CLE,CWS,426.0,3,14,7,7,458708,433579,0
2015,415877,2015-09-20,TOR,BOS,478.0,4,21,5,16,279824,448179,0
2015,415876,2015-09-20,TB,BAL,656.0,5,25,9,16,543606,592332,1
2015,415875,2015-09-20,SF,AZ,153.0,3,7,4,3,218596,476451,0
2015,415874,2015-09-20,MIN,LAA,339.0,4,12,3,9,608648,533167,0
2015,415873,2015-09-19,CHC,STL,133.0,3,7,7,0,475243,608379,2
2015,415872,2015-09-19,TEX,SEA,351.0,4,11,3,8,430935,573064,1
2015,415871,2015-09-19,COL,SD,332.0,4,17,15,2,456071,572362,4
2015,415870,2015-09-19,LAD,PIT,549.0,4,20,11,9,477132,434538,1
2015,415869,2015-09-19,ATL,PHI,519.0,4,23,17,6,543901,595191,0
2015,415868,2015-09-19,HOU,OAK,923.0,6,29,1,28,431148,543243,3
2015,415867,2015-09-19,NYM,NYY,521.0,6,21,14,7,592789,501381,0
2015,415866,2015-09-19,WSH,MIA,536.0,6,19,4,15,519455,543272,0
2015,415865,2015-09-19,DET,KC,280.0,3,13,13,0,571510,450172,0
2015,415864,2015-09-19,MIL,CIN,494.0,4,19,14,5,543380,595001,2
2015,415863,2015-09-19,CLE,CWS,364.0,3,15,15,0,471911,607074,0
2015,415862,2015-09-19,TOR,BOS,197.0,4,9,5,4,285079,489119,0
2015,415861,2015-09-19,TB,BAL,342.0,5,12,4,8,541640,612672,1
2015,415860,2015-09-19,SF,AZ,340.0,5,10,2,8,502190,571578,0
2015,415859,2015-09-19,MIN,LAA,360.0,3,9,5,4,460059,572070,0
2015,415844,2015-09-19,MIN,LAA,272.0,3,14,14,0,502043,571760,0
2015,415858,2015-09-18,CHC,STL,193.0,3,11,11,0,429717,458681,3
2015,415857,2015-09-18,TEX,SEA,525.0,5,20,8,12,451596,572020,0
2015,415856,2015-09-18,COL,SD,226.0,3,13,13,0,518452,453178,0
2015,415855,2015-09-18,LAD,PIT,610.0,5,21,10,11,425844,502046,1
2015,415854,2015-09-18,ATL,PHI,613.0,4,21,8,13,554234,605388,0
2015,415853,2015-09-18,HOU,OAK,176.0,3,8,8,0,571666,467094,1
2015,415852,2015-09-18,NYM,NYY,584.0,6,22,6,16,571927,547888,0
2015,415851,2015-09-18,WSH,MIA,326.0,5,12,10,2,453286,605228,0
2015,415850,2015-09-18,DET,KC,454.0,4,17,9,8,434378,456501,1
2015,415849,2015-09-18,MIL,CIN,556.0,6,20,5,15,605200,605232,0
2015,415848,2015-09-18,CLE,CWS,436.0,4,15,4,11,594736,519242,0
2015,415847,2015-09-18,TOR,BOS,271.0,3,14,14,0,573186,519144,0
2015,415846,2015-09-18,TB,BAL,218.0,3,14,14,0,592767,592869,0
2015,415845,2015-09-18,SF,AZ,540.0,5,20,6,14,518516,523989,0
2015,415843,2015-09-17,ATL,TOR,592.0,4,19,5,14,605538,462136,0
2015,415842,2015-09-17,MIL,STL,289.0,5,10,4,6,519076,407793,0
2015,415841,2015-09-17,CWS,OAK,319.0,3,15,15,0,500779,543594,0
2015,415840,2015-09-17,WSH,MIA,666.0,5,20,16,4,543699,543054,0
2015,415839,2015-09-17,CLE,KC,241.0,4,8,3,5,446372,570649,0
2015,415838,2015-09-17,TEX,HOU,463.0,4,20,14,6,407890,621121,0
2015,415837,2015-09-17,PIT,CHC,718.0,5,16,1,15,450203,543294,0
2015,415836,2015-09-17,TB,BAL,215.0,3,12,12,0,519043,501957,0
2015,415835,2015-09-17,MIN,LAA,740.0,5,27,13,14,543548,502327,5
2015,415834,2015-09-16,PHI,WSH,244.0,3,12,12,0,594742,461829,0
2015,415833,2015-09-16,ATL,TOR,750.0,7,26,13,13,571946,456034,1
2015,415832,2015-09-16,MIL,STL,360.0,4,15,4,11,503449,448802,0
2015,415831,2015-09-16,AZ,SD,306.0,3,16,13,3,592662,488768,0
2015,415830,2015-09-16,CWS,OAK,384.0,3,13,3,10,605304,592533,2
2015,415829,2015-09-16,TB,NYY,416.0,4,14,1,13,502042,622663,0
2015,415828,2015-09-16,NYM,MIA,190.0,3,10,10,0,112526,543045,0
2015,415827,2015-09-16,CLE,KC,172.0,3,9,9,0,517593,518633,1
2015,415826,2015-09-16,TEX,HOU,321.0,3,16,16,0,527048,572971,6
2015,415825,2015-09-16,MIN,DET,814.0,6,28,7,21,429722,596057,0
2015,415824,2015-09-16,LAD,COL,188.0,3,10,10,0,622072,407822,0
2015,415823,2015-09-16,SF,CIN,247.0,3,13,13,0,408241,547179,1
2015,415822,2015-09-16,PIT,CHC,509.0,4,18,8,10,150359,453562,0
2015,415821,2015-09-16,BAL,BOS,239.0,3,13,13,0,605541,596064,0
2015,415820,2015-09-16,SEA,LAA,564.0,4,18,8,10,547874,450308,0
2015,415819,2015-09-15,PHI,WSH,427.0,4,17,17,0,571527,544931,0
2015,415818,2015-09-15,ATL,TOR,228.0,3,11,11,0,527054,279824,0
2015,415817,2015-09-15,MIL,STL,300.0,4,13,10,3,516414,593372,0
2015,415816,2015-09-15,AZ,SD,265.0,3,12,12,0,468504,475115,0
2015,415815,2015-09-15,CWS,OAK,1045.0,10,38,2,36,502188,605156,2
2015,415814,2015-09-15,TB,NYY,400.0,4,18,18,0,543606,476589,1
2015,415813,2015-09-15,NYM,MIA,329.0,3,10,5,5,594798,543408,1
2015,415812,2015-09-15,CLE,KC,222.0,3,10,10,0,458708,450665,0
2015,415811,2015-09-15,TEX,HOU,316.0,4,10,5,5,502706,543521,4
2015,415810,2015-09-15,MIN,DET,676.0,6,23,7,16,461833,430580,0
2015,415809,2015-09-15,LAD,COL,326.0,5,10,1,9,474463,543734,1
2015,415808,2015-09-15,SF,CIN,958.0,7,32,4,28,518790,543424,0
2015,415807,2015-09-15,PIT,CHC,296.0,5,11,5,6,457918,452657,0
2015,415806,2015-09-15,BAL,BOS,533.0,4,25,19,6,434622,523260,0
2015,415805,2015-09-15,SEA,LAA,179.0,3,9,9,0,433587,607374,1
2015,415228,2015-09-15,PIT,CHC,535.0,4,20,12,8,543037,434628,3
2015,415804,2015-09-14,PHI,WSH,319.0,5,12,6,6,605400,519455,0
2015,415803,2015-09-14,AZ,SD,1323.0,9,37,10,27,476451,448306,1
2015,415802,2015-09-14,CWS,OAK,164.0,3,9,9,0,433579,543243,0
2015,415801,2015-09-14,TB,NYY,321.0,3,13,13,0,541640,282332,0
2015,415800,2015-09-14,NYM,MIA,289.0,3,12,12,0,548337,592593,0
2015,415799,2015-09-14,CLE,KC,447.0,4,14,10,4,471911,450172,1
2015,415798,2015-09-14,TEX,HOU,449.0,5,16,11,5,430935,431148,0
2015,415797,2015-09-14,MIN,DET,625.0,5,21,5,16,608648,543456,4
2015,415796,2015-09-14,LAD,COL,679.0,5,22,9,13,477132,592351,0
2015,415795,2015-09-14,SF,CIN,401.0,4,18,16,2,218596,572102,2
2015,415794,2015-09-14,BAL,BOS,686.0,5,29,13,16,592332,593958,1
2015,415793,2015-09-14,SEA,LAA,276.0,3,16,16,0,592836,572070,0
2015,415792,2015-09-13,MIA,WSH,506.0,4,17,4,13,543272,453286,0
2015,415791,2015-09-13,NYY,TOR,374.0,4,12,8,4,547888,285079,0
2015,415790,2015-09-13,CIN,STL,364.0,4,15,8,7,628452,608379,0
2015,415789,2015-09-13,SF,SD,499.0,6,18,10,8,502190,628333,0
2015,415788,2015-09-13,TEX,OAK,607.0,4,22,10,12,592346,467094,1
2015,415787,2015-09-13,ATL,NYM,221.0,3,13,13,0,543901,477003,0
2015,415786,2015-09-13,CWS,MIN,887.0,8,29,4,25,519242,502043,0
2015,415785,2015-09-13,PIT,MIL,740.0,6,27,8,19,434538,543380,0
2015,415784,2015-09-13,AZ,LAD,670.0,6,20,1,19,571578,425844,0
2015,415783,2015-09-13,BAL,KC,486.0,4,22,13,9,612672,456501,3
2015,415782,2015-09-13,LAA,HOU,715.0,5,22,10,12,571760,571666,1
2015,415781,2015-09-13,CLE,DET,404.0,5,15,7,8,594736,434378,0
2015,415780,2015-09-13,SEA,COL,516.0,4,19,7,12,572020,452718,0
2015,415779,2015-09-13,PHI,CHC,592.0,6,23,15,8,421685,429717,2
2015,415778,2015-09-13,TB,BOS,387.0,4,19,15,4,592767,448179,0
