game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype
NYA192708070,"""version 7RS(19) of 07/07/92""",CHA,NYA,1927/08/07,NYC16,0,0:00PM,day,false,"""312""","""Comly""","""Comly""",2012/01/31 5:20PM,rowlp801,vangr901,(none),connt901,park,none,0,unknown,-1,unknown,unknown,unknown,146,35000,shocu101,blant101,moorw101,,
NYA192708310,"""version 7RS(19) of 07/07/92""",BOS,NYA,1927/08/31,NYC16,0,0:00PM,day,false,"""65,312""","""Tim Cashion/Smith""","""Tim Cashion/Smith""",1995/09/15 8:27AM,dinnb101,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,123,4000,pipgg101,ruffr101,,,
NYA192709080,"""version 7RS(19) of 07/07/92""",SLA,NYA,1927/09/08,NYC16,0,0:00PM,day,false,"""65,102""","""Tim Cashion""","""Tim Cashion""",1995/09/16 10:07PM,vangr901,owenb901,(none),connt901,park,none,0,unknown,-1,unknown,unknown,unknown,115,20000,hoytw101,jones104,,,
NYA192709090,"""version 7RS(19) of 07/07/92""",SLA,NYA,1927/09/09,NYC16,0,0:00PM,day,false,"""65,102""","""Tim Cashion""","""Tim Cashion""",1995/09/17 10:51AM,owenb901,vangr901,(none),connt901,park,none,0,unknown,-1,unknown,unknown,unknown,122,10000,shocu101,vange101,,,
NYA192709100,"""version 7RS(19) of 07/07/92""",SLA,NYA,1927/09/10,NYC16,0,0:00PM,day,false,"""65,102""","""Tim Cashion""","""Tim Cashion""",1995/09/17 2:19PM,vangr901,owenb901,(none),connt901,park,none,0,unknown,-1,unknown,unknown,unknown,115,20000,moorw101,stewl101,,,
NYA192709110,"""version 7RS(19) of 07/07/92""",SLA,NYA,1927/09/11,NYC16,0,0:00PM,day,false,"""312""","""Comly""","""Comly""",2012/01/31 9:46AM,owenb901,vangr901,(none),connt901,park,none,0,unknown,-1,unknown,unknown,unknown,135,35000,gastm101,pennh101,,,
NYA192709131,"""version 7RS(19) of 07/07/92""",CLE,NYA,1927/09/13,NYC16,1,0:00PM,day,false,"""65,39""","""Tim Cashion""","""Tim Cashion""",1995/09/21 10:40AM,vangr901,owenb901,(none),connt901,park,none,0,unknown,-1,unknown,unknown,unknown,112,0,pipgg101,hudlw101,,,
NYA192709132,"""version 7RS(19) of 07/07/92""",CLE,NYA,1927/09/13,NYC16,2,0:00PM,day,false,"""65,39""","""Tim Cashion""","""Tim Cashion""",1995/09/20 10:30PM,owenb901,vangr901,(none),connt901,park,none,0,unknown,-1,unknown,unknown,unknown,95,25000,hoytw101,shauj101,,,
NYA192709140,"""version 7RS(19) of 07/07/92""",CLE,NYA,1927/09/14,NYC16,0,0:00PM,day,false,"""65,39""","""Tim Cashion""","""Tim Cashion""",1995/09/21 7:44PM,vangr901,owenb901,(none),connt901,park,none,0,unknown,-1,unknown,unknown,unknown,92,0,ruetd101,millj109,,,
NYA192709150,"""version 7RS(19) of 07/07/92""",CLE,NYA,1927/09/15,NYC16,0,0:00PM,day,false,"""65,39""","""Tim Cashion""","""Tim Cashion""",1995/12/24 2:23AM,owenb901,vangr901,(none),connt901,park,none,0,unknown,-1,unknown,unknown,unknown,115,6000,uhleg101,thomm101,,,
NYA192709160,"""version 7RS(19) of 07/07/92""",CHA,NYA,1927/09/16,NYC16,0,0:00PM,day,false,"""65,109""","""Tim Cashion""","""Tim Cashion""",1996/02/16 3:37PM,nalld901,dinnb101,(none),ormsr901,park,none,0,unknown,-1,unknown,unknown,unknown,113,7000,moorw101,blant101,,,
NYA192709171,"""version 7RS(19) of 07/07/92""",CHA,NYA,1927/09/17,NYC16,1,0:00PM,day,false,"""312""","""Comly""","""Comly""",2012/01/31 2:34PM,dinnb101,ormsr901,(none),nalld901,park,none,0,unknown,-1,unknown,unknown,unknown,120,0,shocu101,faber101,,,
NYA192709172,"""version 7RS(19) of 07/07/92""",CHA,NYA,1927/09/17,NYC16,2,0:00PM,day,false,"""109,65""","""Tim Cashion""","""Tim Cashion""",1995/08/11 7:33PM,ormsr901,nalld901,(none),dinnb101,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,35000,pennh101,conns101,,,
NYA192709181,"""version 7RS(19) of 07/07/92""",CHA,NYA,1927/09/18,NYC16,1,0:00PM,day,false,"""312""","""Comly""","""Comly""",2012/01/31 3:54PM,nalld901,ormsr901,(none),dinnb101,park,none,0,unknown,-1,unknown,unknown,unknown,85,0,pipgg101,thomt103,,,
NYA192709182,"""version 7RS(19) of 07/07/92""",CHA,NYA,1927/09/18,NYC16,2,0:00PM,day,false,"""312""","""Comly""","""Comly""",2012/01/31 4:32PM,ormsr901,dinnb101,(none),nalld901,park,none,0,unknown,-1,unknown,unknown,unknown,100,51000,hoytw101,lyont102,,,
NYA192709210,"""version 7RS(19) of 07/07/92""",DET,NYA,1927/09/21,NYC16,0,0:00PM,day,false,"""65""","""Tim Cashion""","""Tim Cashion""",1996/02/20 3:04PM,nalld901,ormsr901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,6000,gibss101,ruetd101,,,
NYA192709220,"""version 7RS(19) of 07/07/92""",DET,NYA,1927/09/22,NYC16,0,0:00PM,day,false,"""65""","""Tim Cashion""","""Tim Cashion""",1997/01/03 11:06PM,ormsr901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,125,5000,pennh101,hollk101,,,
NYA192709240,"""version 7RS(19) of 07/07/92""",DET,NYA,1927/09/24,NYC16,0,0:00PM,day,false,"""65""","""Tim Cashion""","""Tim Cashion""",1996/12/11 10:56PM,nalld901,ormsr901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,124,15000,pipgg101,stonl101,,,
NYA192709250,"""version 7RS(19) of 07/07/92""",DET,NYA,1927/09/25,NYC16,0,0:00PM,day,false,"""56,312""","""Wayne Townsend/Smith""","""Wayne Townsend/Smith""",2005/06/04 10:41AM,ormsr901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,sunny,140,25000,white102,hoytw101,,,
NYA192709270,"""version 7RS(19) of 07/07/92""",PHA,NYA,1927/09/27,NYC16,0,0:00PM,day,false,"""65""","""Tim Cashion""","""Tim Cashion""",1997/01/18 2:06AM,vangr901,nalld901,(none),ormsr901,park,none,0,unknown,-1,unknown,unknown,unknown,132,15000,pennh101,grovl101,moorw101,,
NYA192709290,"""version 7RS(19) of 07/07/92""",WS1,NYA,1927/09/29,NYC16,0,0:00PM,day,false,"""65""","""Tim Cashion""","""Tim Cashion""",1997/01/19 11:55PM,dinnb101,connt901,(none),owenb901,park,none,0,unknown,-1,unknown,unknown,unknown,118,7500,shocu101,liseh101,shawb102,,
NYA192709300,"""version 7RS(19) of 07/07/92""",WS1,NYA,1927/09/30,NYC16,0,0:00PM,day,false,"""65""","""Tim Cashion""","""Tim Cashion""",1997/04/01 10:15AM,dinnb101,connt901,(none),owenb901,park,none,0,unknown,-1,unknown,unknown,unknown,98,8000,pennh101,zacht101,,,
NYA192710010,"""version 7RS(19) of 07/07/92""",WS1,NYA,1927/10/01,NYC16,0,0:00PM,day,false,"""65""","""Tim Cashion""","""Tim Cashion""",1996/02/25 9:56PM,dinnb101,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,95,20000,moorw101,burkb102,hoytw101,,
SLA192704150,"""version 7RS(19) of 07/07/92""",DET,SLA,1927/04/15,STL07,0,0:00PM,day,false,"""56,102,208""","""Rob Wood""","""Rob Wood""",2020/06/21 10:40PM,dinnb101,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,69,7500,,,,,
SLA192704160,"""version 7RS(19) of 07/07/92""",CHA,SLA,1927/04/16,STL07,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2003/06/19 11:44PM,nalld901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,111,10000,jones104,conns101,,,
SLA192704180,"""version 7RS(19) of 07/07/92""",CHA,SLA,1927/04/18,STL07,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2003/06/21 4:16PM,nalld901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,107,0,gastm101,blant101,,,
SLA192704190,"""version 7RS(19) of 07/07/92""",CHA,SLA,1927/04/19,STL07,0,0:00PM,day,false,"""109""","""Wayne Townsend""","""Wayne Townsend""",2003/06/23 3:28PM,dinnb101,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,0,ballw101,barnc101,,,
SLA192705020,"""version 7RS(19) of 07/07/92""",CLE,SLA,1927/05/02,STL07,0,0:00PM,day,false,"""39,102""","""Greg Beston""","""Greg Beston""",2001/5/13 6:20PM,geish901,connt901,(none),rowlp801,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,5000,falkc102,smits102,,,
SLA192705030,"""version 7RS(19) of 07/07/92""",CLE,SLA,1927/05/03,STL07,0,0:00PM,day,false,"""39,102""","""Greg Beston""","""Greg Beston""",2001/05/13 1:06PM,connt901,rowlp801,(none),geish901,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,2000,buckg101,ballw101,,,
SLA192705040,"""version 7RS(19) of 07/07/92""",CLE,SLA,1927/05/04,STL07,0,0:00PM,day,false,"""39,102""","""Greg Beston""","""Greg Beston""",2001/05/13 2:47PM,rowlp801,geish901,(none),connt901,unknown,none,0,unknown,-1,unknown,unknown,unknown,111,2000,gastm101,levsd101,,,
SLA192705070,"""version 7RS(19) of 07/07/92""",WS1,SLA,1927/05/07,STL07,0,0:00PM,day,false,"""102""","""Wayne Townsend""","""Wayne Townsend""",2003/08/14 7:39PM,geish901,connt901,(none),rowlp801,park,none,0,unknown,-1,unknown,unknown,overcast,135,5000,marbf101,jones104,braxg101,,
SLA192705100,"""version 7RS(19) of 07/07/92""",NYA,SLA,1927/05/10,STL07,0,0:00PM,day,false,"""102,128,65,97""","""Tim Cashion""","""Tim Cashion""",1997/02/02 11:17PM,connt901,rowlp801,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,128,7500,moorw101,gastm101,pennh101,,
SLA192705110,"""version 7RS(19) of 07/07/92""",NYA,SLA,1927/05/11,STL07,0,0:00PM,day,false,"""102""","""Tim Cashion""","""Tim Cashion""",1997/03/13 9:45PM,rowlp801,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,109,1500,shocu101,nevee101,,,
