game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,translator,oscorer,gametype
KC1195808300,"""version 7RS(19) of 07/07/92""",CLE,KC1,KAN05,1958/08/30,0,0:00PM,night,false,honoj901,soarh901,umonf901,summb901,"""CLE""","""Chris Chestnut""",1999/09/17 4:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,237,12784,martm101,herbr101,,,"""Chris Chestnut""",,
KC1195808310,"""version 7RS(19) of 07/07/92""",CLE,KC1,KAN05,1958/08/31,0,0:00PM,day,false,soarh901,umonf901,summb901,honoj901,"""CLE""","""Chris Chestnut""",1999/09/17 4:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,169,14202,martm101,terrr101,,,"""Chris Chestnut""",,
KC1195809011,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1958/09/01,1,0:00AM,day,false,umonf901,summb901,honoj901,soarh901,"""Middlesworth""","""R. Elliott""",1999/02/18 7:33AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,11779,cicoa101,davib102,hoefb101,,,,
KC1195809012,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1958/09/01,2,0:00PM,day,false,summb901,umonf901,honoj901,soarh901,"""MIddlesworth""","""R. Elliott""",1999/02/19 7:22AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,8264,foytp101,urbaj101,,,,,
KC1195809020,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1958/09/02,0,0:00PM,day,false,honoj901,soarh901,umonf901,summb901,"""Middlesworth""","""R. Elliott""",1999/02/19 7:35AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,111,2655,mofoh101,grimb102,,,,,
KC1195809090,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1958/09/09,0,0:00PM,night,false,berrc103,flahr901,mckib901,chyln901,"""Orioles""","""D Lamoureaux""",1997/07/12 12:31AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,7545,terrr101,porta101,gormt102,,"""D Lamoureaux""",,
KC1195809100,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1958/09/10,0,0:00PM,night,false,flahr901,mckib901,chyln901,berrc103,"""Orioles""","""D Lamoureaux""",1997/07/12 12:36AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,6039,grimb102,harsj101,,,"""D Lamoureaux""",,
KC1195809110,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1958/09/11,0,0:00PM,day,false,mckib901,chyln901,berrc103,flahr901,"""Orioles""","""D Lamoureaux""",1997/07/12 12:47AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,4527,garvn102,odelb101,,,"""D Lamoureaux""",,
KC1195809120,"""version 7RS(19) of 07/07/92""",WS1,KC1,KAN05,1958/09/12,0,0:00PM,night,false,chyln901,berrc103,flahr901,mckib901,"""Senators""","""Greg Beston""",1998/07/26 1:15AM,unknown,none,0,unknown,-1,unknown,unknown,night,142,9548,herbr101,ramop101,tomad101,,"""Greg Beston""",,
KC1195809130,"""version 7RS(19) of 07/07/92""",WS1,KC1,KAN05,1958/09/13,0,0:00PM,day,false,berrc103,flahr901,mckib901,chyln901,"""Senators""","""Greg Beston""",1998/07/26 12:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,7814,valev101,urbaj101,ramop101,,"""Greg Beston""",,
