game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,translator,oscorer,gametype
CHA195804150,"""version 7RS(19) of 07/07/92""",DET,CHA,CHI10,1958/04/15,0,0:00PM,day,false,romme101,stevj901,nappl901,ricej901,"""Middlesworth""","""Elliott""",1998/01/02 2:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,159,28319,bunnj101,pierb101,,,,,
CHA195804160,"""version 7RS(19) of 07/07/92""",DET,CHA,CHI10,1958/04/16,0,0:00PM,day,false,stevj901,nappl901,ricej901,papaj901,"""Middlesworth ""","""Elliott""",1998/01/06 7:41AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,177,5524,speng102,donod101,presj101,,,,
CHA195804170,"""version 7RS(19) of 07/07/92""",DET,CHA,CHI10,1958/04/17,0,0:00PM,day,false,nappl901,ricej901,romme101,stevj901,"""Middlesworth""","""Elliott""",1998/01/07 7:29AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,149,4426,wynne101,laryf101,stalg103,,,,
CHA195804250,"""version 7RS(19) of 07/07/92""",KC1,CHA,CHI10,1958/04/25,0,0:00PM,day,false,flahr901,chyln901,berrc103,mckib901,"""CHA""","""Chris Chestnut""",1999/06/22 8:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,216,1742,fiscb101,cradw101,,,"""Chris Chestnut""",,
CHA195804260,"""version 7RS(19) of 07/07/92""",KC1,CHA,CHI10,1958/04/26,0,0:00PM,day,false,chyln901,berrc103,mckib901,flahr901,"""CHA""","""Chris Chestnut""",1999/06/26 9:13AM,park,none,0,unknown,-1,unknown,unknown,unknown,158,3906,terrr101,donod101,,,"""Chris Chestnut""",,
CHA195805090,"""version 7RS(19) of 07/07/92""",CLE,CHA,CHI10,1958/05/09,0,0:00PM,day,false,honoj901,soarh901,umonf901,summb901,"""9 & 3""","""Greg Beston""",2004/01/24 1:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,154,2055,wynne101,granj101,,,"""Greg Beston""",,
CHA195805100,"""version 7RS(19) of 07/07/92""",CLE,CHA,CHI10,1958/05/10,0,0:00PM,day,false,soarh901,umonf901,summb901,honoj901,"""3""","""Greg Beston""",2004/01/24 2:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,158,7749,donod101,mossd101,,,"""Greg Beston""",,
CHA195805111,"""version 7RS(19) of 07/07/92""",CLE,CHA,CHI10,1958/05/11,1,0:00PM,day,false,umonf901,summb901,honoj901,soarh901,"""9 & 3""","""Greg Beston""",2004/01/25 10:11AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,178,0,narlr101,pierb101,mclic101,,"""Greg Beston""",,
CHA195805112,"""version 7RS(19) of 07/07/92""",CLE,CHA,CHI10,1958/05/11,2,0:00PM,day,false,summb901,honoj901,soarh901,umonf901,"""9 & 3""","""Greg Beston""",2004/01/25 10:38AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,18570,wilsj104,kellb103,stalg103,,"""Greg Beston""",,
CHA195805200,"""version 7RS(19) of 07/07/92""",NYA,CHA,CHI10,1958/05/20,0,0:00PM,night,false,berrc103,mckib901,flahr901,chyln901,"""NYA/CHA""","""Chris Chestnut""",1999/07/05 7:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,147,36167,kuckj101,donod101,,,"""Chris Chestnut""",,
CHA195805210,"""version 7RS(19) of 07/07/92""",NYA,CHA,CHI10,1958/05/21,0,0:00PM,day,false,mckib901,flahr901,chyln901,berrc103,"""NYA CHA""","""Marc Stephenson""",1999/06/07 9:36PM,park,none,65,unknown,-1,unknown,unknown,sunny,129,9002,fordw101,pierb101,,,"""Marc Stephenson""",,
CHA195805220,"""version 7RS(19) of 07/07/92""",BAL,CHA,CHI10,1958/05/22,0,0:00PM,day,false,romme101,stevj901,nappl901,ricej901,"""BAL CHA""","""Tim Cashion""",1997/04/27 3:02AM,park,none,0,unknown,-1,unknown,unknown,unknown,145,632,wilsj104,porta101,,,"""Tim Cashion""",,
CHA195805230,"""version 7RS(19) of 07/07/92""",BAL,CHA,CHI10,1958/05/23,0,0:00PM,night,false,stevj901,nappl901,ricej901,romme101,"""BAL CHA""","""Tim Cashion""",1997/04/27 1:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,10192,wynne101,harsj101,,,"""Tim Cashion""",,
CHA195805240,"""version 7RS(19) of 07/07/92""",BAL,CHA,CHI10,1958/05/24,0,0:00PM,day,false,nappl901,ricej901,romme101,stevj901,"""BAL CHA""","""Tim Cashion""",1997/04/27 2:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,136,4653,fiscb101,odelb101,,,"""Tim Cashion""",,
CHA195805251,"""version 7RS(19) of 07/07/92""",BOS,CHA,CHI10,1958/05/25,1,1:30PM,day,false,ricej901,romme101,stevj901,nappl901,"""White Sox""","""Greg Beston""",1998/09/18 9:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,0,baumf102,donod101,,,"""Greg Beston""",,
CHA195805252,"""version 7RS(19) of 07/07/92""",BOS,CHA,CHI10,1958/05/25,2,0:00PM,day,false,romme101,stevj901,nappl901,ricej901,"""White Sox""","""Greg Beston""",1998/09/18 10:18PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,158,19121,pierb101,fornm101,,,"""Greg Beston""",,
CHA195805270,"""version 7RS(19) of 07/07/92""",WS1,CHA,CHI10,1958/05/27,0,0:00PM,night,false,chyln901,berrc103,mckib901,flahr901,"""Senators""","""CharlesVoas""",1994/09/12 5:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,175,8742,wynne101,grigh101,stalg103,,"""CharlesVoas""",,
CHA195805280,"""version 7RS(19) of 07/07/92""",WS1,CHA,CHI10,1958/05/28,0,0:00PM,day,false,berrc103,mckib901,flahr901,chyln901,"""Senators""","""Charles Voas""",1994/09/12 9:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,1741,wilsj104,stobc101,,,"""Charles Voas""",,
CHA195806170,"""version 7RS(19) of 07/07/92""",BOS,CHA,CHI10,1958/06/17,0,0:00PM,night,false,runge901,mckib901,tabaf901,papaj901,"""White Sox""","""Greg Beston""",1998/10/23 3:15PM,unknown,none,0,unknown,-1,unknown,unknown,night,131,16748,pierb101,sisld102,,,"""Greg Beston""",,
CHA195806180,"""version 7RS(19) of 07/07/92""",BOS,CHA,CHI10,1958/06/18,0,0:00PM,day,false,mckib901,tabaf901,papaj901,runge901,"""White Sox""","""Greg Beston""",1998/10/23 4:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,174,4041,deloi101,stalg103,kiell101,,"""Greg Beston""",,
CHA195806190,"""version 7RS(19) of 07/07/92""",BOS,CHA,CHI10,1958/06/19,0,0:00PM,day,false,tabaf901,papaj901,runge901,mckib901,"""White Sox""","""Greg Beston""",1998/10/23 5:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,3553,wynne101,sullf101,,,"""Greg Beston""",,
CHA195806200,"""version 7RS(19) of 07/07/92""",BAL,CHA,CHI10,1958/06/20,0,0:00PM,night,false,papaj901,runge901,tabaf901,stewb902,"""BAL CHA""","""Tim Cashion""",1997/08/02 11:29AM,park,none,0,unknown,-1,unknown,unknown,unknown,146,15116,shawb103,harsj101,,,"""Tim Cashion""",,
CHA195806210,"""version 7RS(19) of 07/07/92""",BAL,CHA,CHI10,1958/06/21,0,0:00PM,day,false,runge901,tabaf901,stewb902,papaj901,"""BAL CHA""","""Tim Cashion""",1997/08/06 11:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,103,6585,pierb101,loesb101,,,"""Tim Cashion""",,
CHA195806220,"""version 7RS(19) of 07/07/92""",BAL,CHA,CHI10,1958/06/22,0,0:00PM,day,false,tabaf901,stewb902,papaj901,runge901,"""BAL CHA""","""Tim Cashion""",1997/08/09 11:20PM,park,none,0,unknown,-1,unknown,unknown,unknown,126,12114,odelb101,wilsj104,,,"""Tim Cashion""",,
CHA195806230,"""version 7RS(19) of 07/07/92""",NYA,CHA,CHI10,1958/06/23,0,0:00PM,night,false,berrc103,flahr901,mckib901,chyln901,"""NYA CHA""","""Marc Stephenson""",1999/06/18 8:20PM,park,none,70,unknown,-1,unknown,unknown,night,122,30388,moorr101,fordw101,,,"""Marc Stephenson""",,
CHA195806240,"""version 7RS(19) of 07/07/92""",NYA,CHA,CHI10,1958/06/24,0,0:00PM,night,false,flahr901,mckib901,chyln901,berrc103,"""NYA CHA""","""Marc Stephenson""",1999/06/18 11:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,184,27845,turlb101,wynne101,durer101,,"""Marc Stephenson""",,
CHA195806260,"""version 7RS(19) of 07/07/92""",NYA,CHA,CHI10,1958/06/26,0,0:00PM,day,false,mckib901,chyln901,berrc103,flahr901,"""NYA CHA""","""Marc Stephenson""",1999/06/19 10:00PM,park,none,0,unknown,-1,unknown,unknown,sunny,154,18214,kuckj101,donod101,ditma101,,"""Marc Stephenson""",,
CHA195806270,"""version 7RS(19) of 07/07/92""",WS1,CHA,CHI10,1958/06/27,0,0:00PM,night,false,chyln901,berrc103,flahr901,mckib901,"""Sens/White Sox""","""Dobrow""",2001/02/09 9:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,106,11300,pierb101,kemmr101,,,"""Dobrow""",,
CHA195806280,"""version 7RS(19) of 07/07/92""",WS1,CHA,CHI10,1958/06/28,0,0:00PM,day,false,berrc103,flahr901,mckib901,chyln901,"""Sens/White Sox""","""Dobrow""",2001/02/10 11:06AM,park,none,0,unknown,-1,unknown,unknown,unknown,140,5757,shawb103,clevt101,stalg103,,"""Dobrow""",,
CHA195806291,"""version 7RS(19) of 07/07/92""",WS1,CHA,CHI10,1958/06/29,1,0:00PM,day,false,flahr901,mckib901,chyln901,berrc103,"""Sens/W.Sox""","""Dobrow""",2001/02/10 11:47AM,park,none,0,unknown,-1,unknown,unknown,unknown,149,0,ramop101,moorr101,,,"""Dobrow""",,
CHA195806292,"""version 7RS(19) of 07/07/92""",WS1,CHA,CHI10,1958/06/29,2,0:00PM,day,false,mckib901,chyln901,berrc103,flahr901,"""Was/ChiSox""","""Dobrow""",2001/02/10 4:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,230,13441,moorr101,clevt101,,,"""Dobrow""",,
CHA195806300,"""version 7RS(19) of 07/07/92""",CLE,CHA,CHI10,1958/06/30,0,0:00PM,night,false,soarh901,umonf901,summb901,honoj901,"""Chisox/Indians""","""Dobrow""",2001/02/10 4:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,149,13204,mclic101,donod101,wilhh101,,"""Dobrow""",,
CHA195807010,"""version 7RS(19) of 07/07/92""",CLE,CHA,CHI10,1958/07/01,0,0:00PM,night,false,summb901,honoj901,soarh901,umonf901,"""CLE/CHA""","""Chris Chestnut""",1999/08/05 9:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,222,16639,wynne101,granj101,,,"""Chris Chestnut""",,
CHA195807030,"""version 7RS(19) of 07/07/92""",KC1,CHA,CHI10,1958/07/03,0,0:00PM,day,false,honoj901,soarh901,umonf901,summb901,"""CHA""","""Chris Chestnut""",1999/08/10 9:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,152,2601,wilsj104,herbr101,lownt101,,"""Chris Chestnut""",,
CHA195807041,"""version 7RS(19) of 07/07/92""",KC1,CHA,CHI10,1958/07/04,1,0:00PM,day,false,soarh901,umonf901,summb901,honoj901,"""CHA""","""Chris Chestnut""",1999/08/12 9:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,180,0,gormt102,lownt101,tomad101,,"""Chris Chestnut""",,
CHA195807042,"""version 7RS(19) of 07/07/92""",KC1,CHA,CHI10,1958/07/04,2,0:00PM,day,false,umonf901,summb901,honoj901,soarh901,"""CHA""","""Chris Chestnut""",1999/08/13 2:59PM,park,none,0,unknown,-1,unknown,unknown,unknown,168,18047,daleb102,moorr101,tomad101,,"""Chris Chestnut""",,
CHA195807050,"""version 7RS(19) of 07/07/92""",DET,CHA,CHI10,1958/07/05,0,0:00PM,night,false,summb901,honoj901,soarh901,umonf901,"""Middlesworth""","""R. Elliott""",1998/08/19 7:05AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,23025,pierb101,laryf101,,,,,
CHA195807060,"""version 7RS(19) of 07/07/92""",DET,CHA,CHI10,1958/07/06,0,0:00PM,day,false,honoj901,soarh901,umonf901,summb901,"""Middlesworth""","""R. Elliott""",1998/08/19 7:19AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,149,12144,bunnj101,donod101,,,,,
CHA195807220,"""version 7RS(19) of 07/07/92""",BAL,CHA,CHI10,1958/07/22,0,0:00PM,night,false,honoj901,soarh901,umonf901,summb901,"""BAL/CHA""","""D Lamoureaux""",1997/06/24 6:52AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,159,14563,pierb101,harsj101,lownt101,,"""D Lamoureaux""",,
CHA195807230,"""version 7RS(19) of 07/07/92""",BAL,CHA,CHI10,1958/07/23,0,0:00PM,day,false,soarh901,umonf901,summb901,honoj901,"""BAL/CHA""","""D Lamoureaux""",1997/06/24 3:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,179,5501,zuveg101,wynne101,porta101,,"""D Lamoureaux""",,
CHA195807240,"""version 7RS(19) of 07/07/92""",BAL,CHA,CHI10,1958/07/24,0,0:00PM,day,false,umonf901,summb901,honoj901,soarh901,"""BAL/CHA""","""D Lamoureaux""",1997/06/24 3:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,4525,pappm101,wilsj104,,,"""D Lamoureaux""",,
CHA195807250,"""version 7RS(19) of 07/07/92""",BOS,CHA,CHI10,1958/07/25,0,0:00PM,night,false,summb901,honoj901,soarh901,umonf901,"""White Sox""","""Greg Beston""",1998/06/20 7:53PM,unknown,none,0,unknown,-1,unknown,unknown,night,140,21060,donod101,sullf101,,,"""Greg Beston""",,
CHA195807260,"""version 7RS(19) of 07/07/92""",BOS,CHA,CHI10,1958/07/26,0,0:00PM,day,false,honoj901,soarh901,umonf901,summb901,"""White Sox""","""Greg Beston""",1998/06/20 9:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,186,7558,moorr101,deloi101,wynne101,,"""Greg Beston""",,
CHA195807270,"""version 7RS(19) of 07/07/92""",BOS,CHA,CHI10,1958/07/27,0,0:00PM,day,false,soarh901,umonf901,summb901,honoj901,"""White Sox""","""Greg Beston""",1998/06/21 10:51AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,11176,byerb103,pierb101,,,"""Greg Beston""",,
CHA195807280,"""version 7RS(19) of 07/07/92""",WS1,CHA,CHI10,1958/07/28,0,0:00PM,night,false,romme101,stevj901,nappl901,ricej901,"""Unknown""","""Schlewitz""",1999/08/26 12:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,203,9981,lownt101,hyded101,moorr101,,"""Schlewitz""",,
CHA195807290,"""version 7RS(19) of 07/07/92""",WS1,CHA,CHI10,1958/07/29,0,0:00PM,night,false,stevj901,nappl901,ricej901,romme101,"""Unknown""","""Schlewitz""",1999/08/26 10:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,7885,shawb103,kemmr101,,,"""Schlewitz""",,
CHA195807300,"""version 7RS(19) of 07/07/92""",WS1,CHA,CHI10,1958/07/30,0,0:00PM,day,false,nappl901,ricej901,romme101,stevj901,"""Senators/Chi.""","""Greg Beston""",1998/07/21 9:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,175,2554,stalg103,romoj101,lownt101,,"""Greg Beston""",,
CHA195808010,"""version 7RS(19) of 07/07/92""",NYA,CHA,CHI10,1958/08/01,0,0:00PM,night,false,romme101,stevj901,soarh901,nappl901,"""NYA CHA Koppett""","""Marc Stephenson""",1999/07/08 10:10PM,park,none,0,unknown,-1,unknown,unknown,cloudy,157,38832,turlb101,pierb101,,,"""Marc Stephenson""",,
CHA195808020,"""version 7RS(19) of 07/07/92""",NYA,CHA,CHI10,1958/08/02,0,0:00PM,day,false,stevj901,soarh901,nappl901,romme101,"""NYA CHA Koppett""","""Marc Stephenson""",1999/07/09 10:20PM,park,none,0,unknown,-1,unknown,unknown,sunny,160,18661,ditma101,wynne101,,,"""Marc Stephenson""",,
CHA195808031,"""version 7RS(19) of 07/07/92""",NYA,CHA,CHI10,1958/08/03,1,0:00PM,day,false,soarh901,nappl901,romme101,stevj901,"""NYA CHA Koppett""","""Marc Stephenson""",1999/07/09 10:43PM,park,none,90,unknown,-1,unknown,unknown,sunny,149,0,donod101,fordw101,,,"""Marc Stephenson""",,
CHA195808032,"""version 7RS(19) of 07/07/92""",NYA,CHA,CHI10,1958/08/03,2,0:00PM,day,false,nappl901,romme101,stevj901,soarh901,"""NYA CHA Koppett""","""Marc Stephenson""",1999/07/09 11:23PM,park,none,86,unknown,-1,unknown,unknown,sunny,145,35695,moorr101,kuckj101,,,"""Marc Stephenson""",,
CHA195808131,"""version 7RS(19) of 07/07/92""",KC1,CHA,CHI10,1958/08/13,1,0:00PM,day,false,romme101,ricej901,stevj901,nappl901,"""White Sox""","""Greg Beston""",1998/08/01 1:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,209,0,garvn102,donod101,,,"""Greg Beston""",,
CHA195808132,"""version 7RS(19) of 07/07/92""",KC1,CHA,CHI10,1958/08/13,2,0:00PM,night,false,ricej901,stevj901,nappl901,romme101,"""White Sox""","""Greg Beston""",1998/08/01 2:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,18135,shawb103,grimb102,,,"""Greg Beston""",,
CHA195808140,"""version 7RS(19) of 07/07/92""",KC1,CHA,CHI10,1958/08/14,0,0:00PM,day,false,nappl901,romme101,(none),ricej901,"""White Sox""","""Greg Beston""",1998/08/01 4:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,153,4877,moorr101,daleb102,,,"""Greg Beston""",,
CHA195808150,"""version 7RS(19) of 07/07/92""",CLE,CHA,CHI10,1958/08/15,0,0:00PM,day,false,papaj901,stewb902,runge901,tabaf901,"""White Sox/Cle.""","""Greg Beston""",1998/08/01 4:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,154,5440,latmb101,woodh101,lownt101,,"""Greg Beston""",,
CHA195808160,"""version 7RS(19) of 07/07/92""",CLE,CHA,CHI10,1958/08/16,0,0:00PM,night,false,stewb902,tabaf901,(none),papaj901,"""White Sox/Cle.""","""Greg Beston""",1998/08/02 1:09PM,unknown,none,0,unknown,-1,unknown,unknown,night,260,21169,wilsj104,bellg102,,,"""Greg Beston""",,
CHA195808170,"""version 7RS(19) of 07/07/92""",CLE,CHA,CHI10,1958/08/17,0,0:00PM,day,false,tabaf901,papaj901,(none),stewb902,"""White Sox/Cle.""","""Greg Beston""",1998/08/02 1:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,12632,pierb101,granj101,,,"""Greg Beston""",,
CHA195808290,"""version 7RS(19) of 07/07/92""",DET,CHA,CHI10,1958/08/29,0,0:00PM,night,false,mckib901,chyln901,berrc103,flahr901,"""Middlesworth""","""R. Elliott""",1999/02/15 7:18AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,17993,donod101,mofoh101,,,,,
CHA195808300,"""version 7RS(19) of 07/07/92""",DET,CHA,CHI10,1958/08/30,0,0:00PM,day,false,chyln901,berrc103,flahr901,mckib901,"""Middlesworth""","""R. Elliott""",1999/02/16 7:58AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,153,8040,laryf101,moorr101,,,,,
CHA195808310,"""version 7RS(19) of 07/07/92""",DET,CHA,CHI10,1958/08/31,0,0:00PM,day,false,berrc103,flahr901,mckib901,chyln901,"""Middlesworth""","""R. Elliott""",1999/02/17 7:26AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,11362,wynne101,bunnj101,,,,,
CHA195809011,"""version 7RS(19) of 07/07/92""",CLE,CHA,CHI10,1958/09/01,1,0:00PM,day,false,flahr901,mckib901,chyln901,berrc103,"""Chi./Newspaper""","""Greg Beston""",1998/08/02 2:18PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,0,ferrd102,pierb101,scorh101,,"""Greg Beston""",,
CHA195809012,"""version 7RS(19) of 07/07/92""",CLE,CHA,CHI10,1958/09/01,2,0:00PM,day,false,mckib901,chyln901,berrc103,flahr901,"""Chi./Newspaper""","""Greg Beston""",1998/08/02 3:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,17326,bellg102,shawb103,,,"""Greg Beston""",,
CHA195809090,"""version 7RS(19) of 07/07/92""",BOS,CHA,CHI10,1958/09/09,0,0:00PM,night,false,umonf901,summb901,honoj901,soarh901,"""White Sox""","""Greg Beston""",1998/07/06 8:18PM,unknown,none,0,unknown,-1,unknown,rain,night,155,11447,wynne101,sullf101,,,"""Greg Beston""",,
CHA195809100,"""version 7RS(19) of 07/07/92""",BOS,CHA,CHI10,1958/09/10,0,0:00PM,day,false,summb901,honoj901,soarh901,umonf901,"""White Sox""","""Greg Beston""",1998/07/08 8:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,2240,pierb101,wallm101,,,"""Greg Beston""",,
CHA195809110,"""version 7RS(19) of 07/07/92""",BOS,CHA,CHI10,1958/09/11,0,0:00PM,day,false,honoj901,soarh901,umonf901,summb901,"""White Sox""","""Greg Beston""",1998/07/11 12:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,1594,donod101,deloi101,lownt101,,"""Greg Beston""",,
CHA195809120,"""version 7RS(19) of 07/07/92""",NYA,CHA,CHI10,1958/09/12,0,0:00PM,night,false,soarh901,umonf901,summb901,honoj901,"""Chicago/Yankees""","""Greg Beston""",1998/08/03 11:11AM,unknown,none,73,unknown,-1,unknown,none,night,155,24892,turlb101,moorr101,,,"""Greg Beston""",,
CHA195809130,"""version 7RS(19) of 07/07/92""",NYA,CHA,CHI10,1958/09/13,0,0:00PM,day,false,umonf901,summb901,honoj901,soarh901,"""Chicago/Yankees""","""Greg Beston""",1998/08/03 12:02PM,unknown,none,0,unknown,-1,unknown,none,unknown,186,13962,dickm101,wynne101,durer101,,"""Greg Beston""",,
CHA195809141,"""version 7RS(19) of 07/07/92""",WS1,CHA,CHI10,1958/09/14,1,0:00PM,day,false,flahr901,mckib901,chyln901,berrc103,"""Wash./Chicago""","""Greg Beston""",1998/07/26 12:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,0,pierb101,fiscb101,,,"""Greg Beston""",,
CHA195809142,"""version 7RS(19) of 07/07/92""",WS1,CHA,CHI10,1958/09/14,2,0:00PM,day,false,mckib901,chyln901,berrc103,flahr901,"""Wash./Chicago""","""Greg Beston""",1998/07/26 1:13PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,7820,wilsj104,clevt101,rudod103,,"""Greg Beston""",,
CHA195809160,"""version 7RS(19) of 07/07/92""",BAL,CHA,CHI10,1958/09/16,0,0:00PM,night,false,chyln901,berrc103,flahr901,mckib901,"""BAL/CHA""","""D Lamoureaux""",1997/07/12 9:05AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,5241,donod101,wilhh101,,,"""D Lamoureaux""",,
CHA195809180,"""version 7RS(19) of 07/07/92""",BAL,CHA,CHI10,1958/09/18,0,0:00PM,day,false,berrc103,flahr901,mckib901,chyln901,"""BAL/CHA""","""D Lamoureaux""",1997/07/12 9:12AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,734,latmb101,harsj101,lownt101,,"""D Lamoureaux""",,
CHA195809230,"""version 7RS(19) of 07/07/92""",DET,CHA,CHI10,1958/09/23,0,0:00PM,night,false,flahr901,mckib901,berrc103,umonf901,"""Middlesworth""","""R. Elliott""",1999/03/12 7:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,6723,foytp101,wynne101,,,,,
CHA195809240,"""version 7RS(19) of 07/07/92""",DET,CHA,CHI10,1958/09/24,0,0:00PM,day,false,mckib901,berrc103,umonf901,flahr901,"""Middlesworth""","""R. Elliott""",1999/03/12 8:50AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,170,1565,rudod103,morgt101,,,,,
CHA195809250,"""version 7RS(19) of 07/07/92""",DET,CHA,CHI10,1958/09/25,0,0:00PM,day,false,berrc103,umonf901,flahr901,mckib901,"""Middlesworth""","""R. Elliott""",1999/03/15 7:18AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,709,bunnj101,donod101,,,,,
CHA195809260,"""version 7RS(19) of 07/07/92""",KC1,CHA,CHI10,1958/09/26,0,0:00PM,night,false,umonf901,berrc103,runge901,ricej901,"""White Sox""","""Greg Beston""",1998/08/03 10:49PM,unknown,none,0,unknown,-1,unknown,unknown,night,128,6105,latmb101,grimb102,,,"""Greg Beston""",,
CHA195809270,"""version 7RS(19) of 07/07/92""",KC1,CHA,CHI10,1958/09/27,0,0:00PM,day,false,berrc103,runge901,ricej901,umonf901,"""White Sox""","""Greg Beston""",1998/08/04 12:13AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,2092,reedh102,wynne101,,,"""Greg Beston""",,
CHA195809280,"""version 7RS(19) of 07/07/92""",KC1,CHA,CHI10,1958/09/28,0,0:00PM,day,false,runge901,ricej901,umonf901,berrc103,"""White Sox""","""Greg Beston""",1998/08/04 1:12AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,4174,trosh102,cradw101,shawb103,,"""Greg Beston""",,
BOS195804150,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1958/04/15,0,0:00PM,day,false,summb901,honoj901,soarh901,umonf901,"""Yankees""","""David W. Smith""",1995/01/07 10:20PM,park,none,60,fromcf,-1,unknown,unknown,sunny,118,35233,larsd102,nixow101,,,"""David W. Smith""",,
BOS195804160,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1958/04/16,0,0:00PM,day,false,honoj901,soarh901,umonf901,summb901,"""Yankees""","""Greg Beston""",1998/09/19 10:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,13337,sisld102,sturt101,,,"""Greg Beston""",,
BOS195804170,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1958/04/17,0,0:00PM,day,false,soarh901,umonf901,summb901,honoj901,"""Yankees""","""Greg Beston""",1998/09/22 9:47PM,unknown,none,0,unknown,-1,unknown,none,unknown,120,15033,kuckj101,brewt101,,,"""Greg Beston""",,
BOS195804230,"""version 7RS(19) of 07/07/92""",BAL,BOS,BOS07,1958/04/23,0,0:00PM,day,false,umonf901,summb901,honoj901,soarh901,"""BAL""","""Tim Cashion""",1997/01/29 11:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,167,6695,brewt101,beamc102,wallm101,,"""Tim Cashion""",,
BOS195804240,"""version 7RS(19) of 07/07/92""",BAL,BOS,BOS07,1958/04/24,0,0:00PM,day,false,summb901,honoj901,soarh901,umonf901,"""BAL""","""Tim Cashion""",1997/01/30 11:12PM,park,none,0,unknown,-1,unknown,unknown,unknown,160,6690,fornm101,odelb101,,,"""Tim Cashion""",,
BOS195804250,"""version 7RS(19) of 07/07/92""",WS1,BOS,BOS07,1958/04/25,0,0:00PM,day,false,honoj901,soarh901,umonf901,summb901,,"""Bruce Borey""",1994/08/27 12:58PM,park,none,0,unknown,-1,unknown,unknown,unknown,141,5799,ramop101,baumf102,,,"""Bruce Borey""",,
BOS195804260,"""version 7RS(19) of 07/07/92""",WS1,BOS,BOS07,1958/04/26,0,0:00PM,day,false,soarh901,umonf901,summb901,honoj901,,"""Bruce Borey""",1994/08/27 12:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,161,10287,hyded101,nixow101,clevt101,,"""Bruce Borey""",,
