game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,inputter,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
NYN198804120,MON,NYN,NYC17,1988/04/12,0,01:35,day,false,mcshj901,monte901,brocf901,weyel901,"""Joe Nunziata""","""Andy Finn""",park,pitches,65,fromcf,5,dry,none,sunny,157,48719,darlr001,perep001,,strad001,
NYN198804140,MON,NYN,NYC17,1988/04/14,0,01:40,day,false,monte901,brocf901,weyel901,mcshj901,"""Wood,C""","""Finn,A""",tv,pitches,63,unknown,-1,dry,none,sunny,137,19612,ojedb001,martd001,,dyksl001,
NYN198804150,SLN,NYN,NYC17,1988/04/15,0,07:35,night,false,tatat901,davig901,darlg901,froeb901,"""Nunziata,J""","""Finn,A""",tv,pitches,45,unknown,-1,dry,rain,night,107,33094,goodd001,mathg001,,cartg001,
NYN198804160,SLN,NYN,NYC17,1988/04/16,0,01:30,day,false,davig901,darlg901,tatat901,froeb901,"""Haug,J""","""Finn,A""",tv,pitches,42,tolf,15,wet,none,overcast,181,40582,coned001,worrt001,myerr001,cartg001,
NYN198804170,SLN,NYN,NYC17,1988/04/17,0,01:35,day,false,darlg901,froeb901,tatat901,davig901,"""Haug,J""","""Finn,A""",park,pitches,55,torf,4,dry,none,sunny,175,48760,mcdor001,petes001,,elstk001,
NYN198804180,PHI,NYN,NYC17,1988/04/18,0,07:50,night,false,crawj901,davib902,harvd901,pullf901,"""John Dunkle""","""C. Christmann""",tv,pitches,45,unknown,-1,soaked,showers,night,229,14931,ruffb001,aguir001,,jamec001,
NYN198804190,PHI,NYN,NYC17,1988/04/19,0,07:37,night,false,davib902,harvd901,pullf901,crawj901,"""Gregory""","""C. Christmann""",park,pitches,45,unknown,5,dry,none,night,173,24555,carmd001,ojedb001,,parrl001,
NYN198804200,PHI,NYN,NYC17,1988/04/20,0,07:41,night,false,harvd901,pullf901,crawj901,davib902,"""Gregory""","""C. Christmann""",park,pitches,50,tolf,-1,dry,none,night,140,27714,goodd001,rawls001,,strad001,
NYN198805020,ATL,NYN,NYC17,1988/05/02,0,08:25,night,false,weyel901,monte901,mcshj901,brocf901,"""Cassin""","""Regenstein""",tv,pitches,40,fromcf,-1,wet,rain,night,147,20869,smitz001,darlr001,,gantr001,
NYN198805030,ATL,NYN,NYC17,1988/05/03,0,07:37,night,false,monte901,mcshj901,brocf901,weyel901,"""McKennan""","""Regenstein""",park,pitches,60,unknown,-1,dry,none,night,159,24532,coned001,smitp001,,mazzl001,
NYN198805040,HOU,NYN,NYC17,1988/05/04,0,07:35,night,false,mcshj901,brocf901,weyel901,monte901,"""Meneghello""","""Regenstein""",tv,pitches,55,unknown,-1,dry,none,night,157,29936,ferns001,darwd001,leact001,teuft001,
NYN198805060,CIN,NYN,NYC17,1988/05/06,0,08:35,night,false,marsr901,demud901,wendh901,rennd901,"""Percival""","""Regenstein""",tv,pitches,60,ltor,-1,soaked,rain,night,205,22857,myerr001,franj001,,strad001,
NYN198805070,CIN,NYN,NYC17,1988/05/07,0,01:35,day,false,demud901,wendh901,rennd901,marsr901,"""Percival""","""Regenstein""",tv,pitches,70,rtol,-1,dry,none,sunny,152,49232,ojedb001,robir001,mcdor001,hernk001,
NYN198805080,CIN,NYN,NYC17,1988/05/08,0,01:35,day,false,wendh901,rennd901,marsr901,demud901,"""Burnham""","""Regenstein""",park,pitches,70,tolf,-1,dry,none,sunny,131,47875,darlr001,sotom001,,strad001,
NYN198805240,SFN,NYN,NYC17,1988/05/24,0,07:38,night,false,darlg901,froeb901,tatat901,davig901,"""F. Percival""","""Jim Wohlenhaus""",tv,pitches,78,unknown,-1,wet,showers,night,154,36816,krukm001,ojedb001,hamma001,clarw001,
NYN198805250,SFN,NYN,NYC17,1988/05/25,0,07:35,night,false,darlg901,tatat901,davig901,froeb901,"""F. Percival""","""Jim Wohlenhaus""",tv,pitches,58,fromrf,-1,wet,none,night,166,22118,darlr001,lacom001,myerr001,mcrek001,
NYN198805260,SFN,NYN,NYC17,1988/05/26,0,07:39,night,false,tatat901,davig901,froeb901,darlg901,"""Gregory""","""Jim Wohlenhaus""",park,pitches,59,unknown,-1,wet,none,night,167,40586,reusr001,goodd001,leffc001,spilh001,
NYN198805270,SDN,NYN,NYC17,1988/05/27,0,07:36,night,false,kiblj901,grege901,quicj901,palld901,"""Seygold""","""Jim Wohlenhaus""",tv,pitches,0,unknown,-1,dry,none,night,168,36074,granm001,ferns001,davim001,thond001,
NYN198805280,SDN,NYN,NYC17,1988/05/28,0,01:35,day,false,grege901,quicj901,palld901,kiblj901,"""F. Percival""","""Jim Wohlenhaus""",tv,pitches,0,unknown,-1,dry,none,night,165,40940,coned001,showe001,mcdor001,mcrek001,
NYN198805290,SDN,NYN,NYC17,1988/05/29,0,01:35,day,false,quicj901,palld901,kiblj901,grege901,"""Randy Burnham""","""Jim Wohlenhaus""",tv,pitches,80,unknown,-1,dry,none,sunny,153,46189,jonej002,ojedb001,davim001,morek001,
NYN198805300,LAN,NYN,NYC17,1988/05/30,0,08:05,night,false,harvd901,pullf901,ripps901,crawj901,"""DR McKernan""","""Jim Wohlenhaus""",tv,pitches,0,unknown,-1,wet,showers,night,170,42096,darlr001,leart001,myerr001,magad001,
NYN198805310,LAN,NYN,NYC17,1988/05/31,0,07:40,night,false,pullf901,ripps901,crawj901,harvd901,"""Gregory""","""Jim Wohlenhaus""",park,pitches,82,torf,-1,wet,none,night,214,35564,myerr001,penaa001,,elstk001,
NYN198806010,LAN,NYN,NYC17,1988/06/01,0,08:02,night,false,ripps901,crawj901,harvd901,pullf901,"""F. Percival""","""Jim Wohlenhaus""",tv,pitches,0,unknown,-1,soaked,rain,night,209,29659,holtb001,ferns001,howej001,marsm001,
NYN198806020,CHN,NYN,NYC17,1988/06/02,0,07:40,night,false,rungp901,westj901,willc901,engeb901,"""F.Percival""","""Jim Wohlenhaus""",tv,pitches,53,unknown,-1,dry,none,night,207,29578,myerr001,dipif001,,johnh001,
NYN198806030,CHN,NYN,NYC17,1988/06/03,0,07:38,night,false,westj901,willc901,engeb901,rungp901,"""Gregory""","""Jim Wohlenhaus""",tv,pitches,0,unknown,-1,wet,drizzle,night,139,40516,moyej001,ojedb001,,sandr001,
NYN198806040,CHN,NYN,NYC17,1988/06/04,0,03:20,day,false,willc901,engeb901,rungp901,westj901,"""Fred Percival""","""C. Christmann""",tv,pitches,55,unknown,-1,soaked,showers,overcast,226,48052,innij001,capem001,,mcrek001,
NYN198806050,CHN,NYN,NYC17,1988/06/05,0,01:39,day,false,engeb901,rungp901,westj901,willc901,"""Annis""","""Zminda""",tv,pitches,75,ltor,8,dry,none,sunny,164,47243,goodd001,picoj001,,elstk001,
NYN198806130,SLN,NYN,NYC17,1988/06/13,0,08:13,night,false,rennd901,bonig901,demud901,wendh901,"""Don McKennan""","""C. Christmann""",park,pitches,87,unknown,0,dry,none,night,200,37311,myerr001,daylk001,,mazzl001,
NYN198806140,SLN,NYN,NYC17,1988/06/14,0,07:36,night,false,bonig901,demud901,wendh901,rennd901,"""Fred Percival""","""C. Christmann""",tv,pitches,89,rtol,-1,dry,none,night,149,38042,ojedb001,delej001,,dyksl001,
NYN198806150,SLN,NYN,NYC17,1988/06/15,0,07:37,night,false,demud901,wendh901,rennd901,bonig901,"""Fred Percival""","""C. Christmann""",tv,pitches,86,unknown,-1,dry,none,night,152,42068,darlr001,carpc001,myerr001,strad001,
NYN198806170,PHI,NYN,NYC17,1988/06/17,0,07:38,night,false,hallt901,kiblj901,grege901,quicj901,"""Fred Percival""","""C. Christmann""",tv,pitches,70,torf,-1,dry,none,night,159,46502,grosk001,goodd001,bedrs001,schmm001,
NYN198806180,PHI,NYN,NYC17,1988/06/18,0,07:07,night,false,kiblj901,grege901,quicj901,hallt901,"""Fred Percival""","""C. Christmann""",tv,pitches,73,rtol,-1,dry,none,night,262,49307,leact001,froht001,,millk001,
NYN198806190,PHI,NYN,NYC17,1988/06/19,0,01:38,day,false,grege901,quicj901,hallt901,kiblj901,"""Alan Boodman""","""C. Christmann""",tv,pitches,0,unknown,-1,dry,none,sunny,140,46773,coned001,carmd001,,mcrek001,
NYN198806200,PIT,NYN,NYC17,1988/06/20,0,07:37,night,false,brocf901,mcshj901,weyel901,poncl901,"""Joe Nunziata3rd""","""C. Christmann""",park,pitches,78,unknown,-1,dry,none,night,178,42413,smilj001,ojedb001,robij001,,
NYN198806210,PIT,NYN,NYC17,1988/06/21,0,07:35,night,false,mcshj901,weyel901,poncl901,brocf901,"""Fred Percival""","""C. Christmann""",tv,pitches,86,unknown,-1,dry,none,night,154,45225,darlr001,drabd001,,mcrek001,
NYN198806220,PIT,NYN,NYC17,1988/06/22,0,01:35,day,false,weyel901,poncl901,brocf901,mcshj901,"""Marc A. Rivlin""","""C. Christmann""",tv,pitches,96,ltor,-1,dry,none,sunny,174,41816,goodd001,dunnm001,myerr001,sassm001,
NYN198806300,HOU,NYN,NYC17,1988/06/30,0,07:35,night,false,wendh901,bonig901,marsr901,demud901,"""David Jageler""","""David W. Smith""",tv,pitches,75,tocf,-1,dry,none,night,165,48671,ojedb001,darwd001,leact001,cartg001,
NYN198807011,HOU,NYN,NYC17,1988/07/01,1,05:35,night,false,bonig901,marsr901,demud901,wendh901,"""Joe Nunziataz""","""Tom Eckel""",park,pitches,65,unknown,-1,wet,none,overcast,149,0,darlr001,anduj001,myerr001,sassm001,
NYN198807012,HOU,NYN,NYC17,1988/07/01,2,08:30,night,false,marsr901,demud901,wendh901,bonig901,"""Joe Nunziataz""","""Tom Eckel""",park,pitches,65,unknown,-1,dry,none,night,266,42042,meadd001,waltg001,,bassk001,
NYN198807020,HOU,NYN,NYC17,1988/07/02,0,07:05,night,false,demud901,wendh901,bonig901,marsr901,"""Bob Stevens""","""C. Christmann""",tv,pitches,0,unknown,-1,dry,none,night,159,44715,goodd001,knepb001,,strad001,
NYN198807030,HOU,NYN,NYC17,1988/07/03,0,01:37,day,false,wendh901,bonig901,marsr901,demud901,"""Randy Burnham""","""Tom Eckel""",park,pitches,80,unknown,-1,dry,none,sunny,153,40973,ferns001,ryann001,,magad001,
NYN198807040,CIN,NYN,NYC17,1988/07/04,0,07:35,night,false,ripps901,davib902,harvd901,pullf901,"""Joe Nunziata""","""Tom Eckel""",tv,pitches,75,unknown,-1,dry,none,night,154,46609,rijoj001,coned001,,milne001,
NYN198807050,CIN,NYN,NYC17,1988/07/05,0,07:35,night,false,davib902,harvd901,pullf901,ripps901,"""F Percival""","""Tom Eckel""",tv,pitches,78,unknown,-1,dry,none,night,132,37324,browt001,ojedb001,franj001,saboc001,
NYN198807060,CIN,NYN,NYC17,1988/07/06,0,07:35,night,false,harvd901,pullf901,ripps901,davib902,"""F. Percival""","""David W. Smith""",tv,pitches,82,rtol,-1,dry,none,night,162,44146,darlr001,murpr001,myerr001,darlr001,
NYN198807221,ATL,NYN,NYC17,1988/07/22,1,05:40,night,false,palld901,hohnb901,kiblj901,quicj901,"""F Percival""","""Tom Eckel""",tv,pitches,78,unknown,-1,wet,none,night,140,0,goodd001,glavt001,,elstk001,
NYN198807222,ATL,NYN,NYC17,1988/07/22,2,08:26,night,false,hohnb901,kiblj901,quicj901,palld901,"""Seybold""","""Tom Eckel""",tv,pitches,0,fromcf,10,wet,none,night,136,37284,coned001,mahlr001,,magad001,
NYN198807230,ATL,NYN,NYC17,1988/07/23,0,03:05,day,false,kiblj901,quicj901,palld901,hohnb901,"""Wes Tervo""","""Tom Eckel""",tv,pitches,85,fromcf,-1,wet,drizzle,overcast,150,43637,smolj001,ojedb001,,perrg001,
NYN198807240,ATL,NYN,NYC17,1988/07/24,0,01:45,day,false,quicj901,palld901,hohnb901,kiblj901,"""Wes Tervo""","""Tom Eckel""",tv,pitches,80,unknown,-1,dry,none,overcast,155,46057,jimeg001,ferns001,assep001,morrj002,
NYN198807290,PIT,NYN,NYC17,1988/07/29,0,07:36,night,false,westj901,engeb901,hallt901,willc901,"""Seybold""","""Tom Eckel""",park,pitches,91,unknown,-1,dry,none,night,127,49584,ojedb001,smilj001,,elstk001,
NYN198807300,PIT,NYN,NYC17,1988/07/30,0,07:05,night,false,engeb901,hallt901,willc901,westj901,"""Wes Tervo""","""Tom Eckel""",tv,pitches,93,unknown,-1,dry,none,night,168,50815,ferns001,fishb001,myerr001,johnh001,
NYN198807310,PIT,NYN,NYC17,1988/07/31,0,01:35,day,false,hallt901,willc901,westj901,engeb901,"""Gregory""","""Tom Eckel""",park,pitches,87,unknown,-1,dry,none,cloudy,145,46917,darlr001,walkb001,,strad001,
NYN198808010,PIT,NYN,NYC17,1988/08/01,0,08:10,night,false,willc901,westj901,hallt901,rungp901,"""Gregory""","""Tom Eckel""",park,pitches,82,tolf,-1,dry,none,night,195,52231,drabd001,goodd001,,lavam001,
NYN198808020,CHN,NYN,NYC17,1988/08/02,0,07:35,night,false,mcshj901,monte901,bonig901,brocf901,"""F Percival""","""Tom Eckel""",tv,pitches,87,unknown,-1,dry,none,night,138,45916,coned001,moyej001,,lyonb002,
NYN198808030,CHN,NYN,NYC17,1988/08/03,0,07:35,night,false,monte901,bonig901,brocf901,mcshj901,"""F Percival""","""Tom Eckel""",park,pitches,87,unknown,-1,dry,none,night,163,41004,sutcr001,ojedb001,,websm001,
NYN198808040,CHN,NYN,NYC17,1988/08/04,0,01:35,day,false,bonig901,brocf901,mcshj901,monte901,"""Wes Tervo""","""Tom Eckel""",tv,pitches,90,rtol,-1,dry,none,cloudy,216,41978,schic001,ferns001,dipif001,berrd002,
NYN198808120,MON,NYN,NYC17,1988/08/12,0,07:40,night,false,darlg901,froeb901,tatat901,davig901,"""Dave Gordon""","""C. Christmann""",park,none,85,unknown,-1,dry,none,night,241,46380,mcgaa001,myerr001,,fitzm001,
NYN198808130,MON,NYN,NYC17,1988/08/13,0,04:05,day,false,froeb901,tatat901,davig901,darlg901,"""Dave Gordon""","""C. Christmann""",tv,none,90,unknown,-1,dry,none,sunny,172,42299,perep001,ojedb001,mcgaa001,,
NYN198808141,MON,NYN,NYC17,1988/08/14,1,12:05,day,false,tatat901,davig901,darlg901,froeb901,"""Wes Tervo""","""Tom Eckel""",tv,pitches,93,tolf,-1,dry,none,overcast,172,0,mcdor001,heatn001,,teuft001,
NYN198808142,MON,NYN,NYC17,1988/08/14,2,04:15,day,false,davig901,darlg901,froeb901,tatat901,"""F Percival""","""Tom Eckel""",tv,pitches,98,tocf,-1,dry,none,sunny,182,44311,ferns001,martd001,mcdor001,johnh001,
NYN198808260,SFN,NYN,NYC17,1988/08/26,0,07:37,night,false,brocf901,pullf901,monte901,bonig901,"""Seybold""","""Tom Eckel""",tv,pitches,75,unknown,-1,dry,none,night,158,47478,ferns001,robid001,myerr001,cartg001,
NYN198808270,SFN,NYN,NYC17,1988/08/27,0,07:05,night,false,pullf901,monte901,bonig901,brocf901,"""Wes Tervo""","""Tom Eckel""",tv,pitches,75,tolf,-1,dry,none,night,115,45115,darlr001,reusr001,myerr001,johnh001,
NYN198808280,SFN,NYN,NYC17,1988/08/28,0,01:40,day,false,monte901,bonig901,brocf901,pullf901,"""R Perrotti""","""Tom Eckel""",park,pitches,85,unknown,-1,dry,none,overcast,209,46571,garrs001,mcdor001,,younj001,
NYN198808290,SDN,NYN,NYC17,1988/08/29,0,07:55,night,false,quicj901,palld901,kiblj901,grege901,"""Gregory""","""Tom Eckel""",park,pitches,68,unknown,-1,wet,none,night,151,16444,coned001,showe001,,strad001,
NYN198808300,SDN,NYN,NYC17,1988/08/30,0,07:35,night,false,palld901,kiblj901,grege901,quicj901,"""Joe Nunziata""","""Tom Eckel""",tv,pitches,75,unknown,-1,dry,none,night,125,38713,ojedb001,rasmd001,,cartg001,
NYN198808310,SDN,NYN,NYC17,1988/08/31,0,01:35,day,false,kiblj901,grege901,quicj901,palld901,"""Wes Tervo""","""Tom Eckel""",tv,pitches,75,ltor,-1,dry,none,cloudy,167,36274,hawka001,leact001,davim001,alomr001,
NYN198809020,LAN,NYN,NYC17,1988/09/02,0,07:35,night,false,rennd901,demud901,wendh901,marsr901,"""Wes Tervo""","""David W. Smith""",tv,pitches,75,torf,-1,dry,none,night,148,44889,darlr001,leart001,,elstk001,
NYN198809030,LAN,NYN,NYC17,1988/09/03,0,02:30,day,false,demud901,wendh901,marsr901,rennd901,"""Mike Gelbwesser""","""Tom Eckel""",tv,pitches,80,rtol,-1,dry,none,sunny,162,43896,goodd001,tudoj001,myerr001,mcrek001,
NYN198809120,PIT,NYN,NYC17,1988/09/12,0,07:35,night,false,crawj901,davib902,pullf901,harvd901,"""Bill Wrbican""","""C. Christmann""",tv,pitches,71,unknown,10,dry,none,night,155,39576,myerr001,robij001,,cartg001,
NYN198809130,PIT,NYN,NYC17,1988/09/13,0,07:36,night,false,davib902,pullf901,harvd901,crawj901,"""Fred Percival""","""C. Christmann""",tv,pitches,68,ltor,15,dry,none,night,151,36633,walkb001,goodd001,gottj001,bonib001,
NYN198809140,CHN,NYN,NYC17,1988/09/14,0,07:35,night,false,pullf901,harvd901,crawj901,davib902,"""Fred Percival""","""C. Christmann""",tv,pitches,65,unknown,-1,dry,none,night,160,38382,ferns001,schic001,mcdor001,johnh001,
NYN198809150,CHN,NYN,NYC17,1988/09/15,0,01:35,day,false,harvd901,crawj901,davib902,pullf901,"""Fred Percival""","""C. Christmann""",tv,pitches,70,ltor,-1,dry,none,sunny,163,20857,coned001,sutcr001,leact001,mcrek001,
NYN198809160,MON,NYN,NYC17,1988/09/16,0,07:40,night,false,darlg901,hallt901,davig901,froeb901,"""Wes Tervo""","""C. Christmann""",tv,pitches,70,ltor,-1,dry,none,night,179,43331,myerr001,heskj001,,jeffg001,
NYN198809170,MON,NYN,NYC17,1988/09/17,0,01:22,day,false,hallt901,davig901,froeb901,darlg901,"""Gregory""","""C. Christmann""",park,pitches,69,unknown,-1,dry,none,overcast,153,46109,darlr001,smitb001,,strad001,
NYN198809180,MON,NYN,NYC17,1988/09/18,0,01:36,day,false,davig901,froeb901,darlg901,hallt901,"""Randy Burnham""","""C. Christmann""",park,pitches,74,ltor,-1,dry,none,overcast,151,45255,goodd001,perep001,myerr001,jeffg001,
NYN198809200,PHI,NYN,NYC17,1988/09/20,0,07:49,night,false,westj901,rungp901,engeb901,hirsm901,"""Fred Percival""","""C. Christmann""",tv,pitches,75,unknown,-1,dry,none,night,138,30337,coned001,rawls001,,strad001,
NYN198809210,PHI,NYN,NYC17,1988/09/21,0,07:38,night,false,rungp901,engeb901,hirsm901,westj901,"""Gregory""","""C. Christmann""",park,pitches,68,fromcf,-1,dry,none,night,177,35450,ferns001,freem001,myerr001,strad001,
NYN198809220,PHI,NYN,NYC17,1988/09/22,0,07:35,night,false,engeb901,hirsm901,westj901,rungp901,"""Gregory""","""C. Christmann""",park,pitches,66,unknown,-1,dry,none,night,153,45274,darlr001,carmd001,,,
NYN198809300,SLN,NYN,NYC17,1988/09/30,0,07:40,night,false,darlg901,davig901,hohnb901,froeb901,"""David Annis""","""David W. Smith""",tv,pitches,65,unknown,-1,dry,none,night,144,38270,coned001,terrs001,,mcrek001,
NYN198810010,SLN,NYN,NYC17,1988/10/01,0,01:10,day,false,davig901,hohnb901,froeb901,darlg901,"""David Annis""","""C. Christmann""",tv,pitches,0,unknown,-1,dry,none,sunny,170,36528,ferns001,delej001,mcclb001,magad001,
NYN198810020,SLN,NYN,NYC17,1988/10/02,0,01:35,day,false,hohnb901,froeb901,darlg901,davig901,"""Wes Tervo""","""C. Christmann""",tv,pitches,70,tolf,-1,dry,none,overcast,140,42099,darlr001,mcwil001,myerr001,strad001,
CIN198804040,SLN,CIN,CIN08,1988/04/04,0,02:05,day,false,weyel901,mcshj901,monte901,brocf901,"""Loewen""","""Formo""",tv,pitches,70,unknown,-1,dry,none,sunny,223,55438,perrp001,forsb001,,danik001,
CIN198804070,SLN,CIN,CIN08,1988/04/07,0,12:35,day,false,mcshj901,monte901,brocf901,weyel901,"""Rollie Loewen""","""Rollie Loewen""",radio,pitches,50,unknown,-1,wet,none,overcast,153,13722,jackd001,delej001,,davie001,
CIN198804080,HOU,CIN,CIN08,1988/04/08,0,07:35,night,false,monte901,brocf901,weyel901,mcshj901,"""McCaffrey""","""Formo""",unknown,pitches,0,unknown,-1,dry,none,night,260,32286,andel001,rijoj001,,hatcb001,
CIN198804090,HOU,CIN,CIN08,1988/04/09,0,02:15,day,false,brocf901,weyel901,mcshj901,monte901,"""McCaffrey""","""Formo""",unknown,pitches,65,ltor,-1,dry,none,sunny,162,25615,rijoj001,smitd001,,danik001,
CIN198804100,HOU,CIN,CIN08,1988/04/10,0,02:15,day,false,weyel901,mcshj901,monte901,brocf901,"""McCaffrey""","""Formo""",tv,pitches,0,unknown,-1,dry,none,sunny,153,29954,scotm001,robir001,,hatcb001,
CIN198804180,SFN,CIN,CIN08,1988/04/18,0,07:36,night,false,wendh901,rennd901,marsr901,demud901,"""Marrero""","""Formo""",radio,pitches,50,unknown,7,dry,none,night,242,15228,leffc001,perrp001,pricj001,mitck001,
CIN198804190,SFN,CIN,CIN08,1988/04/19,0,07:33,night,false,rennd901,marsr901,demud901,wendh901,"""Millett""","""Formo""",unknown,pitches,50,unknown,-1,dry,none,night,140,15430,rasmd001,lacom001,,larkb001,
CIN198804200,SFN,CIN,CIN08,1988/04/20,0,07:35,night,false,marsr901,demud901,wendh901,rennd901,"""Marrero""","""Formo""",tv,pitches,60,unknown,-1,wet,showers,night,174,16690,reusr001,robir001,hamma001,maldc001,
CIN198804210,SFN,CIN,CIN08,1988/04/21,0,1:37,day,false,demud901,wendh901,rennd901,marsr901,"""Stan Gilchrist""","""Stuart Shea""",radio,pitches,65,unknown,-1,dry,none,sunny,241,22547,perrp001,pricj001,,treaj001,
CIN198804290,NYN,CIN,CIN08,1988/04/29,0,07:36,night,false,quicj901,grege901,palld901,kiblj901,"""Tony Darkin""","""W. McCaffrey""",tv,pitches,50,unknown,25,dry,none,night,188,29833,mcdor001,murpr001,,hernk001,
CIN198804300,NYN,CIN,CIN08,1988/04/30,0,07:07,night,false,grege901,palld901,kiblj901,quicj901,"""Keith Knopf""","""W. McCaffrey""",radio,pitches,60,unknown,-1,dry,none,night,179,33463,myerr001,franj001,,,
CIN198805010,NYN,CIN,CIN08,1988/05/01,0,02:16,day,false,palld901,kiblj901,quicj901,grege901,"""M. Marrero""","""W. McCaffrey""",radio,pitches,0,unknown,-1,dry,none,cloudy,165,31525,goodd001,rasmd001,,hernk001,
