game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,inputter,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
CIN198805020,MON,CIN,CIN08,1988/05/02,0,07:37,night,false,rungp901,westj901,willc901,engeb901,"""Knof""","""Formo""",tv,pitches,0,unknown,-1,dry,none,night,118,15107,robir001,perep001,franj001,danik001,
CIN198805030,MON,CIN,CIN08,1988/05/03,0,07:35,night,false,westj901,willc901,engeb901,rungp901,"""Weber""","""Formo""",park,pitches,65,unknown,-1,dry,none,night,239,16910,heskj001,murpr001,burkt001,wallt001,
CIN198805040,PHI,CIN,CIN08,1988/05/04,0,07:35,night,false,willc901,engeb901,rungp901,westj901,"""Bailey""","""Formo""",radio,pitches,57,tocf,-1,wet,drizzle,night,143,14302,jackd001,palmd001,,davie001,
CIN198805050,PHI,CIN,CIN08,1988/05/05,0,07:35,night,false,engeb901,rungp901,westj901,willc901,"""Marrero""","""Formo""",radio,pitches,60,unknown,-1,dry,none,night,171,18017,rijoj001,dawlb001,,davie001,
CIN198805160,ATL,CIN,CIN08,1988/05/16,0,07:35,night,false,froeb901,tatat901,davig901,darlg901,"""Millett""","""Formo""",radio,pitches,73,unknown,10,dry,none,night,134,17972,browt001,coffk001,murpr001,oneip001,
CIN198805170,ATL,CIN,CIN08,1988/05/17,0,07:35,night,false,tatat901,davig901,darlg901,froeb901,"""Millett""","""Formo""",radio,pitches,73,unknown,13,dry,none,night,162,20010,mahlr001,rasmd001,,roeng001,
CIN198805180,ATL,CIN,CIN08,1988/05/18,0,07:38,night,false,davig901,darlg901,froeb901,tatat901,"""Millett""","""Formo""",radio,pitches,65,unknown,-1,dry,none,night,198,20122,rijoj001,assep001,,colld001,
CIN198805200,CHN,CIN,CIN08,1988/05/20,0,07:36,night,false,crawj901,harvd901,pullf901,davib902,"""White""","""Formo""",park,pitches,0,unknown,-1,dry,none,night,170,36356,sotom001,sutcr001,,oneip001,
CIN198805210,CHN,CIN,CIN08,1988/05/21,0,07:05,night,false,harvd901,pullf901,davib902,crawj901,"""Millett""","""Formo""",park,pitches,80,unknown,-1,dry,none,night,190,32673,lancl001,jackd001,,law-v001,
CIN198805220,CHN,CIN,CIN08,1988/05/22,0,02:15,day,false,pullf901,davib902,crawj901,harvd901,"""White""","""Formo""",tv,none,0,unknown,-1,dry,none,sunny,146,33185,maddg002,browt001,dipif001,gracm001,
CIN198805270,PIT,CIN,CIN08,1988/05/27,0,07:35,night,false,pullf901,davib902,crawj901,harvd901,"""Millett""","""Formo""",radio,pitches,77,unknown,6,dry,none,night,158,29445,pacip001,fishb001,franj001,treaj001,
CIN198805280,PIT,CIN,CIN08,1988/05/28,0,07:05,night,false,davib902,crawj901,harvd901,pullf901,"""kNOPF""","""Formo""",park,pitches,84,tocf,-1,dry,none,night,169,42232,walkb001,browt001,robij001,bonib001,
CIN198805290,PIT,CIN,CIN08,1988/05/29,0,02:16,day,false,crawj901,harvd901,pullf901,davib902,"""Marrero""","""Formo""",radio,pitches,90,unknown,-1,dry,none,cloudy,156,30660,smilj001,rasmd001,gottj001,vansa001,
CIN198806140,HOU,CIN,CIN08,1988/06/14,0,07:35,night,false,monte901,brocf901,mcshj901,weyel901,"""Michael Millett""","""Jesse Salter""",park,pitches,92,unknown,-1,dry,none,night,128,25681,rijoj001,darwd001,,oneip001,
CIN198806150,HOU,CIN,CIN08,1988/06/15,0,07:35,night,false,brocf901,mcshj901,weyel901,monte901,"""Michael Millett""","""Jesse Salter""",radio,pitches,88,unknown,4,dry,none,night,150,23461,browt001,deshj001,franj001,davie001,
CIN198806160,HOU,CIN,CIN08,1988/06/16,0,07:35,night,false,mcshj901,weyel901,monte901,brocf901,"""Marrero/Millett""","""Jesse Salter""",radio,pitches,75,unknown,-1,wet,drizzle,overcast,156,22614,scotm001,sotom001,smitd001,davig001,
CIN198806170,SFN,CIN,CIN08,1988/06/17,0,07:35,night,false,wendh901,rennd901,bonig901,demud901,"""Greg Gajus""","""Jesse Salter""",radio,pitches,75,unknown,-1,dry,none,night,162,32774,jackd001,hamma001,,danik001,
CIN198806180,SFN,CIN,CIN08,1988/06/18,0,01:23,day,false,rennd901,bonig901,demud901,wendh901,"""Robin Gipson""","""Jesse Salter""",tv,pitches,0,unknown,-1,dry,none,sunny,171,28547,robir001,downk001,franj001,oneip001,
CIN198806190,SFN,CIN,CIN08,1988/06/19,0,02:15,day,false,bonig901,demud901,wendh901,rennd901,"""Millett/Marrero""","""Jesse Salter""",radio,pitches,90,unknown,-1,dry,none,sunny,168,29879,krukm001,rijoj001,robid001,rilee001,
CIN198806240,LAN,CIN,CIN08,1988/06/24,0,07:35,night,false,engeb901,westj901,ripps901,rungp901,"""Michael Millett""","""David Nichols""",tv,pitches,91,unknown,3,unknown,unknown,unknown,172,33781,herso001,robir001,belct001,marsm001,
CIN198806250,LAN,CIN,CIN08,1988/06/25,0,07:06,night,false,westj901,ripps901,rungp901,engeb901,"""Keith Knopf""","""Sherri Nichols""",radio,pitches,97,unknown,-1,dry,none,night,179,35470,holtb001,rijoj001,orosj001,shelj001,
