game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,away_pitcher,wp,lp,winner
BOS193204130,BOS,WS1,0,0,,D,browl101,russj103,WS1
BOS193204150,BOS,WS1,0,0,,D,weavm101,liseh101,WS1
BOS193204160,BOS,NYA,0,5,,D,pennh101,macfd101,NYA
BOS193204191,BOS,NYA,4,0,,D,moorw101,andri101,BOS
BOS193204192,BOS,NYA,0,1,,D,rhodg101,liseh101,NYA
BOS193205020,BOS,PHA,0,0,,D,grovl101,moorw101,PHA
BOS193205030,BOS,PHA,0,1,,D,earng101,macfd101,PHA
BOS193205050,BOS,SLA,2,0,,D,hadlb101,liseh101,SLA
BOS193205060,BOS,SLA,0,0,,D,stewl101,donop102,SLA
BOS193205070,BOS,SLA,0,1,,D,blaeg101,russj103,SLA
BOS193205080,BOS,SLA,0,2,,D,macfd101,hebew101,BOS
BOS193205100,BOS,DET,0,0,,D,sorrv101,weilb101,DET
BOS193205120,BOS,CLE,0,0,,D,conns101,russj103,CLE
BOS193205140,BOS,CLE,0,0,,D,browc103,macfd101,CLE
BOS193205160,BOS,CHA,0,0,,D,lyont102,russj103,CHA
BOS193205170,BOS,CHA,0,0,,D,gastm101,macfd101,CHA
BOS193205180,BOS,CHA,1,2,,D,weilb101,faber101,BOS
BOS193205260,BOS,PHA,1,3,,D,earng101,durhe101,PHA
BOS193205280,BOS,PHA,0,0,,D,mahar101,macfd101,PHA
BOS193205291,BOS,PHA,0,0,,D,weilb101,cains101,BOS
BOS193205292,BOS,PHA,0,0,,D,walbr101,durhe101,PHA
BOS193206010,BOS,WS1,0,2,,D,browl101,weilb101,WS1
BOS193206021,BOS,WS1,0,1,,D,weavm101,macfd101,WS1
BOS193206041,BOS,WS1,0,0,,D,klinb103,crowg102,BOS
BOS193206042,BOS,WS1,1,0,,D,durhe101,fiscc101,BOS
BOS193206300,BOS,NYA,0,3,,D,macfd101,michj102,NYA
BOS193207010,BOS,NYA,2,0,,D,moorw101,browj110,BOS
BOS193207021,BOS,NYA,1,0,,D,pennh101,weilb101,NYA
BOS193207022,BOS,NYA,0,0,,D,michj102,ruffr101,BOS
BOS193207060,BOS,SLA,0,1,,D,weilb101,blaeg101,BOS
BOS193207070,BOS,SLA,1,4,,D,hadlb101,michj102,SLA
