game_id,inning,batting_home,batter_id,count_raw,balls,strikes,pitches,event_raw
PIT193204200,1.0,0.0,adams101,??,,,,8/L
PIT193204200,1.0,0.0,watkg101,??,,,,7/L
PIT193204200,1.0,0.0,frisf101,??,,,,7/L
PIT193204200,1.0,1.0,wanel101,??,,,,8/L
PIT193204200,1.0,1.0,wanep101,??,,,,D7
PIT193204200,1.0,1.0,comoa101,??,,,,43.2-3
PIT193204200,1.0,1.0,trayp101,??,,,,2/FL
PIT193204200,2.0,0.0,bottj101,??,,,,7/F
PIT193204200,2.0,0.0,collr101,??,,,,W
PIT193204200,2.0,0.0,martp103,??,,,,K/C
PIT193204200,2.0,0.0,wilsj105,??,,,,CS2(2E6)
PIT193204200,2.0,0.0,wilsj105,??,,,,1/P
PIT193204200,2.0,1.0,suhrg101,??,,,,7/F
PIT193204200,2.0,1.0,piett101,??,,,,9/F
PIT193204200,2.0,1.0,thevt101,??,,,,8/F
PIT193204200,3.0,0.0,gelbc101,??,,,,63
PIT193204200,3.0,0.0,hallb104,??,,,,43
PIT193204200,3.0,0.0,adams101,??,,,,8/L
PIT193204200,3.0,1.0,grace101,??,,,,3/G
PIT193204200,3.0,1.0,swets101,??,,,,K
PIT193204200,3.0,1.0,wanel101,??,,,,D/78
PIT193204200,3.0,1.0,wanep101,??,,,,K/C
PIT193204200,4.0,0.0,watkg101,??,,,,4/P
PIT193204200,4.0,0.0,frisf101,??,,,,6/P
PIT193204200,4.0,0.0,bottj101,??,,,,43
PIT193204200,4.0,1.0,comoa101,??,,,,S8
PIT193204200,4.0,1.0,trayp101,??,,,,16(1)/FO/BG
PIT193204200,4.0,1.0,suhrg101,??,,,,S8.1-3;B-2(TH)
PIT193204200,4.0,1.0,piett101,??,,,,W
PIT193204200,4.0,1.0,thevt101,??,,,,S7.3-H;2-H;1-3(E7/TH);B-2
PIT193204200,4.0,1.0,grace101,??,,,,S4/3.3-H(UR);2XH(42)
PIT193204200,4.0,1.0,swets101,??,,,,13
PIT193204200,5.0,0.0,collr101,??,,,,6/P
PIT193204200,5.0,0.0,martp103,??,,,,W
