game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi
PIT193204200,"""version 7RS(19) of 07/07/92""",SLN,PIT,1932/04/20,PIT06,0,0:00PM,day,false,"""412""","""Cliff Blau""","""Cliff Blau""",2012/10/31 3:42PM,riglc901,donnc901,(none),quige901,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,16000,swets101,hallb104,,
PIT193204210,"""version 7RS(19) of 07/07/92""",SLN,PIT,1932/04/21,PIT06,0,0:00PM,day,false,"""412""","""Cliff Blau""","""Cliff Blau""",2012/10/31 8:07PM,donnc901,quige901,(none),riglc901,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,3500,frenl101,freyb101,,
PIT193204220,"""version 7RS(19) of 07/07/92""",SLN,PIT,1932/04/22,PIT06,0,0:00PM,day,false,"""412""","""Cliff Blau""","""Cliff Blau""",2012/11/01 1:13PM,quige901,riglc901,(none),donnc901,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,3500,johns101,frenl101,,
PIT193204230,"""version 7RS(19) of 07/07/92""",SLN,PIT,1932/04/23,PIT06,0,0:00PM,day,false,"""412""","""Cliff Blau""","""Cliff Blau""",2012/11/01 4:00PM,riglc901,donnc901,(none),quige901,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,8000,swifb101,deand102,,
PIT193204280,"""version 7RS(19) of 07/07/92""",CIN,PIT,1932/04/28,PIT06,0,0:00PM,day,false,"""509""","""Frownfelter""","""Frownfelter""",2015/02/22 7:59PM,barrg901,rearb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,sunny,136,3000,ogdej101,frenl101,,
PIT193204290,"""version 7RS(19) of 07/07/92""",CIN,PIT,1932/04/29,PIT06,0,0:00PM,day,false,"""509""","""Frownfelter""","""Frownfelter""",2015/02/22 10:03PM,rearb901,barrg901,(none),(none),park,none,0,unknown,-1,unknown,unknown,sunny,118,2500,rixee101,brame101,,
PIT193205020,"""version 7RS(19) of 07/07/92""",CHN,PIT,1932/05/02,PIT06,0,0:00PM,day,false,"""277""","""Cliff Blau""","""Cliff Blau""",2012/08/04 8:50AM,rearb901,barrg901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,96,500,swets101,malop103,,
PIT193205030,"""version 7RS(19) of 07/07/92""",CHN,PIT,1932/05/03,PIT06,0,0:00PM,day,false,"""277""","""Cliff Blau""","""Cliff Blau""",2012/08/04 4:19PM,barrg901,rearb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,129,1000,smitb110,swifb101,,
PIT193205040,"""version 7RS(19) of 07/07/92""",CHN,PIT,1932/05/04,PIT06,0,0:00PM,day,false,"""277""","""Cliff Blau""","""Cliff Blau""",2012/08/04 7:46PM,rearb901,barrg901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,94,2500,warnl101,frenl101,,
PIT193205060,"""version 7RS(19) of 07/07/92""",PHI,PIT,1932/05/06,PIT06,0,0:00PM,day,false,"""101,137,140,266""","""Tom Thress""","""Tom Thress""",2019/09/18 12:34PM,morac102,mageg901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,97,2500,ellij103,harrb105,,
