game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype
PHA193004150,"""version 7RS(19) of 07/07/92""",NYA,PHA,1930/04/15,PHI11,0,0:00PM,day,false,"""98""","""Ron Fisher""","""Ron Fisher""",2000/01/06 12:31PM,mcgob901,connt901,(none),vangr901,park,none,0,unknown,-1,unknown,unknown,unknown,113,33000,grovl101,pipgg101,,,
PHA193004190,"""version 7RS(19) of 07/07/92""",WS1,PHA,1930/04/19,PHI11,0,0:00PM,day,false,"""463""","""Howard Johnson""","""Howard Johnson""",2014/09/16 10:35PM,vangr901,connt901,(none),mcgob901,park,none,0,unknown,-1,unknown,unknown,unknown,113,18000,walbr101,thomm101,,,
PHA193004210,"""version 7RS(19) of 07/07/92""",WS1,PHA,1930/04/21,PHI11,0,0:00PM,day,false,"""463""","""Howard Johnson""","""Howard Johnson""",2014/09/18 5:45PM,vangr901,connt901,(none),mcgob901,park,none,0,unknown,-1,unknown,unknown,unknown,104,15000,hadlb101,earng101,,,
PHA193005010,"""version 7RS(19) of 07/07/92""",DET,PHA,1930/05/01,PHI11,0,0:00PM,day,false,"""98""","""Ron Fisher""","""Ron Fisher""",2000/02/03 10:52AM,guthb901,hildg101,(none),ormsr901,park,none,0,unknown,-1,unknown,unknown,unknown,137,12000,grovl101,sorrv101,,,
PHA193005020,"""version 7RS(19) of 07/07/92""",DET,PHA,1930/05/02,PHI11,0,3:00PM,day,false,"""463""","""Frownfelter""","""Frownfelter""",2014/09/22 2:42PM,hildg101,ormsr901,(none),guthb901,park,none,0,unknown,-1,unknown,unknown,unknown,114,10000,walbr101,white102,,,
PHA193005030,"""version 7RS(19) of 07/07/92""",DET,PHA,1930/05/03,PHI11,0,0:00PM,day,false,"""463""","""Frownfelter""","""Frownfelter""",2014/09/22 7:06PM,ormsr901,guthb901,(none),hildg101,park,none,0,unknown,-1,unknown,unknown,sunny,112,18000,earng101,carro101,,,
PHA193005050,"""version 7RS(19) of 07/07/92""",SLA,PHA,1930/05/05,PHI11,0,0:00PM,day,false,"""463""","""Frownfelter""","""Frownfelter""",2014/09/23 3:34PM,hildg101,ormsr901,(none),guthb901,park,none,0,unknown,-1,unknown,unknown,sunny,128,4000,grovl101,crowg102,,,
PHA193005060,"""version 7RS(19) of 07/07/92""",SLA,PHA,1930/05/06,PHI11,0,0:00PM,day,false,"""463""","""Frownfelter""","""Frownfelter""",2014/09/24 7:19PM,ormsr901,guthb901,(none),hildg101,park,none,0,unknown,-1,unknown,unknown,unknown,110,5000,walbr101,grays102,,,
PHA193005070,"""version 7RS(19) of 07/07/92""",SLA,PHA,1930/05/07,PHI11,0,0:00PM,day,false,"""463""","""Frownfelter""","""Frownfelter""",2014/09/24 8:11PM,guthb901,hildg101,(none),ormsr901,park,none,0,unknown,-1,wet,unknown,unknown,110,5000,stewl101,earng101,,,
PHA193005080,"""version 7RS(19) of 07/07/92""",SLA,PHA,1930/05/08,PHI11,0,0:00PM,day,false,"""463""","""Frownfelter""","""Frownfelter""",2014/09/25 5:42PM,hildg101,ormsr901,(none),guthb901,park,none,0,unknown,-1,unknown,unknown,unknown,103,1000,shorb102,coffd101,,,
