game_id,player_id,is_home,batting_order,field_pos_code,field_pos,event
CHN196704110,brigj102,0,0,1,P,start
CHN196704110,groad101,0,0,2,C,start
CHN196704110,alled101,0,0,3,1B,start
CHN196704110,callj101,0,0,4,2B,start
CHN196704110,gonzt101,0,0,5,3B,start
CHN196704110,dalrc101,0,0,6,SS,start
CHN196704110,rojac101,0,0,7,LF,start
CHN196704110,taylt101,0,0,8,CF,start
CHN196704110,bunnj101,0,0,9,RF,start
CHN196704110,kessd101,0,1,1,P,start
CHN196704110,beckg101,0,1,2,C,start
CHN196704110,willb104,0,1,3,1B,start
CHN196704110,santr102,0,1,4,2B,start
CHN196704110,banke101,0,1,5,3B,start
CHN196704110,thoml103,0,1,6,SS,start
CHN196704110,bertd101,0,1,7,LF,start
CHN196704110,phila101,0,1,8,CF,start
CHN196704110,jenkf101,0,1,9,RF,start
CHN196704110,clemd101,0,0,9,RF,sub
CHN196704110,linzp101,0,0,9,RF,sub
CHN196704110,gomer101,0,0,9,RF,sub
CHN196704110,raudb101,0,1,6,SS,sub
CHN196704120,taylt101,0,0,1,P,start
CHN196704120,groad101,0,0,2,C,start
CHN196704120,alled101,0,0,3,1B,start
CHN196704120,lockd101,0,0,4,2B,start
CHN196704120,rojac101,0,0,5,3B,start
CHN196704120,callj101,0,0,6,SS,start
CHN196704120,ueckb101,0,0,7,LF,start
CHN196704120,brigj102,0,0,8,CF,start
CHN196704120,jackl102,0,0,9,RF,start
CHN196704120,kessd101,0,1,1,P,start
CHN196704120,beckg101,0,1,2,C,start
CHN196704120,willb104,0,1,3,1B,start
CHN196704120,santr102,0,1,4,2B,start
CHN196704120,banke101,0,1,5,3B,start
CHN196704120,thoml103,0,1,6,SS,start
CHN196704120,bertd101,0,1,7,LF,start
CHN196704120,phila101,0,1,8,CF,start
CHN196704120,holtk101,0,1,9,RF,start
CHN196704120,raudb101,0,1,6,SS,sub
CHN196704120,raudb101,0,1,6,SS,sub
CHN196704120,branj101,0,0,9,RF,sub
CHN196704120,wiser101,0,0,9,RF,sub
CHN196704120,koonc101,0,1,9,RF,sub
CHN196704120,gonzt101,0,0,4,2B,sub
CHN196704120,nye-r101,0,1,9,RF,sub
CHN196704120,gonzt101,0,0,4,2B,sub
CHN196704120,handb101,0,1,9,RF,sub
CHN196704120,stewj102,0,1,7,LF,sub
CHN196704120,gigon101,0,1,9,RF,sub
CHN196704210,aloum101,0,0,1,P,start
CHN196704210,willm102,0,0,2,C,start
CHN196704210,clemr101,0,0,3,1B,start
CHN196704210,starw101,0,0,4,2B,start
CHN196704210,clend101,0,0,5,3B,start
CHN196704210,mazeb101,0,0,6,SS,start
CHN196704210,alleg101,0,0,7,LF,start
CHN196704210,paglj101,0,0,8,CF,start
CHN196704210,vealb101,0,0,9,RF,start
CHN196704210,kessd101,0,1,1,P,start
CHN196704210,beckg101,0,1,2,C,start
CHN196704210,willb104,0,1,3,1B,start
CHN196704210,santr102,0,1,4,2B,start
CHN196704210,banke101,0,1,5,3B,start
CHN196704210,hundr101,0,1,6,SS,start
CHN196704210,browb101,0,1,7,LF,start
CHN196704210,phila101,0,1,8,CF,start
CHN196704210,culpr101,0,1,9,RF,start
CHN196704210,niekj001,0,1,9,RF,sub
CHN196704210,boccj101,0,1,9,RF,sub
CHN196704210,nye-r101,0,1,9,RF,sub
CHN196704210,gigon101,0,1,9,RF,sub
CHN196704210,normf101,0,1,9,RF,sub
CHN196704230,aloum101,0,0,1,P,start
CHN196704230,willm102,0,0,2,C,start
CHN196704230,clemr101,0,0,3,1B,start
CHN196704230,starw101,0,0,4,2B,start
CHN196704230,clend101,0,0,5,3B,start
CHN196704230,mazeb101,0,0,6,SS,start
CHN196704230,alleg101,0,0,7,LF,start
CHN196704230,paglj101,0,0,8,CF,start
CHN196704230,pizaj101,0,0,9,RF,start
CHN196704230,kessd101,0,1,1,P,start
CHN196704230,beckg101,0,1,2,C,start
CHN196704230,willb104,0,1,3,1B,start
CHN196704230,santr102,0,1,4,2B,start
CHN196704230,gigon101,0,1,5,3B,start
CHN196704230,hundr101,0,1,6,SS,start
CHN196704230,banke101,0,1,7,LF,start
CHN196704230,phila101,0,1,8,CF,start
CHN196704230,jenkf101,0,1,9,RF,start
CHN196704230,blass101,0,0,9,RF,sub
CHN196704230,sprig101,0,0,9,RF,sub
CHN196704230,shelj101,0,0,9,RF,sub
CHN196704230,shorb101,0,0,9,RF,sub
CHN196704230,siskt101,0,0,9,RF,sub
CHN196704250,jonec102,0,0,1,P,start
CHN196704250,reynt101,0,0,2,C,start
CHN196704250,boyek101,0,0,3,1B,start
CHN196704250,davit103,0,0,4,2B,start
CHN196704250,swobr101,0,0,5,3B,start
CHN196704250,grotj101,0,0,6,SS,start
CHN196704250,shirb101,0,0,7,LF,start
CHN196704250,harrb101,0,0,8,CF,start
CHN196704250,seavt001,0,0,9,RF,start
CHN196704250,kessd101,0,1,1,P,start
CHN196704250,beckg101,0,1,2,C,start
CHN196704250,willb104,0,1,3,1B,start
CHN196704250,santr102,0,1,4,2B,start
CHN196704250,thoml103,0,1,5,3B,start
CHN196704250,jonec103,0,1,6,SS,start
CHN196704250,hundr101,0,1,7,LF,start
CHN196704250,phila101,0,1,8,CF,start
CHN196704250,holtk101,0,1,9,RF,start
CHN196704250,stewj102,0,1,9,RF,sub
CHN196704250,handb101,0,1,9,RF,sub
CHN196704250,aloms101,0,0,5,3B,sub
CHN196704250,hillc101,0,0,7,LF,sub
CHN196704250,aloms101,0,0,5,3B,sub
CHN196704250,krane101,0,0,7,LF,sub
CHN196704250,lupla101,0,0,4,2B,sub
CHN196704250,reynt101,0,0,2,C,sub
CHN196704250,hendb101,0,1,9,RF,sub
CHN196704270,hillc101,0,0,1,P,start
CHN196704270,stahl101,0,0,2,C,start
CHN196704270,boyek101,0,0,3,1B,start
CHN196704270,davit103,0,0,4,2B,start
CHN196704270,lupla101,0,0,5,3B,start
CHN196704270,krane101,0,0,6,SS,start
CHN196704270,grotj101,0,0,7,LF,start
CHN196704270,harrb101,0,0,8,CF,start
CHN196704270,fishj101,0,0,9,RF,start
CHN196704270,kessd101,0,1,1,P,start
CHN196704270,beckg101,0,1,2,C,start
CHN196704270,willb104,0,1,3,1B,start
CHN196704270,santr102,0,1,4,2B,start
CHN196704270,thoml103,0,1,5,3B,start
CHN196704270,jonec103,0,1,6,SS,start
CHN196704270,hundr101,0,1,7,LF,start
CHN196704270,phila101,0,1,8,CF,start
CHN196704270,jenkf101,0,1,9,RF,start
CHN196704270,sullj103,0,0,9,RF,sub
CHN196704270,hamij101,0,0,9,RF,sub
CHN196704270,goosg101,0,0,7,LF,sub
CHN196705050,brocl102,0,0,1,P,start
CHN196705050,flooc101,0,0,2,C,start
CHN196705050,johna104,0,0,3,1B,start
CHN196705050,cepeo101,0,0,4,2B,start
CHN196705050,shanm101,0,0,5,3B,start
CHN196705050,romaj101,0,0,6,SS,start
CHN196705050,gaglp101,0,0,7,LF,start
CHN196705050,maxvd101,0,0,8,CF,start
CHN196705050,hughd101,0,0,9,RF,start
CHN196705050,kessd101,0,1,1,P,start
CHN196705050,beckg101,0,1,2,C,start
CHN196705050,willb104,0,1,3,1B,start
CHN196705050,thoml103,0,1,4,2B,start
CHN196705050,santr102,0,1,5,3B,start
CHN196705050,banke101,0,1,6,SS,start
CHN196705050,hundr101,0,1,7,LF,start
CHN196705050,phila101,0,1,8,CF,start
CHN196705050,holtk101,0,1,9,RF,start
CHN196705050,stewj102,0,1,9,RF,sub
CHN196705050,carls001,0,0,9,RF,sub
CHN196705050,briln101,0,0,9,RF,sub
CHN196705050,handb101,0,1,9,RF,sub
CHN196705050,mccat101,0,0,6,SS,sub
CHN196705050,mccat101,0,0,6,SS,sub
CHN196705050,willr102,0,0,9,RF,sub
CHN196705050,tolab101,0,0,8,CF,sub
CHN196705050,marir101,0,0,9,RF,sub
CHN196705060,brocl102,0,0,1,P,start
CHN196705060,flooc101,0,0,2,C,start
CHN196705060,johna104,0,0,3,1B,start
CHN196705060,cepeo101,0,0,4,2B,start
CHN196705060,shanm101,0,0,5,3B,start
CHN196705060,mccat101,0,0,6,SS,start
CHN196705060,javij101,0,0,7,LF,start
CHN196705060,maxvd101,0,0,8,CF,start
CHN196705060,jacka101,0,0,9,RF,start
CHN196705060,kessd101,0,1,1,P,start
CHN196705060,beckg101,0,1,2,C,start
CHN196705060,willb104,0,1,3,1B,start
CHN196705060,santr102,0,1,4,2B,start
CHN196705060,banke101,0,1,5,3B,start
CHN196705060,hundr101,0,1,6,SS,start
CHN196705060,thoml103,0,1,7,LF,start
CHN196705060,phila101,0,1,8,CF,start
CHN196705060,simmc101,0,1,9,RF,start
CHN196705060,niekj001,0,1,9,RF,sub
CHN196705060,koonc101,0,1,9,RF,sub
CHN196705060,marir101,0,0,3,1B,sub
CHN196705060,marir101,0,0,3,1B,sub
CHN196705060,gigon101,0,1,9,RF,sub
CHN196705060,culpr101,0,1,9,RF,sub
CHN196705060,willr102,0,0,9,RF,sub
CHN196705070,brocl102,0,0,1,P,start
CHN196705070,flooc101,0,0,2,C,start
CHN196705070,mccat101,0,0,3,1B,start
CHN196705070,cepeo101,0,0,4,2B,start
CHN196705070,shanm101,0,0,5,3B,start
CHN196705070,johna104,0,0,6,SS,start
CHN196705070,javij101,0,0,7,LF,start
CHN196705070,maxvd101,0,0,8,CF,start
