game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
CHN196704110,"""version 7RS(19) of 07/07/92""",PHI,CHN,CHI11,1967/04/11,0,0:00PM,day,false,gormt101,venzt901,pryop901,engeb901,"""15,28""","""Comly""","""Comly""",1999/01/05 11:05PM,park,count,41,unknown,18,unknown,none,sunny,140,16462,jenkf101,bunnj101,,,
CHN196704120,"""version 7RS(19) of 07/07/92""",PHI,CHN,CHI11,1967/04/12,0,0:00PM,day,false,venzt901,pryop901,engeb901,gormt101,"""15,28""","""Comly""","""Comly""",1999/01/05 11:33PM,park,count,43,unknown,-1,unknown,unknown,cloudy,195,2690,wiser101,nye-r101,,,
CHN196704210,"""version 7RS(19) of 07/07/92""",PIT,CHN,CHI11,1967/04/21,0,0:00PM,day,false,lands901,steim901,barla901,donaa901,"""CHN""","""M. Dehler""","""M. Dehler""",1998/12/22 9:32PM,unknown,count,57,unknown,-1,unknown,unknown,cloudy,151,2974,vealb101,culpr101,,,
CHN196704230,"""version 7RS(19) of 07/07/92""",PIT,CHN,CHI11,1967/04/23,0,0:00PM,day,false,steim901,barla901,donaa901,lands901,"""CHN""","""M. Dehler""","""M. Dehler""",1998/12/27 8:20PM,unknown,count,40,unknown,-1,unknown,unknown,cloudy,149,6754,jenkf101,pizaj101,,,
CHN196704250,"""version 7RS(19) of 07/07/92""",NYN,CHN,CHI11,1967/04/25,0,2:30PM,day,false,secof101,burkk101,varge901,willb901,"""Mets,Cubs""","""Fischthal""","""Fischthal""",1997/01/24 9:41PM,park,count,40,unknown,-1,unknown,none,sunny,149,1077,seavt001,handb101,,,
CHN196704270,"""version 7RS(19) of 07/07/92""",NYN,CHN,CHI11,1967/04/27,0,1:30PM,day,false,burkk101,varge901,willb901,secof101,"""Mets,Cubs""","""Fischthal""","""Fischthal""",1997/01/24 10:21PM,park,count,0,unknown,-1,unknown,none,sunny,143,1849,jenkf101,fishj101,,,
CHN196705050,"""version 7RS(19) of 07/07/92""",SLN,CHN,CHI11,1967/05/05,0,1:30PM,day,false,sudoe901,weyel901,wendh901,jackb901,"""SLN & CHN""","""Shannon G. Lynn""","""Shannon G. Lynn""",1994/09/04 11:33PM,park,none,48,unknown,-1,unknown,unknown,unknown,153,2106,holtk101,carls001,handb101,,
CHN196705060,"""version 7RS(19) of 07/07/92""",SLN,CHN,CHI11,1967/05/06,0,1:15PM,day,false,weyel901,wendh901,jackb901,sudoe901,"""CHN & SLN""","""Shannon G. Lynn""","""Shannon G. Lynn""",1994/09/04 11:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,8660,jacka101,simmc101,willr102,,
CHN196705070,"""version 7RS(19) of 07/07/92""",SLN,CHN,CHI11,1967/05/07,0,1:15PM,day,false,wendh901,jackb901,sudoe901,weyel901,"""SLN & CHN""","""Shannon G. Lynn""","""Shannon G. Lynn""",1994/09/05 7:52AM,park,none,62,unknown,-1,dry,none,sunny,142,17618,nye-r101,gibsb101,,,
CHN196705080,"""version 7RS(19) of 07/07/92""",SFN,CHN,CHI11,1967/05/08,0,1:30PM,day,false,pryop901,engeb901,gormt101,venzt901,"""Bob Stevens""",,"""Alan Boodman""",1995/07/26 7:49AM,unknown,none,50,unknown,15,unknown,unknown,cloudy,127,2811,marij101,jenkf101,,,
CHN196705090,"""version 7RS(19) of 07/07/92""",SFN,CHN,CHI11,1967/05/09,0,0:00PM,day,false,engeb901,gormt101,venzt901,pryop901,"""Bob Stevens""",,"""Alan Boodman""",1995/07/26 8:00AM,unknown,none,60,unknown,-1,unknown,unknown,unknown,146,2263,culpr101,bolib101,handb101,,
CHN196705100,"""version 7RS(19) of 07/07/92""",SFN,CHN,CHI11,1967/05/10,0,1:30PM,day,false,gormt101,venzt901,pryop901,engeb901,"""Bob Stevens""",,"""Alan Boodman""",1995/07/26 8:09AM,unknown,none,48,unknown,-1,unknown,unknown,cloudy,144,2176,holtk101,perrg101,radad101,,
CHN196705190,"""version 7RS(19) of 07/07/92""",LAN,CHN,CHI11,1967/05/19,0,1:30PM,day,false,donaa901,lands901,steim901,barla901,"""CHN/Hunter""","""M. Dehler""","""M. Dehler""",1999/01/02 9:04PM,unknown,count,65,unknown,-1,unknown,unknown,sunny,156,5242,drysd101,nye-r101,,,
CHN196705200,"""version 7RS(19) of 07/07/92""",LAN,CHN,CHI11,1967/05/20,0,0:00PM,day,false,lands901,steim901,barla901,donaa901,"""Hunter/CHN""","""M. Dehler""","""M. Dehler""",1999/01/03 10:23PM,unknown,count,50,unknown,-1,unknown,unknown,cloudy,172,12801,holtk101,ostec103,,,
CHN196705211,"""version 7RS(19) of 07/07/92""",LAN,CHN,CHI11,1967/05/21,1,12:30PM,day,false,steim901,barla901,donaa901,lands901,"""Hunter/CHN""","""M. Dehler""","""M. Dehler""",1999/01/21 9:09PM,unknown,count,58,fromrf,7,unknown,unknown,sunny,163,0,brewj102,culpr101,regap101,,
