game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,htbf,gametype,umplf,umprf
MIN200704020,BAL,MIN,MIN03,2007/04/02,0,6:13PM,night,true,westj901,rapue901,hicke901,buckc901,park,pitches,mee-t701,68,tolf,0,unknown,unknown,unknown,176,48711,santj003,bedae001,nathj001,,,,
MIN200704030,BAL,MIN,MIN03,2007/04/03,0,7:11PM,night,true,rapue901,hicke901,buckc901,westj901,park,pitches,mee-t701,70,rtol,0,unknown,unknown,unknown,158,24439,neshp001,cabrd001,nathj001,,,,
MIN200704040,BAL,MIN,MIN03,2007/04/04,0,7:10PM,night,true,hicke901,buckc901,westj901,rapue901,park,pitches,mee-t701,70,fromcf,0,unknown,unknown,unknown,154,27539,ortir002,wrigj002,,,,,
MIN200704090,NYA,MIN,MIN03,2007/04/09,0,6:08PM,night,true,gibsg901,randt901,relic901,vanol901,park,pitches,mee-t701,70,fromlf,0,unknown,unknown,unknown,153,26047,pavac001,ponss001,,,,,
MIN200704100,NYA,MIN,MIN03,2007/04/10,0,7:10PM,night,true,randt901,relic901,vanol901,gibsg901,park,pitches,mee-t701,70,unknown,0,unknown,unknown,unknown,168,24552,petta001,bonsb001,,,,,
MIN200704110,NYA,MIN,MIN03,2007/04/11,0,7:10PM,night,true,relic901,vanol901,gibsg901,randt901,park,pitches,mee-t701,70,tocf,0,unknown,unknown,unknown,156,30131,ortir002,farnk001,,,,,
MIN200704120,TBA,MIN,MIN03,2007/04/12,0,7:10PM,night,true,vanol901,gibsg901,randt901,relic901,park,pitches,mee-t701,70,ltor,0,unknown,unknown,unknown,149,15869,nathj001,stokb001,,,,,
MIN200704130,TBA,MIN,MIN03,2007/04/13,0,7:10PM,night,true,millb901,randt901,everm901,monte901,park,pitches,mee-t701,70,tocf,0,unknown,unknown,unknown,157,27783,kazms001,santj003,reyea001,,,,
MIN200704140,TBA,MIN,MIN03,2007/04/14,0,6:10PM,night,true,randt901,everm901,monte901,millb901,park,pitches,mee-t701,71,tocf,0,unknown,unknown,unknown,179,35269,ponss001,jacke001,,,,,
MIN200704150,TBA,MIN,MIN03,2007/04/15,0,1:11PM,day,true,everm901,monte901,millb901,randt901,park,pitches,mee-t701,70,ltor,0,unknown,unknown,unknown,157,27024,stokb001,nathj001,reyea001,,,,
MIN200704230,CLE,MIN,MIN03,2007/04/23,0,7:10PM,night,true,barkl901,reynj901,guccc901,cedeg901,park,pitches,mee-t701,70,fromlf,0,unknown,unknown,unknown,229,16076,hernr001,craij001,,,,,
MIN200704240,CLE,MIN,MIN03,2007/04/24,0,7:11PM,night,true,reynj901,guccc901,cedeg901,barkl901,park,pitches,mee-t701,70,tolf,0,unknown,unknown,unknown,154,20849,carmf001,santj003,boroj001,,,,
MIN200704250,KCA,MIN,MIN03,2007/04/25,0,7:10PM,night,true,randt901,relic901,vanol901,gibsg901,park,pitches,mee-t701,70,torf,0,unknown,unknown,unknown,161,21496,pereo001,ponss001,sorij001,,,,
MIN200704260,KCA,MIN,MIN03,2007/04/26,0,12:11PM,day,true,relic901,vanol901,gibsg901,randt901,park,pitches,mee-t701,66,fromcf,0,unknown,unknown,unknown,222,18520,rincj001,wellt002,,,,,
MIN200705040,BOS,MIN,MIN03,2007/05/04,0,7:11PM,night,true,nelsj901,wolfj901,tscht901,joycj901,park,pitches,mee-t701,69,unknown,0,unknown,unknown,unknown,153,34951,waket001,silvc001,papej001,,,,
MIN200705050,BOS,MIN,MIN03,2007/05/05,0,6:10PM,night,true,wolfj901,tscht901,joycj901,nelsj901,park,pitches,mee-t701,69,unknown,0,unknown,unknown,unknown,180,40088,santj003,tavaj001,nathj001,,,,
MIN200705060,BOS,MIN,MIN03,2007/05/06,0,1:11PM,day,true,tscht901,joycj901,nelsj901,wolfj901,park,pitches,mee-t701,70,unknown,0,unknown,unknown,unknown,181,27807,schic002,ponss001,papej001,,,,
MIN200705080,CHA,MIN,MIN03,2007/05/08,0,7:11PM,night,true,eddid901,demud901,cousd901,danlk901,park,pitches,mee-t701,70,torf,0,unknown,unknown,unknown,190,21979,rincj001,sisca001,,,,,
MIN200705090,CHA,MIN,MIN03,2007/05/09,0,7:10PM,night,true,demud901,cousd901,danlk901,eddid901,park,pitches,mee-t701,70,tolf,0,unknown,unknown,unknown,149,24367,dankj001,ortir002,jenkb001,,,,
MIN200705100,CHA,MIN,MIN03,2007/05/10,0,12:10PM,day,true,cousd901,danlk901,eddid901,demud901,park,pitches,mee-t701,70,ltor,0,unknown,unknown,unknown,134,23663,contj002,silvc001,,,,,
MIN200705110,DET,MIN,MIN03,2007/05/11,0,7:10PM,night,true,schrp901,mcclt901,culbf901,fostm901,park,pitches,mee-t701,68,ltor,0,unknown,unknown,unknown,185,31458,marom001,santj003,,,,,
MIN200705120,DET,MIN,MIN03,2007/05/12,0,2:46PM,day,true,mcclt901,culbf901,fostm901,schrp901,park,pitches,mee-t701,70,tolf,0,unknown,unknown,unknown,149,32176,durbc001,ponss001,lopea003,,,,
MIN200705130,DET,MIN,MIN03,2007/05/13,0,7:10PM,night,true,culbf901,fostm901,schrp901,mcclt901,park,pitches,mee-t701,70,torf,0,unknown,unknown,unknown,206,25037,bonsb001,vasqv001,,,,,
MIN200705250,TOR,MIN,MIN03,2007/05/25,0,7:11PM,night,true,drecb901,dowda901,darlg901,poncl901,park,pitches,mee-t701,69,fromlf,0,unknown,unknown,unknown,174,26781,guerm001,downs001,nathj001,,,,
MIN200705260,TOR,MIN,MIN03,2007/05/26,0,6:10PM,night,true,dowda901,darlg901,poncl901,drecb901,park,pitches,mee-t701,70,rtol,0,unknown,unknown,unknown,234,31434,tallb001,guerm001,,,,,
MIN200705270,TOR,MIN,MIN03,2007/05/27,0,1:11PM,day,true,darlg901,poncl901,drecb901,dowda901,park,pitches,mee-t701,70,tolf,0,unknown,unknown,unknown,136,25781,silvc001,burna001,nathj001,,,,
MIN200705280,CHA,MIN,MIN03,2007/05/28,0,1:11PM,day,true,vanol901,gibsg901,randt901,relic901,park,pitches,mee-t701,69,rtol,0,unknown,unknown,unknown,179,27090,santj003,contj002,,,,,
MIN200705290,CHA,MIN,MIN03,2007/05/29,0,7:10PM,night,true,randt901,relic901,johna901,vanol901,park,pitches,mee-t701,70,rtol,0,unknown,unknown,unknown,166,23771,bonsb001,dankj001,,,,,
MIN200705300,CHA,MIN,MIN03,2007/05/30,0,12:11PM,day,true,relic901,johna901,vanol901,randt901,park,pitches,mee-t701,69,tocf,0,unknown,unknown,unknown,168,29042,nathj001,macdm001,,,,,
MIN200706080,WAS,MIN,MIN03,2007/06/08,0,7:10PM,night,true,scotd901,emmep901,iassd901,kulpr901,park,pitches,thors701,70,tocf,0,unknown,unknown,unknown,152,25144,simoj001,silvc001,rives001,,,,
MIN200706090,WAS,MIN,MIN03,2007/06/09,0,6:10PM,night,true,emmep901,iassd901,kulpr901,scotd901,park,pitches,sinkh701,69,tocf,0,unknown,unknown,unknown,160,39742,speil001,santj003,cordc001,,,,
MIN200706100,WAS,MIN,MIN03,2007/06/10,0,1:11PM,day,true,iassd901,kulpr901,scotd901,emmep901,park,pitches,wongg701,70,tocf,0,unknown,unknown,unknown,185,31035,bonsb001,bacsm001,nathj001,,,,
MIN200706120,ATL,MIN,MIN03,2007/06/12,0,7:10PM,night,true,westj901,rapue901,hicke901,buckc901,park,pitches,wongg701,70,rtol,0,unknown,unknown,unknown,159,25868,slowk001,davik002,,,,,
MIN200706130,ATL,MIN,MIN03,2007/06/13,0,7:10PM,night,true,rapue901,hicke901,buckc901,westj901,park,pitches,thors701,70,fromlf,0,unknown,unknown,unknown,130,27903,silvc001,jamec002,,,,,
MIN200706140,ATL,MIN,MIN03,2007/06/14,0,7:11PM,night,true,hicke901,buckc901,westj901,rapue901,park,pitches,wongg701,70,tolf,0,unknown,unknown,unknown,155,26714,reyed001,wickb001,,,,,
MIN200706150,MIL,MIN,MIN03,2007/06/15,0,7:11PM,night,true,onorb901,cuzzp901,hallt901,crawj901,park,pitches,fritb701,70,rtol,0,unknown,unknown,unknown,166,27977,vargc001,bakes002,shoub001,,,,
MIN200706160,MIL,MIN,MIN03,2007/06/16,0,6:10PM,night,true,cuzzp901,hallt901,crawj901,onorb901,park,pitches,thors701,70,rtol,0,unknown,unknown,unknown,188,37117,bushd001,bonsb001,cordf002,,,,
MIN200706170,MIL,MIN,MIN03,2007/06/17,0,1:11PM,day,true,hallt901,crawj901,onorb901,cuzzp901,park,pitches,wongg701,71,rtol,0,unknown,unknown,unknown,194,31624,nathj001,spurc001,,,,,
MIN200706250,TOR,MIN,MIN03,2007/06/25,0,7:10PM,night,true,froeb901,wintm901,rungb901,wegnm901,park,pitches,fritb701,70,unknown,0,unknown,unknown,unknown,173,24240,hallr001,guerm001,accaj001,,,,
MIN200706260,TOR,MIN,MIN03,2007/06/26,0,7:11PM,night,true,wintm901,rungb901,wegnm901,froeb901,park,pitches,sinkh701,70,fromcf,0,unknown,unknown,unknown,195,27000,rincj001,tallb001,,,,,
MIN200706270,TOR,MIN,MIN03,2007/06/27,0,7:10PM,night,true,rungb901,wegnm901,froeb901,wintm901,park,pitches,sinkh701,70,rtol,0,unknown,unknown,unknown,166,30959,towej001,bonsb001,accaj001,,,,
MIN200706280,TOR,MIN,MIN03,2007/06/28,0,12:10PM,day,true,wegnm901,froeb901,wintm901,rungb901,park,pitches,wongg701,68,ltor,0,unknown,unknown,unknown,155,31038,silvc001,frasj002,nathj001,,,,
MIN200707120,OAK,MIN,MIN03,2007/07/12,0,7:11PM,night,true,cedeg901,reynj901,welkt901,barkl901,park,pitches,sinkh701,70,unknown,0,unknown,unknown,unknown,156,25207,bakes002,gaudc001,,,,,
MIN200707130,OAK,MIN,MIN03,2007/07/13,0,7:10PM,night,true,reynj901,welkt901,barkl901,cedeg901,park,pitches,sinkh701,69,torf,0,unknown,unknown,unknown,154,36338,santj003,dinal001,nathj001,,,,
MIN200707140,OAK,MIN,MIN03,2007/07/14,0,6:10PM,night,true,welkt901,barkl901,cedeg901,reynj901,park,pitches,sinkh701,70,torf,0,unknown,unknown,unknown,135,36066,silvc001,blanj001,nathj001,,,,
MIN200707150,OAK,MIN,MIN03,2007/07/15,0,1:11PM,day,true,barkl901,cedeg901,reynj901,welkt901,park,pitches,sinkh701,70,tocf,0,unknown,unknown,unknown,186,36737,neshp001,kennj001,,,,,
MIN200707170,DET,MIN,MIN03,2007/07/17,0,7:12PM,night,true,hoyej901,darlg901,cuzzp901,hallt901,park,pitches,wongg701,70,fromlf,0,unknown,unknown,unknown,159,30939,roben001,garzm001,jonet003,,,,
MIN200707180,DET,MIN,MIN03,2007/07/18,0,7:10PM,night,true,darlg901,cuzzp901,hallt901,hoyej901,park,pitches,thors701,70,tolf,0,unknown,unknown,unknown,211,38070,milla002,santj003,jonet003,,,,
MIN200707190,DET,MIN,MIN03,2007/07/19,0,12:11PM,day,true,cuzzp901,hallt901,hoyej901,darlg901,park,pitches,wongg701,68,tolf,0,unknown,unknown,unknown,211,36551,minez001,nathj001,jonet003,,,,
MIN200707200,ANA,MIN,MIN03,2007/07/20,0,7:10PM,night,true,randt901,relic901,gibsg901,vanol901,park,pitches,sinkh701,70,unknown,0,unknown,unknown,unknown,159,35794,silvc001,lackj001,nathj001,,,,
MIN200707210,ANA,MIN,MIN03,2007/07/21,0,6:10PM,night,true,relic901,gibsg901,vanol901,randt901,park,pitches,sinkh701,69,unknown,0,unknown,unknown,unknown,155,33868,neshp001,shies002,nathj001,,,,
MIN200707220,ANA,MIN,MIN03,2007/07/22,0,1:11PM,day,true,gibsg901,vanol901,randt901,relic901,park,pitches,sinkh701,70,unknown,0,unknown,unknown,unknown,176,33217,saunj001,garzm001,,,,,
MIN200707300,KCA,MIN,MIN03,2007/07/30,0,7:11PM,night,true,mcclt901,fostm901,culbf901,schrp901,park,pitches,fritb701,70,ltor,0,unknown,unknown,unknown,138,23628,bakes002,mechg001,nathj001,,,,
MIN200707310,KCA,MIN,MIN03,2007/07/31,0,7:10PM,night,true,fostm901,culbf901,schrp901,mcclt901,park,pitches,wongg701,70,rtol,0,unknown,unknown,unknown,131,22890,silvc001,delaj001,nathj001,,,,
MIN200708010,KCA,MIN,MIN03,2007/08/01,0,7:11PM,night,true,culbf901,schrp901,mcclt901,fostm901,park,pitches,thors701,70,ltor,0,unknown,unknown,unknown,180,24880,greiz001,rincj001,sorij001,,,,
MIN200708030,CLE,MIN,MIN03,2007/08/03,0,7:12PM,night,true,scotd901,kulpr901,emmep901,iassd901,park,pitches,fritb701,70,rtol,0,unknown,unknown,unknown,198,31664,sabac001,santj003,boroj001,,,,
MIN200708040,CLE,MIN,MIN03,2007/08/04,0,2:56PM,day,true,kulpr901,emmep901,iassd901,scotd901,park,pitches,thors701,70,torf,0,unknown,unknown,unknown,165,33663,ortir002,laffa001,nathj001,,,,
MIN200708050,CLE,MIN,MIN03,2007/08/05,0,1:11PM,day,true,emmep901,iassd901,scotd901,kulpr901,park,pitches,wongg701,70,fromlf,0,unknown,unknown,unknown,154,38334,bakes002,carmf001,nathj001,,,,
MIN200708060,CLE,MIN,MIN03,2007/08/06,0,7:10PM,night,true,iassd901,scotd901,kulpr901,emmep901,park,pitches,thors701,70,unknown,0,unknown,unknown,unknown,143,28314,byrdp001,silvc001,,,,,
MIN200708170,TEX,MIN,MIN03,2007/08/17,0,7:10PM,night,true,fleta901,reilm901,drakr901,dowda901,park,pitches,wongg701,70,fromlf,0,unknown,unknown,unknown,164,30924,guerm001,wrigj001,,,,,
MIN200708180,TEX,MIN,MIN03,2007/08/18,0,6:47PM,night,true,reilm901,drakr901,dowda901,fleta901,park,pitches,wongg701,70,rtol,0,unknown,unknown,unknown,156,41037,loe-k001,bonsb001,,,,,
MIN200708190,TEX,MIN,MIN03,2007/08/19,0,1:11PM,day,true,drakr901,dowda901,fleta901,reilm901,park,pitches,wongg701,68,fromcf,0,unknown,unknown,unknown,139,36353,santj003,millk004,nathj001,,,,
MIN200708200,SEA,MIN,MIN03,2007/08/20,0,7:11PM,night,true,millb901,guccc901,kellj901,laynj901,park,pitches,wongg701,69,rtol,0,unknown,unknown,unknown,143,31755,ramih002,garzm001,,,,,
MIN200708210,SEA,MIN,MIN03,2007/08/21,0,7:11PM,night,true,guccc901,kellj901,laynj901,millb901,park,pitches,thors701,70,fromcf,0,unknown,unknown,unknown,169,42373,washj001,bakes002,,,,,
MIN200708220,SEA,MIN,MIN03,2007/08/22,0,12:10PM,day,true,kellj901,laynj901,millb901,guccc901,park,pitches,wongg701,69,fromcf,0,unknown,unknown,unknown,136,29881,silvc001,batim001,,,,,
MIN200708311,KCA,MIN,MIN03,2007/08/31,1,1:11PM,day,true,nelsj901,hoyej901,tscht901,joycj901,park,pitches,wongg701,70,fromcf,0,unknown,unknown,unknown,181,15736,davik002,garzm001,,,,,
MIN200708312,KCA,MIN,MIN03,2007/08/31,2,7:10PM,night,true,wolfj901,tscht901,joycj901,hoyej901,park,pitches,sinkh701,70,fromcf,0,unknown,unknown,unknown,136,24986,bakes002,mechg001,,,,,
MIN200709010,KCA,MIN,MIN03,2007/09/01,0,11:10AM,day,true,tscht901,joycj901,nelsj901,wolfj901,park,pitches,sinkh701,69,rtol,0,unknown,unknown,unknown,164,21738,silvc001,duckb001,nathj001,,,,
MIN200709020,KCA,MIN,MIN03,2007/09/02,0,1:11PM,day,true,joycj901,nelsj901,wolfj901,tscht901,park,pitches,sinkh701,70,tocf,0,unknown,unknown,unknown,154,26454,bannb001,bonsb001,,,,,
MIN200709030,CLE,MIN,MIN03,2007/09/03,0,1:10PM,day,true,herna901,barrt901,hoyej901,carlm901,park,pitches,wongg701,69,unknown,0,unknown,unknown,unknown,160,24105,sabac001,santj003,,,,,
MIN200709040,CLE,MIN,MIN03,2007/09/04,0,7:10PM,night,true,barrt901,hoyej901,carlm901,herna901,park,pitches,thors701,70,unknown,0,unknown,unknown,unknown,228,16218,betar001,depaj003,boroj001,,,,
MIN200709050,CLE,MIN,MIN03,2007/09/05,0,12:10PM,day,true,hoyej901,carlm901,herna901,barrt901,park,pitches,wongg701,69,rtol,0,unknown,unknown,unknown,181,13977,carmf001,bakes002,perer002,,,,
MIN200709140,DET,MIN,MIN03,2007/09/14,0,7:11PM,night,true,vanol901,fairc901,randt901,gibsg901,park,pitches,sinkh701,65,unknown,0,unknown,unknown,unknown,168,22282,roben001,garzm001,jonet003,,,,
MIN200709150,DET,MIN,MIN03,2007/09/15,0,6:10PM,night,true,fairc901,randt901,gibsg901,vanol901,park,pitches,fritb701,69,unknown,0,unknown,unknown,unknown,173,35230,zumaj001,santj003,jonet003,,,,
MIN200709160,DET,MIN,MIN03,2007/09/16,0,1:11PM,day,true,randt901,gibsg901,vanol901,fairc901,park,pitches,thors701,70,rtol,0,unknown,unknown,unknown,186,21771,jurrj001,bakes002,jonet003,,,,
MIN200709170,TEX,MIN,MIN03,2007/09/17,0,7:10PM,night,true,hirsj901,nelsj901,dimum901,welkb901,park,pitches,fritb701,69,tocf,0,unknown,unknown,unknown,192,14197,nathj001,benoj001,,,,,
MIN200709180,TEX,MIN,MIN03,2007/09/18,0,7:10PM,night,true,nelsj901,dimum901,welkb901,hirsj901,park,pitches,wongg701,70,tocf,0,unknown,unknown,unknown,167,18226,silvc001,millk004,nathj001,,,,
MIN200709190,TEX,MIN,MIN03,2007/09/19,0,7:11PM,night,true,dimum901,welkb901,hirsj901,nelsj901,park,pitches,thors701,70,tocf,0,unknown,unknown,unknown,177,17842,garzm001,padiv001,nathj001,,,,
MIN200709210,CHA,MIN,MIN03,2007/09/21,0,7:10PM,night,true,welkt901,reynj901,knigb901,barkl901,park,pitches,thors701,70,unknown,0,unknown,unknown,unknown,149,27928,buehm001,santj003,jenkb001,,,,
MIN200709220,CHA,MIN,MIN03,2007/09/22,0,11:11AM,day,true,reynj901,knigb901,barkl901,welkt901,park,pitches,wongg701,68,fromcf,0,unknown,unknown,unknown,177,31737,vazqj001,bakes002,,,,,
MIN200709230,CHA,MIN,MIN03,2007/09/23,0,1:11PM,day,true,knigb901,barkl901,welkt901,reynj901,park,pitches,wongg701,68,fromlf,0,unknown,unknown,unknown,163,29382,slowk001,floyg001,,,,,
TEX200704060,BOS,TEX,ARL02,2007/04/06,0,1:06PM,day,true,drakr901,mcclt901,culbf901,schrp901,park,pitches,wells701,55,ltor,18,unknown,unknown,cloudy,134,51548,tejer001,waket001,otsua001,,,,
TEX200704070,BOS,TEX,ARL02,2007/04/07,0,7:05PM,night,true,mcclt901,culbf901,schrp901,drakr901,park,pitches,mocej701,38,ltor,6,unknown,unknown,overcast,208,40865,millk004,tavaj001,,,,,
TEX200704080,BOS,TEX,ARL02,2007/04/08,0,7:09PM,night,true,culbf901,schrp901,drakr901,mcclt901,park,pitches,wells701,49,fromcf,8,unknown,unknown,overcast,167,28347,schic002,padiv001,papej001,,,,
TEX200704090,TBA,TEX,ARL02,2007/04/09,0,7:06PM,night,true,younl901,herna901,barrt901,carlm901,park,pitches,schid701,55,fromcf,12,unknown,unknown,overcast,170,21547,mccab001,jacke001,,,,,
TEX200704100,TBA,TEX,ARL02,2007/04/10,0,7:06PM,night,true,herna901,barrt901,carlm901,younl901,park,pitches,wells701,74,rtol,18,unknown,unknown,sunny,186,23897,felds001,seo-j001,,,,,
TEX200704110,TBA,TEX,ARL02,2007/04/11,0,7:07PM,night,true,barrt901,carlm901,younl901,herna901,park,pitches,schid701,71,tolf,8,unknown,unknown,sunny,147,33674,shiej002,tejer001,reyea001,,,,
TEX200704200,OAK,TEX,ARL02,2007/04/20,0,7:06PM,night,true,gormb901,hallt901,davig901,nauep901,park,pitches,mocej701,76,fromlf,16,unknown,unknown,cloudy,183,29782,blanj001,mccab001,,,,,
TEX200704210,OAK,TEX,ARL02,2007/04/21,0,7:05PM,night,true,hallt901,davig901,nauep901,gormb901,park,pitches,schid701,77,rtol,20,unknown,unknown,cloudy,186,42945,loe-k001,kennj001,,,,,
TEX200704220,OAK,TEX,ARL02,2007/04/22,0,2:05PM,day,true,davig901,nauep901,gormb901,hallt901,park,pitches,wells701,75,fromlf,15,unknown,unknown,unknown,186,37002,eyrew001,duchj001,otsua001,,,,
TEX200704230,SEA,TEX,ARL02,2007/04/23,0,7:05PM,night,true,wintm901,wegnm901,froeb901,rungb901,park,pitches,mocej701,74,fromlf,20,unknown,unknown,unknown,182,26592,morrb001,millk004,putzj001,,,,
TEX200705010,NYA,TEX,ARL02,2007/05/01,0,7:06PM,night,true,cousd901,danlk901,eddid901,demud901,park,pitches,wells701,69,fromcf,15,unknown,unknown,cloudy,170,32310,hughp001,loe-k001,,,,,
TEX200705031,NYA,TEX,ARL02,2007/05/03,1,2:34PM,day,true,danlk901,campa902,demud901,cousd901,park,pitches,mocej701,78,fromlf,6,unknown,unknown,unknown,169,0,vizcl001,benoj001,rivem002,,,,
TEX200705032,NYA,TEX,ARL02,2007/05/03,2,7:45PM,night,true,eddid901,demud901,cousd901,campa902,park,pitches,schid701,70,rtol,15,unknown,unknown,cloudy,200,40671,mussm001,tejer001,rivem002,,,,
TEX200705040,TOR,TEX,ARL02,2007/05/04,0,7:07PM,night,true,mealj901,drecb901,drakr901,poncl901,park,pitches,mocej701,82,fromcf,14,unknown,unknown,sunny,136,24342,mccab001,ohkat001,eyrew001,,,,
TEX200705050,TOR,TEX,ARL02,2007/05/05,0,7:06PM,night,true,drecb901,drakr901,poncl901,mealj901,park,pitches,schid701,80,fromcf,11,unknown,unknown,overcast,146,27421,padiv001,hallr001,,,,,
TEX200705060,TOR,TEX,ARL02,2007/05/06,0,2:07PM,day,true,drakr901,poncl901,mealj901,drecb901,park,pitches,wells701,83,fromlf,18,unknown,unknown,cloudy,141,19103,benoj001,burna001,otsua001,,,,
TEX200705110,ANA,TEX,ARL02,2007/05/11,0,7:07PM,night,true,reedr901,meric901,marqa901,timmt901,park,pitches,schid701,83,torf,7,unknown,unknown,cloudy,135,30782,lackj001,padiv001,,,,,
TEX200705120,ANA,TEX,ARL02,2007/05/12,0,2:46PM,day,true,meric901,marqa901,timmt901,reedr901,park,pitches,wells701,85,torf,5,unknown,unknown,cloudy,165,36474,colob001,loe-k001,rodrf003,,,,
TEX200705130,ANA,TEX,ARL02,2007/05/13,0,2:06PM,day,true,marqa901,timmt901,reedr901,meric901,park,pitches,schid701,88,ltor,9,unknown,unknown,cloudy,169,24847,gagne001,shies002,,,,,
TEX200705140,ANA,TEX,ARL02,2007/05/14,0,1:07PM,day,true,timmt901,reedr901,meric901,marqa901,park,pitches,mocej701,86,rtol,7,unknown,unknown,cloudy,178,23421,weavj003,millk004,,,,,
TEX200705210,MIN,TEX,ARL02,2007/05/21,0,7:33PM,night,true,monte901,millb901,hudsm901,laynj901,park,pitches,wells701,75,fromlf,13,unknown,unknown,overcast,179,24814,padiv001,silvc001,,,,,
TEX200705220,MIN,TEX,ARL02,2007/05/22,0,7:07PM,night,true,millb901,hudsm901,laynj901,monte901,park,pitches,mocej701,76,fromlf,17,unknown,unknown,unknown,154,27013,santj003,loe-k001,,,,,
TEX200705230,MIN,TEX,ARL02,2007/05/23,0,1:06PM,day,true,hudsm901,laynj901,monte901,millb901,park,pitches,wells701,81,fromcf,14,unknown,unknown,unknown,209,24370,bonsb001,tejer001,nathj001,,,,
TEX200705250,BOS,TEX,ARL02,2007/05/25,0,9:02PM,night,true,younl901,herna901,barrt901,carlm901,park,pitches,wells701,69,ltor,5,wet,rain,unknown,203,33552,matsd001,littw001,,,,,
TEX200705260,BOS,TEX,ARL02,2007/05/26,0,7:07PM,night,true,herna901,barrt901,carlm901,younl901,park,pitches,mocej701,75,fromcf,17,unknown,unknown,unknown,187,37974,waket001,padiv001,papej001,,,,
TEX200705270,BOS,TEX,ARL02,2007/05/27,0,2:07PM,day,true,barrt901,carlm901,younl901,herna901,park,pitches,schid701,74,fromcf,10,unknown,unknown,overcast,190,40323,pinej001,otsua001,okajh001,,,,
TEX200706050,DET,TEX,ARL02,2007/06/05,0,7:37PM,night,true,crawj901,onorb901,dowda901,hallt901,park,pitches,wells701,87,fromcf,9,unknown,unknown,sunny,205,32003,eyrew001,roben001,gagne001,,,,
TEX200706060,DET,TEX,ARL02,2007/06/06,0,7:36PM,night,true,onorb901,dowda901,hallt901,crawj901,park,pitches,schid701,86,fromlf,21,unknown,unknown,cloudy,164,28795,verlj001,millk004,,,,,
TEX200706070,DET,TEX,ARL02,2007/06/07,0,7:37PM,night,true,dowda901,hallt901,crawj901,onorb901,park,pitches,mocej701,91,fromlf,18,unknown,unknown,sunny,181,22990,marom001,loe-k001,,,,,
TEX200706080,MIL,TEX,ARL02,2007/06/08,0,7:36PM,night,true,rapue901,hicke901,buckc901,drakr901,park,pitches,wells701,85,torf,9,unknown,unknown,sunny,166,29562,tejer001,capuc001,gagne001,,,,
TEX200706090,MIL,TEX,ARL02,2007/06/09,0,7:37PM,night,true,hicke901,buckc901,drakr901,rapue901,park,pitches,mocej701,89,fromcf,15,unknown,unknown,cloudy,157,37882,franf001,cordf002,,,,,
TEX200706100,MIL,TEX,ARL02,2007/06/10,0,7:35PM,night,true,buckc901,drakr901,rapue901,hicke901,park,pitches,schid701,90,fromcf,12,unknown,unknown,unknown,260,24129,villc001,eyrew001,vargc001,,,,
TEX200706190,CHN,TEX,ARL02,2007/06/19,0,7:36PM,night,true,hudsm901,monte901,hoyej901,millb901,park,pitches,mocej701,92,rtol,10,unknown,unknown,cloudy,175,38290,marmc001,benoj001,dempr002,,,,
TEX200706200,CHN,TEX,ARL02,2007/06/20,0,7:36PM,night,true,monte901,hoyej901,millb901,hudsm901,park,pitches,wells701,86,rtol,16,unknown,unknown,sunny,172,37564,loe-k001,marqj001,,,,,
TEX200706210,CHN,TEX,ARL02,2007/06/21,0,1:06PM,day,true,hoyej901,millb901,hudsm901,monte901,park,pitches,mocej701,80,fromlf,6,unknown,unknown,unknown,183,38406,gagne001,howrb001,,,,,
TEX200706220,HOU,TEX,ARL02,2007/06/22,0,7:36PM,night,true,drakr901,joycj901,campa902,tscht901,park,pitches,wells701,82,fromlf,8,unknown,unknown,unknown,196,37847,millk004,willw001,,,,,
TEX200706230,HOU,TEX,ARL02,2007/06/23,0,2:56PM,day,true,joycj901,campa902,tscht901,drakr901,park,pitches,schid701,91,rtol,14,unknown,unknown,sunny,183,42315,wrigj001,oswar001,,,,,
TEX200706240,HOU,TEX,ARL02,2007/06/24,0,7:36PM,night,true,campa902,tscht901,drakr901,joycj901,park,pitches,mocej701,84,fromlf,10,unknown,unknown,unknown,222,31560,wheed001,wilsc004,qualc001,,,,
TEX200707030,ANA,TEX,ARL02,2007/07/03,0,7:35PM,night,true,hirsj901,welkb901,campa902,diazl901,park,pitches,schid701,78,tocf,4,unknown,unknown,unknown,164,24871,millk004,sante001,,,,,
TEX200707040,ANA,TEX,ARL02,2007/07/04,0,7:37PM,night,true,welkb901,campa902,diazl901,hirsj901,park,pitches,schid701,81,fromlf,10,unknown,unknown,unknown,167,46105,wrigj001,weavj003,gagne001,,,,
TEX200707050,ANA,TEX,ARL02,2007/07/05,0,7:37PM,night,true,campa902,diazl901,hirsj901,welkb901,park,pitches,mocej701,77,ltor,9,unknown,unknown,unknown,173,22062,escok001,tejer001,,,,,
TEX200707060,BAL,TEX,ARL02,2007/07/06,0,7:37PM,night,true,knigb901,welkt901,barkl901,cedeg901,park,pitches,wells701,86,fromlf,4,unknown,unknown,cloudy,189,24035,benoj001,shuep001,,,,,
