game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,htbf,gametype,umplf,umprf
WAS200706020,SDN,WAS,WAS10,2007/06/02,0,7:06PM,night,false,marsr901,davib902,holbs901,wendh902,park,pitches,vincd701,85,rtol,14,unknown,unknown,unknown,156,21635,germj001,speil001,,,,,
WAS200706030,SDN,WAS,WAS10,2007/06/03,0,1:36PM,day,false,davib902,holbs901,wendh902,marsr901,park,pitches,vincd701,69,fromcf,13,wet,rain,unknown,162,26967,welld001,simoj001,,,,,
WAS200706050,PIT,WAS,WAS10,2007/06/05,0,7:07PM,night,false,rungb901,wegnm901,wintm901,hoyej901,park,pitches,tritb701,80,tolf,6,unknown,unknown,cloudy,178,19169,chacs001,bacsm001,cappm001,,,,
WAS200706060,PIT,WAS,WAS10,2007/06/06,0,7:06PM,night,false,wegnm901,wintm901,hoyej901,rungb901,park,pitches,tritb701,75,ltor,12,unknown,unknown,sunny,185,24755,cordc001,torrs001,,,,,
WAS200706070,PIT,WAS,WAS10,2007/06/07,0,1:05PM,day,false,wintm901,hoyej901,rungb901,wegnm901,park,pitches,tritb701,82,rtol,13,unknown,unknown,sunny,136,25622,cappm001,cordc001,,,,,
WAS200706180,DET,WAS,WAS10,2007/06/18,0,7:06PM,night,false,davig901,gormb901,everm901,nauep901,park,pitches,tritb701,91,fromlf,9,unknown,unknown,sunny,174,22562,marom001,chicm001,,,,,
WAS200706190,DET,WAS,WAS10,2007/06/19,0,7:05PM,night,false,gormb901,everm901,nauep901,davig901,park,pitches,tritb701,91,fromcf,10,unknown,unknown,overcast,183,22227,durbc001,simoj001,,,,,
WAS200706200,DET,WAS,WAS10,2007/06/20,0,7:05PM,night,false,everm901,nauep901,davig901,gormb901,park,pitches,tritb701,81,tocf,15,unknown,unknown,sunny,195,26637,bondj001,rives001,,,,,
WAS200706220,CLE,WAS,WAS10,2007/06/22,0,7:06PM,night,false,welkb901,diazl901,hirsj901,bellw901,park,pitches,vincd701,73,tocf,16,unknown,unknown,sunny,184,24534,rives001,carmf001,cordc001,,,,
WAS200706230,CLE,WAS,WAS10,2007/06/23,0,7:05PM,night,false,diazl901,hirsj901,bellw901,welkb901,park,pitches,vincd701,72,tocf,9,unknown,unknown,cloudy,164,32539,mastt001,cordc001,boroj001,,,,
WAS200706240,CLE,WAS,WAS10,2007/06/24,0,1:36PM,day,false,hirsj901,bellw901,welkb901,diazl901,park,pitches,vincd701,82,rtol,1,unknown,unknown,sunny,152,26413,simoj001,westj001,cordc001,,,,
WAS200707020,CHN,WAS,WAS10,2007/07/02,0,7:07PM,night,false,barrs901,fleta901,reilm901,kellj901,park,pitches,tritb701,78,fromcf,4,unknown,unknown,sunny,179,24015,lillt001,simoj001,,,,,
WAS200707030,CHN,WAS,WAS10,2007/07/03,0,7:06PM,night,false,fleta901,reilm901,kellj901,barrs901,park,pitches,tritb701,77,fromcf,11,unknown,unknown,unknown,166,30106,zambc001,reddt001,howrb001,,,,
WAS200707040,CHN,WAS,WAS10,2007/07/04,0,12:05PM,day,false,reilm901,kellj901,barrs901,fleta901,park,pitches,tritb701,83,tolf,16,unknown,unknown,cloudy,151,39207,chicm001,hillr001,,,,,
WAS200707050,CHN,WAS,WAS10,2007/07/05,0,7:05PM,night,false,kellj901,barrs901,fleta901,reilm901,park,pitches,tritb701,79,fromcf,11,unknown,unknown,unknown,164,22594,ohmaw001,ayall001,howrb001,,,,
WAS200707060,MIL,WAS,WAS10,2007/07/06,0,7:06PM,night,false,carlm901,younl901,herna901,culbf901,park,pitches,tritb701,87,tocf,6,unknown,unknown,cloudy,167,18961,bushd001,bacsm001,,,,,
WAS200707070,MIL,WAS,WAS10,2007/07/07,0,7:06PM,night,false,younl901,herna901,culbf901,carlm901,park,pitches,tritb701,88,torf,7,unknown,unknown,cloudy,191,24774,simoj001,suppj001,cordc001,,,,
WAS200707080,MIL,WAS,WAS10,2007/07/08,0,1:36PM,day,false,herna901,culbf901,carlm901,younl901,park,pitches,tritb701,93,torf,9,unknown,unknown,cloudy,159,20637,reddt001,capuc001,,,,,
WAS200707160,HOU,WAS,WAS10,2007/07/16,0,7:06PM,night,false,hirsj901,diazl901,bellw901,welkb901,park,pitches,tritb701,87,tolf,11,unknown,unknown,overcast,143,22392,rives001,willw001,cordc001,,,,
WAS200707170,HOU,WAS,WAS10,2007/07/17,0,7:05PM,night,false,diazl901,bellw901,welkb901,hirsj901,park,pitches,tritb701,90,fromcf,11,unknown,unknown,sunny,168,22362,sampc001,reddt001,lidgb001,,,,
WAS200707180,HOU,WAS,WAS10,2007/07/18,0,1:05PM,day,false,bellw901,welkb901,hirsj901,diazl901,park,pitches,tritb701,90,fromlf,8,unknown,unknown,overcast,156,27119,bergj001,jennj001,cordc001,,,,
WAS200707190,COL,WAS,WAS10,2007/07/19,0,7:06PM,night,false,drakr901,tscht901,johna901,joycj901,park,pitches,vincd701,83,tolf,11,unknown,unknown,unknown,210,20573,raucj001,hawkl001,,,,,
WAS200707200,COL,WAS,WAS10,2007/07/20,0,7:07PM,night,false,tscht901,johna901,joycj901,drakr901,park,pitches,vincd701,81,torf,16,unknown,unknown,cloudy,167,27581,cooka002,trabb001,corpm001,,,,
WAS200707210,COL,WAS,WAS10,2007/07/21,0,3:56PM,day,false,johna901,joycj901,drakr901,tscht901,park,pitches,vincd701,83,unknown,6,unknown,unknown,sunny,147,31674,bacsm001,loper001,cordc001,,,,
WAS200707220,COL,WAS,WAS10,2007/07/22,0,1:36PM,day,false,joycj901,drakr901,tscht901,johna901,park,pitches,vincd701,83,ltor,16,unknown,unknown,sunny,143,21793,raucj001,julij001,cordc001,,,,
WAS200707310,CIN,WAS,WAS10,2007/07/31,0,7:06PM,night,false,meric901,reedr901,barrs901,timmt901,park,pitches,tritb701,88,tocf,10,unknown,unknown,sunny,173,20165,chicm001,livib001,cordc001,,,,
WAS200708010,CIN,WAS,WAS10,2007/08/01,0,7:06PM,night,false,reedr901,barrs901,timmt901,meric901,park,pitches,tritb701,88,rtol,4,unknown,unknown,cloudy,177,28944,lannj001,arrob001,,,,,
WAS200708020,CIN,WAS,WAS10,2007/08/02,0,7:06PM,night,false,barrs901,timmt901,meric901,reedr901,park,pitches,tritb701,89,rtol,12,unknown,unknown,sunny,153,26223,bacsm001,dumap001,,,,,
WAS200708030,SLN,WAS,WAS10,2007/08/03,0,7:06PM,night,false,johna901,wintm901,rungb901,wegnm901,park,pitches,vincd701,90,ltor,8,unknown,unknown,unknown,205,27992,cordc001,franr001,,,,,
WAS200708040,SLN,WAS,WAS10,2007/08/04,0,7:05PM,night,false,wintm901,rungb901,wegnm901,johna901,park,pitches,vincd701,93,tocf,5,unknown,unknown,cloudy,170,29252,hanrj001,pinej001,,,,,
WAS200708050,SLN,WAS,WAS10,2007/08/05,0,1:35PM,day,false,rungb901,wegnm901,johna901,wintm901,park,pitches,vincd701,86,fromcf,5,unknown,unknown,unknown,192,33517,kingr001,franr001,cordc001,,,,
WAS200708140,PHI,WAS,WAS10,2007/08/14,0,7:07PM,night,false,monte901,laynj901,hudsm901,guccc901,park,pitches,vincd701,82,fromcf,6,unknown,unknown,sunny,166,27128,alfoa001,raucj001,myerb001,,,,
WAS200708150,PHI,WAS,WAS10,2007/08/15,0,7:06PM,night,false,laynj901,hudsm901,guccc901,johna901,park,pitches,vincd701,88,tolf,10,unknown,unknown,cloudy,162,25575,reddt001,kendk001,cordc001,,,,
WAS200708160,PHI,WAS,WAS10,2007/08/16,0,7:05PM,night,false,hudsm901,guccc901,johna901,laynj901,park,pitches,vincd701,88,tolf,8,unknown,unknown,unknown,183,27308,hamec001,hanrj001,myerb001,,,,
WAS200708170,NYN,WAS,WAS10,2007/08/17,0,7:07PM,night,false,westj901,rapue901,hicke901,buckc901,park,pitches,vincd701,90,fromlf,14,unknown,unknown,cloudy,189,23636,glavt001,chicm001,,,,,
WAS200708180,NYN,WAS,WAS10,2007/08/18,0,7:06PM,night,false,rapue901,hicke901,buckc901,westj901,park,pitches,vincd701,79,tocf,6,unknown,unknown,cloudy,210,35157,pereo002,lannj001,wagnb001,,,,
WAS200708190,NYN,WAS,WAS10,2007/08/19,0,1:35PM,day,false,hicke901,buckc901,westj901,rapue901,park,pitches,vincd701,73,tocf,10,unknown,unknown,overcast,156,29092,herno001,raucj001,,,,,
WAS200708310,SFN,WAS,WAS10,2007/08/31,0,7:06PM,night,false,marsr901,davib902,wendh902,holbs901,park,pitches,vincd701,84,torf,15,unknown,unknown,sunny,164,25169,corrk001,reddt001,hennb001,,,,
WAS200709010,SFN,WAS,WAS10,2007/09/01,0,7:06PM,night,false,davib902,wendh902,holbs901,marsr901,park,pitches,vincd701,82,fromlf,3,unknown,unknown,cloudy,153,30221,hanrj001,sancj002,cordc001,,,,
WAS200709020,SFN,WAS,WAS10,2007/09/02,0,1:36PM,day,false,wendh902,holbs901,marsr901,davib902,park,pitches,vincd701,79,tolf,5,unknown,unknown,cloudy,140,27310,cordc001,wilsb001,,,,,
WAS200709030,FLO,WAS,WAS10,2007/09/03,0,1:06PM,day,false,dimum901,welkb901,diazl901,bellw901,park,pitches,vincd701,80,tocf,12,unknown,unknown,sunny,179,27592,bergj001,vandr001,cordc001,,,,
WAS200709040,FLO,WAS,WAS10,2007/09/04,0,7:04PM,night,false,welkb901,diazl901,bellw901,dimum901,park,pitches,vincd701,89,unknown,0,unknown,unknown,sunny,170,15611,schrc001,gregk001,,,,,
WAS200709050,FLO,WAS,WAS10,2007/09/05,0,7:05PM,night,false,diazl901,bellw901,dimum901,welkb901,park,pitches,vincd701,86,rtol,9,unknown,unknown,sunny,194,19222,ayall001,lindm001,cordc001,,,,
WAS200709140,ATL,WAS,WAS10,2007/09/14,0,7:21PM,night,false,wolfj901,tscht901,joycj901,nelsj901,park,pitches,tritb701,74,tolf,5,wet,rain,unknown,313,18568,ascaj001,coloj001,,,,,
WAS200709150,ATL,WAS,WAS10,2007/09/15,0,7:06PM,night,false,tscht901,joycj901,nelsj901,wolfj901,park,pitches,tritb701,66,ltor,16,unknown,unknown,sunny,171,26866,bergj001,corml001,cordc001,,,,
WAS200709160,ATL,WAS,WAS10,2007/09/16,0,1:35PM,day,false,joycj901,nelsj901,wolfj901,tscht901,park,pitches,tritb701,65,fromlf,8,unknown,unknown,cloudy,144,23935,hudst001,hills003,,,,,
WAS200709170,NYN,WAS,WAS10,2007/09/17,0,7:05PM,night,false,gibsg901,vanol901,fairc901,randt901,park,pitches,vincd701,69,fromlf,6,unknown,unknown,sunny,193,18678,albaj001,selea001,,,,,
WAS200709180,NYN,WAS,WAS10,2007/09/18,0,7:05PM,night,false,vanol901,fairc901,randt901,gibsg901,park,pitches,vincd701,71,fromcf,10,unknown,unknown,sunny,196,19966,coloj001,mainj001,cordc001,,,,
WAS200709190,NYN,WAS,WAS10,2007/09/19,0,7:05PM,night,false,fairc901,randt901,gibsg901,vanol901,park,pitches,vincd701,74,rtol,6,unknown,unknown,unknown,194,20558,pelfm001,chicm001,,,,,
WAS200709200,PHI,WAS,WAS10,2007/09/20,0,7:05PM,night,false,mealj901,poncl901,fairc901,darlg901,park,pitches,vincd701,73,tocf,7,unknown,unknown,unknown,208,19966,romej001,albaj001,myerb001,,,,
WAS200709210,PHI,WAS,WAS10,2007/09/21,0,7:05PM,night,false,poncl901,fairc901,darlg901,mealj901,park,pitches,vincd701,80,rtol,9,unknown,unknown,cloudy,178,26949,eatoa001,hills003,myerb001,,,,
WAS200709220,PHI,WAS,WAS10,2007/09/22,0,7:05PM,night,false,fairc901,darlg901,mealj901,poncl901,park,pitches,vincd701,81,rtol,7,unknown,unknown,sunny,235,26412,myerb001,schrc001,condc001,,,,
WAS200709230,PHI,WAS,WAS10,2007/09/23,0,12:16PM,day,false,darlg901,mealj901,poncl901,fairc901,park,pitches,vincd701,78,ltor,11,unknown,unknown,sunny,202,40519,ayall001,alfoa001,cordc001,,,,
BAL200704090,DET,BAL,BAL12,2007/04/09,0,3:10PM,day,true,poncl901,mealj901,drecb901,darlg901,park,pitches,hennj701,44,rtol,14,unknown,unknown,unknown,148,48159,cabrd001,durbc001,,,,,
BAL200704100,DET,BAL,BAL12,2007/04/10,0,7:09PM,night,true,mealj901,drecb901,darlg901,poncl901,park,pitches,hennj701,53,tocf,7,unknown,unknown,cloudy,151,18594,roben001,wrigj002,jonet003,,,,
BAL200704110,DET,BAL,BAL12,2007/04/11,0,7:07PM,night,true,drecb901,darlg901,poncl901,mealj901,park,pitches,jacom701,55,fromlf,8,unknown,unknown,overcast,222,13288,ledew001,birkk001,jonet003,,,,
BAL200704120,KCA,BAL,BAL12,2007/04/12,0,7:08PM,night,true,davib902,holbs901,wendh902,marsr901,park,pitches,hennj701,57,fromcf,9,unknown,unknown,cloudy,195,13229,ray-c001,stanj001,,,,,
BAL200704130,KCA,BAL,BAL12,2007/04/13,0,7:07PM,night,true,holbs901,wendh902,marsr901,davib902,park,pitches,jacom701,55,rtol,13,unknown,unknown,cloudy,186,20922,bedae001,duckb001,,,,,
BAL200704140,KCA,BAL,BAL12,2007/04/14,0,7:07PM,night,true,wendh902,marsr901,davib902,holbs901,park,pitches,hennj701,56,tocf,9,wet,drizzle,unknown,192,15244,wills002,peraj002,ray-c001,,,,
BAL200704200,TOR,BAL,BAL12,2007/04/20,0,7:09PM,night,true,onorb901,cuzzp901,johna901,crawj901,park,pitches,hennj701,68,fromcf,8,unknown,unknown,sunny,175,25025,ray-c001,zambv001,,,,,
BAL200704210,TOR,BAL,BAL12,2007/04/21,0,7:09PM,night,true,cuzzp901,johna901,crawj901,onorb901,park,pitches,hennj701,79,fromcf,6,unknown,unknown,sunny,156,25898,loewa001,towej001,ray-c001,,,,
BAL200704220,TOR,BAL,BAL12,2007/04/22,0,1:39PM,day,true,johna901,crawj901,onorb901,cuzzp901,park,pitches,hennj701,85,ltor,7,unknown,unknown,sunny,177,27285,tracs001,chacg001,,,,,
BAL200704230,OAK,BAL,BAL12,2007/04/23,0,7:08PM,night,true,hudsm901,knigb901,monte901,millb901,park,pitches,hennj701,81,rtol,13,unknown,unknown,cloudy,179,13862,hared001,bedae001,streh001,,,,
BAL200704240,OAK,BAL,BAL12,2007/04/24,0,3:08PM,day,true,knigb901,monte901,millb901,hudsm901,park,pitches,hennj701,85,ltor,10,unknown,unknown,cloudy,159,14452,bradd002,guthj001,streh001,,,,
BAL200704250,BOS,BAL,BAL12,2007/04/25,0,7:08PM,night,true,herna901,barrt901,carlm901,younl901,park,pitches,jacom701,72,rtol,9,unknown,unknown,unknown,179,27613,schic002,cabrd001,,,,,
BAL200704260,BOS,BAL,BAL12,2007/04/26,0,7:08PM,night,true,barrt901,carlm901,younl901,herna901,park,pitches,hennj701,61,ltor,9,unknown,unknown,unknown,175,33522,beckj002,ray-c001,papej001,,,,
BAL200705040,CLE,BAL,BAL12,2007/05/04,0,7:07PM,night,true,kellj901,coope901,hoyej901,johna901,park,pitches,hennj701,73,ltor,3,unknown,unknown,sunny,199,28575,ray-c001,mastt001,,,,,
BAL200705050,CLE,BAL,BAL12,2007/05/05,0,7:06PM,night,true,coope901,hoyej901,johna901,kellj901,park,pitches,hennj701,65,tolf,5,unknown,unknown,unknown,161,25752,cabrd001,sowej001,,,,,
BAL200705060,CLE,BAL,BAL12,2007/05/06,0,1:38PM,day,true,hoyej901,johna901,kellj901,coope901,park,pitches,hennj701,65,fromcf,19,unknown,unknown,sunny,204,37464,sabac001,burrb001,boroj001,,,,
BAL200705070,CLE,BAL,BAL12,2007/05/07,0,12:38PM,day,true,johna901,kellj901,coope901,hoyej901,park,pitches,hennj701,67,fromlf,13,unknown,unknown,sunny,179,17944,carmf001,bradc001,,,,,
BAL200705080,TBA,BAL,BAL12,2007/05/08,0,7:07PM,night,true,cuzzp901,hoyej901,crawj901,onorb901,park,pitches,hennj701,75,fromcf,6,unknown,unknown,sunny,172,17818,guthj001,seo-j001,,,,,
BAL200705090,TBA,BAL,BAL12,2007/05/09,0,7:07PM,night,true,hoyej901,crawj901,onorb901,cuzzp901,park,pitches,jacom701,82,ltor,8,unknown,unknown,cloudy,163,14780,parrj003,stokb001,,,,,
BAL200705100,TBA,BAL,BAL12,2007/05/10,0,7:07PM,night,true,crawj901,onorb901,cuzzp901,hoyej901,park,pitches,hennj701,84,tolf,14,unknown,unknown,unknown,175,15915,cabrd001,fossc001,,,,,
BAL200705220,TOR,BAL,BAL12,2007/05/22,0,7:07PM,night,true,wegnm901,rungb901,wintm901,froeb901,park,pitches,hennj701,79,ltor,6,unknown,unknown,cloudy,165,17852,burna001,cabrd001,accaj001,,,,
BAL200705230,TOR,BAL,BAL12,2007/05/23,0,7:09PM,night,true,rungb901,wintm901,froeb901,wegnm901,park,pitches,hennj701,82,ltor,8,unknown,unknown,sunny,166,16938,tracs001,mcgod001,ray-c001,,,,
BAL200705240,TOR,BAL,BAL12,2007/05/24,0,7:07PM,night,true,wintm901,froeb901,wegnm901,rungb901,park,pitches,hennj701,83,rtol,12,unknown,unknown,sunny,169,15182,jansc001,baezd001,accaj001,,,,
BAL200705250,OAK,BAL,BAL12,2007/05/25,0,7:05PM,night,true,meric901,marqa901,timmt901,reedr901,park,pitches,hennj701,86,ltor,10,unknown,unknown,cloudy,169,30382,hared001,bedae001,embra001,,,,
BAL200705260,OAK,BAL,BAL12,2007/05/26,0,7:36PM,night,true,marqa901,timmt901,reedr901,meric901,park,pitches,jacom701,86,fromlf,3,unknown,unknown,cloudy,173,29194,burrb001,kennj001,,,,,
BAL200705270,OAK,BAL,BAL12,2007/05/27,0,1:37PM,day,true,timmt901,reedr901,meric901,marqa901,park,pitches,hennj701,94,ltor,2,unknown,unknown,cloudy,147,30140,cabrd001,blanj001,,,,,
BAL200706080,COL,BAL,BAL12,2007/06/08,0,7:07PM,night,true,gibsg901,vanol901,randt901,relic901,park,pitches,hennj701,96,tocf,10,unknown,unknown,cloudy,168,22375,tracs001,franj003,ray-c001,,,,
BAL200706090,COL,BAL,BAL12,2007/06/09,0,7:07PM,night,true,vanol901,randt901,relic901,gibsg901,park,pitches,hennj701,88,fromcf,13,unknown,unknown,sunny,166,27320,affej001,willt001,fuenb001,,,,
BAL200706100,COL,BAL,BAL12,2007/06/10,0,1:37PM,day,true,randt901,relic901,gibsg901,vanol901,park,pitches,hennj701,80,fromlf,5,unknown,unknown,overcast,178,34784,hirsj001,bedae001,,,,,
BAL200706120,WAS,BAL,BAL12,2007/06/12,0,7:08PM,night,true,laynj901,millb901,hudsm901,monte901,park,pitches,hennj701,80,fromcf,11,unknown,unknown,unknown,177,21151,bowim001,cabrd001,cordc001,,,,
BAL200706130,WAS,BAL,BAL12,2007/06/13,0,7:12PM,night,true,millb901,hudsm901,monte901,laynj901,park,pitches,hennj701,73,fromlf,9,unknown,unknown,overcast,232,21782,trabb001,ray-c001,rives001,,,,
BAL200706140,WAS,BAL,BAL12,2007/06/14,0,7:07PM,night,true,hudsm901,monte901,laynj901,millb901,park,pitches,hennj701,72,fromcf,7,unknown,unknown,unknown,157,20770,simoj001,bradc001,cordc001,,,,
BAL200706150,ARI,BAL,BAL12,2007/06/15,0,7:05PM,night,true,marsr901,davib902,holbs901,wendh902,park,pitches,hennj701,78,tocf,4,unknown,unknown,unknown,199,26174,slatd001,willt001,,,,,
BAL200706160,ARI,BAL,BAL12,2007/06/16,0,7:06PM,night,true,davib902,holbs901,wendh902,marsr901,park,pitches,hennj701,83,rtol,8,unknown,unknown,cloudy,175,26964,gonze001,cabrd001,,,,,
BAL200706170,ARI,BAL,BAL12,2007/06/17,0,1:37PM,day,true,holbs901,wendh902,marsr901,davib902,park,pitches,hennj701,90,ltor,10,unknown,unknown,sunny,163,27934,webbb001,bradc001,valvj001,,,,
BAL200706260,NYA,BAL,BAL12,2007/06/26,0,7:08PM,night,true,drakr901,tscht901,joycj901,wolfj901,park,pitches,hennj701,93,ltor,3,unknown,unknown,sunny,193,39934,ray-c001,procs001,,,,,
BAL200706270,NYA,BAL,BAL12,2007/06/27,0,7:04PM,night,true,tscht901,joycj901,wolfj901,drakr901,park,pitches,jacom701,97,unknown,9,unknown,unknown,overcast,165,35776,bedae001,clemr001,,,,,
BAL200706280,NYA,BAL,BAL12,2007/06/28,0,7:05PM,night,true,joycj901,wolfj901,drakr901,tscht901,park,pitches,hennj701,93,ltor,6,unknown,unknown,cloudy,192,48402,myerm001,parrj003,rivem002,,,,
BAL200706290,ANA,BAL,BAL12,2007/06/29,0,7:08PM,night,true,everm901,nauep901,davig901,gormb901,park,pitches,hennj701,78,ltor,3,unknown,unknown,overcast,196,36689,shies002,ray-c001,rodrf003,,,,
BAL200706300,ANA,BAL,BAL12,2007/06/30,0,7:06PM,night,true,nauep901,davig901,gormb901,everm901,park,pitches,hennj701,84,fromcf,3,unknown,unknown,cloudy,163,26235,burrb001,colob001,shuep001,,,,
BAL200707010,ANA,BAL,BAL12,2007/07/01,0,1:36PM,day,true,davig901,gormb901,everm901,nauep901,park,pitches,jacom701,82,fromlf,13,unknown,unknown,cloudy,146,25058,lackj001,guthj001,rodrf003,,,,
BAL200707120,CHA,BAL,BAL12,2007/07/12,0,7:07PM,night,true,iassd901,kulpr901,scotd901,johna901,park,pitches,hennj701,84,torf,3,unknown,unknown,sunny,183,21000,garlj001,guthj001,jenkb001,,,,
BAL200707130,CHA,BAL,BAL12,2007/07/13,0,7:05PM,night,true,johna901,scotd901,kulpr901,iassd901,park,pitches,jacom701,85,torf,10,unknown,unknown,unknown,132,28162,bedae001,buehm001,ray-c001,,,,
BAL200707140,CHA,BAL,BAL12,2007/07/14,0,7:06PM,night,true,scotd901,kulpr901,iassd901,johna901,park,pitches,hennj701,88,tolf,11,unknown,unknown,cloudy,225,29208,ray-c001,haegc001,,,,,
BAL200707150,CHA,BAL,BAL12,2007/07/15,0,1:36PM,day,true,kulpr901,iassd901,johna901,scotd901,park,pitches,hennj701,94,torf,7,unknown,unknown,cloudy,170,29382,olsog003,contj002,ray-c001,,,,
BAL200707240,TBA,BAL,BAL12,2007/07/24,0,7:40PM,night,true,cuzzp901,hallt901,hoyej901,dowda901,park,pitches,hennj701,83,rtol,9,unknown,unknown,unknown,162,42579,cabrd001,kazms001,walkj001,,,,
BAL200707250,TBA,BAL,BAL12,2007/07/25,0,7:06PM,night,true,hallt901,hoyej901,dowda901,cuzzp901,park,pitches,jacom701,90,rtol,6,unknown,unknown,sunny,168,21427,bedae001,sonna001,,,,,
BAL200707260,TBA,BAL,BAL12,2007/07/26,0,12:39PM,day,true,hoyej901,dowda901,cuzzp901,hallt901,park,pitches,jacom701,92,rtol,8,unknown,unknown,cloudy,188,22393,bellr003,jacke001,,,,,
BAL200707270,NYA,BAL,BAL12,2007/07/27,0,8:11PM,night,true,marsr901,davib902,holbs901,wendh902,park,pitches,jacom701,83,torf,6,unknown,unknown,overcast,169,47952,guthj001,petta001,bradc001,,,,
BAL200707280,NYA,BAL,BAL12,2007/07/28,0,7:07PM,night,true,davib902,holbs901,wendh902,marsr901,park,pitches,tritb701,94,fromlf,5,unknown,unknown,cloudy,210,48402,burrb001,clemr001,walkj001,,,,
BAL200707290,NYA,BAL,BAL12,2007/07/29,0,2:17PM,day,true,holbs901,wendh902,marsr901,davib902,park,pitches,tritb701,90,torf,7,unknown,unknown,unknown,207,47936,wangc001,cabrd001,,,,,
BAL200708070,SEA,BAL,BAL12,2007/08/07,0,7:08PM,night,true,vanol901,randt901,relic901,gibsg901,park,pitches,hennj701,95,rtol,7,unknown,unknown,overcast,218,25060,weavj002,walkj001,,,,,
BAL200708080,SEA,BAL,BAL12,2007/08/08,0,7:08PM,night,true,randt901,relic901,gibsg901,vanol901,park,pitches,jacom701,101,ltor,6,unknown,unknown,cloudy,162,17511,hernf002,guthj001,putzj001,,,,
BAL200708090,SEA,BAL,BAL12,2007/08/09,0,7:06PM,night,true,relic901,gibsg901,vanol901,randt901,park,pitches,hennj701,89,rtol,3,unknown,unknown,unknown,203,18679,ramih002,cabrd001,sherg001,,,,
BAL200708100,BOS,BAL,BAL12,2007/08/10,0,7:08PM,night,true,buckc901,westj901,rapue901,hicke901,park,pitches,hennj701,93,ltor,6,unknown,unknown,cloudy,204,48993,hoeyj001,okajh001,,,,,
BAL200708110,BOS,BAL,BAL12,2007/08/11,0,3:58PM,day,true,westj901,rapue901,hicke901,buckc901,park,pitches,hennj701,90,fromcf,13,unknown,unknown,sunny,190,49242,beckj002,olsog003,papej001,,,,
BAL200708120,BOS,BAL,BAL12,2007/08/12,0,1:37PM,day,true,rapue901,hicke901,buckc901,westj901,park,pitches,hennj701,92,ltor,4,unknown,unknown,cloudy,205,48551,bradc001,snydk001,,,,,
BAL200708210,TEX,BAL,BAL12,2007/08/21,0,7:07PM,night,true,holbs901,reedr901,davib902,wendh902,park,pitches,hennj701,68,rtol,13,unknown,unknown,unknown,152,18926,bedae001,padiv001,,,,,
BAL200708221,TEX,BAL,BAL12,2007/08/22,1,5:05PM,night,true,reedr901,davib902,wendh902,holbs901,park,pitches,jacom701,74,fromlf,7,unknown,unknown,unknown,201,0,gabbk001,cabrd001,littw001,,,,
BAL200708222,TEX,BAL,BAL12,2007/08/22,2,9:01PM,night,true,johna901,wendh902,holbs901,davib902,park,pitches,jacom701,74,ltor,5,unknown,unknown,unknown,208,21828,benoj001,hoeyj001,wilsc004,,,,
BAL200708230,MIN,BAL,BAL12,2007/08/23,0,7:07PM,night,true,hoyej901,guccc901,cuzzp901,hallt901,park,pitches,hennj701,80,ltor,3,unknown,unknown,unknown,171,19389,bonsb001,tracs001,guerm001,,,,
BAL200708240,MIN,BAL,BAL12,2007/08/24,0,7:06PM,night,true,guccc901,cuzzp901,hallt901,hoyej901,park,pitches,hennj701,90,rtol,8,unknown,unknown,sunny,168,29742,santj003,hoeyj001,nathj001,,,,
BAL200708250,MIN,BAL,BAL12,2007/08/25,0,9:06PM,night,true,cuzzp901,hallt901,hoyej901,guccc901,park,pitches,hennj701,84,rtol,2,unknown,unknown,unknown,181,28700,garzm001,liz-r001,,,,,
BAL200708260,MIN,BAL,BAL12,2007/08/26,0,1:37PM,day,true,hallt901,hoyej901,guccc901,cuzzp901,park,pitches,hennj701,90,rtol,4,unknown,unknown,unknown,182,30876,bakes002,bedae001,,,,,
BAL200708280,TBA,BAL,BAL12,2007/08/28,0,7:06PM,night,true,fostm901,mcclt901,schrp901,culbf901,park,pitches,hennj701,89,tolf,4,unknown,unknown,unknown,215,17781,dohms001,hoeyj001,,,,,
BAL200708290,TBA,BAL,BAL12,2007/08/29,0,7:07PM,night,true,mcclt901,schrp901,culbf901,fostm901,park,pitches,hennj701,88,rtol,7,unknown,unknown,cloudy,249,16944,balfg001,bellr003,reyea001,,,,
BAL200708300,TBA,BAL,BAL12,2007/08/30,0,7:07PM,night,true,schrp901,culbf901,fostm901,mcclt901,park,pitches,hennj701,88,fromcf,3,unknown,unknown,cloudy,189,17546,kazms001,guthj001,reyea001,,,,
BAL200709060,BOS,BAL,BAL12,2007/09/06,0,7:07PM,night,true,bellw901,dimum901,welkb901,diazl901,park,pitches,hennj701,89,tocf,8,unknown,unknown,sunny,194,27472,buchc001,baezd001,papej001,,,,
BAL200709070,BOS,BAL,BAL12,2007/09/07,0,7:05PM,night,true,dimum901,welkb901,diazl901,bellw901,park,pitches,jacom701,92,rtol,7,unknown,unknown,sunny,192,34091,lestj001,cabrd001,,,,,
BAL200709080,BOS,BAL,BAL12,2007/09/08,0,7:06PM,night,true,welkb901,diazl901,bellw901,dimum901,park,pitches,jacom701,90,unknown,8,unknown,unknown,sunny,183,48043,leicj001,matsd001,,,,,
