game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
DET196604150,"""version 7RS(19) of 07/07/92""",WS2,DET,DET04,1966/04/15,0,0:00PM,day,false,valeb901,sprim901,flahr901,runge901,"""WS2/DET""","""D Lamoureaux""","""D Lamoureaux""",1997/07/27 4:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,36674,penao101,duckj101,,,
DET196604160,"""version 7RS(19) of 07/07/92""",WS2,DET,DET04,1966/04/16,0,0:00PM,day,false,sprim901,flahr901,runge901,valeb901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1997/07/27 4:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,166,8432,sherl101,klinr102,fox-t101,,
DET196604170,"""version 7RS(19) of 07/07/92""",WS2,DET,DET04,1966/04/17,0,0:00PM,day,false,flahr901,runge901,valeb901,sprim901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1997/07/27 8:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,161,15495,segud101,aguih101,klinr102,,
DET196604250,"""version 7RS(19) of 07/07/92""",MIN,DET,DET04,1966/04/25,0,0:00PM,night,false,soarh901,chyln901,drumc901,dimul901,"""Twins/Tigers""","""D Lamoureaux""","""D Lamoureaux""",1997/08/08 5:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,12020,mclad101,boswd101,,,
DET196604280,"""version 7RS(19) of 07/07/92""",KC1,DET,DET04,1966/04/28,0,0:00PM,day,false,chyln901,dimul901,drumc901,soarh901,"""A's/Tigers""","""D Lamoureaux""","""D Lamoureaux""",1997/08/11 7:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,159,1292,lolim101,huntj101,penao101,,
DET196604290,"""version 7RS(19) of 07/07/92""",BAL,DET,DET04,1966/04/29,0,0:00PM,night,false,drumc901,dimul901,soarh901,chyln901,"""Baltimore""","""David Annis""","""Bill Disney""",1993/04/24 12:27AM,park,none,0,unknown,-1,unknown,unknown,night,136,13255,bunkw101,monbb101,,,
DET196604300,"""version 7RS(19) of 07/07/92""",BAL,DET,DET04,1966/04/30,0,0:00,day,false,dimul901,soarh901,chyln901,drumc901,"""Baltimore""","""David Annis""","""Bill Disney""",1993/04/24 12:42AM,park,none,0,unknown,-1,unknown,unknown,unknown,142,5130,mcnad102,mclad101,mills101,,
DET196605010,"""version 7RS(19) of 07/07/92""",BAL,DET,DET04,1966/05/01,0,0:00,day,false,soarh901,chyln901,drumc901,dimul901,"""Baltimore""","""David Annis""","""Bill Disney""",1993/04/24 1:02AM,park,none,0,unknown,-1,unknown,unknown,unknown,146,11719,barbs102,sparj101,halld101,,
DET196605030,"""version 7RS(19) of 07/07/92""",BOS,DET,DET04,1966/05/03,0,0:00PM,night,false,umonf901,kinnb901,neudj901,honoj901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1997/08/12 5:53AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,2744,lolim101,santj101,,,
DET196605040,"""version 7RS(19) of 07/07/92""",BOS,DET,DET04,1966/05/04,0,0:00PM,night,false,kinnb901,neudj901,honoj901,umonf901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1997/08/19 2:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,3965,wilse102,monbb101,,,
DET196605130,"""version 7RS(19) of 07/07/92""",CHA,DET,DET04,1966/05/13,0,0:00PM,night,false,hallb901,stevj901,stewb902,ashfe901,"""CHA/DET""","""D Lamoureaux""","""D Lamoureaux""",1997/08/20 7:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,185,7565,mclad101,horlj101,sherl101,,
DET196605140,"""version 7RS(19) of 07/07/92""",CHA,DET,DET04,1966/05/14,0,0:00PM,day,false,stevj901,stewb902,hallb901,ashfe901,"""CHA/DET""","""D Lamoureaux""","""D Lamoureaux""",1997/09/07 8:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,176,8084,peteg101,lolim101,,,
