game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,translator,inputter,inputtime,scorer,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,edittime,gametype
NYA193306061,,BOS,NYA,1933/06/06,NYC16,1,0:00,day,false,owenb901,vangr901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,112,0,pennh101,johnh101,,,,
NYA193306062,,BOS,NYA,1933/06/06,NYC16,2,0:00,day,false,vangr901,owenb901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,118,12000,brend101,rhodg101,,,,
NYA193307041,"""version 7RS(19) of 07/07/92""",WS1,NYA,1933/07/04,NYC16,1,0:00PM,day,false,dinnb101,mcgob901,(none),kolll901,"""Doug Burks,Wayne Townsend""","""Doug Burks,Wayne Townsend""",2019/06/12 7:35PM,"""276,276(2)""",unknown,none,0,unknown,-1,unknown,unknown,unknown,151,0,russj103,gomel102,,,,
NYA193307042,"""version 7RS(19) of 07/07/92""",WS1,NYA,1933/07/04,NYC16,2,0:00PM,day,false,mcgob901,kolll901,(none),dinnb101,"""Rob Wood""","""David W. Smith""",2019/06/01 8:15PM,"""104,96,222""",park,none,0,unknown,-1,unknown,unknown,unknown,94,75000,stewl101,vanar101,,,,
NYA193307070,,DET,NYA,1933/07/07,NYC16,0,0:00,day,false,kolll901,dinnb101,(none),mcgob901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,140,7000,frasv101,ruffr101,hogsc101,,,
NYA193307080,,DET,NYA,1933/07/08,NYC16,0,0:00,day,false,dinnb101,mcgob901,(none),kolll901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,141,10000,marbf101,allej102,sorrv101,,,
NYA193307100,,DET,NYA,1933/07/10,NYC16,0,0:00,day,false,dinnb101,mcgob901,(none),kolll901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,129,5000,browj110,fiscc101,moorw101,,,
NYA193307110,,SLA,NYA,1933/07/11,NYC16,0,0:00,day,false,mcgob901,kolll901,(none),dinnb101,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,132,6000,macfd101,hebew101,gomel102,,,
NYA193307120,,SLA,NYA,1933/07/12,NYC16,0,0:00,day,false,kolll901,dinnb101,(none),mcgob901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,119,6000,allej102,welle101,,,,
NYA193307130,,SLA,NYA,1933/07/13,NYC16,0,0:00,day,false,dinnb101,mcgob901,(none),kolll901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,120,6000,gomel102,hadlb101,,,,
NYA193307140,,SLA,NYA,1933/07/14,NYC16,0,0:00,day,false,mcgob901,kolll901,(none),dinnb101,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,125,4000,browj110,blaeg101,,,,
NYA193307150,,CHA,NYA,1933/07/15,NYC16,0,0:00,day,false,owenb901,hildg101,(none),vangr901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,115,15000,ruffr101,gastm101,,,,
NYA193307180,,CHA,NYA,1933/07/18,NYC16,0,0:00,day,false,vangr901,hildg101,(none),owenb901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,140,8000,allej102,lyont102,moorw101,,,
NYA193307190,,CHA,NYA,1933/07/19,NYC16,0,0:00,day,false,owenb901,hildg101,(none),vangr901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,135,6500,jones104,browj110,,,,
NYA193307200,,CLE,NYA,1933/07/20,NYC16,0,0:00,day,false,vangr901,hildg101,(none),owenb901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,113,0,hardm101,gomel102,,,,
NYA193307210,,CLE,NYA,1933/07/21,NYC16,0,0:00,day,false,owenb901,hildg101,(none),vangr901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,120,6500,vanar101,hudlw101,moorw101,,,
NYA193307220,,CLE,NYA,1933/07/22,NYC16,0,0:00,day,false,vangr901,hildg101,(none),owenb901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,112,12000,pearm101,ruffr101,,,,
NYA193307231,"""version 7RS(19) of 07/07/92""",CLE,NYA,1933/07/23,NYC16,1,0:00PM,day,false,owenb901,hildg101,(none),vangr901,"""Jim Herdman""","""Jim Herdman""",2019/07/10 2:48PM,"""39,56,96""",unknown,none,0,unknown,-1,unknown,unknown,unknown,109,0,allej102,ferrw101,,,,
NYA193307232,"""version 7RS(19) of 07/07/92""",CLE,NYA,1933/07/23,NYC16,2,0:00PM,day,false,vangr901,hildg101,(none),owenb901,"""Jim Herdman""","""Jim Herdman""",2019/07/10 3:16PM,"""39,96""",unknown,none,0,unknown,-1,unknown,unknown,unknown,112,35000,macfd101,hildo101,,,,
NYA193308020,,PHA,NYA,1933/08/02,NYC16,0,0:00,day,false,geish901,morig101,(none),ormsr901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,146,5000,earng101,ruffr101,walbr101,,,
NYA193308030,,PHA,NYA,1933/08/03,NYC16,0,0:00,day,false,ormsr901,morig101,(none),geish901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,120,5000,grovl101,allej102,,,,
NYA193308050,,PHA,NYA,1933/08/05,NYC16,0,0:00,day,false,morig101,geish901,(none),ormsr901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,126,18000,mahar101,gomel102,walbr101,,,
NYA193308060,"""version 7RS(19) of 07/07/92""",BOS,NYA,1933/08/06,NYC16,0,0:00PM,day,false,geish901,ormsr901,(none),morig101,"""Cliff Blau""","""Cliff Blau""",2013/04/01 2:01PM,"""276""",unknown,none,0,unknown,-1,unknown,unknown,unknown,123,12000,uhleg101,welcj101,,,,
NYA193308071,,WS1,NYA,1933/08/07,NYC16,1,0:00,day,false,ormsr901,summb901,(none),mcgob901,"""DWV""","""DWV""",,"""98,589""",park,none,0,unknown,-1,unknown,unknown,unknown,124,0,moorw101,russj103,,,,
NYA193308072,,WS1,NYA,1933/08/07,NYC16,2,0:00,day,false,summb901,mcgob901,(none),ormsr901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,134,45000,pennh101,crowg102,,,,
NYA193308080,,WS1,NYA,1933/08/08,NYC16,0,0:00,day,false,mcgob901,ormsr901,(none),summb901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,109,12000,white102,allej102,,,,
NYA193308090,,WS1,NYA,1933/08/09,NYC16,0,0:00,day,false,ormsr901,summb901,(none),mcgob901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,102,10000,weavm101,gomel102,,,,
NYA193308310,,BOS,NYA,1933/08/31,NYC16,0,0:00,day,false,owenb901,vangr901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,117,4000,rhodg101,pennh101,,,,
NYA193309010,,BOS,NYA,1933/09/01,NYC16,0,0:00,day,false,vangr901,owenb901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,148,3000,klinb103,ruffr101,,,,
NYA193309020,,BOS,NYA,1933/09/02,NYC16,0,0:00,day,false,owenb901,vangr901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,125,8000,allej102,weilb101,,,,
NYA193309060,,SLA,NYA,1933/09/06,NYC16,0,0:00,day,false,vangr901,owenb901,(none),(none),"""""","""DWV """,,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,107,5000,ruffr101,hadlb101,,,,
NYA193309070,,SLA,NYA,1933/09/07,NYC16,0,0:00,day,false,owenb901,vangr901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,137,2500,uhleg101,braxg101,allej102,,,
NYA193309080,,SLA,NYA,1933/09/08,NYC16,0,0:00,day,false,vangr901,owenb901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,113,3000,vanar101,coffd101,,,,
NYA193309090,,SLA,NYA,1933/09/09,NYC16,0,0:00,day,false,owenb901,vangr901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,132,5000,,,,,,
NYA193309110,,DET,NYA,1933/09/11,NYC16,0,0:00,day,false,vangr901,owenb901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,90,1500,marbf101,ruffr101,,,,
NYA193309120,,DET,NYA,1933/09/12,NYC16,0,0:00,day,false,owenb901,vangr901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,104,1500,uhleg101,bridt101,,,,
NYA193309171,"""version 7RS(19) of 07/07/92""",CLE,NYA,1933/09/17,NYC16,1,0:00PM,day,false,mcgob901,summb901,(none),hildg101,"""D Lamoureaux""","""D Lamoureaux""",2004/12/12 6:05PM,"""39""",unknown,none,0,unknown,-1,unknown,unknown,unknown,101,0,vanar101,pearm101,,,,
NYA193309172,"""version 7RS(19) of 07/07/92""",CLE,NYA,1933/09/17,NYC16,2,0:00PM,day,false,summb901,hildg101,(none),mcgob901,"""D Lamoureaux""","""D Lamoureaux""",2004/12/12 6:11PM,"""39""",unknown,none,0,unknown,-1,unknown,unknown,unknown,102,18000,gomel102,hardm101,,,,
NYA193309181,,CHA,NYA,1933/09/18,NYC16,1,0:00,day,false,mcgob901,hildg101,(none),summb901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,107,0,allej102,gregp101,,,,
NYA193309182,,CHA,NYA,1933/09/18,NYC16,2,0:00,day,false,summb901,hildg101,(none),mcgob901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,128,7000,tietl101,ruffr101,wyatw101,,,
NYA193309191,,CHA,NYA,1933/09/19,NYC16,1,0:00,day,false,mcgob901,hildg101,(none),summb901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,98,0,uhleg101,jones104,,,,
NYA193309192,,CHA,NYA,1933/09/19,NYC16,2,0:00,day,false,summb901,hildg101,(none),mcgob901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,128,7000,devec101,lyont102,,,,
NYA193309200,,CHA,NYA,1933/09/20,NYC16,0,0:00,day,false,mcgob901,hildg101,(none),summb901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,104,2000,macfd101,faber101,,,,
NYA193309280,,WS1,NYA,1933/09/28,NYC16,0,0:00,day,false,dinnb101,summb901,(none),mcgob901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,115,3000,moorw101,crowg102,,,,
NYA193309290,,WS1,NYA,1933/09/29,NYC16,0,0:00,day,false,summb901,mcgob901,(none),dinnb101,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,117,4000,white102,ruffr101,russj103,,,
NYA193309300,"""version 7RS(19) of 07/07/92""",WS1,NYA,1933/09/30,NYC16,0,0:00PM,day,false,mcgob901,dinnb101,(none),summb901,"""Tom Thress/Smith""","""Tom Thress/Smith""",2019/08/16 12:22AM,"""589""",unknown,none,0,unknown,-1,unknown,unknown,unknown,90,8000,weavm101,uhleg101,thomt103,,,
NYA193310010,"""version 7RS(19) of 07/07/92""",BOS,NYA,1933/10/01,NYC16,0,0:00PM,day,false,ormsr901,morig101,(none),(none),"""Cliff Blau""","""Cliff Blau""",2013/04/02 2:42PM,"""276""",unknown,none,0,unknown,-1,unknown,unknown,unknown,98,20000,ruthb101,klinb103,,,,
NY1193304200,,BSN,NY1,1933/04/20,NYC14,0,0:00,day,false,barrg901,quige901,(none),pfirc901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,105,20000,hubbc101,franf101,,,,
NY1193304210,,BSN,NY1,1933/04/21,NYC14,0,0:00,day,false,quige901,pfirc901,(none),barrg901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,120,3000,seibs101,schuh103,cantb102,,,
NY1193304220,,BSN,NY1,1933/04/22,NYC14,0,0:00,day,false,pfirc901,barrg901,(none),quige901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,130,8000,mangl101,starr101,betth101,,,
NY1193304240,,BRO,NY1,1933/04/24,NYC14,0,0:00,day,false,quige901,pfirc901,(none),barrg901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,115,10000,hubbc101,shauj101,,,,
NY1193304250,,BRO,NY1,1933/04/25,NYC14,0,0:00,day,false,pfirc901,barrg901,(none),quige901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,112,2500,schuh103,clarw101,,,,
NY1193304260,,PHI,NY1,1933/04/26,NYC14,0,0:00,day,false,stard901,klemb901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,100,2500,parmr101,ellij103,,,,
NY1193304270,,PHI,NY1,1933/04/27,NYC14,0,0:00,day,false,klemb901,stard901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,110,2000,hubbc101,rhemf101,,,,
NY1193305020,,CHN,NY1,1933/05/02,NYC14,0,0:00,day,false,riglc901,barrg901,(none),stard901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,131,6000,warnl101,schuh103,,,,
NY1193305041,"""version 7RS(19) of 07/07/92""",CHN,NY1,1933/05/04,NYC14,1,0:00PM,day,false,barrg901,stard901,(none),riglc901,"""Cliff Blau""","""Cliff Blau""",2013/01/08 1:10PM,"""277""",unknown,none,0,unknown,-1,unknown,unknown,unknown,110,0,fitzf101,tinnb101,,,,
NY1193305042,,CHN,NY1,1933/05/04,NYC14,2,0:00,day,false,stard901,riglc901,(none),barrg901,"""DWV/Smith""","""DWV/Smith""",,"""98,277""",park,none,0,unknown,-1,unknown,unknown,unknown,125,10000,parmr101,bushg101,hubbc101,,,
NY1193305050,,CIN,NY1,1933/05/05,NYC14,0,0:00,day,false,rearb901,mageg901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,120,2000,kolpr101,speng101,,,,
NY1193305071,"""version 7RS(19) of 07/07/92""",CIN,NY1,1933/05/07,NYC14,1,0:00PM,day,false,mageg901,rearb901,(none),(none),"""Frownfelter""","""Frownfelter""",2015/03/22 11:15AM,"""508""",park,none,0,unknown,-1,unknown,unknown,sunny,87,0,hubbc101,smitb110,,,,
NY1193305072,"""version 7RS(19) of 07/07/92""",CIN,NY1,1933/05/07,NYC14,2,3:53PM,day,false,rearb901,mageg901,(none),(none),"""Frownfelter""","""Frownfelter""",2015/03/22 11:54AM,"""508""",park,none,0,unknown,-1,unknown,unknown,sunny,94,30000,schuh103,bentl101,,,,
NY1193305080,,SLN,NY1,1933/05/08,NYC14,0,0:00,day,false,pfirc901,mcgrt901,(none),klemb901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,dry,none,cloudy,124,2000,carlt101,fitzf101,deand102,,,
NY1193305110,,PIT,NY1,1933/05/11,NYC14,0,0:00,day,false,quige901,klemb901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,132,4000,meinh101,hubbc101,harrb105,,,
NY1193305120,,PIT,NY1,1933/05/12,NYC14,0,0:00,day,false,klemb901,quige901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,118,4000,schuh103,swifb101,,,,
NY1193305130,,PIT,NY1,1933/05/13,NYC14,0,0:00,day,false,quige901,morac102,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,125,6000,luqud101,frenl101,,,,
NY1193305140,"""version 7RS(19) of 07/07/92""",PIT,NY1,1933/05/14,NYC14,0,0:00PM,day,false,morac102,quige901,(none),(none),,"""Cliff Blau""",2013/02/18 7:49PM,"""286""",unknown,none,0,unknown,-1,unknown,unknown,unknown,132,20000,parmr101,hoytw101,,,,
NY1193305301,"""version 7RS(19) of 07/07/92""",BRO,NY1,1933/05/30,NYC14,1,0:00PM,day,false,mageg901,mcgrt901,(none),(none),"""Comly""","""Comly""",2012/03/10 12:02PM,"""365""",unknown,none,0,unknown,-1,unknown,unknown,unknown,115,0,luqud101,mungv101,,,,
NY1193305302,"""version 7RS(19) of 07/07/92""",BRO,NY1,1933/05/30,NYC14,2,0:00PM,day,false,mcgrt901,mageg901,(none),(none),"""Comly""","""Comly""",2012/03/10 12:36PM,"""365""",unknown,none,0,unknown,-1,unknown,unknown,unknown,110,10000,beckb104,parmr101,,,,
NY1193306080,,PHI,NY1,1933/06/08,NYC14,0,0:00,day,false,mcgrt901,mageg901,(none),(none),"""""","""DWV""",,"""98""",park,none,91,unknown,-1,unknown,unknown,unknown,138,3000,hubbc101,collp102,,,,
NY1193306100,,PHI,NY1,1933/06/10,NYC14,0,0:00,day,false,mageg901,mcgrt901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,110,5000,fitzf101,holle101,luqud101,,,
NY1193306110,"""version 7RS(19) of 07/07/92""",PHI,NY1,1933/06/11,NYC14,0,0:00PM,day,false,mcgrt901,mageg901,(none),(none),"""Rob Wood""","""David W. Smith""",2019/05/24 3:29PM,"""266,104,96""",park,none,0,unknown,-1,unknown,unknown,unknown,139,7500,ellij103,schuh103,,,,
NY1193306130,,BSN,NY1,1933/06/13,NYC14,0,0:00,day,false,rearb901,morac102,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,115,2000,hubbc101,seibs101,,,,
NY1193306140,,BSN,NY1,1933/06/14,NYC14,0,0:00,day,false,morac102,rearb901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,113,2000,luqud101,franf101,,,,
NY1193306150,,BSN,NY1,1933/06/15,NYC14,0,0:00,day,false,rearb901,morac102,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,123,2000,falle101,fitzf101,zacht101,,,
NY1193306160,,BRO,NY1,1933/06/16,NYC14,0,0:00,day,false,morac102,rearb901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,120,7500,mungv101,schuh103,,,,
NY1193306171,,BRO,NY1,1933/06/17,NYC14,1,0:00,day,false,rearb901,morac102,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,134,0,bellh101,heimf101,,,,
NY1193306172,"""version 7RS(19) of 07/07/92""",BRO,NY1,1933/06/17,NYC14,2,0:00PM,day,false,morac102,rearb901,(none),(none),"""Comly""","""Comly""",2012/03/11 7:16AM,"""365""",unknown,none,0,unknown,-1,unknown,unknown,unknown,132,35000,,,,,,
NY1193306180,"""version 7RS(19) of 07/07/92""",CHN,NY1,1933/06/18,NYC14,0,0:00PM,day,false,mageg901,mcgrt901,(none),(none),"""Wayne Townsend""","""Wayne Townsend""",2019/05/24 1:46PM,"""276,96,111""",park,none,0,unknown,-1,unknown,unknown,unknown,113,15000,parmr101,warnl101,,,,
NY1193306190,,CHN,NY1,1933/06/19,NYC14,0,0:00,day,false,mcgrt901,mageg901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,107,1500,schuh103,rootc101,,,,
NY1193306200,,CHN,NY1,1933/06/20,NYC14,0,0:00,day,false,mageg901,mcgrt901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,135,1500,tinnb101,bellh101,grimb101,,,
NY1193306210,,CHN,NY1,1933/06/21,NYC14,0,0:00,day,false,mcgrt901,mageg901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,95,2000,fitzf101,malop103,,,,
NY1193306220,,CIN,NY1,1933/06/22,NYC14,0,0:00,day,false,morac102,rearb901,(none),quige901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,102,2000,hubbc101,lucar102,,,,
NY1193306230,,CIN,NY1,1933/06/23,NYC14,0,0:00,day,false,rearb901,quige901,(none),morac102,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,110,3000,rixee101,clarw101,,,,
NY1193306240,,CIN,NY1,1933/06/24,NYC14,0,0:00,day,false,morac102,rearb901,(none),quige901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,98,5000,parmr101,derrp101,,,,
NY1193306251,"""version 7RS(19) of 07/07/92""",CIN,NY1,1933/06/25,NYC14,1,0:00PM,day,false,rearb901,morac102,(none),quige901,"""Frownfelter""","""Frownfelter""",2015/03/25 3:58PM,"""510""",park,none,0,unknown,-1,unknown,unknown,sunny,102,0,schuh103,kolpr101,,,,
NY1193306252,"""version 7RS(19) of 07/07/92""",CIN,NY1,1933/06/25,NYC14,2,0:00PM,day,false,morac102,rearb901,(none),quige901,"""Frownfelter""","""Frownfelter""",2015/03/25 4:50PM,"""510""",park,none,0,unknown,-1,unknown,unknown,sunny,108,20000,fitzf101,bentl101,,,,
NY1193306281,"""version 7RS(19) of 07/07/92""",PIT,NY1,1933/06/28,NYC14,1,0:00,day,false,klemb901,riglc901,(none),stard901,,"""Cliff Blau""",2013/02/24 1:33PM,"""286""",unknown,none,0,unknown,-1,unknown,unknown,unknown,130,0,swets101,hubbc101,,,,
NY1193306282,,PIT,NY1,1933/06/28,NYC14,2,0:00,day,false,riglc901,stard901,(none),klemb901,"""DWV/Herdman""","""DWV/Herdman""",,"""98,137""",park,none,0,unknown,-1,unknown,unknown,unknown,120,10000,uhleg101,frenl101,,,,
NY1193306290,,SLN,NY1,1933/06/29,NYC14,0,0:00,day,false,klemb901,pfirc901,(none),barrg901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,122,3000,carlt101,clarw101,,,,
NY1193306300,,SLN,NY1,1933/06/30,NYC14,0,0:00,day,false,pfirc901,barrg901,(none),klemb901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,130,3000,deand102,schuh103,,,,
NY1193307010,,SLN,NY1,1933/07/01,NYC14,0,0:00,day,false,barrg901,klemb901,(none),pfirc901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,120,7000,fitzf101,walkb101,bellh101,,,
NY1193307021,"""version 7RS(19) of 07/07/92""",SLN,NY1,1933/07/02,NYC14,1,0:00PM,day,false,klemb901,pfirc901,(none),barrg901,"""Wayne Townsend""","""Wayne Townsend""",2019/05/30 10:10PM,"""103,96,102,208,128""",park,none,0,unknown,-1,unknown,unknown,sunny,243,0,hubbc101,hainj101,,,,
NY1193307022,"""version 7RS(19) of 07/07/92""",SLN,NY1,1933/07/02,NYC14,2,0:00PM,day,false,pfirc901,barrg901,(none),klemb901,"""Wayne Townsend/WTownsend""","""Wayne Townsend/WTownsend""",2019/05/31 10:46AM,"""165,103,96,102,208,128,276""",park,none,0,unknown,-1,unknown,unknown,overcast,85,42000,parmr101,deand102,,,,
NY1193307261,,BRO,NY1,1933/07/26,NYC14,1,0:00,day,false,stard901,riglc901,(none),morac102,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,120,0,bellh101,shauj101,,,,
NY1193307262,,BRO,NY1,1933/07/26,NYC14,2,0:00,day,false,riglc901,morac102,(none),stard901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,110,15000,parmr101,carro101,,,,
NY1193307270,,BRO,NY1,1933/07/27,NYC14,0,0:00,day,false,stard901,riglc901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,108,2000,hubbc101,mungv101,,,,
NY1193307290,,BSN,NY1,1933/07/29,NYC14,0,0:00,day,false,riglc901,stard901,(none),barrg901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,132,10000,fitzf101,franf101,bellh101,,,
NY1193307300,"""version 7RS(19) of 07/07/92""",BSN,NY1,1933/07/30,NYC14,0,0:00PM,day,false,stard901,barrg901,(none),riglc901,"""Rob Wood""","""David W. Smith""",2019/07/10 4:11PM,"""165,71,163,274,96,104""",park,none,0,unknown,-1,unknown,unknown,unknown,125,15000,cantb102,schuh103,,,,
NY1193308010,,BSN,NY1,1933/08/01,NYC14,0,0:00,day,false,morac102,rearb901,(none),powej901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,113,5000,betth101,hubbc101,,,,
NY1193308100,,PHI,NY1,1933/08/10,NYC14,0,0:00,day,false,rearb901,powej901,(none),morac102,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,105,7000,parmr101,hanss101,,,,
NY1193308120,,PHI,NY1,1933/08/12,NYC14,0,0:00,day,false,powej901,morac102,(none),rearb901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,108,5000,fitzf101,holle101,,,,
NY1193308160,,CIN,NY1,1933/08/16,NYC14,0,0:00,day,false,quige901,mageg901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,98,4000,schuh103,derrp101,,,,
NY1193308170,,CIN,NY1,1933/08/17,NYC14,0,0:00,day,false,mageg901,quige901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,130,0,parmr101,freyb101,,,,
NY1193308180,,CIN,NY1,1933/08/18,NYC14,0,0:00,day,false,quige901,mageg901,(none),(none),"""""","""DWV""",,"""98""",park,none,0,unknown,-1,dry,none,cloudy,115,2000,fitzf101,lucar102,,,,
NY1193308190,,CHN,NY1,1933/08/19,NYC14,0,0:00,day,false,mageg901,quige901,(none),rearb901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,136,15000,hubbc101,warnl101,bellh101,,,
NY1193308200,"""version 7RS(19) of 07/07/92""",CHN,NY1,1933/08/20,NYC14,0,0:00PM,day,false,quige901,rearb901,(none),mageg901,"""Rob Wood""","""David W. Smith""",2019/07/20 9:21AM,"""111,96,104""",park,none,0,unknown,-1,unknown,unknown,unknown,137,20000,schuh103,malop103,,,,
NY1193308251,,PIT,NY1,1933/08/25,NYC14,1,0:00,day,false,pfirc901,klemb901,(none),mcgrt901,"""""","""DWV""",,"""98""",park,none,0,unknown,-1,unknown,unknown,unknown,157,0,luqud101,swets101,,,,
NY1193308252,"""version 7RS(19) of 07/07/92""",PIT,NY1,1933/08/25,NYC14,2,0:00PM,day,false,klemb901,mcgrt901,(none),pfirc901,,"""Cliff Blau""",2013/03/02 1:09PM,"""286""",unknown,none,0,unknown,-1,unknown,unknown,unknown,116,30000,parmr101,meinh101,,,,
NY1193308261,,PIT,NY1,1933/08/26,NYC14,1,0:00,day,false,mcgrt901,pfirc901,(none),klemb901,"""""","""DWV""",,"""98""",park,none,88,unknown,-1,unknown,unknown,unknown,105,0,hubbc101,smith109,,,,
