game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi
PTF191504170,"""version 7RS(19) of 07/07/92""",KCF,PTF,1915/04/17,PIT05,0,0:00PM,day,false,"""215,137""","""Jim Herdman""","""Jim Herdman""",2010/02/21 7:51AM,brenb901,shans101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,0,allef101,culln101,knete101,
PTF191504190,"""version 7RS(19) of 07/07/92""",KCF,PTF,1915/04/19,PIT05,0,0:00PM,day,false,"""215,137""","""Jim Herdman""","""Jim Herdman""",2010/02/15 12:41PM,brenb901,shans101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,106,0,packg101,dickw101,,
PTF191504200,"""version 7RS(19) of 07/07/92""",KCF,PTF,1915/04/20,PIT05,0,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/02/15 1:38PM,brenb901,shans101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,95,0,roggc101,maina101,,
PTF191504210,"""version 7RS(19) of 07/07/92""",KCF,PTF,1915/04/21,PIT05,0,0:00PM,day,false,"""215,137""","""Jim Herdman""","""Jim Herdman""",2010/02/15 2:22PM,brenb901,shans101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,0,allef101,culln101,,
PTF191504270,"""version 7RS(19) of 07/07/92""",SLF,PTF,1915/04/27,PIT05,0,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/02/17 4:52PM,brenb901,shans101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,0,plane101,camnh101,,
PTF191504291,"""version 7RS(19) of 07/07/92""",SLF,PTF,1915/04/29,PIT05,1,1:30PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/02/17 9:29AM,finnw901,howeh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,0,dickw101,daved101,,
PTF191504292,"""version 7RS(19) of 07/07/92""",SLF,PTF,1915/04/29,PIT05,2,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/02/17 3:47PM,brenb901,shans101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,139,0,crand101,bargc101,,
PTF191505140,"""version 7RS(19) of 07/07/92""",CHF,PTF,1915/05/14,PIT05,0,0:00PM,day,false,"""109,137""","""Jim Herdman""","""Jim Herdman""",2010/03/07 4:59PM,mccob104,westf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,92,0,mccog101,allef101,,
PTF191505150,"""version 7RS(19) of 07/07/92""",CHF,PTF,1915/05/15,PIT05,0,0:00PM,day,false,"""109,137""","""Jim Herdman""","""Jim Herdman""",2010/03/07 6:10PM,mccob104,westf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,101,0,hendc101,hearb102,,
PTF191505180,"""version 7RS(19) of 07/07/92""",NEW,PTF,1915/05/18,PIT05,0,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/03/11 1:08PM,finnw901,howeh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,92,0,kaisg101,allef101,,
PTF191505190,"""version 7RS(19) of 07/07/92""",NEW,PTF,1915/05/19,PIT05,0,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/03/15 9:21AM,finnw901,howeh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,101,0,mosee101,hearb102,,
PTF191505210,"""version 7RS(19) of 07/07/92""",BLF,PTF,1915/05/21,PIT05,0,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/03/15 5:07PM,finnw901,howeh101,(none),(none),park,none,0,unknown,-1,wet,rain,overcast,131,0,roggc101,quinj102,,
PTF191505251,"""version 7RS(19) of 07/07/92""",BRF,PTF,1915/05/25,PIT05,1,1:30PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/03/16 5:19PM,brenb901,howeh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,106,0,seatt102,knete101,,
PTF191505252,"""version 7RS(19) of 07/07/92""",BRF,PTF,1915/05/25,PIT05,2,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/03/17 9:22AM,brenb901,howeh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,122,0,allef101,uphab101,,
PTF191505260,"""version 7RS(19) of 07/07/92""",BRF,PTF,1915/05/26,PIT05,0,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/03/18 5:12PM,brenb901,howeh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,108,0,lafie101,hearb102,,
PTF191505270,"""version 7RS(19) of 07/07/92""",BUF,PTF,1915/05/27,PIT05,0,0:00PM,day,false,"""151,137""","""Jim Herdman""","""Jim Herdman""",2010/03/17 5:14PM,brenb901,howeh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,106,0,andef101,roggc101,bedih101,
PTF191505280,"""version 7RS(19) of 07/07/92""",BUF,PTF,1915/05/28,PIT05,0,3:00PM,day,false,"""151,137""","""Jim Herdman""","""Jim Herdman""",2010/03/19 9:10AM,brenb901,howeh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,95,0,bargc101,fordr101,,
PTF191507080,"""version 7RS(19) of 07/07/92""",SLF,PTF,1915/07/08,PIT05,0,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/04/19 9:36AM,finnw901,howeh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,114,0,knete101,watsd101,bargc101,
PTF191507091,"""version 7RS(19) of 07/07/92""",SLF,PTF,1915/07/09,PIT05,1,1:30PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/04/20 5:09PM,finnw901,howeh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,123,0,allef101,crand101,,
PTF191507092,"""version 7RS(19) of 07/07/92""",SLF,PTF,1915/07/09,PIT05,2,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/04/20 4:39PM,finnw901,howeh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,90,0,groob101,roggc101,,
PTF191507100,"""version 7RS(19) of 07/07/92""",SLF,PTF,1915/07/10,PIT05,0,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/04/23 5:09PM,howeh101,finnw901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,108,0,daved101,hearb102,,
PTF191507130,"""version 7RS(19) of 07/07/92""",KCF,PTF,1915/07/13,PIT05,0,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/04/30 9:15AM,brenb901,howeh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,101,0,culln101,allef101,,
PTF191507140,"""version 7RS(19) of 07/07/92""",KCF,PTF,1915/07/14,PIT05,0,0:00PM,day,false,"""215""","""Jim Herdman""","""Jim Herdman""",2010/04/27 9:21AM,howeh101,brenb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,100,0,knete101,maina101,,
PTF191507160,"""version 7RS(19) of 07/07/92""",BUF,PTF,1915/07/16,PIT05,0,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/04/30 5:12PM,howeh101,brenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,0,bedih101,dickw101,lafie101,
PTF191507171,"""version 7RS(19) of 07/07/92""",BUF,PTF,1915/07/17,PIT05,1,1:30PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2010/05/05 5:06PM,johnj901,westf901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,104,0,hearb102,andef101,,
