game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
BLF191504100,BLF,NEW,1,0
BLF191504120,BLF,NEW,2,0
BLF191504130,BLF,NEW,0,0
BLF191504140,BLF,BUF,0,0
BLF191504150,BLF,BUF,1,3
BLF191504300,BLF,KCF,0,0
BLF191505010,BLF,KCF,0,0
BLF191505030,BLF,KCF,1,0
BLF191505040,BLF,CHF,2,0
BLF191505050,BLF,CHF,2,0
BLF191505060,BLF,CHF,0,1
BLF191505070,BLF,PTF,2,2
BLF191505080,BLF,PTF,0,0
BLF191505100,BLF,PTF,0,0
BLF191505110,BLF,SLF,1,4
BLF191505130,BLF,SLF,0,0
BLF191505140,BLF,BRF,1,0
BLF191505150,BLF,BRF,5,3
BLF191506090,BLF,BUF,0,1
BLF191506101,BLF,BUF,0,0
BLF191506102,BLF,BUF,2,0
BLF191506110,BLF,BUF,0,0
BLF191506120,BLF,BUF,2,0
BLF191506150,BLF,KCF,0,3
BLF191506160,BLF,KCF,0,0
BLF191506170,BLF,KCF,0,0
BLF191506180,BLF,KCF,0,6
BLF191506210,BLF,CHF,0,0
BLF191506220,BLF,CHF,0,0
BLF191506230,BLF,CHF,0,0
BLF191506240,BLF,SLF,1,0
BLF191506250,BLF,SLF,0,1
BLF191506261,BLF,SLF,0,0
BLF191506262,BLF,SLF,0,0
BLF191506280,BLF,SLF,0,2
BLF191506290,BLF,PTF,0,0
BLF191506300,BLF,PTF,0,1
BLF191507011,BLF,PTF,4,0
BLF191507012,BLF,PTF,0,1
BLF191507020,BLF,BUF,0,2
BLF191507030,BLF,BUF,4,0
BLF191507051,BLF,BUF,0,3
BLF191507052,BLF,BUF,0,0
BLF191507060,BLF,NEW,1,1
BLF191507070,BLF,NEW,0,3
BLF191507080,BLF,NEW,0,1
BLF191507130,BLF,BRF,0,0
BLF191507141,BLF,BRF,1,0
BLF191507142,BLF,BRF,0,0
BLF191507150,BLF,BRF,0,0
BLF191508050,BLF,SLF,0,0
BLF191508060,BLF,SLF,0,0
BLF191508070,BLF,SLF,0,0
BLF191508100,BLF,PTF,3,0
BLF191508110,BLF,PTF,0,0
BLF191508131,BLF,PTF,0,0
BLF191508132,BLF,PTF,0,0
BLF191508141,BLF,CHF,0,0
BLF191508142,BLF,CHF,2,0
BLF191508160,BLF,CHF,0,1
BLF191508170,BLF,CHF,0,0
BLF191508180,BLF,CHF,0,0
BLF191508190,BLF,KCF,0,0
BLF191508200,BLF,KCF,0,3
BLF191508210,BLF,KCF,0,0
BLF191508230,BLF,BRF,0,0
BLF191508240,BLF,BRF,1,0
BLF191508251,BLF,BRF,0,0
BLF191508252,BLF,BRF,0,0
BLF191508260,BLF,BRF,0,2
BLF191509301,BLF,NEW,0,1
BLF191509302,BLF,NEW,0,0
BLF191510021,BLF,NEW,0,0
BLF191510022,BLF,NEW,0,0
BOS191504220,BOS,PHA,0,0
BOS191504240,BOS,PHA,1,2
BOS191504260,BOS,PHA,0,0
BOS191504270,BOS,NYA,0,0
BOS191504290,BOS,NYA,0,1
BOS191505040,BOS,WS1,1,0
BOS191505050,BOS,WS1,0,0
BOS191506040,BOS,CHA,0,2
BOS191506050,BOS,CHA,0,0
BOS191506070,BOS,CHA,0,0
BOS191506080,BOS,CHA,0,0
BOS191506090,BOS,DET,0,0
BOS191506100,BOS,DET,1,0
BOS191506110,BOS,DET,0,0
BOS191506120,BOS,CLE,2,2
BOS191506140,BOS,CLE,0,0
BOS191506160,BOS,CLE,0,1
BOS191506170,BOS,SLA,2,0
BOS191506180,BOS,SLA,0,1
BOS191506250,BOS,NYA,0,0
BOS191506261,BOS,NYA,0,0
BOS191506262,BOS,NYA,1,0
BOS191506281,BOS,NYA,0,0
BOS191506282,BOS,NYA,5,0
BOS191506290,BOS,NYA,1,0
BOS191506301,BOS,PHA,0,0
BOS191506302,BOS,PHA,0,1
BOS191507031,BOS,PHA,0,1
BOS191507032,BOS,PHA,0,0
BOS191507051,BOS,WS1,0,0
BOS191507052,BOS,WS1,0,0
BOS191507061,BOS,WS1,3,1
BOS191507062,BOS,WS1,2,0
BOS191507071,BOS,WS1,2,0
BOS191507072,BOS,WS1,0,0
BOS191507270,BOS,CHA,0,0
BOS191507280,BOS,CHA,0,0
BOS191507300,BOS,DET,1,0
BOS191507310,BOS,DET,0,0
BOS191508020,BOS,DET,0,1
BOS191508030,BOS,DET,0,1
BOS191508071,BOS,CLE,0,0
BOS191508072,BOS,CLE,1,2
BOS191508090,BOS,SLA,1,0
BOS191508101,BOS,SLA,0,0
BOS191508102,BOS,SLA,1,1
BOS191508111,BOS,SLA,2,0
BOS191508112,BOS,SLA,0,0
BOS191508120,BOS,SLA,0,0
BOS191508130,BOS,WS1,1,1
BOS191508140,BOS,WS1,0,0
BOS191508160,BOS,WS1,1,0
BOS191509061,BOS,NYA,0,0
BOS191509062,BOS,NYA,2,0
BOS191509070,BOS,NYA,0,1
BOS191509081,BOS,PHA,0,0
BOS191509082,BOS,PHA,8,0
BOS191509090,BOS,PHA,0,0
BOS191509100,BOS,PHA,3,0
BOS191509110,BOS,CHA,0,0
BOS191509131,BOS,CHA,0,0
BOS191509132,BOS,CHA,3,0
BOS191509140,BOS,CHA,0,0
BOS191509150,BOS,CHA,0,0
BOS191509160,BOS,DET,0,2
BOS191509170,BOS,DET,1,0
BOS191509180,BOS,DET,0,0
BOS191509200,BOS,DET,1,2
BOS191509221,BOS,CLE,0,1
BOS191509222,BOS,CLE,0,1
BOS191509231,BOS,CLE,0,0
BOS191509232,BOS,CLE,2,0
BOS191509240,BOS,SLA,0,0
BOS191509250,BOS,SLA,0,0
BOS191509270,BOS,SLA,0,0
BRF191504100,BRF,BUF,0,1
BRF191504120,BRF,BUF,0,3
BRF191504130,BRF,BUF,0,1
BRF191504140,BRF,NEW,0,0
BRF191504150,BRF,NEW,0,0
BRF191504260,BRF,BLF,0,0
BRF191504270,BRF,BLF,0,0
BRF191504290,BRF,BLF,1,0
BRF191505010,BRF,PTF,0,0
BRF191505031,BRF,PTF,0,0
BRF191505032,BRF,PTF,0,0
BRF191505050,BRF,SLF,0,0
BRF191505060,BRF,SLF,0,2
BRF191505070,BRF,KCF,0,1
BRF191505080,BRF,KCF,1,0
BRF191505100,BRF,KCF,0,0
BRF191505110,BRF,CHF,0,0
BRF191505130,BRF,CHF,0,1
BRF191505312,BRF,NEW,0,0
BRF191506050,BRF,BLF,0,0
BRF191506071,BRF,BLF,1,0
BRF191506072,BRF,BLF,1,0
BRF191506080,BRF,BLF,0,3
BRF191506090,BRF,NEW,0,0
