game_id,inning,batting_home,batter_id,count_raw,balls,strikes,pitches,event_raw
PTF191504170,1.0,0.0,chadc101,??,,,,63
PTF191504170,1.0,0.0,gilmg101,??,,,,8/F
PTF191504170,1.0,0.0,kruga101,??,,,,43
PTF191504170,1.0,1.0,delaf101,??,,,,63
PTF191504170,1.0,1.0,bergm101,??,,,,3/G
PTF191504170,1.0,1.0,mowrm101,??,,,,53
PTF191504170,2.0,0.0,kenwd101,??,,,,7/F
PTF191504170,2.0,0.0,stovg101,??,,,,8/F
PTF191504170,2.0,0.0,perrg102,??,,,,W
PTF191504170,2.0,0.0,rawlj101,??,,,,13
PTF191504170,2.0,1.0,konee101,??,,,,S/78
PTF191504170,2.0,1.0,oaker101,??,,,,FC3.1-3;B-2(E3/TH)
PTF191504170,2.0,1.0,lewij101,??,,,,S8/F.3-H(UR);2-2
PTF191504170,2.0,1.0,kellj105,??,,,,15(2)/BG/FO.1-2
PTF191504170,2.0,1.0,berrc101,??,,,,54(1)3/GDP
PTF191504170,3.0,0.0,eastt101,??,,,,63
PTF191504170,3.0,0.0,culln101,??,,,,K
PTF191504170,3.0,0.0,chadc101,??,,,,K/C
PTF191504170,3.0,1.0,allef101,??,,,,53
PTF191504170,3.0,1.0,delaf101,??,,,,43
PTF191504170,3.0,1.0,bergm101,??,,,,K
PTF191504170,4.0,0.0,gilmg101,??,,,,3/FL
PTF191504170,4.0,0.0,kruga101,??,,,,9/F
PTF191504170,4.0,0.0,kenwd101,??,,,,S9/G
PTF191504170,4.0,0.0,stovg101,??,,,,CS2(24)
PTF191504170,4.0,1.0,mowrm101,??,,,,53
PTF191504170,4.0,1.0,konee101,??,,,,K
PTF191504170,4.0,1.0,oaker101,??,,,,S8
PTF191504170,4.0,1.0,lewij101,??,,,,S/78.1-2
PTF191504170,4.0,1.0,kellj105,??,,,,W.2-3;1-2
PTF191504170,4.0,1.0,berrc101,??,,,,S7.3-H;2-H;1-3;B-2(TH)
PTF191504170,4.0,1.0,allef101,??,,,,W
PTF191504170,4.0,1.0,delaf101,??,,,,53
PTF191504170,5.0,0.0,stovg101,??,,,,S8
PTF191504170,5.0,0.0,perrg102,??,,,,9/F
PTF191504170,5.0,0.0,rawlj101,??,,,,9/F
PTF191504170,5.0,0.0,eastt101,??,,,,D7/G.1-H
PTF191504170,5.0,0.0,culln101,??,,,,NP
PTF191504170,5.0,0.0,bradb102,??,,,,9/F
PTF191504170,5.0,1.0,bergm101,??,,,,NP
PTF191504170,5.0,1.0,bergm101,??,,,,T8/F8D
PTF191504170,5.0,1.0,mowrm101,??,,,,S7.3-H
PTF191504170,5.0,1.0,konee101,??,,,,13/SH.1-2
PTF191504170,5.0,1.0,oaker101,??,,,,S7.2-3
PTF191504170,5.0,1.0,lewij101,??,,,,4/L
PTF191504170,5.0,1.0,kellj105,??,,,,64(1)/FO
PTF191504170,6.0,0.0,chadc101,??,,,,K/C
PTF191504170,6.0,0.0,gilmg101,??,,,,S9
PTF191504170,6.0,0.0,kruga101,??,,,,W.1-2
PTF191504170,6.0,0.0,kenwd101,??,,,,8/L
PTF191504170,6.0,0.0,stovg101,??,,,,4/F
