player_id,last,first,bats,throws,team_id,pos,player_name,year
altrn101,Altrock,Nick,B,L,WS1,OF,Nick Altrock,1192
barnr104,Barnes,Red,L,R,WS1,OF,Red Barnes,1192
bealw101,Beall,Walter,R,R,WS1,P,Walter Beall,1192
blueo102,Bluege,Ossie,R,R,WS1,3B,Ossie Bluege,1192
bossh101,Boss,Harley,L,L,WS1,1B,Harley Boss,1192
braxg101,Braxton,Garland,B,L,WS1,P,Garland Braxton,1192
browl101,Brown,Lloyd,L,L,WS1,P,Lloyd Brown,1192
burkb102,Burke,Bobby,L,L,WS1,P,Bobby Burke,1192
campa102,Campbell,Archie,R,R,WS1,P,Archie Campbell,1192
cronj101,Cronin,Joe,R,R,WS1,SS,Joe Cronin,1192
flagi101,Flagstead,Ira,R,R,WS1,OF,Ira Flagstead,1192
gharp101,Gharrity,Patsy,R,R,WS1,PH,Patsy Gharrity,1192
goocc101,Gooch,Charlie,R,R,WS1,1B,Charlie Gooch,1192
goslg101,Goslin,Goose,L,R,WS1,OF,Goose Goslin,1192
hadlb101,Hadley,Bump,R,R,WS1,P,Bump Hadley,1192
harrs102,Harris,Spence,L,L,WS1,OF,Spence Harris,1192
hayej101,Hayes,Jackie,R,R,WS1,3B,Jackie Hayes,1192
hopkp101,Hopkins,Paul,R,R,WS1,P,Paul Hopkins,1192
jones104,Jones,Sad Sam,R,R,WS1,P,Sad Sam Jones,1192
judgj101,Judge,Joe,L,L,WS1,1B,Joe Judge,1192
landd103,Land,Doc,L,L,WS1,OF,Doc Land,1192
liska101,Liska,Ad,R,R,WS1,P,Ad Liska,1192
marbf101,Marberry,Firpo,R,R,WS1,P,Firpo Marberry,1192
mccup102,McCullough,Paul,R,R,WS1,P,Paul McCullough,1192
myerb103,Myer,Buddy,L,R,WS1,2B,Buddy Myer,1192
rices101,Rice,Sam,L,R,WS1,OF,Sam Rice,1192
ruelm101,Ruel,Muddy,R,R,WS1,C,Muddy Ruel,1192
savid101,Savidge,Don,R,R,WS1,P,Don Savidge,1192
spenr101,Spencer,Roy,R,R,WS1,C,Roy Spencer,1192
stews101,Stewart,Stuffy,R,R,WS1,2B,Stuffy Stewart,1192
tateb101,Tate,Bennie,L,R,WS1,C,Bennie Tate,1192
thomm101,Thomas,Myles,R,R,WS1,P,Myles Thomas,1192
wests101,West,Sam,L,L,WS1,OF,Sam West,1192
winee101,Wineapple,Ed,L,L,WS1,P,Ed Wineapple,1192
ballp101,Ballenger,Pelham,R,R,WS1,3B,Pelham Ballenger,1192
barnr104,Barnes,Red,L,R,WS1,OF,Red Barnes,1192
blueo102,Bluege,Ossie,R,R,WS1,3B,Ossie Bluege,1192
boola101,Bool,Al,R,R,WS1,C,Al Bool,1192
bossh101,Boss,Harley,L,L,WS1,1B,Harley Boss,1192
braxg101,Braxton,Garland,B,L,WS1,P,Garland Braxton,1192
browl101,Brown,Lloyd,L,L,WS1,P,Lloyd Brown,1192
burkb102,Burke,Bobby,L,L,WS1,P,Bobby Burke,1192
cronj101,Cronin,Joe,R,R,WS1,SS,Joe Cronin,1192
crowe101,Crowley,Ed,R,R,WS1,3B,Ed Crowley,1192
ganzb101,Ganzel,Babe,R,R,WS1,OF,Babe Ganzel,1192
gastm101,Gaston,Milt,R,R,WS1,P,Milt Gaston,1192
gillg102,Gillis,Grant,R,R,WS1,SS,Grant Gillis,1192
goslg101,Goslin,Goose,L,R,WS1,OF,Goose Goslin,1192
hadlb101,Hadley,Bump,R,R,WS1,P,Bump Hadley,1192
harrb106,Harris,Bucky,R,R,WS1,2B,Bucky Harris,1192
hayej101,Hayes,Jackie,R,R,WS1,2B,Jackie Hayes,1192
jones104,Jones,Sad Sam,R,R,WS1,P,Sad Sam Jones,1192
judgj101,Judge,Joe,L,L,WS1,1B,Joe Judge,1192
kenne104,Kenna,Eddie,R,R,WS1,C,Eddie Kenna,1192
liseh101,Lisenbee,Hod,R,R,WS1,P,Hod Lisenbee,1192
marbf101,Marberry,Firpo,R,R,WS1,P,Firpo Marberry,1192
mcmuh101,McMullen,Hugh,B,R,WS1,PH,Hugh McMullen,1192
reevb101,Reeves,Bobby,R,R,WS1,SS,Bobby Reeves,1192
rices101,Rice,Sam,L,R,WS1,OF,Sam Rice,1192
ruelm101,Ruel,Muddy,R,R,WS1,C,Muddy Ruel,1192
sislg101,Sisler,George,L,L,WS1,1B,George Sisler,1192
spald101,Spalding,Dick,L,L,WS1,OF,Dick Spalding,1192
tateb101,Tate,Bennie,L,R,WS1,C,Bennie Tate,1192
vanac101,Van Alstyne,Clay,R,R,WS1,P,Clay Van Alstyne,1192
weavj101,Weaver,Jim,R,R,WS1,P,Jim Weaver,1192
wests101,West,Sam,L,L,WS1,OF,Sam West,1192
zacht101,Zachary,Tom,L,L,WS1,P,Tom Zachary,1192
aldrv101,Aldridge,Vic,R,R,NY1,P,Vic Aldridge,1192
barnv101,Barnes,Virgil,R,R,NY1,P,Virgil Barnes,1192
bentl101,Benton,Larry,R,R,NY1,P,Larry Benton,1192
buckg101,Buckeye,Garland,B,L,NY1,P,Garland Buckeye,1192
cantb102,Cantwell,Ben,R,R,NY1,P,Ben Cantwell,1192
chapt101,Chaplin,Tiny,R,R,NY1,P,Tiny Chaplin,1192
clarb102,Clarkson,Bill,R,R,NY1,P,Bill Clarkson,1192
cohea101,Cohen,Andy,R,R,NY1,2B,Andy Cohen,1192
cummj101,Cummings,Jack,R,R,NY1,C,Jack Cummings,1192
faulj101,Faulkner,Jim,B,L,NY1,P,Jim Faulkner,1192
fitzf101,Fitzsimmons,Freddie,R,R,NY1,P,Freddie Fitzsimmons,1192
foler101,Foley,Ray,L,R,NY1,PH,Ray Foley,1192
fullc101,Fullis,Chick,R,R,NY1,PR,Chick Fullis,1192
genej101,Genewich,Joe,R,R,NY1,P,Joe Genewich,1192
haefb101,Haeffner,Bill,R,R,NY1,C,Bill Haeffner,1192
harpg101,Harper,George,L,R,NY1,OF,George Harper,1192
henrd101,Henry,Dutch,L,L,NY1,P,Dutch Henry,1192
hogas101,Hogan,Shanty,R,R,NY1,C,Shanty Hogan,1192
hubbc101,Hubbell,Carl,R,L,NY1,P,Carl Hubbell,1192
jackt101,Jackson,Travis,R,R,NY1,SS,Travis Jackson,1192
jahna101,Jahn,Art,R,R,NY1,OF,Art Jahn,1192
lindf101,Lindstrom,Freddie,R,R,NY1,3B,Freddie Lindstrom,1192
