game_id,inning,batting_home,batter_id,count_raw,balls,strikes,pitches,event_raw
MIN201903280,1.0,0.0,martl004,12,1.0,2.0,CBSFS,K
MIN201903280,1.0,0.0,ramij003,00,0.0,0.0,X,13/BG
MIN201903280,1.0,0.0,naqut001,02,0.0,2.0,CFC,K
MIN201903280,1.0,1.0,keplm001,00,0.0,0.0,X,9/F89D
MIN201903280,1.0,1.0,polaj001,01,0.0,1.0,CX,3/G3+
MIN201903280,1.0,1.0,cruzn002,12,1.0,2.0,CFBS,K
MIN201903280,2.0,0.0,santc002,01,0.0,1.0,CX,7/F7LM
MIN201903280,2.0,0.0,ramih003,21,2.0,1.0,BBSX,9/L9D+
MIN201903280,2.0,0.0,bauej001,01,0.0,1.0,CX,53/G6
MIN201903280,2.0,1.0,rosae001,02,0.0,2.0,SFS,K23
MIN201903280,2.0,1.0,cronc002,01,0.0,1.0,CX,8/F4MD
MIN201903280,2.0,1.0,gonzm002,00,0.0,0.0,X,43/G4
MIN201903280,3.0,0.0,perer003,20,2.0,0.0,BBX,7/F7S
MIN201903280,3.0,0.0,millb002,32,3.0,2.0,BBSBFC,K
MIN201903280,3.0,0.0,stame001,02,0.0,2.0,CFS,K
MIN201903280,3.0,1.0,schoj001,02,0.0,2.0,SCX,3/L34+
MIN201903280,3.0,1.0,castj006,21,2.0,1.0,BSBX,7/F7LF
MIN201903280,3.0,1.0,buxtb001,10,1.0,0.0,BX,7/F78D
MIN201903280,4.0,0.0,martl004,10,1.0,0.0,BX,D9/G3+
MIN201903280,4.0,0.0,ramij003,20,2.0,0.0,BBX,6/F6M-
MIN201903280,4.0,0.0,naqut001,02,0.0,2.0,FSS,K
MIN201903280,4.0,0.0,santc002,32,3.0,2.0,CBBBCB,W
MIN201903280,4.0,0.0,ramih003,12,1.0,2.0,SFBS,K
MIN201903280,4.0,1.0,keplm001,01,0.0,1.0,CX,3/G3
MIN201903280,4.0,1.0,polaj001,12,1.0,2.0,BCSFS,K
MIN201903280,4.0,1.0,cruzn002,00,0.0,0.0,X,9/F89D+
MIN201903280,5.0,0.0,bauej001,12,1.0,2.0,BCFFX,63/G4+
MIN201903280,5.0,0.0,perer003,11,1.0,1.0,BCX,8/F8RXD+
MIN201903280,5.0,0.0,millb002,12,1.0,2.0,BTFC,K
MIN201903280,5.0,1.0,rosae001,00,0.0,0.0,X,43/G4
MIN201903280,5.0,1.0,cronc002,11,1.0,1.0,CBX,9/F34D
MIN201903280,5.0,1.0,gonzm002,31,3.0,1.0,CBBBB,W
MIN201903280,5.0,1.0,schoj001,01,0.0,1.0,SX,7/F78XD+
MIN201903280,6.0,0.0,stame001,12,1.0,2.0,BCTS,K
MIN201903280,6.0,0.0,martl004,02,0.0,2.0,LFX,6/F4-
MIN201903280,6.0,0.0,ramij003,02,0.0,2.0,CFX,63/G4S-
MIN201903280,6.0,1.0,castj006,21,2.0,1.0,SBBX,8/F78S
MIN201903280,6.0,1.0,buxtb001,20,2.0,0.0,BBX,D7/L7D+
MIN201903280,6.0,1.0,keplm001,00,0.0,0.0,X,7/F7D+.2-3
MIN201903280,6.0,1.0,polaj001,32,3.0,2.0,SBBBCFX,5/F5D-
MIN201903280,7.0,0.0,naqut001,32,3.0,2.0,FFBFBBS,K
MIN201903280,7.0,0.0,santc002,22,2.0,2.0,BSBSFFX,8/F89XD+
MIN201903280,7.0,0.0,ramih003,11,1.0,1.0,FBX,8/F8RD
MIN201903280,7.0,1.0,cruzn002,22,2.0,2.0,CFBBX,S7/L7S+
MIN201903280,7.0,1.0,rosae001,02,0.0,2.0,CFC,K
MIN201903280,7.0,1.0,cronc002,01,0.0,1.0,SX,S8/L8RS.1-2
MIN201903280,7.0,1.0,gonzm002,01,0.0,1.0,CX,D7/L8LS+.2-H;1-H
MIN201903280,7.0,1.0,schoj001,11,1.0,1.0,BSH,HP
MIN201903280,7.0,1.0,castj006,12,1.0,2.0,CBSFC,K
MIN201903280,7.0,1.0,buxtb001,11,1.0,1.0,FBX,8/F8LM
MIN201903280,8.0,0.0,bauej001,11,1.0,1.0,CBX,5/F56-
MIN201903280,8.0,0.0,perer003,02,0.0,2.0,CSS,K
MIN201903280,8.0,0.0,millb002,21,2.0,1.0,BCBX,S8/L8LS
MIN201903280,8.0,0.0,stame001,00,0.0,0.0,,NP
MIN201903280,8.0,0.0,alleg002,00,0.0,0.0,,NP
MIN201903280,8.0,0.0,alleg002,32,3.0,2.0,..BBCSBC,K
MIN201903280,8.0,1.0,keplm001,00,0.0,0.0,,NP
MIN201903280,8.0,1.0,keplm001,00,0.0,0.0,,NP
MIN201903280,8.0,1.0,keplm001,22,2.0,2.0,..CBSBX,43/G34+
MIN201903280,8.0,1.0,polaj001,00,0.0,0.0,H,HP
MIN201903280,8.0,1.0,cruzn002,00,0.0,0.0,,NP
MIN201903280,8.0,1.0,cruzn002,12,1.0,2.0,.1SSB1S,K
MIN201903280,8.0,1.0,rosae001,00,0.0,0.0,,NP
