game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ANA201904040,2019-04-04,ANA,TEX,1,5
ANA201904050,2019-04-05,ANA,TEX,0,0
ANA201904060,2019-04-06,ANA,TEX,0,0
ANA201904070,2019-04-07,ANA,TEX,0,0
ANA201904080,2019-04-08,ANA,MIL,0,0
ANA201904090,2019-04-09,ANA,MIL,6,0
ANA201904100,2019-04-10,ANA,MIL,0,0
ANA201904180,2019-04-18,ANA,SEA,0,0
ANA201904190,2019-04-19,ANA,SEA,0,0
ANA201904200,2019-04-20,ANA,SEA,0,2
ANA201904210,2019-04-21,ANA,SEA,0,0
ANA201904220,2019-04-22,ANA,NYA,0,1
ANA201904230,2019-04-23,ANA,NYA,0,1
ANA201904240,2019-04-24,ANA,NYA,1,0
ANA201904250,2019-04-25,ANA,NYA,0,0
ANA201904300,2019-04-30,ANA,TOR,0,0
ANA201905010,2019-05-01,ANA,TOR,1,0
ANA201905020,2019-05-02,ANA,TOR,0,0
ANA201905040,2019-05-04,ANA,HOU,0,1
ANA201905050,2019-05-05,ANA,HOU,1,0
ANA201905170,2019-05-17,ANA,KCA,0,0
ANA201905180,2019-05-18,ANA,KCA,1,0
ANA201905190,2019-05-19,ANA,KCA,0,0
ANA201905200,2019-05-20,ANA,MIN,0,0
ANA201905210,2019-05-21,ANA,MIN,1,0
ANA201905230,2019-05-23,ANA,MIN,0,0
ANA201905240,2019-05-24,ANA,TEX,0,1
ANA201905250,2019-05-25,ANA,TEX,0,0
ANA201905260,2019-05-26,ANA,TEX,1,0
ANA201906040,2019-06-04,ANA,OAK,0,0
ANA201906050,2019-06-05,ANA,OAK,1,0
ANA201906060,2019-06-06,ANA,OAK,0,0
ANA201906070,2019-06-07,ANA,SEA,0,0
ANA201906080,2019-06-08,ANA,SEA,3,0
ANA201906090,2019-06-09,ANA,SEA,0,0
ANA201906100,2019-06-10,ANA,LAN,0,0
ANA201906110,2019-06-11,ANA,LAN,5,0
ANA201906250,2019-06-25,ANA,CIN,1,1
