game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ANA201904040,2019-04-04,ANA,TEX,1,5
ANA201904080,2019-04-08,ANA,MIL,0,0
ANA201904180,2019-04-18,ANA,SEA,0,0
ANA201904220,2019-04-22,ANA,NYA,0,1
ANA201904300,2019-04-30,ANA,TOR,0,0
ANA201905040,2019-05-04,ANA,HOU,0,1
ANA201905170,2019-05-17,ANA,KCA,0,0
ANA201905200,2019-05-20,ANA,MIN,0,0
ANA201905240,2019-05-24,ANA,TEX,0,1
ANA201906040,2019-06-04,ANA,OAK,0,0
ANA201906070,2019-06-07,ANA,SEA,0,0
ANA201906100,2019-06-10,ANA,LAN,0,0
ANA201906250,2019-06-25,ANA,CIN,1,1
ANA201906270,2019-06-27,ANA,OAK,0,0
ANA201907120,2019-07-12,ANA,SEA,7,0
ANA201907150,2019-07-15,ANA,HOU,0,1
ANA201907250,2019-07-25,ANA,BAL,1,0
ANA201907290,2019-07-29,ANA,DET,0,1
ANA201908120,2019-08-12,ANA,PIT,0,3
ANA201908150,2019-08-15,ANA,CHA,1,0
ANA201908270,2019-08-27,ANA,TEX,0,0
ANA201908300,2019-08-30,ANA,BOS,0,1
ANA201909090,2019-09-09,ANA,CLE,0,1
ANA201909130,2019-09-13,ANA,TBA,0,0
ANA201909240,2019-09-24,ANA,OAK,0,0
ANA201909260,2019-09-26,ANA,HOU,2,0
ARI201904050,2019-04-05,ARI,BOS,0,0
ARI201904090,2019-04-09,ARI,TEX,0,2
ARI201904110,2019-04-11,ARI,SDN,1,0
ARI201904260,2019-04-26,ARI,CHN,3,0
ARI201904300,2019-04-30,ARI,NYA,0,0
ARI201905090,2019-05-09,ARI,ATL,0,0
ARI201905130,2019-05-13,ARI,PIT,2,2
ARI201905170,2019-05-17,ARI,SFN,0,0
ARI201905310,2019-05-31,ARI,NYN,0,0
ARI201906030,2019-06-03,ARI,LAN,0,0
ARI201906180,2019-06-18,ARI,COL,0,2
ARI201906210,2019-06-21,ARI,SFN,0,0
ARI201906240,2019-06-24,ARI,LAN,3,3
ARI201907050,2019-07-05,ARI,COL,0,0
ARI201907180,2019-07-18,ARI,MIL,0,0
ARI201907220,2019-07-22,ARI,BAL,3,0
ARI201908020,2019-08-02,ARI,WAS,0,0
ARI201908050,2019-08-05,ARI,PHI,1,0
ARI201908150,2019-08-15,ARI,SFN,0,2
ARI201908190,2019-08-19,ARI,COL,0,0
