game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_travel,vis_travel,home_last_location,visiting_last_location
OAK201903210,2019-03-21,OAK,SEA,0,0,1e-06,1e-06,OAK,OAK
SEA201903290,2019-03-29,SEA,BOS,2,0,1e-06,1e-06,SEA,SEA
MIL201903290,2019-03-29,MIL,SLN,0,3,1e-06,1e-06,MIL,MIL
TBA201903290,2019-03-29,TBA,HOU,0,0,1e-06,1e-06,TBA,TBA
SDN201903290,2019-03-29,SDN,SFN,0,0,1e-06,1e-06,SDN,SDN
MIA201903290,2019-03-29,MIA,COL,0,0,1e-06,1e-06,MIA,MIA
TOR201903290,2019-03-29,TOR,DET,0,0,1e-06,1e-06,TOR,TOR
LAN201903290,2019-03-29,LAN,ARI,0,0,1e-06,1e-06,LAN,LAN
OAK201903290,2019-03-29,OAK,ANA,0,0,1e-06,1e-06,OAK,OAK
SDN201903300,2019-03-30,SDN,SFN,0,0,1e-06,1e-06,SDN,SDN
PHI201903300,2019-03-30,PHI,ATL,0,1,1e-06,1e-06,PHI,PHI
NYA201903300,2019-03-30,NYA,BAL,0,0,1e-06,1e-06,NYA,NYA
SEA201903300,2019-03-30,SEA,BOS,2,0,1e-06,1e-06,SEA,SEA
MIL201903300,2019-03-30,MIL,SLN,1,0,1e-06,1e-06,MIL,MIL
TBA201903300,2019-03-30,TBA,HOU,0,1,1e-06,1e-06,TBA,TBA
MIA201903300,2019-03-30,MIA,COL,0,0,1e-06,1e-06,MIA,MIA
TEX201903300,2019-03-30,TEX,CHN,0,3,1e-06,1e-06,TEX,TEX
LAN201903300,2019-03-30,LAN,ARI,1,1,1e-06,1e-06,LAN,LAN
TOR201903300,2019-03-30,TOR,DET,0,0,1e-06,1e-06,TOR,TOR
KCA201903300,2019-03-30,KCA,CHA,0,0,1e-06,1e-06,KCA,KCA
WAS201903300,2019-03-30,WAS,NYN,1,3,1e-06,1e-06,WAS,WAS
MIN201903300,2019-03-30,MIN,CLE,0,0,1e-06,1e-06,MIN,MIN
OAK201903300,2019-03-30,OAK,ANA,0,0,1e-06,1e-06,OAK,OAK
MIL201903310,2019-03-31,MIL,SLN,1,0,1e-06,1e-06,MIL,MIL
MIN201903310,2019-03-31,MIN,CLE,0,0,1e-06,1e-06,MIN,MIN
MIA201903310,2019-03-31,MIA,COL,0,0,1e-06,1e-06,MIA,MIA
NYA201903310,2019-03-31,NYA,BAL,0,3,1e-06,1e-06,NYA,NYA
LAN201903310,2019-03-31,LAN,ARI,3,0,1e-06,1e-06,LAN,LAN
KCA201903310,2019-03-31,KCA,CHA,0,0,1e-06,1e-06,KCA,KCA
CIN201903310,2019-03-31,CIN,PIT,0,1,1e-06,1e-06,CIN,CIN
OAK201903310,2019-03-31,OAK,ANA,0,0,1e-06,1e-06,OAK,OAK
TEX201903310,2019-03-31,TEX,CHN,0,0,1e-06,1e-06,TEX,TEX
WAS201903310,2019-03-31,WAS,NYN,0,0,1e-06,1e-06,WAS,WAS
PHI201903310,2019-03-31,PHI,ATL,0,0,1e-06,1e-06,PHI,PHI
TOR201903310,2019-03-31,TOR,DET,0,0,1e-06,1e-06,TOR,TOR
TBA201903310,2019-03-31,TBA,HOU,1,0,1e-06,1e-06,TBA,TBA
SDN201903310,2019-03-31,SDN,SFN,0,0,1e-06,1e-06,SDN,SDN
SEA201903310,2019-03-31,SEA,BOS,0,3,1e-06,1e-06,SEA,SEA
CIN201904010,2019-04-01,CIN,MIL,0,3,1e-06,525.1892238126902,CIN,MIL
CLE201904010,2019-04-01,CLE,CHA,0,0,1013.2251113855248,1123.5230318083022,MIN,KCA
TOR201904010,2019-04-01,TOR,BAL,0,4,1e-06,550.2922217550002,TOR,NYA
LAN201904010,2019-04-01,LAN,SFN,0,0,1e-06,179.52869961196944,LAN,SDN
TEX201904010,2019-04-01,TEX,HOU,0,1,1e-06,1496.616116420437,TEX,TBA
MIA201904010,2019-04-01,MIA,NYN,3,0,1e-06,1489.628641346009,MIA,WAS
TBA201904010,2019-04-01,TBA,COL,0,0,1e-06,319.9354673545946,TBA,MIA
SEA201904010,2019-04-01,SEA,ANA,4,0,1e-06,1089.6592015072615,SEA,OAK
ATL201904010,2019-04-01,ATL,CHN,5,0,1071.2330338826835,1179.9161829380425,PHI,TEX
PIT201904010,2019-04-01,PIT,SLN,3,0,415.25842934625814,722.0054120555708,CIN,MIL
SDN201904010,2019-04-01,SDN,ARI,0,2,1e-06,179.52869961196944,SDN,LAN
NYA201904010,2019-04-01,NYA,DET,0,0,1e-06,550.2922217550002,NYA,TOR
OAK201904010,2019-04-01,OAK,BOS,0,0,1e-06,1089.6592015072615,OAK,SEA
WAS201904020,2019-04-02,WAS,PHI,0,0,1e-06,197.2342958595587,WAS,PHI
CIN201904020,2019-04-02,CIN,MIL,0,0,1e-06,1e-06,CIN,CIN
