game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer,umplf,gametype
CLE196104190,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1961/04/19,0,0:00PM,day,false,kinnb901,hurle901,honoj901,flahr901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1995/11/06 12:17PM,park,none,0,unknown,-1,unknown,unknown,unknown,160,28216,fox-t101,funkf101,,,,,
CLE196104200,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1961/04/20,0,0:00PM,day,false,hurle901,honoj901,flahr901,kinnb901,"""rakowski""","""Ron Rakowski""","""Ron Rakowski""",1995/10/18 12:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,2272,laryf101,bellg102,,,,,
CLE196104301,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1961/04/30,1,0:00PM,day,false,flahr901,hurle901,kinnb901,honoj901,"""rakowski""","""rakowski""","""rakowski""",1993/07/12 5:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,0,monbb101,bellg102,,,,,
CLE196104302,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1961/04/30,2,0:00PM,day,false,hurle901,kinnb901,honoj901,flahr901,"""rakowski""","""rakowski""","""rakowski""",1995/10/18 9:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,149,11308,hawkw101,conlg101,,,,,
CLE196105020,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1961/05/02,0,0:00PM,night,false,kinnb901,honoj901,flahr901,hurle901,"""White Sox""","""Ron Rakowski""","""Ron Rakowski""",1993/07/12 10:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,184,4255,funkf101,kemmr101,,,,,
CLE196105030,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1961/05/03,0,0:00PM,night,false,honoj901,flahr901,hurle901,kinnb901,"""rakowski""","""rakowski""","""rakowski""",1995/10/18 12:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,3879,funkf101,stalg103,,,,,
CLE196105050,"""version 7RS(19) of 07/07/92""",WS2,CLE,CLE07,1961/05/05,0,0:00PM,night,false,smita901,mckib901,soarh901,chyln901,"""rakowski""","""rakowski""","""rakowski""",1993/07/13 5:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,6277,hobae101,antoj103,,,,,
CLE196105071,"""version 7RS(19) of 07/07/92""",WS2,CLE,CLE07,1961/05/07,1,0:00PM,day,false,mckib901,soarh901,chyln901,smita901,"""rakowski""","""rakowski""","""rakowski""",1993/07/13 5:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,0,hawkw101,sturt101,,,,,
CLE196105072,"""version 7RS(19) of 07/07/92""",WS2,CLE,CLE07,1961/05/07,2,0:00PM,day,false,soarh901,chyln901,smita901,mckib901,"""rakowski""","""rakowski""","""rakowski""",1995/10/18 5:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,162,7576,sisld102,funkf101,kutym101,,,,
CLE196105120,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1961/05/12,0,0:00PM,night,false,berrc103,linsj901,umonf901,stewb902,"""rakowski""","""rakowski""","""rakowski""",1993/07/15 10:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,9240,fishj101,antoj103,,,,,
CLE196105130,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1961/05/13,0,0:00PM,day,false,linsj901,umonf901,stewb902,berrc103,"""rakowski""","""rakowski""","""rakowski""",1993/07/15 10:13PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,3417,browh101,hawkw101,wilhh101,,,,
CLE196105141,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1961/05/14,1,0:00PM,day,false,umonf901,stewb902,berrc103,linsj901,"""rakowski""","""rakowski""","""rakowski""",1993/07/15 10:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,219,0,funkf101,fishj101,,,,,
CLE196105142,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1961/05/14,2,0:00PM,day,false,stewb902,berrc103,linsj901,umonf901,"""rakowski""","""rakowski""","""rakowski""",1993/07/20 10:10AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,13238,latmb101,estrc101,,,,,
CLE196105190,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1961/05/19,0,0:00PM,night,false,hurle901,honoj901,kinnb901,flahr901,"""Yankees""","""Ron Rakowski""","""Ron Rakowski""",1993/07/20 10:28AM,park,none,0,unknown,-1,dry,none,night,175,21240,latmb101,clevt101,alleb101,,,,
CLE196105200,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1961/05/20,0,0:00PM,day,false,honoj901,kinnb901,flahr901,hurle901,"""rakowski""","""rakowski""","""rakowski""",1993/07/20 10:40AM,unknown,none,0,unknown,-1,dry,none,cloudy,158,8431,funkf101,stafb101,,,,,
CLE196105270,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1961/05/27,0,0:00PM,day,false,stewb902,berrc103,linsj901,umonf901,"""rakowski""","""rakowski""","""rakowski""",1993/07/20 11:01AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,203,1808,walkj104,funkf101,,,,,
CLE196105281,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1961/05/28,1,0:00PM,day,false,berrc103,linsj901,umonf901,stewb902,"""None""","""Ron Rakowski""","""Ron Rakowski""",1993/07/20 11:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,0,bellg102,herbr101,,,,,
CLE196105282,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1961/05/28,2,0:00PM,day,false,linsj901,umonf901,stewb902,berrc103,"""None""","""Ron Rakowski""","""Ron Rakowski""",1993/07/20 11:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,129,10022,bassn101,perrj102,,,,,
CLE196105301,"""version 7RS(19) of 07/07/92""",MIN,CLE,CLE07,1961/05/30,1,0:00PM,day,false,runge901,carrh901,drumc901,papaj901,"""rakowski""","""rakowski""","""rakowski""",1993/07/26 5:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,153,0,funkf101,pascc102,,,,,
CLE196105302,"""version 7RS(19) of 07/07/92""",MIN,CLE,CLE07,1961/05/30,2,0:00PM,day,false,carrh901,drumc901,papaj901,runge901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1993/07/26 5:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,138,13861,granj101,ramop101,latmb101,,,,
CLE196106020,"""version 7RS(19) of 07/07/92""",LAA,CLE,CLE07,1961/06/02,0,0:00PM,night,false,drumc901,papaj901,runge901,carrh901,"""rakowski""","""rakowski""","""rakowski""",1994/02/22 5:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,10453,funkf101,jamej101,,,,,
CLE196106030,"""version 7RS(19) of 07/07/92""",LAA,CLE,CLE07,1961/06/03,0,0:00PM,day,false,papaj901,runge901,carrh901,drumc901,"""Angels""","""Ron Rakowski""","""Ron Rakowski""",1994/02/22 7:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,3134,granj101,fowla101,,,,,
CLE196106041,"""version 7RS(19) of 07/07/92""",LAA,CLE,CLE07,1961/06/04,1,0:00PM,day,false,runge901,carrh901,drumc901,papaj901,"""rakowski""","""rakowski""","""rakowski""",1994/02/22 9:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,0,perrj102,klinr102,funkf101,,,,
CLE196106042,"""version 7RS(19) of 07/07/92""",LAA,CLE,CLE07,1961/06/04,2,0:00PM,day,false,carrh901,drumc901,papaj901,runge901,"""rakowski""","""rakowski""","""rakowski""",1994/02/22 10:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,159,11780,hawkw101,casaj101,lockb101,,,,
CLE196106111,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1961/06/11,1,0:00PM,day,false,linsj901,umonf901,stewb902,berrc103,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1994/02/22 10:47PM,park,none,0,unknown,-1,unknown,unknown,unknown,162,0,stigd101,walkj104,,,,,
CLE196106112,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1961/06/11,2,0:00PM,day,false,umonf901,stewb902,berrc103,linsj901,"""rakowski""","""rakowski""","""rakowski""",1994/02/22 11:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,180,14008,latmb101,daleb102,,,,,
CLE196106120,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1961/06/12,0,0:00PM,night,false,stewb902,berrc103,linsj901,umonf901,"""rakowski""","""rakowski""","""rakowski""",1994/02/23 11:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,207,5152,archj101,funkf101,walkj104,,,,
CLE196106130,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1961/06/13,0,0:00PM,night,false,nappl901,stevj901,ricej901,schwh901,"""rakowski""","""rakowski""","""rakowski""",1994/02/24 12:11AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,21704,perrj102,coatj101,funkf101,,,,
CLE196106140,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1961/06/14,0,0:00PM,night,false,stevj901,ricej901,schwh901,nappl901,"""rakowski""","""rakowski""","""rakowski""",1994/02/24 1:04AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,25095,fordw101,bellg102,arrol101,,,,
CLE196106150,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1961/06/15,0,0:00PM,night,false,ricej901,schwh901,nappl901,stevj901,"""Yankees""","""Ron Rakowski""","""Ron Rakowski""",1995/11/13 1:18AM,park,none,0,unknown,-1,unknown,unknown,unknown,171,23350,terrr101,funkf101,,,,,
CLE196106160,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1961/06/16,0,0:00PM,night,false,schwh901,nappl901,stevj901,ricej901,"""rakowski""","""rakowski""","""rakowski""",1995/10/18 11:15AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,12254,stigd101,estrc101,latmb101,,,,
CLE196106170,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1961/06/17,0,0:00PM,day,false,nappl901,stevj901,ricej901,schwh901,"""rakowski""","""rakowski""","""rakowski""",1994/02/24 12:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,5901,pappm101,hawkw101,wilhh101,,,,
CLE196106181,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1961/06/18,1,0:00PM,day,false,stevj901,ricej901,schwh901,nappl901,"""rakowski""","""rakowski""","""rakowski""",1994/02/24 1:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,141,0,perrj102,barbs102,,,,,
CLE196106182,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1961/06/18,2,0:00PM,day,false,ricej901,schwh901,nappl901,stevj901,"""rakowski""","""rakowski""","""rakowski""",1994/02/24 1:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,24821,stocw101,bellg102,halld101,,,,
CLE196106230,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1961/06/23,0,0:00PM,night,false,stevj901,ricej901,schwh901,nappl901,"""rakowski""","""rakowski""","""rakowski""",1994/02/24 7:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,182,24037,mossd101,perrj102,fiscb101,,,,
CLE196106240,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1961/06/24,0,0:00PM,day,false,ricej901,schwh901,nappl901,stevj901,"""Young""","""Ron Rakowski""","""Ron Rakowski""",1994/02/24 7:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,9789,foytp101,funkf101,regap101,,,,
CLE196106251,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1961/06/25,1,0:00PM,day,false,schwh901,nappl901,stevj901,ricej901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1997/02/05 8:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,170,0,bunnj101,hawkw101,fox-t101,,,,
CLE196106252,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1961/06/25,2,0:00PM,day,false,nappl901,stevj901,ricej901,schwh901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1997/02/05 8:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,34979,funkf101,aguih101,,,mcaue701,,
CLE196106270,"""version 7RS(19) of 07/07/92""",WS2,CLE,CLE07,1961/06/27,0,0:00PM,night,false,runge901,drumc901,carrh901,papaj901,"""rakowski""","""rakowski""","""rakowski""",1994/02/24 9:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,170,6259,hobae101,stigd101,sisld102,,,,
CLE196106281,"""version 7RS(19) of 07/07/92""",WS2,CLE,CLE07,1961/06/28,1,0:00PM,day,false,carrh901,drumc901,papaj901,runge901,"""rakowski""","""rakowski""","""rakowski""",1994/02/24 9:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,129,0,perrj102,mcclj104,funkf101,,,,
CLE196106282,"""version 7RS(19) of 07/07/92""",WS2,CLE,CLE07,1961/06/28,2,0:00PM,night,false,drumc901,papaj901,runge901,carrh901,"""rakowski""","""rakowski""","""rakowski""",1994/02/24 11:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,129,7637,danib102,granj101,,,,,
CLE196106290,"""version 7RS(19) of 07/07/92""",WS2,CLE,CLE07,1961/06/29,0,0:00PM,night,false,papaj901,runge901,carrh901,drumc901,"""rakowski""","""rakowski""","""rakowski""",1994/02/24 11:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,149,5513,gablg102,hawkw101,sisld102,,,,
CLE196107070,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1961/07/07,0,0:00PM,night,false,soarh901,mckib901,chyln901,smita901,"""rakowski""","""rakowski""","""rakowski""",1994/02/25 12:16AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,16477,latmb101,herbr101,,,,,
CLE196107080,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1961/07/08,0,0:00PM,day,false,mckib901,chyln901,smita901,soarh901,"""rakowski""","""rakowski""","""rakowski""",1994/02/25 12:23AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,6717,granj101,pizaj101,funkf101,,,,
CLE196107091,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1961/07/09,1,0:00PM,day,false,chyln901,smita901,soarh901,mckib901,"""rakowski""","""rakowski""","""rakowski""",1994/02/25 11:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,0,herbr101,funkf101,,,,,
CLE196107092,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1961/07/09,2,0:00PM,day,false,smita901,soarh901,mckib901,chyln901,"""rakowski""","""rakowski""","""rakowski""",1994/02/25 11:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,18950,mclic101,perrj102,lownt101,,,,
CLE196107130,"""version 7RS(19) of 07/07/92""",MIN,CLE,CLE07,1961/07/13,0,0:00PM,night,false,flahr901,kinnb901,hurle901,honoj901,"""rakowski""","""rakowski""","""rakowski""",1995/10/18 12:05AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,164,3491,ramop101,granj101,moorr101,,,,
CLE196107140,"""version 7RS(19) of 07/07/92""",LAA,CLE,CLE07,1961/07/14,0,0:00PM,night,false,kinnb901,hurle901,honoj901,flahr901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1995/10/18 12:30AM,park,none,0,unknown,-1,unknown,unknown,unknown,176,7937,lockb101,donoj103,,,,,
CLE196107150,"""version 7RS(19) of 07/07/92""",LAA,CLE,CLE07,1961/07/15,0,0:00PM,day,false,hurle901,honoj901,flahr901,kinnb901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1995/11/05 12:51AM,park,none,0,unknown,-1,unknown,unknown,unknown,244,5690,fowla101,funkf101,,,,,
CLE196107161,"""version 7RS(19) of 07/07/92""",MIN,CLE,CLE07,1961/07/16,1,0:00PM,day,false,honoj901,flahr901,kinnb901,hurle901,"""rakowski""","""rakowski""","""rakowski""",1994/02/26 11:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,224,0,bellg102,kaatj101,latmb101,,,,
CLE196107162,"""version 7RS(19) of 07/07/92""",MIN,CLE,CLE07,1961/07/16,2,0:00PM,day,false,flahr901,kinnb901,hurle901,honoj901,"""rakowski""","""rakowski""","""rakowski""",1994/02/26 11:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,169,16945,lee-d102,stigd101,,,,,
CLE196107180,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1961/07/18,0,0:00PM,night,false,linsj901,umonf901,stewb902,berrc103,"""rakowski""","""rakowski""","""rakowski""",1994/02/27 9:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,6714,schwd101,granj101,,,,,
CLE196107191,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1961/07/19,1,0:00PM,day,false,umonf901,stewb902,berrc103,linsj901,"""rakowski""","""rakowski""","""rakowski""",1994/02/27 9:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,0,latmb101,conlg101,,,,,
CLE196107192,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1961/07/19,2,0:00PM,night,false,stewb902,berrc103,linsj901,umonf901,"""rakowski""","""rakowski""","""rakowski""",1994/02/27 9:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,185,8335,funkf101,earla101,lockb101,,,,
CLE196107200,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1961/07/20,0,0:00PM,night,false,berrc103,linsj901,umonf901,stewb902,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1995/11/07 10:28PM,park,none,0,unknown,-1,unknown,unknown,unknown,195,6179,lockb101,muffb101,,,,,
CLE196108021,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1961/08/02,1,0:00PM,day,false,flahr901,honoj901,kinnb901,hurle901,"""rakowski""","""rakowski""","""rakowski""",1994/02/27 10:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,0,granj101,herbr101,,,,,
CLE196108022,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1961/08/02,2,0:00PM,night,false,honoj901,kinnb901,hurle901,flahr901,"""rakowski""","""rakowski""","""rakowski""",1994/02/27 11:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,15079,mclic101,perrj102,pierb101,,,,
CLE196108030,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1961/08/03,0,0:00PM,night,false,kinnb901,hurle901,flahr901,honoj901,"""rakowski""","""rakowski""","""rakowski""",1994/02/27 11:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,183,7237,kemmr101,lockb101,larsd102,,,,
CLE196108080,"""version 7RS(19) of 07/07/92""",WS2,CLE,CLE07,1961/08/08,0,0:00PM,night,false,drumc901,papaj901,runge901,carrh901,"""Senators""","""Ron Rakowski""","""Ron Rakowski""",1995/11/07 3:25PM,park,count,0,unknown,-1,unknown,unknown,unknown,164,5271,hawkw101,sisld102,,,,,
CLE196108090,"""version 7RS(19) of 07/07/92""",WS2,CLE,CLE07,1961/08/09,0,0:00PM,night,false,papaj901,runge901,carrh901,drumc901,"""rakowski""","""rakowski""","""rakowski""",1994/02/28 3:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,14881,bellg102,gablg102,,,,,
CLE196108110,"""version 7RS(19) of 07/07/92""",LAA,CLE,CLE07,1961/08/11,0,0:00PM,night,false,honoj901,kinnb901,hurle901,flahr901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1995/11/02 3:43PM,park,none,0,unknown,-1,wet,rain,unknown,131,6560,funkf101,mcbrk101,,,,,
CLE196108120,"""version 7RS(19) of 07/07/92""",LAA,CLE,CLE07,1961/08/12,0,0:00PM,day,false,kinnb901,hurle901,flahr901,honoj901,"""rakowski""","""rakowski""","""rakowski""",1994/02/28 3:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,4368,durer101,granj101,,,,,
CLE196108130,"""version 7RS(19) of 07/07/92""",LAA,CLE,CLE07,1961/08/13,0,0:00PM,day,false,hurle901,flahr901,honoj901,kinnb901,"""rakowski""","""rakowski""","""rakowski""",1994/02/28 4:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,174,6942,morgt101,funkf101,donoj103,,,,
CLE196108150,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1961/08/15,0,0:00PM,night,false,flahr901,honoj901,kinnb901,hurle901,"""Boston Record""","""Ron Rakowski""","""Ron Rakowski""",1994/02/28 5:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,149,5519,conlg101,bellg102,,,,,
CLE196108160,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1961/08/16,0,0:00PM,night,false,honoj901,kinnb901,hurle901,flahr901,"""rakowski""","""rakowski""","""rakowski""",1995/10/18 5:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,4516,perrj102,stalt101,,,,,
CLE196108170,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1961/08/17,0,0:00PM,night,false,kinnb901,hurle901,flahr901,honoj901,"""rakowski""","""rakowski""","""rakowski""",1994/02/28 5:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,216,4456,lockb101,fornm101,,,,,
CLE196108180,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1961/08/18,0,0:00PM,night,false,papaj901,runge901,carrh901,drumc901,"""rakowski""","""rakowski""","""rakowski""",1994/02/28 6:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,37840,granj101,coatj101,,,,,
CLE196108190,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1961/08/19,0,0:00PM,day,false,runge901,carrh901,drumc901,papaj901,"""Yankees""","""Ron Rakowski""","""Ron Rakowski""",1995/10/29 6:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,170,23398,fordw101,lockb101,arrol101,,,,
CLE196108201,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1961/08/20,1,0:00PM,day,false,carrh901,drumc901,papaj901,runge901,"""Yankees""","""Ron Rakowski,Wayne Townsend""","""Ron Rakowski,Wayne Townsend""",1994/02/28 6:44PM,park,pitches,66,ltor,-1,unknown,unknown,overcast,131,0,terrr101,perrj102,,,,,
CLE196108202,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1961/08/20,2,0:00PM,day,false,drumc901,papaj901,runge901,carrh901,"""Yankees""","""Ron Rakowski""","""Ron Rakowski""",1995/10/29 7:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,161,56307,shelr101,bellg102,,,,,
CLE196108220,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1961/08/22,0,0:00PM,night,false,papaj901,runge901,carrh901,drumc901,"""rakowski""","""rakowski""","""rakowski""",1994/02/28 7:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,11012,foytp101,granj101,,,,,
CLE196108230,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1961/08/23,0,0:00PM,night,false,runge901,carrh901,drumc901,papaj901,"""rakowski""","""rakowski""","""rakowski""",1995/10/18 7:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,10460,latmb101,mossd101,funkf101,,,,
CLE196108240,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1961/08/24,0,0:00PM,night,false,carrh901,drumc901,papaj901,runge901,"""rakowski""","""rakowski""","""rakowski""",1994/02/28 7:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,10542,laryf101,perrj102,,,,,
CLE196109130,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1961/09/13,0,0:00PM,night,false,papaj901,carrh901,runge901,drumc901,"""rakowski""","""rakowski""","""rakowski""",1994/02/28 8:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,4221,bellg102,barbs102,,,,,
CLE196109150,"""version 7RS(19) of 07/07/92""",MIN,CLE,CLE07,1961/09/15,0,0:00PM,night,false,mckib901,ricej901,smita901,schwh901,"""Twins""","""Ron Rakowski""","""Ron Rakowski""",1995/10/30 8:28PM,park,none,0,unknown,-1,unknown,unknown,unknown,185,4503,stanl101,funkf101,moorr101,,,,
CLE196109160,"""version 7RS(19) of 07/07/92""",MIN,CLE,CLE07,1961/09/16,0,0:00PM,day,false,ricej901,schwh901,smita901,mckib901,"""rakowski""","""rakowski""","""rakowski""",1994/02/28 8:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,2946,latmb101,ramop101,,,,,
CLE196109171,"""version 7RS(19) of 07/07/92""",MIN,CLE,CLE07,1961/09/17,1,0:00PM,day,false,smita901,schwh901,mckib901,ricej901,"""rakowski""","""rakowski""","""rakowski""",1995/10/18 9:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,0,pascc102,perrj102,,,,,
CLE196109172,"""version 7RS(19) of 07/07/92""",MIN,CLE,CLE07,1961/09/17,2,0:00PM,day,false,schwh901,mckib901,ricej901,smita901,"""Arno Goethel""","""Ron Rakowski""","""Ron Rakowski""",1994/02/28 9:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,155,6113,schra101,granj101,moorr101,,,,
CLE196109191,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1961/09/19,1,0:00PM,day,false,ricej901,nappl901,stevj901,schwh901,"""None""","""Ron Rakowski""","""Ron Rakowski""",1995/10/18 9:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,0,archj101,stigd101,,,,,
CLE196109192,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1961/09/19,2,0:00PM,night,false,nappl901,stevj901,schwh901,ricej901,"""232""","""Comly/Bill Way""","""Comly/RWood""",2004/10/10 12:49AM,park,none,0,unknown,-1,unknown,unknown,unknown,154,2376,bellg102,shawb103,,,,,
CLE196109200,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1961/09/20,0,0:00PM,night,false,stevj901,schwh901,ricej901,nappl901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1995/01/06 1:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,141,2632,bassn101,alleb101,,,,,
SFN196104110,"""version 7RS(19) of 07/07/92""",PIT,SFN,SFO02,1961/04/11,0,0:00PM,day,false,conlj102,donaa901,burkk101,pelec901,"""rakowski""","""rakowski""","""rakowski""",1993/12/23 11:27PM,unknown,none,0,unknown,-1,dry,none,sunny,150,41423,facer101,mccom103,labic101,,,steim901,
SFN196104120,"""version 7RS(19) of 07/07/92""",PIT,SFN,SFO02,1961/04/12,0,0:00PM,day,false,donaa901,burkk101,pelec901,steim901,"""rakowski""","""rakowski""","""rakowski""",1993/12/23 11:48PM,unknown,none,0,unknown,-1,wet,none,unknown,142,7583,loesb101,law-v101,duffj102,,,conlj102,
SFN196104130,"""version 7RS(19) of 07/07/92""",PIT,SFN,SFO02,1961/04/13,0,0:00PM,day,false,burkk101,pelec901,steim901,conlj102,"""rakowski""","""rakowski""","""rakowski""",1993/12/24 12:26AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,218,10910,duffj102,facer101,,,,donaa901,
SFN196104140,"""version 7RS(19) of 07/07/92""",PHI,SFN,SFO02,1961/04/14,0,0:00PM,night,false,sudoe901,dascf901,secof101,venzt901,"""rakowski""","""rakowski""","""rakowski""",1993/12/25 12:08AM,unknown,none,0,unknown,-1,dry,none,night,140,19989,mccom103,mahaa102,,,,,
