game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer,howentered,gametype,umplf,umprf
BRO195209140,"""version 7RS(19) of 07/07/92""",CIN,BRO,1952/09/14,NYC15,0,0:00PM,day,false,barla901,gormt101,donaa901,balll901,"""Allan Roth""",,"""Alan Boodman""",1995/01/31 2:43PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,124,14553,wehmh101,ruthj101,,,,,,,
BRO195209150,"""version 7RS(19) of 07/07/92""",CIN,BRO,1952/09/15,NYC15,0,0:00PM,day,false,gormt101,donaa901,balll901,barla901,"""Allan Roth""",,"""Alan Boodman""",1995/01/31 3:01PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,163,2612,erskc101,podbb101,blacj103,,,,,,
BRO195209160,"""version 7RS(19) of 07/07/92""",PIT,BRO,1952/09/16,NYC15,0,0:00PM,night,false,conlj102,gugla901,gorea901,stewb901,"""Allan Roth""",,"""Alan Boodman""",1995/01/31 8:22PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,135,13422,hughj103,dickm101,blacj103,,,,,,
BRO195209170,"""version 7RS(19) of 07/07/92""",PIT,BRO,1952/09/17,NYC15,0,0:00PM,day,false,gugla901,gorea901,stewb901,conlj102,"""Allan Roth""",,"""Alan Boodman""",1995/02/01 8:03AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,153,5895,pollh101,wadeb101,dickm101,,,,,,
BRO195209231,"""version 7RS(19) of 07/07/92""",PHI,BRO,1952/09/23,NYC15,1,0:00PM,day,false,balll901,barla901,gormt101,donaa901,"""Allan Roth""",,"""Alan Boodman""",1995/02/01 3:06PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,116,0,ruthj101,drewk101,,,,,,,
BRO195209232,"""version 7RS(19) of 07/07/92""",PHI,BRO,1952/09/23,NYC15,2,0:00PM,night,false,barla901,gormt101,donaa901,balll901,"""Allan Roth""",,"""Alan Boodman""",1995/02/02 7:59AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,176,24408,simmc101,hughj103,petek101,,,,,,
BRO195209240,"""version 7RS(19) of 07/07/92""",PHI,BRO,1952/09/24,NYC15,0,0:00PM,day,false,gormt101,donaa901,balll901,barla901,"""Allan Roth""",,"""Alan Boodman""",1995/02/02 9:22AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,147,2136,rober102,labic101,,,,,,,
BRO195209260,"""version 7RS(19) of 07/07/92""",BSN,BRO,1952/09/26,NYC15,0,0:00PM,day,false,donaa901,balll901,barla901,gormt101,"""Allan Roth""",,"""Alan Boodman""",1995/02/02 11:48AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,126,1440,lehmk101,wilsj104,,,,,,,
BRO195209270,"""version 7RS(19) of 07/07/92""",BSN,BRO,1952/09/27,NYC15,0,0:00PM,day,false,balll901,barla901,gormt101,donaa901,"""Allan Roth""",,"""Alan Boodman""",1995/02/02 2:02PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,133,4903,jestv101,blacj103,,,,,,,
BRO195209280,"""version 7RS(19) of 07/07/92""",BSN,BRO,1952/09/28,NYC15,0,0:00PM,day,false,barla901,gormt101,donaa901,balll901,"""Allan Roth""",,"""Alan Boodman""",1995/02/02 2:22PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,173,9453,,,,,,,,,
BSN195204150,"""version 7RS(19) of 07/07/92""",BRO,BSN,1952/04/15,BOS08,0,0:00PM,day,false,stewb901,gorea901,conlj102,gugla901,"""Allan Roth""",,"""Alan Boodman""",1995/01/06 5:42PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,127,4694,roe-p101,spahw101,,,,,,,
BSN195204160,"""version 7RS(19) of 07/07/92""",BRO,BSN,1952/04/16,BOS08,0,0:00PM,day,false,conlj102,gorea901,gugla901,stewb901,"""Allan Roth""",,"""Alan Boodman""",1995/01/07 9:41AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,184,5646,vancc101,surkm101,wadeb101,,,,,,
BSN195204170,"""version 7RS(19) of 07/07/92""",BRO,BSN,1952/04/17,BOS08,0,0:00PM,day,false,gugla901,gorea901,stewb901,conlj102,"""Allan Roth""",,"""Alan Boodman""",1995/01/07 11:22AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,138,4042,schmj101,conlg101,,,,,,,
BSN195204260,"""version 7RS(19) of 07/07/92""",PHI,BSN,1952/04/26,BOS08,0,0:00PM,day,false,stewb901,gugla901,(none),gorea901,"""Kistler""","""Greg Beston""","""Greg Beston""",1998/08/08 1:28AM,unknown,none,48,unknown,-1,unknown,rain,overcast,137,1893,rober102,bickv101,,,,,,,
BSN195205100,"""version 7RS(19) of 07/07/92""",NY1,BSN,1952/05/10,BOS08,0,0:00PM,day,false,barla901,gormt101,donaa901,balll901,"""91""","""David W. Smith""","""David W. Smith""",2010/10/30 12:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,154,5946,hearj102,spahw101,,,,,,,
BSN195205130,"""version 7RS(19) of 07/07/92""",PIT,BSN,1952/05/13,BOS08,0,0:00PM,night,false,warnl101,pineb101,(none),boggd901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/08 5:53PM,unknown,none,57,unknown,-1,unknown,none,night,134,2831,bickv101,pollh101,,,,,,,
BSN195205140,"""version 7RS(19) of 07/07/92""",PIT,BSN,1952/05/14,BOS08,0,0:00PM,day,false,pineb101,boggd901,(none),warnl101,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/08 6:30PM,unknown,none,60,unknown,-1,unknown,none,cloudy,158,1105,surkm101,mainw102,,,,,,,
BSN195205160,"""version 7RS(19) of 07/07/92""",SLN,BSN,1952/05/16,BOS08,0,0:00PM,night,false,dascf901,secof101,warnl101,goetl901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/09 1:12PM,unknown,none,52,unknown,-1,unknown,none,night,130,7496,spahw101,mizew101,,,,,,,
BSN195205170,"""version 7RS(19) of 07/07/92""",SLN,BSN,1952/05/17,BOS08,0,0:00PM,day,false,secof101,warnl101,goetl901,dascf901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/09 2:38PM,unknown,none,0,unknown,-1,unknown,none,unknown,148,5483,chamc102,wilsj104,braza101,,,,,,
BSN195205221,"""version 7RS(19) of 07/07/92""",CHN,BSN,1952/05/22,BOS08,1,0:00PM,day,false,jordl901,boggd901,pineb101,gorea901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/12 1:01AM,unknown,none,60,unknown,-1,unknown,none,unknown,101,0,rushb101,bickv101,,,,,,,
BSN195205222,"""version 7RS(19) of 07/07/92""",CHN,BSN,1952/05/22,BOS08,2,0:00PM,day,false,boggd901,pineb101,gorea901,jordl901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/12 1:20AM,unknown,none,57,unknown,-1,unknown,none,unknown,116,2544,spahw101,klipj101,,,,,,,
BSN195206130,"""version 7RS(19) of 07/07/92""",CHN,BSN,1952/06/13,BOS08,0,0:00PM,night,false,jordl901,boggd901,pineb101,engeb902,"""68,71,111""","""Jack Zerby""","""David W. Smith""",2010/11/10 1:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,132,4976,rushb101,bickv101,,,,,,,
BSN195206140,"""version 7RS(19) of 07/07/92""",CHN,BSN,1952/06/14,BOS08,0,0:00PM,day,false,boggd901,pineb101,engeb902,jordl901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/15 12:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,194,3053,klipj101,spahw101,,,,,,,
BSN195206151,"""version 7RS(19) of 07/07/92""",CHN,BSN,1952/06/15,BOS08,1,0:00PM,day,false,pineb101,engeb902,jordl901,boggd901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/16 11:50AM,unknown,none,86,unknown,-1,unknown,none,sunny,124,0,wilsj104,minnp101,,,,,,,
BSN195206152,"""version 7RS(19) of 07/07/92""",CHN,BSN,1952/06/15,BOS08,2,0:00PM,day,false,engeb902,jordl901,boggd901,pineb101,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/16 12:02PM,unknown,none,90,unknown,-1,unknown,none,sunny,103,9100,surkm101,hattj101,,,,,,,
BSN195206170,"""version 7RS(19) of 07/07/92""",CIN,BSN,1952/06/17,BOS08,0,0:00PM,day,false,barla901,gormt101,donaa901,balll901,"""130""","""D Lamoureaux""","""D Lamoureaux""",2008/02/22 3:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,6455,bickv101,perkh101,,,,,,,
BSN195206181,"""version 7RS(19) of 07/07/92""",CIN,BSN,1952/06/18,BOS08,1,0:00PM,day,false,gormt101,donaa901,balll901,barla901,"""130""","""D Lamoureaux""","""D Lamoureaux""",2008/02/22 4:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,170,0,wehmh101,jestv101,smitf104,,,,,,
BSN195206182,"""version 7RS(19) of 07/07/92""",CIN,BSN,1952/06/18,BOS08,2,0:00PM,night,false,donaa901,balll901,barla901,gormt101,"""130""","""D Lamoureaux""","""D Lamoureaux""",2008/02/22 4:08PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,6197,raffk101,spahw101,,,,,,,
BSN195206190,"""version 7RS(19) of 07/07/92""",CIN,BSN,1952/06/19,BOS08,0,0:00PM,night,false,balll901,barla901,gormt101,donaa901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/16 12:22PM,unknown,none,73,unknown,-1,unknown,none,night,135,2198,smitf104,jones103,,,,,,,
BSN195206200,"""version 7RS(19) of 07/07/92""",SLN,BSN,1952/06/20,BOS08,0,0:00PM,night,false,barla901,gormt101,donaa901,balll901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/16 4:00PM,unknown,none,68,unknown,-1,unknown,none,night,170,6458,wilsj104,stalg103,spahw101,,,,,,
BSN195206210,"""version 7RS(19) of 07/07/92""",SLN,BSN,1952/06/21,BOS08,0,0:00PM,day,false,gormt101,donaa901,balll901,barla901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/16 6:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,3479,mizew101,surkm101,,,,,,,
BSN195206221,"""version 7RS(19) of 07/07/92""",SLN,BSN,1952/06/22,BOS08,1,0:00PM,day,false,donaa901,balll901,barla901,gormt101,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/16 7:15PM,unknown,none,67,unknown,-1,unknown,none,cloudy,125,0,braza101,burdl101,,,,,,,
BSN195206222,"""version 7RS(19) of 07/07/92""",SLN,BSN,1952/06/22,BOS08,2,0:00PM,day,false,balll901,barla901,gormt101,donaa901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/16 11:22PM,unknown,none,67,unknown,-1,unknown,none,cloudy,111,10026,brech101,spahw101,,,,,,,
BSN195206230,"""version 7RS(19) of 07/07/92""",PIT,BSN,1952/06/23,BOS08,0,0:00PM,night,false,gorea901,conlj102,stewb901,gugla901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/17 12:15AM,unknown,none,67,unknown,-1,unknown,none,night,146,2654,johne101,frieb102,,,,,,,
BSN195206240,"""version 7RS(19) of 07/07/92""",PIT,BSN,1952/06/24,BOS08,0,0:00PM,night,false,conlj102,stewb901,gugla901,gorea901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/17 12:00PM,unknown,none,79,unknown,-1,unknown,unknown,night,128,3736,wilsj104,dickm101,,,,,,,
BSN195206250,"""version 7RS(19) of 07/07/92""",PIT,BSN,1952/06/25,BOS08,0,0:00PM,day,false,stewb901,gugla901,gorea901,conlj102,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/17 12:15PM,unknown,none,80,unknown,-1,unknown,none,cloudy,123,1414,surkm101,pollh101,,,,,,,
BSN195206301,"""version 7RS(19) of 07/07/92""",NY1,BSN,1952/06/30,BOS08,1,0:00PM,day,false,secof101,warnl101,goetl901,dascf901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/17 12:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,158,0,magls101,surkm101,kosld101,,,,,,
BSN195206302,"""version 7RS(19) of 07/07/92""",NY1,BSN,1952/06/30,BOS08,2,0:00PM,night,false,warnl101,goetl901,dascf901,secof101,"""71,104,96,611""","""Jack Zerby/RWood""","""David W. Smith/RWood""",2010/12/16 2:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,9010,jansl101,bickv101,,,,,,,
BSN195207010,"""version 7RS(19) of 07/07/92""",NY1,BSN,1952/07/01,BOS08,0,0:00PM,night,false,goetl901,dascf901,secof101,warnl101,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/17 1:22PM,unknown,none,71,unknown,-1,unknown,none,night,143,5442,wilhh101,jones103,,,,,,,
BSN195207020,"""version 7RS(19) of 07/07/92""",NY1,BSN,1952/07/02,BOS08,0,0:00PM,day,false,dascf901,secof101,warnl101,goetl901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/17 2:12PM,unknown,none,86,unknown,-1,unknown,none,sunny,114,1923,spahw101,kennm101,,,,,,,
BSN195207030,"""version 7RS(19) of 07/07/92""",PHI,BSN,1952/07/03,BOS08,0,0:00PM,day,false,stewb901,gugla901,gorea901,conlj102,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/17 2:29PM,unknown,none,84,unknown,-1,unknown,none,sunny,129,1232,simmc101,wilsj104,,,,,,,
BSN195207041,"""version 7RS(19) of 07/07/92""",PHI,BSN,1952/07/04,BOS08,1,0:00PM,day,false,gugla901,gorea901,conlj102,stewb901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/17 7:49PM,unknown,none,88,unknown,-1,unknown,none,sunny,157,0,burdl101,drewk101,,,,,,,
BSN195207042,"""version 7RS(19) of 07/07/92""",PHI,BSN,1952/07/04,BOS08,2,0:00PM,day,false,gorea901,conlj102,stewb901,gugla901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/18 7:58PM,unknown,none,85,unknown,-1,unknown,none,sunny,120,7610,bickv101,heink101,,,,,,,
BSN195207050,"""version 7RS(19) of 07/07/92""",BRO,BSN,1952/07/05,BOS08,0,0:00PM,night,false,conlj102,stewb901,gugla901,gorea901,"""Allan Roth""",,"""Alan Boodman""",1995/01/19 8:11AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,166,13405,erskc101,johne101,,,,,,,
BSN195207060,"""version 7RS(19) of 07/07/92""",BRO,BSN,1952/07/06,BOS08,0,0:00PM,day,false,stewb901,gugla901,gorea901,conlj102,"""Allan Roth""",,"""Alan Boodman""",1995/01/19 8:22AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,147,7218,wadeb101,spahw101,blacj103,,,,,,
BSN195207220,"""version 7RS(19) of 07/07/92""",CHN,BSN,1952/07/22,BOS08,0,0:00PM,night,false,warnl101,goetl901,dascf901,secof101,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/20 3:09PM,unknown,none,82,unknown,-1,unknown,none,night,127,5280,bickv101,minnp101,,,,,,,
BSN195207230,"""version 7RS(19) of 07/07/92""",CHN,BSN,1952/07/23,BOS08,0,0:00PM,night,false,goetl901,dascf901,secof101,warnl101,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/20 4:46PM,unknown,none,86,unknown,-1,unknown,none,night,130,4308,rushb101,surkm101,,,,,,,
BSN195207240,"""version 7RS(19) of 07/07/92""",CHN,BSN,1952/07/24,BOS08,0,0:00PM,day,false,dascf901,secof101,warnl101,goetl901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/20 5:02PM,unknown,none,85,unknown,-1,unknown,none,unknown,119,1691,wilsj104,lownt101,burdl101,,,,,,
BSN195207250,"""version 7RS(19) of 07/07/92""",PIT,BSN,1952/07/25,BOS08,0,0:00PM,night,false,jordl901,boggd901,pineb101,engeb902,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/20 10:07PM,unknown,none,73,unknown,-1,unknown,none,night,131,4126,dickm101,spahw101,,,,,,,
BSN195207260,"""version 7RS(19) of 07/07/92""",PIT,BSN,1952/07/26,BOS08,0,0:00PM,day,false,boggd901,pineb101,engeb902,jordl901,"""115""","""Bob Kistler""","""Greg Beston""",1998/08/20 10:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,2006,pollh101,jestv101,,,,,,,
BSN195207271,"""version 7RS(19) of 07/07/92""",PIT,BSN,1952/07/27,BOS08,1,0:00PM,day,false,pineb101,engeb902,jordl901,boggd901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/03 10:52AM,unknown,none,72,unknown,-1,unknown,none,unknown,121,0,bickv101,hoguc101,burdl101,,,,,,
BSN195207272,"""version 7RS(19) of 07/07/92""",PIT,BSN,1952/07/27,BOS08,2,0:00PM,day,false,engeb902,jordl901,boggd901,pineb101,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/03 11:19AM,unknown,none,82,unknown,-1,unknown,none,unknown,169,3719,,,,,,,,,
BSN195207290,"""version 7RS(19) of 07/07/92""",SLN,BSN,1952/07/29,BOS08,0,0:00PM,night,false,donaa901,balll901,barla901,gormt101,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/04 6:07PM,unknown,none,76,unknown,-1,unknown,none,night,191,6360,braza101,burdl101,,,,,,,
BSN195207300,"""version 7RS(19) of 07/07/92""",SLN,BSN,1952/07/30,BOS08,0,0:00PM,night,false,balll901,barla901,gormt101,donaa901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/04 7:02PM,unknown,none,69,unknown,-1,unknown,none,night,106,5514,spahw101,presj101,,,,,,,
BSN195207310,"""version 7RS(19) of 07/07/92""",SLN,BSN,1952/07/31,BOS08,0,0:00PM,day,false,barla901,gormt101,donaa901,balll901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/04 7:47PM,unknown,none,85,unknown,-1,unknown,drizzle,cloudy,148,2543,mizew101,bickv101,,,,,,,
BSN195208010,"""version 7RS(19) of 07/07/92""",CIN,BSN,1952/08/01,BOS08,0,0:00PM,night,false,gugla901,gorea901,conlj102,stewb901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/06 12:47PM,unknown,none,74,unknown,-1,unknown,none,night,120,4081,raffk101,surkm101,,,,,,,
BSN195208020,"""version 7RS(19) of 07/07/92""",CIN,BSN,1952/08/02,BOS08,0,0:00PM,day,false,gorea901,conlj102,stewb901,gugla901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/06 1:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,1567,perkh101,wilsj104,,,,,,,
BSN195208031,"""version 7RS(19) of 07/07/92""",CIN,BSN,1952/08/03,BOS08,1,0:00PM,day,false,conlj102,stewb901,gugla901,gorea901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/06 2:41PM,unknown,none,84,unknown,-1,unknown,none,cloudy,126,0,spahw101,blace102,,,,,,,
BSN195208032,"""version 7RS(19) of 07/07/92""",CIN,BSN,1952/08/03,BOS08,2,0:00PM,day,false,stewb901,gugla901,gorea901,conlj102,"""115,135""","""Bob Kistler""","""Greg Beston""",1998/09/06 3:43PM,unknown,none,80,unknown,-1,unknown,none,cloudy,112,6091,churb101,jestv101,,,,,,,
BSN195208071,"""version 7RS(19) of 07/07/92""",PHI,BSN,1952/08/07,BOS08,1,0:00PM,day,false,barla901,gormt101,(none),balll901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/06 5:38PM,unknown,none,75,unknown,-1,unknown,none,unknown,123,0,rober102,bickv101,,,,,,,
BSN195208072,"""version 7RS(19) of 07/07/92""",PHI,BSN,1952/08/07,BOS08,2,0:00PM,night,false,gormt101,balll901,(none),barla901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/06 7:22PM,unknown,none,76,unknown,-1,unknown,none,night,133,4829,meyer101,wilsj104,,,,,,,
BSN195208080,"""version 7RS(19) of 07/07/92""",NY1,BSN,1952/08/08,BOS08,0,0:00PM,night,false,engeb902,boggd901,(none),pineb101,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/07 1:24AM,unknown,none,67,unknown,-1,unknown,none,night,104,4151,surkm101,lanim101,,,,,,,
BSN195208090,"""version 7RS(19) of 07/07/92""",NY1,BSN,1952/08/09,BOS08,0,0:00PM,day,false,boggd901,pineb101,(none),engeb902,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/07 12:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,3553,spahw101,hearj102,,,,,,,
BSN195208111,"""version 7RS(19) of 07/07/92""",NY1,BSN,1952/08/11,BOS08,1,0:00PM,day,false,pineb101,engeb902,(none),boggd901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/07 1:21PM,unknown,none,84,unknown,-1,unknown,none,unknown,172,0,chipb101,lanim101,spahw101,,,,,,
BSN195208301,"""version 7RS(19) of 07/07/92""",PHI,BSN,1952/08/30,BOS08,1,0:00PM,day,false,gugla901,gorea901,conlj102,stewb901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/10 1:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,0,drewk101,burdl101,,,,,,,
BSN195208311,"""version 7RS(19) of 07/07/92""",PHI,BSN,1952/08/31,BOS08,1,0:00PM,day,false,conlj102,stewb901,gugla901,gorea901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/10 2:13PM,unknown,none,69,unknown,-1,unknown,none,unknown,122,0,jestv101,ridzs101,,,,,,,
BSN195208312,"""version 7RS(19) of 07/07/92""",PHI,BSN,1952/08/31,BOS08,2,0:00PM,day,false,stewb901,gugla901,gorea901,conlj102,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/10 3:30PM,unknown,none,67,unknown,-1,unknown,none,unknown,104,6920,konsj101,surkm101,,,,,,,
BSN195209011,"""version 7RS(19) of 07/07/92""",NY1,BSN,1952/09/01,BOS08,1,0:00PM,day,false,warnl101,goetl901,dascf901,secof101,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/10 3:52PM,unknown,none,68,unknown,-1,unknown,drizzle,overcast,112,0,lanim101,wilsj104,,,,,,,
BSN195209012,"""version 7RS(19) of 07/07/92""",NY1,BSN,1952/09/01,BOS08,2,0:00PM,day,false,goetl901,dascf901,secof101,warnl101,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/10 7:07PM,unknown,none,68,unknown,-1,unknown,none,overcast,136,7253,johne101,jansl101,,,,,,,
BSN195209030,"""version 7RS(19) of 07/07/92""",BRO,BSN,1952/09/03,BOS08,0,0:00PM,night,false,dascf901,secof101,warnl101,goetl901,"""Allan Roth""",,"""Alan Boodman""",1995/01/29 8:48AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,146,6756,blacj103,spahw101,,,,,,,
BSN195209040,"""version 7RS(19) of 07/07/92""",BRO,BSN,1952/09/04,BOS08,0,0:00PM,night,false,secof101,warnl101,goetl901,dascf901,"""Allan Roth""",,"""Alan Boodman""",1995/01/29 11:36AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,190,6280,surkm101,blacj103,,,,,,,
BSN195209050,"""version 7RS(19) of 07/07/92""",BRO,BSN,1952/09/05,BOS08,0,0:00PM,day,false,warnl101,goetl901,dascf901,secof101,"""Allan Roth""",,"""Alan Boodman""",1995/01/29 3:10PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,128,2749,wilsj104,lehmk101,,,,,,,
BSN195209091,"""version 7RS(19) of 07/07/92""",CIN,BSN,1952/09/09,BOS08,1,0:00PM,day,false,gugla901,gorea901,stewb901,conlj102,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/10 7:24PM,unknown,none,66,unknown,-1,unknown,none,unknown,97,0,spahw101,nuxhj101,,,,,,,
BSN195209092,"""version 7RS(19) of 07/07/92""",CIN,BSN,1952/09/09,BOS08,2,0:00PM,night,false,gorea901,stewb901,conlj102,gugla901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/12 12:46PM,unknown,none,63,unknown,-1,unknown,none,night,117,3175,perkh101,surkm101,,,,,,,
BSN195209100,"""version 7RS(19) of 07/07/92""",CIN,BSN,1952/09/10,BOS08,0,0:00PM,night,false,stewb901,conlj102,gugla901,gorea901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/12 1:16PM,unknown,none,77,unknown,-1,unknown,none,night,149,2147,smitf104,burdl101,,,,,,,
BSN195209121,"""version 7RS(19) of 07/07/92""",PIT,BSN,1952/09/12,BOS08,1,0:00PM,day,false,warnl101,goetl901,dascf901,secof101,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/12 2:21PM,unknown,none,0,unknown,-1,unknown,none,unknown,120,0,frieb102,jestv101,,,,,,,
BSN195209122,"""version 7RS(19) of 07/07/92""",PIT,BSN,1952/09/12,BOS08,2,0:00PM,night,false,goetl901,dascf901,secof101,warnl101,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/13 3:11PM,unknown,none,0,unknown,-1,unknown,none,unknown,152,2608,johne101,neccr101,,,,,,,
BSN195209130,"""version 7RS(19) of 07/07/92""",PIT,BSN,1952/09/13,BOS08,0,0:00PM,day,false,dascf901,secof101,warnl101,goetl901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/13 3:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,1957,spahw101,klinr102,,,,,,,
BSN195209141,"""version 7RS(19) of 07/07/92""",CHN,BSN,1952/09/14,BOS08,1,0:00PM,day,false,boggd901,jackb901,pineb101,engeb902,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/13 5:08PM,unknown,none,60,fromrf,-1,unknown,none,overcast,85,0,surkm101,klipj101,,,,,,,
BSN195209142,"""version 7RS(19) of 07/07/92""",CHN,BSN,1952/09/14,BOS08,2,0:00PM,day,false,jackb901,pineb101,engeb902,boggd901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/13 8:40PM,unknown,none,60,fromrf,-1,unknown,none,overcast,122,3482,schub103,wilsj104,,,,,,,
BSN195209161,"""version 7RS(19) of 07/07/92""",SLN,BSN,1952/09/16,BOS08,1,0:00PM,day,false,donaa901,balll901,barla901,gormt101,"""115""","""Bob Kistler/RWood""","""Greg Beston/RWood""",1998/09/14 12:48AM,unknown,none,76,unknown,-1,unknown,none,unknown,175,0,mills101,spahw101,braza101,,,,,,
BSN195209162,"""version 7RS(19) of 07/07/92""",SLN,BSN,1952/09/16,BOS08,2,0:00PM,night,false,balll901,barla901,gormt101,donaa901,"""115""","""Bob Kistler""","""Greg Beston""",1998/09/14 12:51PM,unknown,none,69,unknown,-1,unknown,none,night,122,5240,brech101,johne101,,,,,,,
BSN195209190,"""version 7RS(19) of 07/07/92""",BRO,BSN,1952/09/19,BOS08,0,0:00PM,day,false,boggd901,jackb901,pineb101,engeb902,"""Allan Roth""",,"""Alan Boodman""",1995/02/01 9:25AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,119,2306,hughj103,surkm101,blacj103,,,,,,
BSN195209200,"""version 7RS(19) of 07/07/92""",BRO,BSN,1952/09/20,BOS08,0,0:00PM,day,false,jackb901,pineb101,engeb902,boggd901,"""Allan Roth""",,"""Alan Boodman""",1995/02/01 11:53AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,137,6038,erskc101,spahw101,,,,,,,
BSN195209210,"""version 7RS(19) of 07/07/92""",BRO,BSN,1952/09/21,BOS08,0,0:00PM,day,false,pineb101,engeb902,boggd901,jackb901,"""Allan Roth""",,"""Alan Boodman""",1995/02/01 1:13PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,132,8822,blacj103,wilsj104,,,,,,,
