game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,oscorer
KCA198004100,"""version 7RS(19) of 07/07/92""",DET,KCA,KAN06,1980/04/10,0,7:35PM,night,true,phild901,dimul901,clara901,pales901,"""KC""","""Bill Disney""","""Bill Disney""",1995/06/12 2:16PM,park,none,65,unknown,14,unknown,unknown,night,148,34901,morrj001,leond001,,kemps001,,
KCA198004110,"""version 7RS(19) of 07/07/92""",DET,KCA,KAN06,1980/04/11,0,7:35PM,night,true,dimul901,clara901,pales901,phild901,"""KC""","""Bill Disney""","""Bill disney""",1995/06/12 2:41PM,park,none,42,unknown,14,unknown,unknown,night,133,14605,gural001,schad001,,lacop101,,
KCA198004120,"""version 7RS(19) of 07/07/92""",DET,KCA,KAN06,1980/04/12,0,1:35PM,day,true,clara901,pales901,phild901,dimul901,"""KC""","""Bill Disney""","""Bill Disney""",1995/06/14 5:29AM,park,none,50,unknown,16,unknown,unknown,unknown,179,16130,pattm101,undep101,,chald101,,
KCA198004130,"""version 7RS(19) of 07/07/92""",DET,KCA,KAN06,1980/04/13,0,1:35PM,day,true,clara901,pales901,phild901,dimul901,"""KC""","""Bill Disney""","""Bill disney""",1995/06/14 9:11AM,park,none,52,unknown,20,unknown,unknown,unknown,149,17720,splip001,rozed001,chrig101,lacop101,,
KCA198004210,"""version 7RS(19) of 07/07/92""",TOR,KCA,KAN06,1980/04/21,0,7:36PM,night,true,mckej901,hendt901,(none),barnl901,"""KC/Toronto""","""Bill Disney""","""Bill Disney""",1995/06/15 6:46AM,park,none,84,unknown,0,unknown,unknown,night,149,21117,stied001,galer001,,bonnb001,,
KCA198004220,"""version 7RS(19) of 07/07/92""",TOR,KCA,KAN06,1980/04/22,0,7:35PM,night,true,hendt901,barnl901,(none),mckej901,"""KC/Toronto""","""Bill Disney""","""Bill Disney""",1995/06/16 5:35AM,park,none,82,unknown,-1,unknown,unknown,night,128,16993,splip001,mirap001,,wathj001,,
KCA198004230,"""version 7RS(19) of 07/07/92""",TOR,KCA,KAN06,1980/04/23,0,7:35PM,night,true,barnl901,mckej901,hendt901,evanj901,"""KC/Toronto""","""Bill Disney""","""Bill Disney""",1995/06/17 7:03AM,park,none,74,unknown,-1,unknown,unknown,night,153,18855,chrig101,mclaj001,quisd001,bretg001,,
KCA198004250,"""version 7RS(19) of 07/07/92""",BAL,KCA,KAN06,1980/04/25,0,0:00PM,night,true,koscg901,denkd901,mccol901,fordd901,"""Orioles""","""G. Fitzgerald""","""G. Fitzgerald""",1993/12/21 8:50PM,park,none,0,unknown,-1,unknown,unknown,night,138,20436,gural001,stons101,,whitf001,,
KCA198004260,"""version 7RS(19) of 07/07/92""",BAL,KCA,KAN06,1980/04/26,0,0:00PM,day,true,denkd901,mccol901,fordd901,koscg901,"""Orioles""","""G. Fitzgerald""","""G. Fitzgerald""",1993/12/21 9:12PM,park,none,0,unknown,-1,unknown,unknown,unknown,154,25925,flanm001,galer001,,bumba001,,
KCA198004270,"""version 7RS(19) of 07/07/92""",BAL,KCA,KAN06,1980/04/27,0,0:00PM,day,true,mccol901,fordd901,koscg901,denkd901,"""Orioles""","""G. Fitzgerald""","""G. Fitzgerald""",1993/12/21 10:39PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,20496,splip001,fordd101,,quirj001,,
KCA198005020,"""version 7RS(19) of 07/07/92""",BOS,KCA,KAN06,1980/05/02,0,7:35PM,night,true,garcr901,reilm901,neudj901,deegb901,"""KC""","""Bill Disney""","""Bill Disney""",1995/06/18 4:52PM,park,none,71,unknown,4,unknown,unknown,night,197,25965,locks101,quisd001,,brohj101,,
KCA198005030,"""version 7RS(19) of 07/07/92""",BOS,KCA,KAN06,1980/05/03,0,7:35PM,night,true,reilm901,neudj901,deegb901,garcr901,"""KC""","""Bill Disney ""","""Bill Disney""",1995/06/18 5:26PM,park,none,82,unknown,-1,unknown,unknown,night,150,28760,rainc001,splip001,,hoffg001,,
KCA198005040,"""version 7RS(19) of 07/07/92""",BOS,KCA,KAN06,1980/05/04,0,1:35PM,day,true,neudj901,deegb901,garcr901,reilm901,"""KC""","""Bill Disney""","""Bill Disney""",1995/06/20 5:57AM,park,none,80,unknown,3,unknown,unknown,unknown,133,24209,leond001,stanb001,quisd001,portd001,,
KCA198005160,"""version 7RS(19) of 07/07/92""",CAL,KCA,KAN06,1980/05/16,0,0:00PM,night,true,malog901,voltv901,hallb901,goetr901,"""KC scorer""","""Sean Lahman""","""Sean Lahman""",1996/03/13 1:44PM,park,none,0,unknown,-1,unknown,unknown,unknown,181,22264,kisob001,galer001,,carer001,,
KCA198005170,"""version 7RS(19) of 07/07/92""",CAL,KCA,KAN06,1980/05/17,0,7:35PM,night,true,voltv901,goetr901,(none),malog901,"""KC/CAL scorers""","""Sean Lahman""","""Sean Lahman""",1996/03/13 2:47PM,park,none,0,unknown,-1,unknown,unknown,unknown,167,30326,gural001,cleam001,,portd001,,
KCA198005180,"""version 7RS(19) of 07/07/92""",CAL,KCA,KAN06,1980/05/18,0,1:35PM,day,true,hallb901,goetr901,malog901,voltv901,"""Royals/Angels""","""Doug Burks""","""Doug Burks""",1996/04/11 7:07PM,unknown,none,62,unknown,7,unknown,unknown,unknown,144,25382,martr001,tanaf001,quisd001,washu001,,
KCA198005190,"""version 7RS(19) of 07/07/92""",OAK,KCA,KAN06,1980/05/19,0,7:35PM,night,true,goetr901,malog901,voltv901,hallb901,"""Royals/A's""","""Doug Burks""","""Doug Burks""",1996/04/10 7:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,217,28889,quisd001,hamid101,,portd001,,
KCA198005200,"""version 7RS(19) of 07/07/92""",OAK,KCA,KAN06,1980/05/20,0,7:35PM,night,true,malog901,voltv901,hallb901,goetr901,"""Royals/A's""","""Doug Burks""","""Doug Burks""",1996/04/14 12:53PM,unknown,none,75,unknown,10,unknown,unknown,unknown,133,23698,galer001,norrm101,quisd001,aikew001,,
KCA198005210,"""version 7RS(19) of 07/07/92""",OAK,KCA,KAN06,1980/05/21,0,7:35PM,night,true,voltv901,hallb901,goetr901,malog901,"""Royals/As""","""Doug Burks""","""Doug Burks""",1996/04/17 8:46PM,unknown,none,78,unknown,12,unknown,unknown,unknown,254,24030,laceb001,quisd001,,armat001,,
KCA198005220,"""version 7RS(19) of 07/07/92""",OAK,KCA,KAN06,1980/05/22,0,7:35PM,night,true,hallb901,goetr901,malog901,voltv901,"""Royals/As""","""Doug Burks""","""Doug Burks""",1996/04/20 9:29AM,unknown,none,76,unknown,7,unknown,unknown,unknown,164,23124,martr001,keoum001,,whitf001,,
KCA198005300,"""version 7RS(19) of 07/07/92""",CHA,KCA,KAN06,1980/05/30,0,7:35PM,night,true,malog901,hallb901,parkd901,goetr901,"""KC""","""Vincent""","""Vincent""",1996/03/16 9:56AM,park,none,80,unknown,-1,unknown,unknown,night,149,26550,gural001,wortr101,,portd001,,
KCA198005310,"""version 7RS(19) of 07/07/92""",CHA,KCA,KAN06,1980/05/31,0,7:35PM,night,true,hallb901,parkd901,goetr901,malog901,"""KC""","""Vincent""","""Vincent""",1996/03/17 8:08AM,park,none,69,unknown,20,wet,rain,night,182,29050,martr001,trous001,quisd001,wathj001,,
KCA198006010,"""version 7RS(19) of 07/07/92""",CHA,KCA,KAN06,1980/06/01,0,1:35PM,day,true,parkd901,goetr901,malog901,hallb901,"""KC""","""Vincent""","""Vincent""",1996/03/17 8:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,183,33428,burnb001,leond001,,molib101,,
KCA198006020,"""version 7RS(19) of 07/07/92""",NYA,KCA,KAN06,1980/06/02,0,7:35PM,night,true,phild901,pales901,cousd901,clara901,"""KC""","""Vincent""","""Vincent""",1996/03/17 8:50AM,park,none,85,unknown,16,unknown,unknown,night,162,39261,guidr001,splip001,,watsb001,,
KCA198006030,"""version 7RS(19) of 07/07/92""",NYA,KCA,KAN06,1980/06/03,0,7:35PM,night,true,pales901,cousd901,clara901,phild901,"""KC""","""Vincent""","""Vincent""",1996/03/17 6:45PM,park,none,0,unknown,-1,unknown,unknown,night,197,26734,quisd001,davir001,,hurdc001,,
KCA198006040,"""version 7RS(19) of 07/07/92""",NYA,KCA,KAN06,1980/06/04,0,7:35PM,night,true,cousd901,clara901,phild901,pales901,"""KC""","""Vincent""","""Vincent""",1996/03/17 6:55PM,park,none,84,unknown,-1,unknown,unknown,night,149,27234,martr001,tianl101,,wilsw001,,
KCA198006160,"""version 7RS(19) of 07/07/92""",TEX,KCA,KAN06,1980/06/16,0,7:35PM,night,true,fordd901,coont901,kaisk901,spenf901,"""Tex/KC""","""Vincent""","""Vincent""",1996/03/17 9:56PM,park,none,79,unknown,14,unknown,unknown,night,145,39457,babcb101,quisd001,lyles101,sundj001,,
KCA198006170,"""version 7RS(19) of 07/07/92""",TEX,KCA,KAN06,1980/06/17,0,7:35PM,night,true,coont901,kaisk901,spenf901,fordd901,"""Tex/KC""","""Vincent""","""Vincent""",1996/03/18 12:21PM,park,none,83,unknown,7,unknown,unknown,night,165,25324,galer001,perrg101,,quirj001,,
KCA198006180,"""version 7RS(19) of 07/07/92""",CLE,KCA,KAN06,1980/06/18,0,7:35PM,night,true,kaisk901,spenf901,fordd901,coont901,"""Indians/Royals""","""Greg Beston""","""Greg Beston""",1996/02/10 3:46PM,unknown,none,90,unknown,-1,unknown,none,night,175,23736,gural001,dennj001,,quirj001,,
KCA198006190,"""version 7RS(19) of 07/07/92""",CLE,KCA,KAN06,1980/06/19,0,7:35PM,night,true,spenf901,fordd901,coont901,kaisk901,"""Indians/Royals""","""Greg Beston""","""Greg Beston""",1996/02/10 4:08PM,unknown,none,79,unknown,18,unknown,none,night,187,21158,barkl001,martr001,stanm001,ortaj001,,
KCA198006200,"""version 7RS(19) of 07/07/92""",MIL,KCA,KAN06,1980/06/20,0,7:35PM,night,true,fordd901,coont901,kaisk901,spenf901,"""KC/Mil""","""Vincent""","""Vincent""",1996/03/18 12:34PM,park,none,67,unknown,7,unknown,unknown,night,182,38179,haasm001,leond001,castb101,david101,,
KCA198006210,"""version 7RS(19) of 07/07/92""",MIL,KCA,KAN06,1980/06/21,0,7:35PM,night,true,coont901,kaisk901,spenf901,fordd901,"""KC/Mil""","""Vincent""","""Vincent""",1996/03/18 12:44PM,park,none,0,unknown,-1,unknown,unknown,night,127,40344,sorel001,splip001,,thomg001,,
KCA198006220,"""version 7RS(19) of 07/07/92""",MIL,KCA,KAN06,1980/06/22,0,1:35PM,day,true,kaisk901,spenf901,fordd901,coont901,"""KC/Mil""","""Vincent""","""Vincent""",1996/03/18 1:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,39592,galer001,caldm001,,washu001,,
KCA198006300,"""version 7RS(19) of 07/07/92""",MIN,KCA,KAN06,1980/06/30,0,7:30PM,night,true,morrd901,phild901,pales901,clara901,"""KC/Min""","""Vincent""","""Vincent""",1996/03/18 9:05PM,park,none,95,unknown,15,unknown,unknown,night,161,33540,jackd101,martr001,,,,
KCA198007010,"""version 7RS(19) of 07/07/92""",MIN,KCA,KAN06,1980/07/01,0,7:35PM,night,true,phild901,pales901,clara901,morrd901,"""KC/Min""","""Vincent""","""Vincent""",1996/03/19 10:11AM,park,none,97,unknown,-1,unknown,unknown,night,140,20224,corbd001,splip001,,sofir101,,
KCA198007020,"""version 7RS(19) of 07/07/92""",MIN,KCA,KAN06,1980/07/02,0,7:35PM,night,true,pales901,clara901,morrd901,phild901,"""KC/Min""","""Vincent""","""Vincent""",1996/03/19 10:27AM,park,none,74,unknown,-1,unknown,unknown,night,169,26225,quisd001,koosj001,,wathj001,,
KCA198007030,"""version 7RS(19) of 07/07/92""",SEA,KCA,KAN06,1980/07/03,0,7:35PM,night,true,clara901,morrd901,phild901,pales901,"""Sea/KC""","""Vincent""","""Vincent""",1996/03/19 11:17AM,park,none,93,unknown,7,unknown,unknown,night,163,21777,beatj001,gural001,rawls001,bochb001,,
KCA198007040,"""version 7RS(19) of 07/07/92""",SEA,KCA,KAN06,1980/07/04,0,7:35PM,night,true,morrd901,phild901,pales901,clara901,"""Sea/KC""","""Vincent""","""Vincent""",1996/03/19 12:06PM,park,none,98,unknown,-1,unknown,unknown,night,143,27891,quisd001,robed101,,mcrah001,,
KCA198007050,"""version 7RS(19) of 07/07/92""",SEA,KCA,KAN06,1980/07/05,0,7:35PM,night,true,phild901,pales901,clara901,morrd901,"""Sea/KC""","""Vincent""","""Vincent""",1996/03/19 1:52PM,park,none,100,unknown,-1,unknown,unknown,night,157,30617,twitj101,parrm101,quisd001,washu001,,
KCA198007060,"""version 7RS(19) of 07/07/92""",SEA,KCA,KAN06,1980/07/06,0,1:35PM,day,true,pales901,clara901,morrd901,phild901,"""Sea/KC""","""Vincent""","""Vincent""",1996/03/19 3:36PM,park,none,101,unknown,12,unknown,unknown,unknown,155,28458,bannf001,splip001,rawls001,pacit001,,
KCA198007100,"""version 7RS(19) of 07/07/92""",DET,KCA,KAN06,1980/07/10,0,7:35PM,night,true,coont901,kunkb101,hendt901,shulj901,"""KC""","""Vincent""","""Vincent""",1996/03/20 8:18AM,park,none,105,unknown,-1,unknown,unknown,night,131,23684,splip001,wilcm001,quisd001,aikew001,,
KCA198007110,"""version 7RS(19) of 07/07/92""",DET,KCA,KAN06,1980/07/11,0,7:35PM,night,true,kunkb101,hendt901,shulj901,coont901,"""KC""","""Vincent""","""Vincent""",1996/03/20 8:26AM,park,none,0,unknown,-1,unknown,unknown,night,138,31017,leond001,morrj001,,bretg001,,
KCA198007210,"""version 7RS(19) of 07/07/92""",CHA,KCA,KAN06,1980/07/21,0,7:35PM,night,true,shulj901,kunkb101,morrd901,hendt901,"""KC""","""Vincent""","""Vincent""",1996/03/20 6:54PM,park,none,0,unknown,-1,unknown,unknown,night,154,37054,leond001,burnb001,quisd001,whitf001,,
KCA198007220,"""version 7RS(19) of 07/07/92""",CHA,KCA,KAN06,1980/07/22,0,0:00PM,night,true,kunkb101,morrd901,hendt901,shulj901,"""KC""","""Vincent""","""Vincent""",1996/03/20 7:40PM,park,none,85,unknown,-1,unknown,unknown,night,167,28891,trous001,busbs101,,pryog001,,
KCA198007230,"""version 7RS(19) of 07/07/92""",CHA,KCA,KAN06,1980/07/23,0,7:35PM,night,true,morrd901,hendt901,shulj901,kunkb101,"""KC""","""Vincent""","""Vincent""",1996/03/20 7:49PM,park,none,88,unknown,10,unknown,unknown,night,165,25105,gural001,baumr101,,washu001,,
KCA198007240,"""version 7RS(19) of 07/07/92""",CHA,KCA,KAN06,1980/07/24,0,7:35PM,night,true,hendt901,shulj901,kunkb101,morrd901,"""KC""","""Vincent""","""Vincent""",1996/03/20 8:00PM,park,none,95,unknown,-1,unknown,unknown,night,131,29052,splip001,wortr101,,wilsw001,,
KCA198007250,"""version 7RS(19) of 07/07/92""",NYA,KCA,KAN06,1980/07/25,0,7:35PM,night,true,merrd901,cousd901,sprim901,brinj901,"""KC""","""Vincent""","""Vincent""",1996/03/20 9:40PM,park,none,0,unknown,-1,unknown,unknown,night,151,40039,galer001,tianl101,,hurdc001,,
KCA198007260,"""version 7RS(19) of 07/07/92""",NYA,KCA,KAN06,1980/07/26,0,7:35PM,night,true,cousd901,sprim901,brinj901,merrd901,"""KC""","""Vincent""","""Vincent""",1996/03/20 9:52PM,park,none,85,unknown,11,unknown,unknown,night,161,41860,gossr001,leond001,,joner002,,
KCA198007270,"""version 7RS(19) of 07/07/92""",NYA,KCA,KAN06,1980/07/27,0,1:35PM,day,true,sprim901,brinj901,merrd901,cousd901,"""KC""","""Vincent""","""Vincent""",1996/03/20 10:01PM,park,none,85,unknown,12,unknown,unknown,night,148,40057,gural001,johnt001,,mcrah001,,
KCA198007290,"""version 7RS(19) of 07/07/92""",BOS,KCA,KAN06,1980/07/29,0,7:35PM,night,true,brinj901,merrd901,cousd901,sprim901,"""KC/Bos""","""Vincent""","""Vincent""",1996/03/21 8:21AM,park,none,95,unknown,-1,unknown,unknown,night,188,35042,quisd001,burgt001,,,,
KCA198007300,"""version 7RS(19) of 07/07/92""",BOS,KCA,KAN06,1980/07/30,0,7:37PM,night,true,merrd901,cousd901,sprim901,brinj901,"""KC/Bos""","""Vincent""","""Vincent""",1996/03/21 11:04AM,park,none,106,unknown,16,unknown,unknown,night,171,31468,stanb001,busbs101,,hancg001,,
KCA198007310,"""version 7RS(19) of 07/07/92""",BOS,KCA,KAN06,1980/07/31,0,7:38PM,night,true,cousd901,sprim901,brinj901,merrd901,"""KC/Bos""","""Vincent""","""Vincent""",1996/03/21 11:23AM,park,none,99,unknown,-1,unknown,unknown,night,148,33500,leond001,ecked001,,,,
KCA198008110,"""version 7RS(19) of 07/07/92""",BAL,KCA,KAN06,1980/08/11,0,0:00PM,night,true,parkd901,reilm901,reedr901,malog901,"""Orioles/Royals""","""C. Chestnut""","""C. Chestnut""",1995/04/23 1:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,41334,martd001,gural001,,murre001,,
KCA198008120,"""version 7RS(19) of 07/07/92""",BAL,KCA,KAN06,1980/08/12,0,7:35PM,night,true,reilm901,reedr901,malog901,parkd901,"""Orioles/Royals""","""C. Chestnut""","""C. Chestnut""",1995/04/23 1:32PM,park,none,92,unknown,10,unknown,unknown,unknown,146,34913,quisd001,mcgrs001,,otisa001,,
KCA198008130,"""version 7RS(19) of 07/07/92""",BAL,KCA,KAN06,1980/08/13,0,0:00PM,night,true,reedr901,malog901,parkd901,reilm901,"""Orioles/Royals""","""C. Chestnut""","""C. Chestnut""",1995/04/23 1:44PM,park,none,96,unknown,-1,unknown,unknown,unknown,133,35600,galer001,palmj001,,bretg001,,
KCA198008150,"""version 7RS(19) of 07/07/92""",TOR,KCA,KAN06,1980/08/15,0,7:35PM,night,true,malog901,parkd901,reilm901,reedr901,"""KC/Tor""","""Vincent""","""Vincent""",1996/03/21 8:12PM,park,none,78,unknown,-1,unknown,unknown,night,144,34861,leond001,jeffj101,quisd001,bretg001,,
KCA198008160,"""version 7RS(19) of 07/07/92""",TOR,KCA,KAN06,1980/08/16,0,7:35PM,night,true,parkd901,reilm901,reedr901,malog901,"""KC/Tor""","""Vincent""","""Vincent""",1996/03/21 9:18PM,park,none,88,unknown,19,unknown,unknown,night,165,39631,gural001,kucej101,,bretg001,,
KCA198008170,"""version 7RS(19) of 07/07/92""",TOR,KCA,KAN06,1980/08/17,0,7:35PM,night,true,reilm901,reedr901,malog901,parkd901,"""KC/Tor""","""Vincent""","""Vincent""",1996/03/21 9:31PM,park,none,89,unknown,9,unknown,unknown,night,188,30693,splip001,clanj001,quisd001,bretg001,,
KCA198008210,"""version 7RS(19) of 07/07/92""",CLE,KCA,KAN06,1980/08/21,0,7:35PM,night,true,bremn901,mckej901,evanj901,barnl901,"""Indians/Royals""","""Greg Beston""","""Greg Beston""",1996/02/24 6:05PM,unknown,none,84,unknown,10,unknown,unknown,night,159,32139,waitr001,busbs101,cruzv101,hassr001,,
KCA198008220,"""version 7RS(19) of 07/07/92""",CLE,KCA,KAN06,1980/08/22,0,7:35PM,night,true,mckej901,evanj901,barnl901,bremn901,"""Indians/Royals""","""Greg Beston""","""Greg Beston""",1996/02/24 6:21PM,unknown,none,0,unknown,-1,unknown,unknown,night,165,34526,barkl001,splip001,mongs001,,,
KCA198008230,"""version 7RS(19) of 07/07/92""",CLE,KCA,KAN06,1980/08/23,0,7:35PM,night,true,evanj901,barnl901,bremn901,mckej901,"""Indians/Royals""","""Greg Beston""","""Greg Beston""",1996/02/24 8:08PM,unknown,none,86,unknown,-1,unknown,unknown,night,141,40192,galer001,garlw101,quisd001,whitf001,,
KCA198008240,"""version 7RS(19) of 07/07/92""",CLE,KCA,KAN06,1980/08/24,0,7:35PM,night,true,barnl901,bremn901,mckej901,evanj901,"""Indians/Royals""","""Greg Beston""","""Greg Beston""",1996/02/24 8:31PM,unknown,none,90,unknown,-1,unknown,unknown,night,163,30593,leond001,grimr101,quisd001,otisa001,,
KCA198008280,"""version 7RS(19) of 07/07/92""",TEX,KCA,KAN06,1980/08/28,0,7:35PM,night,true,goetr901,morrd901,kaisk901,johnm901,"""Tex/KC""","""Vincent""","""Vincent""",1996/03/24 12:14PM,park,none,87,unknown,-1,unknown,unknown,night,154,25944,rajsd101,twitj101,,putnp001,,
KCA198008290,"""version 7RS(19) of 07/07/92""",TEX,KCA,KAN06,1980/08/29,0,7:35PM,night,true,morrd901,kaisk901,johnm901,goetr901,"""Tex/KC""","""Vincent""","""Vincent""",1996/03/25 6:08PM,park,none,91,unknown,12,unknown,unknown,night,149,32781,leond001,figue101,,mcrah001,,
KCA198008300,"""version 7RS(19) of 07/07/92""",TEX,KCA,KAN06,1980/08/30,0,1:20PM,day,true,kaisk901,johnm901,goetr901,morrd901,"""Tex/KC""","""Vincent""","""Vincent""",1996/03/25 6:25PM,park,none,86,unknown,12,unknown,unknown,unknown,197,34557,johnj001,quisd001,,rivem001,,
KCA198008310,"""version 7RS(19) of 07/07/92""",TEX,KCA,KAN06,1980/08/31,0,1:35PM,day,true,johnm901,goetr901,morrd901,kaisk901,"""Tex/KC""","""Vincent""","""Vincent""",1996/03/25 7:43PM,park,none,89,unknown,-1,unknown,unknown,unknown,161,37390,quisd001,lyles101,,whitf001,,
KCA198009010,"""version 7RS(19) of 07/07/92""",MIL,KCA,KAN06,1980/09/01,0,7:35PM,night,true,goetr901,kaisk901,(none),johnm901,"""KC/Mil""","""Vincent""","""Vincent""",1996/03/25 8:19PM,park,none,79,unknown,7,unknown,unknown,night,169,28597,mcclb001,galer001,,coopc001,,
KCA198009030,"""version 7RS(19) of 07/07/92""",MIL,KCA,KAN06,1980/09/03,0,7:35PM,night,true,hallb901,kaisk901,johnm901,goetr901,"""KC/Mil""","""Vincent""","""Vincent""",1996/03/25 8:34PM,park,none,84,unknown,17,unknown,unknown,night,166,23037,sorel001,leond001,,,,
KCA198009040,"""version 7RS(19) of 07/07/92""",MIL,KCA,KAN06,1980/09/04,0,7:38PM,night,true,kaisk901,johnm901,goetr901,hallb901,"""KC/Mil""","""Vincent""","""Vincent""",1996/03/25 9:04PM,park,none,86,unknown,12,unknown,unknown,night,163,21898,castb101,quisd001,,oglib001,,
KCA198009171,"""version 7RS(19) of 07/07/92""",CAL,KCA,KAN06,1980/09/17,1,5:05PM,night,true,garcr901,denkd901,fordd901,koscg901,"""Cal/KC""","""Vincent""","""Vincent""",1996/03/27 11:38AM,park,none,70,unknown,5,unknown,unknown,night,137,0,leond001,bottr101,,mcrah001,,
KCA198009172,"""version 7RS(19) of 07/07/92""",CAL,KCA,KAN06,1980/09/17,2,0:00PM,night,true,denkd901,fordd901,koscg901,garcr901,"""Cal/KC""","""Vincent""","""Vincent""",1996/03/27 2:25PM,park,none,0,unknown,-1,unknown,unknown,night,193,25908,larod101,gural001,hassa001,downb001,,
KCA198009180,"""version 7RS(19) of 07/07/92""",CAL,KCA,KAN06,1980/09/18,0,7:35PM,night,true,fordd901,koscg901,garcr901,denkd901,"""Cal/KC""","""Vincent""","""Vincent""",1996/03/27 4:38PM,park,none,83,unknown,-1,unknown,unknown,night,163,19559,martr001,marta101,,mullr001,,
KCA198009190,"""version 7RS(19) of 07/07/92""",OAK,KCA,KAN06,1980/09/19,0,7:35PM,night,true,koscg901,garcr901,denkd901,fordd901,"""KC/Oak""","""Vincent""","""Vincent""",1996/03/27 4:56PM,park,none,90,unknown,19,unknown,unknown,night,150,29493,splip001,kingb101,,bretg001,,
KCA198009200,"""version 7RS(19) of 07/07/92""",OAK,KCA,KAN06,1980/09/20,0,7:35PM,night,true,garcr901,denkd901,fordd901,koscg901,"""KCA,OAK""","""David W. Smith""","""Davdi W. Smith""",1996/03/30 3:59PM,park,none,0,unknown,-1,unknown,unknown,unknown,163,37523,keoum001,jonem001,,heatm001,,
KCA198009210,"""version 7RS(19) of 07/07/92""",OAK,KCA,KAN06,1980/09/21,0,1:35PM,day,true,denkd901,fordd901,koscg901,garcr901,"""KC/Oak""","""Vincent""","""Vincent""",1996/03/27 5:06PM,park,none,91,unknown,18,unknown,unknown,unknown,167,41329,norrm101,leond001,,grosw001,,
KCA198009300,"""version 7RS(19) of 07/07/92""",SEA,KCA,KAN06,1980/09/30,0,7:35PM,night,true,kunkb101,shulj901,hendt901,coont901,"""Sea/KC""","""Vincent""","""Vincent""",1996/03/28 10:59AM,park,none,73,unknown,9,unknown,unknown,night,239,17272,quisd001,parrm101,,bretg001,,
KCA198010010,"""version 7RS(19) of 07/07/92""",SEA,KCA,KAN06,1980/10/01,0,7:35PM,night,true,shulj901,hendt901,coont901,kunkb101,"""Sea/KC""","""Vincent""","""Vincent""",1996/03/28 3:13PM,park,none,74,unknown,-1,unknown,unknown,night,138,15604,pattm101,dresr101,bretk101,aikew001,,
KCA198010020,"""version 7RS(19) of 07/07/92""",SEA,KCA,KAN06,1980/10/02,0,7:35PM,night,true,hendt901,coont901,kunkb101,shulj901,"""Sea/KC""","""Vincent""","""Vincent""",1996/03/28 4:20PM,park,none,65,unknown,12,unknown,unknown,night,143,15241,martr001,bannf001,,cardj101,,
KCA198010030,"""version 7RS(19) of 07/07/92""",MIN,KCA,KAN06,1980/10/03,0,7:35PM,night,true,koscg901,garcr901,denkd901,fordd901,"""KC/Min""","""Vincent""","""Vincent""",1996/03/28 4:31PM,park,none,60,unknown,12,unknown,unknown,night,149,20714,koosj001,gural001,corbd001,jackr002,,
KCA198010040,"""version 7RS(19) of 07/07/92""",MIN,KCA,KAN06,1980/10/04,0,7:35PM,night,true,garcr901,denkd901,fordd901,koscg901,"""KC/Min""","""Vincent""","""Vincent""",1996/03/28 4:44PM,park,none,62,unknown,5,unknown,unknown,night,162,23751,leond001,ericr101,,aikew001,,
KCA198010050,"""version 7RS(19) of 07/07/92""",MIN,KCA,KAN06,1980/10/05,0,1:35PM,day,true,denkd901,fordd901,koscg901,garcr901,"""KC/Min""","""Vincent""","""Vincent""",1996/03/28 5:00PM,park,none,68,unknown,12,unknown,unknown,unknown,125,25603,splip001,jackd101,galer001,mcrah001,,
SFN198004170,"""version 7RS(19) of 07/07/92""",SDN,SFN,SFO02,1980/04/17,0,0:00PM,night,false,colon901,monte901,(none),harvd901,"""SF""","""Comly""","""De Jong""",1995/08/06 6:32PM,park,none,0,unknown,-1,unknown,unknown,unknown,168,51123,bluev001,rasme101,,,,
SFN198004180,"""version 7RS(19) of 07/07/92""",SDN,SFN,SFO02,1980/04/18,0,0:00PM,night,false,fiels901,monte901,harvd901,olsea901,"""SF""","""Comly""","""De Jong""",1995/08/06 6:20PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,12241,knepb001,joner101,,,,
SFN198004190,"""version 7RS(19) of 07/07/92""",SDN,SFN,SFO02,1980/04/19,0,0:00PM,day,false,monte901,harvd901,olsea901,colon901,"""SF""","""Comly""","""De Jong""",1995/08/06 5:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,167,11024,lucag001,white001,fingr001,,,
SFN198004200,"""version 7RS(19) of 07/07/92""",SDN,SFN,SFO02,1980/04/20,0,0:00PM,day,false,harvd901,colon901,monte901,fiels901,"""SF""","""Comly""","""De Jong""",1995/08/06 5:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,161,26048,montj001,wiser101,,,,
SFN198004250,"""version 7RS(19) of 07/07/92""",CIN,SFN,SFO02,1980/04/25,0,0:00PM,night,false,fiels901,westj901,pryop901,mcshj901,"""SFN/CIN""","""Clem Comly""","""David W. Smith""",1996/10/30 12:28PM,park,none,0,unknown,-1,unknown,unknown,unknown,164,15345,mintg001,baird001,,evand001,,
