game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,oscorer
TOR198005200,"""version 7RS(19) of 07/07/92""",BOS,TOR,TOR01,1980/05/20,0,7:35PM,night,true,hendt901,barnl901,evanj901,mckej901,"""BOS/TOR""","""Chris Chestnut""","""Chris Chestnut""",1996/03/11 5:58PM,park,none,65,unknown,7,unknown,unknown,unknown,147,18167,rainc001,lemad101,burgt001,peret001,,
TOR198005210,"""version 7RS(19) of 07/07/92""",BOS,TOR,TOR01,1980/05/21,0,7:35PM,night,true,barnl901,evanj901,mckej901,hendt901,"""Blue Jays""","""M. Pankin""","""M. Pankin""",1996/06/06 3:00PM,park,none,72,unknown,6,unknown,unknown,night,158,19556,torrm001,jeffj101,,peret001,,
TOR198005220,"""version 7RS(19) of 07/07/92""",NYA,TOR,TOR01,1980/05/22,0,7:34PM,night,true,denkd901,mccol901,fordd901,koscg901,"""Yanks & Jays""","""M. Pankin,Wayne Townsend""","""M. Pankin,Wayne Townsend""",1996/06/06 3:27PM,park,pitches,82,unknown,12,unknown,unknown,night,151,26047,grifm001,stied001,,browb001,,
TOR198005230,"""version 7RS(19) of 07/07/92""",NYA,TOR,TOR01,1980/05/23,0,7:37PM,night,true,mccol901,fordd901,koscg901,denkd901,"""cornack""","""Bill Cross""","""Bill Cross""",1995/08/27 9:35PM,unknown,none,80,unknown,4,unknown,unknown,unknown,115,24585,guidr001,mirap001,,randw001,,
TOR198005240,"""version 7RS(19) of 07/07/92""",NYA,TOR,TOR01,1980/05/24,0,1:37PM,day,true,fordd901,koscg901,denkd901,mccol901,"""Yankees/Toronto""","""Greg Beston""","""Greg Beston""",1996/11/23 8:26PM,unknown,none,80,unknown,7,unknown,none,unknown,154,31021,tianl101,clanj001,may-r101,joner002,,
TOR198005250,"""version 7RS(19) of 07/07/92""",NYA,TOR,TOR01,1980/05/25,0,1:35PM,day,true,koscg901,denkd901,(none),mccol901,"""Yankees/Toronto""","""Greg Beston""","""Greg Beston""",1996/11/23 8:51PM,unknown,none,72,unknown,9,unknown,none,unknown,157,33077,leall001,johnt001,,mosel001,,
TOR198006020,"""version 7RS(19) of 07/07/92""",CAL,TOR,TOR01,1980/06/02,0,7:32PM,night,true,koscg901,denkd901,mccol901,spenf901,"""CAL/TOR""","""Chris Chestnut""","""Chris Chestnut""",1996/05/27 6:33PM,park,none,70,unknown,13,unknown,unknown,unknown,148,15079,frosd101,leall001,larod101,lansc001,,
TOR198006030,"""version 7RS(19) of 07/07/92""",CAL,TOR,TOR01,1980/06/03,0,7:34PM,night,true,denkd901,mccol901,spenf901,koscg901,"""CAL/TOR""","""Chris Chestnut""","""Chris Chestnut""",1996/05/27 7:30PM,park,none,66,unknown,18,unknown,unknown,unknown,201,15589,mclaj001,larod101,,maybj101,,
TOR198006040,"""version 7RS(19) of 07/07/92""",CAL,TOR,TOR01,1980/06/04,0,7:38PM,night,true,mccol901,spenf901,koscg901,denkd901,"""Lefevre/Angels""","""Doug Burks""","""Doug Burks""",1996/04/28 6:33PM,unknown,none,65,unknown,24,unknown,unknown,unknown,143,16677,clanj001,marta101,,maybj101,,
TOR198006130,"""version 7RS(19) of 07/07/92""",TEX,TOR,TOR01,1980/06/13,0,0:00PM,night,true,cousd901,sprim901,(none),brinj901,"""Rangers/Jays""","""Dobrow""","""Dobrow""",1996/05/26 12:06AM,park,none,73,unknown,13,unknown,unknown,unknown,141,20034,medid101,stied001,lyles101,oliva001,,
TOR198006140,"""version 7RS(19) of 07/07/92""",TEX,TOR,TOR01,1980/06/14,0,1:31PM,day,true,sprim901,brinj901,bremn901,cousd901,"""Rangers""","""Dobrow""","""Dobrow""",1996/06/01 8:49PM,park,none,77,unknown,6,unknown,unknown,unknown,192,24184,buskt101,babcb101,,hower001,,
TOR198006150,"""version 7RS(19) of 07/07/92""",TEX,TOR,TOR01,1980/06/15,0,1:44PM,day,true,brinj901,bremn901,cousd901,sprim901,"""Rangers/Jays""","""Dobrow""","""Dobrow""",1996/06/21 6:51AM,park,none,66,unknown,-1,unknown,unknown,unknown,153,30143,clanj001,jenkf101,garvj101,veleo101,,
TOR198006160,"""version 7RS(19) of 07/07/92""",MIN,TOR,TOR01,1980/06/16,0,0:00PM,night,true,bremn901,cousd901,sprim901,brinj901,"""Jays/Twins""","""Dobrow""","""Dobrow""",1996/06/22 5:21AM,park,none,60,unknown,-1,unknown,unknown,unknown,149,14691,zahng001,jeffj101,,mackp101,,
TOR198006170,"""version 7RS(19) of 07/07/92""",MIN,TOR,TOR01,1980/06/17,0,7:33PM,night,true,cousd901,sprim901,brinj901,bremn901,"""Twins/Jays""","""Dobrow""","""Dobrow""",1996/06/23 6:22PM,park,none,65,unknown,15,unknown,unknown,unknown,158,15229,corbd001,mirap001,,landk001,,
TOR198006181,"""version 7RS(19) of 07/07/92""",CHA,TOR,TOR01,1980/06/18,1,5:30PM,night,true,sprim901,brinj901,bremn901,cousd901,"""W.Sox/Jays""","""Dobrow""","""Dobrow""",1996/06/23 7:37PM,park,none,62,unknown,6,unknown,unknown,unknown,125,0,stied001,trous001,,boser101,,
TOR198006182,"""version 7RS(19) of 07/07/92""",CHA,TOR,TOR01,1980/06/18,2,8:16PM,night,true,brinj901,bremn901,cousd901,sprim901,"""W.Sox/Jays""","""Dobrow""","""Dobrow""",1996/06/23 8:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,21443,kucej101,dotsr001,mclaj001,maybj101,,
TOR198006270,"""version 7RS(19) of 07/07/92""",DET,TOR,TOR01,1980/06/27,0,7:37PM,night,true,evanj901,hendt901,spenf901,barnl901,"""Sawchuk""",,"""R. Elliott""",1995/11/23 4:28PM,unknown,none,67,unknown,18,unknown,unknown,unknown,146,18494,morrj001,jeffj101,,hebnr001,,
TOR198006280,"""version 7RS(19) of 07/07/92""",DET,TOR,TOR01,1980/06/28,0,2:23PM,day,true,hendt901,barnl901,spenf901,evanj901,"""Sawchuk""",,"""R. Elliott""",1995/11/24 10:09AM,unknown,none,54,unknown,18,unknown,unknown,unknown,173,20059,rozed001,kucej101,,whitl001,,
TOR198006290,"""version 7RS(19) of 07/07/92""",DET,TOR,TOR01,1980/06/29,0,1:32PM,day,true,barnl901,spenf901,evanj901,hendt901,"""Sawchuk """,,"""R. Elliott""",1995/11/24 10:54AM,unknown,none,65,unknown,9,unknown,unknown,unknown,140,22026,stied001,petrd001,,,,
TOR198006300,"""version 7RS(19) of 07/07/92""",BAL,TOR,TOR01,1980/06/30,0,0:00PM,night,true,spenf901,evanj901,hendt901,barnl901,"""Bal""","""Fitzgerald""","""Vincent""",1995/05/03 10:46AM,park,none,0,unknown,-1,unknown,unknown,night,172,18399,stons101,leall001,,murre001,,
TOR198007010,"""version 7RS(19) of 07/07/92""",BAL,TOR,TOR01,1980/07/01,0,1:37PM,day,true,evanj901,hendt901,barnl901,spenf901,"""Bal""","""Fitzgerald""","""Vincent""",1995/05/03 11:07AM,park,none,73,unknown,-1,unknown,unknown,unknown,110,23475,palmj001,clanj001,martt001,singk001,,
TOR198007020,"""version 7RS(19) of 07/07/92""",BAL,TOR,TOR01,1980/07/02,0,0:00PM,night,true,hendt901,barnl901,spenf901,evanj901,"""Bal""","""Fitzgerald""","""Vincent""",1995/05/03 11:29AM,park,none,74,unknown,-1,unknown,unknown,unknown,132,18461,flanm001,mirap001,,may-l101,,
TOR198007100,"""version 7RS(19) of 07/07/92""",CLE,TOR,TOR01,1980/07/10,0,7:37PM,night,true,neudj901,deegb901,reilm901,spenf901,"""Indians/Toronto""","""Greg Beston""","""Greg Beston""",1996/02/11 12:25AM,unknown,none,83,unknown,6,unknown,unknown,night,150,17178,dennj001,clanj001,,hassr001,,
TOR198007110,"""version 7RS(19) of 07/07/92""",CLE,TOR,TOR01,1980/07/11,0,7:37PM,night,true,deegb901,reilm901,spenf901,neudj901,"""Indians/Toronto""","""Greg Beston""","""Greg Beston""",1996/02/11 2:16AM,unknown,none,83,unknown,19,unknown,unknown,night,141,16621,stied001,garlw101,,veleo101,,
TOR198007120,"""version 7RS(19) of 07/07/92""",MIL,TOR,TOR01,1980/07/12,0,0:00PM,day,true,reilm901,spenf901,deegb901,neudj901,"""TOR""","""David W. Smith""","""David W. Smith""",1996/08/29 12:45PM,park,none,72,unknown,11,unknown,unknown,unknown,148,23624,travb101,moorb101,,moned101,,
TOR198007131,"""version 7RS(19) of 07/07/92""",MIL,TOR,TOR01,1980/07/13,1,1:37PM,day,true,spenf901,deegb901,neudj901,reilm901,"""Blue Jays/Brewers""","""Marc Stephenson""","""Marc Stephenson""",1996/06/15 6:02PM,park,none,74,fromcf,6,unknown,unknown,unknown,127,0,kucej101,haasm001,garvj101,hower001,,
TOR198007132,"""version 7RS(19) of 07/07/92""",MIL,TOR,TOR01,1980/07/13,2,4:19PM,day,true,deegb901,neudj901,reilm901,spenf901,"""BlueJays/Brewer""","""Marc Stephenson""","""Marc Stephenson""",1996/06/15 7:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,26331,mitcp101,mclaj001,,moned101,,
TOR198007140,"""version 7RS(19) of 07/07/92""",MIL,TOR,TOR01,1980/07/14,0,6:32PM,night,true,neudj901,reilm901,(none),spenf901,"""Tor/Mil""","""Marc Stephenson""","""Marc Stephenson""",1996/06/16 10:00PM,park,none,80,rtol,13,unknown,unknown,unknown,133,19443,auguj001,clanj001,castb101,younr001,,
TOR198007250,"""version 7RS(19) of 07/07/92""",SEA,TOR,TOR01,1980/07/25,0,7:32PM,night,true,kaisk901,roe-r901,hallb901,goetr901,"""Jays/Ms""","""M. Pankin""","""M. Pankin""",1996/07/22 1:41AM,park,none,79,unknown,12,unknown,unknown,night,119,16248,clanj001,honer001,,hower001,,
TOR198007261,"""version 7RS(19) of 07/07/92""",SEA,TOR,TOR01,1980/07/26,1,5:33PM,night,true,roe-r901,hallb901,goetr901,kaisk901,"""Mariners/Jays""","""M. Pankin""","""M. Pankin""",1996/10/20 4:32PM,park,none,70,unknown,6,unknown,unknown,unknown,136,0,dresr101,stied001,,milbl001,,
TOR198007262,"""version 7RS(19) of 07/07/92""",SEA,TOR,TOR01,1980/07/26,2,8:15PM,night,true,hallb901,goetr901,kaisk901,roe-r901,"""Mariners/Jays""","""M. Pankin""","""M. Pankin""",1996/10/20 4:58PM,park,none,68,unknown,0,unknown,unknown,night,140,18067,kucej101,abbog001,garvj101,bonnb001,,
TOR198007270,"""version 7RS(19) of 07/07/92""",SEA,TOR,TOR01,1980/07/27,0,1:31PM,day,true,goetr901,kaisk901,roe-r901,hallb901,"""Blue Jays/M's""","""Marc Stephenson""","""Marc Stephenson""",1996/06/29 4:01PM,park,none,72,fromlf,9,unknown,unknown,unknown,109,17080,jeffj101,bannf001,,veleo101,,
TOR198007280,"""version 7RS(19) of 07/07/92""",OAK,TOR,TOR01,1980/07/28,0,7:30PM,night,true,hendt901,shulj901,kunkb101,morrd901,"""A's/Blue Jays""","""Marc Stephenson""","""Marc Stephenson""",1996/07/01 8:29PM,park,none,72,rtol,9,unknown,rain,unknown,145,14457,norrm101,barlm101,,essij001,,
TOR198007290,"""version 7RS(19) of 07/07/92""",OAK,TOR,TOR01,1980/07/29,0,7:30PM,night,true,shulj901,kunkb101,morrd901,hendt901,"""A's/Blue Jays""","""Marc Stephenson""","""Marc Stephenson""",1996/07/04 2:18PM,park,none,68,fromrf,2,unknown,unknown,unknown,229,16704,laceb001,garvj101,,murpd002,,
TOR198007300,"""version 7RS(19) of 07/07/92""",OAK,TOR,TOR01,1980/07/30,0,7:30PM,night,true,kunkb101,morrd901,hendt901,shulj901,"""A's/Blue Jays""","""Marc Stephenson""","""Marc Stephenson""",1996/07/06 7:50PM,park,none,77,torf,15,unknown,unknown,unknown,127,17654,langr001,stied001,,reved101,,
TOR198008010,"""version 7RS(19) of 07/07/92""",CAL,TOR,TOR01,1980/08/01,0,7:32PM,night,true,spenf901,koscg901,garcr901,denkd901,"""Angels/Bluejays""","""Marc Stephenson""","""Marc Stephenson""",1996/07/11 6:52PM,park,none,83,torf,15,unknown,unknown,unknown,185,16145,garvj101,cleam001,,davib101,,
TOR198008020,"""version 7RS(19) of 07/07/92""",CAL,TOR,TOR01,1980/08/02,0,3:28PM,day,true,koscg901,garcr901,denkd901,spenf901,"""Angels/Jays""","""Dobrow""","""Dobrow""",1996/07/20 1:56PM,park,none,80,unknown,12,unknown,unknown,unknown,147,22051,larod101,jeffj101,,clarb002,,
TOR198008030,"""version 7RS(19) of 07/07/92""",CAL,TOR,TOR01,1980/08/03,0,1:35PM,day,true,garcr901,denkd901,spenf901,koscg901,"""Angels/Jays""","""Dobrow""","""Dobrow""",1996/07/20 10:03PM,park,none,79,unknown,6,unknown,unknown,unknown,147,20404,clanj001,marta101,barlm101,veleo101,,
TOR198008081,"""version 7RS(19) of 07/07/92""",KCA,TOR,TOR01,1980/08/08,1,5:32PM,night,true,pales901,mccol901,spenf901,clara901,"""Tor/KC""","""Vincent""","""Vincent""",1996/03/21 6:36PM,park,none,84,unknown,12,unknown,unknown,night,135,0,galer001,clanj001,,quirj001,,
TOR198008082,"""version 7RS(19) of 07/07/92""",KCA,TOR,TOR01,1980/08/08,2,8:22PM,night,true,mccol901,spenf901,clara901,pales901,"""Tor/KC""","""Vincent""","""Vincent""",1996/03/21 6:50PM,park,none,81,unknown,12,unknown,unknown,night,177,22146,pattm101,garvj101,,otisa001,,
TOR198008090,"""version 7RS(19) of 07/07/92""",KCA,TOR,TOR01,1980/08/09,0,7:32PM,night,true,spenf901,clara901,pales901,mccol901,"""Tor/KC""","""Vincent""","""Vincent""",1996/03/21 7:10PM,park,none,73,unknown,13,unknown,unknown,night,218,21300,willm101,eastr101,,braus001,,
TOR198008100,"""version 7RS(19) of 07/07/92""",KCA,TOR,TOR01,1980/08/10,0,1:39PM,day,true,clara901,pales901,mccol901,spenf901,"""Tor/KC""","""Vincent""","""Vincent""",1996/03/21 7:25PM,park,none,70,unknown,11,unknown,unknown,unknown,170,23473,leond001,jeffj101,pattm101,bretg001,,
TOR198008250,"""version 7RS(19) of 07/07/92""",TEX,TOR,TOR01,1980/08/25,0,1:03PM,day,true,sprim901,brinj901,merrd901,cousd901,"""Rangers/Jays""","""Doug Burks""","""Doug Burks""",1996/08/26 1:27AM,unknown,none,81,unknown,6,unknown,unknown,unknown,151,15517,clayk101,toddj101,johnj001,grubj001,,
TOR198008260,"""version 7RS(19) of 07/07/92""",TEX,TOR,TOR01,1980/08/26,0,1:02PM,day,true,brinj901,merrd901,cousd901,sprim901,"""Rangers/Jays""","""Doug Burks""","""Doug Burks""",1996/08/31 11:24PM,unknown,none,79,unknown,12,unknown,unknown,unknown,129,15478,hougc001,jeffj101,,bellb001,,
TOR198008270,"""version 7RS(19) of 07/07/92""",TEX,TOR,TOR01,1980/08/27,0,1:02PM,day,true,merrd901,cousd901,sprim901,brinj901,"""Rangers/Jays""","""Doug Burks""","""Doug Burks""",1996/09/03 4:43AM,unknown,none,84,unknown,-1,unknown,unknown,unknown,149,15442,clanj001,medid101,garvj101,maybj101,,
TOR198008280,"""version 7RS(19) of 07/07/92""",MIN,TOR,TOR01,1980/08/28,0,1:02PM,day,true,hendt901,shulj901,coont901,kunkb101,"""Twins/Jays""","""Doug Burks""","""Doug Burks""",1996/09/09 4:21AM,unknown,none,62,unknown,12,unknown,unknown,cloudy,264,14035,verhj101,jeffj101,willa001,edwad101,,
TOR198008290,"""version 7RS(19) of 07/07/92""",MIN,TOR,TOR01,1980/08/29,0,1:01PM,day,true,shulj901,coont901,kunkb101,hendt901,"""Jays/Twins""","""Doug Burks""","""Doug Burks""",1996/09/20 8:11PM,unknown,none,72,unknown,9,unknown,unknown,unknown,135,14358,zahng001,stied001,,jackr002,,
TOR198008300,"""version 7RS(19) of 07/07/92""",MIN,TOR,TOR01,1980/08/30,0,1:32PM,day,true,coont901,kunkb101,hendt901,shulj901,"""Jays/Twins""","""Doug Burks""","""Doug Burks""",1996/09/23 8:02PM,unknown,none,72,unknown,-1,unknown,rain,overcast,141,18376,toddj101,verhj101,,braus001,,
TOR198008310,"""version 7RS(19) of 07/07/92""",MIN,TOR,TOR01,1980/08/31,0,1:32PM,day,true,kunkb101,hendt901,shulj901,coont901,"""Twins/Jays""","""Doug Burks""","""Doug Burks""",1996/09/29 1:50PM,unknown,none,79,unknown,13,unknown,rain,overcast,147,18029,clanj001,koosj001,,bailb001,,
TOR198009040,"""version 7RS(19) of 07/07/92""",CHA,TOR,TOR01,1980/09/04,0,7:32PM,night,true,roe-r901,neudj901,reilm901,parkd901,"""Toronto""","""Marc Stephenson""","""Marc Stephenson""",1996/08/11 10:19AM,park,none,80,tocf,9,unknown,unknown,unknown,117,12365,toddj101,farme101,,iorgg001,,
TOR198009050,"""version 7RS(19) of 07/07/92""",CHA,TOR,TOR01,1980/09/05,0,7:31PM,night,true,neudj901,reilm901,parkd901,roe-r901,"""Toronto""","""Marc Stephenson""","""Marc Stephenson""",1996/08/11 7:12PM,park,none,77,torf,18,unknown,unknown,unknown,122,14091,hoytl001,clanj001,,johnl101,,
TOR198009071,"""version 7RS(19) of 07/07/92""",CHA,TOR,TOR01,1980/09/07,1,1:32PM,day,true,reilm901,parkd901,roe-r901,neudj901,"""Toronto""","""Marc Stephenson""","""Marc Stephenson""",1996/08/14 8:29PM,park,none,72,unknown,16,unknown,unknown,unknown,112,0,mclaj001,trous001,barlm101,bonnb001,,
TOR198009072,"""version 7RS(19) of 07/07/92""",CHA,TOR,TOR01,1980/09/07,2,3:58PM,day,true,parkd901,roe-r901,neudj901,reilm901,"""Toronto""","""Marc Stephenson""","""Marc Stephenson""",1996/08/15 2:59PM,park,none,0,unknown,-1,soaked,unknown,unknown,161,17457,schrk001,prolm101,barlm101,garcd001,,
TOR198009080,"""version 7RS(19) of 07/07/92""",NYA,TOR,TOR01,1980/09/08,0,7:34PM,night,true,denkd901,fordd901,koscg901,garcr901,"""Jays/Yankees""","""Doug Burks""","""Doug Burks""",1996/10/07 7:16PM,unknown,none,70,unknown,4,unknown,unknown,unknown,135,23020,johnt001,stied001,gossr001,watsb001,,
TOR198009090,"""version 7RS(19) of 07/07/92""",NYA,TOR,TOR01,1980/09/09,0,7:32PM,night,true,fordd901,koscg901,garcr901,denkd901,"""Jays/Yankees""","""Doug Burks""","""Doug Burks""",1996/10/15 8:53PM,unknown,none,65,unknown,15,unknown,unknown,unknown,176,22471,toddj101,perrg101,willm101,maybj101,,
TOR198009100,"""version 7RS(19) of 07/07/92""",NYA,TOR,TOR01,1980/09/10,0,7:38PM,night,true,koscg901,garcr901,denkd901,fordd901,"""NYA/TOR""","""David W. Smith""","""David W. Smith""",1996/07/26 3:45PM,park,none,66,tocf,18,unknown,unknown,unknown,181,23031,davir001,clanj001,gossr001,rodra101,,
TOR198009110,"""version 7RS(19) of 07/07/92""",BAL,TOR,TOR01,1980/09/11,0,7:33PM,night,true,garcr901,denkd901,fordd901,koscg901,"""Bal/Tor""","""Vincent""","""Vincent""",1995/05/11 9:03AM,park,none,73,unknown,15,unknown,unknown,night,165,14025,stons101,mirap001,,,,
TOR198009120,"""version 7RS(19) of 07/07/92""",BAL,TOR,TOR01,1980/09/12,0,7:36PM,night,true,denkd901,fordd901,koscg901,garcr901,"""Bal/Tor""","""Vincent""","""Vincent""",1995/05/11 12:00PM,park,none,58,unknown,6,unknown,unknown,night,149,15632,mclaj001,flanm001,willm101,bailb001,,
TOR198009130,"""version 7RS(19) of 07/07/92""",BAL,TOR,TOR01,1980/09/13,0,2:58PM,day,true,fordd901,koscg901,garcr901,denkd901,"""Bal/Tor""","""Vincent""","""Vincent""",1995/05/11 2:52PM,park,none,59,unknown,11,unknown,unknown,unknown,152,18043,mcgrs001,stied001,stodt001,grahd101,,
TOR198009140,"""version 7RS(19) of 07/07/92""",BAL,TOR,TOR01,1980/09/14,0,1:32PM,day,true,koscg901,garcr901,denkd901,fordd901,"""Bal/Tor""","""Vincent""","""Vincent""",1995/05/11 3:16PM,park,none,68,unknown,12,unknown,unknown,unknown,226,19117,barlm101,martd001,,bailb001,,
TOR198009260,"""version 7RS(19) of 07/07/92""",BOS,TOR,TOR01,1980/09/26,0,7:32PM,night,true,mccol901,clara901,merrd901,phild901,"""Red Sox/Toronto""","""Greg Beston""","""Greg Beston""",1996/04/06 1:33PM,unknown,none,46,unknown,21,unknown,unknown,night,111,15187,ecked001,stied001,,ricej001,,
TOR198009270,"""version 7RS(19) of 07/07/92""",BOS,TOR,TOR01,1980/09/27,0,1:33PM,day,true,clara901,merrd901,phild901,mccol901,"""Red Sox/Toronto""","""Greg Beston""","""Greg Beston""",1996/04/06 2:41PM,unknown,none,50,unknown,12,unknown,unknown,unknown,123,21533,stanb001,clanj001,burgt001,burlr001,,
TOR198009280,"""version 7RS(19) of 07/07/92""",BOS,TOR,TOR01,1980/09/28,0,1:33PM,day,true,merrd901,phild901,mccol901,clara901,"""Red Sox/Toronto""","""Greg Beston""","""Greg Beston""",1996/04/06 3:20PM,unknown,none,55,unknown,12,unknown,unknown,unknown,144,32042,craws001,mclaj001,,walkc001,,
TOR198009290,"""version 7RS(19) of 07/07/92""",DET,TOR,TOR01,1980/09/29,0,7:33PM,night,true,phild901,mccol901,clara901,merrd901,,,"""R. Elliott""",1996/03/15 9:50PM,unknown,none,60,unknown,9,unknown,unknown,unknown,168,12051,weavr101,mirap001,lopea001,wockj001,,
TOR198009300,"""version 7RS(19) of 07/07/92""",DET,TOR,TOR01,1980/09/30,0,7:33PM,night,true,mccol901,clara901,merrd901,phild901,,,"""R. Elliott""",1996/03/15 10:10PM,unknown,none,82,unknown,6,unknown,unknown,unknown,135,12119,schad001,toddj101,,summc001,,
TOR198010010,"""version 7RS(19) of 07/07/92""",DET,TOR,TOR01,1980/10/01,0,7:40PM,night,true,clara901,merrd901,phild901,mccol901,,,"""R. Elliott""",1996/03/15 10:39PM,unknown,none,83,unknown,9,unknown,unknown,unknown,175,12426,fidrm101,stied001,undep101,broot001,,
OAK198004100,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1980/04/10,0,7:30PM,night,true,denkd901,mccol901,fordd901,koscg901,"""Oakland/Twins""","""Bill Disney""","""Bill Disney""",1995/10/17 10:25PM,park,none,59,unknown,-1,unknown,unknown,night,194,24415,corbd001,mccas001,,smalr001,,
OAK198004110,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1980/04/11,0,7:30PM,night,true,mccol901,fordd901,koscg901,denkd901,"""Oakland/Twins""","""Bill Disney""","""Bill Disney""",1995/10/18 6:55AM,park,none,65,unknown,-1,unknown,unknown,night,125,5729,keoum001,redfp101,,hendr001,,
OAK198004120,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1980/04/12,0,1:30PM,day,true,fordd901,koscg901,denkd901,mccol901,"""Oakland/Twins""","""Bill Disney""","""Bill Disney""",1995/10/18 7:16AM,park,none,72,unknown,-1,unknown,unknown,sunny,141,5783,zahng001,kingb101,,adamg101,,
OAK198004130,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1980/04/13,0,1:30PM,day,true,koscg901,denkd901,mccol901,fordd901,"""Oakland/Twins""","""Bill Disney""","""Bill Disney""",1995/10/18 7:37AM,park,none,70,unknown,-1,unknown,unknown,sunny,147,6300,norrm101,ericr101,,grosw001,,
OAK198004140,"""version 7RS(19) of 07/07/92""",SEA,OAK,OAK01,1980/04/14,0,7:30PM,night,true,denkd901,mccol901,fordd901,koscg901,"""Oakland/Seattle""","""Bill Disney""","""Bill Disney""",1995/10/18 7:59AM,park,none,60,unknown,-1,unknown,unknown,night,145,5260,abbog001,mccas001,,meyed001,,
OAK198004150,"""version 7RS(19) of 07/07/92""",SEA,OAK,OAK01,1980/04/15,0,7:30PM,night,true,mccol901,fordd901,koscg901,denkd901,"""Oakland/Seattle""","""Bill Disney""","""Bill Disney""",1995/10/18 8:35AM,park,none,0,unknown,-1,unknown,unknown,night,152,2140,mccas001,parrm101,,piccr001,,
OAK198004160,"""version 7RS(19) of 07/07/92""",SEA,OAK,OAK01,1980/04/16,0,1:30PM,day,true,fordd901,koscg901,denkd901,mccol901,"""Oakland/Seattle""","""Bill Disney""","""Bill Disney""",1995/10/18 9:34AM,park,none,0,unknown,-1,unknown,unknown,unknown,153,2418,keoum001,beatj001,,piccr001,,
OAK198004180,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1980/04/18,0,7:30PM,night,true,clara901,pales901,phild901,dimul901,"""Angels/Oakland""","""Bill Disney""","""Bill Disney""",1995/04/24 6:30AM,park,none,57,unknown,-1,unknown,unknown,night,158,6570,kingb101,kisob001,,pagem001,,
OAK198004190,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1980/04/19,0,1:30PM,day,true,pales901,phild901,dimul901,clara901,"""Angels/Oakland""","""Bill Disney""","""Bill Disney""",1995/04/24 10:00AM,park,none,64,unknown,-1,dry,none,sunny,146,5239,norrm101,aased001,jonej001,reved101,,
OAK198004201,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1980/04/20,1,2:25PM,day,true,phild901,dimul901,clara901,pales901,"""Angels/Oakland""","""Bill Disney""","""Bill Disney""",1995/04/25 3:26PM,park,none,54,unknown,-1,wet,rain,unknown,168,0,keoum001,knapc101,,reved101,,
OAK198004202,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1980/04/20,2,5:43PM,night,true,dimul901,clara901,pales901,phild901,"""Angels/Oakland""","""Bill Disney""","""Bill Disney""",1995/04/29 9:48AM,park,none,0,unknown,-1,unknown,unknown,night,157,9014,mccas001,tanaf001,,hendr001,,
OAK198005020,"""version 7RS(19) of 07/07/92""",DET,OAK,OAK01,1980/05/02,0,7:30PM,night,true,merrd901,sprim901,brinj901,bremn901,"""Oakland""","""Bill Disney""","""Bill Disney""",1995/09/14 9:18AM,park,none,63,unknown,-1,unknown,unknown,night,203,8636,mccas001,rozed001,,grosw001,,
OAK198005030,"""version 7RS(19) of 07/07/92""",DET,OAK,OAK01,1980/05/03,0,1:30PM,day,true,sprim901,brinj901,bremn901,merrd901,"""Oakland""","""Bill Disney""","""Bill Disney""",1995/09/14 1:10PM,park,none,65,unknown,-1,unknown,unknown,unknown,158,7062,kingb101,morrj001,jonej001,pagem001,,
OAK198005041,"""version 7RS(19) of 07/07/92""",DET,OAK,OAK01,1980/05/04,1,12:30PM,day,true,brinj901,bremn901,merrd901,sprim901,"""Oakland""","""Bill Disney""","""Bill Disney""",1995/09/14 1:36PM,park,none,60,unknown,-1,unknown,unknown,sunny,140,0,wilcm001,langr001,,whitl001,,
OAK198005042,"""version 7RS(19) of 07/07/92""",DET,OAK,OAK01,1980/05/04,2,3:28PM,day,true,bremn901,merrd901,sprim901,brinj901,"""Oakland""","""Bill Disney""","""Bill Disney""",1995/09/15 7:10AM,park,none,0,unknown,-1,unknown,unknown,unknown,128,18217,norrm101,schad001,,newmj001,,
OAK198005050,"""version 7RS(19) of 07/07/92""",CLE,OAK,OAK01,1980/05/05,0,7:30PM,night,true,merrd901,sprim901,brinj901,bremn901,"""Oakland/Cleve""","""Bill Disney""","""Bill Disney""",1995/09/15 7:39AM,park,none,62,unknown,-1,unknown,unknown,night,165,12605,keoum001,dennj001,,murpd002,,
