game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,away_pitcher,wp,lp,winner
ANA201204060,ANA,KCA,0,0,,N,weavj003,crowa001,ANA
ANA201204070,ANA,KCA,0,2,,D,hochl001,hared001,KCA
ANA201204080,ANA,KCA,1,3,,D,sancj002,sante001,KCA
ANA201204160,ANA,OAK,3,0,,N,weavj003,mccab001,ANA
ANA201204170,ANA,OAK,0,0,,N,fuenb001,jepsk001,OAK
ANA201204180,ANA,OAK,0,3,,N,colob001,sante001,OAK
ANA201204190,ANA,OAK,0,0,,N,milot001,wilsc004,OAK
ANA201204200,ANA,BAL,2,0,,N,willj003,matub001,ANA
ANA201204210,ANA,BAL,0,0,,N,weavj003,arrij001,ANA
ANA201204220,ANA,BAL,0,0,,D,strop001,hawkl001,BAL
ANA201204300,ANA,MIN,1,0,,N,wilsc004,blacn001,ANA
ANA201205010,ANA,MIN,0,0,,N,willj003,lirif001,ANA
ANA201205020,ANA,MIN,1,0,,N,weavj003,hendl001,ANA
ANA201205030,ANA,TOR,0,0,,N,morrb001,hared001,TOR
ANA201205040,ANA,TOR,0,0,,N,alvah001,sante001,TOR
ANA201205050,ANA,TOR,0,0,,N,wilsc004,drabk001,ANA
ANA201205060,ANA,TOR,0,0,,D,willj003,hutcd001,ANA
ANA201205140,ANA,OAK,0,1,,N,rosst001,hared001,OAK
ANA201205150,ANA,OAK,0,0,,D,sante001,colob001,ANA
ANA201205160,ANA,CHA,0,0,,N,willj003,floyg001,ANA
ANA201205170,ANA,CHA,0,0,,D,salec001,wilsc004,CHA
ANA201205280,ANA,NYA,4,3,,N,waldj001,wadec001,ANA
ANA201205290,ANA,NYA,0,0,,N,hared001,petta001,ANA
ANA201205300,ANA,NYA,1,0,,N,novai001,takah001,NYA
ANA201206010,ANA,TEX,0,1,,N,willj003,lewic001,ANA
ANA201206020,ANA,TEX,0,0,,N,cassb001,darvy001,ANA
ANA201206030,ANA,TEX,0,0,,D,harrm001,hared001,TEX
ANA201206040,ANA,SEA,1,1,,N,vargj001,sante001,SEA
ANA201206050,ANA,SEA,0,0,,N,richg002,beavb001,ANA
ANA201206060,ANA,SEA,0,0,,N,kells001,willj003,SEA
ANA201206150,ANA,ARI,0,1,,N,cahit001,hared001,ARI
ANA201206160,ANA,ARI,2,0,,N,sante001,saunj001,ANA
ANA201206170,ANA,ARI,0,0,,D,richg002,kenni001,ANA
ANA201206180,ANA,SFN,1,0,,N,cainm001,willj003,SFN
ANA201206190,ANA,SFN,4,0,,N,wilsc004,zitob001,ANA
ANA201206200,ANA,SFN,0,0,,N,weavj003,voger001,ANA
ANA201206220,ANA,LAN,0,3,,N,hared001,billc001,ANA
ANA201206230,ANA,LAN,0,2,,D,capuc001,sante001,LAN
ANA201206240,ANA,LAN,0,1,,D,downs001,lindj004,ANA
ANA201207050,ANA,BAL,1,1,,N,hawkl001,ayall001,ANA
ANA201207060,ANA,BAL,0,0,,N,gonzm003,wilsc004,BAL
ANA201207070,ANA,BAL,0,0,,N,weavj003,hammj002,ANA
ANA201207080,ANA,BAL,0,0,,D,millb001,chenw001,ANA
ANA201207200,ANA,TEX,1,1,,N,weavj003,holld003,ANA
ANA201207210,ANA,TEX,0,1,,D,darvy001,sante001,TEX
ANA201207220,ANA,TEX,1,0,,N,hared001,harrm001,ANA
ANA201207230,ANA,KCA,0,0,,N,jepsk001,hollg001,ANA
ANA201207240,ANA,KCA,1,2,,N,smitw002,richg002,KCA
ANA201207250,ANA,KCA,3,0,,D,weavj003,hochl001,ANA
ANA201207270,ANA,TBA,0,0,,N,hared001,cobba001,ANA
ANA201207280,ANA,TBA,0,1,,N,moorm003,wilsc004,TBA
ANA201207290,ANA,TBA,0,0,,D,hellj001,greiz001,TBA
ANA201208100,ANA,SEA,0,0,,N,friee001,kinnj001,ANA
ANA201208110,ANA,SEA,0,0,,N,iwakh001,hared001,SEA
ANA201208120,ANA,SEA,0,0,,D,vargj001,weavj003,SEA
ANA201208130,ANA,CLE,0,0,,N,mastj001,wilsc004,CLE
