game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save
CHN201204050,WAS,CHN,CHI11,2012/04/05,0,1:25PM,day,false,demud901,danlk901,eddid901,nauep901,park,pitches,frisd701,51,fromcf,18,unknown,unknown,cloudy,155,41176,clipt001,marmc001,lidgb001
CHN201204070,WAS,CHN,CHI11,2012/04/07,0,12:07PM,day,false,danlk901,eddid901,nauep901,demud901,park,pitches,frisd701,60,rtol,7,unknown,unknown,sunny,202,40102,mattr001,woodk002,rodrh002
CHN201204080,WAS,CHN,CHI11,2012/04/08,0,1:20PM,day,false,eddid901,nauep901,demud901,danlk901,park,pitches,speaa701,60,ltor,16,unknown,unknown,sunny,142,31973,samaj001,zimmj003,marmc001
CHN201204090,MIL,CHN,CHI11,2012/04/09,0,6:10PM,night,false,johna901,cedeg901,barkl901,culbf901,park,pitches,roseb701,57,ltor,14,unknown,unknown,cloudy,202,38136,marcs001,camps002,axfoj001
CHN201204100,MIL,CHN,CHI11,2012/04/10,0,7:05PM,night,false,cedeg901,barkl901,culbf901,johna901,park,pitches,frisd701,40,fromcf,9,unknown,unknown,cloudy,199,37265,narvc001,mahop002,rodrf003
CHN201204110,MIL,CHN,CHI11,2012/04/11,0,1:22PM,day,false,barkl901,culbf901,johna901,cedeg901,park,pitches,frisd701,44,fromcf,6,unknown,unknown,sunny,179,34044,gally001,dempr002,axfoj001
CHN201204120,MIL,CHN,CHI11,2012/04/12,0,1:23PM,day,false,culbf901,johna901,cedeg901,barkl901,park,pitches,frisd701,57,rtol,7,unknown,unknown,sunny,167,36311,garzm001,greiz001,
CHN201204200,CIN,CHN,CHI11,2012/04/20,0,1:21PM,day,false,barrl901,barrs901,darlg901,mealj901,park,pitches,frisd701,42,fromlf,17,unknown,unknown,unknown,172,37782,bailh001,volsc001,
CHN201204210,CIN,CHN,CHI11,2012/04/21,0,12:05PM,day,false,barrs901,darlg901,mealj901,barrl901,park,pitches,frisd701,43,fromcf,12,unknown,unknown,cloudy,160,38405,mahop002,leakm001,
CHN201204220,CIN,CHN,CHI11,2012/04/22,0,1:20PM,day,false,darlg901,mealj901,barrl901,barrs901,park,pitches,frisd701,45,fromlf,14,unknown,unknown,unknown,192,35801,cuetj001,loper001,marss002
CHN201204230,SLN,CHN,CHI11,2012/04/23,0,7:10PM,night,false,tscht901,conrc901,nelsj901,welkb901,park,pitches,roseb701,44,fromcf,3,unknown,unknown,sunny,174,37794,dolir001,mottj001,
CHN201204240,SLN,CHN,CHI11,2012/04/24,0,7:08PM,night,false,conrc901,nelsj901,welkb901,tscht901,park,pitches,roseb701,57,rtol,5,unknown,unknown,cloudy,201,38894,russj003,salaf001,
CHN201204250,SLN,CHN,CHI11,2012/04/25,0,1:40PM,day,false,nelsj901,welkb901,tscht901,conrc901,park,pitches,frisd701,53,tolf,5,unknown,unknown,overcast,154,34894,lynnl001,volsc001,
CHN201205040,LAN,CHN,CHI11,2012/05/04,0,1:20PM,day,false,fostm901,timmt901,kellj901,coope901,park,pitches,frisd701,52,fromlf,9,unknown,unknown,unknown,197,37332,mahop002,billc001,dolir001
CHN201205050,LAN,CHN,CHI11,2012/05/05,0,12:06PM,day,false,timmt901,kellj901,coope901,fostm901,park,pitches,frisd701,49,fromcf,5,unknown,unknown,unknown,171,39874,capuc001,volsc001,
CHN201205060,LAN,CHN,CHI11,2012/05/06,0,4:01PM,day,false,kellj901,coope901,fostm901,timmt901,park,pitches,frisd701,57,fromrf,10,unknown,unknown,unknown,220,38125,dolir001,wrigj001,
CHN201205070,ATL,CHN,CHI11,2012/05/07,0,7:08PM,night,false,conrc901,belld901,laynj901,davib902,park,pitches,roseb701,56,fromrf,1,unknown,unknown,overcast,165,36307,samaj001,hanst001,
CHN201205080,ATL,CHN,CHI11,2012/05/08,0,7:05PM,night,false,belld901,laynj901,davib902,conrc901,park,pitches,frisd701,66,ltor,7,unknown,unknown,cloudy,167,38523,medlk001,woodk002,kimbc001
CHN201205090,ATL,CHN,CHI11,2012/05/09,0,1:21PM,day,false,laynj901,davib902,conrc901,belld901,park,pitches,frisd701,52,rtol,4,unknown,unknown,cloudy,125,31904,mahop002,hudst001,dolir001
CHN201205160,PHI,CHN,CHI11,2012/05/16,0,7:10PM,night,false,carav901,davig901,cuzzp901,gibsg901,park,pitches,roseb701,58,fromcf,6,unknown,unknown,cloudy,191,38678,contj002,camps002,
CHN201205170,PHI,CHN,CHI11,2012/05/17,0,7:07PM,night,false,davig901,cuzzp901,gibsg901,carav901,park,pitches,roseb701,63,fromrf,1,unknown,unknown,cloudy,186,37986,hallr001,volsc001,papej001
CHN201205180,CHA,CHN,CHI11,2012/05/18,0,1:24PM,day,false,timmt901,kellj901,coope901,fostm901,park,pitches,frisd701,76,rtol,7,unknown,unknown,sunny,154,34937,thorm001,samaj001,reeda001
CHN201205190,CHA,CHN,CHI11,2012/05/19,0,6:18PM,night,false,kellj901,coope901,fostm901,timmt901,park,pitches,frisd701,81,rtol,11,unknown,unknown,cloudy,171,40228,dankj001,dempr002,
CHN201205200,CHA,CHN,CHI11,2012/05/20,0,1:21PM,day,false,coope901,fostm901,timmt901,kellj901,park,pitches,frisd701,91,rtol,12,unknown,unknown,cloudy,177,38374,peavj001,mahop002,
CHN201205280,SDN,CHN,CHI11,2012/05/28,0,1:25PM,day,false,drakr901,westj901,holbs901,fleta901,park,pitches,speaa701,90,tocf,24,unknown,unknown,cloudy,184,38452,wellr001,hinsa001,
CHN201205290,SDN,CHN,CHI11,2012/05/29,0,1:21PM,day,false,westj901,holbs901,fleta901,drakr901,park,pitches,frisd701,80,tocf,18,unknown,unknown,cloudy,168,35219,samaj001,stule002,russj003
CHN201205300,SDN,CHN,CHI11,2012/05/30,0,1:20PM,day,false,holbs901,fleta901,drakr901,westj901,park,pitches,frisd701,59,fromcf,12,unknown,unknown,cloudy,210,38516,russj003,thayd001,
CHN201206120,DET,CHN,CHI11,2012/06/12,0,7:05PM,night,false,ticht901,vanol901,randt901,gormb901,park,pitches,frisd701,65,fromcf,6,unknown,unknown,sunny,195,41164,marmc001,cokep001,camps002
CHN201206130,DET,CHN,CHI11,2012/06/13,0,7:11PM,night,false,vanol901,randt901,gormb901,ticht901,park,pitches,roseb701,64,fromrf,12,unknown,unknown,unknown,177,41326,porcr001,garzm001,
CHN201206140,DET,CHN,CHI11,2012/06/14,0,1:23PM,day,false,randt901,gormb901,ticht901,vanol901,park,pitches,frisd701,79,rtol,11,unknown,unknown,cloudy,160,42292,verlj001,woodt004,valvj001
CHN201206150,BOS,CHN,CHI11,2012/06/15,0,1:22PM,day,false,fairc901,marqa901,onorb901,hallt901,park,pitches,roseb701,87,fromrf,8,unknown,unknown,cloudy,161,40073,dempr002,matsd001,marmc001
CHN201206160,BOS,CHN,CHI11,2012/06/16,0,6:17PM,night,false,marqa901,onorb901,hallt901,fairc901,park,pitches,roseb701,90,ltor,14,unknown,unknown,cloudy,186,40766,lestj001,samaj001,aceva001
CHN201206170,BOS,CHN,CHI11,2012/06/17,0,7:07PM,night,false,onorb901,hallt901,fairc901,marqa901,park,pitches,speaa701,84,unknown,7,unknown,unknown,cloudy,197,38531,albem001,camps002,
CHN201206250,NYN,CHN,CHI11,2012/06/25,0,7:06PM,night,false,davig901,cuzzp901,gonzm901,gibsg901,park,pitches,frisd701,66,fromcf,15,unknown,unknown,sunny,161,34092,woodt004,santj003,
CHN201206260,NYN,CHN,CHI11,2012/06/26,0,7:05PM,night,false,cuzzp901,gonzm901,gibsg901,davig901,park,pitches,roseb701,74,fromrf,11,unknown,unknown,sunny,197,34064,mains001,gee-d001,marmc001
CHN201206270,NYN,CHN,CHI11,2012/06/27,0,1:21PM,day,false,gonzm901,gibsg901,davig901,cuzzp901,park,pitches,frisd701,87,tocf,7,unknown,unknown,sunny,167,35837,niesj001,samaj001,
CHN201206290,HOU,CHN,CHI11,2012/06/29,0,2:15PM,day,false,welkt901,diazl901,everm901,schrp901,park,pitches,frisd701,75,rtol,8,unknown,unknown,unknown,141,32891,mahop002,norrb001,marmc001
CHN201206300,HOU,CHN,CHI11,2012/06/30,0,3:05PM,day,false,diazl901,everm901,schrp901,welkt901,park,pitches,frisd701,93,rtol,4,unknown,unknown,cloudy,185,37906,garzm001,happj001,marmc001
CHN201207010,HOU,CHN,CHI11,2012/07/01,0,2:16PM,day,false,everm901,schrp901,welkt901,diazl901,park,pitches,speaa701,79,torf,4,unknown,unknown,cloudy,143,37389,woodt004,rodrw002,marmc001
CHN201207130,ARI,CHN,CHI11,2012/07/13,0,5:00PM,day,false,barrt901,hudsm901,rungb901,mcclt901,park,pitches,frisd701,81,fromcf,7,unknown,unknown,unknown,157,36878,mahop002,kenni001,
CHN201207140,ARI,CHN,CHI11,2012/07/14,0,12:05PM,day,false,hudsm901,rungb901,mcclt901,barrt901,park,pitches,speaa701,83,fromrf,7,unknown,unknown,sunny,158,38068,dempr002,saunj001,marmc001
CHN201207150,ARI,CHN,CHI11,2012/07/15,0,1:23PM,day,false,rungb901,mcclt901,barrt901,hudsm901,park,pitches,speaa701,84,rtol,9,unknown,unknown,cloudy,165,36659,garzm001,cahit001,marmc001
