game_id,inputprogvers,visteam,hometeam,site,date,number,gametype,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,innings
ASW193608230,"""version 7RS(19) of 07/07/92""",ASE,ASW,CHI10,1936/08/23,0,allstar,0:00PM,day,false,younr901,donab901,harrm103,craij901,"""Pittsburgh Courier""","""Tom Thress""","""Tom Thress""",2020/09/20 10:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,26400,matll101,cornw101,,,
CAG193605311,"""version 7RS(19) of 07/07/92""",KCM,CAG,CHI09,1936/05/31,1,exhibition,0:00PM,day,false,younr901,bluev901,,,,"""Tom Thress""","""Tom Thress""",2025/02/24 12:26AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,5385,coopa101,cornw101,,,
CAG193605312,"""version 7RS(19) of 07/07/92""",KCM,CAG,CHI09,1936/05/31,2,exhibition,0:00PM,day,false,bluev901,younr901,,,,"""Tom Thress""","""Tom Thress""",2025/02/24 1:17AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,5385,kranf101,trent101,,,7
CAG193606141,"""version 7RS(19) of 07/07/92""",CI1,CAG,CHI09,1936/06/14,1,exhibition,0:00PM,day,false,bluev901,younr901,,,,"""Tom Thress""","""Tom Thress""",2025/02/16 7:44AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,cornw101,housj103,,,
CAG193606142,"""version 7RS(19) of 07/07/92""",CI1,CAG,CHI09,1936/06/14,2,exhibition,0:00PM,day,false,younr901,bluev901,,,,"""Tom Thress""","""Tom Thress""",2025/02/16 8:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,trent101,mossp101,,,7
CAG193606150,"""version 7RS(19) of 07/07/92""",CI1,CAG,CHI09,1936/06/15,0,exhibition,0:00PM,night,false,younr901,bluev901,,,,"""Tom Thress""","""Tom Thress""",2025/02/24 7:31AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,ivork101,harrv104,,,
CI1193606210,"""version 7RS(19) of 07/07/92""",HOM,CI1,CIN07,1936/06/21,0,exhibition,0:00PM,day,false,reedp901,wardh901,,,,"""Tom Thress""","""Tom Thress""",2025/02/19 8:12AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,dulal101,mossp101,,,
CI1193609110,"""version 7RS(19) of 07/07/92""",CAG,CI1,RCI01,1936/09/11,0,exhibition,0:00PM,day,false,norru901,holtu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/24 9:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,109,0,,,,,
HOM193604131,"""version 7RS(19) of 07/07/92""",WEG,HOM,ATL04,1936/04/13,1,exhibition,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/13 12:09AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1500,browr103,howar101,,,
HOM193604190,"""version 7RS(19) of 07/07/92""",NW2,HOM,ATL04,1936/04/19,0,exhibition,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/13 12:32AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1600,day-l101,browr103,evanb105,,
HOM193604200,"""version 7RS(19) of 07/07/92""",NW2,HOM,ATL04,1936/04/20,0,exhibition,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/13 1:17AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,bevec101,welmr101,mcdut101,,
HOM193605301,"""version 7RS(19) of 07/07/92""",NW2,HOM,PIT06,1936/05/30,1,regular,0:00PM,day,false,harrm103,washu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/20 11:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,parkt101,mcdut101,,,
HOM193606070,"""version 7RS(19) of 07/07/92""",PH5,HOM,CLE06,1936/06/07,0,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/17 7:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,6000,browr103,huntb106,,,
HOM193606080,"""version 7RS(19) of 07/07/92""",PH5,HOM,AKR01,1936/06/08,0,regular,0:00PM,night,false,garmu901,lobau901,,,,"""Tom Thress""","""Tom Thress""",2025/02/19 7:38AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,180,3000,parkt101,mcdow101,waita101,,
HOM193607051,"""version 7RS(19) of 07/07/92""",PTC,HOM,CLE06,1936/07/05,1,regular,0:00PM,day,false,craij901,washu901,hayeg901,willl902,,"""Tom Thress""","""Tom Thress""",2025/02/14 5:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,10000,browr103,harvb101,,,
HOM193607052,"""version 7RS(19) of 07/07/92""",PTC,HOM,CLE06,1936/07/05,2,regular,0:00PM,day,false,craij901,washu901,hayeg901,willl902,,"""Tom Thress""","""Tom Thress""",2025/02/14 5:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,10000,paigs101,welmr101,,,7
HOM193607100,"""version 7RS(19) of 07/07/92""",NY6,HOM,ALT02,1936/07/10,0,exhibition,0:00PM,night,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 10:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,gisew101,holml101,,,
HOM193607110,"""version 7RS(19) of 07/07/92""",NY6,HOM,PIT09,1936/07/11,0,regular,0:00PM,day,false,craij901,washu901,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 11:13PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,browr103,stann101,,,
HOM193608070,"""version 7RS(19) of 07/07/92""",PH5,HOM,MID03,1936/08/07,0,regular,0:00PM,night,false,fiela901,coopu901,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 8:04AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1100,thoms105,gisew101,,,
HOM193608180,"""version 7RS(19) of 07/07/92""",PH5,HOM,CAN03,1936/08/18,0,regular,0:00PM,night,false,turnu901,babcu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/10 12:37AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,0,gisew101,ellir105,welmr101,,
HOM193608240,"""version 7RS(19) of 07/07/92""",KCM,HOM,SBD01,1936/08/24,0,exhibition,0:00PM,night,false,derou901,newmu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/05 1:25AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3500,wilsl102,parkt101,kranf101,,
HOM193608310,"""version 7RS(19) of 07/07/92""",PH5,HOM,AKR01,1936/08/31,0,regular,0:00PM,night,false,lobau901,garmu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/20 11:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,0,welmr101,mcdow101,waita101,,
KCM193605240,"""version 7RS(19) of 07/07/92""",CAG,KCM,KAN05,1936/05/24,0,exhibition,0:00PM,day,false,mcdou901,stumu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/21 1:07AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2000,kranf101,cornw101,,,
KCM193608301,"""version 7RS(19) of 07/07/92""",CAG,KCM,KAN05,1936/08/30,1,exhibition,0:00PM,day,false,mcdou901,wheeu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/11 5:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3000,morrb104,cornw101,,,
KCM193608302,"""version 7RS(19) of 07/07/92""",CAG,KCM,KAN05,1936/08/30,2,exhibition,0:00PM,day,false,wheeu901,mcdou901,,,,"""Tom Thress""","""Tom Thress""",2025/04/11 5:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3000,coopa101,crosn101,,,7
KCM193608310,"""version 7RS(19) of 07/07/92""",CAG,KCM,KAN05,1936/08/31,0,exhibition,0:00PM,night,false,stumu901,wheeu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/21 12:41AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2000,rogab101,thomw103,websd101,,
KCM193609200,"""version 7RS(19) of 07/07/92""",NNS,KCM,KAN05,1936/09/20,0,exhibition,0:00PM,day,false,wheeu901,mcdou901,,,,"""Alan Cohen""","""Tom Thress""",2025/04/24 5:36AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3000,morrb104,grifb102,,,
MLS193610020,"""version 7RS(19) of 07/07/92""",NNS,MLS,DES01,1936/10/02,0,exhibition,0:00PM,night,false,willl902,haydu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/03 6:36AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,3500,matll101,weavj101,,,
MLS193610041,"""version 7RS(19) of 07/07/92""",NNS,MLS,DEN03,1936/10/04,1,exhibition,0:00PM,day,false,darnu901,bridu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/03 7:53AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,0,paigs101,winfj101,,,
MLS193610070,"""version 7RS(19) of 07/07/92""",NNS,MLS,DES01,1936/10/07,0,exhibition,0:00PM,night,false,willl902,naylu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/03 6:51AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,5000,porta103,rybam101,grifb102,,
NNS193610010,"""version 7RS(19) of 07/07/92""",MLS,NNS,DAV01,1936/10/01,0,exhibition,0:00PM,night,false,brosu901,caldu901,(none),charu901,,"""Tom Thress""","""Tom Thress""",2025/02/03 6:29AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,2945,winfj101,porta103,,,
NNS193610042,"""version 7RS(19) of 07/07/92""",MLS,NNS,DEN03,1936/10/04,2,exhibition,0:00PM,day,false,bridu901,darnu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/14 2:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,83,0,grifb102,weavj101,matll101,,7
NW2193605090,"""version 7RS(19) of 07/07/92""",WEG,NW2,NWK04,1936/05/09,0,regular,0:00PM,day,false,harrm103,gholb901,,,,"""Tom Thress""","""Tom Thress""",2025/03/18 11:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,porta103,day-l101,grifb102,,
NW2193605102,"""version 7RS(19) of 07/07/92""",WEG,NW2,NWK04,1936/05/10,2,regular,0:00PM,day,false,harrm103,gholb901,,,,"""Tom Thress""","""Tom Thress""",2025/03/18 11:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3500,bellw101,grifb102,,,7
NW2193605250,"""version 7RS(19) of 07/07/92""",HOM,NW2,NWK04,1936/05/25,0,regular,0:00PM,night,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/03/24 12:39AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,day-l101,dulal101,,,
NW2193606211,"""version 7RS(19) of 07/07/92""",PTC,NW2,NWK04,1936/06/21,1,regular,0:00PM,day,false,turnu901,gholb901,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 7:23AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,3500,mcdut101,paigs101,,,
NW2193606212,"""version 7RS(19) of 07/07/92""",PTC,NW2,NWK04,1936/06/21,2,regular,0:00PM,day,false,turnu901,gholb901,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 7:42AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,3500,matll101,day-l101,,,7
NW2193607042,"""version 7RS(19) of 07/07/92""",WEG,NW2,NWK04,1936/07/04,2,regular,0:00PM,day,false,turnu901,gholb901,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 6:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,evanb105,porta103,,,
NW2193607052,"""version 7RS(19) of 07/07/92""",PH5,NW2,NWK04,1936/07/05,2,regular,0:00PM,day,false,turnu901,gholb901,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 8:52AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,0,bellw101,huntb106,day-l101,,7
NW2193607070,"""version 7RS(19) of 07/07/92""",PH6,NW2,NWK04,1936/07/07,0,exhibition,0:00PM,night,false,turnu901,gholb901,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 7:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,0,evanb105,reynj102,,,
NW2193607121,"""version 7RS(19) of 07/07/92""",NY5,NW2,NWK04,1936/07/12,1,regular,0:00PM,day,false,harrm103,turnu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/01 11:57PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,browb107,mcdut101,,,
NW2193607122,"""version 7RS(19) of 07/07/92""",NY5,NW2,NWK04,1936/07/12,2,regular,0:00PM,day,false,harrm103,turnu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/02 12:02AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,evanb105,colls102,,,7
NW2193607191,"""version 7RS(19) of 07/07/92""",HOM,NW2,NWK04,1936/07/19,1,regular,0:00PM,day,false,turnu901,gholb901,,,,"""Tom Thress""","""Tom Thress""",2025/04/03 11:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3000,bellw101,browr103,,,
NW2193607192,"""version 7RS(19) of 07/07/92""",HOM,NW2,NWK04,1936/07/19,2,regular,0:00PM,day,false,turnu901,gholb901,,,,"""Tom Thress""","""Tom Thress""",2025/04/03 11:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3000,waita101,mcdut101,welmr101,,7
NW2193608092,"""version 7RS(19) of 07/07/92""",PH5,NW2,NWK04,1936/08/09,2,regular,0:00PM,day,false,turnu901,gholb901,,,,"""Tom Thress""","""Tom Thress""",2025/03/18 7:33AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,80,0,mcdut101,bevec101,,,7
NW2193608110,"""version 7RS(19) of 07/07/92""",PH5,NW2,NWK04,1936/08/11,0,regular,0:00PM,night,false,turnu901,gholb901,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 6:48AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,day-l101,jones107,,,
NW2193608161,"""version 7RS(19) of 07/07/92""",PH5,NW2,NYC16,1936/08/16,1,regular,0:00PM,day,false,craij901,turnu901,devoj102,gholb901,,"""Tom Thress""","""Tom Thress""",2025/03/18 8:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,15000,mcdow101,evanb105,huntb106,,
NW2193608301,"""version 7RS(19) of 07/07/92""",NY6,NW2,NWK04,1936/08/30,1,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/04/11 5:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,evanb105,stann101,,,
NW2193608302,"""version 7RS(19) of 07/07/92""",NY6,NW2,NWK04,1936/08/30,2,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/04/11 5:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,day-l101,brewc102,,,
NY5193606150,"""version 7RS(19) of 07/07/92""",WEG,NY5,MID04,1936/06/15,0,exhibition,0:00PM,night,false,morru902,stevu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/24 7:07AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,byrdb101,browb107,porta103,,
NY5193606290,"""version 7RS(19) of 07/07/92""",PTC,NY5,MID04,1936/06/29,0,exhibition,0:00PM,night,false,malou902,morru902,,,,"""Tom Thress""","""Tom Thress""",2025/02/19 3:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,hollb106,harvb101,,,
NY5193607060,"""version 7RS(19) of 07/07/92""",WEG,NY5,MID04,1936/07/06,0,exhibition,0:00PM,night,false,malou902,morru902,,,,"""Tom Thress""","""Tom Thress""",2025/02/19 2:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,davir103,grifb102,,,
NY5193607193,"""version 7RS(19) of 07/07/92""",NW2,NY5,FRE01,1936/07/19,3,exhibition,0:00PM,night,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/03/19 12:24AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,bellw101,mcheh101,,,
NY5193607200,"""version 7RS(19) of 07/07/92""",PH5,NY5,MID04,1936/07/20,0,regular,0:00PM,night,false,moorw901,morru902,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 10:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,mcdow101,hollb106,,,
NY5193608170,"""version 7RS(19) of 07/07/92""",NW2,NY5,MID04,1936/08/17,0,exhibition,0:00PM,night,false,greeu902,morru902,,,,"""Tom Thress""","""Tom Thress""",2025/04/09 11:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,bellw101,mcheh101,,,
NY5193608240,"""version 7RS(19) of 07/07/92""",PH5,NY5,MID04,1936/08/24,0,exhibition,0:00PM,night,false,greeu902,hendu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/05 11:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,mcheh101,ellir105,,,
NY5193608260,"""version 7RS(19) of 07/07/92""",PH5,NY5,NYC23,1936/08/26,0,regular,0:00PM,day,false,devoj102,turnu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/06 1:42AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,,,,,
NY5193609202,"""version 7RS(19) of 07/07/92""",PTC,NY5,NYC14,1936/09/20,2,exhibition,0:00PM,day,false,harrm103,devoj102,gholb901,turnu901,,"""Alan Cohen""","""Tom Thress""",2025/04/24 6:03AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,20000,paigs101,hollb106,,,
NY6193605090,"""version 7RS(19) of 07/07/92""",PTC,NY6,PAT01,1936/05/09,0,regular,0:00PM,day,false,gansj101,taggu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/17 12:41AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2000,matll101,stann101,harvb101,,
NY6193605101,"""version 7RS(19) of 07/07/92""",PTC,NY6,NYC25,1936/05/10,1,regular,0:00PM,day,false,gansj101,taggu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/15 1:03AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,7500,paigs101,brewc102,,,
NY6193605102,"""version 7RS(19) of 07/07/92""",PTC,NY6,NYC25,1936/05/10,2,regular,0:00PM,day,false,gansj101,taggu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/15 1:36AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,7500,stres101,taylj108,,,
NY6193605160,"""version 7RS(19) of 07/07/92""",HOM,NY6,"PAT01,",1936/05/16,0,regular,0:00PM,day,false,harrm103,taggu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/21 12:26AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,1700,waita101,tianl102,gisew101,,
NY6193605241,"""version 7RS(19) of 07/07/92""",PH5,NY6,NYC25,1936/05/24,1,regular,0:00PM,day,false,crumj101,taggu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/22 11:57PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,5000,dihim101,ellir105,taylj108,,
NY6193605242,"""version 7RS(19) of 07/07/92""",PH5,NY6,NYC25,1936/05/24,2,regular,0:00PM,day,false,crumj101,taggu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/14 8:18AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,5000,mcdow101,brewc102,,,
NY6193605300,"""version 7RS(19) of 07/07/92""",WEG,NY6,PAT01,1936/05/30,0,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/23 1:57AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2500,willj117,taylj108,grifb102,,
NY6193606060,"""version 7RS(19) of 07/07/92""",NW2,NY6,PAT01,1936/06/06,0,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/17 7:16AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,dihim101,evanb105,,,
NY6193606071,"""version 7RS(19) of 07/07/92""",NW2,NY6,NYC25,1936/06/07,1,regular,0:00PM,day,false,craij901,taggu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/18 6:18AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,6000,brewc102,day-l101,,,
NY6193606200,"""version 7RS(19) of 07/07/92""",PH6,NY6,PAT01,1936/06/20,0,exhibition,0:00PM,day,false,browu901,,,,,"""Tom Thress""","""Tom Thress""",2025/02/20 6:42AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,dihim101,reynj102,,,
NY6193606211,"""version 7RS(19) of 07/07/92""",PH6,NY6,NYC25,1936/06/21,1,exhibition,0:00PM,day,false,taggu901,winsu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/19 8:34AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,80,0,brewc102,buchc101,,,
NY6193606270,"""version 7RS(19) of 07/07/92""",PTC,NY6,PAT01,1936/06/27,0,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/20 9:06AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,kinch101,brewc102,,,
NY6193607051,"""version 7RS(19) of 07/07/92""",NY5,NY6,NYC25,1936/07/05,1,exhibition,0:00PM,day,false,harrb901,taggu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/15 5:54AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,stann101,davir103,,,
NY6193607052,"""version 7RS(19) of 07/07/92""",NY5,NY6,NYC25,1936/07/05,2,exhibition,0:00PM,day,false,harrb901,taggu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/15 6:02AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,hollb106,brewc102,,,
NY6193607180,"""version 7RS(19) of 07/07/92""",NW2,NY6,PAT01,1936/07/18,0,regular,0:00PM,day,false,harrm103,devoj102,,,,"""Tom Thress""","""Tom Thress""",2025/03/25 11:02AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,0,day-l101,brewc102,,,
NY6193607191,"""version 7RS(19) of 07/07/92""",PH5,NY6,NYC25,1936/07/19,1,regular,0:00PM,day,false,harrb901,devoj102,,,,"""Tom Thress""","""Tom Thress""",2025/03/19 11:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,5000,stann101,yokel101,,,
NY6193607192,"""version 7RS(19) of 07/07/92""",PH5,NY6,NYC25,1936/07/19,2,regular,0:00PM,day,false,harrb901,devoj102,,,,"""Tom Thress""","""Tom Thress""",2025/03/19 11:18PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,5000,taylj108,thoms105,,,7
NY6193607250,"""version 7RS(19) of 07/07/92""",BRG,NY6,PAT01,1936/07/25,0,exhibition,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 11:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1400,salal101,staro101,,,
NY6193607261,"""version 7RS(19) of 07/07/92""",PH5,NY6,NYC25,1936/07/26,1,regular,0:00PM,day,false,turnu901,devoj102,,,,"""Tom Thress""","""Tom Thress""",2025/03/26 12:53AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,huntb106,taylj108,,,
NY6193608010,"""version 7RS(19) of 07/07/92""",HOM,NY6,PAT01,1936/08/01,0,regular,0:00PM,day,false,turnu901,devoj102,,,,"""Tom Thress""","""Tom Thress""",2025/03/27 1:11AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,0,dihim101,welmr101,,,
NY6193608080,"""version 7RS(19) of 07/07/92""",PTC,NY6,PAT01,1936/08/08,0,regular,0:00PM,day,false,craij901,devoj102,,,,"""Tom Thress""","""Tom Thress""",2025/04/04 11:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,matll101,stann101,,,
NY6193608091,"""version 7RS(19) of 07/07/92""",PTC,NY6,NYC25,1936/08/09,1,regular,0:00PM,day,false,craij901,devoj102,,,,"""Tom Thress""","""Tom Thress""",2025/03/18 7:14AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,7000,taylj108,fostw101,,,
NY6193608092,"""version 7RS(19) of 07/07/92""",PTC,NY6,NYC25,1936/08/09,2,regular,0:00PM,day,false,craij901,devoj102,,,,"""Tom Thress""","""Tom Thress""",2025/03/18 7:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,7000,smitt105,brewc102,,,7
NY6193608100,"""version 7RS(19) of 07/07/92""",PTC,NY6,HAR02,1936/08/10,0,exhibition,0:00PM,night,false,wintu901,mcclu902,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 6:23AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,2000,harvb101,salal101,,,
NY6193608150,"""version 7RS(19) of 07/07/92""",NW2,NY6,PAT01,1936/08/15,0,regular,0:00PM,day,false,craij901,devoj102,,,,"""Alan Cohen""","""Tom Thress""",2025/03/20 6:57AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,dihim101,day-l101,,,
NY6193608162,"""version 7RS(19) of 07/07/92""",NY5,NY6,NYC16,1936/08/16,2,regular,0:00PM,day,false,turnu901,devoj102,gholb901,craij901,,"""Tom Thress""","""Tom Thress""",2025/03/18 9:06AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,15000,hollb106,taylj108,,,
NY6193608220,"""version 7RS(19) of 07/07/92""",PH6,NY6,PAT01,1936/08/22,0,exhibition,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/04/10 1:30AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1000,salal101,buchc101,,,
NY6193608231,"""version 7RS(19) of 07/07/92""",NW2,NY6,NYC25,1936/08/23,1,exhibition,0:00PM,day,false,devoj102,turnu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/01 12:57AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,evanb105,stann101,,,
NY6193608232,"""version 7RS(19) of 07/07/92""",NW2,NY6,NYC25,1936/08/23,2,exhibition,0:00PM,day,false,turnu901,devoj102,,,,"""Tom Thress""","""Tom Thress""",2025/04/01 1:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,day-l101,dihim101,,,
NY6193608240,"""version 7RS(19) of 07/07/92""",NW2,NY6,HAR02,1936/08/24,0,exhibition,0:00PM,night,false,wintu901,lyncu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/05 11:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,0,tianl102,marsc103,taylj108,,
NY6193609061,"""version 7RS(19) of 07/07/92""",NY5,NY6,NYC25,1936/09/06,1,regular,0:00PM,day,false,harrm103,devoj102,(none),winsu901,,"""Tom Thress""","""Tom Thress""",2025/04/23 9:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,6000,hollb106,stann101,,,
NY6193609120,"""version 7RS(19) of 07/07/92""",CUS,NY6,PAT01,1936/09/12,0,exhibition,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/04/23 10:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,brewc102,diazh101,,,
PH5193605090,"""version 7RS(19) of 07/07/92""",HOM,PH5,PHI16,1936/05/09,0,regular,0:00PM,day,false,craij901,crumj101,,,,"""Tom Thress""","""Tom Thress""",2025/02/16 11:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,500,mcdow101,dulal101,,,
