game_id,inputprogvers,visteam,hometeam,site,date,number,gametype,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,innings
CIN193604260,"""version 7RS(19) of 07/07/92""",CHN,CIN,CIN07,1936/04/26,0,,0:00PM,day,false,mageg901,quige901,(none),morac102,"""516""","""DWV""","""DWV""",2015/07/02 10:04AM,park,none,0,unknown,-1,dry,none,sunny,110,21555,carlt101,stinl101,,,
CIN193604270,"""version 7RS(19) of 07/07/92""",CHN,CIN,CIN07,1936/04/27,0,,0:00PM,day,false,quige901,morac102,(none),mageg901,"""516""","""DWV""","""DWV""",2015/07/02 10:28AM,park,none,0,unknown,-1,dry,none,sunny,122,2509,holla101,warnl101,,,
CIN193604280,"""version 7RS(19) of 07/07/92""",BSN,CIN,CIN07,1936/04/28,0,,0:00PM,day,false,pfirc901,stewb901,(none),pineb101,"""516""","""DWV""","""DWV""",2015/07/02 10:42AM,park,none,0,unknown,-1,dry,none,cloudy,113,1942,bengr101,derrp101,smitb110,,
CIN193604300,"""version 7RS(19) of 07/07/92""",BSN,CIN,CIN07,1936/04/30,0,,0:00PM,day,false,stewb901,pineb101,(none),pfirc901,"""115""","""Unknown""","""Comly""",2000/03/27 3:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,98,1615,macfd101,schog101,,,
CIN193605010,"""version 7RS(19) of 07/07/92""",PHI,CIN,CIN07,1936/05/01,0,,3:03PM,day,false,pineb101,pfirc901,(none),stewb901,"""516""","""DWV""","""DWV""",2015/07/02 2:54PM,park,none,0,unknown,-1,dry,none,sunny,114,1814,grisl101,bowmj101,stinl101,,
CIN193605020,"""version 7RS(19) of 07/07/92""",PHI,CIN,CIN07,1936/05/02,0,,0:00PM,day,false,pfirc901,stewb901,(none),pineb101,"""516""","""DWV""","""DWV""",2015/07/02 5:06PM,park,none,0,unknown,-1,dry,none,cloudy,115,2972,waltb102,holla101,johns101,,
CIN193605030,"""version 7RS(19) of 07/07/92""",NY1,CIN,CIN07,1936/05/03,0,,0:00PM,day,false,quige901,morac102,(none),mageg901,"""142""","""Greg Beston""","""Greg Beston""",2004/04/14 8:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,20000,smita104,freit101,,,
CIN193605040,"""version 7RS(19) of 07/07/92""",NY1,CIN,CIN07,1936/05/04,0,,0:00PM,day,false,morac102,mageg901,(none),quige901,"""516""","""DWV""","""DWV""",2015/07/03 10:36AM,park,none,0,unknown,-1,dry,none,cloudy,95,1480,stinl101,hubbc101,,,
CIN193605050,"""version 7RS(19) of 07/07/92""",NY1,CIN,CIN07,1936/05/05,0,,0:00PM,day,false,mageg901,quige901,(none),morac102,"""516""","""DWV""","""DWV""",2015/07/03 11:04AM,park,none,0,unknown,-1,dry,none,sunny,129,4820,schog101,schuh103,,,
CIN193605060,"""version 7RS(19) of 07/07/92""",BRO,CIN,CIN07,1936/05/06,0,,0:00PM,day,false,quige901,morac102,(none),mageg901,"""371,276""","""Unknown""","""Comly""",2012/04/20 1:46AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,2389,earng101,holla101,,,
CIN193605070,"""version 7RS(19) of 07/07/92""",BRO,CIN,CIN07,1936/05/07,0,,0:00PM,day,false,morac102,mageg901,(none),quige901,"""371,276""","""Unknown""","""Comly""",2012/04/20 2:22AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,2000,mungv101,grisl101,franf101,,
CIN193605230,"""version 7RS(19) of 07/07/92""",PIT,CIN,CIN07,1936/05/23,0,,0:00PM,day,false,goetl901,rearb901,(none),barrg901,"""142""","""Greg Beston""","""Greg Beston""",2004/04/14 10:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,104,2900,brend101,blanc101,,,
CIN193605240,"""version 7RS(19) of 07/07/92""",PIT,CIN,CIN07,1936/05/24,0,,2:32PM,day,false,rearb901,barrg901,(none),goetl901,"""516""","""DWV""","""DWV""",2015/07/03 11:26AM,park,none,0,unknown,-1,dry,none,sunny,128,11526,holla101,weavj101,,,
CIN193605250,"""version 7RS(19) of 07/07/92""",PIT,CIN,CIN07,1936/05/25,0,,0:00PM,day,false,barrg901,goetl901,(none),rearb901,"""516""","""DWV""","""DWV""",2015/07/03 2:49PM,park,none,0,unknown,-1,dry,none,sunny,118,1869,lucar102,schog101,,,
CIN193606020,"""version 7RS(19) of 07/07/92""",PHI,CIN,CIN07,1936/06/02,0,,8:59PM,night,false,mageg901,quige901,(none),morac102,"""516""","""DWV""","""DWV""",2015/07/05 2:01PM,park,none,0,unknown,-1,dry,none,night,141,19173,brend101,bowmj101,,,
CIN193606040,"""version 7RS(19) of 07/07/92""",PHI,CIN,CIN07,1936/06/04,0,,0:00PM,day,false,quige901,morac102,(none),mageg901,"""516""","""DWV""","""DWV""",2015/07/05 2:18PM,park,none,0,unknown,-1,dry,none,sunny,120,1377,derrp101,kellh104,brend101,,
CIN193606050,"""version 7RS(19) of 07/07/92""",BSN,CIN,CIN07,1936/06/05,0,,3:01PM,day,false,pfirc901,stewb901,(none),pineb101,"""516""","""DWV""","""DWV""",2015/07/05 4:39PM,park,none,0,unknown,-1,dry,none,sunny,133,1721,bengr101,schog101,,,
CIN193606061,"""version 7RS(19) of 07/07/92""",BSN,CIN,CIN07,1936/06/06,1,,0:00PM,day,false,stewb901,pineb101,(none),pfirc901,"""115""","""Unknown""","""Comly""",2000/03/31 10:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,121,0,holla101,reisb102,,,
CIN193606062,"""version 7RS(19) of 07/07/92""",BSN,CIN,CIN07,1936/06/06,2,,4:27PM,day,false,pineb101,pfirc901,(none),stewb901,"""516""","""DWV""","""DWV""",2015/07/05 5:08PM,park,none,0,unknown,-1,dry,none,sunny,161,7512,smitb110,derrp101,,,
CIN193606070,"""version 7RS(19) of 07/07/92""",BSN,CIN,CIN07,1936/06/07,0,,0:00PM,day,false,pfirc901,stewb901,(none),pineb101,"""516""","""DWV""","""DWV""",2015/07/06 2:43PM,park,none,0,unknown,-1,dry,none,sunny,119,6126,macfd101,hallb104,,,
CIN193606080,"""version 7RS(19) of 07/07/92""",NY1,CIN,CIN07,1936/06/08,0,,3:02PM,day,false,balll901,klemb901,(none),searz901,"""516""","""DWV""","""DWV""",2015/07/06 3:19PM,park,none,0,unknown,-1,dry,none,sunny,134,1526,derrp101,gablf101,,,
CIN193606090,"""version 7RS(19) of 07/07/92""",NY1,CIN,CIN07,1936/06/09,0,,3:02PM,day,false,klemb901,searz901,(none),balll901,"""516""","""DWV""","""DWV""",2015/07/06 3:43PM,park,none,0,unknown,-1,dry,none,cloudy,135,2078,stinl101,casts101,,,
CIN193606110,"""version 7RS(19) of 07/07/92""",BRO,CIN,CIN07,1936/06/11,0,,8:57PM,night,false,barrg901,goetl901,(none),pfirc901,"""371""","""Unknown""","""Comly""",2012/04/27 7:27AM,unknown,none,0,unknown,-1,unknown,unknown,night,153,17000,derrp101,baket103,,,
CIN193606131,"""version 7RS(19) of 07/07/92""",BRO,CIN,CIN07,1936/06/13,1,,2:00PM,day,false,goetl901,pfirc901,(none),barrg901,"""516""","""DWV""","""DWV""",2015/07/06 6:16PM,park,none,0,unknown,-1,dry,none,sunny,180,0,brend101,clarw101,,,
CIN193606132,"""version 7RS(19) of 07/07/92""",BRO,CIN,CIN07,1936/06/13,2,,5:24PM,day,false,pfirc901,barrg901,(none),goetl901,"""516""","""DWV""","""DWV""",2015/07/07 9:40AM,park,none,0,unknown,-1,dry,none,sunny,127,8383,franf101,derrp101,mungv101,,
CIN193606140,"""version 7RS(19) of 07/07/92""",BRO,CIN,CIN07,1936/06/14,0,,0:00PM,day,false,barrg901,goetl901,(none),pfirc901,"""516""","""DWV""","""DWV""",2015/07/07 9:54AM,park,none,0,unknown,-1,dry,none,sunny,102,7131,stinl101,earng101,,,
CIN193606290,"""version 7RS(19) of 07/07/92""",CHN,CIN,CIN07,1936/06/29,0,,0:00PM,night,false,quige901,morac102,(none),mageg901,"""142""","""Greg Beston""","""Greg Beston""",2004/04/16 7:27PM,unknown,none,0,unknown,-1,unknown,unknown,night,113,33468,derrp101,davic103,,,
CIN193607020,"""version 7RS(19) of 07/07/92""",CHN,CIN,CIN07,1936/07/02,0,,0:00PM,day,false,morac102,mageg901,(none),quige901,"""516""","""DWV""","""DWV""",2015/07/07 10:15AM,park,none,0,unknown,-1,dry,none,cloudy,192,3363,hensr101,stinl101,,,
CIN193607041,"""version 7RS(19) of 07/07/92""",SLN,CIN,CIN07,1936/07/04,1,,0:00PM,day,false,goetl901,klemb901,(none),barrg901,"""142""","""Greg Beston""","""Greg Beston""",2004/04/16 10:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,0,schog101,winfj101,brend101,,
CIN193607042,"""version 7RS(19) of 07/07/92""",SLN,CIN,CIN07,1936/07/04,2,,4:14PM,day,false,klemb901,barrg901,(none),goetl901,"""516""","""DWV""","""DWV""",2015/07/07 10:37AM,park,none,0,unknown,-1,dry,none,sunny,147,28411,freyb101,deand102,,,
CIN193607051,"""version 7RS(19) of 07/07/92""",SLN,CIN,CIN07,1936/07/05,1,,0:00PM,day,false,barrg901,goetl901,(none),klemb901,"""142""","""Greg Beston""","""Greg Beston""",2004/04/17 9:21AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,0,heuse101,derrp101,winfj101,,
CIN193607052,"""version 7RS(19) of 07/07/92""",SLN,CIN,CIN07,1936/07/05,2,,4:35PM,day,false,goetl901,klemb901,(none),barrg901,"""516""","""DWV""","""DWV""",2015/07/07 12:37PM,park,none,0,unknown,-1,dry,none,sunny,143,30130,rhemf101,stinl101,heuse101,,
CIN193607090,"""version 7RS(19) of 07/07/92""",BSN,CIN,CIN07,1936/07/09,0,,0:00PM,night,false,pineb101,stewb901,(none),pfirc901,"""142""","""Greg Beston""","""Greg Beston""",2004/04/17 9:50AM,unknown,none,0,unknown,-1,unknown,unknown,night,123,20080,cantb102,derrp101,,,
CIN193607100,"""version 7RS(19) of 07/07/92""",BSN,CIN,CIN07,1936/07/10,0,,0:00PM,day,false,stewb901,pfirc901,(none),pineb101,"""115""","""Bob Kistler""","""D Lamoureaux""",2001/01/08 4:20PM,unknown,none,104,unknown,-1,unknown,unknown,unknown,113,4471,macfd101,schog101,,,
CIN193607110,"""version 7RS(19) of 07/07/92""",BSN,CIN,CIN07,1936/07/11,0,,0:00PM,day,false,pfirc901,stewb901,(none),pineb101,"""115""","""Bob Kistler""","""D Lamoureaux""",2001/01/08 4:28PM,unknown,none,100,unknown,-1,unknown,unknown,unknown,105,1200,bengr101,davip101,smitb110,,
CIN193607121,"""version 7RS(19) of 07/07/92""",PHI,CIN,CIN07,1936/07/12,1,,1:42PM,day,false,barrg901,quige901,(none),morac102,"""515""","""DWV""","""DWV""",2015/06/09 10:06AM,park,none,0,unknown,-1,dry,none,sunny,118,0,bowmj101,derrp101,passc101,,
CIN193607122,"""version 7RS(19) of 07/07/92""",PHI,CIN,CIN07,1936/07/12,2,,4:10PM,day,false,quige901,morac102,(none),barrg901,"""515""","""DWV""","""DWV""",2015/06/09 10:30AM,park,none,0,unknown,-1,dry,none,sunny,160,4018,brend101,passc101,,,
CIN193607130,"""version 7RS(19) of 07/07/92""",PHI,CIN,CIN07,1936/07/13,0,,0:00PM,day,false,morac102,barrg901,(none),quige901,"""142""","""Greg Beston""","""Greg Beston""",2004/04/17 11:39AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,600,freyb101,waltb102,davip101,,
CIN193607140,"""version 7RS(19) of 07/07/92""",PHI,CIN,CIN07,1936/07/14,0,,0:00PM,day,false,barrg901,quige901,(none),morac102,"""142""","""Greg Beston""","""Greg Beston""",2004/04/17 4:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,162,747,sivep101,hallb104,,,
CIN193607150,"""version 7RS(19) of 07/07/92""",BRO,CIN,CIN07,1936/07/15,0,,8:53PM,night,false,mageg901,goetl901,(none),rearb901,"""515""","""DWV""","""DWV""",2015/06/09 1:36PM,park,none,0,unknown,-1,dry,none,night,132,7477,davip101,baket103,derrp101,,
CIN193607170,"""version 7RS(19) of 07/07/92""",BRO,CIN,CIN07,1936/07/17,0,,3:01PM,day,false,goetl901,rearb901,(none),mageg901,"""515""","""DWV""","""DWV""",2015/06/09 1:57PM,park,none,0,unknown,-1,dry,none,sunny,124,1179,mungv101,derrp101,,,
CIN193607180,"""version 7RS(19) of 07/07/92""",NY1,CIN,CIN07,1936/07/18,0,,0:00PM,day,false,rearb901,mageg901,(none),goetl901,"""142""","""Greg Beston""","""Greg Beston""",2004/04/17 5:30PM,unknown,none,0,unknown,-1,unknown,drizzle,unknown,112,1835,gablf101,freyb101,,,
CIN193607191,"""version 7RS(19) of 07/07/92""",NY1,CIN,CIN07,1936/07/19,1,,0:00PM,day,false,mageg901,goetl901,(none),rearb901,"""142""","""Greg Beston""","""Greg Beston""",2004/04/17 7:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,0,hubbc101,davip101,,,
CIN193607192,"""version 7RS(19) of 07/07/92""",NY1,CIN,CIN07,1936/07/19,2,,4:57PM,day,false,goetl901,rearb901,(none),mageg901,"""515""","""DWV""","""DWV""",2015/06/09 6:18PM,park,none,0,unknown,-1,dry,none,sunny,107,17597,schog101,smita104,,,
CIN193608050,"""version 7RS(19) of 07/07/92""",PIT,CIN,CIN07,1936/08/05,0,,8:49PM,night,false,goetl901,rearb901,(none),barrg901,"""515""","""DWV""","""DWV""",2015/06/09 6:42PM,park,none,0,unknown,-1,wet,showers,night,159,6373,schog101,browm103,,,
CIN193608071,"""version 7RS(19) of 07/07/92""",PIT,CIN,CIN07,1936/08/07,1,,1:47PM,day,false,rearb901,barrg901,(none),goetl901,"""515""","""DWV""","""DWV""",2015/06/10 1:54PM,park,none,0,unknown,-1,dry,none,sunny,137,0,lucar102,holla101,,,
CIN193608072,"""version 7RS(19) of 07/07/92""",PIT,CIN,CIN07,1936/08/07,2,,4:29PM,day,false,barrg901,goetl901,(none),rearb901,"""515""","""DWV""","""DWV""",2015/06/10 2:10PM,park,none,0,unknown,-1,dry,none,sunny,137,3969,blanc101,hallb104,,,
CIN193608140,"""version 7RS(19) of 07/07/92""",CHN,CIN,CIN07,1936/08/14,0,,0:00PM,day,false,goetl901,barrg901,(none),(none),"""142,277""","""Greg Beston""","""Greg Beston""",2004/04/19 8:38AM,unknown,none,0,unknown,-1,unknown,drizzle,unknown,136,1380,frenl101,davip101,,,
CIN193608150,"""version 7RS(19) of 07/07/92""",CHN,CIN,CIN07,1936/08/15,0,,2:33PM,day,false,barrg901,goetl901,(none),(none),"""515""","""DWV""","""DWV""",2015/06/10 2:27PM,park,none,0,unknown,-1,dry,none,sunny,97,1790,freyb101,lee-b103,,,
CIN193608161,"""version 7RS(19) of 07/07/92""",CHN,CIN,CIN07,1936/08/16,1,,1:47PM,day,false,goetl901,barrg901,(none),(none),"""515""","""DWV""","""DWV""",2015/06/10 2:50PM,park,none,0,unknown,-1,dry,none,sunny,139,0,davip101,frenl101,,,
CIN193608162,"""version 7RS(19) of 07/07/92""",CHN,CIN,CIN07,1936/08/16,2,,4:36PM,day,false,barrg901,goetl901,(none),(none),"""515""","""DWV""","""DWV""",2015/06/10 3:31PM,park,none,0,unknown,-1,dry,none,sunny,138,16548,derrp101,carlt101,brend101,,
CIN193608180,"""version 7RS(19) of 07/07/92""",SLN,CIN,CIN07,1936/08/18,0,,0:00PM,night,false,mageg901,quige901,(none),morac102,"""142""","""Greg Beston""","""Greg Beston""",2004/04/19 9:18AM,unknown,none,0,unknown,-1,unknown,unknown,night,124,23742,johns103,davip101,,,
CIN193608200,"""version 7RS(19) of 07/07/92""",SLN,CIN,CIN07,1936/08/20,0,,3:03PM,day,false,quige901,morac102,(none),mageg901,"""515""","""DWV""","""DWV""",2015/06/10 11:09PM,park,none,0,unknown,-1,dry,none,sunny,116,2854,deand102,freyb101,,,
CIN193608250,"""version 7RS(19) of 07/07/92""",NY1,CIN,CIN07,1936/08/25,0,,3:02PM,day,false,stewb901,searz901,(none),pineb101,"""515""","""DWV""","""DWV""",2015/06/10 11:35PM,park,none,0,unknown,-1,dry,none,sunny,143,3474,coffd101,hallb104,gablf101,,
CIN193608260,"""version 7RS(19) of 07/07/92""",NY1,CIN,CIN07,1936/08/26,0,,3:04PM,day,false,searz901,pineb101,(none),stewb901,"""515""","""DWV""","""DWV""",2015/06/11 10:06AM,park,none,0,unknown,-1,dry,none,cloudy,122,2660,hubbc101,derrp101,,,
CIN193608281,"""version 7RS(19) of 07/07/92""",BRO,CIN,CIN07,1936/08/28,1,,0:00PM,day,false,stewb901,searz901,(none),(none),"""142""","""Greg Beston""","""Greg Beston""",2004/04/19 10:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,0,franf101,davip101,,,
CIN193608282,"""version 7RS(19) of 07/07/92""",BRO,CIN,CIN07,1936/08/28,2,,4:24PM,day,false,searz901,stewb901,(none),(none),"""515""","""DWV""","""DWV""",2015/06/11 10:42AM,park,none,0,unknown,-1,dry,none,sunny,154,1767,derrp101,winsh101,,,
CIN193608290,"""version 7RS(19) of 07/07/92""",BRO,CIN,CIN07,1936/08/29,0,,0:00PM,day,false,stewb901,searz901,(none),(none),"""142""","""Greg Beston""","""Greg Beston""",2004/04/19 12:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,1000,freyb101,butcm101,,,
CIN193608301,"""version 7RS(19) of 07/07/92""",PHI,CIN,CIN07,1936/08/30,1,,1:49PM,day,false,pfirc901,goetl901,(none),(none),"""515""","""DWV""","""DWV""",2015/06/11 11:07AM,park,none,0,unknown,-1,dry,none,sunny,119,0,derrp101,bowmj101,,,
CIN193608302,"""version 7RS(19) of 07/07/92""",PHI,CIN,CIN07,1936/08/30,2,,4:16PM,day,false,goetl901,pfirc901,(none),(none),"""515""","""DWV""","""DWV""",2015/06/11 11:28AM,park,none,0,unknown,-1,dry,none,sunny,126,7754,davip101,johns101,,,
CIN193609010,"""version 7RS(19) of 07/07/92""",PHI,CIN,CIN07,1936/09/01,0,,3:03PM,day,false,pfirc901,goetl901,(none),(none),"""515""","""DWV""","""DWV""",2015/06/11 1:03PM,park,none,0,unknown,-1,dry,none,sunny,100,1074,freyb101,waltb102,,,
CIN193609031,"""version 7RS(19) of 07/07/92""",BSN,CIN,CIN07,1936/09/03,1,,0:00PM,day,false,stewb901,pfirc901,(none),(none),"""115""","""Bob Kistler""","""D Lamoureaux""",2001/01/18 3:43PM,unknown,none,0,unknown,-1,unknown,drizzle,overcast,97,0,schog101,weirr101,derrp101,,
CIN193609032,"""version 7RS(19) of 07/07/92""",BSN,CIN,CIN07,1936/09/03,2,,3:31PM,day,false,pfirc901,stewb901,(none),(none),"""515""","""DWV""","""DV""",2015/06/11 1:24PM,park,none,0,unknown,-1,dry,none,sunny,120,1507,davip101,bushg101,derrp101,,
CIN193609050,"""version 7RS(19) of 07/07/92""",SLN,CIN,CIN07,1936/09/05,0,,0:00PM,day,false,balll901,searz901,(none),klemb901,"""142""","""Greg Beston""","""Greg Beston""",2004/04/19 1:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,123,2532,winfj101,freyb101,parmr101,,
CIN193609061,"""version 7RS(19) of 07/07/92""",SLN,CIN,CIN07,1936/09/06,1,,0:00PM,day,false,searz901,klemb901,(none),balll901,"""142""","""Greg Beston""","""Greg Beston""",2004/04/19 1:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,0,hallb104,johns103,davip101,,
CIN193609062,"""version 7RS(19) of 07/07/92""",SLN,CIN,CIN07,1936/09/06,2,,4:17PM,day,false,klemb901,balll901,(none),searz901,"""515""","""DWV""","""DWV""",2015/06/11 1:53PM,park,none,0,unknown,-1,dry,none,sunny,112,25556,davip101,pippc101,,,
CIN193609071,"""version 7RS(19) of 07/07/92""",CHN,CIN,CIN07,1936/09/07,1,,0:00PM,day,false,balll901,searz901,(none),klemb901,"""142""","""Greg Beston""","""Greg Beston""",2004/04/19 2:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,97,0,derrp101,carlt101,,,
CIN193609072,"""version 7RS(19) of 07/07/92""",CHN,CIN,CIN07,1936/09/07,2,,3:33PM,day,false,searz901,klemb901,(none),balll901,"""515""","""DWV""","""DWV""",2015/06/11 2:18PM,park,none,0,unknown,-1,dry,none,sunny,130,19047,schog101,warnl101,,,
CIN193609260,"""version 7RS(19) of 07/07/92""",PIT,CIN,CIN07,1936/09/26,0,,0:00PM,day,false,morac102,pineb101,(none),barrg901,"""142""","""Greg Beston""","""Greg Beston""",2004/04/19 4:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,111,1000,hallb104,swifb101,,,
CIN193609270,"""version 7RS(19) of 07/07/92""",PIT,CIN,CIN07,1936/09/27,0,,2:31PM,day,false,pineb101,morac102,(none),barrg901,"""514""","""DWV""","""DWV""",2015/06/04 12:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,5377,moorw102,browm103,mootj101,,
PHA193604170,"""version 7RS(19) of 07/07/92""",WS1,PHA,PHI11,1936/04/17,0,,0:00PM,day,false,geish901,dinnb101,(none),hubbc901,"""253,475""","""D Lamoureaux,Wayne Townsend""","""D Lamoureaux,Wayne Townsend""",2007/11/07 12:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,2500,deshj101,kellh101,,,
PHA193604180,"""version 7RS(19) of 07/07/92""",WS1,PHA,PHI11,1936/04/18,0,,0:00PM,day,false,dinnb101,hubbc901,(none),geish901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/11/07 12:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,2000,newsb101,dietb101,russj103,,
PHA193604190,"""version 7RS(19) of 07/07/92""",BOS,PHA,PHI11,1936/04/19,0,,0:00PM,day,false,hubbc901,geish901,(none),dinnb101,"""475""","""Wayne Townsend""","""Wayne Townsend""",2014/08/30 10:24AM,park,none,0,unknown,-1,unknown,unknown,unknown,110,10000,ferrw101,rhodg101,,,
PHA193604200,"""version 7RS(19) of 07/07/92""",NYA,PHA,PHI11,1936/04/20,0,,0:00PM,day,false,geish901,dinnb101,(none),hubbc901,"""267,253,589,475""","""D Lamoureaux/RWood/WTownsend""","""D Lamoureaux/RWood/WTownsend""",2007/11/07 12:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,1000,turbg101,hadlb101,,,
PHA193604210,"""version 7RS(19) of 07/07/92""",NYA,PHA,PHI11,1936/04/21,0,,0:00PM,day,false,dinnb101,hubbc901,(none),geish901,"""270,589,475""","""Comly/RWood/WTownsend""","""Comly/RWood/WTownsend""",2014/06/16 1:42PM,park,none,0,unknown,-1,unknown,unknown,overcast,148,10000,broaj101,johnh101,malop103,,
PHA193604230,"""version 7RS(19) of 07/07/92""",BOS,PHA,PHI11,1936/04/23,0,,0:00PM,day,false,mcgob901,quinj901,(none),ormsr901,"""115""","""unknown""","""Comly""",1998/02/14 11:06AM,park,none,0,unknown,-1,unknown,none,sunny,108,1000,kellh101,ferrw101,,,
PHA193604240,"""version 7RS(19) of 07/07/92""",BOS,PHA,PHI11,1936/04/24,0,,0:00PM,day,false,quinj901,ormsr901,(none),mcgob901,"""115""","""unknown""","""Comly""",1998/02/14 8:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,118,1000,rhodg101,marcj101,,,
PHA193604280,"""version 7RS(19) of 07/07/92""",SLA,PHA,PHI11,1936/04/28,0,,0:00PM,day,false,quinj901,ormsr901,(none),mcgob901,"""475""","""Wayne Townsend""","""Wayne Townsend""",2014/08/31 12:01AM,park,none,0,unknown,-1,unknown,unknown,unknown,106,800,kellh101,andri101,,,
PHA193604290,"""version 7RS(19) of 07/07/92""",SLA,PHA,PHI11,1936/04/29,0,,0:00PM,day,false,ormsr901,mcgob901,(none),quinj901,"""475""","""Wayne Townsend""","""Wayne Townsend""",2014/09/01 10:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,118,500,rhodg101,mahar101,,,
PHA193604300,"""version 7RS(19) of 07/07/92""",SLA,PHA,PHI11,1936/04/30,0,,0:00PM,day,false,mcgob901,quinj901,(none),ormsr901,"""475""","""Wayne Townsend""","""Wayne Townsend""",2014/09/02 7:54AM,park,none,0,unknown,-1,unknown,unknown,unknown,156,500,dietb101,cains101,kellh101,,
PHA193605010,"""version 7RS(19) of 07/07/92""",DET,PHA,PHI11,1936/05/01,0,,0:00PM,day,false,quinj901,ormsr901,(none),mcgob901,"""475""","""Wayne Townsend""","""Wayne Townsend""",2014/09/02 9:21AM,park,none,0,unknown,-1,unknown,unknown,unknown,132,3000,aukee101,turbg101,,,
PHA193605020,"""version 7RS(19) of 07/07/92""",DET,PHA,PHI11,1936/05/02,0,,0:00PM,day,false,ormsr901,mcgob901,(none),quinj901,"""253,475""","""D Lamoureaux/Smith""","""D Lamoureaux/Smith""",2007/11/07 12:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,15000,sorrv101,matuh101,,,
PHA193605030,"""version 7RS(19) of 07/07/92""",CHA,PHA,PHI11,1936/05/03,0,,0:00PM,day,false,kolll901,basis901,(none),morig101,"""475""","""Wayne Townsend""","""Wayne Townsend""",2014/09/02 2:59PM,park,none,0,unknown,-1,unknown,unknown,unknown,124,12130,browc103,rhodg101,wyatw101,,
PHA193605050,"""version 7RS(19) of 07/07/92""",CHA,PHA,PHI11,1936/05/05,0,,0:00PM,day,false,basis901,morig101,(none),kolll901,"""277""","""Comly""","""Comly""",2014/05/25 11:02AM,park,none,0,unknown,-1,unknown,unknown,unknown,136,0,dietb101,kennv101,,,
PHA193605060,"""version 7RS(19) of 07/07/92""",CLE,PHA,PHI11,1936/05/06,0,,0:00PM,day,false,morig101,kolll901,(none),basis901,"""39""","""unknown""","""Comly""",2002/08/24 9:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,133,0,allej102,turbg101,,,
PHA193605070,"""version 7RS(19) of 07/07/92""",CLE,PHA,PHI11,1936/05/07,0,,0:00PM,day,false,kolll901,basis901,(none),morig101,"""39,253""","""unknown""","""Comly/Lamoureaux""",2002/08/24 10:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,0,hardm101,rossb102,,,
PHA193605231,"""version 7RS(19) of 07/07/92""",NYA,PHA,PHI11,1936/05/23,1,,0:00PM,day,false,summb901,johnc901,(none),(none),"""253,475""","""D Lamoureaux,Wayne Townsend""","""D Lamoureaux,Wayne Townsend""",2007/11/09 9:18AM,unknown,none,0,unknown,-1,unknown,unknown,sunny,135,0,malop103,upchw101,,,
PHA193605232,"""version 7RS(19) of 07/07/92""",NYA,PHA,PHI11,1936/05/23,2,,0:00PM,day,false,johnc901,summb901,(none),(none),"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/11/09 10:05AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,28000,broaj101,rhodg101,,,
PHA193605240,"""version 7RS(19) of 07/07/92""",NYA,PHA,PHI11,1936/05/24,0,,0:00PM,day,false,summb901,johnc901,(none),(none),"""475""","""Wayne Townsend""","""Wayne Townsend""",2014/09/04 4:09PM,park,none,0,unknown,-1,unknown,unknown,sunny,154,8000,pearm101,turbg101,,,
PHA193605250,"""version 7RS(19) of 07/07/92""",NYA,PHA,PHI11,1936/05/25,0,,0:00PM,day,false,johnc901,summb901,(none),(none),"""475""","""Wayne Townsend""","""Wayne Townsend""",2014/09/04 11:53PM,park,none,0,unknown,-1,unknown,unknown,sunny,138,480,rossb102,browj110,,,
