Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
370,Jordan Wicks*,24,CHC,NL,-0.5,2,4,0.333,5.48,11,10,0,0,0,0,46.0,55,31,28,9,20,0,42,2,0,3,212,73.0,5.32,1.63,10.8,1.8,3.9,8.2,2.1,,wickj001
371,Brendon Little*,27,TOR,AL,0.1,1,2,0.333,3.74,49,0,7,0,0,1,45.2,41,21,19,7,19,2,36,1,0,5,193,110.0,4.9,1.314,8.1,1.4,3.7,7.1,1.89,,littb002
372,Shawn Dubin,28,HOU,AL,-0.1,1,1,0.5,4.17,31,2,11,0,0,2,45.1,45,25,21,3,26,0,49,2,0,1,207,97.0,3.72,1.566,8.9,0.6,5.2,9.7,1.88,,dubis001
373,Pete Fairbanks,30,TBR,AL,0.8,3,3,0.5,3.57,46,0,36,0,0,23,45.1,36,20,18,4,17,2,44,0,1,2,185,112.0,3.5,1.169,7.1,0.8,3.4,8.7,2.59,,fairp001
374,Brant Hurter*,25,DET,AL,1.2,6,1,0.857,2.58,10,1,1,0,0,0,45.1,34,13,13,4,6,0,38,0,1,0,175,162.0,3.03,0.882,6.8,0.8,1.2,7.5,6.33,,hurtb001
375,Yohan Ramírez,29,4TM,2LG,-1.0,0,5,0.0,6.2,38,0,11,0,0,1,45.0,49,35,31,4,17,2,45,12,1,8,208,66.0,4.25,1.467,9.8,0.8,3.4,9.0,2.65,,ramiy002
375,Yohan Ramírez,29,2TM,NL,-0.8,0,5,0.0,5.97,32,0,9,0,0,1,37.2,43,28,25,4,15,2,38,7,1,4,175,68.0,4.28,1.54,10.3,1.0,3.6,9.1,2.53,,ramiy002
375,Yohan Ramírez,29,2TM,AL,-0.2,0,0,,7.36,6,0,2,0,0,0,7.1,6,7,6,0,2,0,7,5,0,4,33,59.0,4.12,1.091,7.4,0.0,2.5,8.6,3.5,,ramiy002
375,Yohan Ramírez,29,NYM,NL,-0.2,0,1,0.0,7.56,5,0,1,0,0,0,8.1,11,7,7,1,4,1,11,0,1,3,41,54.0,3.53,1.8,11.9,1.1,4.3,11.9,2.75,,ramiy002
375,Yohan Ramírez,29,BAL,AL,-0.1,0,0,,6.0,5,0,2,0,0,0,6.0,3,4,4,0,2,0,6,3,0,3,24,69.0,3.67,0.833,4.5,0.0,3.0,9.0,3.0,,ramiy002
375,Yohan Ramírez,29,LAD,NL,-0.6,0,4,0.0,5.52,27,0,8,0,0,1,29.1,32,21,18,3,11,1,27,7,0,1,134,73.0,4.5,1.466,9.8,0.9,3.4,8.3,2.45,,ramiy002
375,Yohan Ramírez,29,BOS,AL,-0.2,0,0,,13.5,1,0,0,0,0,0,1.1,3,3,2,0,0,0,1,2,0,1,9,39.0,6.17,2.25,20.3,0.0,0.0,6.8,,,ramiy002
376,Chris Martin,38,BOS,AL,0.2,3,1,0.75,3.45,45,0,9,0,0,2,44.1,47,22,17,5,3,1,50,3,0,2,180,121.0,2.78,1.128,9.5,1.0,0.6,10.2,16.67,,martc007
377,Steven Matz*,33,STL,NL,-0.2,1,2,0.333,5.08,12,7,2,0,0,0,44.1,49,28,25,7,15,1,33,2,0,1,190,81.0,4.88,1.444,9.9,1.4,3.0,6.7,2.2,,matzs001
378,Drew Thorpe,23,CHW,AL,0.1,3,3,0.5,5.48,9,9,0,0,0,0,44.1,35,29,27,8,21,0,25,1,1,0,190,75.0,5.87,1.263,7.1,1.6,4.3,5.1,1.19,,thord001
379,Jhony Brito,26,SDP,NL,0.2,1,2,0.333,4.12,26,0,9,0,0,0,43.2,49,23,20,4,10,1,29,0,0,1,185,100.0,3.72,1.351,10.1,0.8,2.1,6.0,2.9,,britj003
380,Jacob Latz*,28,TEX,AL,0.3,2,3,0.4,3.71,46,0,9,0,0,0,43.2,39,20,18,6,27,3,40,1,0,4,192,103.0,5.04,1.511,8.0,1.2,5.6,8.2,1.48,,latzj001
381,Daniel Lynch IV*,27,KCR,AL,0.9,2,0,1.0,3.32,16,3,3,0,0,1,43.1,29,17,16,6,14,0,39,4,0,0,174,124.0,4.41,0.992,6.0,1.2,2.9,8.1,2.79,,lyncd001
382,Max Scherzer,39,TEX,AL,0.4,2,4,0.333,3.95,9,9,0,0,0,0,43.1,40,20,19,7,10,0,40,1,0,2,177,97.0,4.18,1.154,8.3,1.5,2.1,8.3,4.0,,schem001
383,Jonathan Hernández,27,2TM,AL,-0.4,3,1,0.75,5.4,29,1,10,0,0,0,43.1,41,28,26,6,28,1,39,1,0,2,192,71.0,5.17,1.592,8.5,1.2,5.8,8.1,1.39,,hernj004
383,Jonathan Hernández,27,TEX,AL,-0.3,3,1,0.75,5.05,26,1,8,0,0,0,41.0,39,25,23,6,26,1,36,1,0,2,181,76.0,5.29,1.585,8.6,1.3,5.7,7.9,1.38,,hernj004
383,Jonathan Hernández,27,SEA,AL,-0.1,0,0,,11.57,3,0,2,0,0,0,2.1,2,3,3,0,2,0,3,0,0,0,11,38.0,3.17,1.714,7.7,0.0,7.7,11.6,1.5,,hernj004
384,DL Hall*,25,MIL,NL,-0.2,1,2,0.333,5.02,13,7,2,0,0,0,43.0,48,26,24,6,21,0,44,4,0,1,197,83.0,4.68,1.605,10.0,1.3,4.4,9.2,2.1,,halld004
385,Porter Hodge,23,CHC,NL,1.3,3,1,0.75,1.88,39,0,17,0,0,9,43.0,19,10,9,2,19,0,52,1,0,1,164,213.0,2.75,0.884,4.0,0.4,4.0,10.9,2.74,,hodgp001
386,Cam Booser*,32,BOS,AL,0.8,2,3,0.4,3.38,43,0,7,0,0,1,42.2,41,17,16,5,16,1,43,0,0,0,183,124.0,3.8,1.336,8.6,1.1,3.4,9.1,2.69,,boosc001
387,Tommy Kahnle,34,NYY,AL,0.8,0,2,0.0,2.11,50,0,8,0,0,1,42.2,30,16,10,5,19,1,46,2,0,1,179,192.0,4.01,1.148,6.3,1.1,4.0,9.7,2.42,,kahnt001
388,Sam Long*,28,KCR,AL,0.7,3,3,0.5,3.16,43,0,5,0,0,1,42.2,34,17,15,5,17,1,44,1,1,3,176,131.0,3.89,1.195,7.2,1.1,3.6,9.3,2.59,,longs002
389,Tim Mayza*,32,2TM,AL,-1.2,0,2,0.0,6.33,50,0,12,0,0,0,42.2,54,34,30,5,15,2,28,1,0,1,195,65.0,4.5,1.617,11.4,1.1,3.2,5.9,1.87,,mayzt001
389,Tim Mayza*,32,TOR,AL,-1.2,0,1,0.0,8.03,35,0,8,0,0,0,24.2,36,24,22,3,12,2,16,0,0,1,121,52.0,4.91,1.946,13.1,1.1,4.4,5.8,1.33,,mayzt001
389,Tim Mayza*,32,NYY,AL,0.0,0,1,0.0,4.0,15,0,4,0,0,0,18.0,18,10,8,2,3,0,12,1,0,0,74,103.0,3.94,1.167,9.0,1.0,1.5,6.0,4.0,,mayzt001
390,Xzavion Curry,25,2TM,2LG,0.2,2,2,0.5,4.64,16,5,3,0,0,0,42.2,38,23,22,8,7,1,28,0,0,1,172,90.0,4.78,1.055,8.0,1.7,1.5,5.9,4.0,,currx001
390,Xzavion Curry,25,CLE,AL,-0.3,0,2,0.0,5.84,7,4,3,0,0,0,24.2,29,17,16,5,5,1,15,0,0,1,108,70.0,5.19,1.378,10.6,1.8,1.8,5.5,3.0,,currx001
390,Xzavion Curry,25,MIA,NL,0.5,2,0,1.0,3.0,9,1,0,0,0,0,18.0,9,6,6,3,2,0,13,0,0,0,64,145.0,4.22,0.611,4.5,1.5,1.0,6.5,6.5,,currx001
391,Adam Oller,29,MIA,NL,0.4,2,4,0.333,5.31,8,8,0,0,0,0,42.1,43,25,25,7,22,0,36,2,0,1,189,81.0,5.32,1.535,9.1,1.5,4.7,7.7,1.64,,ollea001
392,Eli Morgan,28,CLE,AL,1.1,3,0,1.0,1.93,32,0,9,0,0,0,42.0,30,11,9,4,11,1,34,1,0,0,167,210.0,3.64,0.976,6.4,0.9,2.4,7.3,3.09,,morge001
393,Darren McCaughan,28,2TM,2LG,-0.4,0,0,,6.21,12,5,5,0,0,2,42.0,53,32,29,9,15,0,28,6,0,2,195,69.0,6.12,1.619,11.4,1.9,3.2,6.0,1.87,,mccad002
393,Darren McCaughan,28,MIA,NL,-0.2,0,0,,5.75,10,5,4,0,0,2,36.0,44,26,23,7,9,0,27,6,0,1,165,75.0,5.44,1.472,11.0,1.8,2.3,6.8,3.0,,mccad002
393,Darren McCaughan,28,CLE,AL,-0.2,0,0,,9.0,2,0,1,0,0,0,6.0,9,6,6,2,6,0,1,0,0,1,30,48.0,10.17,2.5,13.5,3.0,9.0,1.5,0.17,,mccad002
394,Collin Snider,28,SEA,AL,0.9,3,4,0.429,1.94,42,0,9,0,0,0,41.2,36,14,9,5,13,2,47,0,0,1,169,192.0,3.41,1.176,7.8,1.1,2.8,10.2,3.62,,snidc001
395,Edwin Uceta,26,TBR,AL,1.9,2,0,1.0,1.51,30,0,10,0,0,5,41.2,26,8,7,2,8,0,57,1,0,0,159,266.0,1.7,0.816,5.6,0.4,1.7,12.3,7.13,,ucete001
396,Jordan Weems,31,WSN,NL,-1.0,1,1,0.5,6.7,41,0,10,0,0,0,41.2,49,35,31,7,24,0,35,2,0,1,196,61.0,5.54,1.752,10.6,1.5,5.2,7.6,1.46,,weemj001
397,Austin Adams,33,OAK,AL,0.5,1,2,0.333,3.92,56,0,6,0,0,0,41.1,38,20,18,4,23,2,53,13,0,6,191,101.0,4.47,1.476,8.3,0.9,5.0,11.5,2.3,,adama002
398,Will Smith*,34,KCR,AL,-0.9,0,4,0.0,6.53,45,0,13,0,0,1,41.1,45,31,30,7,15,2,29,3,0,0,186,63.0,5.27,1.452,9.8,1.5,3.3,6.3,1.93,,smitw003
399,Brad Keller,28,2TM,AL,-0.2,0,4,0.0,5.44,16,2,8,0,0,1,41.1,48,28,25,9,15,0,32,2,0,3,192,77.0,5.68,1.524,10.5,2.0,3.3,7.0,2.13,,kellb003
399,Brad Keller,28,CHW,AL,0.1,0,2,0.0,4.86,5,2,2,0,0,0,16.2,17,10,9,5,6,0,13,0,0,2,76,86.0,6.59,1.38,9.2,2.7,3.2,7.0,2.17,,kellb003
399,Brad Keller,28,BOS,AL,-0.3,0,2,0.0,5.84,11,0,6,0,0,1,24.2,31,18,16,4,9,0,19,2,0,1,116,72.0,5.07,1.622,11.3,1.5,3.3,6.9,2.11,,kellb003
400,Jesús Tinoco,29,3TM,2LG,1.1,1,0,1.0,3.32,32,0,10,0,0,3,40.2,27,15,15,3,12,1,42,3,0,1,162,127.0,3.17,0.959,6.0,0.7,2.7,9.3,3.5,,tinoj001
400,Jesús Tinoco,29,2TM,NL,1.4,1,0,1.0,1.76,23,0,9,0,0,3,30.2,16,6,6,1,5,1,33,1,0,0,112,246.0,2.02,0.685,4.7,0.3,1.5,9.7,6.6,,tinoj001
400,Jesús Tinoco,29,TEX,AL,-0.3,0,0,,8.1,9,0,1,0,0,0,10.0,11,9,9,2,7,0,9,2,0,1,50,49.0,6.67,1.8,9.9,1.8,6.3,8.1,1.29,,tinoj001
400,Jesús Tinoco,29,CHC,NL,0.2,0,0,,0.0,2,0,2,0,0,0,4.0,3,0,0,0,0,0,3,0,0,0,14,,1.67,0.75,6.8,0.0,0.0,6.8,,,tinoj001
400,Jesús Tinoco,29,MIA,NL,1.2,1,0,1.0,2.03,21,0,7,0,0,3,26.2,13,6,6,1,5,1,30,1,0,0,98,213.0,2.08,0.675,4.4,0.3,1.7,10.1,6.0,,tinoj001
401,Jake Bird,28,COL,NL,0.3,2,2,0.5,4.5,35,0,5,0,0,1,40.0,43,21,20,5,25,1,31,4,0,1,185,106.0,5.42,1.7,9.7,1.1,5.6,7.0,1.24,,birdj001
402,Luis Medina,25,OAK,AL,0.3,2,4,0.333,5.18,8,8,0,0,0,0,40.0,43,24,23,4,20,1,32,1,0,5,180,77.0,4.44,1.575,9.7,0.9,4.5,7.2,1.6,,medil002
403,Matthew Boyd*,33,CLE,AL,0.7,2,2,0.5,2.72,8,8,0,0,0,0,39.2,32,16,12,4,13,0,46,2,1,0,166,149.0,3.29,1.134,7.3,0.9,2.9,10.4,3.54,,boydm001
404,Paul Sewald,34,ARI,NL,0.2,1,2,0.333,4.31,42,0,34,0,0,16,39.2,35,19,19,6,10,1,43,3,0,0,165,98.0,3.95,1.134,7.9,1.4,2.3,9.8,4.3,,sewap001
405,Kyle Bradish,27,BAL,AL,1.0,2,0,1.0,2.75,8,8,0,0,0,0,39.1,27,12,12,2,15,0,53,3,0,2,163,142.0,2.5,1.068,6.2,0.5,3.4,12.1,3.53,,bradk001
406,Erik Swanson,30,TOR,AL,-0.3,2,2,0.5,5.03,45,0,15,0,0,0,39.1,36,22,22,11,14,0,37,1,1,0,168,82.0,6.06,1.271,8.2,2.5,3.2,8.5,2.64,,swane001
407,Alex Wood*,33,OAK,AL,-0.2,1,3,0.25,5.26,9,9,0,0,0,0,39.1,51,27,23,6,19,1,33,5,1,0,186,76.0,5.3,1.78,11.7,1.4,4.3,7.6,1.74,,wooda002
408,Yimi García,33,2TM,AL,0.5,3,0,1.0,3.46,39,0,8,0,0,5,39.0,23,15,15,6,12,3,49,2,0,1,153,118.0,3.73,0.897,5.3,1.4,2.8,11.3,4.08,,garcy001
408,Yimi García,33,TOR,AL,0.7,3,0,1.0,2.7,29,0,8,0,0,5,30.0,16,9,9,3,8,3,42,2,0,1,115,154.0,2.67,0.8,4.8,0.9,2.4,12.6,5.25,,garcy001
408,Yimi García,33,SEA,AL,-0.2,0,0,,6.0,10,0,0,0,0,0,9.0,7,6,6,3,4,0,7,0,0,0,38,64.0,7.28,1.222,7.0,3.0,4.0,7.0,1.75,,garcy001
409,Scott Alexander*,34,OAK,AL,1.2,1,3,0.25,2.56,45,0,9,0,0,0,38.2,31,14,11,3,15,7,31,2,0,2,160,155.0,3.89,1.19,7.2,0.7,3.5,7.2,2.07,,alexs001
410,Joey Cantillo*,24,CLE,AL,-0.1,2,4,0.333,4.89,9,8,1,0,0,0,38.2,35,22,21,6,15,0,44,0,0,4,163,83.0,4.07,1.293,8.1,1.4,3.5,10.2,2.93,,cantj002
411,Tayler Saucedo*,31,SEA,AL,0.4,2,0,1.0,3.49,53,0,11,0,0,3,38.2,35,15,15,3,18,3,38,2,0,1,166,107.0,3.76,1.371,8.1,0.7,4.2,8.8,2.11,,sauct001
412,Tommy Henry*,26,ARI,NL,-0.8,2,3,0.4,7.04,9,7,1,0,0,0,38.1,49,31,30,9,18,0,30,4,0,0,182,60.0,6.37,1.748,11.5,2.1,4.2,7.0,1.67,,henrt001
413,Rafael Montero,33,HOU,AL,-0.1,1,2,0.333,4.7,41,0,7,0,0,0,38.1,35,21,20,8,19,0,23,3,0,0,164,86.0,6.4,1.409,8.2,1.9,4.5,5.4,1.21,,montr004
414,Wandy Peralta*,32,SDP,NL,0.4,3,2,0.6,3.99,46,0,10,0,0,0,38.1,33,19,17,6,13,0,22,5,0,2,162,104.0,5.46,1.2,7.7,1.4,3.1,5.2,1.69,,peraw002
415,Jake Cousins,29,NYY,AL,0.7,2,1,0.667,2.37,37,0,6,0,0,1,38.0,20,14,10,5,20,1,53,5,0,4,155,171.0,4.06,1.053,4.7,1.2,4.7,12.6,2.65,,cousj001
416,Emilio Pagán,33,CIN,NL,0.3,4,5,0.444,4.5,38,1,5,0,0,1,38.0,40,20,19,6,11,0,44,0,1,0,158,98.0,3.77,1.342,9.5,1.4,2.6,10.4,4.0,,pagae001
417,Thyago Vieira,31,3TM,2LG,0.0,0,1,0.0,5.21,28,0,13,0,0,1,38.0,37,23,22,8,26,1,39,2,1,3,177,82.0,5.74,1.658,8.8,1.9,6.2,9.2,1.5,,vieit001
417,Thyago Vieira,31,2TM,NL,0.0,0,1,0.0,4.5,27,0,13,0,0,1,38.0,36,20,19,8,22,1,39,2,1,2,172,94.0,5.74,1.526,8.5,1.9,5.2,9.2,1.77,,vieit001
417,Thyago Vieira,31,MIL,NL,-0.2,0,0,,5.64,16,0,9,0,0,1,22.1,25,14,14,6,13,1,25,2,0,0,106,75.0,6.43,1.701,10.1,2.4,5.2,10.1,1.92,,vieit001
417,Thyago Vieira,31,BAL,AL,0.0,0,0,,,1,0,0,0,0,0,0.0,1,3,3,0,4,0,0,0,0,1,5,6.0,,,,,,,0.0,,vieit001
417,Thyago Vieira,31,ARI,NL,0.2,0,1,0.0,2.87,11,0,4,0,0,0,15.2,11,6,5,2,9,0,14,0,1,2,66,149.0,4.76,1.277,6.3,1.1,5.2,8.0,1.56,,vieit001
418,Ian Hamilton,29,NYY,AL,0.5,0,1,0.0,3.82,35,0,5,0,0,1,37.2,37,17,16,2,14,0,41,3,0,0,163,106.0,3.03,1.354,8.8,0.5,3.3,9.8,2.93,,hamii001
419,Zebby Matthews,24,MIN,AL,-0.6,1,4,0.2,6.69,9,9,0,0,0,0,37.2,51,31,28,11,11,0,43,2,0,1,177,63.0,5.71,1.646,12.2,2.6,2.6,10.3,3.91,,mattz001
420,Sam Moll*,32,CIN,NL,0.8,3,2,0.6,3.35,48,0,7,0,0,0,37.2,27,16,14,3,14,2,38,2,0,0,152,132.0,3.46,1.088,6.5,0.7,3.3,9.1,2.71,,molls001
421,Manuel Rodríguez,27,TBR,AL,1.1,3,4,0.429,2.15,40,0,12,0,0,2,37.2,29,13,9,3,11,1,34,5,0,2,158,187.0,3.67,1.062,6.9,0.7,2.6,8.1,3.09,,rodrm001
422,Hunter Stratton,27,PIT,NL,0.6,2,1,0.667,3.58,36,0,8,0,0,1,37.2,37,17,15,3,7,0,33,3,0,2,158,117.0,3.25,1.168,8.8,0.7,1.7,7.9,4.71,,strah001
423,Danny Young*,30,NYM,NL,-0.2,4,1,0.8,4.54,42,0,13,0,0,0,37.2,29,22,19,3,18,1,48,7,0,5,165,87.0,3.64,1.248,6.9,0.7,4.3,11.5,2.67,,yound005
424,Brent Honeywell Jr.,29,2TM,NL,0.6,1,1,0.5,2.63,20,1,13,0,0,1,37.2,32,12,11,3,11,0,18,2,1,2,149,155.0,4.28,1.142,7.6,0.7,2.6,4.3,1.64,,honeb001
424,Brent Honeywell Jr.,29,PIT,NL,0.1,0,0,,2.7,2,0,1,0,0,0,3.1,3,1,1,0,2,0,1,0,0,0,15,170.0,4.37,1.5,8.1,0.0,5.4,2.7,0.5,,honeb001
424,Brent Honeywell Jr.,29,LAD,NL,0.5,1,1,0.5,2.62,18,1,12,0,0,1,34.1,29,11,10,3,9,0,17,2,1,2,134,153.0,4.27,1.107,7.6,0.8,2.4,4.5,1.89,,honeb001
425,Colin Poche*,30,TBR,AL,0.5,1,2,0.333,3.86,43,0,7,0,0,2,37.1,30,16,16,7,13,2,33,0,0,1,153,104.0,4.88,1.152,7.2,1.7,3.1,8.0,2.54,,pochc001
426,Braxton Garrett*,26,MIA,NL,0.3,2,2,0.5,5.35,7,7,0,1,1,0,37.0,40,24,22,5,4,0,34,5,0,1,161,80.0,3.81,1.189,9.7,1.2,1.0,8.3,8.5,,garrb001
427,Tyler Phillips,26,PHI,NL,-0.7,4,1,0.8,6.87,8,7,1,1,1,0,36.2,45,28,28,9,7,0,28,2,0,0,160,61.0,5.57,1.418,11.0,2.2,1.7,6.9,4.0,,philt002
428,Dillon Tate,30,2TM,AL,-0.1,2,1,0.667,4.66,33,0,10,0,0,1,36.2,42,21,19,2,12,0,27,4,0,0,164,85.0,3.71,1.473,10.3,0.5,2.9,6.6,2.25,,tated001
428,Dillon Tate,30,BAL,AL,-0.1,2,1,0.667,4.59,29,0,10,0,0,1,33.1,38,19,17,2,9,0,23,4,0,0,148,85.0,3.74,1.41,10.3,0.5,2.4,6.2,2.56,,tated001
428,Dillon Tate,30,TOR,AL,0.0,0,0,,5.4,4,0,0,0,0,0,3.1,4,2,2,0,3,0,4,0,0,0,16,84.0,3.47,2.1,10.8,0.0,8.1,10.8,1.33,,tated001
429,Mason Black,24,SFG,NL,-0.5,1,5,0.167,6.44,9,8,0,0,0,0,36.1,46,26,26,7,15,0,31,3,0,0,169,61.0,5.45,1.679,11.4,1.7,3.7,7.7,2.07,,blacm001
430,Justin Wrobleski*,23,LAD,NL,-0.4,1,2,0.333,5.7,8,6,1,0,0,1,36.1,34,24,23,9,16,0,26,1,0,1,154,70.0,6.36,1.376,8.4,2.2,4.0,6.4,1.63,,wrobj001
431,JT Chargois,33,2TM,2LG,0.9,3,1,0.75,2.23,36,0,9,0,0,0,36.1,24,9,9,6,13,1,30,2,0,0,146,181.0,4.9,1.018,5.9,1.5,3.2,7.4,2.31,,charj001
431,JT Chargois,33,MIA,NL,0.6,1,0,1.0,1.62,15,0,7,0,0,0,16.2,15,3,3,3,7,1,12,0,0,0,71,269.0,5.33,1.32,8.1,1.6,3.8,6.5,1.71,,charj001
431,JT Chargois,33,SEA,AL,0.3,2,1,0.667,2.75,21,0,2,0,0,0,19.2,9,6,6,3,6,0,18,2,0,0,75,138.0,4.54,0.763,4.1,1.4,2.7,8.2,3.0,,charj001
432,Nick Anderson,33,KCR,AL,0.3,3,1,0.75,4.04,37,0,19,0,0,1,35.2,35,17,16,6,15,1,29,1,0,1,153,103.0,5.07,1.402,8.8,1.5,3.8,7.3,1.93,,anden001
433,Jack Leiter,24,TEX,AL,-1.6,0,3,0.0,8.83,9,6,1,0,0,0,35.2,44,39,35,7,17,0,31,3,0,3,173,43.0,5.66,1.71,11.1,1.8,4.3,7.8,1.82,,leitj001
434,Nick Nastrini,24,CHW,AL,-0.8,0,7,0.0,7.07,9,8,0,0,0,0,35.2,32,33,28,7,36,0,26,1,0,3,174,59.0,7.37,1.907,8.1,1.8,9.1,6.6,0.72,,nastn001
435,Sixto Sánchez,25,MIA,NL,-0.5,0,3,0.0,6.06,14,7,2,0,0,0,35.2,43,29,24,3,14,0,17,3,1,1,162,71.0,4.74,1.598,10.9,0.8,3.5,4.3,1.21,,sancs001
436,Steven Okert*,32,MIN,AL,-0.3,3,2,0.6,5.09,44,1,8,0,0,1,35.1,37,22,20,6,16,3,33,3,0,2,160,83.0,5.12,1.5,9.4,1.5,4.1,8.4,2.06,,okers001
437,Dedniel Núñez,28,NYM,NL,0.8,2,0,1.0,2.31,25,0,3,0,0,1,35.0,24,11,9,3,8,1,48,0,2,1,135,172.0,2.22,0.914,6.2,0.8,2.1,12.3,6.0,,nuned003
438,Jake Woodford,27,2TM,2LG,-1.3,0,6,0.0,7.97,9,7,1,0,0,0,35.0,48,37,31,6,9,0,26,3,0,2,167,53.0,4.94,1.629,12.3,1.5,2.3,6.7,2.89,,woodj003
438,Jake Woodford,27,CHW,AL,-0.4,0,2,0.0,10.8,2,2,0,0,0,0,8.1,15,10,10,2,5,0,7,1,0,0,46,40.0,6.77,2.4,16.2,2.2,5.4,7.6,1.4,,woodj003
438,Jake Woodford,27,PIT,NL,-0.9,0,4,0.0,7.09,7,5,1,0,0,0,26.2,33,27,21,4,4,0,19,2,0,2,121,59.0,4.37,1.388,11.1,1.4,1.4,6.4,4.75,,woodj003
439,Kody Funderburk*,27,MIN,AL,-0.6,1,0,1.0,6.49,27,0,6,0,0,1,34.2,41,26,25,4,15,0,32,5,1,4,161,65.0,4.55,1.615,10.6,1.0,3.9,8.3,2.13,,fundk001
440,Cristian Javier,27,HOU,AL,0.4,3,1,0.75,3.89,7,7,0,0,0,0,34.2,30,16,15,4,19,0,27,0,0,1,150,104.0,4.75,1.413,7.8,1.0,4.9,7.0,1.42,,javic001
441,Ben Joyce,23,LAA,AL,1.6,2,0,1.0,2.08,31,1,12,0,0,4,34.2,26,8,8,1,14,0,33,4,0,4,142,203.0,3.19,1.154,6.8,0.3,3.6,8.6,2.36,,joycb001
442,Steven Wilson,29,CHW,AL,-0.6,1,6,0.143,5.71,40,0,12,0,0,0,34.2,29,29,22,8,26,6,34,3,1,1,163,73.0,6.71,1.587,7.5,2.1,6.8,8.8,1.31,,wilss002
443,Tanner Gordon,26,COL,NL,-1.1,0,6,0.0,8.65,8,8,0,0,0,0,34.1,53,34,33,10,6,0,26,2,0,0,160,55.0,6.14,1.718,13.9,2.6,1.6,6.8,4.33,,gordt002
444,A.J. Minter*,30,ATL,NL,1.1,5,4,0.556,2.62,39,0,10,0,0,1,34.1,24,10,10,6,11,1,35,1,0,0,134,160.0,4.45,1.019,6.3,1.6,2.9,9.2,3.18,,minta001
445,Chris Roycroft,27,STL,NL,0.0,1,2,0.333,4.19,27,0,13,0,0,0,34.1,31,19,16,2,17,0,33,4,0,1,155,99.0,3.84,1.398,8.1,0.5,4.5,8.7,1.94,,roycc001
446,Richard Lovelady*,28,2TM,2LG,0.2,3,6,0.333,4.46,35,0,8,0,0,2,34.1,34,18,17,3,11,1,26,2,0,1,147,91.0,3.92,1.311,8.9,0.8,2.9,6.8,2.36,,lover001
446,Richard Lovelady*,28,CHC,NL,-0.3,0,1,0.0,7.94,7,0,0,0,0,0,5.2,9,5,5,1,2,0,6,0,0,0,28,53.0,4.4,1.941,14.3,1.6,3.2,9.5,3.0,,lover001
446,Richard Lovelady*,28,TBR,AL,0.4,3,5,0.375,3.77,28,0,8,0,0,2,28.2,25,13,12,2,9,1,20,2,0,1,119,107.0,3.83,1.186,7.8,0.6,2.8,6.3,2.22,,lover001
447,J.T. Ginn,25,OAK,AL,0.5,1,1,0.5,4.24,8,6,1,0,0,0,34.0,36,16,16,4,9,1,29,2,0,0,142,94.0,3.96,1.324,9.5,1.1,2.4,7.7,3.22,,ginnj001
448,Michel Otañez,26,OAK,AL,0.4,1,0,1.0,3.44,36,0,6,0,0,1,34.0,27,15,13,2,20,0,55,3,0,6,151,116.0,2.72,1.382,7.1,0.5,5.3,14.6,2.75,,otanm001
449,Brock Burke*,27,2TM,AL,-0.2,2,1,0.667,5.82,34,1,9,0,0,0,34.0,37,22,22,4,16,2,41,2,0,0,154,71.0,3.87,1.559,9.8,1.1,4.2,10.9,2.56,,burkb001
449,Brock Burke*,27,TEX,AL,-0.5,0,0,,9.22,13,0,4,0,0,0,13.2,21,14,14,3,9,0,16,2,0,0,72,42.0,6.09,2.195,13.8,2.0,5.9,10.5,1.78,,burkb001
449,Brock Burke*,27,LAA,AL,0.3,2,1,0.667,3.54,21,1,5,0,0,0,20.1,16,8,8,1,7,2,25,0,0,0,82,120.0,2.38,1.131,7.1,0.4,3.1,11.1,3.57,,burkb001
450,Marco Gonzales*,32,PIT,NL,0.5,1,1,0.5,4.54,7,7,0,0,0,0,33.2,43,17,17,5,11,0,23,0,0,0,151,92.0,4.71,1.604,11.5,1.3,2.9,6.1,2.09,,gonzm005
451,Adam Mazur,23,SDP,NL,-0.7,1,3,0.25,7.49,8,8,0,0,0,0,33.2,40,28,28,6,21,0,22,2,0,0,158,55.0,6.23,1.812,10.7,1.6,5.6,5.9,1.05,,mazua001
452,Jeffrey Springs*,31,TBR,AL,0.9,2,2,0.5,3.27,7,7,0,0,0,0,33.0,34,12,12,5,11,0,37,1,0,0,142,123.0,3.98,1.364,9.3,1.4,3.0,10.1,3.36,,sprij001
453,Ryan Burr,30,TOR,AL,0.0,0,2,0.0,4.13,34,4,5,0,0,0,32.2,29,16,15,4,12,0,47,1,0,0,140,100.0,3.07,1.255,8.0,1.1,3.3,12.9,3.92,,burrr002
454,Scott McGough,34,ARI,NL,-1.1,1,3,0.25,7.44,26,2,7,0,0,0,32.2,34,30,27,6,21,0,25,1,1,1,150,57.0,6.04,1.684,9.4,1.7,5.8,6.9,1.19,,mcgos001
455,Jake Diekman*,37,NYM,NL,-0.8,2,3,0.4,5.63,43,0,10,0,0,4,32.0,23,24,20,7,24,0,40,4,0,2,145,71.0,6.13,1.469,6.5,2.0,6.8,11.3,1.67,,diekj001
