game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,vis_pitcher,home_ERA,vis_ERA
WAS202408300,WAS,CHN,2,0,irvij001,imans001,5.7,3.73
WAS202408310,WAS,CHN,0,0,herzd001,assaj001,,3.65
WAS202409010,WAS,CHN,0,0,parkm001,wickj001,5.68,6.28
WAS202409100,WAS,ATL,0,0,gorem001,chavj001,4.17,9.0
WAS202409110,WAS,ATL,0,0,irvij001,friem001,5.7,2.86
WAS202409120,WAS,MIA,3,0,law-d001,benda001,,2.16
WAS202409130,WAS,MIA,2,0,herzd001,cabre003,,3.53
WAS202409140,WAS,MIA,0,0,corbp001,bellv001,4.4,4.65
WAS202409150,WAS,MIA,0,0,gorem001,ollea001,4.17,
WAS202409240,WAS,KCA,0,0,finnk001,zerpa001,3.47,4.18
WAS202409250,WAS,KCA,0,0,herzd001,lyncd001,,3.06
WAS202409260,WAS,KCA,1,0,finnk001,bubik001,3.47,2.55
WAS202409270,WAS,PHI,4,0,willt002,suarr001,6.21,3.2
WAS202409280,WAS,PHI,0,0,ferrj002,hoffj003,,4.37
WAS202409290,WAS,PHI,1,2,irvij001,nolaa001,5.7,6.01
