game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,vis_pitcher,home_ERA,vis_ERA
ANA202404050,ANA,BOS,0,0,sorij002,martc007,4.26,2.98
ANA202404060,ANA,BOS,0,0,detmr001,weisg001,3.96,2.82
ANA202404070,ANA,BOS,0,0,silsc001,houct001,1.64,8.04
ANA202404080,ANA,TBA,2,0,andet002,efliz001,4.56,5.93
ANA202404090,ANA,TBA,2,0,sandp002,civaa001,,4.85
ANA202404100,ANA,TBA,0,3,sorij002,kellk004,4.26,5.9
ANA202404220,ANA,BAL,0,0,detmr001,suara001,3.96,2.31
ANA202404230,ANA,BAL,1,0,canng001,rodrg003,3.77,
ANA202404240,ANA,BAL,0,0,andet002,kremd001,4.56,4.19
ANA202404260,ANA,MIN,0,0,sandp002,oberb002,,5.1
ANA202404270,ANA,MIN,0,1,sorij002,paddc001,4.26,5.35
ANA202404280,ANA,MIN,0,0,detmr001,lopep002,3.96,2.74
ANA202404290,ANA,PHI,1,3,cimba001,domis001,,3.16
ANA202404300,ANA,PHI,0,0,estec001,alvaj004,2.45,3.81
ANA202405010,ANA,PHI,0,0,sandp002,wheez001,,2.71
ANA202405090,ANA,KCA,0,0,detmr001,wachm001,3.96,3.86
ANA202405100,ANA,KCA,0,0,estec001,dufft001,2.45,
ANA202405110,ANA,KCA,0,1,andet002,ragac001,4.56,4.67
ANA202405120,ANA,KCA,0,0,sandp002,lugos001,,4.15
ANA202405130,ANA,SLN,0,0,moorm003,leahk001,,3.07
ANA202405140,ANA,SLN,0,0,strih001,grays001,3.27,4.28
ANA202405150,ANA,SLN,4,0,canng001,lynnl001,3.77,
ANA202405240,ANA,CLE,1,0,sandp002,allel003,,4.25
ANA202405250,ANA,CLE,0,0,sorij002,bibet001,4.26,4.24
ANA202405260,ANA,CLE,0,0,detmr001,liveb001,3.96,3.22
ANA202405280,ANA,NYA,2,1,moorm003,weavl001,,3.62
ANA202405290,ANA,NYA,0,0,andet002,gil-l001,4.56,3.32
ANA202405300,ANA,NYA,0,0,sandp002,rodoc001,,3.09
ANA202406030,ANA,SDN,0,1,strih001,morea001,3.27,2.08
ANA202406040,ANA,SDN,0,0,moorm003,matsy001,,3.98
ANA202406050,ANA,SDN,1,0,sorij002,ceasd001,4.26,4.55
ANA202406070,ANA,HOU,0,1,canng001,valdf001,3.77,3.66
ANA202406080,ANA,HOU,0,0,andet002,browh001,4.56,2.43
ANA202406090,ANA,HOU,0,0,estec001,hadej001,2.45,2.05
ANA202406170,ANA,MIL,0,0,plesz001,rodrc003,,6.52
ANA202406180,ANA,MIL,0,1,canng001,myert001,3.77,3.55
ANA202406190,ANA,MIL,0,1,andet002,peraf001,4.56,2.7
ANA202406240,ANA,OAK,2,0,canng001,medil002,3.77,
ANA202406250,ANA,OAK,0,0,andet002,spenm001,4.56,5.1
ANA202406260,ANA,OAK,0,0,moorm003,estej001,,9.82
ANA202406270,ANA,DET,0,0,danid001,flahj002,5.4,4.64
ANA202406280,ANA,DET,2,0,garcl005,mills001,3.52,2.74
ANA202406290,ANA,DET,0,1,joycb001,folej001,6.23,
ANA202406300,ANA,DET,0,1,andet002,mizec001,4.56,3.87
ANA202407080,ANA,TEX,0,2,danid001,grayj003,5.4,7.71
ANA202407090,ANA,TEX,0,1,garcl005,leclj001,3.52,6.0
ANA202407100,ANA,TEX,0,0,crouh001,lorem002,,4.64
ANA202407110,ANA,SEA,0,4,kochj001,castl003,6.81,3.54
ANA202407120,ANA,SEA,2,2,crouh001,votha001,,
ANA202407130,ANA,SEA,0,1,sorij002,kirbg001,4.26,4.21
ANA202407140,ANA,SEA,0,0,crouh001,votha001,,
ANA202407250,ANA,OAK,0,2,rosek001,strir001,,
ANA202407260,ANA,OAK,4,0,crouh001,blacp001,,6.23
ANA202407270,ANA,OAK,0,3,andet002,spenm001,4.56,5.1
ANA202407280,ANA,OAK,0,0,contr001,bidoo001,5.68,5.87
ANA202407300,ANA,COL,2,2,quijj001,birdj001,,5.53
ANA202407310,ANA,COL,0,1,crouh001,freek001,,4.98
ANA202408010,ANA,COL,0,0,crouh001,vodnv001,,3.02
ANA202408020,ANA,NYN,0,0,andet002,blacp001,4.56,6.23
ANA202408030,ANA,NYN,1,0,moorm003,brazh001,,3.57
ANA202408040,ANA,NYN,0,0,canng001,quinj001,3.77,3.96
ANA202408120,ANA,TOR,0,0,danid001,franb002,5.4,6.05
ANA202408130,ANA,TOR,0,3,fulmc001,gausk001,5.83,3.59
ANA202408140,ANA,TOR,0,0,andet002,berrj001,4.56,4.17
ANA202408160,ANA,ATL,0,0,burkb001,schws001,3.36,3.09
ANA202408170,ANA,ATL,0,3,canng001,salec001,3.77,2.58
ANA202408180,ANA,ATL,0,1,kochj001,mortc002,6.81,5.83
ANA202408300,ANA,SEA,2,5,aldes001,kirbg001,7.9,4.21
ANA202408310,ANA,SEA,0,0,joycb001,munoa002,6.23,1.73
ANA202409010,ANA,SEA,1,0,danac001,millb004,6.4,5.68
ANA202409030,ANA,LAN,0,0,contr001,kopem001,5.68,2.45
ANA202409040,ANA,LAN,5,0,canng001,millb005,3.77,12.6
ANA202409130,ANA,HOU,0,0,aldes001,kikuy001,7.9,3.99
ANA202409140,ANA,HOU,1,1,andet002,verlj001,4.56,3.85
ANA202409150,ANA,HOU,0,0,danac001,blanr001,6.4,4.1
ANA202409160,ANA,CHA,0,3,detmr001,cannj001,3.96,5.82
ANA202409170,ANA,CHA,0,0,canng001,martd006,3.77,4.1
ANA202409180,ANA,CHA,0,0,quijj001,iriaj001,,
ANA202409270,ANA,TEX,1,3,detmr001,robed005,3.96,4.15
ANA202409280,ANA,TEX,0,0,quijj001,dunnd001,,6.97
ANA202409290,ANA,TEX,0,0,kochj001,eovan001,6.81,1.73
ARI202403280,ARI,COL,2,0,gallz001,freek001,4.83,4.98
ARI202403290,ARI,COL,2,0,kellm002,quanc001,3.52,6.04
ARI202403300,ARI,COL,2,0,henrt001,lambp001,4.05,
ARI202403310,ARI,COL,3,0,pfaab001,feltr001,5.25,4.75
ARI202404010,ARI,NYA,0,0,nelsr003,weavl001,3.39,3.62
ARI202404020,ARI,NYA,3,0,gallz001,cortn001,4.83,6.29
ARI202404030,ARI,NYA,0,0,mcgos001,holmc001,6.75,3.53
ARI202404120,ARI,SLN,0,3,mantj002,gallg001,15.83,
ARI202404130,ARI,SLN,1,0,nelsr003,gibsk002,3.39,16.78
ARI202404140,ARI,SLN,0,0,gallz001,mikom001,4.83,4.84
ARI202404150,ARI,CHN,0,0,jarvb001,thomk002,5.73,
ARI202404160,ARI,CHN,0,0,ginkk001,smyld001,7.36,
ARI202404170,ARI,CHN,1,0,pfaab001,wesnh001,5.25,4.5
ARI202404290,ARI,LAN,1,0,henrt001,paxtj001,4.05,
ARI202404300,ARI,LAN,0,0,mcgos001,crisn001,6.75,3.71
ARI202405010,ARI,LAN,0,0,montj004,yamay001,,2.49
ARI202405030,ARI,SDN,0,0,ceccs001,ceasd001,4.3,4.55
ARI202405040,ARI,SDN,0,1,pfaab001,kingm002,5.25,3.44
ARI202405050,ARI,SDN,4,0,nelsr003,waldm003,3.39,7.71
ARI202405130,ARI,CIN,0,0,martj011,diaza004,4.11,8.15
ARI202405140,ARI,CIN,0,0,ceccs001,greeh001,4.3,2.76
ARI202405150,ARI,CIN,0,0,thomr007,cruzf002,3.92,3.56
ARI202405170,ARI,DET,0,0,nelsr003,skubt001,3.39,2.21
ARI202405180,ARI,DET,0,0,gallz001,flahj002,4.83,4.64
ARI202405190,ARI,DET,2,0,thomr007,holtt002,3.92,3.66
ARI202405240,ARI,MIA,0,0,gallz001,garrb001,4.83,
ARI202405250,ARI,MIA,2,1,montj004,sancs001,,
ARI202405260,ARI,MIA,0,0,ginkk001,weatr001,7.36,3.99
ARI202406030,ARI,SFN,0,0,thomr007,rodrr010,3.92,1.78
ARI202406040,ARI,SFN,0,0,ginkk001,harrk001,7.36,4.04
ARI202406050,ARI,SFN,1,0,montj004,hjels001,,7.8
ARI202406110,ARI,ANA,0,0,montj004,suarj001,,1.86
ARI202406120,ARI,ANA,0,1,ceccs001,sorij002,4.3,4.26
ARI202406130,ARI,ANA,3,0,pfaab001,canng001,5.25,3.77
ARI202406140,ARI,CHA,0,0,nelsr003,flexc001,3.39,3.09
ARI202406150,ARI,CHA,1,0,vieit001,fedde001,,5.49
ARI202406160,ARI,CHA,3,0,montj004,thord001,,
ARI202406250,ARI,MIN,2,0,ginkk001,alcaj001,7.36,6.22
ARI202406260,ARI,MIN,0,0,nelsr003,woods002,3.39,4.04
ARI202406270,ARI,MIN,0,0,montj004,festd001,,5.4
ARI202406280,ARI,OAK,2,0,thomr007,alexs001,3.92,6.11
ARI202406290,ARI,OAK,0,0,gallz001,harrh002,4.83,3.2
ARI202406300,ARI,OAK,0,0,mantj002,mcfat001,15.83,
ARI202407080,ARI,ATL,0,1,martj011,igler001,4.11,3.21
ARI202407090,ARI,ATL,0,0,gallz001,salec001,4.83,2.58
ARI202407100,ARI,ATL,0,0,thomr007,jimej003,3.92,
ARI202407110,ARI,ATL,0,0,pfaab001,friem001,5.25,2.86
ARI202407120,ARI,TOR,0,0,martj011,greec003,4.11,5.56
ARI202407130,ARI,TOR,1,0,diazy005,berrj001,9.0,4.17
ARI202407140,ARI,TOR,0,0,ginkk001,richt001,7.36,7.94
ARI202407260,ARI,PIT,0,2,gallz001,mlodc001,4.83,3.55
ARI202407270,ARI,PIT,1,1,pfaab001,prieq001,5.25,3.32
ARI202407280,ARI,PIT,0,0,martj011,chapa001,4.11,1.17
ARI202407290,ARI,WAS,0,5,mantj002,finnk001,15.83,3.47
ARI202407300,ARI,WAS,2,0,nelsr003,corbp001,3.39,4.4
ARI202407310,ARI,WAS,0,0,gallz001,gorem001,4.83,4.17
ARI202408080,ARI,PHI,0,0,montj004,allak001,,2.63
ARI202408090,ARI,PHI,1,0,martj011,hoffj003,4.11,4.37
ARI202408100,ARI,PHI,1,0,ginkk001,nolaa001,7.36,6.01
ARI202408110,ARI,PHI,1,2,kellm002,sancc002,3.52,2.5
ARI202408120,ARI,COL,0,0,pfaab001,molia001,5.25,7.27
ARI202408130,ARI,COL,0,0,mantj002,vodnv001,15.83,3.02
ARI202408140,ARI,COL,4,0,montj004,gordt002,,6.33
ARI202408270,ARI,NYN,0,0,pfaab001,manas001,5.25,5.64
ARI202408280,ARI,NYN,0,0,thomr007,diaze006,3.92,1.63
ARI202408290,ARI,NYN,0,0,martj011,buttj001,4.11,3.9
ARI202408300,ARI,LAN,2,2,flord002,brasr001,,4.5
ARI202408310,ARI,LAN,4,3,thomr007,caspb001,3.92,4.64
ARI202409010,ARI,LAN,0,0,pfaab001,wrobj001,5.25,4.32
ARI202409020,ARI,LAN,0,0,rodre004,flahj002,5.02,4.64
ARI202409100,ARI,TEX,2,0,gallz001,eovan001,4.83,1.73
ARI202409110,ARI,TEX,3,0,flord002,bradc003,,
ARI202409130,ARI,MIL,1,0,rodre004,peraf001,5.02,2.7
ARI202409140,ARI,MIL,0,1,pfaab001,myert001,5.25,3.55
ARI202409150,ARI,MIL,2,0,walsb001,koenj001,,2.86
ARI202409230,ARI,SFN,1,0,rodre004,birdh001,5.02,4.8
ARI202409240,ARI,SFN,0,0,pfaab001,webbl001,5.25,3.22
ARI202409250,ARI,SFN,0,0,gallz001,blacm001,4.83,6.75
ARI202409270,ARI,SDN,2,4,kellm002,darvy001,3.52,5.38
ARI202409280,ARI,SDN,0,0,puk-a001,peraw002,,3.14
ARI202409290,ARI,SDN,0,0,pfaab001,perem004,5.25,3.54
ATL202404050,ATL,ARI,1,3,johnp001,mcgos001,3.05,6.75
ATL202404060,ATL,ARI,0,6,minta001,frial001,,
ATL202404070,ATL,ARI,0,0,salec001,nelsr003,2.58,3.39
ATL202404080,ATL,NYN,0,0,johnp001,diekj001,3.05,
ATL202404090,ATL,NYN,1,0,loper003,housa001,5.4,3.31
ATL202404110,ATL,NYN,0,1,winaa001,quinj001,8.68,3.96
ATL202404190,ATL,TEX,1,1,salec001,latzj001,2.58,2.84
ATL202404200,ATL,TEX,0,0,mortc002,eovan001,5.83,1.73
ATL202404210,ATL,TEX,3,0,vined001,lorem002,,4.64
ATL202404220,ATL,MIA,0,0,eldeb001,weatr001,5.3,3.99
ATL202404230,ATL,MIA,0,0,friem001,roget003,2.86,1.81
ATL202404240,ATL,MIA,2,0,minta001,scott003,,4.74
ATL202404260,ATL,CLE,0,1,salec001,allel003,2.58,4.25
ATL202404270,ATL,CLE,0,0,lee-d005,barls001,3.29,4.21
ATL202404280,ATL,CLE,0,0,minta001,clase001,,3.23
ATL202405070,ATL,BOS,0,0,jimej003,slatj002,,4.24
ATL202405080,ATL,BOS,4,0,salec001,piven001,2.58,2.87
ATL202405130,ATL,CHN,0,0,kerrr001,wesnh001,,4.5
ATL202405140,ATL,CHN,1,0,salec001,tailj001,2.58,3.68
ATL202405150,ATL,CHN,0,3,mortc002,assaj001,5.83,3.65
ATL202405170,ATL,SDN,1,0,friem001,waldm003,2.86,7.71
ATL202405190,ATL,SDN,0,3,eldeb001,darvy001,5.3,5.38
ATL202405201,ATL,SDN,2,0,jimej003,britj003,,
ATL202405202,ATL,SDN,1,0,salec001,vasqr001,2.58,3.84
ATL202405270,ATL,WAS,0,4,mortc002,parkm001,5.83,5.68
ATL202405280,ATL,WAS,0,0,friem001,barnj002,2.86,9.0
ATL202405290,ATL,WAS,0,0,schws001,gorem001,3.09,4.17
ATL202405300,ATL,WAS,0,0,kerrr001,willt002,,6.21
ATL202405310,ATL,OAK,1,0,loper003,searj001,5.4,5.04
ATL202406010,ATL,OAK,2,2,hergj001,kellm004,2.48,3.18
ATL202406020,ATL,OAK,1,0,lee-d005,adama002,3.29,
ATL202406140,ATL,TBA,5,1,salec001,littz001,2.58,3.81
ATL202406150,ATL,TBA,0,1,mortc002,pepir001,5.83,3.86
ATL202406160,ATL,TBA,1,1,igler001,adamj002,3.21,1.93
ATL202406170,ATL,DET,0,0,hernd005,mills001,3.41,2.74
ATL202406180,ATL,DET,2,0,schws001,mizec001,3.09,3.87
ATL202406190,ATL,DET,0,0,loper003,skubt001,5.4,2.21
ATL202406280,ATL,PIT,0,0,mortc002,perem004,5.83,3.54
ATL202406290,ATL,PIT,1,0,hernd005,nicok001,3.41,4.74
ATL202406300,ATL,PIT,0,0,schws001,faltb001,3.09,4.45
ATL202407020,ATL,SFN,0,0,lee-d005,birdh001,3.29,4.8
ATL202407030,ATL,SFN,0,0,salec001,hickj002,2.58,6.95
ATL202407040,ATL,SFN,2,0,mortc002,webbl001,5.83,3.22
ATL202407050,ATL,PHI,0,0,friem001,nolaa001,2.86,6.01
ATL202407060,ATL,PHI,3,0,schws001,suarr001,3.09,3.2
ATL202407070,ATL,PHI,0,0,loper003,mercm002,5.4,15.0
ATL202407201,ATL,SLN,0,0,johnp001,roycc001,3.05,7.84
ATL202407202,ATL,SLN,1,1,eldeb001,grays001,5.3,4.28
ATL202407210,ATL,SLN,0,0,schws001,mikom001,3.09,4.84
ATL202407220,ATL,CIN,0,1,loper003,greeh001,5.4,2.76
ATL202407240,ATL,CIN,1,4,winaa001,molls001,8.68,6.38
ATL202408010,ATL,MIA,3,0,mortc002,meyem001,5.83,4.73
ATL202408020,ATL,MIA,0,2,bumma001,faucc001,3.81,3.28
ATL202408030,ATL,MIA,1,0,johnp001,crond001,3.05,
ATL202408040,ATL,MIA,0,0,friem001,cabre003,2.86,3.53
ATL202408060,ATL,MIL,0,3,eldeb001,rea-c001,5.3,3.95
ATL202408070,ATL,MIL,2,0,johnp001,peraf001,3.05,2.7
ATL202408080,ATL,MIL,0,3,mortc002,pegue001,5.83,6.75
ATL202408200,ATL,PHI,0,0,holmg001,wheez001,3.99,2.71
ATL202408210,ATL,PHI,0,0,jimej003,stram001,,2.74
ATL202408220,ATL,PHI,0,1,schws001,sancc002,3.09,2.5
ATL202408230,ATL,WAS,1,0,igler001,salae001,3.21,8.38
ATL202408240,ATL,WAS,0,0,bumma001,garcr008,3.81,2.95
ATL202408250,ATL,WAS,0,1,jackl001,barnj002,4.06,9.0
ATL202409030,ATL,COL,0,0,salec001,freek001,2.58,4.98
ATL202409040,ATL,COL,4,0,mortc002,blalb001,5.83,9.36
ATL202409050,ATL,COL,1,0,loper003,gomba001,5.4,7.49
ATL202409060,ATL,TOR,0,0,friem001,gausk001,2.86,3.59
ATL202409070,ATL,TOR,0,0,schws001,berrj001,3.09,4.17
ATL202409080,ATL,TOR,0,0,igler001,pop-z001,3.21,14.85
ATL202409090,ATL,CIN,0,0,mortc002,martn002,5.83,4.45
ATL202409130,ATL,LAN,1,0,schws001,knacl001,3.09,4.89
ATL202409140,ATL,LAN,1,0,salec001,flahj002,2.58,4.64
ATL202409150,ATL,LAN,0,0,igler001,kopem001,3.21,2.45
ATL202409160,ATL,LAN,0,0,friem001,phile001,2.86,0.0
ATL202409240,ATL,NYN,0,0,schws001,sevel001,3.09,4.54
ATL202409270,ATL,KCA,0,0,friem001,singb001,2.86,4.03
ATL202409280,ATL,KCA,0,0,igler001,longs002,3.21,5.36
ATL202409290,ATL,KCA,0,3,mortc002,marsa001,5.83,
ATL202409301,ATL,NYN,0,0,johnp001,diaze006,3.05,1.63
ATL202409302,ATL,NYN,0,0,hernd005,luccj001,3.41,3.76
BAL202403280,BAL,ANA,2,1,burnc002,sandp002,2.66,
BAL202403300,BAL,ANA,2,0,rodrg003,canng001,,3.77
BAL202403310,BAL,ANA,0,2,wellt003,detmr001,2.91,3.96
BAL202404010,BAL,KCA,0,0,kimbc001,anden001,2.25,6.14
BAL202404020,BAL,KCA,0,0,irvic001,marsa001,,
BAL202404030,BAL,KCA,0,1,canoy001,smitw002,5.12,
BAL202404120,BAL,MIL,0,0,wellt003,peraf001,2.91,2.7
BAL202404130,BAL,MIL,3,0,kremd001,pegue001,4.19,6.75
BAL202404140,BAL,MIL,1,1,canoy001,uriba001,5.12,1.67
BAL202404150,BAL,MIN,2,0,tated001,varll001,4.26,
BAL202404160,BAL,MIN,0,0,rodrg003,paddc001,,5.35
BAL202404170,BAL,MIN,1,0,kimbc001,jax-g001,2.25,4.23
BAL202404260,BAL,OAK,0,1,webbj002,spenm001,3.0,5.1
BAL202404270,BAL,OAK,0,0,irvic001,searj001,,5.04
BAL202404280,BAL,OAK,0,0,kimbc001,mcfat001,2.25,
BAL202404290,BAL,NYA,1,0,rodrg003,schmc002,,3.32
BAL202404300,BAL,NYA,0,0,kremd001,cortn001,4.19,6.29
BAL202405010,BAL,NYA,0,0,burnc002,gil-l001,2.66,3.32
BAL202405020,BAL,NYA,0,0,akink001,rodoc001,3.41,3.09
BAL202405100,BAL,ARI,0,0,irvic001,pfaab001,,5.25
BAL202405110,BAL,ARI,0,0,kimbc001,jarvb001,2.25,5.73
BAL202405120,BAL,ARI,0,0,kremd001,gallz001,4.19,4.83
BAL202405130,BAL,TOR,0,0,webbj002,romaj004,3.0,8.23
BAL202405150,BAL,TOR,1,0,could001,romaj004,2.3,8.23
BAL202405170,BAL,SEA,5,1,meanj001,millb004,,5.68
BAL202405180,BAL,SEA,0,0,canoy001,stanr002,5.12,5.3
BAL202405190,BAL,SEA,2,0,burnc002,kirbg001,2.66,4.21
BAL202405270,BAL,BOS,0,0,irvic001,crisc002,,3.57
BAL202405280,BAL,BOS,3,2,rodrg003,bellb002,,3.35
BAL202405290,BAL,BOS,0,0,burnc002,crawk001,2.66,
BAL202405310,BAL,TBA,0,0,perec004,lover001,8.31,8.49
BAL202406010,BAL,TBA,3,0,webbj002,bradt002,3.0,5.05
BAL202406020,BAL,TBA,1,0,tated001,armss001,4.26,2.31
BAL202406110,BAL,ATL,0,0,suara001,friem001,2.31,2.86
BAL202406120,BAL,ATL,0,0,akink001,jimej003,3.41,
BAL202406130,BAL,ATL,0,2,irvic001,loper003,,5.4
BAL202406140,BAL,PHI,0,1,webbj002,kerko001,3.0,3.3
BAL202406150,BAL,PHI,0,1,rodrg003,walkt004,,4.08
BAL202406160,BAL,PHI,1,0,burnc002,wheez001,2.66,2.71
BAL202406240,BAL,CLE,1,1,povic001,bibet001,5.21,4.24
BAL202406250,BAL,CLE,2,1,irvic001,avilp001,,
BAL202406260,BAL,CLE,0,0,rodrg003,currx001,,6.0
BAL202406270,BAL,TEX,3,0,burnc002,grayj003,2.66,7.71
BAL202406280,BAL,TEX,0,0,suara001,schem001,2.31,5.19
BAL202406290,BAL,TEX,0,1,povic001,lorem002,5.21,4.64
BAL202406300,BAL,TEX,0,0,irvic001,heana001,,5.52
BAL202407090,BAL,CHN,0,1,kremd001,tailj001,4.19,3.68
BAL202407100,BAL,CHN,0,0,burnc002,imans001,2.66,3.73
BAL202407110,BAL,CHN,0,0,suara001,steej002,2.31,4.76
BAL202407120,BAL,NYA,0,0,povic001,coleg001,5.21,
BAL202407130,BAL,NYA,0,4,rodrg003,gil-l001,,3.32
BAL202407140,BAL,NYA,0,0,kimbc001,holmc001,2.25,3.53
BAL202407260,BAL,SDN,0,0,kimbc001,suarr002,2.25,2.97
BAL202407270,BAL,SDN,0,0,kremd001,kingm002,4.19,3.44
BAL202407280,BAL,SDN,0,0,perec004,vasqr001,8.31,3.84
BAL202407291,BAL,TOR,4,0,efliz001,rodry003,5.93,3.08
BAL202407292,BAL,TOR,1,1,povic001,franb002,5.21,6.05
BAL202407300,BAL,TOR,1,0,burnc002,bassc001,2.66,3.96
BAL202407310,BAL,TOR,2,0,rodrg003,espip001,,
BAL202408130,BAL,WAS,0,2,roget003,irvij001,1.81,5.7
BAL202408140,BAL,WAS,2,0,kremd001,herzd001,4.19,
BAL202408150,BAL,BOS,0,0,efliz001,piven001,5.93,2.87
BAL202408160,BAL,BOS,0,2,burnc002,crisc002,2.66,3.57
BAL202408170,BAL,BOS,0,0,povic001,bellb002,5.21,3.35
BAL202408180,BAL,BOS,0,0,suara001,crawk001,2.31,
BAL202408220,BAL,HOU,0,0,burnc002,arris001,2.66,5.35
BAL202408230,BAL,HOU,0,0,kimbc001,abreb002,2.25,2.28
BAL202408240,BAL,HOU,0,1,akink001,valdf001,3.41,3.66
BAL202408250,BAL,HOU,0,0,smitb005,nerih001,,6.75
BAL202409020,BAL,CHA,1,2,burnc002,flexc001,2.66,3.09
BAL202409030,BAL,CHA,3,0,povic001,nastn001,5.21,
BAL202409040,BAL,CHA,1,1,suara001,cannj001,2.31,5.82
BAL202409060,BAL,TBA,0,0,kremd001,baz-s001,4.19,4.87
BAL202409070,BAL,TBA,0,1,efliz001,pepir001,5.93,3.86
BAL202409080,BAL,TBA,0,0,burnc002,littz001,2.66,3.81
BAL202409170,BAL,SFN,0,1,suara001,snelb001,2.31,2.35
BAL202409180,BAL,SFN,0,1,kremd001,birdh001,4.19,4.8
BAL202409190,BAL,SFN,0,0,sotog003,walkr001,4.18,4.11
BAL202409200,BAL,DET,2,0,burnc002,holtt002,2.66,3.66
BAL202409210,BAL,DET,0,0,canoy001,brieb001,5.12,6.55
BAL202409220,BAL,DET,0,0,suara001,guens001,2.31,5.23
BOS202404090,BOS,BAL,1,0,bellb002,burnc002,3.35,2.66
BOS202404100,BOS,BAL,0,0,martc007,baumm001,2.98,
BOS202404110,BOS,BAL,2,0,campi001,kimbc001,7.04,2.25
BOS202404120,BOS,ANA,0,3,houct001,detmr001,8.04,3.96
BOS202404130,BOS,ANA,4,0,weisg001,canng001,2.82,3.77
BOS202404140,BOS,ANA,2,0,bellb002,andet002,3.35,4.56
BOS202404150,BOS,CLE,0,0,bernb001,herrt002,3.14,4.85
BOS202404160,BOS,CLE,0,0,wincj001,clase001,3.86,3.23
BOS202404170,BOS,CLE,0,0,houct001,liveb001,8.04,3.22
BOS202404180,BOS,CLE,1,0,crisc002,carrc003,3.57,7.09
BOS202404260,BOS,CHN,0,0,crawk001,imans001,,3.73
BOS202404270,BOS,CHN,2,0,slatj002,browb006,4.24,5.92
BOS202404280,BOS,CHN,1,0,jansk001,leitm002,2.59,4.84
BOS202404300,BOS,SFN,1,0,crisc002,webbl001,3.57,3.22
BOS202405010,BOS,SFN,0,0,crawk001,jeffd001,,
BOS202405020,BOS,SFN,0,0,kellz001,walkr001,4.58,4.11
BOS202405100,BOS,WAS,0,0,houct001,corbp001,8.04,4.4
BOS202405110,BOS,WAS,0,0,martc007,garcr008,2.98,2.95
BOS202405120,BOS,WAS,0,0,bellb002,gorem001,3.35,4.17
BOS202405130,BOS,TBA,3,3,crawk001,efliz001,,5.93
BOS202405140,BOS,TBA,0,1,bernb001,rodrm001,3.14,2.08
BOS202405150,BOS,TBA,1,0,houct001,bradt002,8.04,5.05
BOS202405160,BOS,TBA,0,0,jansk001,rodrm001,2.59,2.08
BOS202405240,BOS,MIL,0,0,crawk001,wilsb003,,6.65
BOS202405250,BOS,MIL,0,0,piven001,rea-c001,2.87,3.95
BOS202405260,BOS,MIL,0,0,slatj002,pegue001,4.24,6.75
BOS202405300,BOS,DET,0,0,piven001,flahj002,2.87,4.64
BOS202405310,BOS,DET,0,1,houct001,maedk001,8.04,7.88
BOS202406010,BOS,DET,0,1,crisc002,olsor001,3.57,3.15
BOS202406020,BOS,DET,1,0,boosc001,chafa001,5.52,2.41
BOS202406040,BOS,ATL,0,0,crawk001,friem001,,2.86
BOS202406050,BOS,ATL,0,0,piven001,schws001,2.87,3.09
BOS202406110,BOS,PHI,1,1,crawk001,wheez001,,2.71
BOS202406120,BOS,PHI,0,2,boosc001,ruizj001,5.52,8.82
BOS202406130,BOS,PHI,0,0,houct001,nolaa001,8.04,6.01
BOS202406140,BOS,NYA,0,2,bellb002,gil-l001,3.35,3.32
BOS202406150,BOS,NYA,3,0,slatj002,rodoc001,4.24,3.09
BOS202406160,BOS,NYA,0,1,crawk001,strom001,,6.23
BOS202406240,BOS,TOR,0,0,jansk001,pop-z001,2.59,14.85
BOS202406250,BOS,TOR,0,0,bellb002,gausk001,3.35,3.59
BOS202406260,BOS,TOR,0,0,piven001,pop-z001,2.87,14.85
BOS202406280,BOS,SDN,0,0,piven001,koles001,2.87,3.51
BOS202406290,BOS,SDN,0,0,houct001,kingm002,8.04,3.44
BOS202406300,BOS,SDN,2,0,wincj001,waldm003,3.86,7.71
BOS202407090,BOS,OAK,3,2,bellb002,estej001,3.35,9.82
BOS202407100,BOS,OAK,0,0,piven001,searj001,2.87,5.04
BOS202407110,BOS,OAK,3,0,houct001,medil002,8.04,
BOS202407120,BOS,KCA,0,1,crisc002,ragac001,3.57,4.67
BOS202407130,BOS,KCA,0,0,crawk001,lugos001,,4.15
BOS202407140,BOS,KCA,2,1,bellb002,singb001,3.35,4.03
BOS202407260,BOS,NYA,1,0,hornb002,weavl001,1.59,3.62
BOS202407270,BOS,NYA,3,3,andec001,holmc001,,3.53
BOS202407280,BOS,NYA,0,3,houct001,rodoc001,8.04,3.09
BOS202407290,BOS,SEA,0,0,piven001,gilbl002,2.87,3.44
BOS202407300,BOS,SEA,0,1,paxtj001,castl003,,3.54
BOS202407310,BOS,SEA,1,0,kellz001,diazj007,4.58,
BOS202408090,BOS,HOU,0,1,simsl001,ort-k001,13.86,4.89
BOS202408100,BOS,HOU,0,1,kellb003,arris001,2.07,5.35
BOS202408110,BOS,HOU,0,0,simsl001,browh001,13.86,2.43
BOS202408120,BOS,TEX,0,0,wincj001,garag001,3.86,9.0
BOS202408130,BOS,TEX,1,0,crawk001,urenj001,,4.58
BOS202408140,BOS,TEX,0,0,kellz001,festm001,4.58,4.12
BOS202408230,BOS,ARI,1,2,bellb002,nelsr003,3.35,3.39
BOS202408240,BOS,ARI,0,0,crawk001,gallz001,,4.83
BOS202408250,BOS,ARI,1,0,houct001,kellm002,8.04,3.52
BOS202408260,BOS,TOR,0,0,kellb003,berrj001,2.07,4.17
