player_id,last,first,bats,throws,team_id,pos,player_name,year
alleb105,Allen,Bernie,L,R,WS2,2B,Bernie Allen,2197
alleh104,Allen,Hank,R,R,WS2,OF,Hank Allen,2197
biitl101,Biittner,Larry,L,L,WS2,PH,Larry Biittner,2197
billd101,Billings,Dick,R,R,WS2,C,Dick Billings,2197
bosmd101,Bosman,Dick,R,R,WS2,P,Dick Bosman,2197
brine101,Brinkman,Ed,R,R,WS2,SS,Ed Brinkman,2197
browj109,Brown,Jackie,R,R,WS2,P,Jackie Brown,2197
brung101,Brunet,George,R,L,WS2,P,George Brunet,2197
burrj001,Burroughs,Jeff,R,R,WS2,OF,Jeff Burroughs,2197
carlc102,Carlos,Cisco,R,R,WS2,P,Cisco Carlos,2197
casap101,Casanova,Paul,R,R,WS2,C,Paul Casanova,2197
colej102,Coleman,Joe,R,R,WS2,P,Joe Coleman,2197
comew101,Comer,Wayne,R,R,WS2,OF,Wayne Comer,2197
cox-c101,Cox,Casey,R,R,WS2,P,Casey Cox,2197
cullt101,Cullen,Tim,R,R,WS2,2B,Tim Cullen,2197
dukej101,Dukes,Jan,L,L,WS2,P,Jan Dukes,2197
epstm101,Epstein,Mike,L,L,WS2,1B,Mike Epstein,2197
frenj101,French,Jim,L,R,WS2,C,Jim French,2197
gogob101,Gogolewski,Bill,L,R,WS2,P,Bill Gogolewski,2197
goosg101,Goossen,Greg,R,R,WS2,OF,Greg Goossen,2197
griet101,Grieve,Tom,R,R,WS2,OF,Tom Grieve,2197
grzej101,Grzenda,Joe,R,L,WS2,P,Joe Grzenda,2197
hannj102,Hannan,Jim,R,R,WS2,P,Jim Hannan,2197
howaf102,Howard,Frank,R,R,WS2,OF,Frank Howard,2197
humpb102,Humphreys,Bob,R,R,WS2,P,Bob Humphreys,2197
knowd101,Knowles,Darold,L,L,WS2,P,Darold Knowles,2197
mayel101,Maye,Lee,L,R,WS2,OF,Lee Maye,2197
mcmuk101,McMullen,Ken,R,R,WS2,3B,Ken McMullen,2197
nelsd101,Nelson,Dave,R,R,WS2,2B,Dave Nelson,2197
nen-d101,Nen,Dick,L,L,WS2,1B,Dick Nen,2197
pinah101,Pina,Horacio,R,R,WS2,P,Horacio Pina,2197
ramop101,Ramos,Pedro,B,R,WS2,P,Pedro Ramos,2197
reicr101,Reichardt,Rick,R,R,WS2,OF,Rick Reichardt,2197
riddd102,Riddleberger,Denny,R,L,WS2,P,Denny Riddleberger,2197
