game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
HOU196307010,"""version 7RS(19) of 07/07/92""",SLN,HOU,1963/07/01,HOU01,0,8:00PM,night,false,conlj102,burkk101,pelec901,walsf901,,"""Jim Leopardi""","""Jim Leopardi""",1996/03/13 11:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,195,8485,woodh101,taylr101,,,
HOU196307020,"""version 7RS(19) of 07/07/92""",CIN,HOU,1963/07/02,HOU01,0,0:00PM,night,false,varge901,harvd901,weyel901,barla901,"""Cin,Hou""","""Comly""","""Comly""",1995/08/21 7:51PM,park,none,79,unknown,10,unknown,unknown,cloudy,167,6769,purkb101,mcmad102,worta101,,
HOU196307030,"""version 7RS(19) of 07/07/92""",CIN,HOU,1963/07/03,HOU01,0,0:00PM,night,false,harvd901,weyel901,barla901,varge901,"""Cin,Hou""","""Comly""","""Comly""",1995/08/21 8:21PM,park,none,76,unknown,5,unknown,unknown,cloudy,129,6051,tsitj101,woodh101,,,
HOU196307041,"""version 7RS(19) of 07/07/92""",CIN,HOU,1963/07/04,HOU01,1,0:00PM,day,false,weyel901,barla901,varge901,harvd901,"""Cin,Hou""","""Comly""","""Comly""",1995/08/21 8:48PM,park,none,81,unknown,12,unknown,unknown,cloudy,118,0,johnk102,nuxhj101,woodh101,,
HOU196307042,"""version 7RS(19) of 07/07/92""",CIN,HOU,1963/07/04,HOU01,2,0:00PM,night,false,barla901,varge901,harvd901,weyel901,"""Cin,Hou""","""Comly""","""Comly""",1995/08/21 9:12PM,park,none,81,unknown,12,unknown,unknown,cloudy,170,13912,farrt101,jay-j101,,,
HOU196307050,"""version 7RS(19) of 07/07/92""",MLN,HOU,1963/07/05,HOU01,0,0:00PM,night,false,venzt901,steim901,donaa901,craws901,"""Hou""","""Comly""","""Comly""",1995/08/21 9:32PM,park,none,86,unknown,10,unknown,none,unknown,158,7111,brucb101,sadob102,dickj101,,
HOU196307061,"""version 7RS(19) of 07/07/92""",MLN,HOU,1963/07/06,HOU01,1,0:00PM,day,false,steim901,donaa901,craws901,venzt901,"""Hou""","""Comly""","""Comly""",1995/08/21 9:48PM,park,none,85,unknown,6,unknown,none,unknown,135,0,lemad102,mcmad102,,,
HOU196307062,"""version 7RS(19) of 07/07/92""",MLN,HOU,1963/07/06,HOU01,2,0:00PM,night,false,donaa901,craws901,venzt901,steim901,"""Hou""","""Comly""","""Comly""",1995/08/21 10:02PM,park,none,85,unknown,6,unknown,unknown,unknown,123,13776,shawb103,browh101,,,
HOU196307070,"""version 7RS(19) of 07/07/92""",MLN,HOU,1963/07/07,HOU01,0,0:00PM,night,false,craws901,venzt901,steim901,donaa901,"""Hou""","""Comly""","""Comly""",1995/08/21 10:15PM,park,none,84,unknown,10,unknown,none,unknown,127,9665,spahw101,umbrj101,,,
HOU196307230,"""version 7RS(19) of 07/07/92""",PHI,HOU,1963/07/23,HOU01,0,0:00PM,night,false,burkk101,conlj102,pelec901,walsf901,"""Lewis""","""Comly""","""Comly""",1995/08/03 10:35PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,256,8553,farrt101,klipj101,,,
HOU196307240,"""version 7RS(19) of 07/07/92""",PHI,HOU,1963/07/24,HOU01,0,0:00PM,night,false,conlj102,pelec901,walsf901,burkk101,"""Hou""","""Comly""","""Comly""",1995/08/21 11:26PM,park,none,86,unknown,5,unknown,unknown,cloudy,140,6879,mclic101,johnk102,baldj101,,
HOU196307250,"""version 7RS(19) of 07/07/92""",PHI,HOU,1963/07/25,HOU01,0,0:00PM,night,false,pelec901,walsf901,burkk101,conlj102,"""Lewis""","""Comly""","""Comly""",1995/08/03 10:57PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,108,5357,browh101,culpr101,,,
HOU196307260,"""version 7RS(19) of 07/07/92""",NYN,HOU,1963/07/26,HOU01,0,0:00PM,night,false,walsf901,burkk101,conlj102,pelec901,"""Mets""","""Comly""","""Comly""",1995/08/12 11:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,138,6907,farrt101,stalt101,,,
HOU196307270,"""version 7RS(19) of 07/07/92""",NYN,HOU,1963/07/27,HOU01,0,0:00PM,night,false,burkk101,conlj102,pelec901,walsf901,"""Mets""","""Comly""","""Comly""",1995/08/13 11:27AM,park,none,0,unknown,-1,unknown,unknown,unknown,99,9123,brucb101,crair101,woodh101,,
HOU196307280,"""version 7RS(19) of 07/07/92""",NYN,HOU,1963/07/28,HOU01,0,0:00PM,night,false,conlj102,pelec901,walsf901,burkk101,"""Mets""","""Comly""","""Comly""",1995/08/13 12:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,132,6522,johnk102,jacka101,,,
HOU196307300,"""version 7RS(19) of 07/07/92""",PIT,HOU,1963/07/30,HOU01,0,0:00PM,night,false,weyel901,barla901,varge901,harvd901,"""Hou""","""Comly""","""Comly""",1995/08/21 11:49PM,park,none,85,unknown,8,unknown,unknown,cloudy,160,6976,gibbj102,browh101,,,
HOU196307310,"""version 7RS(19) of 07/07/92""",PIT,HOU,1963/07/31,HOU01,0,0:00PM,night,false,barla901,varge901,harvd901,weyel901,"""Hou""","""Comly""","""Comly""",1995/08/22 12:07AM,park,none,85,unknown,11,unknown,none,unknown,150,6093,frieb102,woodh101,facer101,,
HOU196308020,"""version 7RS(19) of 07/07/92""",LAN,HOU,1963/08/02,HOU01,0,0:00PM,night,false,varge901,harvd901,weyel901,barla901,"""Roth,Hou""","""Comly""","""Comly""",1995/08/19 10:19AM,park,pitches,80,unknown,9,unknown,none,cloudy,115,13054,farrt101,drysd101,,,
HOU196308030,"""version 7RS(19) of 07/07/92""",LAN,HOU,1963/08/03,HOU01,0,0:00PM,night,false,harvd901,weyel901,barla901,varge901,"""Allan Roth""","""David W. Smith""","""David W. Smith""",1994/05/15 3:32PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,120,25473,koufs101,brucb101,,,
HOU196308040,"""version 7RS(19) of 07/07/92""",LAN,HOU,1963/08/04,HOU01,0,0:00PM,night,false,weyel901,barla901,varge901,harvd901,"""Roth,Hou""","""Comly""","""Comly""",1995/08/22 10:36PM,park,pitches,87,unknown,11,unknown,unknown,cloudy,129,14237,podrj101,johnk102,sherl101,,
HOU196308050,"""version 7RS(19) of 07/07/92""",SFN,HOU,1963/08/05,HOU01,0,0:00PM,night,false,gormt101,lands901,sudoe901,forma901,"""Bob Stevens""",,"""Alan Boodman""",1995/05/03 9:02AM,unknown,none,80,unknown,12,unknown,unknown,unknown,148,11822,woodh101,fishj101,,,
HOU196308060,"""version 7RS(19) of 07/07/92""",SFN,HOU,1963/08/06,HOU01,0,0:00PM,night,false,lands901,sudoe901,forma901,gormt101,"""Bob Stevens""",,"""Alan Boodman""",1995/05/03 9:09AM,unknown,none,85,unknown,8,unknown,unknown,unknown,145,10466,duffj102,browh101,larsd102,,
HOU196308070,"""version 7RS(19) of 07/07/92""",SFN,HOU,1963/08/07,HOU01,0,0:00PM,night,false,sudoe901,forma901,gormt101,lands901,"""Bob Stevens""",,"""Alan Boodman""",1995/05/03 9:15AM,unknown,none,85,unknown,12,unknown,unknown,cloudy,110,15604,farrt101,sanfj101,woodh101,,
HOU196308200,"""version 7RS(19) of 07/07/92""",CIN,HOU,1963/08/20,HOU01,0,0:00PM,night,false,donaa901,willb901,venzt901,steim901,"""Hou""","""Comly""","""Comly""",1995/09/03 7:29PM,park,none,80,unknown,4,unknown,unknown,cloudy,124,7912,nuxhj101,johnk102,worta101,,
HOU196308210,"""version 7RS(19) of 07/07/92""",CIN,HOU,1963/08/21,HOU01,0,0:00PM,night,false,willb901,venzt901,steim901,donaa901,"""Hou""","""Comly""","""Comly""",1995/09/03 7:48PM,park,none,82,unknown,5,unknown,unknown,cloudy,125,7286,nottd101,otooj101,,,
HOU196308230,"""version 7RS(19) of 07/07/92""",SLN,HOU,1963/08/23,HOU01,0,8:00PM,night,false,venzt901,steim901,donaa901,willb901,,"""Jim Leopardi""","""Jim Leopardi""",1996/04/25 7:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,96,14483,gibsb101,farrt101,,,
HOU196308240,"""version 7RS(19) of 07/07/92""",SLN,HOU,1963/08/24,HOU01,0,8:22PM,night,false,steim901,donaa901,willb901,venzt901,,"""Jim Leopardi""","""Jim Leopardi""",1996/04/25 7:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,113,23119,browh101,taylr101,,,
HOU196308250,"""version 7RS(19) of 07/07/92""",SLN,HOU,1963/08/25,HOU01,0,2:33PM,day,false,donaa901,willb901,venzt901,steim901,,"""Jim Leopardi""","""Jim Leopardi""",1996/04/25 8:03PM,park,none,94,unknown,-1,unknown,unknown,unknown,118,7234,umbrj101,burdl101,,,
HOU196308260,"""version 7RS(19) of 07/07/92""",MLN,HOU,1963/08/26,HOU01,0,0:00PM,night,false,gormt101,forma901,lands901,sudoe901,"""Hou""","""Comly""","""Comly""",1995/09/03 9:34PM,park,none,85,unknown,12,unknown,unknown,cloudy,187,5908,pichr101,drotd101,tiefb101,,
HOU196308270,"""version 7RS(19) of 07/07/92""",MLN,HOU,1963/08/27,HOU01,0,0:00PM,night,false,forma901,lands901,sudoe901,gormt101,"""Hou""","""Comly""","""Comly""",1995/09/03 9:53PM,park,none,85,unknown,12,unknown,unknown,cloudy,129,7349,spahw101,nottd101,,,
HOU196308280,"""version 7RS(19) of 07/07/92""",MLN,HOU,1963/08/28,HOU01,0,0:00PM,night,false,lands901,sudoe901,gormt101,forma901,"""Hou""","""Comly""","""Comly""",1995/09/03 10:11PM,park,none,83,unknown,7,unknown,none,unknown,121,6695,clont101,farrt101,,,
HOU196309060,"""version 7RS(19) of 07/07/92""",CHN,HOU,1963/09/06,HOU01,0,0:00PM,night,false,weyel901,barla901,varge901,harvd901,"""Cubs,Hou""","""Comly""","""Comly""",1995/09/10 11:37AM,park,count,85,unknown,7,unknown,unknown,cloudy,136,5131,hobbg101,browh101,mcdal101,,
HOU196309070,"""version 7RS(19) of 07/07/92""",CHN,HOU,1963/09/07,HOU01,0,0:00PM,night,false,barla901,varge901,harvd901,weyel901,"""Hou,Cubs""","""Comly""","""Comly""",1995/09/10 12:18PM,park,count,76,unknown,9,unknown,unknown,cloudy,124,4802,farrt101,ellsd101,,,
HOU196309080,"""version 7RS(19) of 07/07/92""",CHN,HOU,1963/09/08,HOU01,0,0:00PM,night,false,varge901,harvd901,weyel901,barla901,"""Hou,Cubs""","""Comly""","""Comly""",1995/09/10 3:36PM,park,count,85,unknown,12,unknown,unknown,cloudy,121,6533,johnk102,jackl102,woodh101,,
HOU196309200,"""version 7RS(19) of 07/07/92""",PHI,HOU,1963/09/20,HOU01,0,0:00PM,night,false,sudoe901,jackb901,craws901,kiblj901,"""Lewis,Hou""","""Comly""","""Comly""",1995/09/09 10:11PM,park,none,76,unknown,5,unknown,none,night,120,4039,johnk102,bennd101,,,
HOU196309210,"""version 7RS(19) of 07/07/92""",PHI,HOU,1963/09/21,HOU01,0,0:00PM,day,false,jackb901,craws901,kiblj901,sudoe901,"""Lewis,Hou""","""Comly""","""Comly""",1995/09/09 11:00PM,park,none,88,unknown,10,unknown,none,cloudy,120,2231,greed101,woodh101,,,
HOU196309220,"""version 7RS(19) of 07/07/92""",PHI,HOU,1963/09/22,HOU01,0,0:00PM,night,false,craws901,kiblj901,sudoe901,jackb901,"""Lewis,Hou""","""Comly""","""Comly""",1995/09/10 12:33AM,park,pitches,83,unknown,5,unknown,none,night,132,3493,farrt101,shorc102,,,
HOU196309240,"""version 7RS(19) of 07/07/92""",PIT,HOU,1963/09/24,HOU01,0,0:00PM,night,false,kiblj901,sudoe901,jackb901,craws901,"""Hou""","""Comly""","""Comly""",1995/09/11 11:35PM,park,none,76,unknown,6,unknown,unknown,unknown,139,3144,zachc101,frane101,woodh101,,
HOU196309250,"""version 7RS(19) of 07/07/92""",PIT,HOU,1963/09/25,HOU01,0,0:00PM,night,false,sudoe901,jackb901,craws901,kiblj901,"""Hou""","""Comly""","""Comly""",1995/09/11 11:54PM,park,none,74,unknown,7,unknown,unknown,cloudy,112,3118,johnk102,siskt101,farrt101,,
HOU196309260,"""version 7RS(19) of 07/07/92""",PIT,HOU,1963/09/26,HOU01,0,0:00PM,night,false,jackb901,craws901,kiblj901,sudoe901,"""Hou""","""Comly""","""Comly""",1995/09/12 11:26PM,park,none,75,unknown,7,unknown,none,unknown,195,2782,mcmad102,facer101,,,
HOU196309270,"""version 7RS(19) of 07/07/92""",NYN,HOU,1963/09/27,HOU01,0,0:00PM,night,false,walsf901,burkk101,pryop901,secof101,"""Hou,Mets""","""Comly""","""Comly""",1995/09/14 3:50PM,park,none,76,unknown,6,unknown,unknown,cloudy,158,5802,jacka101,dahlj102,,,
HOU196309280,"""version 7RS(19) of 07/07/92""",NYN,HOU,1963/09/28,HOU01,0,0:00PM,day,false,burkk101,pryop901,secof101,walsf901,"""Hou,Mets""","""Comly""","""Comly""",1995/09/14 7:45PM,park,none,81,unknown,12,unknown,unknown,cloudy,133,2566,nottd101,andec101,,,
HOU196309290,"""version 7RS(19) of 07/07/92""",NYN,HOU,1963/09/29,HOU01,0,0:00PM,day,false,pryop901,secof101,walsf901,burkk101,"""Hou,Mets""","""Comly""","""Comly""",1995/09/14 8:15PM,park,none,82,unknown,20,unknown,none,unknown,148,3899,umbrj101,bearl101,dickj101,,
PHI196304090,"""version 7RS(19) of 07/07/92""",CIN,PHI,1963/04/09,PHI11,0,0:00PM,night,false,gormt101,lands901,sudoe901,forma901,"""Lewis""","""Clem Comly""","""Clem COmly""",1995/05/31 10:29PM,park,pitches,0,unknown,-1,unknown,unknown,night,147,28291,mahaa102,jay-j101,,,
PHI196304100,"""version 7RS(19) of 07/07/92""",CIN,PHI,1963/04/10,PHI11,0,0:00PM,night,false,lands901,sudoe901,forma901,gormt101,"""Lewis""","""Clem Comly""","""Clem Comly""",1995/06/01 8:42PM,park,pitches,0,unknown,-1,unknown,unknown,night,170,6065,culpr101,henrb101,baldj101,,
PHI196304190,"""version 7RS(19) of 07/07/92""",SLN,PHI,1963/04/19,PHI11,0,8:05PM,night,false,burkk101,pelec901,walsf901,conlj102,,"""Jim Leopardi""","""Jim Leopardi""",1995/03/14 9:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,149,14712,simmc101,shorc102,,,
PHI196304200,"""version 7RS(19) of 07/07/92""",SLN,PHI,1963/04/20,PHI11,0,1:35PM,day,false,pelec901,walsf901,conlj102,burkk101,,"""Jim Leopardi""","""Jim Leopardi""",1995/03/14 10:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,5353,lopem101,sader101,baldj101,,
PHI196304211,"""version 7RS(19) of 07/07/92""",SLN,PHI,1963/04/21,PHI11,1,1:05PM,day,false,walsf901,conlj102,burkk101,pelec901,,"""Jim Leopardi""","""Jim Leopardi""",1995/03/14 10:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,0,greed101,baute101,,,
PHI196304212,"""version 7RS(19) of 07/07/92""",SLN,PHI,1963/04/21,PHI11,2,0:00PM,day,false,conlj102,burkk101,pelec901,walsf901,,"""Jim Leopardi""","""Jim Leopardi""",1995/03/15 7:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,174,23187,fanoh101,mahaa102,,,
PHI196304220,"""version 7RS(19) of 07/07/92""",NYN,PHI,1963/04/22,PHI11,0,8:10PM,night,false,barla901,varge901,harvd901,weyel901,"""Lewis,Mets""","""Clem Comly""","""Clem Comly""",1995/06/04 12:06AM,park,pitches,0,unknown,-1,unknown,unknown,night,194,3716,culpr101,stalt101,baldj101,,
PHI196304240,"""version 7RS(19) of 07/07/92""",PIT,PHI,1963/04/24,PHI11,0,8:07PM,night,false,varge901,harvd901,weyel901,barla901,"""Lewis""","""Clem Comly""","""Clem Comly""",1995/06/04 12:49AM,park,pitches,0,unknown,-1,unknown,unknown,night,168,4485,frieb102,shorc102,facer101,,
PHI196304290,"""version 7RS(19) of 07/07/92""",SFN,PHI,1963/04/29,PHI11,0,8:07PM,night,false,lands901,sudoe901,forma901,gormt101,"""Bob Stevens""",,"""Alan Boodman""",1995/04/21 10:17AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,8233,fishj101,mclic101,,,
PHI196305020,"""version 7RS(19) of 07/07/92""",LAN,PHI,1963/05/02,PHI11,0,8:07PM,night,false,sudoe901,forma901,gormt101,lands901,"""Roth,Lewis""","""Clem Comly""","""Clem Comly""",1995/06/19 8:29PM,park,pitches,0,unknown,-1,unknown,unknown,night,136,11288,perrr101,mahaa102,,,
PHI196305030,"""version 7RS(19) of 07/07/92""",HOU,PHI,1963/05/03,PHI11,0,8:08PM,night,false,smitv101,pryop901,secof101,jackb901,"""Lewis,Hou""","""Clem Comly""","""Clem Comly""",1995/06/24 3:48PM,park,pitches,0,unknown,-1,unknown,unknown,night,172,5843,hamij101,brucb101,baldj101,,
PHI196305040,"""version 7RS(19) of 07/07/92""",HOU,PHI,1963/05/04,PHI11,0,1:35PM,day,false,pryop901,secof101,jackb901,smitv101,"""Lewis,Hou""","""Clem Comly""","""Clem Comly""",1995/06/24 11:50PM,park,count,77,unknown,9,unknown,none,sunny,121,3361,culpr101,johnk102,,,
PHI196305051,"""version 7RS(19) of 07/07/92""",HOU,PHI,1963/05/05,PHI11,1,1:05PM,day,false,secof101,jackb901,smitv101,pryop901,"""Lewis,Hou""","""Clem Comly""","""Clem Comly""",1995/06/25 11:00AM,park,count,78,unknown,5,unknown,none,sunny,190,0,hamij101,woodh101,,,
PHI196305052,"""version 7RS(19) of 07/07/92""",HOU,PHI,1963/05/05,PHI11,2,4:46PM,day,false,jackb901,smitv101,pryop901,secof101,"""Lewis,Hou""","""Clem Comly""","""Clem Comly""",1995/06/25 11:57AM,park,count,78,unknown,5,unknown,unknown,unknown,157,11185,farrt101,klipj101,,,
PHI196305100,"""version 7RS(19) of 07/07/92""",MLN,PHI,1963/05/10,PHI11,0,8:08PM,night,false,varge901,harvd901,weyel901,barla901,"""Lewis""","""Clem Comly""","""Clem Comly""",1995/06/29 11:51PM,park,count,0,unknown,-1,unknown,unknown,unknown,120,11904,lemad102,shorc102,,,
PHI196305110,"""version 7RS(19) of 07/07/92""",MLN,PHI,1963/05/11,PHI11,0,1:37PM,day,false,harvd901,weyel901,barla901,varge901,"""Lewis""","""Clem Comly""","""Clem Comly""",1995/07/01 5:12AM,park,count,0,unknown,-1,unknown,unknown,unknown,172,3192,durer101,fisch101,,,
PHI196305121,"""version 7RS(19) of 07/07/92""",MLN,PHI,1963/05/12,PHI11,1,1:05PM,day,false,weyel901,barla901,varge901,harvd901,"""Lewis""","""Clem Comly""","""Clem Comly""",1995/07/01 6:01AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,231,0,baldj101,clont101,,,
PHI196305122,"""version 7RS(19) of 07/07/92""",MLN,PHI,1963/05/12,PHI11,2,5:29PM,day,false,barla901,varge901,harvd901,weyel901,"""Lewis""","""Clem Comly""","""Clem Comly""",1995/07/01 8:50AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,245,9836,klipj101,burdl101,,,
PHI196305310,"""version 7RS(19) of 07/07/92""",CHN,PHI,1963/05/31,PHI11,0,8:06PM,night,false,steim901,donaa901,craws901,venzt901,"""Lewis""","""Clem Comly""","""Clem Comly""",1995/07/02 11:11PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,149,10717,buhlb101,shorc102,mcdal101,,
PHI196306010,"""version 7RS(19) of 07/07/92""",CHN,PHI,1963/06/01,PHI11,0,1:35PM,day,false,donaa901,craws901,(none),venzt901,"""Lewis,Cubs""","""Comly""","""Comly""",1995/07/24 8:16PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,134,3902,ellsd101,boozj101,,,
PHI196306021,"""version 7RS(19) of 07/07/92""",CHN,PHI,1963/06/02,PHI11,1,1:05PM,day,false,craws901,venzt901,steim901,donaa901,"""Lewis,Cubs""","""Comly""","""Comly""",1995/07/24 9:14PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,115,0,mclic101,brewj102,,,
PHI196306022,"""version 7RS(19) of 07/07/92""",CHN,PHI,1963/06/02,PHI11,2,3:25PM,day,false,venzt901,steim901,donaa901,craws901,"""Lewis,Cubs""","""Comly""","""Comly""",1995/07/24 9:43PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,149,8009,schub101,mahaa102,mcdal101,,
PHI196306050,"""version 7RS(19) of 07/07/92""",SLN,PHI,1963/06/05,PHI11,0,8:40PM,night,false,pryop901,smitv101,secof101,jackb901,,"""Jim Leopardi""","""Jim Leopardi""",1996/02/23 8:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,35621,culpr101,simmc101,,,
PHI196306060,"""version 7RS(19) of 07/07/92""",SLN,PHI,1963/06/06,PHI11,0,8:05PM,night,false,smitv101,secof101,jackb901,pryop901,,"""Jim Leopardi""","""Jim Leopardi""",1996/02/23 8:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,174,8280,gibsb101,shorc102,sader101,,
PHI196306080,"""version 7RS(19) of 07/07/92""",CIN,PHI,1963/06/08,PHI11,0,1:37PM,day,false,conlj102,pelec901,walsf901,burkk101,"""Lewis""","""Comly""","""Comly""",1995/07/24 10:12PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,141,4519,otooj101,mahaa102,,,
PHI196306091,"""version 7RS(19) of 07/07/92""",CIN,PHI,1963/06/09,PHI11,1,1:05PM,day,false,pelec901,walsf901,burkk101,conlj102,"""Lewis""","""Comly""","""Comly""",1995/07/25 11:28PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,179,0,klipj101,zannd101,,,
PHI196306092,"""version 7RS(19) of 07/07/92""",CIN,PHI,1963/06/09,PHI11,2,4:29PM,day,false,walsf901,burkk101,conlj102,pelec901,"""Lewis""","""Comly""","""Comly""",1995/07/26 9:53PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,143,14289,tsitj101,boozj101,,,
PHI196306100,"""version 7RS(19) of 07/07/92""",MLN,PHI,1963/06/10,PHI11,0,8:06PM,night,false,burkk101,conlj102,pelec901,walsf901,"""Lewis""","""Comly""","""Comly""",1995/07/26 10:19PM,park,pitches,0,unknown,-1,unknown,rain,overcast,104,9404,culpr101,hendb101,,,
PHI196306110,"""version 7RS(19) of 07/07/92""",MLN,PHI,1963/06/11,PHI11,0,8:06PM,night,false,conlj102,pelec901,walsf901,burkk101,"""Lewis""","""Comly""","""Comly""",1995/07/26 11:11PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,217,11107,baldj101,shawb103,,,
PHI196306280,"""version 7RS(19) of 07/07/92""",CHN,PHI,1963/06/28,PHI11,0,8:31PM,night,false,sudoe901,forma901,gormt101,lands901,"""Lewis,Cubs""","""Comly""","""Comly""",1995/07/30 12:29PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,189,9653,ellsd101,baldj101,,,
PHI196306300,"""version 7RS(19) of 07/07/92""",CHN,PHI,1963/06/30,PHI11,0,1:38PM,day,false,forma901,gormt101,lands901,sudoe901,"""Lewis,Cubs""","""Comly""","""Comly""",1995/07/30 9:19PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,140,6006,mahaa102,jackl102,klipj101,,
PHI196307011,"""version 7RS(19) of 07/07/92""",PIT,PHI,1963/07/01,PHI11,1,6:05PM,day,false,gormt101,lands901,sudoe901,forma901,"""Lewis""","""Comly""","""Comly""",1995/07/30 10:13PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,175,0,cardd101,culpr101,,,
PHI196307012,"""version 7RS(19) of 07/07/92""",PIT,PHI,1963/07/01,PHI11,2,9:31PM,night,false,lands901,sudoe901,forma901,gormt101,"""Lewis""","""Comly""","""Comly""",1995/07/30 10:55PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,145,21661,mclic101,frane101,,,
PHI196307020,"""version 7RS(19) of 07/07/92""",PIT,PHI,1963/07/02,PHI11,0,8:07PM,night,false,sudoe901,forma901,gormt101,lands901,"""Lewis""","""Comly""","""Comly""",1995/07/31 10:03PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,147,6844,law-v101,greed101,mcbea101,,
PHI196307041,"""version 7RS(19) of 07/07/92""",PIT,PHI,1963/07/04,PHI11,1,1:06PM,day,false,forma901,gormt101,lands901,sudoe901,"""Lewis""","""Comly""","""Comly""",1995/07/31 10:29PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,161,0,mahaa102,frieb102,,,
PHI196307042,"""version 7RS(19) of 07/07/92""",PIT,PHI,1963/07/04,PHI11,2,4:11PM,day,false,gormt101,lands901,sudoe901,forma901,"""Lewis""","""Comly""","""Comly""",1995/08/01 4:17PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,135,16198,durer101,gibbj102,,,
PHI196307100,"""version 7RS(19) of 07/07/92""",SFN,PHI,1963/07/10,PHI11,0,8:05PM,night,false,venzt901,steim901,donaa901,craws901,"""Bob Stevens""",,"""Alan Boodman""",1995/04/29 11:17AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,164,12240,mclic101,odelb101,klipj101,,
PHI196307110,"""version 7RS(19) of 07/07/92""",SFN,PHI,1963/07/11,PHI11,0,0:00PM,night,false,steim901,donaa901,craws901,venzt901,"""Bob Stevens""",,"""Alan Boodman""",1995/04/29 2:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,141,26303,marij101,culpr101,bolib101,,
PHI196307120,"""version 7RS(19) of 07/07/92""",SFN,PHI,1963/07/12,PHI11,0,8:06PM,night,false,donaa901,craws901,venzt901,steim901,"""Bob Stevens""",,"""Alan Boodman""",1995/04/29 2:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,22496,mahaa102,sanfj101,baldj101,,
PHI196307130,"""version 7RS(19) of 07/07/92""",SFN,PHI,1963/07/13,PHI11,0,0:00PM,day,false,craws901,venzt901,steim901,donaa901,"""Bob Stevens""",,"""Alan Boodman""",1995/04/29 2:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,173,10453,durer101,pierb101,baldj101,,
PHI196307140,"""version 7RS(19) of 07/07/92""",LAN,PHI,1963/07/14,PHI11,0,1:05PM,day,false,smitv101,secof101,jackb901,pryop901,"""Roth,Lewis""","""Clem Comly""","""Clem Comly""",1995/07/23 12:17AM,park,pitches,0,unknown,-1,unknown,rain,overcast,97,23542,podrj101,mclic101,,,
PHI196307150,"""version 7RS(19) of 07/07/92""",LAN,PHI,1963/07/15,PHI11,0,8:25PM,night,false,secof101,jackb901,pryop901,smitv101,"""Roth,Lewis""","""Clem Comly""","""Clem Comly""",1995/07/23 10:15AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,181,19488,baldj101,roebe101,,,
PHI196307161,"""version 7RS(19) of 07/07/92""",LAN,PHI,1963/07/16,PHI11,1,0:00PM,day,false,jackb901,pryop901,smitv101,secof101,"""Allan Roth""","""David W. Smith""","""David W. Smith""",1994/05/15 2:42PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,131,0,koufs101,mahaa102,,,
PHI196307162,"""version 7RS(19) of 07/07/92""",LAN,PHI,1963/07/16,PHI11,2,8:46PM,night,false,pryop901,smitv101,secof101,jackb901,"""Roth,Lewis""","""Clem Comly""","""Clem Comly""",1995/07/23 11:50AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,138,35353,greed101,willn101,,,
