game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
KC1196304090,"""version 7RS(19) of 07/07/92""",NYA,KC1,1963/04/09,KAN05,0,1:33PM,day,false,mckib901,chyln901,ricej901,valeb901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1995/01/09 8:58PM,unknown,none,55,unknown,-1,unknown,unknown,overcast,141,20976,terrr101,segud101,,,
KC1196304100,"""version 7RS(19) of 07/07/92""",NYA,KC1,1963/04/10,KAN05,0,0:00PM,day,false,chyln901,ricej901,valeb901,mckib901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1995/01/10 6:25AM,unknown,none,47,unknown,-1,unknown,rain,unknown,153,3855,stafb101,bowst101,daleb102,,
KC1196304120,"""version 7RS(19) of 07/07/92""",MIN,KC1,1963/04/12,KAN05,0,0:00PM,night,false,ricej901,valeb901,mckib901,chyln901,"""Athletics""","""D Lamoureaux""","""D Lamoureaux""",1995/03/06 7:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,6462,rakoe101,kralj101,,,
KC1196304130,"""version 7RS(19) of 07/07/92""",MIN,KC1,1963/04/13,KAN05,0,0:00PM,night,false,valeb901,mckib901,chyln901,ricej901,"""Athletics""","""D Lamoureaux""","""D Lamoureaux""",1995/03/06 9:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,149,6556,wickd101,stigd101,wyatj102,,
KC1196304140,"""version 7RS(19) of 07/07/92""",MIN,KC1,1963/04/14,KAN05,0,0:00PM,day,false,mckib901,chyln901,ricej901,valeb901,"""Athletics""","""D Lamoureaux""","""D Lamoureaux""",1995/03/07 12:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,176,10378,penao101,pascc102,,,
KC1196304191,"""version 7RS(19) of 07/07/92""",LAA,KC1,1963/04/19,KAN05,1,0:00PM,day,false,honoj901,runge901,stewb902,salea901,"""Angels ""","""D Lamoureaux""","""D Lamoureaux""",1995/03/13 12:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,164,0,penao101,belib101,wyatj102,,
KC1196304192,"""version 7RS(19) of 07/07/92""",LAA,KC1,1963/04/19,KAN05,2,0:00PM,night,false,runge901,stewb902,salea901,honoj901,"""Angels""","""D Lamoureaux""","""D Lamoureaux""",1995/03/13 4:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,14489,fiscb101,turlb101,,,
KC1196304200,"""version 7RS(19) of 07/07/92""",LAA,KC1,1963/04/20,KAN05,0,0:00PM,night,false,stewb902,salea901,honoj901,runge901,"""Angeles""","""D Lamoureaux""","""D Lamoureaux""",1995/03/13 4:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,175,10285,chand102,segud101,navaj101,,
KC1196304210,"""version 7RS(19) of 07/07/92""",LAA,KC1,1963/04/21,KAN05,0,0:00PM,day,false,salea901,honoj901,runge901,stewb902,"""Angels""","""D Lamoureaux""","""D Lamoureaux""",1995/03/14 12:28PM,unknown,none,0,unknown,-1,unknown,unknown,sunny,144,10830,lee-d102,bowst101,sprij102,,
KC1196304220,"""version 7RS(19) of 07/07/92""",DET,KC1,1963/04/22,KAN05,0,0:00PM,night,false,honoj901,runge901,stewb902,salea901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/05/03 6:04AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,161,3501,fiscb101,egand101,,,
KC1196304230,"""version 7RS(19) of 07/07/92""",DET,KC1,1963/04/23,KAN05,0,0:00PM,day,false,runge901,stewb902,salea901,honoj901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/05/03 11:58AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,2611,rakoe101,regap101,,,
KC1196305010,"""version 7RS(19) of 07/07/92""",CLE,KC1,1963/05/01,KAN05,0,0:00PM,night,false,umonf901,kinnb901,stevj901,nappl901,"""Athletics""","""D Lamoureaux""","""D Lamoureaux""",1995/04/04 5:54AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,168,9357,penao101,bellg102,,,
KC1196305020,"""version 7RS(19) of 07/07/92""",CLE,KC1,1963/05/02,KAN05,0,0:00PM,day,false,kinnb901,stevj901,nappl901,umonf901,"""Athletics""","""D Lamoureaux""","""D Lamoureaux""",1995/04/04 12:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,178,4764,latmb101,wickd101,,,
KC1196305030,"""version 7RS(19) of 07/07/92""",BOS,KC1,1963/05/03,KAN05,0,0:00PM,night,false,stevj901,nappl901,umonf901,kinnb901,"""Larry Claflin""","""D Lamoureaux""","""D Lamoureaux""",1996/08/28 5:23AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,14021,rakoe101,monbb101,,,
KC1196305040,,BOS,KC1,1963/05/04,KAN05,0,0:00PM,night,false,nappl901,umonf901,kinnb901,stevj901,"""Newspaper""",,,,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,13973,fiscb101,deloi101,,,
KC1196305050,"""version 7RS(19) of 07/07/92""",BOS,KC1,1963/05/05,KAN05,0,0:00PM,day,false,umonf901,kinnb901,stevj901,nappl901,"""Larry Claflin""","""D Lamoureaux""","""D Lamoureaux""",1996/08/28 5:33AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,20482,mored103,penao101,radad101,,
KC1196305060,"""version 7RS(19) of 07/07/92""",CHA,KC1,1963/05/06,KAN05,0,0:00PM,night,false,kinnb901,stevj901,nappl901,umonf901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/05/14 12:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,9495,peteg101,bowst101,brosj101,,
KC1196305070,"""version 7RS(19) of 07/07/92""",CHA,KC1,1963/05/07,KAN05,0,0:00PM,night,false,stevj901,nappl901,umonf901,kinnb901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/05/14 6:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,10176,buzhj101,wickd101,wilhh101,,
KC1196305080,"""version 7RS(19) of 07/07/92""",CHA,KC1,1963/05/08,KAN05,0,0:00PM,night,false,nappl901,umonf901,kinnb901,stevj901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/05/14 6:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,12692,fishe102,rakoe101,brosj101,,
KC1196305280,"""version 7RS(19) of 07/07/92""",BAL,KC1,1963/05/28,KAN05,0,0:00PM,night,false,honoj901,runge901,stewb902,salea901,"""Orioles""","""David Annis""","""D Lamoureaux""",1995/06/04 7:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,126,13739,rober102,bowst101,mills101,,
KC1196305290,"""version 7RS(19) of 07/07/92""",BAL,KC1,1963/05/29,KAN05,0,0:00PM,night,false,runge901,stewb902,salea901,honoj901,"""Orioles""","""David Annis""","""D Lamoureaux""",1995/06/04 7:40PM,park,none,0,unknown,-1,unknown,unknown,night,172,12987,fiscb101,stond102,,,
KC1196305300,"""version 7RS(19) of 07/07/92""",BAL,KC1,1963/05/30,KAN05,0,0:00PM,day,false,stewb902,salea901,honoj901,runge901,"""Orioles""","""David Annis""","""D Lamoureaux""",1995/06/04 7:49PM,park,none,0,unknown,-1,unknown,unknown,unknown,126,17794,rakoe101,barbs102,wyatj102,,
KC1196305310,"""version 7RS(19) of 07/07/92""",WS2,KC1,1963/05/31,KAN05,0,0:00PM,night,false,salea901,honoj901,runge901,stewb902,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1995/05/28 2:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,9392,penao101,rudod103,,,
KC1196306010,"""version 7RS(19) of 07/07/92""",WS2,KC1,1963/06/01,KAN05,0,0:00PM,night,false,honoj901,runge901,stewb902,salea901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1995/05/28 2:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,15455,duckj101,thied101,,,
KC1196306020,"""version 7RS(19) of 07/07/92""",WS2,KC1,1963/06/02,KAN05,0,0:00PM,day,false,runge901,stewb902,salea901,honoj901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1995/05/28 4:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,183,10946,coatj101,willd111,,,
KC1196306030,"""version 7RS(19) of 07/07/92""",MIN,KC1,1963/06/03,KAN05,0,0:00PM,night,false,ricej901,valeb901,mckib901,chyln901,"""Twins""","""D Lamoureaux""","""D Lamoureaux""",1995/05/28 5:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,117,5780,wickd101,pascc102,,,
KC1196306040,"""version 7RS(19) of 07/07/92""",MIN,KC1,1963/06/04,KAN05,0,0:00PM,night,false,valeb901,mckib901,chyln901,ricej901,"""Twins""","""D Lamoureaux""","""D Lamoureaux""",1995/05/28 8:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,12769,perrj102,rakoe101,,,
KC1196306050,"""version 7RS(19) of 07/07/92""",MIN,KC1,1963/06/05,KAN05,0,0:00PM,night,false,mckib901,chyln901,ricej901,valeb901,"""Twins""","""D Lamoureaux""","""D Lamoureaux""",1995/05/28 8:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,159,10286,rolaj101,penao101,dailb101,,
KC1196306070,"""version 7RS(19) of 07/07/92""",CHA,KC1,1963/06/07,KAN05,0,0:00PM,night,false,chyln901,ricej901,valeb901,mckib901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/06/12 6:02AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,13944,pizaj101,wickd101,,,
KC1196306080,"""version 7RS(19) of 07/07/92""",CHA,KC1,1963/06/08,KAN05,0,0:00PM,night,false,ricej901,valeb901,mckib901,chyln901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/06/12 12:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,159,13730,wyatj102,horlj101,,,
KC1196306090,"""version 7RS(19) of 07/07/92""",CHA,KC1,1963/06/09,KAN05,0,0:00PM,day,false,valeb901,mckib901,chyln901,ricej901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/06/12 4:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,159,14289,pizaj101,fiscb101,,,
KC1196306100,"""version 7RS(19) of 07/07/92""",LAA,KC1,1963/06/10,KAN05,0,0:00PM,night,false,runge901,stewb902,salea901,honoj901,"""252,291""","""Smith/Comly""","""Smith/Comly""",2006/01/16 10:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,8276,osind101,penao101,,,
KC1196306110,"""version 7RS(19) of 07/07/92""",LAA,KC1,1963/06/11,KAN05,0,0:00PM,night,false,stewb902,salea901,honoj901,runge901,"""252,276""","""David W. Smith""","""David W. Smith""",2006/01/18 9:28PM,park,none,0,unknown,-1,unknown,unknown,unknown,129,10278,segud101,chand102,,,
KC1196306210,"""version 7RS(19) of 07/07/92""",DET,KC1,1963/06/21,KAN05,0,0:00PM,night,false,valeb901,mckib901,chyln901,ricej901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/05/11 3:34PM,unknown,none,0,unknown,-1,unknown,unknown,night,151,10481,aguih101,wickd101,sturt101,,
KC1196306220,"""version 7RS(19) of 07/07/92""",DET,KC1,1963/06/22,KAN05,0,0:00PM,night,false,mckib901,chyln901,ricej901,valeb901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/05/11 3:47PM,unknown,none,0,unknown,-1,unknown,unknown,night,117,10603,regap101,fiscb101,bunnj101,,
KC1196306230,"""version 7RS(19) of 07/07/92""",DET,KC1,1963/06/23,KAN05,0,0:00PM,day,false,chyln901,ricej901,valeb901,mckib901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/05/11 3:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,10051,lolim101,drabm101,,,
KC1196306240,"""version 7RS(19) of 07/07/92""",DET,KC1,1963/06/24,KAN05,0,0:00PM,night,false,runge901,stewb902,(none),salea901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/05/11 5:48PM,unknown,none,0,unknown,-1,unknown,unknown,night,147,5401,rakoe101,mossd101,wyatj102,,
KC1196306250,"""version 7RS(19) of 07/07/92""",WS2,KC1,1963/06/25,KAN05,0,0:00PM,night,false,stewb902,salea901,(none),runge901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1995/07/03 6:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,5097,segud101,stend101,fiscb101,,
KC1196306270,"""version 7RS(19) of 07/07/92""",WS2,KC1,1963/06/27,KAN05,0,0:00PM,day,false,salea901,runge901,(none),stewb902,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1995/07/03 1:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,4637,danib102,wickd101,klinr102,,
KC1196307110,"""version 7RS(19) of 07/07/92""",CLE,KC1,1963/07/11,KAN05,0,0:00PM,night,false,umonf901,stevj901,nappl901,kinnb901,"""Indians""","""Indians""","""Athletics""",1995/07/10 9:08PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,6542,granj101,willd111,abert101,,
KC1196307131,"""version 7RS(19) of 07/07/92""",CLE,KC1,1963/07/13,KAN05,1,0:00PM,day,false,stevj901,nappl901,kinnb901,umonf901,"""Athletics""","""D Lamoureaux""","""D Lamoureaux""",1995/07/11 6:18AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,0,wyatj102,kralj101,,,
KC1196307132,"""version 7RS(19) of 07/07/92""",CLE,KC1,1963/07/13,KAN05,2,0:00PM,day,false,nappl901,kinnb901,umonf901,stevj901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",1995/07/11 6:30AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,162,13565,wynne101,drabm101,walkj104,,
KC1196307141,"""version 7RS(19) of 07/07/92""",NYA,KC1,1963/07/14,KAN05,1,0:00PM,day,false,kinnb901,umonf901,stevj901,nappl901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1995/02/03 5:51AM,unknown,none,87,unknown,-1,unknown,unknown,unknown,167,0,hamis101,fiscb101,renih101,,
KC1196307142,"""version 7RS(19) of 07/07/92""",NYA,KC1,1963/07/14,KAN05,2,0:00PM,day,false,umonf901,stevj901,nappl901,kinnb901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1995/02/03 6:01AM,unknown,none,88,unknown,-1,unknown,unknown,unknown,121,31215,downa101,penao101,,,
KC1196307150,"""version 7RS(19) of 07/07/92""",NYA,KC1,1963/07/15,KAN05,0,3:30PM,day,false,stevj901,nappl901,umonf901,kinnb901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1995/02/03 6:16AM,unknown,none,0,tolf,-1,unknown,unknown,cloudy,224,16363,lovrp101,stafb101,,,
KC1196307160,"""version 7RS(19) of 07/07/92""",BOS,KC1,1963/07/16,KAN05,0,0:00PM,night,false,papaj901,hallb901,honoj901,smita901,"""71""","""D Lamoureaux""","""D Lamoureaux""",1996/08/29 12:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,6918,drabm101,mored103,,,
KC1196307170,"""version 7RS(19) of 07/07/92""",BOS,KC1,1963/07/17,KAN05,0,0:00PM,night,false,hallb901,honoj901,smita901,papaj901,"""Joe Cashman""","""D Lamoureaux""","""D Lamoureaux""",1996/08/29 12:27PM,unknown,none,0,unknown,-1,unknown,unknown,night,169,7443,segud101,heffb101,wyatj102,,
KC1196307180,"""version 7RS(19) of 07/07/92""",BOS,KC1,1963/07/18,KAN05,0,0:00PM,night,false,honoj901,smita901,papaj901,hallb901,"""71,276""","""D Lamoureaux,Wayne Townsend""","""D Lamoureaux,Wayne Townsend""",1996/08/29 2:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,183,6876,radad101,rakoe101,,,
KC1196307190,"""version 7RS(19) of 07/07/92""",BAL,KC1,1963/07/19,KAN05,0,0:00PM,night,false,smita901,papaj901,hallb901,honoj901,"""Orioles""","""David Annis""","""D Lamoureaux""",1995/07/16 9:41PM,park,none,0,unknown,-1,unknown,unknown,night,141,7769,penao101,mcnad102,wyatj102,,
KC1196307200,"""version 7RS(19) of 07/07/92""",BAL,KC1,1963/07/20,KAN05,0,6:00PM,night,false,papaj901,hallb901,honoj901,smita901,"""Orioles""","""David Annis""","""D Lamoureaux""",1995/07/17 2:10PM,park,none,0,unknown,-1,unknown,unknown,night,132,10293,rober102,wickd101,mills101,,
KC1196307210,"""version 7RS(19) of 07/07/92""",BAL,KC1,1963/07/21,KAN05,0,0:00PM,day,false,hallb901,honoj901,smita901,papaj901,"""Orioles""","""David Annis""","""D Lamoureaux""",1995/07/17 4:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,126,10543,drabm101,pappm101,,,
KC1196308020,"""version 7RS(19) of 07/07/92""",MIN,KC1,1963/08/02,KAN05,0,0:00PM,night,false,stewb902,salea901,runge901,soarh901,"""Twins""","""D Lamoureaux""","""D Lamoureaux""",1995/08/06 3:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,167,10671,pascc102,penao101,,,
KC1196308030,"""version 7RS(19) of 07/07/92""",MIN,KC1,1963/08/03,KAN05,0,0:00PM,night,false,salea901,runge901,soarh901,stewb902,"""Twins""","""D Lamoureaux""","""D Lamoureaux""",1995/08/06 8:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,11107,stigd101,wickd101,,,
KC1196308040,"""version 7RS(19) of 07/07/92""",MIN,KC1,1963/08/04,KAN05,0,0:00PM,day,false,runge901,soarh901,stewb902,salea901,"""Athletics""","""D Lamoureaux""","""D Lamoureaux""",1995/08/06 9:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,10771,drabm101,perrj102,,,
KC1196308060,"""version 7RS(19) of 07/07/92""",CHA,KC1,1963/08/06,KAN05,0,0:00PM,night,false,soarh901,stewb902,salea901,runge901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/08/13 3:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,7489,wyatj102,wilhh101,,,
KC1196308070,"""version 7RS(19) of 07/07/92""",CHA,KC1,1963/08/07,KAN05,0,0:00PM,night,false,stewb902,salea901,runge901,soarh901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/08/13 3:51PM,unknown,none,0,unknown,-1,unknown,unknown,night,155,8080,pizaj101,penao101,brosj101,,
KC1196308080,"""version 7RS(19) of 07/07/92""",CHA,KC1,1963/08/08,KAN05,0,0:00PM,night,false,salea901,runge901,soarh901,stewb902,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/08/13 4:18PM,unknown,none,0,unknown,-1,unknown,unknown,night,126,8488,peteg101,wickd101,,,
KC1196308130,"""version 7RS(19) of 07/07/92""",DET,KC1,1963/08/13,KAN05,0,0:00PM,night,false,hurle901,flahr901,umonf901,valeb901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/05/11 7:26PM,unknown,none,0,unknown,-1,unknown,unknown,night,134,8228,bowst101,bunnj101,wyatj102,,
KC1196308140,"""version 7RS(19) of 07/07/92""",DET,KC1,1963/08/14,KAN05,0,0:00PM,night,false,flahr901,umonf901,valeb901,hurle901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/05/11 7:34PM,unknown,none,0,unknown,-1,unknown,unknown,night,109,7733,regap101,drabm101,fox-t101,,
KC1196308150,"""version 7RS(19) of 07/07/92""",DET,KC1,1963/08/15,KAN05,0,0:00PM,day,false,umonf901,valeb901,hurle901,flahr901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/05/11 7:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,4820,aguih101,segud101,,,
KC1196308160,"""version 7RS(19) of 07/07/92""",BAL,KC1,1963/08/16,KAN05,0,0:00PM,night,false,valeb901,hurle901,flahr901,umonf901,"""Orioles""","""David Annis""","""D Lamoureaux""",1995/08/14 5:38AM,park,none,0,unknown,-1,unknown,unknown,night,158,9004,mcnad102,penao101,mills101,,
KC1196308170,"""version 7RS(19) of 07/07/92""",BAL,KC1,1963/08/17,KAN05,0,0:00PM,night,false,hurle901,flahr901,umonf901,valeb901,"""Orioles""","""David Annis""","""D Lamoureaux""",1995/08/18 10:05AM,park,none,0,unknown,-1,unknown,unknown,night,140,9867,barbs102,rakoe101,halld101,,
KC1196308180,"""version 7RS(19) of 07/07/92""",BAL,KC1,1963/08/18,KAN05,0,0:00PM,day,false,flahr901,umonf901,valeb901,hurle901,"""Orioles""","""David Annis""","""D Lamoureaux""",1995/08/19 6:46AM,park,none,0,unknown,-1,unknown,unknown,unknown,148,5669,wickd101,rober102,bowst101,,
KC1196308201,"""version 7RS(19) of 07/07/92""",WS2,KC1,1963/08/20,KAN05,1,0:00PM,day,false,umonf901,valeb901,(none),flahr901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1995/08/19 10:06AM,unknown,none,0,unknown,-1,unknown,unknown,night,110,0,drabm101,ostec103,,,
KC1196308202,"""version 7RS(19) of 07/07/92""",WS2,KC1,1963/08/20,KAN05,2,0:00PM,night,false,valeb901,flahr901,(none),umonf901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1995/08/19 10:31AM,unknown,none,0,unknown,-1,unknown,unknown,night,202,10276,wickd101,rudod103,,,
KC1196308210,"""version 7RS(19) of 07/07/92""",WS2,KC1,1963/08/21,KAN05,0,0:00PM,night,false,hurle901,flahr901,umonf901,valeb901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1995/08/19 11:40AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,5425,moelr101,penao101,roebe101,,
KC1196308220,"""version 7RS(19) of 07/07/92""",WS2,KC1,1963/08/22,KAN05,0,0:00PM,night,false,flahr901,umonf901,valeb901,hurle901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1995/08/19 12:13PM,unknown,none,0,unknown,-1,unknown,unknown,night,119,4959,rakoe101,danib102,fiscb101,,
KC1196308300,,LAA,KC1,1963/08/30,KAN05,0,0:00PM,night,false,chyln901,hallb901,carrh901,mckib901,"""angels""","""Tom Ruane""","""Tom Ruane""",1998/01/11 6:15AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,6652,lee-m102,drabm101,fowla101,,
KC1196308310,,LAA,KC1,1963/08/31,KAN05,0,0:00PM,night,false,hallb901,carrh901,mckib901,chyln901,"""angels""","""Tom Ruane""","""Tom Ruane""",1998/01/11 6:15AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,9646,penao101,mcbrk101,,,
KC1196309010,,LAA,KC1,1963/09/01,KAN05,0,0:00PM,day,false,carrh901,mckib901,chyln901,hallb901,"""angels""","""Tom Ruane""","""Tom Ruane""",1998/01/11 6:15AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,141,12625,wyatj102,navaj101,,,
KC1196309090,"""version 7RS(19) of 07/07/92""",NYA,KC1,1963/09/09,KAN05,0,0:00PM,night,false,nappl901,ricej901,stewb902,papaj901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1995/02/18 8:23PM,unknown,none,93,unknown,-1,unknown,unknown,unknown,154,16352,santj101,renih101,wyatj102,,
KC1196309100,"""version 7RS(19) of 07/07/92""",NYA,KC1,1963/09/10,KAN05,0,0:00PM,night,false,ricej901,stewb902,papaj901,nappl901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1995/02/18 8:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,10921,segud101,terrr101,wyatj102,,
KC1196309110,"""version 7RS(19) of 07/07/92""",NYA,KC1,1963/09/11,KAN05,0,0:00PM,night,false,stewb902,papaj901,nappl901,ricej901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1995/02/18 8:49PM,unknown,none,86,unknown,-1,unknown,unknown,unknown,134,14834,fordw101,rakoe101,,,
KC1196309120,"""version 7RS(19) of 07/07/92""",NYA,KC1,1963/09/12,KAN05,0,0:00PM,day,false,papaj901,nappl901,ricej901,stewb902,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1995/02/18 9:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,8017,wills102,drabm101,,,
KC1196309130,"""version 7RS(19) of 07/07/92""",BOS,KC1,1963/09/13,KAN05,0,0:00PM,night,false,nappl901,ricej901,stewb902,papaj901,"""Newspaper""","""D Lamoureaux""","""D Lamoureaux""",1996/08/31 2:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,164,3617,wilse102,wickd101,lamaj101,,
KC1196309140,"""version 7RS(19) of 07/07/92""",BOS,KC1,1963/09/14,KAN05,0,0:00PM,night,false,ricej901,stewb902,papaj901,nappl901,"""Newspaper""","""D Lamoureaux""","""D Lamoureaux""",1996/08/31 2:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,5144,monbb101,penao101,radad101,,
KC1196309150,"""version 7RS(19) of 07/07/92""",BOS,KC1,1963/09/15,KAN05,0,0:00PM,day,false,stewb902,papaj901,nappl901,ricej901,"""Newspaper""","""D Lamoureaux""","""D Lamoureaux""",1996/08/31 2:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,6695,lamaj101,wyatj102,,,
KC1196309260,"""version 7RS(19) of 07/07/92""",CLE,KC1,1963/09/26,KAN05,0,0:00PM,night,false,nappl901,ricej901,stewb902,papaj901,"""Athletics""","""D Lamoureaux""","""D Lamoureaux""",1995/09/24 6:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,2433,bellg102,drabm101,abert101,,
KC1196309270,"""version 7RS(19) of 07/07/92""",CLE,KC1,1963/09/27,KAN05,0,0:00PM,night,false,ricej901,stewb902,papaj901,nappl901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",1995/09/24 6:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,3131,wickd101,seyfg101,,,
KC1196309280,"""version 7RS(19) of 07/07/92""",CLE,KC1,1963/09/28,KAN05,0,0:00PM,night,false,stewb902,papaj901,nappl901,ricej901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",1995/09/24 7:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,3487,kralj101,normf101,,,
KC1196309290,"""version 7RS(19) of 07/07/92""",CLE,KC1,1963/09/29,KAN05,0,0:00PM,day,false,papaj901,nappl901,ricej901,stewb902,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",1995/09/24 8:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,7423,granj101,odonj101,,,
MLN196304110,"""version 7RS(19) of 07/07/92""",NYN,MLN,1963/04/11,MIL05,0,0:00PM,day,false,smitv101,pryop901,secof101,jackb901,"""Mets""","""Clem Comly""","""Clem Comly""",1995/06/10 11:49PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,26120,spahw101,hookj101,,,
MLN196304130,"""version 7RS(19) of 07/07/92""",NYN,MLN,1963/04/13,MIL05,0,0:00PM,day,false,pryop901,secof101,jackb901,smitv101,"""Mets""","""Clem Comly""","""Clem Comly""",1995/06/11 12:13AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,5067,burdl101,ciscg101,,,
MLN196304140,"""version 7RS(19) of 07/07/92""",NYN,MLN,1963/04/14,MIL05,0,0:00PM,day,false,secof101,jackb901,smitv101,pryop901,"""Mets,602""","""Wayne Townsend,Clem Comly""","""Wayne Townsend,Clem Comly""",1995/06/11 12:25AM,park,pitches,51,fromlf,14,unknown,none,sunny,139,5576,hendb101,crair101,,,
