game_id,inning,batting_home,batter_id,count_raw,balls,strikes,pitches,event_raw
TEX197204210,1.0,0.0,aloms101,??,,,,5/P
TEX197204210,1.0,0.0,rivem001,??,,,,3/G
TEX197204210,1.0,0.0,cardl101,??,,,,7
TEX197204210,1.0,1.0,randl101,??,,,,63
TEX197204210,1.0,1.0,nelsd101,??,,,,K
TEX197204210,1.0,1.0,howaf102,??,,,,HR/8
TEX197204210,1.0,1.0,billd101,??,,,,63
TEX197204210,2.0,0.0,mcmuk101,??,,,,63
TEX197204210,2.0,0.0,spenj101,??,,,,K/C
TEX197204210,2.0,0.0,stanl102,??,,,,E6/G
TEX197204210,2.0,0.0,pinsv101,??,,,,S8.1-2
TEX197204210,2.0,0.0,kusna101,??,,,,S7.2-H(UR);1-2
TEX197204210,2.0,0.0,wrigc102,??,,,,5/P
TEX197204210,2.0,1.0,griet101,??,,,,S8
TEX197204210,2.0,1.0,madde101,??,,,,CS2(26)
TEX197204210,2.0,1.0,madde101,??,,,,W
TEX197204210,2.0,1.0,lovij102,??,,,,3(B)3(1)/LDP
TEX197204210,3.0,0.0,aloms101,??,,,,W
TEX197204210,3.0,0.0,rivem001,??,,,,S8.1-2
TEX197204210,3.0,0.0,cardl101,??,,,,CS3(25).1-2
TEX197204210,3.0,0.0,cardl101,??,,,,63
TEX197204210,3.0,0.0,mcmuk101,??,,,,63
TEX197204210,3.0,1.0,harrt001,??,,,,S8
TEX197204210,3.0,1.0,bosmd101,??,,,,E1/SH.1-2;B-1
TEX197204210,3.0,1.0,randl101,??,,,,D7.2-H;1-3
TEX197204210,3.0,1.0,nelsd101,??,,,,FC6.3-3;2X3(6);B-2
TEX197204210,3.0,1.0,howaf102,??,,,,IW
TEX197204210,3.0,1.0,billd101,??,,,,46(1)/FO.3-H(UR);2-3
TEX197204210,3.0,1.0,griet101,??,,,,K
TEX197204210,4.0,0.0,spenj101,??,,,,S9
TEX197204210,4.0,0.0,stanl102,??,,,,4/FL
TEX197204210,4.0,0.0,pinsv101,??,,,,K
TEX197204210,4.0,0.0,kusna101,??,,,,53
TEX197204210,4.0,1.0,madde101,??,,,,E5/G
TEX197204210,4.0,1.0,lovij102,??,,,,46(1)/FO
TEX197204210,4.0,1.0,harrt001,??,,,,D7.1-3
TEX197204210,4.0,1.0,bosmd101,??,,,,K/C
TEX197204210,4.0,1.0,randl101,??,,,,S8.3-H(UR);2-H(UR)
TEX197204210,4.0,1.0,nelsd101,??,,,,CS2(26)
TEX197204210,5.0,0.0,wrigc102,??,,,,NP
