game_id,visteam,hometeam,site,date,number,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,oscorer,starttime
KCA199205100,BOS,KCA,KAN06,1992/05/10,0,day,true,hendt901,meric901,evanj901,mccol901,STATS Inc.,,STATS Inc.,park,pitches,79,rtol,17,unknown,none,cloudy,159,19180,violf001,magnm001,,,
KCA199205120,CLE,KCA,KAN06,1992/05/12,0,night,true,voltv901,johnm901,kaisk901,mckej901,STATS Inc.,,STATS Inc.,park,pitches,79,fromlf,7,unknown,none,cloudy,147,18480,gubim001,scuds001,,,
KCA199205130,CLE,KCA,KAN06,1992/05/13,0,night,true,cedeg901,kaisk901,mckej901,voltv901,STATS Inc.,,STATS Inc.,park,pitches,73,rtol,14,unknown,none,cloudy,153,17252,appik001,cookd001,montj002,,
KCA199205150,DET,KCA,KAN06,1992/05/15,0,night,true,scotd901,garcr901,morrd901,welkt901,STATS Inc.,,STATS Inc.,park,pitches,77,rtol,14,unknown,none,sunny,160,22844,dohej001,younc001,,,
KCA199205160,DET,KCA,KAN06,1992/05/16,0,night,true,garcr901,morrd901,welkt901,scotd901,STATS Inc.,,STATS Inc.,park,pitches,82,tolf,16,unknown,none,cloudy,195,32460,aldrs001,gordt001,,,
KCA199205170,DET,KCA,KAN06,1992/05/17,0,day,true,morrd901,welkt901,scotd901,garcr901,STATS Inc.,,STATS Inc.,park,pitches,77,tolf,0,unknown,none,cloudy,166,20642,gubim001,terrw001,,,
KCA199205290,TEX,KCA,KAN06,1992/05/29,0,night,true,reilm901,cousd901,brinj901,coont901,STATS Inc.,,STATS Inc.,park,pitches,68,fromlf,5,unknown,none,cloudy,144,20591,browk001,montj002,,,
KCA199205300,TEX,KCA,KAN06,1992/05/30,0,night,true,cousd901,brinj901,coont901,reilm901,STATS Inc.,,STATS Inc.,park,pitches,75,tolf,5,unknown,none,sunny,166,25657,appik001,jeffm001,,,
KCA199205310,TEX,KCA,KAN06,1992/05/31,0,day,true,brinj901,coont901,reilm901,cousd901,STATS Inc.,,STATS Inc.,park,pitches,77,rtol,10,unknown,none,cloudy,175,21681,meacr001,russj001,,,
KCA199206010,CHA,KCA,KAN06,1992/06/01,0,night,true,koscg901,fordd901,clara901,barnl901,STATS Inc.,,STATS Inc.,park,pitches,66,fromrf,5,unknown,none,cloudy,154,25297,ferna001,boddm001,,,
KCA199206020,CHA,KCA,KAN06,1992/06/02,0,night,true,fordd901,clara901,barnl901,koscg901,STATS Inc.,,STATS Inc.,park,pitches,68,fromrf,10,unknown,none,cloudy,146,18203,gubim001,radis001,montj002,,
KCA199206030,CHA,KCA,KAN06,1992/06/03,0,night,true,clara901,barnl901,koscg901,fordd901,STATS Inc.,,STATS Inc.,park,pitches,69,rtol,2,unknown,none,cloudy,131,19218,magnm001,hibbg001,montj002,,
KCA199206050,SEA,KCA,KAN06,1992/06/05,0,night,true,kaisk901,mckej901,voltv901,johnm901,STATS Inc.,,STATS Inc.,park,pitches,79,fromrf,6,unknown,none,cloudy,157,25023,appik001,jonec003,montj002,,
KCA199206060,SEA,KCA,KAN06,1992/06/06,0,night,true,mckej901,voltv901,johnm901,kaisk901,STATS Inc.,,STATS Inc.,park,pitches,73,fromlf,10,unknown,none,cloudy,154,24111,heatn001,schom001,,,
KCA199206070,SEA,KCA,KAN06,1992/06/07,0,day,true,voltv901,johnm901,kaisk901,mckej901,STATS Inc.,,STATS Inc.,park,pitches,79,fromrf,8,unknown,none,cloudy,150,21866,reedr002,hanse001,montj002,,
KCA199206080,MIN,KCA,KAN06,1992/06/08,0,night,true,younl901,tscht901,denkd901,shulj901,STATS Inc.,,STATS Inc.,park,pitches,78,tocf,0,unknown,none,cloudy,164,26119,gordt001,kippb001,montj002,,
KCA199206090,MIN,KCA,KAN06,1992/06/09,0,night,true,tscht901,denkd901,shulj901,younl901,STATS Inc.,,STATS Inc.,park,pitches,74,rtol,11,unknown,none,cloudy,160,25171,krueb001,magnm001,aguir001,,
KCA199206100,MIN,KCA,KAN06,1992/06/10,0,night,true,denkd901,shulj901,younl901,tscht901,STATS Inc.,,STATS Inc.,park,pitches,68,fromcf,14,unknown,none,cloudy,173,19347,meacr001,guthm001,montj002,,
KCA199206190,TOR,KCA,KAN06,1992/06/19,0,night,true,voltv901,johnm901,(none),kaisk901,STATS Inc.,,STATS Inc.,park,pitches,84,ltor,5,unknown,none,sunny,173,23942,gubim001,stott001,,,
KCA199206200,TOR,KCA,KAN06,1992/06/20,0,night,true,cedeg901,johnm901,kaisk901,voltv901,STATS Inc.,,STATS Inc.,park,pitches,68,fromcf,7,unknown,none,sunny,158,29194,guzmj003,magnm001,,,
KCA199206210,TOR,KCA,KAN06,1992/06/21,0,day,true,johnm901,kaisk901,voltv901,cedeg901,STATS Inc.,,STATS Inc.,park,pitches,72,fromlf,10,unknown,none,sunny,152,24275,appik001,key-j001,montj002,,
KCA199206230,NYA,KCA,KAN06,1992/06/23,0,night,true,barnl901,koscg901,fordd901,clara901,STATS Inc.,,STATS Inc.,park,pitches,86,torf,7,unknown,none,sunny,144,23157,pichh001,perem001,montj002,,
KCA199206240,NYA,KCA,KAN06,1992/06/24,0,night,true,koscg901,fordd901,clara901,barnl901,STATS Inc.,,STATS Inc.,park,pitches,74,torf,0,unknown,none,cloudy,170,23277,johnj004,reedr002,farrs001,,
KCA199206250,NYA,KCA,KAN06,1992/06/25,0,day,true,fordd901,clara901,barnl901,koscg901,STATS Inc.,,STATS Inc.,park,pitches,81,ltor,5,unknown,none,cloudy,180,28200,sands001,gubim001,farrs001,,
KCA199207020,MIL,KCA,KAN06,1992/07/02,0,night,true,younl901,tscht901,denkd901,shulj901,STATS Inc.,,STATS Inc.,park,pitches,74,ltor,24,unknown,none,cloudy,158,23558,appik001,robir001,,,
KCA199207030,MIL,KCA,KAN06,1992/07/03,0,night,true,tscht901,denkd901,shulj901,younl901,STATS Inc.,,STATS Inc.,park,pitches,80,fromrf,6,unknown,none,sunny,166,40309,navaj001,pichh001,,,
KCA199207051,MIL,KCA,KAN06,1992/07/05,1,day,true,denkd901,shulj901,younl901,tscht901,STATS Inc.,,STATS Inc.,park,pitches,74,fromcf,12,unknown,none,cloudy,207,0,fettm001,montj002,henrd002,,
KCA199207052,MIL,KCA,KAN06,1992/07/05,2,night,true,shulj901,younl901,tscht901,denkd901,STATS Inc.,,STATS Inc.,park,pitches,79,fromcf,12,unknown,none,sunny,174,25835,boner001,davim001,holmd001,,
KCA199207160,CLE,KCA,KAN06,1992/07/16,0,night,true,hendt901,evanj901,meric901,hicke901,STATS Inc.,,STATS Inc.,park,pitches,77,ltor,1,unknown,none,sunny,172,25080,pichh001,mesaj001,montj002,,
KCA199207170,CLE,KCA,KAN06,1992/07/17,0,night,true,evanj901,meric901,hicke901,hendt901,STATS Inc.,,STATS Inc.,park,pitches,81,ltor,8,unknown,none,sunny,148,28033,montj002,plune001,,,
KCA199207180,CLE,KCA,KAN06,1992/07/18,0,night,true,meric901,hicke901,hendt901,evanj901,STATS Inc.,,STATS Inc.,park,pitches,82,tolf,5,unknown,none,sunny,140,29000,appik001,armsj001,meacr001,,
KCA199207190,CLE,KCA,KAN06,1992/07/19,0,day,true,hicke901,hendt901,evanj901,meric901,STATS Inc.,,STATS Inc.,park,pitches,86,torf,10,unknown,none,sunny,188,21637,lilld001,shifs001,olins001,,
KCA199207200,BOS,KCA,KAN06,1992/07/20,0,night,true,brinj901,coont901,reilm901,cousd901,STATS Inc.,,STATS Inc.,park,pitches,70,fromlf,11,unknown,none,cloudy,167,30260,quanp001,shifs001,rearj001,,
KCA199207210,BOS,KCA,KAN06,1992/07/21,0,night,true,coont901,reilm901,cousd901,brinj901,STATS Inc.,,STATS Inc.,park,pitches,77,rtol,10,unknown,none,cloudy,134,21921,pichh001,heskj001,,,
KCA199207220,BOS,KCA,KAN06,1992/07/22,0,night,true,reilm901,cousd901,brinj901,coont901,STATS Inc.,,STATS Inc.,park,pitches,80,fromcf,0,unknown,none,sunny,157,22978,gordt001,violf001,montj002,,
KCA199207310,OAK,KCA,KAN06,1992/07/31,0,night,true,roe-r901,joycj901,craft901,phild901,STATS Inc.,,STATS Inc.,park,pitches,73,tolf,0,unknown,none,sunny,208,35087,meacr001,parrj001,,,
KCA199208010,OAK,KCA,KAN06,1992/08/01,0,day,true,joycj901,craft901,phild901,roe-r901,STATS Inc.,,STATS Inc.,park,pitches,79,tolf,5,unknown,none,sunny,189,30892,gordt001,downk001,,,
KCA199208020,OAK,KCA,KAN06,1992/08/02,0,night,true,craft901,phild901,roe-r901,joycj901,STATS Inc.,,STATS Inc.,park,pitches,80,fromcf,4,unknown,none,sunny,166,34139,welcb001,berej001,,,
KCA199208041,CAL,KCA,KAN06,1992/08/04,1,night,true,fordd901,clara901,barnl901,koscg901,STATS Inc.,,STATS Inc.,park,pitches,79,fromcf,8,unknown,none,cloudy,147,0,blylb001,appik001,crimc001,,
KCA199208042,CAL,KCA,KAN06,1992/08/04,2,night,true,clara901,barnl901,koscg901,fordd901,STATS Inc.,,STATS Inc.,park,pitches,74,fromcf,8,unknown,none,cloudy,155,25576,aquil001,fortt001,,,
KCA199208050,CAL,KCA,KAN06,1992/08/05,0,night,true,barnl901,koscg901,fordd901,clara901,STATS Inc.,,STATS Inc.,park,pitches,73,rtol,14,unknown,none,cloudy,184,24300,gordt001,valej001,montj002,,
KCA199208060,CAL,KCA,KAN06,1992/08/06,0,day,true,koscg901,fordd901,clara901,barnl901,STATS Inc.,,STATS Inc.,park,pitches,82,tolf,10,unknown,none,cloudy,168,22553,berej001,crimc001,montj002,,
KCA199208140,BAL,KCA,KAN06,1992/08/14,0,night,true,onorb901,denkd901,shulj901,younl901,STATS Inc.,,STATS Inc.,park,pitches,68,tocf,0,unknown,none,sunny,181,35034,sutcr001,appik001,olsog001,,
KCA199208150,BAL,KCA,KAN06,1992/08/15,0,night,true,denkd901,shulj901,younl901,onorb901,STATS Inc.,,STATS Inc.,park,pitches,70,fromrf,7,unknown,none,cloudy,163,40249,meacr001,olsog001,,,
KCA199208160,BAL,KCA,KAN06,1992/08/16,0,day,true,shulj901,younl901,onorb901,denkd901,STATS Inc.,,STATS Inc.,park,pitches,74,fromrf,3,unknown,none,cloudy,170,26290,pichh001,milla001,,,
KCA199208170,DET,KCA,KAN06,1992/08/17,0,night,true,brinj901,coont901,reilm901,cousd901,STATS Inc.,,STATS Inc.,park,pitches,77,rtol,12,unknown,none,cloudy,181,28927,meacr001,knudk001,montj002,,
KCA199208180,DET,KCA,KAN06,1992/08/18,0,night,true,coont901,reilm901,cousd901,brinj901,STATS Inc.,,STATS Inc.,park,pitches,75,rtol,0,unknown,none,cloudy,163,20358,kinge001,berej001,,,
KCA199208190,DET,KCA,KAN06,1992/08/19,0,night,true,reilm901,cousd901,brinj901,coont901,STATS Inc.,,STATS Inc.,park,pitches,75,fromrf,5,unknown,none,sunny,147,23507,appik001,haasd001,,,
KCA199208310,TEX,KCA,KAN06,1992/08/31,0,night,true,fordd901,barnl901,koscg901,clara901,STATS Inc.,,STATS Inc.,park,pitches,73,fromrf,4,unknown,none,cloudy,159,21991,hanec001,pavlr001,montj002,,
KCA199209010,TEX,KCA,KAN06,1992/09/01,0,night,true,barnl901,koscg901,clara901,fordd901,STATS Inc.,,STATS Inc.,park,pitches,76,tolf,14,unknown,none,cloudy,166,21374,boddm001,burnt001,,,
KCA199209020,TEX,KCA,KAN06,1992/09/02,0,night,true,koscg901,clara901,fordd901,barnl901,STATS Inc.,,STATS Inc.,park,pitches,80,ltor,2,unknown,none,cloudy,154,15784,browk001,reedr002,,,
KCA199209030,CHA,KCA,KAN06,1992/09/03,0,night,true,garcr901,morrd901,welkt901,scotd901,STATS Inc.,,STATS Inc.,park,pitches,78,fromlf,7,unknown,none,sunny,180,18867,mcdoj001,aquil001,,,
KCA199209040,CHA,KCA,KAN06,1992/09/04,0,night,true,morrd901,welkt901,scotd901,garcr901,STATS Inc.,,STATS Inc.,park,pitches,80,rtol,9,unknown,none,cloudy,177,18513,ferna001,appik001,,,
KCA199209050,CHA,KCA,KAN06,1992/09/05,0,night,true,welkt901,scotd901,garcr901,morrd901,STATS Inc.,,STATS Inc.,park,pitches,82,rtol,15,unknown,none,cloudy,166,26845,alvaw001,berej001,,,
KCA199209060,CHA,KCA,KAN06,1992/09/06,0,day,true,scotd901,garcr901,morrd901,welkt901,STATS Inc.,,STATS Inc.,park,pitches,81,rtol,3,unknown,none,cloudy,152,25166,gordt001,hernr001,montj002,,
KCA199209070,TOR,KCA,KAN06,1992/09/07,0,night,true,koscg901,clara901,fordd901,cedeg901,STATS Inc.,,STATS Inc.,park,pitches,77,rtol,0,unknown,none,cloudy,227,21015,magnm001,welld001,,,
KCA199209080,TOR,KCA,KAN06,1992/09/08,0,night,true,clara901,fordd901,cedeg901,koscg901,STATS Inc.,,STATS Inc.,park,pitches,68,rtol,18,unknown,none,cloudy,162,15454,key-j001,aquil001,,,
KCA199209090,TOR,KCA,KAN06,1992/09/09,0,night,true,fordd901,cedeg901,koscg901,clara901,STATS Inc.,,STATS Inc.,park,pitches,74,fromlf,5,unknown,none,cloudy,162,17730,coned001,appik001,henkt001,,
KCA199209180,NYA,KCA,KAN06,1992/09/18,0,night,true,roe-r901,joycj901,craft901,phild901,STATS Inc.,,STATS Inc.,park,pitches,64,fromlf,6,unknown,none,cloudy,124,20310,pichh001,kamis001,montj002,,
KCA199209190,NYA,KCA,KAN06,1992/09/19,0,night,true,joycj901,craft901,phild901,roe-r901,STATS Inc.,,STATS Inc.,park,pitches,66,tolf,12,unknown,none,cloudy,157,23903,rasmd001,perem001,montj002,,
KCA199209200,NYA,KCA,KAN06,1992/09/20,0,day,true,craft901,phild901,roe-r901,joycj901,STATS Inc.,,STATS Inc.,park,pitches,71,tolf,26,unknown,none,cloudy,172,23982,wickb001,gordt001,cadag001,,
KCA199209210,SEA,KCA,KAN06,1992/09/21,0,night,true,meric901,hicke901,hendt901,mccol901,STATS Inc.,,STATS Inc.,park,pitches,70,fromlf,7,unknown,none,cloudy,130,17105,aquil001,flemd001,montj002,,
KCA199209220,SEA,KCA,KAN06,1992/09/22,0,night,true,hicke901,hendt901,mccol901,meric901,STATS Inc.,,STATS Inc.,park,pitches,63,fromlf,5,unknown,none,cloudy,121,16172,hanec001,johnr005,,,
KCA199209230,SEA,KCA,KAN06,1992/09/23,0,night,true,hendt901,mccol901,meric901,hicke901,STATS Inc.,,STATS Inc.,park,pitches,64,tolf,5,unknown,none,cloudy,162,15338,fishb001,pichh001,,,
KCA199209240,SEA,KCA,KAN06,1992/09/24,0,night,true,mccol901,meric901,hicke901,hendt901,STATS Inc.,,STATS Inc.,park,pitches,64,rtol,5,unknown,none,cloudy,128,17915,rasmd001,leart001,montj002,,
KCA199210020,MIN,KCA,KAN06,1992/10/02,0,night,true,joycj901,craft901,phild901,roe-r901,STATS Inc.,,STATS Inc.,park,pitches,73,tolf,6,unknown,none,sunny,128,24590,smilj001,hanec001,,,
KCA199210030,MIN,KCA,KAN06,1992/10/03,0,night,true,craft901,phild901,roe-r901,joycj901,STATS Inc.,,STATS Inc.,park,pitches,75,tolf,3,unknown,none,sunny,189,36958,meacr001,wayng001,,,
KCA199210040,MIN,KCA,KAN06,1992/10/04,0,day,true,phild901,roe-r901,joycj901,craft901,STATS Inc.,,STATS Inc.,park,pitches,75,tocf,0,unknown,none,sunny,146,23053,tromm001,rasmd001,,,
SFN199204140,SDN,SFN,SFO02,1992/04/14,0,night,false,rennd901,ripps901,tatat901,westj901,STATS Inc.,,STATS Inc.,park,pitches,59,ltor,20,unknown,none,sunny,160,46238,benea001,burkj001,,,
SFN199204150,SDN,SFN,SFO02,1992/04/15,0,night,false,ripps901,tatat901,westj901,rennd901,STATS Inc.,,STATS Inc.,park,pitches,62,ltor,11,unknown,none,cloudy,155,10736,leffc001,hickb001,myerr001,,
SFN199204160,SDN,SFN,SFO02,1992/04/16,0,day,false,tatat901,westj901,rennd901,ripps901,STATS Inc.,,STATS Inc.,park,pitches,67,ltor,9,unknown,none,cloudy,151,22743,swifb001,eilad001,,,
SFN199204170,CIN,SFN,SFO02,1992/04/17,0,night,false,westj901,rennd901,ripps901,tatat901,STATS Inc.,,STATS Inc.,park,pitches,57,ltor,13,unknown,none,cloudy,143,15262,hickb001,rijoj001,beckr001,,
SFN199204180,CIN,SFN,SFO02,1992/04/18,0,day,false,rennd901,ripps901,tatat901,westj901,STATS Inc.,,STATS Inc.,park,pitches,73,ltor,8,unknown,none,sunny,196,23958,wilst002,browt001,,,
SFN199204190,CIN,SFN,SFO02,1992/04/19,0,day,false,ripps901,tatat901,westj901,rennd901,STATS Inc.,,STATS Inc.,park,pitches,88,tocf,4,unknown,none,sunny,148,30064,burkj001,belct001,,,
SFN199204240,LAN,SFN,SFO02,1992/04/24,0,night,false,davig901,harvd901,crawj901,willc901,STATS Inc.,,STATS Inc.,park,pitches,69,tocf,6,unknown,none,cloudy,175,27429,herso001,wilst002,mcdor001,,
SFN199204250,LAN,SFN,SFO02,1992/04/25,0,day,false,harvd901,crawj901,willc901,davig901,STATS Inc.,,STATS Inc.,park,pitches,87,ltor,3,unknown,none,sunny,221,32557,mcdor001,righd001,gottj001,,
SFN199204260,LAN,SFN,SFO02,1992/04/26,0,day,false,crawj901,willc901,davig901,harvd901,STATS Inc.,,STATS Inc.,park,pitches,68,ltor,15,unknown,none,cloudy,222,40031,hereg001,wilss001,,,
SFN199204270,MON,SFN,SFO02,1992/04/27,0,night,false,davib902,hohnb901,pullf901,mcshj901,STATS Inc.,,STATS Inc.,park,pitches,63,ltor,17,unknown,none,sunny,163,8044,burbd001,martd001,branj001,,
SFN199204280,MON,SFN,SFO02,1992/04/28,0,night,false,hohnb901,pullf901,mcshj901,davib902,STATS Inc.,,STATS Inc.,park,pitches,60,fromcf,19,unknown,none,cloudy,191,8144,branj001,sampb002,,,
SFN199204290,SLN,SFN,SFO02,1992/04/29,0,day,false,pullf901,mcshj901,davib902,hohnb901,STATS Inc.,,STATS Inc.,park,pitches,73,tocf,8,unknown,none,cloudy,230,10642,perem002,righd001,smitl001,,
SFN199204300,SLN,SFN,SFO02,1992/04/30,0,day,false,mcshj901,davib902,hohnb901,pullf901,STATS Inc.,,STATS Inc.,park,pitches,66,ltor,12,unknown,none,sunny,152,9922,burkj001,delej001,,,
SFN199205020,PHI,SFN,SFO02,1992/05/02,0,day,false,wintm901,froeb901,monte901,rapue901,STATS Inc.,,STATS Inc.,park,pitches,80,rtol,8,unknown,none,sunny,142,12157,swifb001,abbok001,righd001,,
SFN199205030,PHI,SFN,SFO02,1992/05/03,0,day,false,froeb901,monte901,rapue901,wintm901,STATS Inc.,,STATS Inc.,park,pitches,72,tocf,15,unknown,none,sunny,197,27515,branc001,wilst002,schic002,,
SFN199205150,CHN,SFN,SFO02,1992/05/15,0,night,false,darlg901,wendh901,marsr901,demud901,STATS Inc.,,STATS Inc.,park,pitches,55,ltor,12,unknown,none,cloudy,171,17623,scanb001,branj001,assep001,,
SFN199205160,CHN,SFN,SFO02,1992/05/16,0,day,false,wendh901,marsr901,demud901,darlg901,STATS Inc.,,STATS Inc.,park,pitches,73,ltor,8,unknown,none,sunny,149,33557,burkj001,maddg002,beckr001,,
SFN199205170,CHN,SFN,SFO02,1992/05/17,0,day,false,marsr901,demud901,darlg901,wendh901,STATS Inc.,,STATS Inc.,park,pitches,72,ltor,17,unknown,none,sunny,149,26874,morgm001,burbd001,scanb001,,
SFN199205190,PIT,SFN,SFO02,1992/05/19,0,night,false,westj901,rennd901,ripps901,tatat901,STATS Inc.,,STATS Inc.,park,pitches,59,ltor,8,unknown,none,cloudy,162,12995,wilst002,drabd001,righd001,,
SFN199205200,PIT,SFN,SFO02,1992/05/20,0,day,false,rennd901,ripps901,tatat901,westj901,STATS Inc.,,STATS Inc.,park,pitches,75,ltor,13,unknown,none,sunny,143,15554,blacb001,smitz001,branj001,,
SFN199205210,PIT,SFN,SFO02,1992/05/21,0,day,false,ripps901,tatat901,westj901,rennd901,STATS Inc.,,STATS Inc.,park,pitches,75,tocf,9,unknown,none,sunny,145,14708,burkj001,walkb001,jackm001,,
SFN199205220,NYN,SFN,SFO02,1992/05/22,0,night,false,rungp901,bonig901,quicj901,poncl901,STATS Inc.,,STATS Inc.,park,pitches,58,tocf,12,unknown,none,cloudy,178,17962,downk001,burkt001,righd001,,
SFN199205230,NYN,SFN,SFO02,1992/05/23,0,day,false,bonig901,quicj901,poncl901,rungp901,STATS Inc.,,STATS Inc.,park,pitches,78,tocf,10,unknown,none,sunny,195,25233,goodd001,burbd001,franj001,,
SFN199205240,NYN,SFN,SFO02,1992/05/24,0,day,false,quicj901,poncl901,rungp901,bonig901,STATS Inc.,,STATS Inc.,park,pitches,73,ltor,16,unknown,none,sunny,156,33902,coned001,wilst002,,,
SFN199206040,HOU,SFN,SFO02,1992/06/04,0,night,false,hallt901,cuzzp901,froeb901,monte901,STATS Inc.,,STATS Inc.,park,pitches,57,tocf,19,unknown,none,sunny,180,8850,jonej002,hereg001,,,
SFN199206050,HOU,SFN,SFO02,1992/06/05,0,night,false,cuzzp901,froeb901,monte901,hallt901,STATS Inc.,,STATS Inc.,park,pitches,61,tocf,11,unknown,none,cloudy,199,10550,hernx001,branj001,joned001,,
SFN199206060,HOU,SFN,SFO02,1992/06/06,0,day,false,froeb901,monte901,hallt901,cuzzp901,STATS Inc.,,STATS Inc.,park,pitches,71,tocf,5,unknown,none,cloudy,204,15158,righd001,boevj001,,,
SFN199206070,HOU,SFN,SFO02,1992/06/07,0,day,false,monte901,hallt901,cuzzp901,froeb901,STATS Inc.,,STATS Inc.,park,pitches,71,ltor,17,unknown,none,sunny,134,24780,wilst002,portm001,,,
SFN199206080,CIN,SFN,SFO02,1992/06/08,0,night,false,crawj901,herna901,davib902,willc901,STATS Inc.,,STATS Inc.,park,pitches,57,tocf,22,unknown,none,cloudy,153,12582,swing001,hereg001,dibbr001,,
SFN199206090,CIN,SFN,SFO02,1992/06/09,0,night,false,herna901,davib902,willc901,crawj901,STATS Inc.,,STATS Inc.,park,pitches,58,ltor,25,unknown,none,cloudy,161,12821,charn001,beckr001,,,
SFN199206100,CIN,SFN,SFO02,1992/06/10,0,day,false,davib902,willc901,crawj901,herna901,STATS Inc.,,STATS Inc.,park,pitches,64,ltor,13,unknown,none,cloudy,142,19962,blacb001,rijoj001,,,
SFN199206180,SDN,SFN,SFO02,1992/06/18,0,night,false,darlg901,wendh901,marsr901,relic901,STATS Inc.,,STATS Inc.,park,pitches,55,ltor,11,unknown,none,cloudy,174,11594,semif001,wilst002,maddm002,,
SFN199206190,SDN,SFN,SFO02,1992/06/19,0,night,false,marsr901,relic901,(none),darlg901,STATS Inc.,,STATS Inc.,park,pitches,56,rtol,17,unknown,none,cloudy,175,17654,melej001,beckr001,,,
SFN199206200,SDN,SFN,SFO02,1992/06/20,0,day,false,relic901,wendh901,darlg901,marsr901,STATS Inc.,,STATS Inc.,park,pitches,74,tocf,13,unknown,none,sunny,183,24246,blacb001,leffc001,beckr001,,
SFN199206210,SDN,SFN,SFO02,1992/06/21,0,day,false,wendh901,darlg901,marsr901,relic901,STATS Inc.,,STATS Inc.,park,pitches,81,ltor,12,unknown,none,sunny,163,32958,jackm001,melej001,,,
SFN199206300,ATL,SFN,SFO02,1992/06/30,0,day,false,bonig901,laynj901,rungp901,quicj901,STATS Inc.,,STATS Inc.,park,pitches,72,tocf,12,unknown,none,cloudy,150,16299,smolj001,wilst002,,,
SFN199207010,ATL,SFN,SFO02,1992/07/01,0,day,false,laynj901,rungp901,quicj901,bonig901,STATS Inc.,,STATS Inc.,park,pitches,75,tocf,11,unknown,none,sunny,148,17966,blacb001,avers001,beckr001,,
SFN199207020,SLN,SFN,SFO02,1992/07/02,0,night,false,westj901,rennd901,poncl901,tatat901,STATS Inc.,,STATS Inc.,park,pitches,61,ltor,22,unknown,none,sunny,170,10649,osbod001,swifb001,smitl001,,
SFN199207030,SLN,SFN,SFO02,1992/07/03,0,night,false,rennd901,poncl901,tatat901,westj901,STATS Inc.,,STATS Inc.,park,pitches,60,ltor,17,unknown,none,cloudy,136,32575,burkj001,olivo001,,,
SFN199207040,SLN,SFN,SFO02,1992/07/04,0,night,false,poncl901,tatat901,westj901,rennd901,STATS Inc.,,STATS Inc.,park,pitches,64,ltor,21,unknown,none,sunny,199,31014,perem002,beckr001,smitl001,,
