game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,innings
NYA193904200,"""version 7RS(19) of 07/07/92""",BOS,NYA,1939/04/20,NYC16,0,0:00PM,day,false,"""115""","""Bob Kistler""","""D Lamoureaux""",2004/07/06 6:32PM,ormsr901,summb901,basis901,pipgg101,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,30278,ruffr101,grovl101,,,,
NYA193904240,"""version 7RS(19) of 07/07/92""",PHA,NYA,1939/04/24,NYC16,0,0:00PM,day,false,"""270""","""270""","""Comly""",2013/08/12 11:35PM,hubbc901,romme101,(none),morig101,park,none,0,unknown,-1,unknown,unknown,unknown,168,5820,pearm101,deanc101,,,,
NYA193904250,"""version 7RS(19) of 07/07/92""",PHA,NYA,1939/04/25,NYC16,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/09/16 6:55PM,romme101,morig101,(none),hubbc901,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,7268,ruffr101,thomb102,hadlb101,,,
NYA193904290,"""version 7RS(19) of 07/07/92""",WS1,NYA,1939/04/29,NYC16,0,0:00PM,day,false,"""270""","""270""","""Comly""",2013/08/12 2:33AM,summb901,pipgg101,basis901,ormsr901,park,none,0,unknown,-1,unknown,unknown,unknown,118,11473,chask101,gomel102,,,,
NYA193904300,"""version 7RS(19) of 07/07/92""",WS1,NYA,1939/04/30,NYC16,0,0:00PM,day,false,"""584,222,104,99,98,96""","""Rob Wood""","""David W. Smith""",2018/03/05 6:29AM,pipgg101,basis901,(none),ormsr901,park,none,0,unknown,-1,unknown,unknown,unknown,137,23712,krakj101,hildo101,carra101,,,
NYA193905160,"""version 7RS(19) of 07/07/92""",SLA,NYA,1939/05/16,NYC16,0,0:00PM,day,false,"""270,412""","""270""","""Comly""",2013/08/12 4:35AM,mcgob901,quinj901,(none),grieb901,park,none,0,unknown,-1,unknown,unknown,unknown,150,6503,hadlb101,kramj101,donaa101,,,
NYA193905170,"""version 7RS(19) of 07/07/92""",SLA,NYA,1939/05/17,NYC16,0,0:00PM,day,false,"""270""","""270""","""Comly""",2013/08/12 7:07AM,quinj901,grieb901,(none),mcgob901,park,none,0,unknown,-1,unknown,unknown,unknown,118,7576,pearm101,kennv101,,,,
NYA193905180,"""version 7RS(19) of 07/07/92""",SLA,NYA,1939/05/18,NYC16,0,0:00PM,day,false,"""270""","""270""","""Comly""",2013/08/12 7:28AM,grieb901,mcgob901,(none),quinj901,park,none,0,unknown,-1,unknown,unknown,unknown,125,6870,donaa101,milll102,,,,
NYA193905190,"""version 7RS(19) of 07/07/92""",CHA,NYA,1939/05/19,NYC16,0,0:00PM,day,false,"""270""","""270""","""Comly""",2013/08/13 9:44AM,mcgob901,quinj901,(none),grieb901,park,none,0,unknown,-1,unknown,unknown,unknown,115,9755,ruffr101,smite105,,,,
NYA193905200,"""version 7RS(19) of 07/07/92""",CHA,NYA,1939/05/20,NYC16,0,0:00PM,day,false,"""270""","""270""","""Comly""",2013/08/13 10:12AM,quinj901,grieb901,(none),mcgob901,park,none,0,unknown,-1,unknown,unknown,unknown,116,18371,hildo101,lee-t101,murpj103,,,
NYA193905210,"""version 7RS(19) of 07/07/92""",CLE,NYA,1939/05/21,NYC16,0,0:00PM,day,false,"""39""","""Doug Burks""","""Doug Burks""",2018/03/17 10:19PM,rue-j901,geish901,(none),basis901,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,37531,hadlb101,humpj101,,,,
NYA193905230,"""version 7RS(19) of 07/07/92""",CLE,NYA,1939/05/23,NYC16,0,0:00PM,day,false,"""270""","""270""","""Comly""",2013/08/13 11:50AM,kolll901,basis901,rue-j901,geish901,park,none,0,unknown,-1,unknown,unknown,unknown,128,5058,donaa101,allej102,,,,
NYA193905240,"""version 7RS(19) of 07/07/92""",DET,NYA,1939/05/24,NYC16,0,0:00PM,day,false,"""270""","""270""","""Comly""",2013/08/13 12:42PM,rue-j901,geish901,(none),kolll901,park,none,0,unknown,-1,unknown,unknown,unknown,127,10875,troud101,ferrw101,,,,
NYA193905250,"""version 7RS(19) of 07/07/92""",DET,NYA,1939/05/25,NYC16,0,0:00PM,day,false,"""270""","""270""","""Comly""",2013/08/13 5:22PM,geish901,kolll901,(none),rue-j901,park,none,0,unknown,-1,unknown,unknown,unknown,115,12087,ruffr101,mckaa101,,,,
NYA193905260,"""version 7RS(19) of 07/07/92""",PHA,NYA,1939/05/26,NYC16,0,0:00PM,day,false,"""270""","""270""","""Comly""",2013/08/13 5:51PM,mcgob901,quinj901,(none),grieb901,park,none,0,unknown,-1,unknown,unknown,unknown,125,5139,hildo101,pippc101,,,,
NYA193905271,"""version 7RS(19) of 07/07/92""",PHA,NYA,1939/05/27,NYC16,1,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/09/18 12:52PM,quinj901,grieb901,(none),mcgob901,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,0,gomel102,parmr101,,,,
NYA193905272,"""version 7RS(19) of 07/07/92""",PHA,NYA,1939/05/27,NYC16,2,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/09/18 5:07PM,grieb901,mcgob901,(none),quinj901,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,30358,sunds101,deanc101,murpj103,,,
NYA193905280,"""version 7RS(19) of 07/07/92""",PHA,NYA,1939/05/28,NYC16,0,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/22 9:00PM,mcgob901,quinj901,(none),grieb901,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,14670,donaa101,nelsl101,,,,
NYA193906140,"""version 7RS(19) of 07/07/92""",CLE,NYA,1939/06/14,NYC16,0,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/23 4:45PM,ormsr901,summb901,(none),grieb901,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,11301,fellb101,murpj103,milna101,,,
NYA193906150,"""version 7RS(19) of 07/07/92""",CLE,NYA,1939/06/15,NYC16,0,0:00PM,day,false,"""343,270""","""Dick Cramer""","""Dick Cramer""",2012/05/23 9:15PM,summb901,grieb901,(none),ormsr901,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,9619,gomel102,hardm101,,,,
NYA193906160,"""version 7RS(19) of 07/07/92""",CLE,NYA,1939/06/16,NYC16,0,0:00PM,day,false,"""343,270""","""Dick Cramer""","""Dick Cramer""",2012/05/24 6:15PM,ormsr901,summb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,112,10171,donaa101,milna101,russm101,,,
NYA193906170,"""version 7RS(19) of 07/07/92""",DET,NYA,1939/06/17,NYC16,0,0:00PM,day,false,"""343,270""","""Dick Cramer""","""Dick Cramer""",2012/05/24 6:15PM,ormsr901,summb901,(none),grieb901,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,18599,ruffr101,newsb101,,,,
NYA193906180,"""version 7RS(19) of 07/07/92""",DET,NYA,1939/06/18,NYC16,0,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/24 7:35PM,summb901,grieb901,(none),ormsr901,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,32679,rowes101,hadlb101,,,,
NYA193906190,"""version 7RS(19) of 07/07/92""",DET,NYA,1939/06/19,NYC16,0,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/24 7:35PM,grieb901,ormsr901,(none),summb901,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,6469,hildo101,troud101,,,,
NYA193906200,"""version 7RS(19) of 07/07/92""",CHA,NYA,1939/06/20,NYC16,0,0:00PM,day,false,"""343,270(7.5)""","""Dick Cramer""","""Dick Cramer""",2012/05/25 4:45PM,kolll901,hubbc901,(none),romme101,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,5892,pearm101,knotj102,,,,
NYA193906210,"""version 7RS(19) of 07/07/92""",CHA,NYA,1939/06/21,NYC16,0,0:00PM,day,false,"""343,270(8)""","""Dick Cramer""","""Dick Cramer""",2012/05/25 4:45PM,hubbc901,romme101,(none),kolll901,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,10045,sunds101,browc103,murpj103,,,
NYA193906220,"""version 7RS(19) of 07/07/92""",CHA,NYA,1939/06/22,NYC16,0,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/26 3:45PM,romme101,kolll901,(none),hubbc901,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,8337,donaa101,smite105,,,,
NYA193906240,"""version 7RS(19) of 07/07/92""",SLA,NYA,1939/06/24,NYC16,0,0:00PM,day,false,"""343,270""","""Dick Cramer""","""Dick Cramer""",2012/05/26 4:45PM,kolll901,hubbc901,(none),romme101,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,11382,ruffr101,harrb109,,,,
NYA193906251,"""version 7RS(19) of 07/07/92""",SLA,NYA,1939/06/25,NYC16,1,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/26 7:45PM,hubbc901,romme101,(none),kolll901,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,0,kramj101,murpj103,milll102,,,
NYA193906252,"""version 7RS(19) of 07/07/92""",SLA,NYA,1939/06/25,NYC16,2,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/26 9:10PM,romme101,kolll901,(none),hubbc901,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,40861,hildo101,kennv101,,,,
NYA193907041,"""version 7RS(19) of 07/07/92""",WS1,NYA,1939/07/04,NYC16,1,0:00PM,day,false,"""126,270""","""Comly""","""Comly""",2000/11/28 12:47PM,quinj901,mcgob901,(none),pipgg101,park,none,0,unknown,-1,unknown,unknown,unknown,118,0,leond103,pearm101,,,,
NYA193907042,"""version 7RS(19) of 07/07/92""",WS1,NYA,1939/07/04,NYC16,2,0:00PM,day,false,"""126""","""Comly""","""Comly""",2000/11/28 1:03PM,mcgob901,pipgg101,(none),quinj901,park,none,0,unknown,-1,unknown,unknown,unknown,108,61808,sunds101,carra101,,,,
NYA193907050,"""version 7RS(19) of 07/07/92""",WS1,NYA,1939/07/05,NYC16,0,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/27 1:10PM,pipgg101,quinj901,(none),mcgob901,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,3874,donaa101,chask101,,,,
NYA193907070,"""version 7RS(19) of 07/07/92""",BOS,NYA,1939/07/07,NYC16,0,0:00PM,day,false,"""115,276,343""","""Bob Kistler,Wayne Townsend""","""D Lamoureaux,Wayne Townsend""",2004/07/12 3:37PM,grieb901,summb901,(none),kolll901,unknown,none,0,unknown,-1,unknown,unknown,overcast,129,6588,dicke101,ruffr101,,,,
NYA193907081,"""version 7RS(19) of 07/07/92""",BOS,NYA,1939/07/08,NYC16,1,0:00PM,day,false,"""115""","""Bob Kistler""","""D Lamoureaux""",2004/07/12 3:44PM,summb901,kolll901,(none),grieb901,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,0,ostef101,hildo101,,,,
NYA193907082,"""version 7RS(19) of 07/07/92""",BOS,NYA,1939/07/08,NYC16,2,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/27 6:40PM,kolll901,grieb901,(none),summb901,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,27539,galed101,russm101,,,,
NYA193907091,"""version 7RS(19) of 07/07/92""",BOS,NYA,1939/07/09,NYC16,1,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/27 8:40PM,grieb901,summb901,(none),kolll901,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,0,dicke101,pearm101,,,,
NYA193907092,"""version 7RS(19) of 07/07/92""",BOS,NYA,1939/07/09,NYC16,2,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/27 8:40PM,summb901,kolll901,(none),grieb901,unknown,none,0,unknown,-1,unknown,unknown,unknown,175,47652,wilsj103,hadlb101,hevij101,,,
NYA193907250,"""version 7RS(19) of 07/07/92""",SLA,NYA,1939/07/25,NYC16,0,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/27 8:40PM,kolll901,hubbc901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,120,6076,donaa101,harrb109,,,,
NYA193907260,"""version 7RS(19) of 07/07/92""",SLA,NYA,1939/07/26,NYC16,0,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/28 7:20PM,hubbc901,kolll901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,116,4843,ruffr101,gillg103,,,,
NYA193907280,"""version 7RS(19) of 07/07/92""",CHA,NYA,1939/07/28,NYC16,0,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/05/28 8:50PM,kolll901,hubbc901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,117,7946,hildo101,smite105,,,,
NYA193907301,"""version 7RS(19) of 07/07/92""",CHA,NYA,1939/07/30,NYC16,1,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/06/01 8:00AM,hubbc901,kolll901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,132,0,gomel102,lyont102,murpj103,,,
NYA193907302,"""version 7RS(19) of 07/07/92""",CHA,NYA,1939/07/30,NYC16,2,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/06/01 6:40PM,kolll901,hubbc901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,123,35256,lee-t101,hadlb101,,,,
NYA193908010,"""version 7RS(19) of 07/07/92""",DET,NYA,1939/08/01,NYC16,0,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/06/01 8:15PM,rue-j901,quinj901,(none),mcgob901,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,10382,troud101,ruffr101,mckaa101,,,
NYA193908020,"""version 7RS(19) of 07/07/92""",DET,NYA,1939/08/02,NYC16,0,0:00PM,day,false,343,"""Dick Cramer""","""Dick Cramer""",2012/06/04 8:15PM,quinj901,mcgob901,(none),rue-j901,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,12341,rowes101,donaa101,,,,
