game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,howscored,oscorer
PIT200004040,HOU,PIT,PIT07,2000/04/04,0,7:05PM,night,false,crawj901,gormb901,everm901,dimum901,pitches,42,tolf,5,unknown,unknown,cloudy,171,54399,reyns001,schmj001,wagnb001,,
PIT200004050,HOU,PIT,PIT07,2000/04/05,0,7:05PM,night,false,gormb901,everm901,dimum901,crawj901,pitches,49,rtol,5,unknown,unknown,cloudy,152,12208,limaj001,bensk001,,,
PIT200004060,HOU,PIT,PIT07,2000/04/06,0,1:35PM,day,false,gormb901,everm901,crawj901,dimum901,pitches,63,rtol,18,unknown,unknown,overcast,164,11860,cordf001,holtc001,,,
PIT200004110,MON,PIT,PIT07,2000/04/11,0,7:05PM,night,false,gibsg901,ripps901,tscht901,meric901,pitches,42,ltor,5,unknown,unknown,overcast,135,11335,vazqj001,bensk001,klins002,,
PIT200004120,MON,PIT,PIT07,2000/04/12,0,7:05PM,night,false,ripps901,tscht901,meric901,gibsg901,pitches,42,ltor,5,unknown,unknown,sunny,178,10290,silvj001,batim001,willm005,,
PIT200004130,MON,PIT,PIT07,2000/04/13,0,7:05PM,night,false,tscht901,meric901,gibsg901,ripps901,pitches,53,rtol,3,unknown,unknown,sunny,143,11162,silvj001,urbiu001,,,
PIT200004140,NYN,PIT,PIT07,2000/04/14,0,7:05PM,night,false,clara901,wendh902,reedr901,buckc901,pitches,72,ltor,5,unknown,unknown,sunny,250,20725,franj001,silvj001,,,
PIT200004150,NYN,PIT,PIT07,2000/04/15,0,1:35PM,day,false,wendh902,reedr901,buckc901,clara901,pitches,72,torf,2,unknown,unknown,sunny,117,19592,andej002,ruscg001,willm005,,
PIT200004160,NYN,PIT,PIT07,2000/04/16,0,1:35PM,day,false,reedr901,buckc901,clara901,wendh902,pitches,73,ltor,4,unknown,unknown,sunny,221,20724,mahop001,petec001,benia001,,
PIT200004250,SDN,PIT,PIT07,2000/04/25,0,7:05PM,night,false,rapue901,millb901,rungb901,shulj901,pitches,63,ltor,5,unknown,unknown,sunny,210,12295,saues001,almac001,,,
PIT200004260,SDN,PIT,PIT07,2000/04/26,0,7:05PM,night,false,millb901,rungb901,shulj901,rapue901,pitches,62,rtol,5,unknown,unknown,sunny,172,13765,willm005,whism001,,,
PIT200004270,SDN,PIT,PIT07,2000/04/27,0,1:35PM,day,false,rungb901,shulj901,rapue901,millb901,pitches,66,tocf,2,unknown,unknown,sunny,164,15459,clemm001,parrj002,,,
PIT200004280,CIN,PIT,PIT07,2000/04/28,0,7:05PM,night,false,kellj901,coope901,diazl901,reilm901,pitches,66,ltor,5,unknown,unknown,cloudy,154,25557,bensk001,harnp001,willm005,,
PIT200004290,CIN,PIT,PIT07,2000/04/29,0,1:35PM,day,false,coope901,diazl901,reilm901,kellj901,pitches,70,rtol,2,unknown,unknown,sunny,177,28731,wills002,chrij002,gravd001,,
PIT200004300,CIN,PIT,PIT07,2000/04/30,0,1:35PM,day,false,diazl901,reilm901,kellj901,coope901,pitches,68,tocf,2,unknown,unknown,sunny,177,29728,bellr003,ritct001,wills002,,
PIT200005090,NYN,PIT,PIT07,2000/05/09,0,7:05PM,night,false,welkb901,froeb901,wintm901,culbf901,pitches,82,tolf,16,unknown,unknown,cloudy,162,14015,hampm001,bensk001,benia001,,
PIT200005100,NYN,PIT,PIT07,2000/05/10,0,7:05PM,night,false,froeb901,wintm901,culbf901,welkb901,pitches,58,tolf,13,unknown,unknown,sunny,209,13711,silvj001,cookd001,,,
PIT200005110,NYN,PIT,PIT07,2000/05/11,0,7:05PM,night,false,wintm901,culbf901,welkb901,froeb901,pitches,65,tocf,5,unknown,unknown,overcast,167,16264,leita001,andej002,,,
PIT200005120,MIL,PIT,PIT07,2000/05/12,0,7:05PM,night,false,willc901,reynj901,wegnm901,cedeg901,pitches,84,rtol,6,unknown,unknown,sunny,165,18524,haynj001,schmj001,,,
PIT200005130,MIL,PIT,PIT07,2000/05/13,0,7:05PM,night,false,reynj901,wegnm901,cedeg901,willc901,pitches,64,rtol,5,unknown,unknown,sunny,195,26682,saues001,acevj001,willm005,,
PIT200005140,MIL,PIT,PIT07,2000/05/14,0,1:35PM,day,false,wegnm901,cedeg901,willc901,reynj901,pitches,62,tolf,5,unknown,unknown,sunny,155,19657,bensk001,damij001,chrij002,,
PIT200005190,SLN,PIT,PIT07,2000/05/19,0,7:05PM,night,false,iassd901,monte901,randt901,barrt901,pitches,78,torf,5,unknown,unknown,sunny,158,24281,bensk001,ankir001,,,
PIT200005200,SLN,PIT,PIT07,2000/05/20,0,7:05PM,night,false,monte901,randt901,barrt901,iassd901,pitches,62,rtol,5,unknown,unknown,overcast,177,36331,hentp001,cordf001,,,
PIT200005210,SLN,PIT,PIT07,2000/05/21,0,1:35PM,day,false,randt901,barrt901,iassd901,monte901,pitches,63,tolf,2,unknown,unknown,overcast,181,33034,benea001,ritct001,vered001,,
PIT200005290,FLO,PIT,PIT07,2000/05/29,0,7:05PM,night,false,davig901,joycj901,riekr901,emmep901,pitches,66,tocf,5,unknown,unknown,sunny,184,17282,schmj001,nunev001,,,
PIT200005300,FLO,PIT,PIT07,2000/05/30,0,7:05PM,night,false,joycj901,reilm901,emmep901,davig901,pitches,68,torf,5,unknown,unknown,sunny,170,14742,willm005,alfoa001,,,
PIT200005310,FLO,PIT,PIT07,2000/05/31,0,7:05PM,night,false,riekr901,emmep901,davig901,joycj901,pitches,85,rtol,5,unknown,unknown,sunny,154,17731,cordf001,sancj001,willm005,,
PIT200006020,KCA,PIT,PIT07,2000/06/02,0,7:05PM,night,false,marqa901,cousd901,nelsj901,roe-r901,pitches,73,rtol,3,unknown,unknown,cloudy,149,23527,ritct001,batim001,,,
PIT200006030,KCA,PIT,PIT07,2000/06/03,0,7:05PM,night,false,cousd901,nelsj901,roe-r901,marqa901,pitches,64,ltor,2,unknown,unknown,sunny,206,26264,witaj001,schmj001,,,
PIT200006040,KCA,PIT,PIT07,2000/06/04,0,1:35PM,day,false,cousd901,roe-r901,nelsj901,marqa901,pitches,72,rtol,3,unknown,unknown,sunny,226,27915,rakej001,chrij002,reicd001,,
PIT200006050,DET,PIT,PIT07,2000/06/05,0,7:05PM,night,false,iassd901,hirsm901,bellw901,onorb901,pitches,62,tolf,2,unknown,unknown,overcast,173,12479,cordf001,mlicd001,,,
PIT200006060,DET,PIT,PIT07,2000/06/06,0,7:05PM,night,false,hirsm901,bellw901,onorb901,iassd901,pitches,54,rtol,7,unknown,unknown,sunny,178,13174,nitkc001,andej002,jonet003,,
PIT200006070,DET,PIT,PIT07,2000/06/07,0,7:05PM,night,false,bellw901,onorb901,iassd901,hirsm901,pitches,72,rtol,5,unknown,unknown,sunny,163,15067,ritct001,nomoh001,willm005,,
PIT200006120,ATL,PIT,PIT07,2000/06/12,0,7:05PM,night,false,buckc901,reedr901,wendh902,clara901,pitches,79,tocf,5,unknown,unknown,overcast,182,15196,ligtk001,chrij002,remlm001,,
PIT200006130,ATL,PIT,PIT07,2000/06/13,0,7:05PM,night,false,reedr901,wendh902,clara901,buckc901,pitches,79,rtol,10,unknown,unknown,overcast,190,17971,silvj001,wengd001,,,
PIT200006140,ATL,PIT,PIT07,2000/06/14,0,7:05PM,night,false,wendh902,clara901,buckc901,reedr901,pitches,89,rtol,5,unknown,unknown,sunny,180,16972,maddg002,andej002,ligtk001,,
PIT200006150,ATL,PIT,PIT07,2000/06/15,0,7:05PM,night,false,clara901,buckc901,reedr901,wendh902,pitches,78,tolf,3,unknown,unknown,sunny,159,19065,bensk001,millk004,,,
PIT200006160,FLO,PIT,PIT07,2000/06/16,0,7:05PM,night,false,younl901,bonig901,millb901,mealj901,pitches,84,tolf,5,unknown,unknown,sunny,172,29737,cornr001,cordf001,loopb001,,
PIT200006170,FLO,PIT,PIT07,2000/06/17,0,7:05PM,night,false,bonig901,millb901,mealj901,younl901,pitches,76,unknown,7,unknown,unknown,overcast,212,23552,alfoa001,loisr001,stroj001,,
PIT200006180,FLO,PIT,PIT07,2000/06/18,0,1:35PM,day,false,millb901,mealj901,younl901,klemj901,pitches,76,ltor,5,unknown,unknown,overcast,174,24916,boner001,chrij002,alfoa001,,
PIT200006270,CHN,PIT,PIT07,2000/06/27,0,7:05PM,night,false,katzt901,morrd901,mckej901,fichm901,pitches,82,ltor,5,unknown,unknown,overcast,125,18688,ritct001,woodk002,,,
PIT200006280,CHN,PIT,PIT07,2000/06/28,0,7:05PM,night,false,morrd901,mckej901,fichm901,katzt901,pitches,82,tolf,2,unknown,unknown,sunny,157,29665,liebj001,cordf001,aguir001,,
PIT200006290,CHN,PIT,PIT07,2000/06/29,0,7:05PM,night,false,mckej901,fichm901,katzt901,morrd901,pitches,66,rtol,8,unknown,unknown,sunny,167,19531,wilkm001,worrt002,,,
PIT200007070,MIN,PIT,PIT07,2000/07/07,0,7:05PM,night,false,coope901,diazl901,reilm901,vanvm901,pitches,82,ltor,5,unknown,unknown,sunny,186,22134,chrij002,wellb002,willm005,,
PIT200007080,MIN,PIT,PIT07,2000/07/08,0,7:05PM,night,false,diazl901,vanvm901,reilm901,coope901,pitches,78,rtol,7,unknown,unknown,sunny,159,33814,bensk001,milte001,willm005,,
PIT200007090,MIN,PIT,PIT07,2000/07/09,0,1:35PM,day,false,vanvm901,reilm901,coope901,diazl901,pitches,83,rtol,8,unknown,unknown,sunny,165,23154,redmm002,silvj001,hawkl001,,
PIT200007210,PHI,PIT,PIT07,2000/07/21,0,7:05PM,night,false,guccc901,riekr901,emmep901,davig901,pitches,74,ltor,4,unknown,unknown,sunny,156,22438,andej002,byrdp001,,,
PIT200007220,PHI,PIT,PIT07,2000/07/22,0,7:05PM,night,false,riekr901,emmep901,davig901,guccc901,pitches,70,ltor,3,unknown,unknown,overcast,144,28485,arrob001,persr001,willm005,,
PIT200007230,PHI,PIT,PIT07,2000/07/23,0,1:35PM,day,false,emmep901,davig901,guccc901,riekr901,pitches,75,ltor,3,unknown,unknown,sunny,123,23840,schic002,ritct001,,,
PIT200007250,MIL,PIT,PIT07,2000/07/25,0,7:05PM,night,false,relic901,carlm901,demud901,eddid901,pitches,76,fromrf,5,unknown,unknown,sunny,183,15808,leskc001,chrij002,wickb001,,
PIT200007260,MIL,PIT,PIT07,2000/07/26,0,7:05PM,night,false,carlm901,demud901,eddid901,relic901,pitches,78,fromlf,5,unknown,unknown,overcast,154,20421,silvj001,haynj001,willm005,,
PIT200007270,MIL,PIT,PIT07,2000/07/27,0,7:05PM,night,false,demud901,eddid901,relic901,carlm901,pitches,88,fromrf,9,unknown,unknown,sunny,147,16636,leskc001,manzj001,wickb001,,
PIT200007280,SDN,PIT,PIT07,2000/07/28,0,7:05PM,night,false,fichm901,barrt901,monte901,barkl901,pitches,68,tolf,2,unknown,unknown,overcast,161,20686,arrob001,clemm001,,,
PIT200007290,SDN,PIT,PIT07,2000/07/29,0,7:05PM,night,false,barrt901,monte901,barkl901,fichm901,pitches,69,torf,3,unknown,unknown,overcast,163,30118,cordf001,tollb001,,,
PIT200007300,SDN,PIT,PIT07,2000/07/30,0,1:35PM,day,false,monte901,barkl901,fichm901,barrt901,pitches,83,rtol,2,unknown,unknown,overcast,197,19680,walld002,wilkm001,hofft001,,
PIT200008011,LAN,PIT,PIT07,2000/08/01,1,5:05PM,night,false,kulpr901,vanvm901,marsr901,barkl901,pitches,84,rtol,5,unknown,unknown,cloudy,165,0,andej002,perec001,,,
PIT200008012,LAN,PIT,PIT07,2000/08/01,2,8:20PM,night,false,vanvm901,marsr901,barkl901,kulpr901,pitches,84,rtol,3,unknown,unknown,sunny,195,21028,hergm001,wilkm001,shawj001,,
PIT200008020,LAN,PIT,PIT07,2000/08/02,0,1:35PM,day,false,marsr901,barkl901,kulpr901,vanvm901,pitches,84,rtol,8,unknown,unknown,cloudy,195,19537,dreid001,silvj001,,,
PIT200008110,ARI,PIT,PIT07,2000/08/11,0,7:05PM,night,false,danlk901,gormb901,dimum901,everm901,pitches,74,ltor,3,unknown,unknown,sunny,176,25281,reyna001,serad001,,,
PIT200008120,ARI,PIT,PIT07,2000/08/12,0,7:05PM,night,false,gormb901,dimum901,everm901,danlk901,pitches,73,ltor,3,unknown,unknown,overcast,178,34101,saues001,schic002,,,
PIT200008130,ARI,PIT,PIT07,2000/08/13,0,1:35PM,day,false,dimum901,everm901,danlk901,gormb901,pitches,78,fromlf,3,unknown,unknown,sunny,192,25321,morgm001,arrob001,mantm001,,
PIT200008250,COL,PIT,PIT07,2000/08/25,0,7:05PM,night,false,culbf901,froeb901,wintm901,welkb901,pitches,83,ltor,2,unknown,unknown,sunny,183,23104,tavaj001,andej002,,,
PIT200008260,COL,PIT,PIT07,2000/08/26,0,1:15PM,day,false,froeb901,wintm901,welkb901,culbf901,pitches,82,fromlf,2,unknown,unknown,sunny,209,23340,astap001,silvj001,,,
PIT200008270,COL,PIT,PIT07,2000/08/27,0,1:35PM,day,false,wintm901,welkb901,culbf901,froeb901,pitches,72,tolf,2,unknown,unknown,cloudy,159,20157,bohab001,serad001,,,
PIT200008280,SFN,PIT,PIT07,2000/08/28,0,7:05PM,night,false,cousd901,mealj901,nelsj901,barkl901,pitches,78,ltor,8,unknown,unknown,overcast,169,15125,embra001,saues001,nen-r001,,
PIT200008290,SFN,PIT,PIT07,2000/08/29,0,7:05PM,night,false,mealj901,nelsj901,barkl901,cousd901,pitches,77,tocf,5,unknown,unknown,sunny,154,14306,bensk001,hernl003,,,
PIT200008300,SFN,PIT,PIT07,2000/08/30,0,7:05PM,night,false,nelsj901,barkl901,cousd901,mealj901,pitches,77,fromlf,7,unknown,unknown,cloudy,161,16576,ortir001,andej002,nen-r001,,
PIT200008310,SFN,PIT,PIT07,2000/08/31,0,1:35PM,day,false,barkl901,cousd901,mealj901,nelsj901,pitches,78,tolf,5,unknown,unknown,overcast,171,13781,ruetk001,silvj001,,,
PIT200009081,CIN,PIT,PIT07,2000/09/08,1,5:05PM,night,false,everm901,gormb901,hollm901,danlk901,pitches,80,tolf,3,unknown,unknown,cloudy,188,0,ritct001,wills002,,,
PIT200009082,CIN,PIT,PIT07,2000/09/08,2,8:45PM,night,false,dimum901,hollm901,danlk901,gormb901,pitches,80,tolf,3,unknown,unknown,cloudy,191,26486,wilkm001,villr001,willm005,,
PIT200009090,CIN,PIT,PIT07,2000/09/09,0,7:05PM,night,false,gormb901,danlk901,everm901,dimum901,pitches,80,torf,5,unknown,unknown,sunny,205,34590,parrs001,bensk001,gravd001,,
PIT200009100,CIN,PIT,PIT07,2000/09/10,0,1:35PM,day,false,danlk901,everm901,dimum901,gormb901,pitches,82,fromrf,3,unknown,unknown,cloudy,182,35046,desse001,andej002,gravd001,,
PIT200009110,SLN,PIT,PIT07,2000/09/11,0,7:05PM,night,false,iassd901,bellw901,onorb901,hirsm901,pitches,82,fromrf,3,unknown,unknown,sunny,194,16583,stepg001,manzj001,,,
PIT200009120,SLN,PIT,PIT07,2000/09/12,0,7:05PM,night,false,bellw901,onorb901,hirsm901,iassd901,pitches,82,rtol,10,unknown,unknown,overcast,174,15824,kiled001,serad001,,park,
PIT200009130,SLN,PIT,PIT07,2000/09/13,0,7:05PM,night,false,onorb901,hirsm901,iassd901,bellw901,pitches,74,tolf,1,unknown,unknown,sunny,178,22236,ankir001,ritct001,,,
PIT200009260,HOU,PIT,PIT07,2000/09/26,0,7:05PM,night,false,reynj901,hirsj901,willc901,wegnm901,pitches,58,rtol,3,unknown,unknown,sunny,184,14311,bensk001,holtc001,,,
PIT200009270,HOU,PIT,PIT07,2000/09/27,0,7:05PM,night,false,hirsj901,willc901,wegnm901,reynj901,pitches,68,rtol,10,unknown,unknown,sunny,154,14511,mcknt001,andej002,,,
PIT200009280,HOU,PIT,PIT07,2000/09/28,0,7:05PM,night,false,willc901,wegnm901,reynj901,hirsj901,pitches,53,ltor,7,unknown,unknown,sunny,137,17710,silvj001,doteo001,,,
PIT200009290,CHN,PIT,PIT07,2000/09/29,0,7:05PM,night,false,randt901,monte901,laynj901,barrt901,pitches,59,rtol,5,unknown,unknown,sunny,217,40128,wilkm001,rains001,,,
PIT200009300,CHN,PIT,PIT07,2000/09/30,0,7:05PM,night,false,monte901,laynj901,barrt901,randt901,pitches,67,fromrf,0,unknown,unknown,sunny,144,43458,ritct001,quevr001,willm005,,
PIT200010010,CHN,PIT,PIT07,2000/10/01,0,4:05PM,day,false,laynj901,barrt901,randt901,monte901,pitches,79,fromrf,8,unknown,unknown,sunny,219,55351,farnk001,saues001,arnoj001,,
LAN200004140,CIN,LAN,LOS03,2000/04/14,0,1:10PM,day,false,carlm901,demud901,relic901,eddid901,pitches,71,ltor,14,unknown,unknown,cloudy,165,53223,herso001,bellr003,,,
LAN200004150,CIN,LAN,LOS03,2000/04/15,0,5:10PM,night,false,demud901,relic901,eddid901,carlm901,pitches,64,ltor,11,unknown,unknown,cloudy,210,51179,wills002,milla001,gravd001,,
LAN200004160,CIN,LAN,LOS03,2000/04/16,0,1:10PM,day,false,relic901,eddid901,carlm901,demud901,pitches,71,rtol,14,unknown,unknown,cloudy,198,52594,parrs001,parkc002,gravd001,,
LAN200004180,HOU,LAN,LOS03,2000/04/18,0,7:10PM,night,false,marqa901,brinj901,nelsj901,cousd901,pitches,61,ltor,12,unknown,unknown,cloudy,178,26298,dreid001,doteo001,shawj001,,
LAN200004190,HOU,LAN,LOS03,2000/04/19,0,7:05PM,night,false,brinj901,nelsj901,cousd901,marqa901,pitches,63,ltor,14,unknown,unknown,cloudy,212,29717,reyns001,herso001,,,
LAN200004280,FLO,LAN,LOS03,2000/04/28,0,7:10PM,night,false,packs901,reynj901,willc901,wegnm901,pitches,64,rtol,11,unknown,unknown,cloudy,165,46012,adamt001,pennb002,shawj001,,
LAN200004290,FLO,LAN,LOS03,2000/04/29,0,5:10PM,night,false,reynj901,willc901,wegnm901,packs901,pitches,72,ltor,12,unknown,unknown,cloudy,229,35583,shawj001,alfoa001,,,
LAN200004300,FLO,LAN,LOS03,2000/04/30,0,1:10PM,day,false,willc901,wegnm901,packs901,reynj901,pitches,82,ltor,14,unknown,unknown,sunny,153,31940,browk001,ferna001,,,
LAN200005010,ATL,LAN,LOS03,2000/05/01,0,7:10PM,night,false,katzt901,mealj901,younl901,higgs901,pitches,64,ltor,10,unknown,unknown,sunny,172,28790,millk004,gagne001,rockj001,,
LAN200005020,ATL,LAN,LOS03,2000/05/02,0,7:10PM,night,false,mealj901,younl901,higgs901,katzt901,pitches,69,ltor,8,unknown,unknown,sunny,191,30246,chenb001,adamt001,rockj001,,
LAN200005030,ATL,LAN,LOS03,2000/05/03,0,7:05PM,night,false,younl901,higgs901,katzt901,mealj901,pitches,66,rtol,12,unknown,unknown,sunny,145,34960,perec001,maddg002,shawj001,,
LAN200005050,HOU,LAN,LOS03,2000/05/05,0,7:10PM,night,false,emmep901,davig901,joycj901,riekr901,pitches,66,ltor,14,unknown,unknown,overcast,162,45428,shawj001,henrd002,,,
LAN200005060,HOU,LAN,LOS03,2000/05/06,0,7:10PM,night,false,davig901,joycj901,riekr901,emmep901,pitches,62,rtol,12,unknown,unknown,sunny,179,44345,dreid001,doteo001,,,
LAN200005070,HOU,LAN,LOS03,2000/05/07,0,5:05PM,night,false,joycj901,riekr901,emmep901,davig901,pitches,72,ltor,12,unknown,unknown,sunny,271,52806,wagnb001,shawj001,,,
LAN200005220,CIN,LAN,LOS03,2000/05/22,0,7:10PM,night,false,iassd901,hirsm901,bellw901,onorb901,pitches,74,ltor,10,unknown,unknown,sunny,275,31000,hergm001,aybam001,,,
LAN200005230,CIN,LAN,LOS03,2000/05/23,0,7:10PM,night,false,hirsm901,bellw901,onorb901,iassd901,pitches,66,ltor,12,unknown,unknown,sunny,184,39411,ferno001,gagne001,gravd001,,
LAN200005240,CIN,LAN,LOS03,2000/05/24,0,7:05PM,night,false,bellw901,onorb901,iassd901,hirsm901,pitches,66,ltor,7,unknown,unknown,overcast,200,31740,sulls001,parkc002,,,
LAN200005260,PHI,LAN,LOS03,2000/05/26,0,7:10PM,night,false,meric901,gibsg901,ripps901,tscht901,pitches,71,ltor,13,unknown,unknown,sunny,171,37048,browk001,byrdp001,,,
LAN200005270,PHI,LAN,LOS03,2000/05/27,0,7:10PM,night,false,gibsg901,ripps901,tscht901,meric901,pitches,74,ltor,10,unknown,unknown,sunny,225,33967,persr001,dreid001,branj001,,
LAN200005280,PHI,LAN,LOS03,2000/05/28,0,1:10PM,day,false,ripps901,tscht901,meric901,gibsg901,pitches,89,ltor,13,unknown,unknown,sunny,170,28603,wolfr001,osuna002,,,
LAN200005290,NYN,LAN,LOS03,2000/05/29,0,4:05PM,day,false,schrp901,cuzzp901,barkl901,craft901,pitches,84,ltor,14,unknown,unknown,sunny,173,43084,parkc002,leita001,,,
LAN200005300,NYN,LAN,LOS03,2000/05/30,0,7:10PM,night,false,cuzzp901,barkl901,craft901,schrp901,pitches,74,ltor,12,unknown,unknown,sunny,249,26102,franj001,shawj001,,,
LAN200005310,NYN,LAN,LOS03,2000/05/31,0,7:05PM,night,false,barkl901,craft901,schrp901,cuzzp901,pitches,70,ltor,10,unknown,unknown,sunny,174,31323,fettm001,wendt001,,,
LAN200006080,HOU,LAN,LOS03,2000/06/08,0,6:10PM,night,false,guccc901,mealj901,younl901,lampi901,pitches,72,ltor,12,unknown,unknown,sunny,167,23648,parkc002,holtc001,fettm001,,
LAN200006090,OAK,LAN,LOS03,2000/06/09,0,7:10PM,night,false,rungb901,rapue901,shulj901,roe-r901,pitches,68,ltor,14,unknown,unknown,sunny,183,31038,tam-j001,osuna002,isrij001,,
LAN200006100,OAK,LAN,LOS03,2000/06/10,0,7:10PM,night,false,rapue901,shulj901,roe-r901,rungb901,pitches,70,ltor,14,unknown,unknown,sunny,162,38621,browk001,olivo001,,,
LAN200006110,OAK,LAN,LOS03,2000/06/11,0,1:10PM,day,false,shulj901,roe-r901,rungb901,rapue901,pitches,80,torf,12,unknown,unknown,sunny,171,38733,appik001,gagne001,,,
LAN200006120,ARI,LAN,LOS03,2000/06/12,0,7:10PM,night,false,monte901,randt901,barrt901,laynj901,pitches,68,ltor,12,unknown,unknown,sunny,165,25552,andeb002,dreid001,kim-b001,,
LAN200006130,ARI,LAN,LOS03,2000/06/13,0,7:10PM,night,false,randt901,barrt901,laynj901,monte901,pitches,78,ltor,11,unknown,unknown,sunny,150,34067,parkc002,morgm001,,,
LAN200006140,ARI,LAN,LOS03,2000/06/14,0,7:05PM,night,false,barrt901,laynj901,monte901,randt901,pitches,74,ltor,12,unknown,unknown,sunny,171,27332,johnr005,perec001,,,
LAN200006150,ARI,LAN,LOS03,2000/06/15,0,7:10PM,night,false,demud901,eddid901,relic901,carlm901,pitches,72,ltor,12,unknown,unknown,sunny,147,30103,browk001,stott001,,,
LAN200006160,SLN,LAN,LOS03,2000/06/16,0,7:10PM,night,false,eddid901,relic901,carlm901,demud901,pitches,73,ltor,11,unknown,unknown,cloudy,181,43971,hentp001,herso001,vered001,,
LAN200006170,SLN,LAN,LOS03,2000/06/17,0,1:05PM,day,false,relic901,carlm901,demud901,eddid901,pitches,76,ltor,12,unknown,unknown,sunny,202,46048,benea001,dreid001,vered001,,
LAN200006180,SLN,LAN,LOS03,2000/06/18,0,5:05PM,night,false,carlm901,demud901,eddid901,relic901,pitches,76,ltor,12,unknown,unknown,sunny,165,50713,parkc002,kiled001,shawj001,,
LAN200006260,SDN,LAN,LOS03,2000/06/26,0,7:10PM,night,false,riekr901,emmep901,davig901,guccc901,pitches,78,ltor,12,unknown,unknown,sunny,165,26417,meadb001,herso001,,,
LAN200006270,SDN,LAN,LOS03,2000/06/27,0,7:10PM,night,false,emmep901,davig901,guccc901,riekr901,pitches,76,ltor,14,unknown,unknown,sunny,205,41897,fettm001,whitm002,,,
LAN200006280,SDN,LAN,LOS03,2000/06/28,0,7:05PM,night,false,davig901,guccc901,riekr901,emmep901,pitches,76,ltor,14,unknown,unknown,sunny,181,32351,adamt001,monts001,,,
LAN200006290,SDN,LAN,LOS03,2000/06/29,0,6:10PM,night,false,guccc901,riekr901,emmep901,davig901,pitches,78,ltor,10,unknown,unknown,sunny,201,50171,clemm001,dreid001,hofft001,,
LAN200007130,ANA,LAN,LOS03,2000/07/13,0,7:10PM,night,false,gibsg901,ripps901,tscht901,meric901,pitches,72,ltor,14,unknown,unknown,sunny,210,35456,osuna002,levia001,,,
LAN200007140,ANA,LAN,LOS03,2000/07/14,0,7:10PM,night,false,ripps901,tscht901,meric901,gibsg901,pitches,75,ltor,13,unknown,unknown,sunny,155,53115,bottk001,browk001,perct001,,
LAN200007150,ANA,LAN,LOS03,2000/07/15,0,1:05PM,day,false,tscht901,meric901,gibsg901,ripps901,pitches,82,ltor,11,unknown,unknown,sunny,198,42726,ethes001,parkc002,,,
LAN200007160,PIT,LAN,LOS03,2000/07/16,0,5:10PM,night,false,roe-r901,rungb901,rapue901,wolfj901,pitches,78,ltor,7,unknown,unknown,sunny,174,34116,adamt001,willm005,,,
LAN200007170,PIT,LAN,LOS03,2000/07/17,0,7:10PM,night,false,rungb901,rapue901,shulj901,roe-r901,pitches,75,ltor,10,unknown,unknown,sunny,207,25261,dreid001,arrob001,shawj001,,
LAN200007180,PIT,LAN,LOS03,2000/07/18,0,1:10PM,day,false,rapue901,shulj901,roe-r901,rungb901,pitches,85,rtol,8,unknown,unknown,sunny,207,34872,manzj001,juddm001,willm005,,
LAN200007190,COL,LAN,LOS03,2000/07/19,0,7:05PM,night,false,higgs901,wegnm901,willc901,katzt901,pitches,76,ltor,8,unknown,unknown,sunny,159,26889,browk001,arror001,,,
LAN200007200,COL,LAN,LOS03,2000/07/20,0,7:10PM,night,false,wegnm901,willc901,katzt901,higgs901,pitches,83,rtol,6,unknown,unknown,sunny,186,33619,parkc002,yoshm001,fettm001,,
LAN200007210,SFN,LAN,LOS03,2000/07/21,0,7:10PM,night,false,carlm901,demud901,eddid901,relic901,pitches,74,ltor,8,unknown,unknown,sunny,168,53563,hergm001,rodrf002,shawj001,,
LAN200007220,SFN,LAN,LOS03,2000/07/22,0,1:05PM,day,false,demud901,eddid901,relic901,carlm901,pitches,84,ltor,6,unknown,unknown,sunny,153,45705,hernl003,gagne001,nen-r001,,
LAN200007230,SFN,LAN,LOS03,2000/07/23,0,5:10PM,night,false,eddid901,relic901,carlm901,demud901,pitches,83,ltor,11,unknown,unknown,sunny,164,47969,dreid001,ortir001,,,
LAN200008040,MIL,LAN,LOS03,2000/08/04,0,7:10PM,night,false,clara901,buckc901,reedr901,wendh902,pitches,77,ltor,6,unknown,unknown,sunny,163,36074,fettm001,acevj001,,,
LAN200008050,MIL,LAN,LOS03,2000/08/05,0,7:10PM,night,false,buckc901,reedr901,wendh902,clara901,pitches,78,ltor,6,unknown,unknown,sunny,186,42580,acevj001,fettm001,leskc001,,
LAN200008060,MIL,LAN,LOS03,2000/08/06,0,5:10PM,night,false,reedr901,wendh902,clara901,buckc901,pitches,79,ltor,7,unknown,unknown,sunny,196,40275,haynj001,valdi001,leskc001,,
LAN200008070,CHN,LAN,LOS03,2000/08/07,0,7:10PM,night,false,scotd901,hudsm901,cedeg901,guccc901,pitches,74,ltor,7,unknown,unknown,sunny,167,31697,quevr001,hergm001,,,
LAN200008080,CHN,LAN,LOS03,2000/08/08,0,7:10PM,night,false,hudsm901,cedeg901,guccc901,scotd901,pitches,77,ltor,5,unknown,unknown,sunny,207,46373,dreid001,nortp001,shawj001,,
