game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,howscored,oscorer
TBA200005270,SEA,TBA,STP01,2000/05/27,0,4:15PM,day,true,carlm901,demud901,eddid901,relic901,pitches,72,rtol,0,dry,none,dome,173,24373,tomkb001,rekab001,sasak001,,
TBA200005280,SEA,TBA,STP01,2000/05/28,0,1:15PM,day,true,demud901,eddid901,relic901,carlm901,pitches,72,tocf,0,dry,none,dome,196,16194,mecij001,mesaj001,,,
TBA200005290,BAL,TBA,STP01,2000/05/29,0,4:15PM,day,true,timmt901,shulj901,millb901,rungb901,pitches,72,fromrf,0,dry,none,dome,168,24209,rappp001,tracs001,,,
TBA200005300,BAL,TBA,STP01,2000/05/30,0,7:15PM,night,true,shulj901,millb901,rungb901,timmt901,pitches,72,tolf,0,dry,none,dome,161,13113,ponss001,yan-e001,timlm001,,
TBA200005310,BAL,TBA,STP01,2000/05/31,0,7:15PM,night,true,millb901,rungb901,timmt901,shulj901,pitches,72,torf,0,dry,none,dome,176,13870,mecij001,groob001,hernr001,,
TBA200006010,BAL,TBA,STP01,2000/06/01,0,7:15PM,night,true,rungb901,timmt901,shulj901,millb901,pitches,72,tocf,0,dry,none,dome,126,14108,rekab001,erics001,hernr001,,
TBA200006090,FLO,TBA,STP01,2000/06/09,0,7:15PM,night,true,morrd901,mckej901,danlk901,fleta901,pitches,72,tocf,0,dry,none,dome,189,16035,tracs001,dempr002,hernr001,,
TBA200006100,FLO,TBA,STP01,2000/06/10,0,4:15PM,day,true,mckej901,danlk901,fleta901,morrd901,pitches,72,torf,0,dry,none,dome,159,42823,cornr001,yan-e001,alfoa001,park,
TBA200006110,FLO,TBA,STP01,2000/06/11,0,1:15PM,day,true,danlk901,fleta901,morrd901,mckej901,pitches,72,ltor,0,dry,none,dome,207,20647,mecij001,boner001,hernr001,,
TBA200006130,ANA,TBA,STP01,2000/06/13,0,7:15PM,night,true,hirsj901,reynj901,wegnm901,lampi901,pitches,72,unknown,0,dry,none,dome,176,13483,ethes001,rekab001,perct001,,
TBA200006140,ANA,TBA,STP01,2000/06/14,0,7:15PM,night,true,reynj901,wegnm901,lampi901,hirsj901,pitches,72,unknown,0,dry,none,dome,129,13362,lopea002,perct001,,,
TBA200006150,ANA,TBA,STP01,2000/06/15,0,7:15PM,night,true,wegnm901,lampi901,hirsj901,reynj901,pitches,72,unknown,0,dry,none,dome,159,13210,tracs001,hases001,,,
TBA200006160,TEX,TBA,STP01,2000/06/16,0,7:15PM,night,true,tscht901,meric901,gibsg901,ripps901,pitches,72,ltor,0,dry,none,dome,160,16834,yan-e001,olivd001,,,
TBA200006170,TEX,TBA,STP01,2000/06/17,0,1:15PM,day,true,meric901,gibsg901,ripps901,tscht901,pitches,72,ltor,0,dry,none,dome,185,22813,perim001,lidlc001,,,
TBA200006180,TEX,TBA,STP01,2000/06/18,0,1:15PM,day,true,gibsg901,ripps901,tscht901,meric901,pitches,72,ltor,0,dry,none,dome,155,20197,whitr002,hellr001,,,
TBA200006270,TOR,TBA,STP01,2000/06/27,0,7:15PM,night,true,welkb901,culbf901,froeb901,wintm901,pitches,72,ltor,0,dry,none,dome,178,14657,tracs001,escok001,,,
TBA200006280,TOR,TBA,STP01,2000/06/28,0,7:15PM,night,true,culbf901,froeb901,wintm901,welkb901,pitches,72,torf,0,dry,none,dome,156,15308,welld001,yan-e001,,,
TBA200006290,TOR,TBA,STP01,2000/06/29,0,12:15PM,day,true,froeb901,wintm901,welkb901,culbf901,pitches,72,tocf,0,dry,none,dome,182,21666,castf001,lidlc001,,,
TBA200006300,NYA,TBA,STP01,2000/06/30,0,7:15PM,night,true,buckc901,reedr901,wendh902,clara901,pitches,72,ltor,0,dry,none,dome,202,30323,mecij001,nelsj001,hernr001,,
TBA200007010,NYA,TBA,STP01,2000/07/01,0,4:15PM,day,true,reedr901,wendh902,clara901,buckc901,pitches,72,tocf,0,dry,none,dome,205,37990,herno001,lopea002,,,
TBA200007020,NYA,TBA,STP01,2000/07/02,0,1:15PM,day,true,wendh902,clara901,buckc901,reedr901,pitches,72,ltor,0,dry,none,dome,179,31118,clemr001,tracs001,rivem002,,
TBA200007030,DET,TBA,STP01,2000/07/03,0,7:15PM,night,true,younl901,klemj901,barkl901,craft901,pitches,72,ltor,0,dry,none,dome,195,15709,pattd001,hernr001,jonet003,,
TBA200007040,DET,TBA,STP01,2000/07/04,0,4:15PM,day,true,klemj901,barkl901,craft901,younl901,pitches,72,tolf,0,dry,none,dome,166,18011,mlicd001,lidlc001,,,
TBA200007050,DET,TBA,STP01,2000/07/05,0,7:15PM,night,true,barkl901,craft901,younl901,klemj901,pitches,72,tolf,0,dry,none,dome,178,14934,rekab001,weavj002,hernr001,,
TBA200007130,MON,TBA,STP01,2000/07/13,0,7:15PM,night,true,timmt901,cedeg901,scotd901,hudsm901,pitches,72,fromlf,0,dry,none,dome,171,14924,mecij001,liraf001,hernr001,,
TBA200007140,MON,TBA,STP01,2000/07/14,0,7:15PM,night,true,cedeg901,scotd901,hudsm901,timmt901,pitches,72,ltor,0,dry,none,dome,164,15870,lopea002,armat002,hernr001,,
TBA200007150,MON,TBA,STP01,2000/07/15,0,4:15PM,day,true,scotd901,hudsm901,timmt901,cedeg901,pitches,72,rtol,0,dry,none,dome,166,19366,hermd001,tracs001,klins002,,
TBA200007160,ATL,TBA,STP01,2000/07/16,0,1:15PM,day,true,hudsm901,timmt901,cedeg901,scotd901,pitches,72,tocf,0,dry,none,dome,149,41066,kamis001,mecij001,,,
TBA200007170,ATL,TBA,STP01,2000/07/17,0,7:15PM,night,true,coope901,diazl901,reilm901,kellj901,pitches,72,torf,0,dry,none,dome,190,28538,ruper001,mulht001,hernr001,,
TBA200007180,ATL,TBA,STP01,2000/07/18,0,7:15PM,night,true,diazl901,reilm901,kellj901,coope901,pitches,72,torf,0,dry,none,dome,136,31354,maddg002,rekab001,,,
TBA200008010,CLE,TBA,STP01,2000/08/01,0,7:15PM,night,true,randt901,fichm901,laynj901,monte901,pitches,72,fromrf,0,dry,none,dome,182,24481,creed001,wickb001,,,
TBA200008020,CLE,TBA,STP01,2000/08/02,0,7:15PM,night,true,fichm901,laynj901,monte901,randt901,pitches,72,rtol,0,dry,none,dome,191,16909,karss001,creed001,wickb001,,
TBA200008030,CLE,TBA,STP01,2000/08/03,0,7:15PM,night,true,laynj901,monte901,randt901,fichm901,pitches,72,tolf,0,dry,none,dome,157,21703,berej002,lopea002,,,
TBA200008040,BAL,TBA,STP01,2000/08/04,0,7:15PM,night,true,demud901,eddid901,relic901,carlm901,pitches,72,ltor,0,dry,none,dome,316,15590,johnj007,yan-e001,,,
TBA200008050,BAL,TBA,STP01,2000/08/05,0,4:15PM,day,true,eddid901,relic901,carlm901,demud901,pitches,72,fromlf,0,dry,none,dome,191,18471,hernr001,tromm001,,,
TBA200008060,BAL,TBA,STP01,2000/08/06,0,1:15PM,day,true,relic901,carlm901,demud901,eddid901,pitches,72,fromcf,0,dry,none,dome,167,18864,ruper001,mussm001,hernr001,,
TBA200008070,MIN,TBA,STP01,2000/08/07,0,7:15PM,night,true,timmt901,craft901,morrd901,fleta901,pitches,72,rtol,0,dry,none,dome,151,14122,redmm002,rekab001,guare001,,
TBA200008080,MIN,TBA,STP01,2000/08/08,0,7:15PM,night,true,craft901,morrd901,fleta901,timmt901,pitches,72,rtol,0,dry,none,dome,136,13155,lopea002,radkb001,,,
TBA200008090,MIN,TBA,STP01,2000/08/09,0,7:15PM,night,true,morrd901,fleta901,timmt901,craft901,pitches,72,rtol,0,dry,none,dome,183,13916,taylb001,hawkl001,,,
TBA200008100,MIN,TBA,STP01,2000/08/10,0,12:15PM,day,true,fleta901,timmt901,craft901,morrd901,pitches,72,ltor,0,dry,none,dome,172,14935,sturt001,maysj001,,,
TBA200008110,CHA,TBA,STP01,2000/08/11,0,8:15PM,night,true,wendh902,buckc901,hodgm901,reedr901,pitches,72,fromlf,0,dry,none,dome,193,18370,buehm001,wilsp001,foulk001,,
TBA200008120,CHA,TBA,STP01,2000/08/12,0,4:15PM,day,true,buckc901,hodgm901,reedr901,wendh902,pitches,72,ltor,0,dry,none,dome,192,27538,buehm001,hernr001,foulk001,,
TBA200008130,CHA,TBA,STP01,2000/08/13,0,1:15PM,day,true,hodgm901,reedr901,wendh902,buckc901,pitches,72,fromlf,0,dry,none,dome,148,19685,lopea002,howrb001,,,
TBA200008280,BOS,TBA,STP01,2000/08/28,0,7:15PM,night,true,rapue901,cuzzp901,schrp901,mcclt901,pitches,72,unknown,0,dry,none,dome,152,17721,rekab001,pichh001,hernr001,,
TBA200008290,BOS,TBA,STP01,2000/08/29,0,7:15PM,night,true,cuzzp901,schrp901,mcclt901,rapue901,pitches,72,unknown,0,dry,none,dome,178,17450,martp001,eilad001,,,
TBA200008300,BOS,TBA,STP01,2000/08/30,0,7:15PM,night,true,schrp901,mcclt901,rapue901,cuzzp901,pitches,72,unknown,0,dry,none,dome,150,15043,lopea002,fassj001,hernr001,,
TBA200008310,KCA,TBA,STP01,2000/08/31,0,7:15PM,night,true,marsr901,herna901,fostm901,kulpr901,pitches,72,rtol,0,dry,none,dome,150,13608,fiort001,suppj001,hernr001,,
TBA200009010,KCA,TBA,STP01,2000/09/01,0,7:15PM,night,true,herna901,fostm901,kulpr901,marsr901,pitches,72,ltor,0,dry,none,dome,170,18460,meadb001,ruper001,,,
TBA200009020,KCA,TBA,STP01,2000/09/02,0,4:15PM,day,true,fostm901,kulpr901,marsr901,herna901,pitches,72,ltor,0,dry,none,dome,177,23129,santj002,hernr001,bottr001,,
TBA200009030,KCA,TBA,STP01,2000/09/03,0,1:15PM,day,true,kulpr901,marsr901,herna901,fostm901,pitches,72,torf,0,dry,none,dome,166,16998,steib002,eilad001,,,
TBA200009150,OAK,TBA,STP01,2000/09/15,0,7:15PM,night,true,reilm901,diazl901,coope901,kellj901,pitches,72,rtol,0,dry,none,dome,188,14087,zitob001,lopea002,,,
TBA200009160,OAK,TBA,STP01,2000/09/16,0,4:15PM,day,true,diazl901,coope901,kellj901,reilm901,pitches,72,ltor,0,dry,none,dome,199,17154,hudst001,wilsp001,isrij001,,
TBA200009180,SEA,TBA,STP01,2000/09/18,0,7:15PM,night,true,gormb901,fichm901,crawj901,dimum901,pitches,72,tolf,0,dry,none,dome,164,13129,panij001,hernr001,,,
TBA200009190,SEA,TBA,STP01,2000/09/19,0,7:15PM,night,true,fichm901,crawj901,dimum901,gormb901,pitches,72,rtol,0,dry,none,dome,178,16726,halaj001,harpt002,panij001,,
TBA200009200,SEA,TBA,STP01,2000/09/20,0,7:15PM,night,true,crawj901,dimum901,gormb901,fichm901,pitches,72,tolf,0,dry,none,dome,167,17192,selea001,lopea002,sasak001,,
TBA200009260,NYA,TBA,STP01,2000/09/26,0,7:15PM,night,true,monte901,laynj901,barrt901,randt901,pitches,72,torf,0,dry,none,dome,161,19469,hernr001,nelsj001,,,
TBA200009270,NYA,TBA,STP01,2000/09/27,0,7:15PM,night,true,laynj901,barrt901,randt901,monte901,pitches,72,ltor,0,dry,none,dome,158,18863,lidlc001,neagd001,,,
TBA200009280,NYA,TBA,STP01,2000/09/28,0,7:15PM,night,true,barrt901,randt901,monte901,laynj901,pitches,72,tocf,0,dry,none,dome,177,20961,rekab001,clemr001,,,
TBA200009290,BOS,TBA,STP01,2000/09/29,0,7:15PM,night,true,cousd901,hollm901,marqa901,brinj901,pitches,72,unknown,0,dry,none,dome,173,18290,yan-e001,carrh001,hernr001,,
TBA200009300,BOS,TBA,STP01,2000/09/30,0,4:15PM,day,true,hollm901,marqa901,brinj901,cousd901,pitches,72,fromrf,0,dry,none,dome,160,23477,cormr001,hernr001,lowed001,,
TBA200010010,BOS,TBA,STP01,2000/10/01,0,1:15PM,day,true,marqa901,brinj901,cousd901,hollm901,pitches,72,unknown,0,dry,none,dome,205,28043,wheed001,crour001,,,
KCA200004070,MIN,KCA,KAN06,2000/04/07,0,1:05PM,day,true,gibsg901,ripps901,tscht901,meric901,pitches,63,torf,15,unknown,unknown,cloudy,191,40474,fussc001,millt001,,,
KCA200004080,MIN,KCA,KAN06,2000/04/08,0,1:05PM,day,true,ripps901,tscht901,meric901,gibsg901,pitches,60,ltor,8,unknown,unknown,sunny,143,17133,suppj001,radkb001,santj002,,
KCA200004090,MIN,KCA,KAN06,2000/04/09,0,1:05PM,day,true,tscht901,meric901,gibsg901,ripps901,pitches,65,tocf,5,unknown,unknown,sunny,177,20480,milte001,witaj001,,,
KCA200004100,MIN,KCA,KAN06,2000/04/10,0,1:05PM,day,true,meric901,gibsg901,ripps901,tscht901,pitches,60,fromrf,10,unknown,unknown,sunny,174,13252,bottr001,hawkl001,,,
KCA200004110,BAL,KCA,KAN06,2000/04/11,0,7:05PM,night,true,wendh902,buckc901,hirsj901,clara901,pitches,62,tocf,2,unknown,unknown,cloudy,232,13080,santj002,worrt002,,,
KCA200004120,BAL,KCA,KAN06,2000/04/12,0,7:05PM,night,true,buckc901,hirsj901,clara901,wendh902,pitches,56,tolf,15,unknown,unknown,sunny,181,15228,santj002,tromm001,,,
KCA200004130,BAL,KCA,KAN06,2000/04/13,0,1:05PM,day,true,hirsj901,clara901,wendh902,buckc901,pitches,62,rtol,5,unknown,unknown,sunny,144,23724,bottr001,ryanb001,,,
KCA200004250,TBA,KCA,KAN06,2000/04/25,0,7:05PM,night,true,diazl901,reilm901,kellj901,coope901,pitches,65,rtol,5,unknown,unknown,sunny,199,14677,reicd001,lopea002,,,
KCA200004260,TBA,KCA,KAN06,2000/04/26,0,7:05PM,night,true,reilm901,kellj901,coope901,diazl901,pitches,62,rtol,5,unknown,unknown,cloudy,202,14209,bottr001,lopea002,,,
KCA200004280,SEA,KCA,KAN06,2000/04/28,0,7:05PM,night,true,herna901,mcclt901,fostm901,kulpr901,pitches,70,torf,5,unknown,unknown,cloudy,204,36317,batim001,tomkb001,bottr001,,
KCA200004290,SEA,KCA,KAN06,2000/04/29,0,7:05PM,night,true,mcclt901,fostm901,kulpr901,herna901,pitches,70,rtol,10,unknown,unknown,sunny,175,26879,selea001,suppj001,,,
KCA200004300,SEA,KCA,KAN06,2000/04/30,0,1:05PM,day,true,fostm901,kulpr901,herna901,mcclt901,pitches,73,rtol,12,unknown,unknown,cloudy,150,23568,rosaj001,mechg001,bottr001,,
KCA200005010,OAK,KCA,KAN06,2000/05/01,0,7:05PM,night,true,rungb901,shulj901,rapue901,millb901,pitches,64,torf,7,unknown,unknown,cloudy,174,14544,olivo001,reicd001,isrij001,,
KCA200005020,OAK,KCA,KAN06,2000/05/02,0,7:05PM,night,true,shulj901,rapue901,millb901,rungb901,pitches,72,rtol,5,unknown,unknown,cloudy,227,13224,rakej001,isrij001,,,
KCA200005030,OAK,KCA,KAN06,2000/05/03,0,7:05PM,night,true,rapue901,millb901,rungb901,shulj901,pitches,72,rtol,5,unknown,unknown,sunny,209,13344,hereg001,suppj001,,,
KCA200005050,CHA,KCA,KAN06,2000/05/05,0,7:05PM,night,true,mckej901,danlk901,fleta901,morrd901,pitches,77,fromrf,12,unknown,unknown,sunny,158,19622,fussc001,eldrc001,,,
KCA200005060,CHA,KCA,KAN06,2000/05/06,0,7:05PM,night,true,danlk901,fleta901,morrd901,mckej901,pitches,62,tocf,12,unknown,unknown,overcast,173,28300,spraj001,sirom001,,,
KCA200005070,CHA,KCA,KAN06,2000/05/07,0,1:05PM,day,true,fleta901,morrd901,mckej901,danlk901,pitches,68,rtol,12,unknown,unknown,overcast,205,23107,bottr001,wunsk001,,,
KCA200005230,TEX,KCA,KAN06,2000/05/23,0,7:05PM,night,true,fostm901,kulpr901,herna901,timmt901,pitches,85,tolf,2,unknown,unknown,sunny,176,19680,hellr001,batim001,wettj001,,
KCA200005240,TEX,KCA,KAN06,2000/05/24,0,7:05PM,night,true,kulpr901,herna901,timmt901,fostm901,pitches,83,tocf,5,unknown,unknown,cloudy,158,14191,suppj001,rogek001,spraj001,park,
KCA200005250,TEX,KCA,KAN06,2000/05/25,0,7:05PM,night,true,herna901,timmt901,fostm901,kulpr901,pitches,76,rtol,10,unknown,unknown,cloudy,174,20992,loaie001,santj002,wettj001,,
KCA200005260,ANA,KCA,KAN06,2000/05/26,0,7:05PM,night,true,randt901,barrt901,laynj901,monte901,pitches,72,tolf,10,unknown,unknown,overcast,170,22394,fussc001,weave001,bottr001,,
KCA200005270,ANA,KCA,KAN06,2000/05/27,0,7:05PM,night,true,barrt901,laynj901,monte901,randt901,pitches,70,ltor,10,unknown,unknown,cloudy,203,30024,reicd001,weave001,,,
KCA200005280,ANA,KCA,KAN06,2000/05/28,0,1:05PM,day,true,laynj901,monte901,randt901,barrt901,pitches,75,ltor,15,unknown,unknown,sunny,180,23645,coopb001,batim001,hases001,,
KCA200006090,PIT,KCA,KAN06,2000/06/09,0,7:05PM,night,true,relic901,carlm901,demud901,eddid901,pitches,80,rtol,15,unknown,unknown,sunny,187,30963,spraj001,chrij002,,,
KCA200006100,PIT,KCA,KAN06,2000/06/10,0,7:05PM,night,true,carlm901,demud901,eddid901,relic901,pitches,69,tolf,14,unknown,unknown,cloudy,230,34868,bottr001,silvj001,,,
KCA200006110,PIT,KCA,KAN06,2000/06/11,0,1:05PM,day,true,demud901,eddid901,relic901,carlm901,pitches,72,tocf,3,unknown,unknown,overcast,217,26495,saues001,spraj001,,,
KCA200006120,SEA,KCA,KAN06,2000/06/12,0,7:05PM,night,true,bonig901,millb901,mealj901,younl901,pitches,82,tocf,10,unknown,unknown,cloudy,176,18435,moyej001,batim001,sasak001,,
KCA200006130,SEA,KCA,KAN06,2000/06/13,0,7:05PM,night,true,millb901,mealj901,younl901,bonig901,pitches,83,tolf,25,unknown,unknown,cloudy,98,14428,mechg001,laxtb001,,,
KCA200006140,SEA,KCA,KAN06,2000/06/14,0,1:05PM,day,true,mealj901,younl901,bonig901,millb901,pitches,78,ltor,12,unknown,unknown,cloudy,215,27028,bottr001,sasak001,,,
KCA200006160,OAK,KCA,KAN06,2000/06/16,0,7:05PM,night,true,lampi901,hirsj901,reynj901,wegnm901,pitches,70,ltor,8,unknown,unknown,cloudy,207,19569,joned001,reicd001,tam-j001,,
KCA200006170,OAK,KCA,KAN06,2000/06/17,0,7:05PM,night,true,hirsj901,reynj901,wegnm901,lampi901,pitches,68,fromcf,2,unknown,unknown,overcast,172,26077,appik001,witaj001,,,
KCA200006180,OAK,KCA,KAN06,2000/06/18,0,1:05PM,day,true,reynj901,wegnm901,lampi901,hirsj901,pitches,69,ltor,5,unknown,unknown,sunny,198,25180,hereg001,damij002,,,
KCA200006270,CLE,KCA,KAN06,2000/06/27,0,7:05PM,night,true,reedr901,wendh902,clara901,buckc901,pitches,72,ltor,3,unknown,unknown,cloudy,184,16908,finlc001,suzum001,,,
KCA200006280,CLE,KCA,KAN06,2000/06/28,0,7:05PM,night,true,wendh902,clara901,buckc901,reedr901,pitches,75,ltor,5,unknown,unknown,cloudy,141,19522,witaj001,davik001,,,
KCA200006290,CLE,KCA,KAN06,2000/06/29,0,7:05PM,night,true,clara901,buckc901,reedr901,wendh902,pitches,80,ltor,2,unknown,unknown,cloudy,154,25295,durbc001,colob001,,,
KCA200006300,DET,KCA,KAN06,2000/06/30,0,7:05PM,night,true,wintm901,welkb901,culbf901,packs901,pitches,80,tocf,3,unknown,unknown,cloudy,161,23396,weavj002,reicd001,jonet003,,
KCA200007010,DET,KCA,KAN06,2000/07/01,0,7:05PM,night,true,welkb901,culbf901,packs901,wintm901,pitches,84,rtol,6,unknown,unknown,cloudy,205,21271,brocd001,bottr001,jonet003,,
KCA200007020,DET,KCA,KAN06,2000/07/02,0,1:05PM,day,true,culbf901,packs901,wintm901,welkb901,pitches,90,ltor,6,unknown,unknown,cloudy,170,17500,nomoh001,suzum001,jonet003,,
KCA200007030,CHA,KCA,KAN06,2000/07/03,0,7:05PM,night,true,mckej901,fichm901,danlk901,katzt901,pitches,87,rtol,12,unknown,unknown,cloudy,235,24496,penaj003,santj002,,,
KCA200007040,CHA,KCA,KAN06,2000/07/04,0,7:05PM,night,true,fichm901,danlk901,katzt901,mckej901,pitches,84,rtol,12,unknown,unknown,cloudy,186,29884,spraj001,garlj001,,,
KCA200007050,CHA,KCA,KAN06,2000/07/05,0,7:05PM,night,true,danlk901,katzt901,mckej901,fichm901,pitches,83,torf,12,unknown,unknown,overcast,262,15009,wunsk001,bochd001,,,
KCA200007130,MIL,KCA,KAN06,2000/07/13,0,7:05PM,night,true,barrt901,randt901,monte901,laynj901,pitches,85,fromlf,1,unknown,unknown,sunny,171,18525,wrigj001,steib002,wickb001,park,
KCA200007140,MIL,KCA,KAN06,2000/07/14,0,7:05PM,night,true,randt901,monte901,drakr901,barrt901,pitches,93,ltor,6,unknown,unknown,sunny,164,29473,damij001,suzum001,,,
KCA200007150,MIL,KCA,KAN06,2000/07/15,0,7:05PM,night,true,monte901,drakr901,barrt901,randt901,pitches,87,rtol,10,unknown,unknown,sunny,161,23598,suppj001,haynj001,bottr001,,
KCA200007160,CHN,KCA,KAN06,2000/07/16,0,7:05PM,night,true,iassd901,nelsj901,cousd901,marqa901,pitches,88,rtol,7,unknown,unknown,cloudy,206,36855,woodk002,reicd001,aguir001,,
KCA200007170,CHN,KCA,KAN06,2000/07/17,0,7:05PM,night,true,nelsj901,cousd901,marqa901,packs901,pitches,80,ltor,5,unknown,unknown,cloudy,168,37355,downs001,durbc001,aguir001,,
KCA200007180,CHN,KCA,KAN06,2000/07/18,0,7:05PM,night,true,cousd901,marqa901,packs901,nelsj901,pitches,84,ltor,8,unknown,unknown,cloudy,171,28898,steib002,valdi001,,,
KCA200007270,TBA,KCA,KAN06,2000/07/27,0,7:05PM,night,true,onorb901,iassd901,hirsm901,bellw901,pitches,86,tocf,4,unknown,unknown,cloudy,200,20898,ruper001,durbc001,hernr001,,
KCA200007280,TBA,KCA,KAN06,2000/07/28,0,7:05PM,night,true,iassd901,hirsm901,bellw901,onorb901,pitches,75,tocf,3,unknown,rain,cloudy,162,17511,rekab001,steib002,,,
KCA200007290,TBA,KCA,KAN06,2000/07/29,0,7:05PM,night,true,hirsm901,bellw901,onorb901,iassd901,pitches,78,tocf,3,unknown,unknown,overcast,138,29162,lopea002,suzum001,hernr001,,
KCA200007300,TBA,KCA,KAN06,2000/07/30,0,1:05PM,day,true,bellw901,hirsm901,iassd901,onorb901,pitches,76,ltor,3,unknown,unknown,cloudy,228,16612,sturt001,spraj001,hernr001,,
KCA200008070,TOR,KCA,KAN06,2000/08/07,0,7:05PM,night,true,danlk901,gormb901,dimum901,everm901,pitches,70,rtol,10,unknown,unknown,cloudy,177,17533,steib002,loaie001,bottr001,,
KCA200008080,TOR,KCA,KAN06,2000/08/08,0,7:05PM,night,true,gormb901,dimum901,everm901,danlk901,pitches,93,rtol,5,unknown,unknown,sunny,171,14086,castf001,suzum001,,,
KCA200008090,TOR,KCA,KAN06,2000/08/09,0,7:05PM,night,true,dimum901,everm901,danlk901,gormb901,pitches,88,fromcf,5,unknown,unknown,sunny,174,14198,suppj001,tracs001,larka001,,
KCA200008100,TOR,KCA,KAN06,2000/08/10,0,1:05PM,day,true,everm901,danlk901,gormb901,dimum901,pitches,93,tolf,3,unknown,unknown,sunny,191,18188,carpc002,fussc001,,,
KCA200008110,BAL,KCA,KAN06,2000/08/11,0,7:05PM,night,true,guccc901,scotd901,hudsm901,cedeg901,pitches,82,rtol,6,unknown,unknown,sunny,179,20940,reicd001,mussm001,bottr001,,
KCA200008120,BAL,KCA,KAN06,2000/08/12,0,7:05PM,night,true,scotd901,hudsm901,cedeg901,guccc901,pitches,85,rtol,10,unknown,unknown,sunny,226,36658,groob001,bottr001,kohlr001,,
KCA200008130,BAL,KCA,KAN06,2000/08/13,0,1:05PM,day,true,hudsm901,cedeg901,guccc901,scotd901,pitches,85,fromrf,12,unknown,unknown,cloudy,171,16702,suzum001,breal001,,,
KCA200008240,BOS,KCA,KAN06,2000/08/24,0,7:05PM,night,true,timmt901,morrd901,fleta901,spiep901,pitches,94,ltor,12,unknown,unknown,sunny,204,18928,pichh001,larka001,lowed001,,
KCA200008250,BOS,KCA,KAN06,2000/08/25,0,7:05PM,night,true,morrd901,fleta901,spiep901,timmt901,pitches,94,fromrf,6,unknown,unknown,sunny,155,20028,suppj001,florb001,,,
KCA200008260,BOS,KCA,KAN06,2000/08/26,0,8:05PM,night,true,fleta901,spiep901,timmt901,morrd901,pitches,93,rtol,2,unknown,unknown,cloudy,163,30199,arror001,meadb001,lowed001,,
KCA200008270,BOS,KCA,KAN06,2000/08/27,0,1:05PM,day,true,spiep901,timmt901,morrd901,fleta901,pitches,90,fromlf,3,unknown,unknown,sunny,185,17037,reicd001,waket001,,,
KCA200008290,MIN,KCA,KAN06,2000/08/29,0,7:05PM,night,true,welkb901,culbf901,froeb901,wintm901,pitches,98,fromcf,6,unknown,unknown,sunny,162,11931,steib002,romej001,,,
KCA200008300,MIN,KCA,KAN06,2000/08/30,0,1:05PM,day,true,culbf901,froeb901,wintm901,welkb901,pitches,98,torf,2,unknown,unknown,sunny,185,13273,suzum001,redmm002,bottr001,,
KCA200009040,NYA,KCA,KAN06,2000/09/04,0,7:05PM,night,true,fichm901,roe-r901,lampi901,shulj901,pitches,84,fromrf,8,unknown,unknown,cloudy,188,21774,petta001,suzum001,rivem002,,
KCA200009050,NYA,KCA,KAN06,2000/09/05,0,7:05PM,night,true,roe-r901,lampi901,shulj901,fichm901,pitches,72,fromcf,7,unknown,unknown,sunny,194,15025,goodd001,suppj001,,,
KCA200009060,NYA,KCA,KAN06,2000/09/06,0,7:05PM,night,true,lampi901,shulj901,fichm901,roe-r901,pitches,80,rtol,8,unknown,unknown,sunny,168,15637,meadb001,stanm003,,,
KCA200009070,NYA,KCA,KAN06,2000/09/07,0,7:05PM,night,true,shulj901,fichm901,roe-r901,lampi901,pitches,78,rtol,9,unknown,unknown,cloudy,171,20933,neagd001,bottr001,rivem002,,
KCA200009080,TEX,KCA,KAN06,2000/09/08,0,7:05PM,night,true,wolfj901,reynj901,hodgm901,willc901,pitches,83,rtol,12,unknown,unknown,sunny,182,14705,glynr001,steib002,wettj001,,
KCA200009090,TEX,KCA,KAN06,2000/09/09,0,7:05PM,night,true,reynj901,hodgm901,willc901,wolfj901,pitches,84,rtol,10,unknown,unknown,sunny,214,26009,zimmj001,suzum001,wettj001,,
KCA200009100,TEX,KCA,KAN06,2000/09/10,0,1:05PM,day,true,hodgm901,willc901,wolfj901,reynj901,pitches,89,unknown,8,unknown,unknown,sunny,176,13012,suppj001,olivd001,,,
KCA200009190,ANA,KCA,KAN06,2000/09/19,0,7:05PM,night,true,barrt901,randt901,monte901,laynj901,pitches,73,ltor,10,unknown,unknown,cloudy,147,12873,steib002,ortir002,,,
KCA200009200,ANA,KCA,KAN06,2000/09/20,0,7:05PM,night,true,randt901,monte901,laynj901,barrt901,pitches,65,ltor,15,unknown,unknown,sunny,216,11442,perct001,santj002,petkm001,,
KCA200009210,ANA,KCA,KAN06,2000/09/21,0,7:05PM,night,true,monte901,laynj901,barrt901,randt901,pitches,71,rtol,10,unknown,unknown,sunny,156,12690,suppj001,schos001,,,
KCA200009220,CLE,KCA,KAN06,2000/09/22,0,7:05PM,night,true,marqa901,brinj901,cousd901,hollm901,pitches,76,torf,8,unknown,unknown,overcast,178,15036,bottr001,karss001,,,
KCA200009230,CLE,KCA,KAN06,2000/09/23,0,7:05PM,night,true,brinj901,cousd901,hollm901,marqa901,pitches,52,ltor,5,unknown,drizzle,cloudy,188,20253,colob001,reicd001,,,
