game_id,date,hometeam,visteam,site,number,home_final,visitor_final,home_win,visitor_travel_km,is_series_opener,tz_change,sig_travel
ARI202209180,2022-09-18,ARI,SDN,PHO01,0,1,1,0,0.0,True,1,1
ARI202304210,2023-04-21,ARI,SDN,PHO01,0,7,0,1,3443.6976589600267,True,1,1
ARI202308110,2023-08-11,ARI,SDN,PHO01,0,0,3,0,1793.5804038732033,True,1,1
ARI202308130,2023-08-13,ARI,SDN,PHO01,0,1,0,1,0.0,True,1,1
ARI202405040,2024-05-04,ARI,SDN,PHO01,0,1,2,0,942.3364167649689,True,1,1
ARI202409280,2024-09-28,ARI,SDN,PHO01,0,0,5,0,574.265826359301,True,1,1
ARI201808250,2018-08-25,ARI,SEA,PHO01,0,0,1,0,1040.304275530281,True,1,1
ARI202009130,2020-09-13,ARI,SEA,PHO01,0,0,1,0,480.8589832027718,True,1,1
ARI202109030,2021-09-03,ARI,SEA,PHO01,0,0,1,0,1040.304275530281,True,1,1
ARI202109050,2021-09-05,ARI,SEA,PHO01,0,1,7,0,0.0,True,1,1
ARI202307290,2023-07-29,ARI,SEA,PHO01,0,1,0,1,2057.513009320362,True,1,1
ARI201304300,2013-04-30,ARI,SFN,PHO01,0,0,2,0,480.8589832027718,True,1,1
ARI201306070,2013-06-07,ARI,SFN,PHO01,0,3,0,1,2043.7540516750682,True,1,1
ARI201308310,2013-08-31,ARI,SFN,PHO01,0,1,0,1,942.3364167649689,True,1,1
ARI201403310,2014-03-31,ARI,SFN,PHO01,0,1,2,0,3443.6976589600267,True,1,1
ARI201406220,2014-06-22,ARI,SFN,PHO01,0,1,3,0,2336.340987950822,True,1,1
ARI201409170,2014-09-17,ARI,SFN,PHO01,0,0,2,0,942.3364167649689,True,1,1
ARI201504080,2015-04-08,ARI,SFN,PHO01,0,0,2,0,574.265826359301,True,1,1
ARI201507170,2015-07-17,ARI,SFN,PHO01,0,0,1,0,3182.590153156237,True,1,1
ARI201509080,2015-09-08,ARI,SFN,PHO01,0,0,1,0,942.3364167649689,True,1,1
ARI201605140,2016-05-14,ARI,SFN,PHO01,0,0,2,0,2538.7391290003966,True,1,1
ARI201607020,2016-07-02,ARI,SFN,PHO01,0,3,0,1,1040.304275530281,True,1,1
ARI201609090,2016-09-09,ARI,SFN,PHO01,0,0,1,0,942.3364167649689,True,1,1
ARI201704020,2017-04-02,ARI,SFN,PHO01,0,2,1,1,480.8589832027718,True,1,1
ARI201704060,2017-04-06,ARI,SFN,PHO01,0,3,0,1,0.0,True,1,1
ARI201708270,2017-08-27,ARI,SFN,PHO01,0,9,0,1,3184.6442165813946,True,1,1
ARI201709270,2017-09-27,ARI,SFN,PHO01,0,3,0,1,574.265826359301,True,1,1
ARI201804170,2018-04-17,ARI,SFN,PHO01,0,1,0,1,574.265826359301,True,1,1
ARI201807010,2018-07-01,ARI,SFN,PHO01,0,1,1,0,3184.6442165813946,True,1,1
ARI201808040,2018-08-04,ARI,SFN,PHO01,0,1,1,0,480.8589832027718,True,1,1
ARI201905180,2019-05-18,ARI,SFN,PHO01,0,1,1,0,942.3364167649689,True,1,1
ARI201906210,2019-06-21,ARI,SFN,PHO01,0,0,1,0,574.265826359301,True,1,1
ARI201908160,2019-08-16,ARI,SFN,PHO01,0,0,1,0,480.8589832027718,True,1,1
ARI201908180,2019-08-18,ARI,SFN,PHO01,0,1,0,1,0.0,True,1,1
ARI202008280,2020-08-28,ARI,SFN,PHO01,0,0,3,0,1632.166881529229,True,1,1
ARI202105250,2021-05-25,ARI,SFN,PHO01,0,0,1,0,2538.7391290003966,True,1,1
ARI202107020,2021-07-02,ARI,SFN,PHO01,0,0,4,0,3182.590153156237,True,1,1
