game_id,visteam,hometeam,date,visitor_final,home_final
ANA201304090,OAK,ANA,2013/04/09,0,0
ANA201304100,OAK,ANA,2013/04/10,0,0
ANA201304110,OAK,ANA,2013/04/11,2,0
ANA201304120,HOU,ANA,2013/04/12,0,0
ANA201304130,HOU,ANA,2013/04/13,0,2
ANA201304140,HOU,ANA,2013/04/14,0,2
ANA201304190,DET,ANA,2013/04/19,1,5
ANA201304200,DET,ANA,2013/04/20,0,1
ANA201304210,DET,ANA,2013/04/21,0,1
ANA201304220,TEX,ANA,2013/04/22,1,0
ANA201304230,TEX,ANA,2013/04/23,0,1
ANA201304240,TEX,ANA,2013/04/24,0,0
ANA201305020,BAL,ANA,2013/05/02,2,1
ANA201305030,BAL,ANA,2013/05/03,0,0
ANA201305040,BAL,ANA,2013/05/04,1,0
ANA201305050,BAL,ANA,2013/05/05,0,0
ANA201305130,KCA,ANA,2013/05/13,0,0
ANA201305140,KCA,ANA,2013/05/14,0,1
ANA201305150,KCA,ANA,2013/05/15,0,0
ANA201305160,CHA,ANA,2013/05/16,0,0
ANA201305170,CHA,ANA,2013/05/17,1,0
ANA201305180,CHA,ANA,2013/05/18,0,2
ANA201305190,CHA,ANA,2013/05/19,1,2
ANA201305210,SEA,ANA,2013/05/21,0,1
ANA201305220,SEA,ANA,2013/05/22,0,0
ANA201305290,LAN,ANA,2013/05/29,2,0
ANA201305300,LAN,ANA,2013/05/30,0,0
ANA201305310,HOU,ANA,2013/05/31,0,0
ANA201306010,HOU,ANA,2013/06/01,0,0
ANA201306020,HOU,ANA,2013/06/02,2,2
ANA201306030,HOU,ANA,2013/06/03,0,0
ANA201306040,CHN,ANA,2013/06/04,0,2
ANA201306050,CHN,ANA,2013/06/05,3,1
ANA201306140,NYA,ANA,2013/06/14,0,1
ANA201306150,NYA,ANA,2013/06/15,0,1
ANA201306160,NYA,ANA,2013/06/16,0,5
ANA201306170,SEA,ANA,2013/06/17,0,0
ANA201306180,SEA,ANA,2013/06/18,1,0
ANA201306190,SEA,ANA,2013/06/19,0,0
ANA201306200,SEA,ANA,2013/06/20,0,2
ANA201306210,PIT,ANA,2013/06/21,1,0
ANA201306220,PIT,ANA,2013/06/22,0,0
ANA201306230,PIT,ANA,2013/06/23,4,3
ANA201307020,SLN,ANA,2013/07/02,0,0
ANA201307030,SLN,ANA,2013/07/03,0,0
ANA201307040,SLN,ANA,2013/07/04,0,3
ANA201307050,BOS,ANA,2013/07/05,1,0
ANA201307060,BOS,ANA,2013/07/06,0,2
ANA201307070,BOS,ANA,2013/07/07,0,1
ANA201307190,OAK,ANA,2013/07/19,1,0
ANA201307200,OAK,ANA,2013/07/20,0,0
ANA201307210,OAK,ANA,2013/07/21,0,0
ANA201307220,MIN,ANA,2013/07/22,0,0
ANA201307230,MIN,ANA,2013/07/23,7,0
ANA201307240,MIN,ANA,2013/07/24,0,0
ANA201308010,TOR,ANA,2013/08/01,0,0
ANA201308020,TOR,ANA,2013/08/02,0,3
ANA201308030,TOR,ANA,2013/08/03,0,0
ANA201308040,TOR,ANA,2013/08/04,2,0
ANA201308050,TEX,ANA,2013/08/05,0,0
ANA201308060,TEX,ANA,2013/08/06,4,0
ANA201308070,TEX,ANA,2013/08/07,0,0
ANA201308160,HOU,ANA,2013/08/16,4,0
ANA201308170,HOU,ANA,2013/08/17,0,1
ANA201308180,HOU,ANA,2013/08/18,0,0
ANA201308190,CLE,ANA,2013/08/19,1,1
ANA201308200,CLE,ANA,2013/08/20,3,0
ANA201308210,CLE,ANA,2013/08/21,1,0
ANA201309020,TBA,ANA,2013/09/02,0,0
ANA201309030,TBA,ANA,2013/09/03,0,0
ANA201309040,TBA,ANA,2013/09/04,0,0
ANA201309050,TBA,ANA,2013/09/05,0,0
ANA201309060,TEX,ANA,2013/09/06,1,0
ANA201309070,TEX,ANA,2013/09/07,1,0
ANA201309080,TEX,ANA,2013/09/08,0,0
ANA201309200,SEA,ANA,2013/09/20,0,1
ANA201309210,SEA,ANA,2013/09/21,1,0
ANA201309220,SEA,ANA,2013/09/22,0,0
ANA201309230,OAK,ANA,2013/09/23,2,0
ANA201309240,OAK,ANA,2013/09/24,0,0
ANA201309250,OAK,ANA,2013/09/25,0,0
ANA201403310,SEA,ANA,2014/03/31,6,0
ANA201404010,SEA,ANA,2014/04/01,2,0
ANA201404020,SEA,ANA,2014/04/02,2,2
ANA201404110,NYN,ANA,2014/04/11,0,1
ANA201404120,NYN,ANA,2014/04/12,1,0
ANA201404130,NYN,ANA,2014/04/13,0,3
ANA201404140,OAK,ANA,2014/04/14,2,0
ANA201404150,OAK,ANA,2014/04/15,1,0
ANA201404160,OAK,ANA,2014/04/16,0,1
ANA201404280,CLE,ANA,2014/04/28,0,3
ANA201404290,CLE,ANA,2014/04/29,0,1
ANA201404300,CLE,ANA,2014/04/30,0,0
ANA201405020,TEX,ANA,2014/05/02,0,0
ANA201405030,TEX,ANA,2014/05/03,0,1
ANA201405040,TEX,ANA,2014/05/04,5,0
ANA201405050,NYA,ANA,2014/05/05,0,3
ANA201405060,NYA,ANA,2014/05/06,1,0
ANA201405070,NYA,ANA,2014/05/07,0,0
ANA201405150,TBA,ANA,2014/05/15,0,4
ANA201405160,TBA,ANA,2014/05/16,0,0
ANA201405170,TBA,ANA,2014/05/17,0,0
ANA201405180,TBA,ANA,2014/05/18,0,0
ANA201405190,HOU,ANA,2014/05/19,0,2
ANA201405200,HOU,ANA,2014/05/20,0,0
ANA201405210,HOU,ANA,2014/05/21,0,0
ANA201405230,KCA,ANA,2014/05/23,0,0
ANA201405240,KCA,ANA,2014/05/24,3,0
ANA201405250,KCA,ANA,2014/05/25,0,1
ANA201406060,CHA,ANA,2014/06/06,2,1
ANA201406070,CHA,ANA,2014/06/07,0,6
ANA201406080,CHA,ANA,2014/06/08,0,0
ANA201406090,OAK,ANA,2014/06/09,0,1
ANA201406100,OAK,ANA,2014/06/10,0,1
ANA201406110,OAK,ANA,2014/06/11,3,0
ANA201406200,TEX,ANA,2014/06/20,0,0
ANA201406210,TEX,ANA,2014/06/21,0,1
ANA201406220,TEX,ANA,2014/06/22,1,0
ANA201406240,MIN,ANA,2014/06/24,0,1
ANA201406250,MIN,ANA,2014/06/25,0,1
ANA201406260,MIN,ANA,2014/06/26,3,0
ANA201407030,HOU,ANA,2014/07/03,0,0
ANA201407040,HOU,ANA,2014/07/04,0,1
ANA201407050,HOU,ANA,2014/07/05,0,1
ANA201407060,HOU,ANA,2014/07/06,0,2
ANA201407070,TOR,ANA,2014/07/07,0,0
ANA201407080,TOR,ANA,2014/07/08,0,0
ANA201407090,TOR,ANA,2014/07/09,0,0
ANA201407180,SEA,ANA,2014/07/18,0,1
ANA201407190,SEA,ANA,2014/07/19,2,1
ANA201407200,SEA,ANA,2014/07/20,0,2
ANA201407210,BAL,ANA,2014/07/21,0,0
ANA201407220,BAL,ANA,2014/07/22,0,0
ANA201407230,BAL,ANA,2014/07/23,0,2
ANA201407240,DET,ANA,2014/07/24,0,0
ANA201407250,DET,ANA,2014/07/25,0,0
ANA201407260,DET,ANA,2014/07/26,0,1
ANA201407270,DET,ANA,2014/07/27,0,1
ANA201408060,LAN,ANA,2014/08/06,0,0
ANA201408070,LAN,ANA,2014/08/07,1,0
ANA201408080,BOS,ANA,2014/08/08,0,0
ANA201408090,BOS,ANA,2014/08/09,0,1
ANA201408100,BOS,ANA,2014/08/10,0,0
ANA201408120,PHI,ANA,2014/08/12,0,0
ANA201408130,PHI,ANA,2014/08/13,0,0
ANA201408250,MIA,ANA,2014/08/25,0,0
ANA201408260,MIA,ANA,2014/08/26,2,0
ANA201408270,MIA,ANA,2014/08/27,0,1
ANA201408280,OAK,ANA,2014/08/28,0,1
ANA201408290,OAK,ANA,2014/08/29,0,0
ANA201408300,OAK,ANA,2014/08/30,0,0
ANA201408310,OAK,ANA,2014/08/31,0,1
ANA201409120,HOU,ANA,2014/09/12,0,0
ANA201409130,HOU,ANA,2014/09/13,0,0
ANA201409140,HOU,ANA,2014/09/14,0,0
ANA201409150,SEA,ANA,2014/09/15,0,0
ANA201409160,SEA,ANA,2014/09/16,2,0
ANA201409170,SEA,ANA,2014/09/17,0,0
ANA201409180,SEA,ANA,2014/09/18,3,1
ANA201409190,TEX,ANA,2014/09/19,2,0
ANA201409200,TEX,ANA,2014/09/20,0,0
ANA201409210,TEX,ANA,2014/09/21,1,0
ANA201504100,KCA,ANA,2015/04/10,1,0
ANA201504110,KCA,ANA,2015/04/11,0,0
ANA201504120,KCA,ANA,2015/04/12,0,0
ANA201504200,OAK,ANA,2015/04/20,1,0
ANA201504210,OAK,ANA,2015/04/21,0,0
ANA201504220,OAK,ANA,2015/04/22,0,1
ANA201504230,OAK,ANA,2015/04/23,0,0
ANA201504240,TEX,ANA,2015/04/24,0,0
ANA201504250,TEX,ANA,2015/04/25,0,0
ANA201504260,TEX,ANA,2015/04/26,2,1
ANA201505040,SEA,ANA,2015/05/04,0,1
ANA201505050,SEA,ANA,2015/05/05,0,1
ANA201505060,SEA,ANA,2015/05/06,1,1
ANA201505070,HOU,ANA,2015/05/07,3,0
ANA201505080,HOU,ANA,2015/05/08,0,0
ANA201505090,HOU,ANA,2015/05/09,0,1
ANA201505100,HOU,ANA,2015/05/10,0,0
ANA201505120,COL,ANA,2015/05/12,0,3
ANA201505130,COL,ANA,2015/05/13,0,1
ANA201505250,SDN,ANA,2015/05/25,0,1
ANA201505260,SDN,ANA,2015/05/26,4,0
ANA201505270,SDN,ANA,2015/05/27,0,0
ANA201505280,DET,ANA,2015/05/28,1,0
ANA201505290,DET,ANA,2015/05/29,0,0
ANA201505300,DET,ANA,2015/05/30,1,1
ANA201505310,DET,ANA,2015/05/31,0,2
ANA201506010,TBA,ANA,2015/06/01,0,2
ANA201506020,TBA,ANA,2015/06/02,1,0
ANA201506030,TBA,ANA,2015/06/03,1,0
ANA201506120,OAK,ANA,2015/06/12,0,2
ANA201506130,OAK,ANA,2015/06/13,0,0
ANA201506140,OAK,ANA,2015/06/14,0,0
ANA201506150,ARI,ANA,2015/06/15,2,0
ANA201506160,ARI,ANA,2015/06/16,0,2
ANA201506220,HOU,ANA,2015/06/22,0,1
ANA201506230,HOU,ANA,2015/06/23,2,1
ANA201506240,HOU,ANA,2015/06/24,0,1
ANA201506260,SEA,ANA,2015/06/26,0,0
ANA201506270,SEA,ANA,2015/06/27,0,0
ANA201506280,SEA,ANA,2015/06/28,0,1
ANA201506290,NYA,ANA,2015/06/29,0,0
ANA201506300,NYA,ANA,2015/06/30,0,0
ANA201507010,NYA,ANA,2015/07/01,0,0
ANA201507170,BOS,ANA,2015/07/17,0,1
ANA201507180,BOS,ANA,2015/07/18,0,0
ANA201507201,BOS,ANA,2015/07/20,0,0
ANA201507202,BOS,ANA,2015/07/20,0,0
ANA201507210,MIN,ANA,2015/07/21,0,0
ANA201507220,MIN,ANA,2015/07/22,0,0
ANA201507230,MIN,ANA,2015/07/23,0,0
ANA201507240,TEX,ANA,2015/07/24,0,0
ANA201507250,TEX,ANA,2015/07/25,0,0
ANA201507260,TEX,ANA,2015/07/26,3,2
ANA201508030,CLE,ANA,2015/08/03,0,0
ANA201508040,CLE,ANA,2015/08/04,2,0
ANA201508050,CLE,ANA,2015/08/05,0,3
ANA201508070,BAL,ANA,2015/08/07,0,0
ANA201508080,BAL,ANA,2015/08/08,1,0
ANA201508090,BAL,ANA,2015/08/09,0,1
ANA201508170,CHA,ANA,2015/08/17,0,0
ANA201508180,CHA,ANA,2015/08/18,0,0
ANA201508190,CHA,ANA,2015/08/19,0,0
ANA201508200,CHA,ANA,2015/08/20,0,0
ANA201508210,TOR,ANA,2015/08/21,1,0
ANA201508220,TOR,ANA,2015/08/22,0,0
ANA201508230,TOR,ANA,2015/08/23,1,0
ANA201509040,TEX,ANA,2015/09/04,0,0
ANA201509050,TEX,ANA,2015/09/05,0,0
ANA201509060,TEX,ANA,2015/09/06,0,0
ANA201509070,LAN,ANA,2015/09/07,0,0
ANA201509080,LAN,ANA,2015/09/08,0,2
ANA201509090,LAN,ANA,2015/09/09,0,1
ANA201509110,HOU,ANA,2015/09/11,0,0
ANA201509120,HOU,ANA,2015/09/12,0,1
ANA201509130,HOU,ANA,2015/09/13,5,0
ANA201509250,SEA,ANA,2015/09/25,0,0
ANA201509260,SEA,ANA,2015/09/26,0,1
ANA201509270,SEA,ANA,2015/09/27,0,1
ANA201509280,OAK,ANA,2015/09/28,0,1
ANA201509290,OAK,ANA,2015/09/29,0,1
ANA201509300,OAK,ANA,2015/09/30,0,1
ANA201604040,CHN,ANA,2016/04/04,3,0
ANA201604050,CHN,ANA,2016/04/05,0,0
ANA201604070,TEX,ANA,2016/04/07,0,1
ANA201604080,TEX,ANA,2016/04/08,0,0
ANA201604090,TEX,ANA,2016/04/09,0,0
ANA201604100,TEX,ANA,2016/04/10,0,0
ANA201604220,SEA,ANA,2016/04/22,3,0
ANA201604230,SEA,ANA,2016/04/23,0,1
ANA201604240,SEA,ANA,2016/04/24,2,0
ANA201604250,KCA,ANA,2016/04/25,0,0
ANA201604260,KCA,ANA,2016/04/26,0,0
ANA201604270,KCA,ANA,2016/04/27,0,0
ANA201605060,TBA,ANA,2016/05/06,0,0
ANA201605070,TBA,ANA,2016/05/07,2,0
ANA201605080,TBA,ANA,2016/05/08,0,0
ANA201605100,SLN,ANA,2016/05/10,0,0
ANA201605110,SLN,ANA,2016/05/11,0,0
ANA201605120,SLN,ANA,2016/05/12,2,3
ANA201605180,LAN,ANA,2016/05/18,0,0
ANA201605190,LAN,ANA,2016/05/19,0,0
ANA201605200,BAL,ANA,2016/05/20,1,0
ANA201605210,BAL,ANA,2016/05/21,3,0
ANA201605220,BAL,ANA,2016/05/22,0,0
ANA201605270,HOU,ANA,2016/05/27,2,0
ANA201605280,HOU,ANA,2016/05/28,0,0
ANA201605290,HOU,ANA,2016/05/29,3,1
ANA201605300,DET,ANA,2016/05/30,1,5
ANA201605310,DET,ANA,2016/05/31,0,2
ANA201606010,DET,ANA,2016/06/01,1,0
ANA201606100,CLE,ANA,2016/06/10,0,0
ANA201606110,CLE,ANA,2016/06/11,3,1
ANA201606120,CLE,ANA,2016/06/12,2,1
ANA201606130,MIN,ANA,2016/06/13,0,1
ANA201606140,MIN,ANA,2016/06/14,0,0
ANA201606150,MIN,ANA,2016/06/15,0,0
ANA201606230,OAK,ANA,2016/06/23,0,2
ANA201606240,OAK,ANA,2016/06/24,0,0
ANA201606250,OAK,ANA,2016/06/25,0,0
ANA201606260,OAK,ANA,2016/06/26,0,1
ANA201606270,HOU,ANA,2016/06/27,2,0
ANA201606280,HOU,ANA,2016/06/28,0,0
ANA201606290,HOU,ANA,2016/06/29,3,0
ANA201607150,CHA,ANA,2016/07/15,0,0
ANA201607160,CHA,ANA,2016/07/16,0,0
ANA201607170,CHA,ANA,2016/07/17,0,0
ANA201607180,TEX,ANA,2016/07/18,0,0
ANA201607190,TEX,ANA,2016/07/19,0,0
ANA201607200,TEX,ANA,2016/07/20,1,0
ANA201607280,BOS,ANA,2016/07/28,0,2
ANA201607290,BOS,ANA,2016/07/29,0,0
ANA201607300,BOS,ANA,2016/07/30,0,0
ANA201607310,BOS,ANA,2016/07/31,5,0
ANA201608020,OAK,ANA,2016/08/02,0,0
ANA201608030,OAK,ANA,2016/08/03,1,2
ANA201608040,OAK,ANA,2016/08/04,2,0
ANA201608150,SEA,ANA,2016/08/15,0,0
ANA201608160,SEA,ANA,2016/08/16,0,2
ANA201608170,SEA,ANA,2016/08/17,0,1
ANA201608180,SEA,ANA,2016/08/18,2,3
ANA201608190,NYA,ANA,2016/08/19,0,0
ANA201608200,NYA,ANA,2016/08/20,0,1
ANA201608210,NYA,ANA,2016/08/21,0,1
ANA201608290,CIN,ANA,2016/08/29,0,0
ANA201608300,CIN,ANA,2016/08/30,0,1
ANA201608310,CIN,ANA,2016/08/31,0,1
ANA201609090,TEX,ANA,2016/09/09,0,0
ANA201609100,TEX,ANA,2016/09/10,1,0
ANA201609110,TEX,ANA,2016/09/11,0,0
ANA201609120,SEA,ANA,2016/09/12,0,0
ANA201609130,SEA,ANA,2016/09/13,0,0
ANA201609140,SEA,ANA,2016/09/14,0,0
ANA201609150,TOR,ANA,2016/09/15,2,0
ANA201609160,TOR,ANA,2016/09/16,3,0
ANA201609170,TOR,ANA,2016/09/17,0,0
ANA201609180,TOR,ANA,2016/09/18,0,0
ANA201609260,OAK,ANA,2016/09/26,0,1
ANA201609270,OAK,ANA,2016/09/27,0,0
ANA201609280,OAK,ANA,2016/09/28,0,0
ANA201609300,HOU,ANA,2016/09/30,0,0
ANA201610010,HOU,ANA,2016/10/01,0,0
ANA201610020,HOU,ANA,2016/10/02,0,0
ANA201704070,SEA,ANA,2017/04/07,0,0
ANA201704080,SEA,ANA,2017/04/08,0,0
ANA201704090,SEA,ANA,2017/04/09,0,7
ANA201704110,TEX,ANA,2017/04/11,0,1
ANA201704120,TEX,ANA,2017/04/12,2,0
ANA201704130,TEX,ANA,2017/04/13,0,3
ANA201704210,TOR,ANA,2017/04/21,3,2
ANA201704220,TOR,ANA,2017/04/22,1,0
ANA201704230,TOR,ANA,2017/04/23,2,1
ANA201704240,TOR,ANA,2017/04/24,0,0
ANA201704250,OAK,ANA,2017/04/25,0,1
ANA201704260,OAK,ANA,2017/04/26,0,0
ANA201704270,OAK,ANA,2017/04/27,0,0
ANA201705050,HOU,ANA,2017/05/05,1,0
ANA201705060,HOU,ANA,2017/05/06,0,1
ANA201705070,HOU,ANA,2017/05/07,0,0
ANA201705110,DET,ANA,2017/05/11,1,0
ANA201705120,DET,ANA,2017/05/12,0,2
ANA201705130,DET,ANA,2017/05/13,1,0
ANA201705140,DET,ANA,2017/05/14,0,0
ANA201705150,CHA,ANA,2017/05/15,0,0
ANA201705160,CHA,ANA,2017/05/16,1,2
ANA201705170,CHA,ANA,2017/05/17,1,0
ANA201705290,ATL,ANA,2017/05/29,0,0
ANA201705300,ATL,ANA,2017/05/30,0,0
ANA201705310,ATL,ANA,2017/05/31,0,1
ANA201706010,MIN,ANA,2017/06/01,3,0
ANA201706020,MIN,ANA,2017/06/02,0,3
ANA201706030,MIN,ANA,2017/06/03,0,0
ANA201706040,MIN,ANA,2017/06/04,0,0
ANA201706120,NYA,ANA,2017/06/12,0,0
ANA201706130,NYA,ANA,2017/06/13,0,1
ANA201706140,NYA,ANA,2017/06/14,0,0
ANA201706150,KCA,ANA,2017/06/15,0,0
ANA201706160,KCA,ANA,2017/06/16,0,0
ANA201706170,KCA,ANA,2017/06/17,0,0
ANA201706180,KCA,ANA,2017/06/18,0,0
ANA201706280,LAN,ANA,2017/06/28,1,1
ANA201706290,LAN,ANA,2017/06/29,0,0
ANA201706300,SEA,ANA,2017/06/30,1,0
ANA201707010,SEA,ANA,2017/07/01,0,0
ANA201707020,SEA,ANA,2017/07/02,0,0
ANA201707140,TBA,ANA,2017/07/14,1,0
ANA201707150,TBA,ANA,2017/07/15,0,2
ANA201707160,TBA,ANA,2017/07/16,1,2
ANA201707180,WAS,ANA,2017/07/18,1,1
ANA201707190,WAS,ANA,2017/07/19,0,0
ANA201707210,BOS,ANA,2017/07/21,0,1
ANA201707220,BOS,ANA,2017/07/22,0,0
ANA201707230,BOS,ANA,2017/07/23,0,0
ANA201708010,PHI,ANA,2017/08/01,0,2
ANA201708020,PHI,ANA,2017/08/02,0,0
ANA201708030,PHI,ANA,2017/08/03,0,2
ANA201708040,OAK,ANA,2017/08/04,0,0
ANA201708050,OAK,ANA,2017/08/05,0,0
ANA201708060,OAK,ANA,2017/08/06,0,0
ANA201708070,BAL,ANA,2017/08/07,0,0
ANA201708080,BAL,ANA,2017/08/08,1,0
ANA201708090,BAL,ANA,2017/08/09,0,1
ANA201708210,TEX,ANA,2017/08/21,0,1
ANA201708220,TEX,ANA,2017/08/22,0,0
ANA201708230,TEX,ANA,2017/08/23,3,1
ANA201708240,TEX,ANA,2017/08/24,0,0
ANA201708250,HOU,ANA,2017/08/25,0,0
ANA201708260,HOU,ANA,2017/08/26,0,4
ANA201708270,HOU,ANA,2017/08/27,0,0
ANA201708280,OAK,ANA,2017/08/28,0,0
ANA201708290,OAK,ANA,2017/08/29,0,1
ANA201708300,OAK,ANA,2017/08/30,0,0
ANA201709120,HOU,ANA,2017/09/12,0,0
ANA201709130,HOU,ANA,2017/09/13,0,0
ANA201709140,HOU,ANA,2017/09/14,1,1
ANA201709150,TEX,ANA,2017/09/15,0,0
ANA201709160,TEX,ANA,2017/09/16,0,1
ANA201709170,TEX,ANA,2017/09/17,0,0
ANA201709190,CLE,ANA,2017/09/19,3,1
ANA201709200,CLE,ANA,2017/09/20,0,0
ANA201709210,CLE,ANA,2017/09/21,0,0
ANA201709290,SEA,ANA,2017/09/29,0,4
ANA201709300,SEA,ANA,2017/09/30,0,0
ANA201710010,SEA,ANA,2017/10/01,1,0
ANA201804020,CLE,ANA,2018/04/02,0,0
ANA201804030,CLE,ANA,2018/04/03,0,2
ANA201804040,CLE,ANA,2018/04/04,0,1
ANA201804060,OAK,ANA,2018/04/06,0,1
ANA201804070,OAK,ANA,2018/04/07,1,0
ANA201804080,OAK,ANA,2018/04/08,1,0
ANA201804170,BOS,ANA,2018/04/17,0,0
ANA201804180,BOS,ANA,2018/04/18,2,0
ANA201804190,BOS,ANA,2018/04/19,2,0
ANA201804200,SFN,ANA,2018/04/20,0,0
ANA201804210,SFN,ANA,2018/04/21,0,0
ANA201804220,SFN,ANA,2018/04/22,0,0
ANA201804270,NYA,ANA,2018/04/27,1,0
ANA201804280,NYA,ANA,2018/04/28,0,0
ANA201804290,NYA,ANA,2018/04/29,0,0
ANA201805010,BAL,ANA,2018/05/01,2,1
ANA201805020,BAL,ANA,2018/05/02,5,1
ANA201805030,BAL,ANA,2018/05/03,0,0
ANA201805100,MIN,ANA,2018/05/10,0,0
ANA201805110,MIN,ANA,2018/05/11,3,0
ANA201805120,MIN,ANA,2018/05/12,2,0
ANA201805130,MIN,ANA,2018/05/13,0,1
ANA201805140,HOU,ANA,2018/05/14,0,0
ANA201805150,HOU,ANA,2018/05/15,1,0
ANA201805160,HOU,ANA,2018/05/16,0,0
ANA201805170,TBA,ANA,2018/05/17,0,1
ANA201805180,TBA,ANA,2018/05/18,1,0
ANA201805190,TBA,ANA,2018/05/19,0,2
ANA201805200,TBA,ANA,2018/05/20,0,1
ANA201806010,TEX,ANA,2018/06/01,0,0
ANA201806020,TEX,ANA,2018/06/02,1,0
ANA201806030,TEX,ANA,2018/06/03,0,0
ANA201806040,KCA,ANA,2018/06/04,0,3
ANA201806050,KCA,ANA,2018/06/05,0,0
ANA201806060,KCA,ANA,2018/06/06,0,0
ANA201806180,ARI,ANA,2018/06/18,0,0
ANA201806190,ARI,ANA,2018/06/19,2,0
ANA201806210,TOR,ANA,2018/06/21,0,0
ANA201806220,TOR,ANA,2018/06/22,0,0
ANA201806230,TOR,ANA,2018/06/23,3,0
ANA201806240,TOR,ANA,2018/06/24,1,0
ANA201807060,LAN,ANA,2018/07/06,0,2
ANA201807070,LAN,ANA,2018/07/07,1,0
ANA201807080,LAN,ANA,2018/07/08,0,0
ANA201807100,SEA,ANA,2018/07/10,0,1
ANA201807110,SEA,ANA,2018/07/11,0,0
ANA201807120,SEA,ANA,2018/07/12,1,2
ANA201807200,HOU,ANA,2018/07/20,0,0
ANA201807210,HOU,ANA,2018/07/21,0,0
ANA201807220,HOU,ANA,2018/07/22,0,1
ANA201807230,CHA,ANA,2018/07/23,0,0
ANA201807240,CHA,ANA,2018/07/24,0,0
ANA201807250,CHA,ANA,2018/07/25,1,0
ANA201807260,CHA,ANA,2018/07/26,2,3
ANA201807270,SEA,ANA,2018/07/27,0,1
ANA201807280,SEA,ANA,2018/07/28,0,0
ANA201807290,SEA,ANA,2018/07/29,0,0
ANA201808060,DET,ANA,2018/08/06,0,0
ANA201808070,DET,ANA,2018/08/07,0,0
ANA201808080,DET,ANA,2018/08/08,0,0
ANA201808100,OAK,ANA,2018/08/10,0,0
ANA201808110,OAK,ANA,2018/08/11,0,0
ANA201808120,OAK,ANA,2018/08/12,0,0
ANA201808240,HOU,ANA,2018/08/24,2,0
ANA201808250,HOU,ANA,2018/08/25,0,0
ANA201808260,HOU,ANA,2018/08/26,0,0
ANA201808270,COL,ANA,2018/08/27,0,5
ANA201808280,COL,ANA,2018/08/28,0,0
ANA201809100,TEX,ANA,2018/09/10,0,0
ANA201809110,TEX,ANA,2018/09/11,0,0
ANA201809120,TEX,ANA,2018/09/12,0,1
ANA201809130,SEA,ANA,2018/09/13,2,1
ANA201809140,SEA,ANA,2018/09/14,0,0
ANA201809150,SEA,ANA,2018/09/15,0,1
ANA201809160,SEA,ANA,2018/09/16,0,0
ANA201809240,TEX,ANA,2018/09/24,0,1
ANA201809250,TEX,ANA,2018/09/25,0,0
ANA201809260,TEX,ANA,2018/09/26,0,1
ANA201809280,OAK,ANA,2018/09/28,0,0
ANA201809290,OAK,ANA,2018/09/29,0,0
ANA201809300,OAK,ANA,2018/09/30,0,3
ANA201904040,TEX,ANA,2019/04/04,0,1
ANA201904050,TEX,ANA,2019/04/05,0,1
ANA201904060,TEX,ANA,2019/04/06,0,0
ANA201904070,TEX,ANA,2019/04/07,0,0
ANA201904080,MIL,ANA,2019/04/08,0,2
ANA201904090,MIL,ANA,2019/04/09,0,2
ANA201904100,MIL,ANA,2019/04/10,0,0
ANA201904180,SEA,ANA,2019/04/18,1,0
ANA201904190,SEA,ANA,2019/04/19,2,0
ANA201904200,SEA,ANA,2019/04/20,0,1
ANA201904210,SEA,ANA,2019/04/21,5,2
ANA201904220,NYA,ANA,2019/04/22,1,0
ANA201904230,NYA,ANA,2019/04/23,0,0
ANA201904240,NYA,ANA,2019/04/24,1,0
ANA201904250,NYA,ANA,2019/04/25,0,0
ANA201904300,TOR,ANA,2019/04/30,0,1
ANA201905010,TOR,ANA,2019/05/01,0,0
ANA201905020,TOR,ANA,2019/05/02,0,0
ANA201905040,HOU,ANA,2019/05/04,0,0
ANA201905050,HOU,ANA,2019/05/05,3,0
ANA201905170,KCA,ANA,2019/05/17,0,0
ANA201905180,KCA,ANA,2019/05/18,0,1
ANA201905190,KCA,ANA,2019/05/19,1,0
ANA201905200,MIN,ANA,2019/05/20,0,0
ANA201905210,MIN,ANA,2019/05/21,0,0
ANA201905230,MIN,ANA,2019/05/23,1,5
ANA201905240,TEX,ANA,2019/05/24,0,0
ANA201905250,TEX,ANA,2019/05/25,2,2
ANA201905260,TEX,ANA,2019/05/26,1,0
ANA201906040,OAK,ANA,2019/06/04,0,0
ANA201906050,OAK,ANA,2019/06/05,0,1
ANA201906060,OAK,ANA,2019/06/06,0,1
ANA201906070,SEA,ANA,2019/06/07,0,0
ANA201906080,SEA,ANA,2019/06/08,0,2
ANA201906090,SEA,ANA,2019/06/09,1,0
ANA201906100,LAN,ANA,2019/06/10,0,2
ANA201906110,LAN,ANA,2019/06/11,0,0
ANA201906250,CIN,ANA,2019/06/25,0,0
ANA201906260,CIN,ANA,2019/06/26,0,4
ANA201906270,OAK,ANA,2019/06/27,0,0
ANA201906280,OAK,ANA,2019/06/28,0,1
ANA201906290,OAK,ANA,2019/06/29,0,0
ANA201906300,OAK,ANA,2019/06/30,0,0
ANA201907120,SEA,ANA,2019/07/12,0,0
ANA201907130,SEA,ANA,2019/07/13,0,0
ANA201907140,SEA,ANA,2019/07/14,0,3
ANA201907150,HOU,ANA,2019/07/15,0,0
ANA201907160,HOU,ANA,2019/07/16,0,0
ANA201907170,HOU,ANA,2019/07/17,0,1
ANA201907180,HOU,ANA,2019/07/18,0,0
ANA201907250,BAL,ANA,2019/07/25,2,0
ANA201907260,BAL,ANA,2019/07/26,2,1
