mlbam_pitcher_id,player_name,tempo_be_sec,tempo_ro_sec
596295,"Gomber, Austin",13.374,13.374
656557,"Houck, Tanner",13.4,13.4
571882,"Law, Derek",13.409,13.409
669461,"Liberatore, Matthew",13.416,13.416
622663,"Severino, Luis",13.421,13.421
641627,"Gott, Trevor",13.421,13.421
608344,"Irvin, Cole",13.423,13.423
668881,"Greene, Hunter",13.424,13.424
605288,"Houser, Adrian",13.426,13.426
640455,"Manaea, Sean",13.43,13.43
649144,"Wells, Alex",13.437,13.437
475416,"Masterson, Justin",13.442,13.442
502190,"Leake, Mike",13.446,13.446
621058,"Moore, Andrew",13.447,13.447
607200,"Fedde, Erick",13.449,13.449
650644,"Civale, Aaron",13.461,13.461
683627,"Molina, Anthony",13.467,13.467
641927,"Ober, Bailey",13.468,13.468
543521,"McHugh, Collin",13.493,13.493
676477,"Whitlock, Garrett",13.498,13.498
543101,"DeSclafani, Anthony",13.52,13.52
571948,"Milner, Hoby",13.525,13.525
592314,"Foltynewicz, Mike",13.536,13.536
425786,"Atchison, Scott",13.543,13.543
136600,"Chen, Bruce",13.577,13.577
477003,"Niese, Jonathon",13.58,13.58
453385,"Richard, Clayton",13.58,13.58
621261,"Oswalt, Corey",13.581,13.581
641154,"López, Pablo",13.613,13.613
543334,"House, TJ",13.615,13.615
689017,"Knack, Landon",13.616,13.616
680704,"Sandlin, Nick",13.616,13.616
650911,"Sánchez, Cristopher",13.631,13.631
668964,"Myers, Tobias",13.634,13.634
571760,"Heaney, Andrew",13.639,13.639
502171,"Cobb, Alex",13.668,13.668
570632,"Ureña, José",13.674,13.674
