elapsed_bin,games,pct_scored,avg_elapse_sec
1,5144,0.01594090202177294,136.70986586314154
2,5144,0.03324261275272162,197.2349965007776
3,5144,0.04043545878693624,248.05013297045102
4,5144,0.06337480559875583,317.65571967340594
5,5144,0.15707620528771385,7160.977953926905
