season,game_pk,game_date,home_team,away_team,top1_elapsed_seconds,visitor_batters_top1,visitor_pitches_top1,n_empty_top1,n_on_top1,home_starter_id,visiting_starter_id,home_runs_bottom1,home_tempo_be,home_tempo_ro,visiting_starter_tempo_be,visiting_starter_tempo_ro,top1_est_seconds,top1_elapsed_seconds_final
2016,448754,2016-08-24,MIA,KC,406.0,5,17,5,12,605228,518716,0,13.916,13.916,14.579,14.579,236.572,406.0
2016,448753,2016-08-24,PIT,HOU,203.0,3,11,11,0,543037,543521,0,14.302,14.302,13.493,13.493,157.322,203.0
2016,448752,2016-08-24,MIN,DET,360.0,5,14,9,5,608648,571510,1,16.016,16.016,13.137,13.137,224.22399999999996,360.0
2016,448751,2016-08-24,MIL,COL,500.0,7,20,14,6,605200,542881,0,14.617,14.617,13.924,13.924,292.34000000000003,500.0
2016,448750,2016-08-24,OAK,CLE,366.0,5,16,12,4,608665,545333,0,15.048,15.048,15.082,15.082,240.768,366.0
2016,448749,2016-08-24,SD,CHC,614.0,6,22,15,7,518560,543294,0,18.444,18.444,14.097,14.097,405.768,614.0
2016,448748,2016-08-24,TB,BOS,1023.0,6,24,7,17,542882,519144,0,17.382,17.382,15.616,15.616,417.168,1023.0
2016,448747,2016-08-24,WSH,BAL,1047.0,9,39,15,24,543699,489119,0,14.588,14.588,11.261,11.261,568.932,1047.0
2016,448746,2016-08-24,AZ,ATL,289.0,3,13,13,0,425844,527054,1,17.064,17.064,16.576,16.576,221.832,289.0
2016,448745,2016-08-23,BAL,WSH,1037.0,5,27,6,21,592332,625643,0,15.849,15.849,14.329,14.329,427.923,1037.0
2016,448744,2016-08-23,CIN,TEX,259.0,3,15,15,0,573185,502706,0,14.047,14.047,15.59,15.59,210.705,259.0
2016,448743,2016-08-23,LAD,SF,537.0,4,17,7,10,628317,518516,1,16.288,16.288,17.184,17.184,276.896,537.0
2016,448742,2016-08-23,CWS,PHI,490.0,5,20,6,14,607074,622097,1,14.945,14.945,16.55,16.55,298.90000000000003,490.0
2016,448741,2016-08-23,SEA,NYY,289.0,4,15,12,3,592836,282332,0,12.675,12.675,17.718,17.718,190.12500000000003,289.0
2016,448740,2016-08-23,STL,NYM,531.0,6,21,14,7,448802,477003,3,15.728,15.728,13.58,13.58,330.288,531.0
2016,448739,2016-08-23,TOR,LAA,395.0,3,19,19,0,285079,572140,1,13.136,13.136,16.416,16.416,249.58399999999997,395.0
2016,448738,2016-08-23,MIA,KC,461.0,4,21,9,12,488768,570649,0,14.65,14.65,14.633,14.633,307.65,461.0
2016,448737,2016-08-23,PIT,HOU,253.0,3,10,10,0,467100,605397,4,15.149,15.149,14.579,14.579,151.48999999999998,253.0
2016,448736,2016-08-23,MIN,DET,315.0,3,16,16,0,502043,434671,0,16.202,16.202,15.784,15.784,259.232,315.0
2016,448735,2016-08-23,MIL,COL,404.0,3,18,18,0,502624,592351,0,12.958,12.958,15.727,15.727,233.244,404.0
2016,448734,2016-08-23,OAK,CLE,203.0,3,11,11,0,640455,517593,3,13.43,13.43,15.382,15.382,147.73,203.0
2016,448733,2016-08-23,SD,CHC,450.0,5,16,7,9,543184,453562,0,17.563,17.563,16.517,16.517,281.008,450.0
2016,448732,2016-08-23,TB,BOS,511.0,4,18,4,14,502042,453329,0,16.632,16.632,18.686,18.686,299.37600000000003,511.0
2016,448731,2016-08-23,AZ,ATL,1052.0,8,36,8,28,605151,547007,0,13.807,13.807,,,497.052,1052.0
2016,448730,2016-08-22,BAL,WSH,679.0,6,24,8,16,605164,595918,0,15.082,15.082,17.818,17.818,361.968,679.0
2016,448729,2016-08-22,SEA,NYY,373.0,4,18,18,0,592533,501381,0,,,16.231,16.231,,373.0
2016,448728,2016-08-22,CIN,LAD,992.0,8,32,10,22,456701,431148,1,17.748,17.748,14.88,14.88,567.936,992.0
2016,448727,2016-08-22,PIT,HOU,315.0,3,16,16,0,592791,450729,0,14.661,14.661,13.146,13.146,234.576,315.0
2016,448726,2016-08-22,MIL,COL,771.0,6,25,9,16,519076,518452,3,18.064,18.064,14.321,14.321,451.6,771.0
2016,448725,2016-08-22,OAK,CLE,245.0,3,12,12,0,592811,471911,0,17.751,17.751,14.667,14.667,213.012,245.0
2016,448724,2016-08-22,SD,CHC,370.0,3,13,6,7,429719,452657,0,18.382,18.382,15.949,15.949,238.966,370.0
2016,448723,2016-08-22,TB,BOS,411.0,4,16,11,5,605483,456034,0,15.762,15.762,18.924,18.924,252.192,411.0
2016,448722,2016-08-22,AZ,ATL,634.0,7,22,11,11,643327,592314,0,15.983,15.983,13.536,13.536,351.62600000000003,634.0
2016,448721,2016-08-21,ATL,WSH,198.0,3,8,8,0,503444,461829,0,18.233,18.233,14.547,14.547,145.864,198.0
2016,448720,2016-08-21,CLE,TOR,291.0,3,15,15,0,446372,573186,0,15.012,15.012,13.875,13.875,225.18,291.0
2016,448719,2016-08-21,TB,TEX,347.0,3,18,18,0,592767,527048,0,14.719,14.719,13.752,13.752,264.942,347.0
2016,448718,2016-08-21,PHI,STL,953.0,6,28,2,26,592826,502190,0,17.551,17.551,13.446,13.446,491.42799999999994,953.0
2016,448717,2016-08-21,CWS,OAK,495.0,5,18,4,14,500779,594943,1,15.639,15.639,18.29,18.29,281.502,495.0
2016,448716,2016-08-21,LAA,NYY,173.0,3,8,8,0,468504,643338,1,14.73,14.73,14.757,14.757,117.84,173.0
2016,448715,2016-08-21,SF,NYM,191.0,3,8,8,0,502188,592789,0,17.317,17.317,15.287,15.287,138.536,191.0
2016,448714,2016-08-21,KC,MIN,131.0,3,6,6,0,518633,429722,0,16.45,16.45,15.147,15.147,98.69999999999999,131.0
2016,448713,2016-08-21,SEA,MIL,308.0,3,15,15,0,664641,490063,0,14.898,14.898,19.284,19.284,223.47,308.0
2016,448712,2016-08-21,PIT,MIA,525.0,6,19,15,4,285064,570632,0,18.908,18.908,13.674,13.674,359.252,525.0
2016,448711,2016-08-21,CIN,LAD,289.0,4,13,13,0,543101,628711,0,13.52,13.52,15.595,15.595,175.76,289.0
2016,448710,2016-08-21,BAL,HOU,177.0,3,7,7,0,451596,572971,0,16.116,16.116,15.141,15.141,112.812,177.0
2016,448709,2016-08-21,COL,CHC,323.0,3,12,12,0,407822,434628,7,19.137,19.137,15.373,15.373,229.644,323.0
2016,448708,2016-08-21,DET,BOS,372.0,4,13,12,1,434378,596064,0,16.978,16.978,15.114,15.114,220.71400000000003,372.0
2016,448707,2016-08-21,SD,AZ,327.0,4,10,3,7,606131,640463,0,14.148,14.148,17.528,17.528,141.48000000000002,327.0
2016,448706,2016-08-20,ATL,WSH,421.0,4,19,16,3,592433,453286,0,16.335,16.335,15.792,15.792,310.365,421.0
2016,448705,2016-08-20,CLE,TOR,622.0,5,20,6,14,458708,592717,0,14.348,14.348,15.518,15.518,286.96000000000004,622.0
2016,448704,2016-08-20,TB,TEX,439.0,5,18,6,12,543606,456167,1,15.787,15.787,14.1,14.1,284.16600000000005,439.0
2016,448703,2016-08-20,PHI,STL,501.0,4,15,5,10,476451,596133,2,18.251,18.251,14.047,14.047,273.76500000000004,501.0
2016,448702,2016-08-20,CWS,OAK,319.0,4,13,6,7,519242,446321,1,14.014,14.014,14.626,14.626,182.18200000000002,319.0
2016,448701,2016-08-20,LAA,NYY,714.0,7,23,12,11,445060,570666,0,16.28,16.28,16.008,16.008,374.44000000000005,714.0
2016,448700,2016-08-20,SF,NYM,1021.0,6,30,2,28,519043,112526,0,15.183,15.183,15.383,15.383,455.49,1021.0
2016,448699,2016-08-20,KC,MIN,307.0,3,14,14,0,453178,502327,0,16.421,16.421,14.142,14.142,229.894,307.0
2016,448698,2016-08-20,SEA,MIL,311.0,4,12,9,3,433587,503449,0,16.517,16.517,16.056,16.056,198.204,311.0
2016,448697,2016-08-20,PIT,MIA,173.0,3,9,9,0,641771,475479,0,13.826,13.826,15.761,15.761,124.434,173.0
2016,448696,2016-08-20,CIN,LAD,487.0,4,18,10,8,605232,474463,4,17.283,17.283,12.96,12.96,311.09400000000005,487.0
2016,448695,2016-08-20,BAL,HOU,686.0,6,25,13,12,501957,571666,0,15.296,15.296,17.084,17.084,382.4,686.0
2016,448694,2016-08-20,COL,CHC,288.0,3,10,4,6,656546,543557,0,16.216,16.216,15.492,15.492,162.16000000000003,288.0
2016,448693,2016-08-20,DET,BOS,361.0,5,15,9,6,596057,519141,0,14.047,14.047,15.282,15.282,210.705,361.0
2016,448692,2016-08-20,SD,AZ,297.0,3,13,13,0,453385,592662,0,13.58,13.58,15.621,15.621,176.54,297.0
2016,448691,2016-08-19,ATL,WSH,526.0,5,17,5,12,527054,543699,0,16.576,16.576,14.588,14.588,281.79200000000003,526.0
2016,448690,2016-08-19,CLE,TOR,323.0,5,14,10,4,545333,434538,0,15.082,15.082,15.282,15.282,211.148,323.0
2016,448689,2016-08-19,TB,TEX,182.0,3,9,9,0,542882,430935,0,17.382,17.382,15.814,15.814,156.43800000000002,182.0
2016,448688,2016-08-19,PHI,STL,527.0,4,20,8,12,605388,425794,1,16.602,16.602,15.474,15.474,332.03999999999996,527.0
2016,448687,2016-08-19,CWS,OAK,271.0,3,13,13,0,448306,608665,0,16.166,16.166,15.048,15.048,210.15800000000002,271.0
2016,448686,2016-08-19,LAA,NYY,534.0,5,17,11,6,450308,547888,0,15.715,15.715,17.55,17.55,267.155,534.0
2016,448685,2016-08-19,SF,NYM,249.0,3,11,7,4,456501,607625,0,14.279,14.279,13.153,13.153,157.06900000000002,249.0
2016,448684,2016-08-19,KC,MIN,221.0,3,10,10,0,450172,621244,0,18.151,18.151,14.948,14.948,181.51,221.0
2016,448683,2016-08-19,SEA,MIL,272.0,3,14,14,0,453281,608718,0,15.582,15.582,11.118,11.118,218.14800000000002,272.0
2016,448682,2016-08-19,PIT,MIA,396.0,4,12,3,9,543037,543408,0,14.302,14.302,15.163,15.163,171.624,396.0
2016,448681,2016-08-19,CIN,LAD,395.0,4,15,12,3,534947,502032,3,15.816,15.816,17.981,17.981,237.24,395.0
2016,448680,2016-08-19,BAL,HOU,311.0,4,19,19,0,489119,543521,5,11.261,11.261,13.493,13.493,213.95899999999997,311.0
2016,448679,2016-08-19,COL,CHC,288.0,4,14,14,0,542881,543294,1,13.924,13.924,14.097,14.097,194.93599999999998,288.0
2016,448678,2016-08-19,DET,BOS,787.0,7,25,13,12,605242,519144,0,15.416,15.416,15.616,15.616,385.40000000000003,787.0
2016,448677,2016-08-19,SD,AZ,526.0,4,16,4,12,543054,425844,0,16.757,16.757,17.064,17.064,268.112,526.0
2016,448676,2016-08-18,ATL,WSH,1038.0,6,29,7,22,547007,625643,0,,,14.329,14.329,,1038.0
2016,448675,2016-08-18,LAA,SEA,301.0,4,11,11,0,533167,547874,2,14.738,14.738,18.359,18.359,162.118,301.0
2016,448673,2016-08-18,SF,NYM,315.0,3,14,14,0,518516,594798,0,17.184,17.184,15.249,15.249,240.57600000000002,315.0
2016,448672,2016-08-18,KC,MIN,267.0,4,13,13,0,518716,608648,0,14.579,14.579,16.016,16.016,189.52700000000002,267.0
2016,448671,2016-08-18,CHC,MIL,227.0,3,11,11,0,453562,605200,2,16.517,16.517,14.617,14.617,181.68699999999998,227.0
2016,448670,2016-08-18,CIN,MIA,196.0,3,11,11,0,573185,605228,0,14.047,14.047,13.916,13.916,154.517,196.0
2016,448669,2016-08-18,PHI,LAD,574.0,6,23,17,6,595191,548389,0,15.187,15.187,14.294,14.294,349.301,574.0
2016,448668,2016-08-18,BAL,HOU,261.0,3,14,14,0,592332,605397,3,15.849,15.849,14.579,14.579,221.886,261.0
2016,448667,2016-08-18,CLE,CWS,1098.0,7,34,5,29,517593,607074,0,15.382,15.382,14.945,14.945,522.9879999999999,1098.0
2016,448666,2016-08-18,DET,BOS,614.0,5,19,15,4,571510,453329,0,13.137,13.137,18.686,18.686,249.603,614.0
2016,448665,2016-08-18,SD,AZ,930.0,7,28,5,23,518560,605151,1,18.444,18.444,13.807,13.807,516.432,930.0
2016,448674,2016-08-17,TEX,OAK,558.0,5,20,17,3,506433,640455,0,17.568,17.568,13.43,13.43,351.36,558.0
2016,448664,2016-08-17,COL,WSH,413.0,3,17,17,0,592351,544931,7,15.727,15.727,15.622,15.622,267.359,413.0
2016,448663,2016-08-17,NYY,TOR,275.0,3,13,13,0,282332,457918,0,17.718,17.718,15.915,15.915,230.334,275.0
2016,448662,2016-08-17,HOU,STL,374.0,3,16,7,9,450729,593372,0,13.146,13.146,12.913,12.913,210.336,374.0
2016,448661,2016-08-17,LAA,SEA,267.0,3,13,13,0,572140,592533,2,16.416,16.416,,,213.40800000000002,267.0
2016,448660,2016-08-17,TB,SD,466.0,4,22,18,4,502042,543184,2,16.632,16.632,17.563,17.563,365.90400000000005,466.0
2016,448659,2016-08-17,SF,PIT,221.0,3,11,11,0,430912,467100,2,14.915,14.915,15.149,15.149,164.065,221.0
2016,448657,2016-08-17,AZ,NYM,361.0,4,13,6,7,643327,477003,0,15.983,15.983,13.58,13.58,207.779,361.0
2016,448656,2016-08-17,ATL,MIN,569.0,6,18,2,16,592314,502043,0,13.536,13.536,16.202,16.202,243.648,569.0
2016,448655,2016-08-17,CHC,MIL,482.0,3,19,19,0,452657,519076,5,15.949,15.949,18.064,18.064,303.031,482.0
2016,448654,2016-08-17,CIN,MIA,245.0,4,10,3,7,456701,488768,0,17.748,17.748,14.65,14.65,177.48000000000002,245.0
2016,448653,2016-08-17,PHI,LAD,418.0,4,17,8,9,622097,431148,0,16.55,16.55,14.88,14.88,281.35,418.0
2016,448652,2016-08-17,DET,KC,441.0,3,22,22,0,434671,570649,0,15.784,15.784,14.633,14.633,347.248,441.0
2016,448651,2016-08-17,CLE,CWS,306.0,3,13,13,0,471911,519168,0,14.667,14.667,,,190.671,306.0
2016,448650,2016-08-17,BAL,BOS,169.0,3,9,9,0,605164,456034,0,15.082,15.082,18.924,18.924,135.738,169.0
2016,448658,2016-08-16,TEX,OAK,456.0,5,17,5,12,449173,592811,0,13.784,13.784,17.751,17.751,234.32800000000003,456.0
2016,448649,2016-08-16,COL,WSH,617.0,5,24,9,15,518452,461829,0,14.321,14.321,14.547,14.547,343.704,617.0
2016,448648,2016-08-16,NYY,TOR,262.0,3,13,13,0,501381,462136,1,16.231,16.231,15.354,15.354,211.00300000000001,262.0
2016,448647,2016-08-16,HOU,STL,821.0,6,30,7,23,572971,448802,2,15.141,15.141,15.728,15.728,454.23,821.0
2016,448646,2016-08-16,LAA,SEA,377.0,4,13,3,10,468504,664641,1,14.73,14.73,14.898,14.898,191.49,377.0
2016,448645,2016-08-16,TB,SD,776.0,5,21,4,17,605483,429719,0,15.762,15.762,18.382,18.382,331.002,776.0
2016,448644,2016-08-16,SF,PIT,578.0,5,18,6,12,502188,592791,2,17.317,17.317,14.661,14.661,311.706,578.0
2016,448642,2016-08-16,AZ,NYM,416.0,4,17,11,6,640463,592789,0,17.528,17.528,15.287,15.287,297.976,416.0
2016,448641,2016-08-16,ATL,MIN,733.0,6,29,13,16,503444,429722,0,18.233,18.233,15.147,15.147,528.7570000000001,733.0
2016,448640,2016-08-16,CHC,MIL,304.0,3,16,16,0,434628,502624,0,15.373,15.373,12.958,12.958,245.968,304.0
2016,448639,2016-08-16,CIN,MIA,632.0,6,25,10,15,543101,570632,5,13.52,13.52,13.674,13.674,338.0,632.0
2016,448638,2016-08-16,PHI,LAD,433.0,3,19,19,0,592826,628317,0,17.551,17.551,16.288,16.288,333.469,433.0
2016,448637,2016-08-16,DET,KC,256.0,3,10,10,0,434378,518633,0,16.978,16.978,16.45,16.45,169.78000000000003,256.0
2016,448636,2016-08-16,CLE,CWS,640.0,4,20,15,5,446372,500779,1,15.012,15.012,15.639,15.639,300.24,640.0
2016,448635,2016-08-16,BAL,BOS,349.0,4,16,14,2,451596,593958,0,16.116,16.116,13.245,13.245,257.856,349.0
2016,447184,2016-08-16,CHC,MIL,285.0,3,12,11,1,502239,490063,1,14.626,14.626,19.284,19.284,175.512,285.0
2016,448643,2016-08-15,TEX,OAK,829.0,6,27,5,22,527048,446321,0,13.752,13.752,14.626,14.626,371.30400000000003,829.0
2016,448634,2016-08-15,COL,WSH,522.0,5,20,11,9,407822,453286,3,19.137,19.137,15.792,15.792,382.74,522.0
2016,448633,2016-08-15,NYY,TOR,354.0,3,18,18,0,643338,285079,0,14.757,14.757,13.136,13.136,265.626,354.0
2016,448632,2016-08-15,LAA,SEA,324.0,3,14,14,0,445060,433587,0,16.28,16.28,16.517,16.517,227.92000000000002,324.0
2016,448631,2016-08-15,TB,SD,330.0,4,17,17,0,592767,606131,1,14.719,14.719,14.148,14.148,250.22299999999998,330.0
2016,448630,2016-08-15,SF,PIT,160.0,3,8,8,0,519043,285064,1,15.183,15.183,18.908,18.908,121.464,160.0
2016,448629,2016-08-15,AZ,NYM,382.0,3,14,10,4,592662,112526,3,15.621,15.621,15.383,15.383,218.69400000000002,382.0
2016,448628,2016-08-15,CIN,MIA,784.0,5,25,2,23,605232,475479,0,17.283,17.283,15.761,15.761,432.07500000000005,784.0
2016,448627,2016-08-15,DET,KC,531.0,5,16,4,12,596057,453178,0,14.047,14.047,16.421,16.421,224.752,531.0
2016,446903,2016-08-15,CLE,BOS,219.0,3,12,12,0,458708,519141,0,14.348,14.348,15.282,15.282,172.17600000000002,219.0
2016,448626,2016-08-14,NYY,TB,446.0,5,16,2,14,622663,543606,0,13.421,13.421,15.787,15.787,214.736,446.0
2016,448625,2016-08-14,CHC,STL,269.0,3,12,12,0,407793,502190,2,15.958,15.958,13.446,13.446,191.496,269.0
2016,448624,2016-08-14,OAK,SEA,413.0,4,13,4,9,594943,453281,0,18.29,18.29,15.582,15.582,237.76999999999998,413.0
2016,448623,2016-08-14,NYM,SD,513.0,3,15,6,9,571927,453385,0,12.195,12.195,13.58,13.58,182.925,513.0
2016,448622,2016-08-14,LAD,PIT,941.0,9,30,12,18,474463,641771,1,12.96,12.96,13.826,13.826,388.80000000000007,941.0
2016,448621,2016-08-14,CLE,LAA,374.0,3,18,18,0,545333,450308,1,15.082,15.082,15.715,15.715,271.476,374.0
2016,448620,2016-08-14,MIN,KC,320.0,4,15,7,8,502327,450172,0,14.142,14.142,18.151,18.151,212.13,320.0
2016,448619,2016-08-14,TOR,HOU,398.0,3,19,19,0,573186,571666,1,13.875,13.875,17.084,17.084,263.625,398.0
2016,448618,2016-08-14,TEX,DET,200.0,3,11,11,0,456167,605242,0,14.1,14.1,15.416,15.416,155.1,200.0
2016,448617,2016-08-14,PHI,COL,510.0,3,15,12,3,605388,543022,0,16.602,16.602,14.796,14.796,249.02999999999997,510.0
2016,448616,2016-08-14,MIL,CIN,522.0,4,16,7,9,503449,642003,3,16.056,16.056,15.082,15.082,256.896,522.0
2016,448615,2016-08-14,MIA,CWS,608.0,6,19,6,13,543408,519242,0,15.163,15.163,14.014,14.014,288.097,608.0
2016,448614,2016-08-14,SF,BAL,420.0,4,17,9,8,456501,489119,0,14.279,14.279,11.261,11.261,242.743,420.0
2016,448613,2016-08-14,WSH,ATL,431.0,5,14,6,8,543699,592433,3,14.588,14.588,16.335,16.335,204.23199999999997,431.0
2016,448612,2016-08-14,BOS,AZ,435.0,4,16,2,14,519144,425844,2,15.616,15.616,17.064,17.064,249.856,435.0
2016,448611,2016-08-13,NYY,TB,177.0,3,8,8,0,547888,542882,0,17.55,17.55,17.382,17.382,140.4,177.0
2016,448610,2016-08-13,CHC,STL,508.0,4,21,11,10,543294,596133,0,14.097,14.097,14.047,14.047,296.03700000000003,508.0
2016,448609,2016-08-13,OAK,SEA,377.0,5,13,4,9,608665,547874,0,15.048,15.048,18.359,18.359,195.624,377.0
2016,448608,2016-08-13,NYM,SD,276.0,3,12,11,1,594798,543054,1,15.249,15.249,16.757,16.757,182.988,276.0
2016,448607,2016-08-13,LAD,PIT,823.0,7,28,8,20,435221,543037,1,15.456,15.456,14.302,14.302,432.76800000000003,823.0
2016,448606,2016-08-13,CLE,LAA,291.0,3,11,11,0,605182,533167,3,14.481,14.481,14.738,14.738,159.291,291.0
2016,448605,2016-08-13,MIN,KC,337.0,4,13,3,10,608648,518716,1,16.016,16.016,14.579,14.579,208.20799999999997,337.0
2016,448604,2016-08-13,TOR,HOU,581.0,6,22,9,13,592717,543521,1,15.518,15.518,13.493,13.493,341.396,581.0
2016,448603,2016-08-13,TEX,DET,281.0,4,11,7,4,430935,571510,0,15.814,15.814,13.137,13.137,173.954,281.0
2016,448602,2016-08-13,PHI,COL,485.0,4,18,10,8,595191,542881,3,15.187,15.187,13.924,13.924,273.366,485.0
2016,448601,2016-08-13,MIL,CIN,671.0,4,15,1,14,605200,573185,0,14.617,14.617,14.047,14.047,219.255,671.0
2016,448600,2016-08-13,MIA,CWS,400.0,5,17,6,11,543045,448306,0,12.779,12.779,16.166,16.166,217.243,400.0
2016,448599,2016-08-13,SF,BAL,334.0,3,13,13,0,518516,592332,0,17.184,17.184,15.849,15.849,223.39200000000002,334.0
2016,448598,2016-08-13,WSH,ATL,371.0,4,17,17,0,625643,547007,2,14.329,14.329,,,243.59300000000002,371.0
2016,448597,2016-08-13,BOS,AZ,279.0,3,12,12,0,453329,605151,0,18.686,18.686,13.807,13.807,224.232,279.0
2016,448596,2016-08-12,NYY,TB,194.0,4,12,10,2,282332,502042,1,17.718,17.718,16.632,16.632,212.616,194.0
2016,448595,2016-08-12,CHC,STL,258.0,3,12,12,0,453562,425794,2,16.517,16.517,15.474,15.474,198.204,258.0
2016,448594,2016-08-12,OAK,SEA,244.0,3,11,5,6,640455,543921,3,13.43,13.43,,,147.73000000000002,244.0
2016,448593,2016-08-12,NYM,SD,989.0,8,33,17,16,548337,518560,0,17.686,17.686,18.444,18.444,583.6379999999999,989.0
2016,448592,2016-08-12,LAD,PIT,983.0,7,26,4,22,548389,467100,0,14.294,14.294,15.149,15.149,371.644,983.0
2016,448591,2016-08-12,CLE,LAA,802.0,7,24,11,13,471911,572140,1,14.667,14.667,16.416,16.416,352.008,802.0
2016,448590,2016-08-12,MIN,KC,586.0,6,22,9,13,502043,570649,0,16.202,16.202,14.633,14.633,356.4440000000001,586.0
2016,448589,2016-08-12,TOR,HOU,226.0,3,12,12,0,434538,605397,0,15.282,15.282,14.579,14.579,183.38400000000001,226.0
2016,448588,2016-08-12,TEX,DET,532.0,4,20,16,4,506433,434671,4,17.568,17.568,15.784,15.784,351.36,532.0
2016,448587,2016-08-12,PHI,COL,268.0,3,13,13,0,622097,592351,1,16.55,16.55,15.727,15.727,215.15,268.0
2016,448586,2016-08-12,MIL,CIN,793.0,7,29,16,13,519076,456701,0,18.064,18.064,17.748,17.748,523.856,793.0
2016,448585,2016-08-12,MIA,CWS,905.0,7,29,7,22,488768,607074,0,14.65,14.65,14.945,14.945,424.85,905.0
2016,448584,2016-08-12,SF,BAL,511.0,4,16,4,12,430912,605164,0,14.915,14.915,15.082,15.082,238.64,511.0
2016,448583,2016-08-12,WSH,ATL,742.0,6,25,5,20,544931,592314,0,15.622,15.622,13.536,13.536,390.55,742.0
2016,448582,2016-08-12,BOS,AZ,416.0,5,11,8,3,456034,571578,4,18.924,18.924,13.881,13.881,208.164,416.0
2016,448581,2016-08-11,CHC,STL,379.0,6,12,8,4,452657,593372,0,15.949,15.949,12.913,12.913,191.388,379.0
2016,448579,2016-08-11,PIT,SD,221.0,3,11,11,0,592791,543184,1,14.661,14.661,17.563,17.563,161.271,221.0
2016,448578,2016-08-11,BOS,NYY,337.0,3,15,15,0,593958,501381,1,13.245,13.245,16.231,16.231,198.67499999999998,337.0
2016,448577,2016-08-11,CLE,LAA,208.0,4,8,8,0,446372,468504,5,15.012,15.012,14.73,14.73,120.096,208.0
2016,448576,2016-08-11,MIN,HOU,498.0,5,17,11,6,621244,450729,0,14.948,14.948,13.146,13.146,254.11599999999999,498.0
2016,448575,2016-08-11,TEX,COL,856.0,7,33,13,20,449173,518452,0,13.784,13.784,14.321,14.321,454.872,856.0
2016,448574,2016-08-11,KC,CWS,266.0,4,11,8,3,518633,456068,0,16.45,16.45,17.052,17.052,180.95,266.0
2016,448573,2016-08-11,OAK,BAL,293.0,3,14,14,0,592811,501957,0,17.751,17.751,15.296,15.296,248.514,293.0
2016,448572,2016-08-11,MIL,ATL,370.0,4,13,6,7,490063,433584,2,19.284,19.284,17.135,17.135,250.692,370.0
2016,448571,2016-08-11,NYM,AZ,630.0,5,21,8,13,592789,640463,0,15.287,15.287,17.528,17.528,321.02700000000004,630.0
2016,448564,2016-08-11,MIN,HOU,289.0,3,15,15,0,543548,606965,0,14.815,14.815,15.59,15.59,222.225,289.0
2016,448580,2016-08-10,MIA,SF,119.0,3,6,6,0,475479,502188,0,15.761,15.761,17.317,17.317,94.566,119.0
2016,448570,2016-08-10,TOR,TB,416.0,5,14,2,12,457918,605483,3,15.915,15.915,15.762,15.762,222.81,416.0
2016,448568,2016-08-10,PIT,SD,483.0,4,13,1,12,285064,429719,0,18.908,18.908,18.382,18.382,245.80400000000003,483.0
2016,448567,2016-08-10,LAD,PHI,183.0,3,7,1,6,431148,476451,1,14.88,14.88,18.251,18.251,104.16,183.0
2016,448566,2016-08-10,BOS,NYY,682.0,4,24,5,19,519141,543135,0,15.282,15.282,14.434,14.434,366.76800000000003,682.0
2016,448565,2016-08-10,CHC,LAA,209.0,3,9,9,0,434628,445060,0,15.373,15.373,16.28,16.28,138.357,209.0
2016,448563,2016-08-10,SEA,DET,336.0,3,13,13,0,433587,434378,1,16.517,16.517,16.978,16.978,214.721,336.0
2016,448562,2016-08-10,TEX,COL,711.0,6,22,4,18,527048,407822,0,13.752,13.752,19.137,19.137,302.544,711.0
2016,448561,2016-08-10,WSH,CLE,256.0,3,13,13,0,461829,458708,1,14.547,14.547,14.348,14.348,189.11100000000002,256.0
2016,448560,2016-08-10,STL,CIN,245.0,4,11,9,2,448802,543101,1,15.728,15.728,13.52,13.52,173.00799999999998,245.0
2016,448559,2016-08-10,KC,CWS,185.0,3,9,9,0,453178,500779,0,16.421,16.421,15.639,15.639,147.789,185.0
2016,448558,2016-08-10,OAK,BAL,596.0,4,15,4,11,446321,451596,0,14.626,14.626,16.116,16.116,219.39,596.0
2016,448557,2016-08-10,MIL,ATL,450.0,4,19,15,4,502624,503444,0,12.958,12.958,18.233,18.233,246.202,450.0
2016,448556,2016-08-10,NYM,AZ,513.0,4,14,3,11,112526,592662,0,15.383,15.383,15.621,15.621,215.362,513.0
2016,448569,2016-08-09,MIA,SF,828.0,5,28,12,16,543408,519043,2,15.163,15.163,15.183,15.183,424.564,828.0
2016,448555,2016-08-09,COL,TEX,248.0,3,14,14,0,543022,456167,2,14.796,14.796,14.1,14.1,207.144,248.0
2016,448554,2016-08-09,TOR,TB,448.0,5,20,9,11,462136,592767,0,15.354,15.354,14.719,14.719,307.08,448.0
2016,448552,2016-08-09,PIT,SD,805.0,7,26,10,16,641771,606131,0,13.826,13.826,14.148,14.148,359.476,805.0
2016,448551,2016-08-09,LAD,PHI,331.0,3,14,14,0,628317,592826,0,16.288,16.288,17.551,17.551,228.032,331.0
2016,448550,2016-08-09,BOS,NYY,492.0,4,18,7,11,519144,622663,0,15.616,15.616,13.421,13.421,281.088,492.0
2016,448549,2016-08-09,CHC,LAA,,4,13,13,0,407793,450308,0,15.958,15.958,15.715,15.715,207.454,207.454
2016,448548,2016-08-09,MIN,HOU,343.0,5,15,12,3,502327,571666,0,14.142,14.142,17.084,17.084,212.13,343.0
2016,448547,2016-08-09,SEA,DET,471.0,6,15,1,14,453281,596057,0,15.582,15.582,14.047,14.047,233.73000000000002,471.0
2016,448546,2016-08-09,WSH,CLE,209.0,3,10,10,0,453286,545333,0,15.792,15.792,15.082,15.082,157.92,209.0
