season,game_pk,game_date,home_team,away_team,top1_elapsed_seconds,visitor_batters_top1,visitor_pitches_top1,n_empty_top1,n_on_top1,home_starter_id,visiting_starter_id,home_runs_bottom1,home_tempo_be,home_tempo_ro,visiting_starter_tempo_be,visiting_starter_tempo_ro,top1_est_seconds,top1_elapsed_seconds_final
2015,416076,2015-10-04,LAD,SD,318.0,4,14,7,7,477132,571057,0,13.302,13.302,,,186.228,318.0
2015,416075,2015-10-04,SEA,OAK,466.0,4,20,9,11,573064,605135,0,14.038,14.038,17.011,17.011,280.76,466.0
2015,416074,2015-10-04,BAL,NYY,432.0,5,17,11,6,501957,501381,2,15.296,15.296,16.231,16.231,260.032,432.0
2015,416073,2015-10-04,PHI,MIA,370.0,5,15,1,14,571527,543045,0,14.448,14.448,12.779,12.779,216.72,370.0
2015,416072,2015-10-04,MIN,KC,265.0,4,12,9,3,445060,456501,0,16.28,16.28,14.279,14.279,195.36,265.0
2015,416071,2015-10-04,AZ,HOU,316.0,4,12,5,7,592662,621121,1,15.621,15.621,16.025,16.025,187.452,316.0
2015,416070,2015-10-04,CWS,DET,899.0,7,30,3,27,593423,596057,0,15.315,15.315,14.047,14.047,459.45,899.0
2015,416069,2015-10-04,SF,COL,664.0,5,28,20,8,430912,548357,2,14.915,14.915,14.424,14.424,417.61999999999995,664.0
2015,416068,2015-10-04,PIT,CIN,186.0,3,10,10,0,457918,595001,1,15.915,15.915,17.667,17.667,159.14999999999998,186.0
2015,416067,2015-10-04,MIL,CHC,881.0,6,29,8,21,605347,429717,0,15.572,15.572,14.179,14.179,451.58799999999997,881.0
2015,416066,2015-10-04,CLE,BOS,432.0,5,18,9,9,517593,519144,0,15.382,15.382,15.616,15.616,276.876,432.0
2015,416065,2015-10-04,TEX,LAA,446.0,5,19,17,2,430935,572070,1,15.814,15.814,16.365,16.365,300.466,446.0
2015,416062,2015-10-04,ATL,STL,179.0,3,10,10,0,605538,458681,1,15.637,15.637,15.326,15.326,156.37,179.0
2015,416064,2015-10-03,NYM,WSH,309.0,3,16,16,0,518774,453286,0,14.928,14.928,15.792,15.792,238.848,309.0
2015,416063,2015-10-03,TB,TOR,251.0,3,14,14,0,502042,462136,1,16.632,16.632,15.354,15.354,232.848,251.0
2015,416061,2015-10-03,LAD,SD,245.0,3,12,12,0,425844,572362,1,17.064,17.064,13.807,13.807,204.768,245.0
2015,416060,2015-10-03,SEA,OAK,643.0,8,23,10,13,606273,543594,0,15.916,15.916,,,366.068,643.0
2015,416059,2015-10-03,BAL,NYY,273.0,3,15,13,2,434622,622663,2,14.97,14.97,13.421,13.421,224.55,273.0
2015,416058,2015-10-03,PHI,MIA,445.0,4,18,9,9,421685,543408,0,14.682,14.682,15.163,15.163,264.276,445.0
2015,416057,2015-10-03,MIN,KC,381.0,5,17,11,6,543548,570649,0,14.815,14.815,14.633,14.633,251.85500000000002,381.0
2015,416056,2015-10-03,AZ,HOU,464.0,5,12,2,10,476451,543521,0,18.251,18.251,13.493,13.493,219.01200000000003,464.0
2015,416055,2015-10-03,CWS,DET,488.0,4,24,20,4,605304,434378,1,,,16.978,16.978,,488.0
2015,416054,2015-10-03,SF,COL,722.0,4,27,20,7,408241,543734,2,15.935,15.935,14.658,14.658,430.245,722.0
2015,416053,2015-10-03,PIT,CIN,995.0,7,31,12,19,150359,605232,1,18.82,18.82,17.283,17.283,583.42,995.0
2015,416052,2015-10-03,MIL,CHC,268.0,4,10,3,7,621281,543294,0,,,14.097,14.097,,268.0
2015,416051,2015-10-03,CLE,BOS,458.0,4,15,7,8,446372,444520,0,15.012,15.012,18.353,18.353,225.18,458.0
2015,416050,2015-10-03,TEX,LAA,169.0,3,9,9,0,407890,502327,0,15.1,15.1,14.142,14.142,135.9,169.0
2015,416049,2015-10-03,NYM,WSH,287.0,3,13,13,0,592789,461829,0,15.287,15.287,14.547,14.547,198.73100000000002,287.0
2015,416044,2015-10-03,BAL,NYY,164.0,3,9,9,0,612672,467100,1,15.349,15.349,15.149,15.149,138.141,164.0
2015,416043,2015-10-03,PHI,MIA,768.0,7,26,3,23,594742,592593,0,15.549,15.549,16.355,16.355,404.274,768.0
2015,416048,2015-10-02,TB,TOR,423.0,5,12,4,8,541640,279824,0,15.128,15.128,12.324,12.324,181.536,423.0
2015,416047,2015-10-02,ATL,STL,341.0,4,17,10,7,527054,448802,0,16.576,16.576,15.728,15.728,281.79200000000003,341.0
2015,416046,2015-10-02,LAD,SD,302.0,4,11,2,9,622072,543391,0,13.04,13.04,,,143.44,302.0
2015,416045,2015-10-02,SEA,OAK,258.0,3,11,11,0,547874,605156,0,18.359,18.359,15.316,15.316,201.949,258.0
2015,416042,2015-10-02,MIN,KC,272.0,4,15,14,1,429722,432934,0,15.147,15.147,14.101,14.101,227.20499999999998,272.0
2015,416041,2015-10-02,AZ,HOU,766.0,9,23,6,17,523989,572971,0,16.442,16.442,15.141,15.141,378.166,766.0
2015,416040,2015-10-02,CWS,DET,351.0,4,19,13,6,519242,430580,0,14.014,14.014,16.929,16.929,266.26599999999996,351.0
2015,416039,2015-10-02,SF,COL,132.0,3,7,7,0,518790,452718,0,15.373,15.373,18.282,18.282,107.61099999999999,132.0
2015,416038,2015-10-02,PIT,CIN,127.0,3,6,6,0,434538,572102,0,15.282,15.282,15.761,15.761,91.69200000000001,127.0
2015,416037,2015-10-02,MIL,CHC,267.0,3,15,15,0,516414,453562,0,,,16.517,16.517,,267.0
2015,416036,2015-10-02,CLE,BOS,261.0,3,13,13,0,458708,596064,0,14.348,14.348,15.114,15.114,186.524,261.0
2015,416035,2015-10-02,TEX,LAA,606.0,6,19,1,18,527048,450308,0,13.752,13.752,15.715,15.715,261.288,606.0
2015,416034,2015-10-01,ATL,WSH,287.0,3,13,13,0,543901,544931,0,16.65,16.65,15.622,15.622,216.45,287.0
2015,416033,2015-10-01,BAL,TOR,556.0,5,23,8,15,592869,571800,3,19.173,19.173,15.784,15.784,440.9789999999999,556.0
2015,416032,2015-10-01,PHI,NYM,229.0,3,11,11,0,595191,543219,0,15.187,15.187,17.88,17.88,167.057,229.0
2015,416031,2015-10-01,CLE,MIN,288.0,3,17,17,0,545333,608648,0,15.082,15.082,16.016,16.016,256.394,288.0
2015,416030,2015-10-01,SD,MIL,302.0,3,12,6,6,453178,543380,0,16.421,16.421,19.376,19.376,197.052,302.0
2015,416029,2015-10-01,TB,MIA,181.0,3,10,10,0,543606,605228,1,15.787,15.787,13.916,13.916,157.87,181.0
2015,416028,2015-10-01,SF,LAD,298.0,3,12,7,5,218596,474463,0,16.351,16.351,12.96,12.96,196.212,298.0
2015,416027,2015-10-01,CWS,KC,623.0,6,23,2,21,433579,450665,0,14.311,14.311,15.249,15.249,329.153,623.0
2015,416026,2015-10-01,AZ,COL,775.0,6,25,7,18,571578,571735,2,13.881,13.881,16.018,16.018,347.025,775.0
2015,416025,2015-10-01,CIN,CHC,225.0,3,14,14,0,543424,434628,0,14.569,14.569,15.373,15.373,203.966,225.0
2015,416024,2015-10-01,NYY,BOS,566.0,4,22,16,6,282332,448179,0,17.718,17.718,12.518,12.518,389.796,566.0
2015,416023,2015-10-01,TEX,LAA,359.0,3,16,16,0,502706,571760,0,15.59,15.59,13.639,13.639,249.44,359.0
2015,416022,2015-09-30,ATL,WSH,316.0,4,13,4,9,554234,519455,1,15.933,15.933,14.163,14.163,207.129,316.0
2015,416021,2015-09-30,BAL,TOR,337.0,3,12,12,0,456068,573186,0,17.052,17.052,13.875,13.875,204.624,337.0
2015,416020,2015-09-30,PIT,STL,574.0,6,17,8,9,450203,544928,0,14.074,14.074,13.702,13.702,239.25799999999998,574.0
2015,416019,2015-09-30,LAA,OAK,248.0,3,11,9,2,572070,217096,0,16.365,16.365,17.144,17.144,180.015,248.0
2015,416018,2015-09-30,PHI,NYM,1668.0,8,49,21,28,594742,548337,0,15.549,15.549,17.686,17.686,761.901,1668.0
2015,416017,2015-09-30,CLE,MIN,483.0,4,18,18,0,471911,502043,0,14.667,14.667,16.202,16.202,264.006,483.0
2015,416016,2015-09-30,SD,MIL,884.0,4,21,9,12,488768,605200,0,14.65,14.65,14.617,14.617,307.65,884.0
2015,416015,2015-09-30,TB,MIA,352.0,4,17,11,6,592767,543054,0,14.719,14.719,16.757,16.757,250.22299999999998,352.0
2015,416014,2015-09-30,SF,LAD,392.0,3,18,13,5,502190,502211,2,13.446,13.446,15.173,15.173,242.02800000000002,392.0
2015,416013,2015-09-30,CWS,KC,193.0,3,9,9,0,500779,450172,0,15.639,15.639,18.151,18.151,140.751,193.0
2015,416012,2015-09-30,SEA,HOU,252.0,3,12,12,0,543964,431148,0,,,14.88,14.88,,252.0
2015,416011,2015-09-30,TEX,DET,604.0,6,22,15,7,451596,571510,2,16.116,16.116,13.137,13.137,354.552,604.0
2015,416010,2015-09-30,AZ,COL,356.0,4,16,13,3,502624,518452,0,12.958,12.958,14.321,14.321,207.328,356.0
2015,416009,2015-09-30,CIN,CHC,209.0,3,12,12,0,543101,452657,1,13.52,13.52,15.949,15.949,162.24,209.0
2015,416008,2015-09-30,NYY,BOS,1027.0,7,36,22,14,547888,489119,0,17.55,17.55,11.261,11.261,631.8000000000001,1027.0
2015,416006,2015-09-30,BAL,TOR,182.0,3,9,9,0,592332,285079,0,15.849,15.849,13.136,13.136,142.641,182.0
2015,416005,2015-09-30,PIT,STL,226.0,3,12,12,0,543037,608379,0,14.302,14.302,13.14,13.14,171.624,226.0
2015,416002,2015-09-30,CLE,MIN,271.0,3,12,12,0,594736,460059,0,17.035,17.035,17.372,17.372,204.42000000000002,271.0
2015,416007,2015-09-29,ATL,WSH,763.0,5,24,3,21,605538,543699,0,15.637,15.637,14.588,14.588,375.288,763.0
2015,416004,2015-09-29,LAA,OAK,250.0,4,12,9,3,607374,605135,2,16.186,16.186,17.011,17.011,194.232,250.0
2015,416003,2015-09-29,PHI,NYM,310.0,4,13,5,8,571527,112526,3,14.448,14.448,15.383,15.383,187.824,310.0
2015,416001,2015-09-29,SD,MIL,721.0,7,22,2,20,475115,605347,0,15.015,15.015,15.572,15.572,330.33000000000004,721.0
2015,416000,2015-09-29,TB,MIA,465.0,5,18,5,13,519043,543045,0,15.183,15.183,12.779,12.779,273.294,465.0
2015,415999,2015-09-29,SF,LAD,736.0,6,26,4,22,518516,477132,0,17.184,17.184,13.302,13.302,446.784,736.0
2015,415998,2015-09-29,CWS,KC,494.0,4,19,11,8,502188,456501,0,17.317,17.317,14.279,14.279,329.023,494.0
2015,415997,2015-09-29,SEA,HOU,609.0,5,23,4,19,573064,571666,2,14.038,14.038,17.084,17.084,322.87399999999997,609.0
2015,415996,2015-09-29,TEX,DET,311.0,5,14,13,1,430935,596057,5,15.814,15.814,14.047,14.047,221.396,311.0
2015,415995,2015-09-29,AZ,COL,621.0,6,20,5,15,592662,548357,1,15.621,15.621,14.424,14.424,312.42,621.0
2015,415994,2015-09-29,CIN,CHC,990.0,8,27,5,22,595001,429717,0,17.667,17.667,14.179,14.179,477.009,990.0
2015,415993,2015-09-29,NYY,BOS,1304.0,9,32,13,19,501381,519144,4,16.231,16.231,15.616,15.616,519.392,1304.0
2015,415992,2015-09-28,BAL,TOR,212.0,3,12,12,0,501957,462136,0,15.296,15.296,15.354,15.354,183.552,212.0
2015,415991,2015-09-28,PIT,STL,216.0,3,11,11,0,457918,458681,0,15.915,15.915,15.326,15.326,175.065,216.0
2015,415990,2015-09-28,LAA,OAK,857.0,7,24,1,23,502327,467094,0,14.142,14.142,16.228,16.228,339.40799999999996,857.0
2015,415989,2015-09-28,CLE,MIN,575.0,6,19,12,7,446372,543548,1,15.012,15.012,14.815,14.815,285.228,575.0
2015,415988,2015-09-28,SF,LAD,290.0,3,12,12,0,408241,425844,0,15.935,15.935,17.064,17.064,191.22,290.0
2015,415987,2015-09-28,SEA,HOU,612.0,5,26,26,0,606273,621121,1,15.916,15.916,16.025,16.025,413.81600000000003,612.0
2015,415986,2015-09-28,TEX,DET,183.0,3,9,9,0,407890,434378,0,15.1,15.1,16.978,16.978,135.9,183.0
2015,415985,2015-09-28,NYY,BOS,324.0,4,11,3,8,467100,593958,1,15.149,15.149,13.245,13.245,166.63899999999998,324.0
2015,414922,2015-09-28,WSH,CIN,521.0,4,23,20,3,453286,605232,0,15.792,15.792,17.283,17.283,363.21599999999995,521.0
2015,414387,2015-09-28,CHC,KC,457.0,5,22,9,13,543294,570649,0,14.097,14.097,14.633,14.633,310.134,457.0
2015,415984,2015-09-27,HOU,TEX,694.0,5,27,12,15,572971,527048,0,15.141,15.141,13.752,13.752,408.807,694.0
2015,415983,2015-09-27,TOR,TB,338.0,5,15,1,14,279824,542882,1,12.324,12.324,17.382,17.382,184.86,338.0
2015,415982,2015-09-27,OAK,SF,314.0,5,13,7,6,543594,518790,0,,,15.373,15.373,,314.0
2015,415981,2015-09-27,LAA,SEA,213.0,3,12,12,0,450308,547874,0,15.715,15.715,18.359,18.359,188.57999999999998,213.0
2015,415980,2015-09-27,CHC,PIT,295.0,3,14,14,0,453562,150359,1,16.517,16.517,18.82,18.82,231.238,295.0
2015,415979,2015-09-27,WSH,PHI,239.0,3,12,12,0,461829,421685,0,14.547,14.547,14.682,14.682,174.56400000000002,239.0
2015,415978,2015-09-27,CIN,NYM,492.0,5,22,9,13,572102,594798,0,15.761,15.761,15.249,15.249,346.74199999999996,492.0
2015,415977,2015-09-27,DET,MIN,694.0,5,24,7,17,150116,429722,0,,,15.147,15.147,,694.0
2015,415976,2015-09-27,STL,MIL,206.0,3,10,10,0,407793,572788,0,15.958,15.958,16.759,16.759,159.58,206.0
2015,415975,2015-09-27,COL,LAD,262.0,4,10,3,7,543734,622072,0,14.658,14.658,13.04,13.04,146.57999999999998,262.0
2015,415974,2015-09-27,KC,CLE,222.0,3,12,12,0,432934,517593,0,14.101,14.101,15.382,15.382,169.21200000000002,222.0
2015,415973,2015-09-27,NYY,CWS,341.0,3,15,12,3,622663,605304,1,13.421,13.421,,,201.315,341.0
2015,415972,2015-09-27,BOS,BAL,337.0,4,17,14,3,596064,434622,1,15.114,15.114,14.97,14.97,256.938,337.0
2015,415971,2015-09-27,MIA,ATL,195.0,3,10,6,4,543408,571946,2,15.163,15.163,15.181,15.181,151.63,195.0
2015,415970,2015-09-27,SD,AZ,706.0,5,17,1,16,448306,643327,0,16.166,16.166,15.983,15.983,274.822,706.0
2015,415969,2015-09-26,HOU,TEX,717.0,7,25,9,16,543521,502706,1,13.493,13.493,15.59,15.59,337.325,717.0
2015,415968,2015-09-26,TOR,TB,240.0,3,11,11,0,456034,502042,5,18.924,18.924,16.632,16.632,208.164,240.0
2015,415967,2015-09-26,OAK,SF,556.0,6,21,6,15,217096,218596,0,17.144,17.144,16.351,16.351,360.02399999999994,556.0
2015,415966,2015-09-26,LAA,SEA,361.0,4,17,13,4,571760,433587,1,13.639,13.639,16.517,16.517,231.863,361.0
2015,415965,2015-09-26,CHC,PIT,241.0,4,9,4,5,434628,434538,0,15.373,15.373,15.282,15.282,138.357,241.0
2015,415964,2015-09-26,WSH,PHI,207.0,3,13,13,0,544931,605400,0,15.622,15.622,16.377,16.377,203.086,207.0
2015,415963,2015-09-26,CIN,NYM,946.0,7,37,15,22,543424,518774,0,14.569,14.569,14.928,14.928,539.0530000000001,946.0
2015,415962,2015-09-26,DET,MIN,477.0,5,18,5,13,430580,608648,0,16.929,16.929,16.016,16.016,304.722,477.0
2015,415961,2015-09-26,STL,MIL,430.0,4,15,7,8,448802,621281,4,15.728,15.728,,,235.92000000000002,430.0
2015,415960,2015-09-26,COL,LAD,456.0,3,15,8,7,452718,474463,4,18.282,18.282,12.96,12.96,274.23,456.0
2015,415959,2015-09-26,KC,CLE,470.0,6,16,6,10,450665,458708,1,15.249,15.249,14.348,14.348,243.984,470.0
2015,415958,2015-09-26,NYY,CWS,577.0,5,19,3,16,476589,433579,0,14.712,14.712,14.311,14.311,279.528,577.0
2015,415957,2015-09-26,BOS,BAL,314.0,4,14,9,5,444520,612672,0,18.353,18.353,15.349,15.349,256.942,314.0
2015,415956,2015-09-26,MIA,ATL,186.0,3,10,10,0,592593,527054,2,16.355,16.355,16.576,16.576,163.55,186.0
2015,415955,2015-09-26,SD,AZ,247.0,4,10,4,6,572362,476451,0,13.807,13.807,18.251,18.251,138.07,247.0
2015,415954,2015-09-25,HOU,TEX,473.0,5,18,12,6,431148,451596,0,14.88,14.88,16.116,16.116,267.84000000000003,473.0
2015,415953,2015-09-25,TOR,TB,396.0,6,17,6,11,285079,543606,0,13.136,13.136,15.787,15.787,223.31199999999998,396.0
2015,415952,2015-09-25,OAK,SF,404.0,5,13,9,4,543243,502190,0,16.308,16.308,13.446,13.446,212.004,404.0
2015,415951,2015-09-25,LAA,SEA,247.0,4,11,11,0,572070,573064,4,16.365,16.365,14.038,14.038,180.015,247.0
2015,415950,2015-09-25,CHC,PIT,355.0,3,15,15,0,452657,543037,0,15.949,15.949,14.302,14.302,239.23499999999999,355.0
2015,415949,2015-09-25,WSH,PHI,185.0,3,10,10,0,519455,595191,1,14.163,14.163,15.187,15.187,141.63,185.0
2015,415948,2015-09-25,CIN,NYM,422.0,5,17,8,9,543101,592789,0,13.52,13.52,15.287,15.287,229.83999999999997,422.0
2015,415947,2015-09-25,DET,MIN,263.0,3,11,7,4,571510,460059,0,13.137,13.137,17.372,17.372,144.507,263.0
2015,415946,2015-09-25,STL,MIL,699.0,4,12,2,10,593372,516414,0,12.913,12.913,,,154.956,699.0
2015,415945,2015-09-25,COL,LAD,373.0,5,15,7,8,571735,502211,1,16.018,16.018,15.173,15.173,240.27,373.0
2015,415944,2015-09-25,KC,CLE,442.0,4,21,21,0,450172,471911,0,18.151,18.151,14.667,14.667,381.171,442.0
2015,415943,2015-09-25,NYY,CWS,210.0,3,8,8,0,282332,607074,0,17.718,17.718,14.945,14.945,141.744,210.0
2015,415942,2015-09-25,BOS,BAL,337.0,3,11,4,7,448179,592332,0,12.518,12.518,15.849,15.849,137.698,337.0
2015,415941,2015-09-25,MIA,ATL,1041.0,8,35,5,30,605228,543901,4,13.916,13.916,16.65,16.65,487.06,1041.0
2015,415940,2015-09-25,SD,AZ,626.0,7,23,6,17,543391,523989,0,,,16.442,16.442,,626.0
2015,415939,2015-09-24,OAK,TEX,709.0,6,21,3,18,605135,430935,0,17.011,17.011,15.814,15.814,357.231,709.0
2015,415938,2015-09-24,BOS,TB,270.0,3,16,16,0,489119,541640,2,11.261,11.261,15.128,15.128,180.176,270.0
2015,415937,2015-09-24,SD,SF,390.0,4,12,4,8,453178,518516,0,16.421,16.421,17.184,17.184,197.052,390.0
2015,415936,2015-09-24,KC,SEA,492.0,4,14,2,12,456501,572020,1,14.279,14.279,13.889,13.889,199.906,492.0
2015,415935,2015-09-24,COL,PIT,584.0,6,24,10,14,518452,502046,0,14.321,14.321,15.15,15.15,343.704,584.0
2015,415934,2015-09-24,MIA,PHI,265.0,4,10,1,9,543054,594742,0,16.757,16.757,15.549,15.549,167.57000000000002,265.0
2015,415933,2015-09-24,CIN,NYM,298.0,3,15,15,0,595001,571927,1,17.667,17.667,12.195,12.195,265.005,298.0
2015,415932,2015-09-24,STL,MIL,795.0,7,28,3,25,608379,543380,0,13.14,13.14,19.376,19.376,367.92,795.0
2015,415931,2015-09-24,MIN,CLE,923.0,7,30,8,22,502043,594736,0,16.202,16.202,17.035,17.035,486.06000000000006,923.0
2015,415930,2015-09-24,NYY,CWS,201.0,3,10,10,0,501381,519242,0,16.231,16.231,14.014,14.014,162.31,201.0
2015,415929,2015-09-24,LAD,AZ,169.0,3,8,8,0,477132,571578,0,13.302,13.302,13.881,13.881,106.416,169.0
2015,415892,2015-09-24,WSH,BAL,662.0,5,24,3,21,543699,592869,0,14.588,14.588,19.173,19.173,350.11199999999997,662.0
2015,415928,2015-09-23,OAK,TEX,220.0,3,10,10,0,467094,407890,0,16.228,16.228,15.1,15.1,162.28000000000003,220.0
2015,415927,2015-09-23,BOS,TB,264.0,4,13,10,3,519144,592767,0,15.616,15.616,14.719,14.719,203.00799999999998,264.0
2015,415926,2015-09-23,SD,SF,1008.0,6,33,6,27,488768,408241,0,14.65,14.65,15.935,15.935,483.45000000000005,1008.0
2015,415925,2015-09-23,KC,SEA,479.0,4,19,4,15,570649,606273,0,14.633,14.633,15.916,15.916,278.027,479.0
2015,415924,2015-09-23,COL,PIT,592.0,6,21,9,12,548357,450203,0,14.424,14.424,14.074,14.074,302.904,592.0
2015,415923,2015-09-23,MIA,PHI,267.0,3,14,14,0,543045,571527,0,12.779,12.779,14.448,14.448,178.906,267.0
2015,415922,2015-09-23,TOR,NYY,273.0,3,14,14,0,573186,467100,0,13.875,13.875,15.149,15.149,194.25,273.0
2015,415921,2015-09-23,CHC,MIL,208.0,3,10,10,0,543294,605200,0,14.097,14.097,14.617,14.617,140.97,208.0
2015,415920,2015-09-23,MIN,CLE,346.0,4,14,5,9,461833,446372,0,14.879,14.879,15.012,15.012,208.30599999999998,346.0
2015,415919,2015-09-23,STL,CIN,258.0,3,12,12,0,458681,605232,0,15.326,15.326,17.283,17.283,183.912,258.0
2015,415918,2015-09-23,DET,CWS,494.0,3,18,16,2,434378,593423,2,16.978,16.978,15.315,15.315,305.60400000000004,494.0
2015,415917,2015-09-23,WSH,BAL,445.0,5,17,14,3,453286,501957,1,15.792,15.792,15.296,15.296,268.464,445.0
2015,415916,2015-09-23,NYM,ATL,172.0,3,9,9,0,112526,554234,1,15.383,15.383,15.933,15.933,138.447,172.0
2015,415915,2015-09-23,LAD,AZ,195.0,3,9,9,0,516910,502624,1,17.946,17.946,12.958,12.958,161.514,195.0
2015,415914,2015-09-23,HOU,LAA,1022.0,7,31,6,25,571666,607374,0,17.084,17.084,16.186,16.186,529.6039999999999,1022.0
2015,415913,2015-09-22,OAK,TEX,571.0,5,20,5,15,543594,527048,0,,,13.752,13.752,,571.0
2015,415912,2015-09-22,BOS,TB,155.0,3,7,7,0,596064,519043,2,15.114,15.114,15.183,15.183,105.798,155.0
2015,415911,2015-09-22,SD,SF,307.0,3,16,16,0,475115,518790,0,15.015,15.015,15.373,15.373,240.24,307.0
2015,415910,2015-09-22,KC,SEA,512.0,5,25,25,0,425386,547874,0,15.051,15.051,18.359,18.359,376.275,512.0
2015,415909,2015-09-22,COL,PIT,848.0,6,23,1,22,543734,457918,0,14.658,14.658,15.915,15.915,337.134,848.0
