game_id,inning,batting_home,batter_id,count_raw,balls,strikes,pitches,event_raw,player_name,bats,throws
DET193104230,1.0,0.0,levej101,??,,,,W,Jim Levey,B,R
DET193104230,1.0,0.0,levej101,??,,,,W,Jim Levey,B,R
DET193104230,1.0,0.0,burnj105,??,,,,9/F,Jack Burns,L,L
DET193104230,1.0,0.0,burnj105,??,,,,9/F,Jack Burns,L,L
DET193104230,1.0,0.0,goslg101,??,,,,16(1)/FO,Goose Goslin,L,R
DET193104230,1.0,0.0,goslg101,??,,,,16(1)/FO,Goose Goslin,L,R
DET193104230,1.0,0.0,kresr101,??,,,,S8.1-2,Red Kress,R,R
DET193104230,1.0,0.0,kresr101,??,,,,S8.1-2,Red Kress,R,R
DET193104230,1.0,0.0,schuf101,??,,,,9/F,Fred Schulte,R,R
DET193104230,1.0,0.0,schuf101,??,,,,9/F,Fred Schulte,R,R
DET193104230,1.0,1.0,walkh101,??,,,,53,Hub Walker,L,R
DET193104230,1.0,1.0,walkh101,??,,,,53,Hub Walker,L,R
DET193104230,1.0,1.0,walkg101,??,,,,6/P,Gee Walker,R,R
DET193104230,1.0,1.0,walkg101,??,,,,6/P,Gee Walker,R,R
DET193104230,1.0,1.0,gehrc101,??,,,,7/F,Charlie Gehringer,L,R
DET193104230,1.0,1.0,gehrc101,??,,,,7/F,Charlie Gehringer,L,R
DET193104230,2.0,0.0,jenkt101,??,,,,K/C,Tom Jenkins,L,R
DET193104230,2.0,0.0,jenkt101,??,,,,K/C,Tom Jenkins,L,R
DET193104230,2.0,0.0,melis101,??,,,,W,Ski Melillo,R,R
DET193104230,2.0,0.0,melis101,??,,,,W,Ski Melillo,R,R
DET193104230,2.0,0.0,ferrr101,??,,,,9/F,Rick Ferrell,R,R
DET193104230,2.0,0.0,ferrr101,??,,,,9/F,Rick Ferrell,R,R
DET193104230,2.0,0.0,stewl101,??,,,,K/C,Lefty Stewart,R,L
DET193104230,2.0,0.0,stewl101,??,,,,K/C,Lefty Stewart,R,L
DET193104230,2.0,1.0,alexd101,??,,,,9/F,Dale Alexander,R,R
DET193104230,2.0,1.0,alexd101,??,,,,9/F,Dale Alexander,R,R
DET193104230,2.0,1.0,mcmam101,??,,,,9/F,Marty McManus,R,R
DET193104230,2.0,1.0,mcmam101,??,,,,9/F,Marty McManus,R,R
DET193104230,2.0,1.0,mcmam101,??,,,,9/F,Marty McManus,R,R
DET193104230,2.0,1.0,mcmam101,??,,,,9/F,Marty McManus,R,R
DET193104230,2.0,1.0,doljf101,??,,,,S6,Frank Doljack,R,R
DET193104230,2.0,1.0,doljf101,??,,,,S6,Frank Doljack,R,R
DET193104230,2.0,1.0,owenm102,??,,,,SB2,Marv Owen,R,R
DET193104230,2.0,1.0,owenm102,??,,,,SB2,Marv Owen,R,R
DET193104230,2.0,1.0,owenm102,??,,,,7/F,Marv Owen,R,R
DET193104230,2.0,1.0,owenm102,??,,,,7/F,Marv Owen,R,R
DET193104230,3.0,0.0,levej101,??,,,,W,Jim Levey,B,R
DET193104230,3.0,0.0,levej101,??,,,,W,Jim Levey,B,R
DET193104230,3.0,0.0,burnj105,??,,,,1/P,Jack Burns,L,L
DET193104230,3.0,0.0,burnj105,??,,,,1/P,Jack Burns,L,L
DET193104230,3.0,0.0,goslg101,??,,,,6/P,Goose Goslin,L,R
DET193104230,3.0,0.0,goslg101,??,,,,6/P,Goose Goslin,L,R
DET193104230,3.0,0.0,kresr101,??,,,,9/F,Red Kress,R,R
DET193104230,3.0,0.0,kresr101,??,,,,9/F,Red Kress,R,R
DET193104230,3.0,1.0,schaw101,??,,,,63,Wally Schang,B,R
DET193104230,3.0,1.0,schaw101,??,,,,63,Wally Schang,B,R
DET193104230,3.0,1.0,bridt101,??,,,,K,Tommy Bridges,R,R
DET193104230,3.0,1.0,bridt101,??,,,,K,Tommy Bridges,R,R
DET193104230,3.0,1.0,walkh101,??,,,,2/FL,Hub Walker,L,R
DET193104230,3.0,1.0,walkh101,??,,,,2/FL,Hub Walker,L,R
DET193104230,4.0,0.0,schuf101,??,,,,K,Fred Schulte,R,R
DET193104230,4.0,0.0,schuf101,??,,,,K,Fred Schulte,R,R
DET193104230,4.0,0.0,jenkt101,??,,,,13,Tom Jenkins,L,R
DET193104230,4.0,0.0,jenkt101,??,,,,13,Tom Jenkins,L,R
DET193104230,4.0,0.0,melis101,??,,,,9/F,Ski Melillo,R,R
DET193104230,4.0,0.0,melis101,??,,,,9/F,Ski Melillo,R,R
DET193104230,4.0,1.0,walkg101,??,,,,9/F,Gee Walker,R,R
DET193104230,4.0,1.0,walkg101,??,,,,9/F,Gee Walker,R,R
DET193104230,4.0,1.0,gehrc101,??,,,,D7,Charlie Gehringer,L,R
DET193104230,4.0,1.0,gehrc101,??,,,,D7,Charlie Gehringer,L,R
DET193104230,4.0,1.0,alexd101,??,,,,S/78.2-H,Dale Alexander,R,R
DET193104230,4.0,1.0,alexd101,??,,,,S/78.2-H,Dale Alexander,R,R
DET193104230,4.0,1.0,mcmam101,??,,,,9/F,Marty McManus,R,R
DET193104230,4.0,1.0,mcmam101,??,,,,9/F,Marty McManus,R,R
DET193104230,4.0,1.0,mcmam101,??,,,,9/F,Marty McManus,R,R
DET193104230,4.0,1.0,mcmam101,??,,,,9/F,Marty McManus,R,R
DET193104230,4.0,1.0,doljf101,??,,,,CS2(24)#,Frank Doljack,R,R
DET193104230,4.0,1.0,doljf101,??,,,,CS2(24)#,Frank Doljack,R,R
DET193104230,5.0,0.0,ferrr101,??,,,,9/F,Rick Ferrell,R,R
DET193104230,5.0,0.0,ferrr101,??,,,,9/F,Rick Ferrell,R,R
DET193104230,5.0,0.0,stewl101,??,,,,8/F,Lefty Stewart,R,L
DET193104230,5.0,0.0,stewl101,??,,,,8/F,Lefty Stewart,R,L
DET193104230,5.0,0.0,levej101,??,,,,63,Jim Levey,B,R
DET193104230,5.0,0.0,levej101,??,,,,63,Jim Levey,B,R
DET193104230,5.0,1.0,doljf101,??,,,,7/F,Frank Doljack,R,R
DET193104230,5.0,1.0,doljf101,??,,,,7/F,Frank Doljack,R,R
DET193104230,5.0,1.0,owenm102,??,,,,13,Marv Owen,R,R
DET193104230,5.0,1.0,owenm102,??,,,,13,Marv Owen,R,R
DET193104230,5.0,1.0,schaw101,??,,,,13,Wally Schang,B,R
DET193104230,5.0,1.0,schaw101,??,,,,13,Wally Schang,B,R
DET193104230,6.0,0.0,burnj105,??,,,,K/C,Jack Burns,L,L
DET193104230,6.0,0.0,burnj105,??,,,,K/C,Jack Burns,L,L
DET193104230,6.0,0.0,goslg101,??,,,,S8,Goose Goslin,L,R
DET193104230,6.0,0.0,goslg101,??,,,,S8,Goose Goslin,L,R
DET193104230,6.0,0.0,kresr101,??,,,,S9.1-3,Red Kress,R,R
DET193104230,6.0,0.0,kresr101,??,,,,S9.1-3,Red Kress,R,R
DET193104230,6.0,0.0,schuf101,??,,,,5(B)3(1)/LDP,Fred Schulte,R,R
DET193104230,6.0,0.0,schuf101,??,,,,5(B)3(1)/LDP,Fred Schulte,R,R
DET193104230,6.0,1.0,bridt101,??,,,,S9,Tommy Bridges,R,R
DET193104230,6.0,1.0,bridt101,??,,,,S9,Tommy Bridges,R,R
DET193104230,6.0,1.0,walkh101,??,,,,3/FL,Hub Walker,L,R
DET193104230,6.0,1.0,walkh101,??,,,,3/FL,Hub Walker,L,R
DET193104230,6.0,1.0,walkg101,??,,,,S8.1-2,Gee Walker,R,R
DET193104230,6.0,1.0,walkg101,??,,,,S8.1-2,Gee Walker,R,R
DET193104230,6.0,1.0,gehrc101,??,,,,46(1)/FO.2-3,Charlie Gehringer,L,R
DET193104230,6.0,1.0,gehrc101,??,,,,46(1)/FO.2-3,Charlie Gehringer,L,R
DET193104230,6.0,1.0,alexd101,??,,,,3/FL,Dale Alexander,R,R
DET193104230,6.0,1.0,alexd101,??,,,,3/FL,Dale Alexander,R,R
DET193104230,7.0,0.0,jenkt101,??,,,,31,Tom Jenkins,L,R
DET193104230,7.0,0.0,jenkt101,??,,,,31,Tom Jenkins,L,R
DET193104230,7.0,0.0,melis101,??,,,,3/G,Ski Melillo,R,R
DET193104230,7.0,0.0,melis101,??,,,,3/G,Ski Melillo,R,R
DET193104230,7.0,0.0,ferrr101,??,,,,9/F,Rick Ferrell,R,R
DET193104230,7.0,0.0,ferrr101,??,,,,9/F,Rick Ferrell,R,R
DET193104230,7.0,1.0,mcmam101,??,,,,13,Marty McManus,R,R
DET193104230,7.0,1.0,mcmam101,??,,,,13,Marty McManus,R,R
DET193104230,7.0,1.0,mcmam101,??,,,,13,Marty McManus,R,R
DET193104230,7.0,1.0,mcmam101,??,,,,13,Marty McManus,R,R
DET193104230,7.0,1.0,doljf101,??,,,,63,Frank Doljack,R,R
DET193104230,7.0,1.0,doljf101,??,,,,63,Frank Doljack,R,R
DET193104230,7.0,1.0,owenm102,??,,,,43,Marv Owen,R,R
DET193104230,7.0,1.0,owenm102,??,,,,43,Marv Owen,R,R
DET193104230,8.0,0.0,stewl101,??,,,,9/F,Lefty Stewart,R,L
DET193104230,8.0,0.0,stewl101,??,,,,9/F,Lefty Stewart,R,L
DET193104230,8.0,0.0,levej101,??,,,,4/P,Jim Levey,B,R
DET193104230,8.0,0.0,levej101,??,,,,4/P,Jim Levey,B,R
DET193104230,8.0,0.0,burnj105,??,,,,6/P,Jack Burns,L,L
DET193104230,8.0,0.0,burnj105,??,,,,6/P,Jack Burns,L,L
DET193104230,8.0,1.0,schaw101,??,,,,13,Wally Schang,B,R
DET193104230,8.0,1.0,schaw101,??,,,,13,Wally Schang,B,R
DET193104230,8.0,1.0,bridt101,??,,,,53,Tommy Bridges,R,R
DET193104230,8.0,1.0,bridt101,??,,,,53,Tommy Bridges,R,R
DET193104230,8.0,1.0,walkh101,??,,,,K,Hub Walker,L,R
DET193104230,8.0,1.0,walkh101,??,,,,K,Hub Walker,L,R
DET193104230,9.0,0.0,goslg101,??,,,,4/P,Goose Goslin,L,R
DET193104230,9.0,0.0,goslg101,??,,,,4/P,Goose Goslin,L,R
DET193104230,9.0,0.0,kresr101,??,,,,D8,Red Kress,R,R
DET193104230,9.0,0.0,kresr101,??,,,,D8,Red Kress,R,R
DET193104230,9.0,0.0,schuf101,??,,,,3/FL,Fred Schulte,R,R
DET193104230,9.0,0.0,schuf101,??,,,,3/FL,Fred Schulte,R,R
DET193104230,9.0,0.0,jenkt101,??,,,,8/F,Tom Jenkins,L,R
DET193104230,9.0,0.0,jenkt101,??,,,,8/F,Tom Jenkins,L,R
DET193104230,,,,,,,,"DATA:er:stewl101,1",,,
DET193104230,,,,,,,,"DATA:er:bridt101,0",,,
DET193104240,1.0,0.0,levej101,??,,,,S8/8S,Jim Levey,B,R
DET193104240,1.0,0.0,levej101,??,,,,S8/8S,Jim Levey,B,R
DET193104240,1.0,0.0,orouf101,??,,,,13/SH.1-2,Frank O'Rourke,R,R
DET193104240,1.0,0.0,orouf101,??,,,,13/SH.1-2,Frank O'Rourke,R,R
DET193104240,1.0,0.0,schuf101,??,,,,SB3,Fred Schulte,R,R
DET193104240,1.0,0.0,schuf101,??,,,,SB3,Fred Schulte,R,R
DET193104240,1.0,0.0,schuf101,??,,,,W,Fred Schulte,R,R
DET193104240,1.0,0.0,schuf101,??,,,,W,Fred Schulte,R,R
DET193104240,1.0,0.0,kresr101,??,,,,64(1)3/GDP,Red Kress,R,R
DET193104240,1.0,0.0,kresr101,??,,,,64(1)3/GDP,Red Kress,R,R
DET193104240,1.0,1.0,walkh101,??,,,,E7/F.B-2,Hub Walker,L,R
DET193104240,1.0,1.0,walkh101,??,,,,E7/F.B-2,Hub Walker,L,R
DET193104240,1.0,1.0,johnr102,??,,,,WP.2-3,Roy Johnson,L,R
DET193104240,1.0,1.0,johnr102,??,,,,WP.2-3,Roy Johnson,L,R
DET193104240,1.0,1.0,johnr102,??,,,,W,Roy Johnson,L,R
DET193104240,1.0,1.0,johnr102,??,,,,W,Roy Johnson,L,R
DET193104240,1.0,1.0,gehrc101,??,,,,WP.1-2,Charlie Gehringer,L,R
DET193104240,1.0,1.0,gehrc101,??,,,,WP.1-2,Charlie Gehringer,L,R
DET193104240,1.0,1.0,gehrc101,??,,,,FC6.2X3(65);3-H(UR),Charlie Gehringer,L,R
