game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,away_pitcher,wp,lp,winner
ANA199704020,ANA,BOS,1,0,,N,mahop001,perct001,BOS
ANA199704030,ANA,BOS,0,0,,N,dickj001,waket001,ANA
ANA199704040,ANA,CLE,2,0,,N,holtm001,shuep001,ANA
ANA199704050,ANA,CLE,2,0,,N,ogeac001,hases001,CLE
ANA199704060,ANA,CLE,4,0,,N,klins002,perct001,CLE
ANA199704070,ANA,NYA,0,1,,N,petta001,langm001,NYA
ANA199704080,ANA,NYA,0,1,,N,jamem001,nelsj001,ANA
ANA199704090,ANA,NYA,0,0,,N,welld001,watsa001,NYA
ANA199704210,ANA,TOR,0,0,,N,delur001,spolp001,ANA
ANA199704220,ANA,TOR,3,3,,N,quanp001,jamem001,TOR
ANA199704230,ANA,TOR,0,0,,N,delur001,spolp001,ANA
ANA199704250,ANA,DET,0,0,,N,dickj001,liraf001,ANA
ANA199704260,ANA,DET,0,0,,N,moehb001,finlc001,DET
ANA199704270,ANA,DET,0,0,,D,jamem001,myerm001,ANA
ANA199705120,ANA,CHA,2,5,,N,delur001,levia001,ANA
ANA199705130,ANA,CHA,0,3,,N,langm001,baldj002,ANA
ANA199705140,ANA,BAL,0,3,,N,sprid001,bosks001,ANA
ANA199705150,ANA,BAL,2,0,,N,dickj001,kamis001,ANA
ANA199705160,ANA,MIL,0,1,,N,finlc001,mcdob001,ANA
ANA199705170,ANA,MIL,0,1,,N,perct001,fettm001,ANA
ANA199705180,ANA,MIL,3,1,,D,sprid001,mercj001,ANA
ANA199705190,ANA,SEA,4,0,,N,moyej001,langm001,SEA
ANA199705200,ANA,SEA,0,3,,N,delur001,manzj001,ANA
ANA199705210,ANA,SEA,1,0,,N,finlc001,martd001,ANA
ANA199705300,ANA,MIN,0,1,,N,tewkb001,dickj001,MIN
ANA199705310,ANA,MIN,1,0,,N,finlc001,aldrs001,ANA
ANA199706010,ANA,MIN,0,0,,D,swing001,hases001,MIN
ANA199706030,ANA,KCA,0,0,,N,belct001,sprid001,KCA
ANA199706040,ANA,KCA,0,0,,N,watsa001,ruscg001,ANA
ANA199706120,ANA,SDN,0,0,,N,jamem001,murrh001,ANA
ANA199706130,ANA,SDN,3,1,,N,bochd001,hases001,SDN
ANA199706140,ANA,SFN,0,0,,N,roa-j001,watsa001,SFN
ANA199706150,ANA,SFN,0,0,,D,vanlb001,dickj001,SFN
ANA199706190,ANA,OAK,0,0,,N,jamem001,taylb001,ANA
ANA199706200,ANA,OAK,4,0,,N,grosk001,wengd001,ANA
ANA199706210,ANA,OAK,2,0,,N,delur001,priea001,ANA
ANA199706220,ANA,OAK,1,0,,D,harrp001,smala001,ANA
ANA199707020,ANA,LAN,1,0,,N,radis001,perct001,LAN
