game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,translator,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,inputtime,oscorer
DET199704070,MIN,DET,DET04,1997/04/07,0,1:07,day,true,denkd901,reedr901,tscht901,hicke901,"""""",pitches,36,torf,25,dry,none,cloudy,175,42749,thomj003,rodrf001,,,
DET199704090,MIN,DET,DET04,1997/04/09,0,1:05,day,true,reedr901,tscht901,hicke901,denkd901,"""""",pitches,30,ltor,7,dry,none,sunny,201,6477,cummj001,ritct001,,,
DET199704100,MIN,DET,DET04,1997/04/10,0,1:04,day,true,tscht901,hicke901,coope901,reedr901,"""""",pitches,39,torf,10,dry,none,sunny,191,6381,aldrs001,blaiw001,,,
DET199704110,CHA,DET,DET04,1997/04/11,0,1:05,day,true,garcr901,fordd901,reilm901,younl901,"""""",pitches,41,tolf,8,dry,none,cloudy,184,7598,olivo001,drabd001,jonet003,,
DET199704131,CHA,DET,DET04,1997/04/13,1,1:05,day,true,fordd901,reilm901,younl901,garcr901,"""""",pitches,37,fromlf,13,damp,snow,sunny,257,0,hernr001,liraf001,,,
DET199704132,CHA,DET,DET04,1997/04/13,2,5:56,night,true,reilm901,younl901,garcr901,fordd901,"""""",pitches,43,torf,13,damp,drizzle,night,169,10818,sagea001,hernr001,,,
DET199704160,SEA,DET,DET04,1997/04/16,0,7:04,night,true,scotd901,phild901,roe-r901,merrd901,"""""",pitches,56,fromlf,10,damp,drizzle,night,172,8090,johnr005,sagea001,,,
DET199704170,SEA,DET,DET04,1997/04/17,0,1:07,day,true,phild901,roe-r901,merrd901,scotd901,"""""",pitches,37,fromlf,13,wet,snow,cloudy,221,8973,fassj001,bautj001,charn001,,
DET199704180,OAK,DET,DET04,1997/04/18,0,1:05,day,true,meric901,evanj901,mccol901,craft901,"""""",pitches,44,fromlf,15,dry,none,sunny,229,7748,groob001,myerm001,,,
DET199704190,OAK,DET,DET04,1997/04/19,0,1:05,day,true,evanj901,mccol901,craft901,meric901,"""""",pitches,47,tolf,1,dry,none,sunny,171,10592,adamw001,thomj003,,,
DET199704200,OAK,DET,DET04,1997/04/20,0,1:05,day,true,mccol901,craft901,meric901,evanj901,"""""",pitches,49,fromrf,5,dry,none,cloudy,154,9281,moehb001,karss001,,,
DET199704290,MIL,DET,DET04,1997/04/29,0,7:05,night,true,barnl901,koscg901,clara901,morrd901,"""""",pitches,67,torf,12,dry,none,night,180,8195,eldrc001,olivo001,joned001,,
DET199704300,MIL,DET,DET04,1997/04/30,0,1:05,day,true,koscg901,clara901,morrd901,barnl901,"""""",pitches,66,torf,-1,dry,none,overcast,161,12888,thomj003,karls001,,,
DET199705070,KCA,DET,DET04,1997/05/07,0,7:07,night,true,brinj901,cousd901,welkt901,kaisk901,"""""",pitches,54,tolf,14,dry,none,night,185,7949,liraf001,pittj002,,,
DET199705080,KCA,DET,DET04,1997/05/08,0,2:54,day,true,cousd901,welkt901,kaisk901,brinj901,"""""",pitches,48,tocf,15,soaked,rain,overcast,169,16243,belct001,moehb001,,,
DET199705090,CLE,DET,DET04,1997/05/09,0,7:05,night,true,hendt901,hirsj901,onorb901,mckej901,"""""",pitches,48,fromlf,18,dry,none,night,169,20393,nagyc001,sagea001,,,
DET199705100,CLE,DET,DET04,1997/05/10,0,7:04,night,true,hirsj901,onorb901,mckej901,hendt901,"""""",pitches,50,ltor,16,dry,none,night,165,30578,olivo001,colob001,,,
DET199705110,CLE,DET,DET04,1997/05/11,0,1:04,day,true,onorb901,mckej901,hendt901,hirsj901,"""""",pitches,62,torf,18,dry,none,cloudy,162,19869,thomj003,herso001,,,
DET199705130,TOR,DET,DET04,1997/05/13,0,7:07,night,true,cousd901,welkt901,kaisk901,brinj901,"""""",pitches,58,fromlf,7,dry,none,night,151,9992,liraf001,guzmj003,,,
DET199705140,TOR,DET,DET04,1997/05/14,0,1:05,day,true,welkt901,kaisk901,brinj901,cousd901,"""""",pitches,52,torf,3,dry,none,cloudy,148,11788,hentp001,moehb001,,,
DET199705230,TEX,DET,DET04,1997/05/23,0,7:07,night,true,meric901,evanj901,mccol901,craft901,"""""",pitches,65,tolf,-1,dry,none,night,151,16017,moehb001,olivd001,,,
DET199705240,TEX,DET,DET04,1997/05/24,0,7:05,night,true,evanj901,mccol901,craft901,meric901,"""""",pitches,72,tolf,12,dry,none,night,178,10797,hillk001,pught001,,,
DET199705250,TEX,DET,DET04,1997/05/25,0,1:55,day,true,mccol901,craft901,meric901,evanj901,"""""",pitches,54,fromcf,10,soaked,showers,overcast,188,13451,liraf001,wittb001,sagea001,,
DET199705260,ANA,DET,DET04,1997/05/26,0,1:05,day,true,denkd901,shulj901,reedr901,tscht901,"""""",pitches,54,fromrf,14,dry,none,sunny,161,12562,olivo001,finlc001,,,
DET199705270,ANA,DET,DET04,1997/05/27,0,7:05,night,true,shulj901,reedr901,tscht901,denkd901,"""""",pitches,65,fromrf,16,dry,none,night,162,8042,thomj003,perim001,myerm001,,
DET199705280,BAL,DET,DET04,1997/05/28,0,7:36,night,true,roe-r901,merrd901,scotd901,phild901,"""""",pitches,67,fromrf,12,dry,none,night,176,10692,key-j001,moehb001,bosks001,,
DET199706050,SEA,DET,DET04,1997/06/05,0,7:06,night,true,shulj901,reedr901,culbf901,denkd901,"""""",pitches,74,rtol,13,dry,none,night,187,12572,fassj001,liraf001,,,
DET199706060,SEA,DET,DET04,1997/06/06,0,7:05,night,true,reedr901,culbf901,denkd901,shulj901,"""""",pitches,72,rtol,14,dry,none,night,149,25547,lowed001,olivo001,ayalb002,,
DET199706070,SEA,DET,DET04,1997/06/07,0,7:04,night,true,culbf901,denkd901,shulj901,reedr901,"""""",pitches,68,rtol,13,dry,none,night,154,18896,thomj003,wolcb001,jonet003,,
DET199706080,SEA,DET,DET04,1997/06/08,0,1:05,day,true,denkd901,shulj901,reedr901,culbf901,"""""",pitches,68,fromrf,15,dry,none,sunny,162,20287,johnr005,moehb001,ayalb002,,
DET199706100,OAK,DET,DET04,1997/06/10,0,7:06,night,true,joycj901,hicke901,mckej901,hendt901,"""""",pitches,81,tocf,8,dry,none,night,191,10019,blaiw001,priea001,jonet003,,
DET199706110,OAK,DET,DET04,1997/06/11,0,1:07,day,true,hicke901,mckej901,hendt901,joycj901,"""""",pitches,80,fromlf,10,dry,none,sunny,181,11534,brocd001,smala001,jonet003,,
DET199706160,FLO,DET,DET04,1997/06/16,0,7:05,night,true,welkt901,kaisk901,brinj901,cousd901,"""""",pitches,70,ltor,7,damp,none,night,191,23874,browk001,blaiw001,,,
DET199706170,FLO,DET,DET04,1997/06/17,0,7:07,night,true,kaisk901,brinj901,cousd901,welkt901,"""""",pitches,67,fromrf,5,dry,none,night,185,13351,alfoa001,jonet003,nen-r001,,
DET199706180,FLO,DET,DET04,1997/06/18,0,1:05,day,true,brinj901,cousd901,welkt901,kaisk901,"""""",pitches,64,ltor,5,dry,none,cloudy,135,14043,olivo001,leita001,,,
DET199706200,BOS,DET,DET04,1997/06/20,0,7:06,night,true,cobld901,cedeg901,mcclt901,johnm901,"""""",pitches,85,tolf,13,dry,none,night,193,20091,thomj003,waket001,sagea001,,
DET199706210,BOS,DET,DET04,1997/06/21,0,7:05,night,true,cedeg901,mcclt901,johnm901,cobld901,"""""",pitches,87,ltor,24,damp,rain,night,169,20599,bautj001,eshev001,,,
DET199706220,BOS,DET,DET04,1997/06/22,0,1:06,day,true,mcclt901,johnm901,cobld901,cedeg901,"""""",pitches,78,fromlf,5,dry,none,sunny,169,19477,gordt001,blaiw001,sloch001,,
DET199706230,NYA,DET,DET04,1997/06/23,0,7:06,night,true,joycj901,culbf901,hirsj901,mckej901,"""""",pitches,84,tolf,9,dry,none,night,177,14556,coned001,liraf001,rivem002,,
DET199706240,NYA,DET,DET04,1997/06/24,0,7:06,night,true,culbf901,hirsj901,mckej901,joycj901,"""""",pitches,90,tolf,17,dry,none,night,213,15872,lloyg001,myerm001,rivem002,,
DET199706250,NYA,DET,DET04,1997/06/25,0,1:04,day,true,hirsj901,mckej901,joycj901,culbf901,"""""",pitches,86,torf,15,dry,none,cloudy,152,15348,stanm003,thomj003,rivem002,,
DET199706300,NYN,DET,DET04,1997/06/30,0,7:06,night,true,mccol901,craft901,meric901,evanj901,"""""",pitches,77,tolf,10,dry,none,night,157,15009,thomj003,clarm002,,,
DET199707010,NYN,DET,DET04,1997/07/01,0,7:07,night,true,craft901,meric901,evanj901,mccol901,"""""",pitches,80,fromlf,9,wet,showers,night,151,14849,moehb001,joneb003,jonet003,,
DET199707020,NYN,DET,DET04,1997/07/02,0,1:07,day,true,meric901,evanj901,mccol901,craft901,"""""",pitches,81,tolf,14,dry,none,cloudy,226,16211,blaiw001,mlicd001,jonet003,,
DET199707030,BAL,DET,DET04,1997/07/03,0,7:05,night,true,brinj901,cousd901,welkt901,kaisk901,"""""",pitches,68,torf,14,dry,none,night,156,13209,key-j001,liraf001,,,
DET199707041,BAL,DET,DET04,1997/07/04,1,4:04,day,true,cousd901,welkt901,barrt901,brinj901,"""""",pitches,66,fromlf,10,dry,none,cloudy,215,0,rhoda001,keagg001,myerr001,,
DET199707042,BAL,DET,DET04,1997/07/04,2,8:04,night,true,welkt901,barrt901,brinj901,cousd901,"""""",pitches,68,fromlf,10,dry,none,night,198,30100,bautj001,milla001,jonet003,,
DET199707050,BAL,DET,DET04,1997/07/05,0,7:04,night,true,barrt901,brinj901,cousd901,welkt901,"""""",pitches,73,ltor,10,dry,none,night,180,37074,miced001,orosj001,jonet003,,
DET199707060,BAL,DET,DET04,1997/07/06,0,1:07,day,true,kaisk901,cousd901,welkt901,barrt901,"""""",pitches,73,torf,14,dry,none,cloudy,183,18197,blaiw001,erics001,,,
DET199707210,CHA,DET,DET04,1997/07/21,0,7:07,night,true,merrd901,scotd901,phild901,roe-r901,"""""",pitches,72,fromrf,6,wet,none,night,168,14260,alvaw001,thomj003,hernr001,,
DET199707220,CHA,DET,DET04,1997/07/22,0,7:07,night,true,scotd901,phild901,roe-r901,merrd901,"""""",pitches,75,fromrf,10,dry,none,night,188,16895,moehb001,darwd001,jonet003,,
DET199707230,CHA,DET,DET04,1997/07/23,0,1:05,day,true,phild901,roe-r901,merrd901,scotd901,"""""",pitches,75,fromrf,12,dry,none,overcast,154,18525,blaiw001,baldj002,jonet003,,
DET199707250,MIL,DET,DET04,1997/07/25,0,7:06,night,true,koscg901,clara901,morrd901,barnl901,"""""",pitches,81,tolf,5,dry,none,night,151,22532,karls001,sands002,,,
DET199707260,MIL,DET,DET04,1997/07/26,0,7:04,night,true,clara901,morrd901,barnl901,koscg901,"""""",pitches,91,tolf,13,dry,none,night,164,20057,florb001,thomj003,fettm001,,
DET199707270,MIL,DET,DET04,1997/07/27,0,1:05,day,true,morrd901,barnl901,koscg901,clara901,"""""",pitches,83,ltor,6,dry,none,sunny,212,20318,eldrc001,moehb001,reyea001,,
DET199707310,TOR,DET,DET04,1997/07/31,0,7:05,night,true,cobld901,mcclt901,cedeg901,johnm901,"""""",pitches,81,tolf,10,dry,none,night,129,16294,thomj003,persr001,jonet003,,
DET199708010,TOR,DET,DET04,1997/08/01,0,7:08,night,true,mcclt901,cedeg901,johnm901,cobld901,"""""",pitches,76,tolf,5,dry,none,night,168,23682,hentp001,miced001,escok001,,
DET199708020,TOR,DET,DET04,1997/08/02,0,7:06,night,true,cedeg901,johnm901,cobld901,mcclt901,"""""",pitches,86,torf,11,dry,none,night,207,22254,brocd001,quanp001,jonet003,,
DET199708030,TOR,DET,DET04,1997/08/03,0,1:06,day,true,johnm901,cobld901,mcclt901,cedeg901,"""""",pitches,73,rtol,6,wet,drizzle,overcast,161,27848,blaiw001,willw001,jonet003,,
DET199708040,CLE,DET,DET04,1997/08/04,0,7:07,night,true,barnl901,koscg901,hendt901,morrd901,"""""",pitches,79,fromrf,11,dry,none,night,178,26832,nagyc001,sands002,,,
DET199708050,CLE,DET,DET04,1997/08/05,0,1:05,day,true,koscg901,hendt901,morrd901,barnl901,"""""",pitches,67,fromlf,15,dry,none,night,209,24824,thomj003,plune001,jonet003,,
DET199708150,KCA,DET,DET04,1997/08/15,0,7:03,night,true,johnm901,cobld901,mcclt901,cedeg901,"""""",pitches,81,torf,18,dry,none,night,172,20099,ruscg001,thomj003,montj002,,
DET199708160,KCA,DET,DET04,1997/08/16,0,7:06,night,true,cobld901,mcclt901,cedeg901,johnm901,"""""",pitches,75,torf,10,dry,none,night,170,15502,appik001,jarvk001,montj002,,
DET199708170,KCA,DET,DET04,1997/08/17,0,1:07,day,true,mcclt901,cedeg901,johnm901,cobld901,"""""",pitches,70,fromrf,5,dry,none,overcast,154,22371,keagg001,rosaj001,,,
DET199708190,MIN,DET,DET04,1997/08/19,0,7:06,night,true,merrd901,onorb901,roe-r901,phild901,"""""",pitches,72,fromrf,9,dry,none,night,157,15478,blaiw001,hawkl001,,,
DET199708200,MIN,DET,DET04,1997/08/20,0,1:08,day,true,onorb901,roe-r901,phild901,merrd901,"""""",pitches,64,rtol,8,dry,none,overcast,171,13199,radkb001,sands002,,,
DET199708290,PHI,DET,DET04,1997/08/29,0,7:06,night,true,clara901,coope901,millb901,hirsj901,"""""",pitches,71,fromlf,10,dry,none,night,158,22925,blaiw001,greet002,,,
DET199708300,PHI,DET,DET04,1997/08/30,0,7:07,night,true,coope901,millb901,hirsj901,clara901,"""""",pitches,71,fromrf,9,dry,none,night,185,22537,beecm001,sands002,bottr001,,
DET199708310,PHI,DET,DET04,1997/08/31,0,1:06,day,true,millb901,hirsj901,clara901,coope901,"""""",pitches,71,torf,7,dry,none,cloudy,161,19152,thomj003,leitm001,jonet003,,
DET199709040,ANA,DET,DET04,1997/09/04,0,7:06,night,true,koscg901,barnl901,morrd901,everm901,"""""",pitches,71,torf,7,dry,none,night,222,9445,jonet003,harrp001,,,
DET199709050,ANA,DET,DET04,1997/09/05,0,7:04,night,true,barnl901,morrd901,everm901,koscg901,"""""",pitches,71,torf,14,wet,showers,night,145,16016,thomj003,sprid001,,,
DET199709060,ANA,DET,DET04,1997/09/06,0,1:07,day,true,morrd901,everm901,koscg901,barnl901,"""""",pitches,73,torf,13,dry,none,sunny,174,16294,moehb001,watsa001,jonet003,,
DET199709070,ANA,DET,DET04,1997/09/07,0,1:04,day,true,everm901,koscg901,barnl901,morrd901,"""""",pitches,73,fromrf,5,dry,none,cloudy,302,25602,hases001,dishg001,,,
DET199709080,TEX,DET,DET04,1997/09/08,0,7:05,night,true,reilm901,younl901,onorb901,fordd901,"""""",pitches,69,rtol,10,dry,none,night,154,15765,blaiw001,wittb001,,,
DET199709090,TEX,DET,DET04,1997/09/09,0,1:04,day,true,younl901,onorb901,fordd901,reilm901,"""""",none,68,fromrf,5,dry,none,overcast,134,9139,sands002,hellr001,,,
DET199709230,BOS,DET,DET04,1997/09/23,0,7:05,night,true,welkt901,kaisk901,brinj901,cousd901,"""""",pitches,64,fromlf,10,dry,none,night,194,43039,keagg001,suppj001,,,
DET199709240,BOS,DET,DET04,1997/09/24,0,7:07,night,true,kaisk901,brinj901,cousd901,welkt901,"""""",pitches,62,tolf,7,dry,none,night,176,10067,waket001,blaiw001,,,
DET199709250,BOS,DET,DET04,1997/09/25,0,1:06,day,true,brinj901,cousd901,welkt901,kaisk901,"""""",pitches,68,ltor,15,dry,none,sunny,144,14495,checr001,sands002,gordt001,,
DET199709260,NYA,DET,DET04,1997/09/26,0,7:05,night,true,craft901,meric901,evanj901,mccol901,"""""",pitches,66,fromrf,7,dry,none,night,186,29206,rivem002,jonet003,,,
DET199709270,NYA,DET,DET04,1997/09/27,0,1:18,day,true,meric901,evanj901,mccol901,craft901,"""""",pitches,63,tolf,8,dry,none,sunny,176,33712,welld001,moehb001,,,
DET199709280,NYA,DET,DET04,1997/09/28,0,1:06,day,true,reilm901,mccol901,craft901,meric901,"""""",pitches,72,tolf,5,dry,none,sunny,167,38171,irabh001,keagg001,,,
ANA199704020,BOS,ANA,ANA01,1997/04/02,0,7:38,night,true,kaisk901,brinj901,cousd901,welkt901,"""""",pitches,52,fromcf,15,dry,none,night,227,30874,mahop001,perct001,sloch001,,munse701
ANA199704030,BOS,ANA,ANA01,1997/04/03,0,7:38,night,true,brinj901,cousd901,welkt901,kaisk901,"""""",pitches,58,ltor,15,dry,none,night,127,17323,dickj001,waket001,,,munse701
ANA199704040,CLE,ANA,ANA01,1997/04/04,0,7:06,night,true,roe-r901,merrd901,scotd901,phild901,"""""",none,63,tocf,4,dry,none,night,252,17758,holtm001,shuep001,,,munse701
ANA199704050,CLE,ANA,ANA01,1997/04/05,0,7:05,night,true,merrd901,scotd901,phild901,roe-r901,"""""",pitches,62,tocf,8,dry,none,night,189,23913,ogeac001,hases001,shuep001,,munse701
ANA199704060,CLE,ANA,ANA01,1997/04/06,0,5:05,night,true,scotd901,phild901,roe-r901,merrd901,"""""",pitches,65,ltor,8,dry,none,night,204,29363,klins002,perct001,jackm001,,munse701
ANA199704070,NYA,ANA,ANA01,1997/04/07,0,7:05,night,true,fordd901,reilm901,younl901,garcr901,"""""",pitches,68,tolf,5,dry,none,night,204,16514,petta001,langm001,rivem002,,munse701
ANA199704080,NYA,ANA,ANA01,1997/04/08,0,7:05,night,true,reilm901,younl901,garcr901,fordd901,"""""",pitches,68,tocf,5,dry,none,night,258,17202,jamem001,nelsj001,,,munse701
ANA199704090,NYA,ANA,ANA01,1997/04/09,0,7:35,night,true,younl901,garcr901,fordd901,reilm901,"""""",pitches,60,tocf,12,dry,none,night,172,19242,welld001,watsa001,,,munse701
ANA199704210,TOR,ANA,ANA01,1997/04/21,0,7:06,night,true,clara901,morrd901,barrt901,koscg901,"""""",none,70,rtol,5,dry,none,night,244,13413,delur001,spolp001,,,munse701
ANA199704220,TOR,ANA,ANA01,1997/04/22,0,7:05,night,true,morrd901,barrt901,koscg901,clara901,"""""",pitches,70,tocf,8,dry,none,night,164,13353,quanp001,jamem001,plesd001,,munse701
ANA199704230,TOR,ANA,ANA01,1997/04/23,0,7:40,night,true,barrt901,koscg901,clara901,morrd901,"""""",pitches,70,torf,9,dry,none,night,193,13117,delur001,spolp001,,,munse701
ANA199704250,DET,ANA,ANA01,1997/04/25,0,7:07,night,true,merrd901,scotd901,phild901,roe-r901,"""""",pitches,75,tocf,5,dry,none,night,169,30464,dickj001,liraf001,,,munse701
ANA199704260,DET,ANA,ANA01,1997/04/26,0,7:05,night,true,scotd901,phild901,roe-r901,merrd901,"""""",pitches,76,torf,9,dry,none,night,138,30872,moehb001,finlc001,,,munse701
ANA199704270,DET,ANA,ANA01,1997/04/27,0,1:06,day,true,barrt901,roe-r901,merrd901,scotd901,"""""",pitches,78,rtol,10,dry,none,sunny,186,16409,jamem001,myerm001,,,munse701
ANA199705120,CHA,ANA,ANA01,1997/05/12,0,7:05,night,true,cedeg901,cobld901,mcclt901,culbf901,"""""",pitches,69,rtol,5,dry,none,night,224,14540,delur001,levia001,,,munse701
ANA199705130,CHA,ANA,ANA01,1997/05/13,0,7:05,night,true,cobld901,mcclt901,culbf901,cedeg901,"""""",pitches,73,tocf,8,dry,none,night,198,14806,langm001,baldj002,jamem001,,munse701
ANA199705140,BAL,ANA,ANA01,1997/05/14,0,7:35,night,true,meric901,evanj901,mccol901,craft901,"""""",pitches,71,ltor,5,dry,none,night,175,15780,sprid001,bosks001,holtm001,,munse701
ANA199705150,BAL,ANA,ANA01,1997/05/15,0,7:06,night,true,evanj901,mccol901,craft901,meric901,"""""",none,79,rtol,5,unknown,none,night,178,15966,dickj001,kamis001,jamem001,,munse701
ANA199705160,MIL,ANA,ANA01,1997/05/16,0,7:05,night,true,denkd901,shulj901,reedr901,tscht901,"""""",pitches,73,ltor,8,dry,none,night,166,26033,finlc001,mcdob001,,,munse701
ANA199705170,MIL,ANA,ANA01,1997/05/17,0,7:06,night,true,shulj901,reedr901,tscht901,denkd901,"""""",pitches,69,ltor,8,dry,none,night,192,34922,perct001,fettm001,,,munse701
ANA199705180,MIL,ANA,ANA01,1997/05/18,0,1:05,day,true,reedr901,tscht901,denkd901,shulj901,"""""",pitches,78,torf,5,dry,none,cloudy,146,16665,sprid001,mercj001,jamem001,,munse701
ANA199705190,SEA,ANA,ANA01,1997/05/19,0,7:05,night,true,garcr901,fordd901,reilm901,younl901,"""""",pitches,71,tolf,5,dry,none,night,188,17279,moyej001,langm001,,,munse701
ANA199705200,SEA,ANA,ANA01,1997/05/20,0,7:05,night,true,fordd901,reilm901,younl901,garcr901,"""""",pitches,71,ltor,5,dry,none,night,207,17492,delur001,manzj001,perct001,,munse701
ANA199705210,SEA,ANA,ANA01,1997/05/21,0,7:35,night,true,reilm901,younl901,garcr901,fordd901,"""""",pitches,70,ltor,8,dry,none,night,198,20295,finlc001,martd001,,,munse701
ANA199705300,MIN,ANA,ANA01,1997/05/30,0,7:05,night,true,kaisk901,brinj901,cousd901,welkt901,"""""",pitches,78,tolf,5,dry,none,night,169,28922,tewkb001,dickj001,aguir001,,munse701
ANA199705310,MIN,ANA,ANA01,1997/05/31,0,7:05,night,true,brinj901,cousd901,welkt901,kaisk901,"""""",pitches,75,rtol,8,dry,none,night,177,19147,finlc001,aldrs001,perct001,,munse701
ANA199706010,MIN,ANA,ANA01,1997/06/01,0,1:05,day,true,cousd901,welkt901,kaisk901,brinj901,"""""",pitches,85,rtol,8,dry,none,sunny,232,23875,swing001,hases001,aguir001,,munse701
ANA199706030,KCA,ANA,ANA01,1997/06/03,0,7:05,night,true,hendt901,hirsj901,hicke901,mckej901,"""""",pitches,0,unknown,-1,dry,none,night,156,14492,belct001,sprid001,pichh001,,munse701
ANA199706040,KCA,ANA,ANA01,1997/06/04,0,7:36,night,true,hirsj901,hicke901,mckej901,hendt901,"""""",none,73,tolf,5,dry,none,night,159,13220,watsa001,ruscg001,,,munse701
ANA199706120,SDN,ANA,ANA01,1997/06/12,0,7:05,night,true,craft901,meric901,evanj901,mccol901,"""""",pitches,65,fromlf,5,dry,none,night,191,22164,jamem001,murrh001,,,munse701
ANA199706130,SDN,ANA,ANA01,1997/06/13,0,7:05,night,true,meric901,evanj901,mccol901,craft901,"""""",pitches,68,ltor,8,dry,none,night,303,24664,bochd001,hases001,worrt002,,munse701
ANA199706140,SFN,ANA,ANA01,1997/06/14,0,7:05,night,true,evanj901,mccol901,craft901,meric901,"""""",pitches,69,ltor,3,dry,none,night,201,27875,roa-j001,watsa001,,,munse701
ANA199706150,SFN,ANA,ANA01,1997/06/15,0,1:05,day,true,mccol901,craft901,meric901,evanj901,"""""",pitches,75,ltor,7,dry,none,cloudy,208,30404,vanlb001,dickj001,beckr001,,munse701
ANA199706190,OAK,ANA,ANA01,1997/06/19,0,7:05,night,true,everm901,tscht901,denkd901,shulj901,"""""",pitches,76,ltor,7,dry,none,night,213,17034,jamem001,taylb001,,,munse701
ANA199706200,OAK,ANA,ANA01,1997/06/20,0,7:05,night,true,tscht901,denkd901,shulj901,everm901,"""""",pitches,71,tolf,8,dry,none,night,138,19503,grosk001,wengd001,perct001,,munse701
ANA199706210,OAK,ANA,ANA01,1997/06/21,0,7:05,night,true,denkd901,shulj901,everm901,tscht901,"""""",pitches,71,ltor,5,dry,none,night,202,24481,delur001,priea001,perct001,,munse701
ANA199706220,OAK,ANA,ANA01,1997/06/22,0,1:05,day,true,shulj901,everm901,tscht901,denkd901,"""""",pitches,80,ltor,4,dry,none,sunny,196,23389,harrp001,smala001,perct001,,munse701
ANA199707020,LAN,ANA,ANA01,1997/07/02,0,7:36,night,true,johnm901,culbf901,cedeg901,mcclt901,"""""",none,80,ltor,3,dry,none,night,218,34507,radis001,perct001,worrt001,,munse701
ANA199707030,LAN,ANA,ANA01,1997/07/03,0,7:05,night,true,culbf901,cedeg901,mcclt901,johnm901,"""""",pitches,85,ltor,5,dry,none,night,213,35295,nomoh001,watsa001,,,munse701
ANA199707040,SEA,ANA,ANA01,1997/07/04,0,7:08,night,true,cedeg901,mcclt901,johnm901,culbf901,"""""",none,80,ltor,7,dry,none,night,170,34839,johnr005,sprid001,,,munse701
ANA199707050,SEA,ANA,ANA01,1997/07/05,0,7:05,night,true,mcclt901,johnm901,culbf901,cedeg901,"""""",pitches,78,ltor,6,dry,none,night,197,26301,perct001,charn001,,,munse701
ANA199707060,SEA,ANA,ANA01,1997/07/06,0,5:06,night,true,johnm901,culbf901,cedeg901,mcclt901,"""""",none,78,ltor,6,dry,none,sunny,163,22916,finlc001,fassj001,,,munse701
ANA199707140,TEX,ANA,ANA01,1997/07/14,0,7:05,night,true,shulj901,dimur901,denkd901,reedr901,"""""",pitches,82,ltor,4,dry,none,night,181,17272,grosk001,wettj001,,,munse701
ANA199707150,TEX,ANA,ANA01,1997/07/15,0,7:05,night,true,dimur901,denkd901,reedr901,shulj901,"""""",pitches,77,ltor,8,dry,none,night,170,18197,dickj001,hillk001,,,munse701
ANA199707160,DET,ANA,ANA01,1997/07/16,0,7:35,night,true,fordd901,reilm901,onorb901,garcr901,"""""",pitches,80,tolf,7,dry,none,night,170,16570,finlc001,moehb001,perct001,,munse701
ANA199707170,DET,ANA,ANA01,1997/07/17,0,7:05,night,true,reilm901,onorb901,garcr901,fordd901,"""""",pitches,77,ltor,5,dry,none,night,164,19246,sprid001,liraf001,,,munse701
ANA199707180,TOR,ANA,ANA01,1997/07/18,0,7:05,night,true,everm901,barrt901,hicke901,hirsj901,"""""",pitches,75,tolf,3,dry,none,night,158,26087,willw001,watsa001,escok001,,munse701
ANA199707190,TOR,ANA,ANA01,1997/07/19,0,7:05,night,true,barrt901,hicke901,hirsj901,everm901,"""""",pitches,0,tolf,5,dry,none,night,198,28288,perct001,timlm001,,,munse701
ANA199707200,TOR,ANA,ANA01,1997/07/20,0,1:06,day,true,hirsj901,everm901,barrt901,hicke901,"""""",none,78,tolf,8,dry,none,sunny,189,19671,finlc001,andul001,,,munse701
ANA199707310,CHA,ANA,ANA01,1997/07/31,0,7:05,night,true,roe-r901,onorb901,scotd901,merrd901,"""""",pitches,79,ltor,7,dry,none,night,226,23297,castc002,holtm001,karcm001,,munse701
ANA199708010,CHA,ANA,ANA01,1997/08/01,0,7:05,night,true,scotd901,onorb901,merrd901,roe-r901,"""""",pitches,75,ltor,3,dry,none,night,170,20953,watsa001,eyres001,,,munse701
ANA199708020,CHA,ANA,ANA01,1997/08/02,0,7:05,night,true,onorb901,merrd901,roe-r901,scotd901,"""""",pitches,86,ltor,4,dry,none,night,167,28139,sprid001,clemc001,perct001,,munse701
ANA199708030,CHA,ANA,ANA01,1997/08/03,0,5:07,night,true,merrd901,roe-r901,scotd901,onorb901,"""""",none,84,ltor,9,dry,none,sunny,150,25041,finlc001,baldj002,perct001,,munse701
ANA199708040,MIL,ANA,ANA01,1997/08/04,0,7:05,night,true,dimur901,tscht901,culbf901,shulj901,"""""",pitches,82,fromlf,6,dry,none,night,165,16426,karls001,hillk001,fettm001,,munse701
ANA199708050,MIL,ANA,ANA01,1997/08/05,0,7:05,night,true,tscht901,reedr901,culbf901,dimur901,"""""",pitches,90,rtol,3,dry,none,night,167,20268,dickj001,florb001,perct001,,munse701
ANA199708060,MIL,ANA,ANA01,1997/08/06,0,1:07,day,true,reedr901,culbf901,dimur901,tscht901,"""""",pitches,95,tolf,7,dry,none,sunny,202,25227,watsa001,eldrc001,perct001,,munse701
ANA199708080,BAL,ANA,ANA01,1997/08/08,0,7:05,night,true,hicke901,welkt901,cousd901,kaisk901,"""""",pitches,75,ltor,5,dry,none,night,190,24944,mussm001,sprid001,myerr001,,munse701
ANA199708090,BAL,ANA,ANA01,1997/08/09,0,7:05,night,true,welkt901,cousd901,kaisk901,hicke901,"""""",pitches,73,fromrf,6,dry,none,night,185,32207,finlc001,rhoda001,perct001,,munse701
