game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,translator,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,inputtime,oscorer
CIN199706070,NYN,CIN,CIN08,1997/06/07,0,3:17,day,false,willc901,froeb901,ripps901,hirsm901,"""""",pitches,59,fromcf,15,damp,none,overcast,177,23830,sulls001,lidlc001,,,
CIN199706090,NYN,CIN,CIN08,1997/06/09,0,12:35,day,false,froeb901,willc901,hirsm901,ripps901,"""""",pitches,71,fromrf,20,wet,none,overcast,152,23079,joneb003,belis001,franj001,,
CIN199706100,PIT,CIN,CIN08,1997/06/10,0,7:35,night,false,bellw901,riekr901,hallt901,crawj901,"""""",pitches,78,rtol,25,dry,none,night,170,18556,remlm001,rincr001,shawj001,,
CIN199706110,PIT,CIN,CIN08,1997/06/11,0,7:34,night,false,riekr901,hallt901,crawj901,bellw901,"""""",pitches,71,rtol,15,dry,none,night,141,20854,tomkb001,loaie001,shawj001,,
CIN199706130,CHA,CIN,CIN08,1997/06/13,0,7:35,night,false,hallt901,bellw901,barrm901,monte901,"""""",pitches,74,fromrf,20,dry,none,night,163,31682,alvaw001,schop001,hernr001,,
CIN199706140,CHA,CIN,CIN08,1997/06/14,0,7:06,night,false,bellw901,barrm901,monte901,hallt901,"""""",pitches,76,ltor,10,dry,none,sunny,144,36685,merck001,darwd001,,,
CIN199706150,CHA,CIN,CIN08,1997/06/15,0,2:15,day,false,barrm901,monte901,hallt901,bellw901,"""""",none,75,fromcf,5,dry,none,sunny,211,31663,castt001,burbd001,castc002,,
CIN199706260,SLN,CIN,CIN08,1997/06/26,0,7:35,night,false,bonig901,pullf901,grege901,davib902,"""""",pitches,82,ltor,5,dry,none,night,165,20116,stott001,burbd001,ecked001,,
CIN199706270,SLN,CIN,CIN08,1997/06/27,0,7:34,night,false,pullf901,grege901,davib902,bonig901,"""""",pitches,82,rtol,10,dry,none,night,156,28317,tomkb001,benea002,shawj001,,
CIN199706280,SLN,CIN,CIN08,1997/06/28,0,12:15,day,false,grege901,davib902,bonig901,pullf901,"""""",pitches,80,fromcf,8,dry,none,sunny,178,24390,petkm001,smilj001,,,
CIN199706290,SLN,CIN,CIN08,1997/06/29,0,1:17,day,false,davib902,bonig901,pullf901,grege901,"""""",pitches,79,rtol,4,damp,rain,cloudy,207,24216,frasj001,carrh001,ecked001,,
CIN199706300,MIL,CIN,CIN08,1997/06/30,0,7:35,night,false,hirsm901,willc901,vanol901,ripps901,"""""",none,78,rtol,6,dry,none,night,152,19866,merck001,fettm001,shawj001,,
CIN199707010,MIL,CIN,CIN08,1997/07/01,0,7:35,night,false,willc901,vanol901,ripps901,hirsm901,"""""",none,84,tocf,3,dry,none,cloudy,137,21264,burbd001,mercj001,,,
CIN199707020,MIL,CIN,CIN08,1997/07/02,0,12:35,day,false,vanol901,ripps901,hirsm901,willc901,"""""",none,86,rtol,5,dry,none,cloudy,158,27866,tomkb001,mcdob001,sulls001,,
CIN199707110,MON,CIN,CIN08,1997/07/11,0,7:35,night,false,rapue901,gormb901,tatat901,davig901,"""""",pitches,85,fromcf,5,dry,none,night,197,25915,bullj001,burbd001,urbiu001,,
CIN199707120,MON,CIN,CIN08,1997/07/12,0,7:08,night,false,gormb901,tatat901,davig901,rapue901,"""""",pitches,87,tocf,5,dry,none,night,137,25744,smilj001,perec001,shawj001,,
CIN199707130,MON,CIN,CIN08,1997/07/13,0,2:15,day,false,tatat901,davig901,rapue901,gormb901,"""""",pitches,87,tocf,3,dry,none,sunny,124,22293,martp001,morgm001,,,
CIN199707140,SLN,CIN,CIN08,1997/07/14,0,7:35,night,false,drecb901,rapue901,gormb901,tatat901,"""""",none,84,fromcf,6,dry,none,night,174,19405,merck001,valef001,shawj001,,
CIN199707150,SLN,CIN,CIN08,1997/07/15,0,7:35,night,false,rapue901,gormb901,tatat901,drecb901,"""""",none,83,tocf,8,dry,none,night,192,21232,benea002,tomkb001,ecked001,,
CIN199707220,FLO,CIN,CIN08,1997/07/22,0,7:35,night,false,hirsm901,herna901,willc901,froeb901,"""""",none,81,rtol,17,dry,none,cloudy,160,19547,smilj001,heref001,shawj001,,
CIN199707230,FLO,CIN,CIN08,1997/07/23,0,7:35,night,false,herna901,willc901,froeb901,hirsm901,"""""",pitches,77,tocf,1,damp,none,night,166,20371,ferna001,morgm001,,,
CIN199707250,ATL,CIN,CIN08,1997/07/25,0,7:35,night,false,darlg901,nauep901,relic901,quicj901,"""""",pitches,87,tocf,5,dry,none,night,137,34931,smolj001,schop001,,,
CIN199707260,ATL,CIN,CIN08,1997/07/26,0,1:17,day,false,nauep901,relic901,quicj901,darlg901,"""""",none,88,rtol,10,dry,none,sunny,229,33115,shawj001,wohlm001,,,
CIN199707270,ATL,CIN,CIN08,1997/07/27,0,1:15,day,false,relic901,quicj901,darlg901,nauep901,"""""",pitches,94,rtol,5,dry,none,sunny,157,30167,maddg002,burbd001,wohlm001,,
CIN199708010,SFN,CIN,CIN08,1997/08/01,0,7:35,night,false,davig901,gormb901,hohnb901,rapue901,"""""",none,86,tocf,2,unknown,none,night,181,25636,alvaw001,merck001,beckr001,,
CIN199708020,SFN,CIN,CIN08,1997/08/02,0,1:05,day,false,gormb901,hohnb901,rapue901,davig901,"""""",pitches,84,rtol,15,dry,none,cloudy,137,23266,tomkb001,gardm001,,,
CIN199708030,SFN,CIN,CIN08,1997/08/03,0,2:16,day,false,hohnb901,rapue901,davig901,gormb901,"""""",none,89,rtol,10,unknown,none,sunny,179,21272,hernr001,shawj001,,,
CIN199708040,SFN,CIN,CIN08,1997/08/04,0,7:35,night,false,drecb901,poncl901,marsr901,kellj901,"""""",none,84,torf,17,dry,none,cloudy,156,17930,ruetk001,carrg001,,,
CIN199708050,SDN,CIN,CIN08,1997/08/05,0,7:36,night,false,poncl901,marsr901,kellj901,drecb901,"""""",pitches,75,ltor,13,dry,none,night,166,17797,remlm001,hitcs001,,,
CIN199708060,SDN,CIN,CIN08,1997/08/06,0,7:35,night,false,marsr901,kellj901,drecb901,poncl901,"""""",pitches,75,ltor,5,dry,none,night,156,18218,hamij002,belis001,hofft001,,
CIN199708070,SDN,CIN,CIN08,1997/08/07,0,7:35,night,false,kellj901,drecb901,poncl901,marsr901,"""""",pitches,81,fromcf,10,dry,none,night,167,17458,tomkb001,jackd001,,,
CIN199708080,LAN,CIN,CIN08,1997/08/08,0,7:35,night,false,wintm901,westj901,gibsg901,laynj901,"""""",none,83,rtol,10,dry,none,cloudy,192,26837,candt001,morgm001,dreid001,,
CIN199708090,LAN,CIN,CIN08,1997/08/09,0,7:05,night,false,westj901,gibsg901,laynj901,wintm901,"""""",pitches,73,tocf,5,dry,none,night,141,30809,whitg001,valdi001,shawj001,,
CIN199708100,LAN,CIN,CIN08,1997/08/10,0,2:15,day,false,gibsg901,laynj901,wintm901,westj901,"""""",none,72,rtol,5,dry,none,cloudy,143,24742,remlm001,astap001,,,
CIN199708190,COL,CIN,CIN08,1997/08/19,0,8:15,night,false,demud901,darlg901,relic901,quicj901,"""""",pitches,69,rtol,8,soaked,rain,night,158,31722,morgm001,wrigj001,shawj001,,
CIN199708200,COL,CIN,CIN08,1997/08/20,0,12:35,day,false,darlg901,relic901,quicj901,demud901,"""""",pitches,67,tocf,3,wet,none,cloudy,179,21968,castf001,whitg001,dipoj001,,
CIN199709010,KCA,CIN,CIN08,1997/09/01,0,1:06,day,false,marsr901,riekr901,nauep901,kellj901,"""""",pitches,88,tocf,5,dry,none,sunny,183,31920,appik001,remlm001,pichh001,,
CIN199709020,KCA,CIN,CIN08,1997/09/02,0,7:35,night,false,riekr901,nauep901,kellj901,marsr901,"""""",pitches,86,ltor,3,wet,drizzle,night,159,15288,burbd001,rosaj001,shawj001,,
CIN199709030,KCA,CIN,CIN08,1997/09/03,0,7:34,night,false,nauep901,kellj901,marsr901,riekr901,"""""",pitches,67,ltor,12,dry,none,night,170,16285,tomkb001,boner001,shawj001,,
CIN199709040,PIT,CIN,CIN08,1997/09/04,0,7:36,night,false,rapue901,davig901,tatat901,hohnb901,"""""",pitches,69,fromcf,8,dry,none,night,131,15136,morgm001,liebj001,shawj001,,
CIN199709050,PIT,CIN,CIN08,1997/09/05,0,7:35,night,false,davig901,tatat901,hohnb901,rapue901,"""""",pitches,74,rtol,6,dry,none,night,161,21492,sulls001,wilkm001,shawj001,,
CIN199709060,PIT,CIN,CIN08,1997/09/06,0,1:05,day,false,tatat901,hohnb901,rapue901,davig901,"""""",pitches,75,fromcf,2,dry,none,sunny,187,20383,cordf001,remlm001,,,
CIN199709070,PIT,CIN,CIN08,1997/09/07,0,2:14,day,false,hohnb901,rapue901,davig901,tatat901,"""""",pitches,83,tocf,8,dry,none,sunny,156,19682,burbd001,silvj001,shawj001,,
CIN199709080,CHN,CIN,CIN08,1997/09/08,0,7:42,night,false,barnr901,willc901,ripps901,froeb901,"""""",pitches,69,ltor,10,damp,none,night,158,15337,clarm002,tomkb001,,,
CIN199709090,CHN,CIN,CIN08,1997/09/09,0,7:35,night,false,willc901,ripps901,froeb901,barnr901,"""""",pitches,68,torf,10,damp,drizzle,night,141,15349,morgm001,gonzj003,shawj001,,
CIN199709100,CHN,CIN,CIN08,1997/09/10,0,7:35,night,false,ripps901,froeb901,barnr901,willc901,"""""",pitches,67,ltor,9,dry,none,night,145,16200,tapak001,merck001,adamt001,,
CIN199709170,MON,CIN,CIN08,1997/09/17,0,7:37,night,false,monte901,gibbb901,hallt901,nauep901,"""""",pitches,75,tocf,7,dry,none,night,167,15757,bullj001,belis001,urbiu001,,
CIN199709180,MON,CIN,CIN08,1997/09/18,0,7:36,night,false,gibbb901,hallt901,nauep901,monte901,"""""",pitches,78,ltor,10,dry,none,night,153,15099,sulls001,hermd001,shawj001,,
CIN199709190,HOU,CIN,CIN08,1997/09/19,0,7:35,night,false,hallt901,riekr901,monte901,bellw901,"""""",pitches,85,rtol,8,dry,none,night,164,21791,burbd001,holtc001,shawj001,,
CIN199709200,HOU,CIN,CIN08,1997/09/20,0,1:05,day,false,riekr901,monte901,bellw901,hallt901,"""""",pitches,73,ltor,7,dry,none,cloudy,159,20197,hampm001,tomkb001,wagnb001,,
CIN199709210,HOU,CIN,CIN08,1997/09/21,0,2:15,day,false,monte901,bellw901,hallt901,riekr901,"""""",pitches,63,fromcf,8,dry,none,sunny,196,22652,garcr002,morgm001,,,
CIN199709220,HOU,CIN,CIN08,1997/09/22,0,12:35,day,false,bellw901,hallt901,riekr901,monte901,"""""",pitches,62,ltor,3,dry,none,sunny,193,17411,sprir001,belis001,wagnb001,,
HOU199704010,ATL,HOU,HOU02,1997/04/01,0,7:06,night,false,rungp901,westj901,wintm901,laynj901,"""""",pitches,0,unknown,-1,dry,none,dome,149,44618,reyns001,smolj001,wagnb001,,
HOU199704020,ATL,HOU,HOU02,1997/04/02,0,7:06,night,false,westj901,wintm901,laynj901,rungp901,"""""",pitches,72,unknown,0,dry,none,dome,154,16308,hampm001,maddg002,wagnb001,,
HOU199704030,ATL,HOU,HOU02,1997/04/03,0,7:06,night,false,wintm901,laynj901,rungp901,westj901,"""""",pitches,0,unknown,-1,dry,none,dome,158,17963,glavt001,kiled001,wohlm001,,
HOU199704040,SLN,HOU,HOU02,1997/04/04,0,7:06,night,false,laynj901,rungp901,westj901,wintm901,"""""",pitches,0,unknown,-1,dry,none,dome,236,25985,sprir001,ludwe001,,,
HOU199704050,SLN,HOU,HOU02,1997/04/05,0,7:07,night,false,rungp901,westj901,wintm901,laynj901,"""""",pitches,68,tolf,0,dry,none,dome,174,25957,ferns001,osbod001,garcr002,,
HOU199704060,SLN,HOU,HOU02,1997/04/06,0,1:35,day,false,westj901,wintm901,laynj901,rungp901,"""""",pitches,68,tolf,0,dry,none,dome,164,18752,martt003,frasj001,wagnb001,,
HOU199704150,MON,HOU,HOU02,1997/04/15,0,7:08,night,false,riekr901,marsr901,kellj901,barrm901,"""""",pitches,72,unknown,0,dry,none,dome,150,18602,martp001,holtc001,,,
HOU199704160,MON,HOU,HOU02,1997/04/16,0,7:05,night,false,marsr901,kellj901,barrm901,riekr901,"""""",pitches,72,unknown,0,dry,none,dome,181,14046,reyns001,valdm001,,,
HOU199704250,SFN,HOU,HOU02,1997/04/25,0,7:05,night,false,davib902,grege901,bonig901,pullf901,"""""",pitches,72,unknown,0,dry,none,dome,157,26705,wagnb001,roa-j001,,,
HOU199704260,SFN,HOU,HOU02,1997/04/26,0,7:05,night,false,grege901,bonig901,pullf901,davib902,"""""",pitches,72,unknown,0,dry,none,dome,137,36837,estes001,holtc001,,,
HOU199704270,SFN,HOU,HOU02,1997/04/27,0,1:35,day,false,bonig901,pullf901,davib902,grege901,"""""",pitches,72,unknown,0,dry,none,dome,153,22316,ferno001,reyns001,beckr001,,
HOU199704280,COL,HOU,HOU02,1997/04/28,0,7:05,night,false,pullf901,davib902,gormb901,bonig901,"""""",pitches,0,unknown,-1,dry,none,dome,215,13510,mccuj001,wagnb001,ruffb001,,
HOU199704290,COL,HOU,HOU02,1997/04/29,0,12:35,day,false,davib902,gormb901,bonig901,pullf901,"""""",pitches,0,unknown,-1,dry,none,dome,136,13567,walld002,bailr001,hudej001,,
HOU199705020,FLO,HOU,HOU02,1997/05/02,0,7:05,night,false,crawj901,hallt901,vanol901,bellw901,"""""",pitches,68,unknown,0,dry,none,dome,152,25421,reyns001,rappp001,wagnb001,,
HOU199705030,FLO,HOU,HOU02,1997/05/03,0,7:05,night,false,hallt901,vanol901,bellw901,crawj901,"""""",pitches,68,unknown,0,dry,none,dome,294,24539,heref001,garcr002,powej001,,
HOU199705040,FLO,HOU,HOU02,1997/05/04,0,7:06,night,false,vanol901,bellw901,crawj901,hallt901,"""""",pitches,68,unknown,0,dry,none,dome,145,16469,kiled001,browk001,,,
HOU199705050,PHI,HOU,HOU02,1997/05/05,0,7:05,night,false,herna901,rapue901,danlk901,davig901,"""""",pitches,68,unknown,0,dry,none,dome,153,11268,holtc001,leitm001,,,
HOU199705060,PHI,HOU,HOU02,1997/05/06,0,7:07,night,false,rapue901,danlk901,davig901,herna901,"""""",pitches,68,unknown,0,dry,none,dome,185,12179,schic002,garcr002,,,
HOU199705070,NYN,HOU,HOU02,1997/05/07,0,7:05,night,false,danlk901,davig901,herna901,rapue901,"""""",pitches,68,unknown,0,dry,none,dome,175,12574,reyna001,martt003,franj001,,
HOU199705080,NYN,HOU,HOU02,1997/05/08,0,12:35,day,false,davig901,herna901,rapue901,danlk901,"""""",pitches,0,unknown,-1,unknown,unknown,dome,148,12842,hampm001,reedr002,wagnb001,,
HOU199705200,CIN,HOU,HOU02,1997/05/20,0,7:06,night,false,darlg901,relic901,buckc901,demud901,"""""",pitches,72,unknown,0,dry,none,dome,171,14954,smilj001,sprir001,shawj001,,
HOU199705210,CIN,HOU,HOU02,1997/05/21,0,7:05,night,false,relic901,buckc901,demud901,darlg901,"""""",pitches,72,unknown,0,dry,none,dome,262,15088,martt003,sulls001,,,
HOU199705290,SDN,HOU,HOU02,1997/05/29,0,7:05,night,false,tatat901,davig901,rapue901,potts901,"""""",pitches,72,unknown,0,dry,none,dome,203,13793,kiled001,valef001,,,
HOU199705300,SDN,HOU,HOU02,1997/05/30,0,7:06,night,false,davig901,rapue901,potts901,tatat901,"""""",pitches,0,unknown,-1,unknown,unknown,dome,163,31339,cunnw001,holtc001,worrt002,,
HOU199705310,SDN,HOU,HOU02,1997/05/31,0,7:05,night,false,rapue901,potts901,tatat901,davig901,"""""",pitches,0,unknown,-1,unknown,unknown,dome,178,39286,hitcs001,reyns001,smitp001,,
HOU199706010,SDN,HOU,HOU02,1997/06/01,0,1:36,day,false,potts901,tatat901,davig901,rapue901,"""""",pitches,0,unknown,-1,unknown,unknown,dome,177,19899,hamij002,wagnb001,hofft001,,
HOU199706020,LAN,HOU,HOU02,1997/06/02,0,7:05,night,false,tatat901,davig901,rapue901,potts901,"""""",pitches,0,unknown,-1,dry,none,dome,148,16227,walld002,nomoh001,limaj001,,
HOU199706030,LAN,HOU,HOU02,1997/06/03,0,12:35,day,false,davig901,rapue901,potts901,tatat901,"""""",pitches,0,unknown,-1,unknown,unknown,dome,196,17268,magnm001,radis001,,,
HOU199706130,MIN,HOU,HOU02,1997/06/13,0,7:05,night,false,danlk901,darlg901,nelsj901,demud901,"""""",pitches,72,unknown,0,dry,none,dome,160,30956,radkb001,walld002,,,
HOU199706140,MIN,HOU,HOU02,1997/06/14,0,7:05,night,false,darlg901,nelsj901,demud901,danlk901,"""""",pitches,72,unknown,0,dry,none,dome,164,27172,rober001,kiled001,,,
HOU199706150,MIN,HOU,HOU02,1997/06/15,0,1:35,day,false,nelsj901,demud901,danlk901,darlg901,"""""",pitches,72,unknown,0,dry,none,dome,155,28218,wagnb001,guare001,,,
HOU199706200,CHN,HOU,HOU02,1997/06/20,0,7:05,night,false,riekr901,wendh901,poncl901,gibsg901,"""""",pitches,72,unknown,0,dry,none,dome,169,30085,kiled001,tracs001,,,
HOU199706210,CHN,HOU,HOU02,1997/06/21,0,12:15,day,false,wendh901,poncl901,gibsg901,riekr901,"""""",pitches,72,unknown,0,dry,none,dome,172,25227,holtc001,castf001,,,
HOU199706220,CHN,HOU,HOU02,1997/06/22,0,1:36,day,false,poncl901,gibsg901,riekr901,wendh901,"""""",pitches,72,unknown,0,dry,none,dome,135,23407,hampm001,fostk001,wagnb001,,
HOU199706230,PIT,HOU,HOU02,1997/06/23,0,7:05,night,false,vanol901,laynj901,rungp901,westj901,"""""",pitches,72,unknown,0,dry,none,dome,144,16738,cordf001,garcr002,,,
HOU199706240,PIT,HOU,HOU02,1997/06/24,0,7:05,night,false,laynj901,rungp901,westj901,vanol901,"""""",pitches,72,unknown,0,dry,none,dome,164,17972,liebj001,walld002,,,
HOU199706250,PIT,HOU,HOU02,1997/06/25,0,12:36,day,false,rungp901,westj901,vanol901,laynj901,"""""",none,0,unknown,-1,dry,none,dome,150,26954,kiled001,sodoc001,,,
HOU199706300,CLE,HOU,HOU02,1997/06/30,0,7:05,night,false,demud901,danlk901,relic901,herna901,"""""",pitches,68,unknown,0,dry,none,dome,187,29051,mesaj001,martt003,jackm001,,
HOU199707010,CLE,HOU,HOU02,1997/07/01,0,7:04,night,false,danlk901,relic901,herna901,demud901,"""""",pitches,68,unknown,0,dry,none,dome,185,23998,plune001,limaj001,jackm001,,
HOU199707020,CLE,HOU,HOU02,1997/07/02,0,7:05,night,false,relic901,herna901,demud901,danlk901,"""""",pitches,68,unknown,0,dry,none,dome,153,25661,hampm001,herso001,,,
HOU199707030,CIN,HOU,HOU02,1997/07/03,0,7:06,night,false,monte901,bellw901,hallt901,crawj901,"""""",pitches,72,unknown,0,dry,none,dome,153,14708,smilj001,garcr002,shawj001,,
HOU199707040,CIN,HOU,HOU02,1997/07/04,0,6:05,night,false,bellw901,hallt901,crawj901,monte901,"""""",pitches,72,unknown,0,dry,none,dome,163,34080,morgm001,greet001,shawj001,,
HOU199707050,CIN,HOU,HOU02,1997/07/05,0,7:05,night,false,hallt901,crawj901,monte901,drecb901,"""""",pitches,72,unknown,0,dry,none,dome,146,24022,kiled001,merck001,wagnb001,,
HOU199707060,CIN,HOU,HOU02,1997/07/06,0,1:37,day,false,crawj901,monte901,drecb901,hallt901,"""""",pitches,72,unknown,0,dry,none,dome,163,25564,wagnb001,remlm001,,,
HOU199707160,SFN,HOU,HOU02,1997/07/16,0,7:07,night,false,rungp901,laynj901,wintm901,westj901,"""""",pitches,0,unknown,-1,unknown,unknown,dome,165,24522,hampm001,foulk001,,,
HOU199707170,SFN,HOU,HOU02,1997/07/17,0,12:35,day,false,laynj901,wintm901,westj901,rungp901,"""""",pitches,0,unknown,-1,unknown,unknown,dome,153,29955,gardm001,holtc001,beckr001,,
HOU199707240,MON,HOU,HOU02,1997/07/24,0,7:06,night,false,drecb901,laynj901,wintm901,westj901,"""""",pitches,68,unknown,0,dry,none,dome,175,23889,martt003,telfa001,,,
HOU199707250,MON,HOU,HOU02,1997/07/25,0,7:05,night,false,laynj901,wintm901,westj901,drecb901,"""""",pitches,68,unknown,0,dry,none,dome,138,35102,kiled001,judej001,,,
HOU199707260,MON,HOU,HOU02,1997/07/26,0,7:06,night,false,wintm901,westj901,drecb901,laynj901,"""""",pitches,68,unknown,0,dry,none,dome,201,33868,wagnb001,urbiu001,,,
HOU199707270,MON,HOU,HOU02,1997/07/27,0,1:39,day,false,westj901,drecb901,laynj901,wintm901,"""""",pitches,68,unknown,0,dry,none,dome,132,26713,hampm001,bullj001,,,
HOU199707280,SLN,HOU,HOU02,1997/07/28,0,7:05,night,false,riekr901,ripps901,froeb901,hirsm901,"""""",pitches,68,unknown,0,dry,none,dome,140,25995,stott001,holtc001,ecked001,,
HOU199707290,SLN,HOU,HOU02,1997/07/29,0,7:05,night,false,ripps901,froeb901,hirsm901,riekr901,"""""",pitches,68,unknown,0,dry,none,dome,186,25399,reyns001,osbod001,wagnb001,,
HOU199707300,SLN,HOU,HOU02,1997/07/30,0,7:06,night,false,froeb901,hirsm901,riekr901,ripps901,"""""",pitches,68,unknown,0,dry,none,dome,184,28204,kiled001,fosst001,martt003,,
HOU199708010,NYN,HOU,HOU02,1997/08/01,0,7:06,night,false,poncl901,wendh901,marsr901,kellj901,"""""",pitches,68,unknown,0,dry,none,dome,208,33589,franj001,limaj001,,,
HOU199708020,NYN,HOU,HOU02,1997/08/02,0,12:15,day,false,marsr901,kellj901,drecb901,poncl901,"""""",pitches,68,unknown,0,dry,none,dome,153,31929,hampm001,joneb003,,,
HOU199708030,NYN,HOU,HOU02,1997/08/03,0,1:35,day,false,kellj901,drecb901,poncl901,marsr901,"""""",pitches,68,unknown,0,dry,none,dome,186,35788,martt003,mcmig001,,,
HOU199708120,FLO,HOU,HOU02,1997/08/12,0,7:06,night,false,crawj901,buckc901,bellw901,hallt901,"""""",pitches,68,unknown,0,dry,none,dome,170,19296,hampm001,leita001,,,
HOU199708130,FLO,HOU,HOU02,1997/08/13,0,6:36,night,false,buckc901,bellw901,hallt901,crawj901,"""""",pitches,68,unknown,0,dry,none,dome,204,22543,ferna001,limaj001,nen-r001,,
HOU199708150,PHI,HOU,HOU02,1997/08/15,0,7:05,night,false,darlg901,relic901,quicj901,demud901,"""""",pitches,72,unknown,0,dry,none,dome,137,31837,schic002,holtc001,,,
HOU199708160,PHI,HOU,HOU02,1997/08/16,0,12:16,day,false,relic901,quicj901,demud901,darlg901,"""""",pitches,72,unknown,0,dry,none,dome,167,28260,spraj001,wagnb001,bottr001,,
HOU199708170,PHI,HOU,HOU02,1997/08/17,0,1:36,day,false,quicj901,demud901,darlg901,relic901,"""""",pitches,72,unknown,0,dry,none,dome,216,23161,martt003,gomew001,sprir001,,
HOU199708190,ATL,HOU,HOU02,1997/08/19,0,7:06,night,false,pullf901,davib902,gormb901,bonig901,"""""",pitches,72,unknown,0,dry,none,dome,166,32145,smolj001,hampm001,wohlm001,,
HOU199708200,ATL,HOU,HOU02,1997/08/20,0,7:06,night,false,davib902,gormb901,bonig901,pullf901,"""""",pitches,68,unknown,0,dry,none,dome,166,25593,glavt001,reyns001,wohlm001,,
HOU199708210,COL,HOU,HOU02,1997/08/21,0,7:05,night,false,gormb901,bonig901,pullf901,davib902,"""""",pitches,68,unknown,0,dry,none,dome,180,22962,holtc001,bailr001,,,
HOU199708220,COL,HOU,HOU02,1997/08/22,0,7:05,night,false,nelsj901,hohnb901,vanol901,davig901,"""""",pitches,68,unknown,0,dry,none,dome,169,33061,kiled001,thomj005,,,
HOU199708230,COL,HOU,HOU02,1997/08/23,0,12:17,day,false,hohnb901,vanol901,davig901,nelsj901,"""""",none,0,unknown,-1,dry,none,dome,197,32374,reeds001,hudej001,dipoj001,,
HOU199708240,COL,HOU,HOU02,1997/08/24,0,1:38,day,false,vanol901,davig901,nelsj901,hohnb901,"""""",pitches,68,unknown,0,dry,none,dome,129,28918,hampm001,wrigj001,,,
HOU199709010,MIL,HOU,HOU02,1997/09/01,0,1:36,day,false,poncl901,vanol901,herna901,grege901,"""""",pitches,68,unknown,0,dry,none,dome,178,35685,adamj001,holtc001,joned001,,
HOU199709020,MIL,HOU,HOU02,1997/09/02,0,7:05,night,false,vanol901,herna901,grege901,poncl901,"""""",pitches,68,unknown,0,dry,none,dome,162,18258,villr001,kiled001,joned001,,
HOU199709030,MIL,HOU,HOU02,1997/09/03,0,7:05,night,false,herna901,grege901,poncl901,vanol901,"""""",pitches,68,unknown,0,dry,none,dome,146,13580,garcr002,karls001,,,
HOU199709120,LAN,HOU,HOU02,1997/09/12,0,7:06,night,false,darlg901,relic901,quicj901,demud901,"""""",pitches,68,unknown,0,dry,none,dome,182,36817,reyns001,parkc002,,,
HOU199709130,LAN,HOU,HOU02,1997/09/13,0,7:05,night,false,relic901,quicj901,demud901,darlg901,"""""",pitches,68,unknown,0,dry,none,dome,163,33130,kiled001,candt001,,,
HOU199709140,LAN,HOU,HOU02,1997/09/14,0,1:36,day,false,demud901,quicj901,darlg901,relic901,"""""",pitches,68,unknown,0,dry,none,dome,212,32666,radis001,wagnb001,worrt001,,
HOU199709150,SDN,HOU,HOU02,1997/09/15,0,7:06,night,false,quicj901,darlg901,relic901,mealj901,"""""",pitches,68,unknown,0,dry,none,dome,207,22566,smitp001,hampm001,hofft001,,
HOU199709160,SDN,HOU,HOU02,1997/09/16,0,12:35,day,false,darlg901,relic901,mealj901,quicj901,"""""",pitches,72,unknown,0,dry,none,dome,191,15156,garcr002,hitcs001,,,
HOU199709230,CHN,HOU,HOU02,1997/09/23,0,7:06,night,false,willc901,froeb901,ripps901,hirsm901,"""""",pitches,0,unknown,-1,unknown,unknown,dome,164,19380,kiled001,tracs001,wagnb001,,
HOU199709240,CHN,HOU,HOU02,1997/09/24,0,7:05,night,false,froeb901,ripps901,hirsm901,willc901,"""""",pitches,72,unknown,0,dry,none,dome,180,41560,clarm002,holtc001,adamt001,,
HOU199709250,CHN,HOU,HOU02,1997/09/25,0,7:07,night,false,ripps901,hirsm901,willc901,froeb901,"""""",pitches,72,unknown,0,dry,none,dome,162,35623,hampm001,gonzj003,,,
HOU199709260,PIT,HOU,HOU02,1997/09/26,0,7:06,night,false,westj901,laynj901,wintm901,gormb901,"""""",pitches,72,unknown,0,dry,none,dome,138,37850,garcr002,loaie001,wagnb001,,
HOU199709270,PIT,HOU,HOU02,1997/09/27,0,7:05,night,false,laynj901,wintm901,gormb901,westj901,"""""",none,0,unknown,-1,dry,none,dome,165,36170,reyns001,schmj001,,,
HOU199709280,PIT,HOU,HOU02,1997/09/28,0,1:35,day,false,wintm901,gormb901,westj901,laynj901,"""""",pitches,0,unknown,-1,unknown,unknown,dome,178,30606,chrij002,henro001,loisr001,,
SLN199704080,MON,SLN,STL09,1997/04/08,0,7:09,night,false,davib902,bonig901,pullf901,grege901,"""""",pitches,45,tocf,13,dry,none,night,164,47542,petkm001,urbiu001,,,
SLN199704110,HOU,SLN,STL09,1997/04/11,0,7:06,night,false,tatat901,davig901,rapue901,gibbb901,"""""",pitches,59,torf,8,dry,none,night,161,23744,batcr001,reyns001,ecked001,,
SLN199704120,HOU,SLN,STL09,1997/04/12,0,1:17,day,false,davig901,rapue901,gibbb901,tatat901,"""""",pitches,43,tolf,16,dry,none,overcast,195,28235,garcr002,stott001,wagnb001,,
SLN199704130,HOU,SLN,STL09,1997/04/13,0,7:07,night,false,rapue901,gibbb901,tatat901,davig901,"""""",pitches,48,tocf,8,dry,none,night,158,22705,benea002,hampm001,ecked001,,
SLN199704140,HOU,SLN,STL09,1997/04/14,0,1:35,day,false,gibbb901,tatat901,davig901,rapue901,"""""",pitches,55,tolf,10,dry,none,sunny,191,22623,wagnb001,ecked001,hudej001,,
