game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,timeofgame,attendance,sky,wp,lp,save,gwrbi,gametype
PHA194104180,"""version 7RS(19) of 07/07/92""",BOS,PHA,1941/04/18,PHI11,0,0:00PM,day,false,"""276""","""Jim Wohlenhaus""","""David W. Smith""",2017/06/25 2:18PM,grieb901,mcgob901,(none),quinj901,park,none,0,unknown,-1,unknown,unknown,118,11308,unknown,hashh101,knotj102,,,
PHA194104190,"""version 7RS(19) of 07/07/92""",BOS,PHA,1941/04/19,PHI11,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/11 7:14PM,mcgob901,quinj901,(none),grieb901,unknown,none,0,unknown,-1,unknown,unknown,125,8604,unknown,dicke101,beckb103,,,
PHA194104200,"""version 7RS(19) of 07/07/92""",NYA,PHA,1941/04/20,PHI11,0,0:00PM,day,false,"""253,317""","""D Lamoureaux/Smith""","""D Lamoureaux/Smith""",2007/07/11 7:22PM,quinj901,grieb901,(none),mcgob901,unknown,none,0,unknown,-1,unknown,unknown,165,28874,unknown,ruffr101,deanc101,,,
PHA194104210,"""version 7RS(19) of 07/07/92""",NYA,PHA,1941/04/21,PHI11,0,0:00PM,day,false,"""317,96""","""Pete Cottrell""","""Pete Cottrell""",2012/07/28 8:58PM,grieb901,mcgob901,(none),quinj901,park,none,0,unknown,-1,unknown,unknown,125,4061,unknown,donaa101,rossb102,,,
PHA194104220,"""version 7RS(19) of 07/07/92""",NYA,PHA,1941/04/22,PHI11,0,0:00PM,day,false,"""317,96""","""Pete Cottrell""","""Pete Cottrell""",2012/07/31 6:16PM,mcgob901,quinj901,(none),grieb901,park,none,0,unknown,-1,unknown,unknown,119,3352,unknown,mccrl101,murpj103,,,
PHA194104230,"""version 7RS(19) of 07/07/92""",WS1,PHA,1941/04/23,PHI11,0,0:00PM,day,false,"""266,119,222,408a""","""Tom Thress/RWood""","""David W. Smith/RWood""",2017/06/21 9:47PM,romme101,ormsr901,(none),hubbc901,park,none,0,unknown,-1,unknown,unknown,136,1000,unknown,johnr105,chask101,ferrt101,,
PHA194105130,"""version 7RS(19) of 07/07/92""",SLA,PHA,1941/05/13,PHI11,0,0:00PM,day,false,102,"""Dick Cramer""","""Dick Cramer""",2014/02/28 8:15AM,quinj901,mcgob901,(none),romme101,unknown,none,0,unknown,-1,unknown,unknown,129,2017,unknown,knotj102,kennv101,,,
PHA194105140,"""version 7RS(19) of 07/07/92""",SLA,PHA,1941/05/14,PHI11,0,0:00PM,day,false,"""253,102""","""D Lamoureaux/Way""","""D Lamoureaux/Smith""",2007/07/11 7:34PM,mcgob901,romme101,(none),quinj901,unknown,none,0,unknown,-1,unknown,unknown,160,5000,unknown,harrb109,hadlb101,,,
PHA194105150,"""version 7RS(19) of 07/07/92""",DET,PHA,1941/05/15,PHI11,0,0:00PM,day,false,"""276,56,248""","""Jim Herdman""","""Jim Herdman""",2017/08/14 5:57AM,romme101,quinj901,(none),mcgob901,unknown,none,0,unknown,-1,dry,none,148,10000,sunny,newhh101,marcp101,,,
PHA194105160,"""version 7RS(19) of 07/07/92""",DET,PHA,1941/05/16,PHI11,0,0:00PM,day,false,"""266,119,56,212""","""John Gabcik""","""David W. Smith""",2017/08/21 9:28PM,quinj901,mcgob901,(none),romme101,park,none,0,unknown,-1,unknown,unknown,120,1000,unknown,troud101,beckb103,,,
PHA194105170,"""version 7RS(19) of 07/07/92""",DET,PHA,1941/05/17,PHI11,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/11 7:42PM,mcgob901,romme101,(none),quinj901,unknown,none,0,unknown,-1,unknown,unknown,126,12361,unknown,bridt101,knotj102,,,
PHA194105180,"""version 7RS(19) of 07/07/92""",CLE,PHA,1941/05/18,PHI11,0,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamorueaux""",2005/11/27 10:26AM,pipgg101,passa901,(none),geish901,unknown,none,0,unknown,-1,unknown,unknown,135,13417,unknown,ferrt101,dorsc101,,,
PHA194105190,"""version 7RS(19) of 07/07/92""",CLE,PHA,1941/05/19,PHI11,0,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/11/29 2:45PM,passa901,geish901,(none),pipgg101,unknown,none,0,unknown,-1,unknown,unknown,110,4000,unknown,mccrl101,milna101,,,
PHA194105200,"""version 7RS(19) of 07/07/92""",CLE,PHA,1941/05/20,PHI11,0,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/11/29 2:54PM,pipgg101,geish901,(none),passa901,unknown,none,0,unknown,-1,unknown,unknown,127,3300,unknown,hadlb101,hardm101,ferrt101,,
PHA194105210,"""version 7RS(19) of 07/07/92""",CHA,PHA,1941/05/21,PHI11,0,0:00PM,day,false,"""109,67,111,266,611""","""Tom Thress/RWood""","""Tom Thress/RWood""",2017/07/14 8:11PM,pipgg101,passa901,(none),geish901,park,none,0,unknown,-1,unknown,unknown,130,7000,unknown,harrl101,hallj105,,,
PHA194105220,"""version 7RS(19) of 07/07/92""",CHA,PHA,1941/05/22,PHI11,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/11 7:54PM,passa901,geish901,(none),pipgg101,unknown,none,0,unknown,-1,unknown,unknown,106,13127,unknown,rignj101,beckb103,,,
PHA194105241,"""version 7RS(19) of 07/07/92""",WS1,PHA,1941/05/24,PHI11,1,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/11 8:02PM,rue-j901,stewe901,(none),summb901,unknown,none,0,unknown,-1,unknown,unknown,138,0,unknown,knotj102,sunds101,ferrt101,,
PHA194105242,"""version 7RS(19) of 07/07/92""",WS1,PHA,1941/05/24,PHI11,2,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/11 8:10PM,stewe901,summb901,(none),rue-j901,unknown,none,0,unknown,-1,unknown,unknown,103,11107,unknown,mccrl101,kennv101,harrl101,,
PHA194106140,"""version 7RS(19) of 07/07/92""",SLA,PHA,1941/06/14,PHI11,0,0:00PM,day,false,102,"""Dick Cramer""","""Dick Cramer""",2014/02/28 5:15PM,hubbc901,ormsr901,(none),pipgg101,unknown,none,0,unknown,-1,unknown,unknown,120,3307,unknown,aukee101,hadlb101,,,
PHA194106150,"""version 7RS(19) of 07/07/92""",SLA,PHA,1941/06/15,PHI11,0,0:00PM,day,false,"""126""","""Comly""","""Comly""",1999/09/06 12:07AM,ormsr901,pipgg101,(none),hubbc901,park,none,0,unknown,-1,unknown,unknown,144,19347,unknown,babij101,harrb109,,,
PHA194106170,"""version 7RS(19) of 07/07/92""",CLE,PHA,1941/06/17,PHI11,0,0:00PM,night,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/12/13 2:59PM,pipgg101,romme101,(none),ormsr901,unknown,none,0,unknown,-1,unknown,unknown,114,19236,unknown,hevij101,marcp101,,,
PHA194106180,"""version 7RS(19) of 07/07/92""",CLE,PHA,1941/06/18,PHI11,0,0:00PM,day,false,"""126,39""","""Comly,Lamoureaux""","""Comly,Lamoureaux""",1999/09/06 12:17AM,ormsr901,romme101,(none),pipgg101,park,none,0,unknown,-1,unknown,unknown,114,1050,unknown,fellb101,mccrl101,,,
PHA194106190,"""version 7RS(19) of 07/07/92""",CLE,PHA,1941/06/19,PHI11,0,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/12/13 3:12PM,romme101,pipgg101,(none),ormsr901,unknown,none,0,unknown,-1,unknown,unknown,118,10230,unknown,bagbj102,beckb103,,,
PHA194106210,"""version 7RS(19) of 07/07/92""",CHA,PHA,1941/06/21,PHI11,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/13 7:03PM,stewe901,summb901,(none),rue-j901,unknown,none,0,unknown,-1,unknown,unknown,112,5367,unknown,knotj102,hallj105,,,
PHA194106221,"""version 7RS(19) of 07/07/92""",CHA,PHA,1941/06/22,PHI11,1,0:00PM,day,false,"""126""","""Comly""","""Comly""",1999/09/06 12:38AM,summb901,rue-j901,(none),stewe901,park,none,0,unknown,-1,unknown,unknown,115,0,unknown,lyont102,babij101,,,
PHA194106222,"""version 7RS(19) of 07/07/92""",CHA,PHA,1941/06/22,PHI11,2,0:00PM,day,false,"""126""","""Comly""","""Comly""",1999/09/06 12:44AM,rue-j901,stewe901,(none),summb901,park,none,0,unknown,-1,unknown,unknown,108,25563,unknown,marcp101,smite105,,,
PHA194106240,"""version 7RS(19) of 07/07/92""",DET,PHA,1941/06/24,PHI11,0,0:00PM,night,false,"""56,96,119,212,266""","""Tom Thress""","""Tom Thress""",2017/09/02 3:59PM,stewe901,summb901,(none),rue-j901,unknown,none,0,unknown,-1,unknown,unknown,105,22732,unknown,gorsj101,mccrl101,,,
PHA194106260,"""version 7RS(19) of 07/07/92""",DET,PHA,1941/06/26,PHI11,0,0:00PM,day,false,276,"""Dick Cramer""","""Dick Cramer""",2014/02/23 7:45PM,rue-j901,stewe901,(none),summb901,unknown,none,0,unknown,-1,unknown,unknown,140,9463,unknown,marcp101,bridt101,,,
PHA194106270,"""version 7RS(19) of 07/07/92""",NYA,PHA,1941/06/27,PHI11,0,0:00PM,day,false,"""317""","""David W. Smith""","""David W. Smith""",2013/03/21 12:33PM,stewe901,summb901,(none),rue-j901,park,none,0,unknown,-1,unknown,unknown,134,8107,unknown,ferrt101,brann101,,,
PHA194106280,"""version 7RS(19) of 07/07/92""",NYA,PHA,1941/06/28,PHI11,0,0:00PM,day,false,"""253.317""","""D Lamoureaux/Smith""","""D Lamoureaux/Smith""",2007/07/13 7:15PM,summb901,rue-j901,(none),stewe901,unknown,none,0,unknown,-1,unknown,unknown,140,13604,unknown,donaa101,babij101,murpj103,,
PHA194106291,"""version 7RS(19) of 07/07/92""",BOS,PHA,1941/06/29,PHI11,1,0:00PM,day,false,"""126""","""Comly""","""Comly""",1999/09/06 12:58AM,rue-j901,stewe901,(none),summb901,park,none,0,unknown,-1,unknown,unknown,112,0,unknown,wagnc101,mccrl101,,,
PHA194106292,"""version 7RS(19) of 07/07/92""",BOS,PHA,1941/06/29,PHI11,2,0:00PM,day,false,"""126""","""Comly""","""Comly""",1999/09/06 1:08AM,stewe901,summb901,(none),rue-j901,park,none,0,unknown,-1,unknown,unknown,108,28483,unknown,knotj102,dobsj101,ferrt101,,
PHA194107010,"""version 7RS(19) of 07/07/92""",WS1,PHA,1941/07/01,PHI11,0,0:00PM,night,false,"""126""","""Comly""","""Comly""",1999/09/06 1:22AM,mcgob901,quinj901,(none),grieb901,park,none,0,unknown,-1,unknown,unknown,132,13840,unknown,marcp101,sunds101,,,
PHA194107020,"""version 7RS(19) of 07/07/92""",WS1,PHA,1941/07/02,PHI11,0,0:00PM,day,false,"""286,266,119,222""",,"""Wayne Townsend""",2017/09/05 8:25AM,quinj901,grieb901,(none),mcgob901,unknown,none,0,unknown,-1,unknown,unknown,162,1500,unknown,mccrl101,kennv101,,,
PHA194107030,"""version 7RS(19) of 07/07/92""",BOS,PHA,1941/07/03,PHI11,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/13 7:25PM,grieb901,mcgob901,(none),quinj901,unknown,none,0,unknown,-1,unknown,unknown,104,7000,unknown,grovl101,deanc101,,,
PHA194107220,"""version 7RS(19) of 07/07/92""",SLA,PHA,1941/07/22,PHI11,0,0:00PM,day,false,"""128""","""Doug Burks""","""Doug Burks""",2017/07/21 9:09PM,passa901,basis901,(none),ormsr901,unknown,none,0,unknown,-1,unknown,unknown,104,2500,unknown,knotj102,harrb109,,,
PHA194107240,"""version 7RS(19) of 07/07/92""",SLA,PHA,1941/07/24,PHI11,0,0:00PM,day,false,276,"""Dick Cramer""","""Dick Cramer""",2014/02/24 4:45PM,ormsr901,passa901,(none),basis901,unknown,none,0,unknown,-1,unknown,unknown,135,7563,unknown,beckb103,newlm101,,,
PHA194107250,"""version 7RS(19) of 07/07/92""",DET,PHA,1941/07/25,PHI11,0,0:00PM,day,false,"""126""","""Comly""","""Comly""",1999/09/06 1:58AM,passa901,basis901,(none),ormsr901,park,none,0,unknown,-1,unknown,unknown,144,5000,unknown,marcp101,benta101,hadlb101,,
PHA194107260,"""version 7RS(19) of 07/07/92""",DET,PHA,1941/07/26,PHI11,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/13 7:34PM,basis901,ormsr901,(none),passa901,unknown,none,0,unknown,-1,unknown,unknown,157,4500,unknown,gorsj101,ferrt101,,,
PHA194107271,"""version 7RS(19) of 07/07/92""",DET,PHA,1941/07/27,PHI11,1,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/13 7:44PM,ormsr901,passa901,(none),basis901,unknown,none,0,unknown,-1,unknown,unknown,108,0,unknown,knotj102,bridt101,,,
PHA194107272,"""version 7RS(19) of 07/07/92""",DET,PHA,1941/07/27,PHI11,2,0:00PM,day,false,"""587,56,96,119,266,410""","""Tom Thress""","""Tom Thress""",2017/09/16 3:16PM,passa901,basis901,(none),ormsr901,park,none,0,unknown,-1,unknown,unknown,110,25609,unknown,mccrl101,newsb101,,,
PHA194107290,"""version 7RS(19) of 07/07/92""",CHA,PHA,1941/07/29,PHI11,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/13 7:50PM,summb901,rue-j901,(none),stewe901,unknown,none,0,unknown,-1,unknown,unknown,102,4000,unknown,smite105,marcp101,,,
PHA194107300,"""version 7RS(19) of 07/07/92""",CHA,PHA,1941/07/30,PHI11,0,0:00PM,night,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/13 7:55PM,rue-j901,stewe901,(none),summb901,unknown,none,0,unknown,-1,unknown,unknown,128,11564,unknown,hadlb101,hallj105,,,
PHA194107310,"""version 7RS(19) of 07/07/92""",CHA,PHA,1941/07/31,PHI11,0,0:00PM,day,false,"""587,109,96,111,266""","""Tom Thress""","""Tom Thress""",2017/09/18 2:54PM,stewe901,summb901,(none),rue-j901,park,none,0,unknown,-1,unknown,unknown,106,13262,unknown,knotj102,rignj101,,,
PHA194108020,"""version 7RS(19) of 07/07/92""",CLE,PHA,1941/08/02,PHI11,0,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/12/22 8:59PM,summb901,rue-j901,(none),stewe901,unknown,none,0,unknown,-1,unknown,unknown,98,6660,unknown,bagbj102,babij101,,,
PHA194108031,"""version 7RS(19) of 07/07/92""",CLE,PHA,1941/08/03,PHI11,1,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/12/22 9:05PM,rue-j901,stewe901,(none),summb901,unknown,none,0,unknown,-1,unknown,unknown,134,0,unknown,fellb101,mccrl101,,,
PHA194108032,"""version 7RS(19) of 07/07/92""",CLE,PHA,1941/08/03,PHI11,2,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/12/22 9:14PM,stewe901,summb901,(none),rue-j901,unknown,none,0,unknown,-1,unknown,unknown,144,39618,unknown,ferrt101,browc103,,,
PHA194108080,"""version 7RS(19) of 07/07/92""",NYA,PHA,1941/08/08,PHI11,0,0:00PM,night,false,"""317""","""David W. Smith""","""David W. Smith""",2013/03/24 11:57AM,geish901,pipgg101,(none),romme101,park,none,0,unknown,-1,unknown,unknown,132,29270,unknown,marcp101,peeks101,,,
PHA194108090,"""version 7RS(19) of 07/07/92""",NYA,PHA,1941/08/09,PHI11,0,0:00PM,day,false,"""253,317""","""D Lamoureaux/Smith""","""D Lamoureaux/Smith""",2007/07/13 8:03PM,pipgg101,romme101,(none),geish901,unknown,none,0,unknown,-1,unknown,unknown,120,9137,unknown,ruffr101,ferrt101,,,
PHA194108101,"""version 7RS(19) of 07/07/92""",NYA,PHA,1941/08/10,PHI11,1,0:00PM,day,false,"""317""","""David W. Smith""","""David W. Smith""",2013/03/24 2:23PM,romme101,geish901,(none),pipgg101,park,none,0,unknown,-1,unknown,unknown,118,0,unknown,russm101,knotj102,,,
PHA194108102,"""version 7RS(19) of 07/07/92""",NYA,PHA,1941/08/10,PHI11,2,0:00PM,day,false,"""317""","""David W. Smith""","""David W. Smith""",2013/03/24 3:14PM,pipgg101,geish901,(none),romme101,park,none,0,unknown,-1,unknown,unknown,94,35550,unknown,donaa101,harrl101,,,
PHA194108120,"""version 7RS(19) of 07/07/92""",WS1,PHA,1941/08/12,PHI11,0,0:00PM,day,false,"""266,119,222,286""","""Wayne Townsend""","""Wayne Townsend""",2017/09/24 9:00PM,basis901,grieb901,(none),passa901,,none,0,unknown,-1,unknown,unknown,109,10000,unknown,leond103,mccrl101,,,
PHA194108130,"""version 7RS(19) of 07/07/92""",BOS,PHA,1941/08/13,PHI11,0,0:00PM,night,false,"""71,163,274,266,119""","""Dick Cramer""","""Dick Cramer""",2017/09/24 6:00PM,grieb901,passa901,(none),basis901,unknown,none,0,unknown,-1,unknown,unknown,118,19106,unknown,wagnc101,marcp101,,,
PHA194108141,"""version 7RS(19) of 07/07/92""",BOS,PHA,1941/08/14,PHI11,1,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/15 5:58PM,passa901,basis901,(none),grieb901,unknown,none,0,unknown,-1,unknown,unknown,192,0,unknown,dobsj101,babij101,,,
PHA194108142,"""version 7RS(19) of 07/07/92""",BOS,PHA,1941/08/14,PHI11,2,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/15 6:12PM,basis901,grieb901,(none),passa901,unknown,none,0,unknown,-1,unknown,unknown,133,10493,unknown,harrl101,wilsj103,mccrl101,,
PHA194109011,"""version 7RS(19) of 07/07/92""",NYA,PHA,1941/09/01,PHI11,1,0:00PM,day,false,"""126,317""","""Comly/Smith""","""Comly/Smith""",1999/12/07 11:43PM,quinj901,grieb901,(none),mcgob901,park,none,0,unknown,-1,unknown,unknown,158,0,unknown,brann101,ferrt101,murpj103,,
PHA194109012,"""version 7RS(19) of 07/07/92""",NYA,PHA,1941/09/01,PHI11,2,0:00PM,day,false,"""126,317""","""Comly/Smith""","""Comly/Smith""",1999/12/08 12:00AM,grieb901,mcgob901,(none),quinj901,park,none,0,unknown,-1,unknown,unknown,118,25121,unknown,beckb103,russm101,,,
PHA194109061,"""version 7RS(19) of 07/07/92""",WS1,PHA,1941/09/06,PHI11,1,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/15 6:30PM,summb901,rue-j901,(none),stewe901,unknown,none,0,unknown,-1,unknown,unknown,102,0,unknown,knotj102,hudss101,shirt101,,
PHA194109062,"""version 7RS(19) of 07/07/92""",WS1,PHA,1941/09/06,PHI11,2,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/15 6:40PM,rue-j901,stewe901,(none),summb901,unknown,none,0,unknown,-1,unknown,unknown,110,4571,unknown,leond103,beckb103,,,
PHA194109071,"""version 7RS(19) of 07/07/92""",WS1,PHA,1941/09/07,PHI11,1,0:00PM,day,false,"""126""","""Comly""","""Comly""",1999/12/08 7:51AM,stewe901,summb901,(none),rue-j901,park,none,0,unknown,-1,unknown,unknown,126,0,unknown,chask101,marcp101,mastw101,,
PHA194109072,"""version 7RS(19) of 07/07/92""",WS1,PHA,1941/09/07,PHI11,2,0:00PM,day,false,"""126""","""Comly""","""Comly""",1999/12/08 7:58AM,summb901,rue-j901,(none),stewe901,park,none,0,unknown,-1,unknown,unknown,105,9191,unknown,wynne101,harrl101,,,
PHA194109090,"""version 7RS(19) of 07/07/92""",CLE,PHA,1941/09/09,PHI11,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/15 6:49PM,hubbc901,geish901,(none),grieb901,unknown,none,0,unknown,-1,unknown,unknown,135,2000,unknown,fellb101,mccrl101,,,
PHA194109100,"""version 7RS(19) of 07/07/92""",CLE,PHA,1941/09/10,PHI11,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/15 6:57PM,geish901,grieb901,(none),hubbc901,unknown,none,0,unknown,-1,unknown,unknown,121,1000,unknown,calif101,embrr101,,,
PHA194109110,"""version 7RS(19) of 07/07/92""",CHA,PHA,1941/09/11,PHI11,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/15 7:08PM,grieb901,hubbc901,(none),geish901,unknown,none,0,unknown,-1,unknown,unknown,89,3000,unknown,bessh101,rignj101,,,
PHA194109120,"""version 7RS(19) of 07/07/92""",CHA,PHA,1941/09/12,PHI11,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/15 7:13PM,hubbc901,geish901,(none),grieb901,unknown,none,0,unknown,-1,unknown,unknown,102,1000,unknown,humpj101,marcp101,,,
PHA194109130,"""version 7RS(19) of 07/07/92""",CHA,PHA,1941/09/13,PHI11,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/17 5:22PM,geish901,grieb901,(none),hubbc901,unknown,none,0,unknown,-1,unknown,unknown,96,2000,unknown,fowld101,smite105,,,
PHA194109141,"""version 7RS(19) of 07/07/92""",SLA,PHA,1941/09/14,PHI11,1,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/17 6:58PM,rue-j901,stewe901,(none),summb901,unknown,none,0,unknown,-1,unknown,unknown,130,0,unknown,muncb101,ferrt101,,,
PHA194109142,"""version 7RS(19) of 07/07/92""",SLA,PHA,1941/09/14,PHI11,2,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/18 12:30PM,stewe901,summb901,(none),rue-j901,unknown,none,0,unknown,-1,unknown,unknown,108,9000,unknown,galed101,vaugp101,,,
PHA194109150,"""version 7RS(19) of 07/07/92""",SLA,PHA,1941/09/15,PHI11,0,0:00PM,day,false,102,"""Dick Cramer/RWood""","""Dick Cramer/RWood""",2014/03/02 2:25PM,stewe901,summb901,(none),rue-j901,unknown,none,0,unknown,-1,unknown,unknown,132,700,unknown,harrb109,calif101,,,
PHA194109160,"""version 7RS(19) of 07/07/92""",SLA,PHA,1941/09/16,PHI11,0,0:00PM,day,false,"""587,208""","""Tom Thress""","""Tom Thress""",2017/10/19 10:49PM,summb901,rue-j901,(none),stewe901,park,none,0,unknown,-1,unknown,unknown,170,700,unknown,trotb101,fowld101,,,
PHA194109170,"""version 7RS(19) of 07/07/92""",DET,PHA,1941/09/17,PHI11,0,0:00PM,day,false,276,"""Dick Cramer""","""Dick Cramer""",2014/02/25 7:05PM,stewe901,summb901,(none),rue-j901,unknown,none,0,unknown,-1,unknown,unknown,126,0,unknown,benta101,marcp101,,,
PHA194109270,"""version 7RS(19) of 07/07/92""",BOS,PHA,1941/09/27,PHI11,0,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/18 12:39PM,grieb901,mcgob901,(none),quinj901,unknown,none,0,unknown,-1,unknown,unknown,102,1000,unknown,harrm101,wolfr102,,,
PHA194109281,"""version 7RS(19) of 07/07/92""",BOS,PHA,1941/09/28,PHI11,1,0:00PM,day,false,"""126 from here to end""","""Comly""","""Comly""",1999/12/08 8:40AM,mcgob901,quinj901,(none),grieb901,park,none,0,unknown,-1,unknown,unknown,122,0,unknown,wagnc101,shirt101,,,
PHA194109282,"""version 7RS(19) of 07/07/92""",BOS,PHA,1941/09/28,PHI11,2,0:00PM,day,false,"""126""","""Comly""","""Comly""",1999/12/09 12:59AM,quinj901,grieb901,(none),mcgob901,park,none,0,unknown,-1,unknown,unknown,81,10268,unknown,calif101,grovl101,,,
CIN194104150,"""version 7RS(19) of 07/07/92""",SLN,CIN,1941/04/15,CIN07,0,2:35PM,day,false,"""523""","""DWV""","""DWV""",2015/01/28 12:35PM,barrg901,searz901,(none),jordl901,park,none,80,unknown,-1,dry,none,132,34940,sunny,warnl101,derrp101,,,
CIN194104160,"""version 7RS(19) of 07/07/92""",SLN,CIN,1941/04/16,CIN07,0,3:36PM,day,false,"""523""","""DWV""","""DWV""",2015/01/28 12:55PM,searz901,jordl901,(none),barrg901,park,none,72,unknown,-1,wet,none,129,4198,overcast,coopm101,vandj101,,,
CIN194104170,"""version 7RS(19) of 07/07/92""",SLN,CIN,1941/04/17,CIN07,0,3:01PM,day,false,"""523""","""DWV""","""DWV""",2015/01/28 1:49PM,jordl901,barrg901,(none),searz901,park,none,82,unknown,-1,dry,none,180,3400,sunny,lanim101,logab101,,,
CIN194104260,"""version 7RS(19) of 07/07/92""",PIT,CIN,1941/04/26,CIN07,0,0:00PM,day,false,"""142""","""Greg Beston""","""Greg Beston""",2004/03/21 2:52PM,barrg901,searz901,(none),jordl901,unknown,none,0,unknown,-1,unknown,unknown,128,8112,unknown,vandj101,bauer101,,,
CIN194104270,"""version 7RS(19) of 07/07/92""",PIT,CIN,1941/04/27,CIN07,0,0:00PM,day,false,"""286""","""Bob Kapla""","""Bob Kapla""",2013/04/21 3:45PM,searz901,jordl901,(none),barrg901,unknown,none,0,unknown,-1,unknown,unknown,105,19114,unknown,waltb102,sewer101,,,
CIN194105100,"""version 7RS(19) of 07/07/92""",CHN,CIN,1941/05/10,CIN07,0,0:00PM,day,false,"""130""","""D Lamoureaux""","""D Lamoureaux""",2007/12/28 6:55AM,mageg901,stewb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,116,5567,unknown,derrp101,frenl101,,,
CIN194105110,"""version 7RS(19) of 07/07/92""",CHN,CIN,1941/05/11,CIN07,0,2:33PM,day,false,"""523""","""DWV""","""DWV""",2015/01/28 3:28PM,mageg901,stewb901,(none),dunnt901,park,none,70,torf,-1,dry,none,138,18582,sunny,passc101,vandj101,,,
CIN194105120,"""version 7RS(19) of 07/07/92""",CHN,CIN,1941/05/12,CIN07,0,3:01PM,day,false,"""523""","""DWV""","""DWV""",2015/01/28 5:01PM,stewb901,dunnt901,(none),mageg901,park,none,69,unknown,-1,dry,none,139,2024,sunny,lee-b103,pearm101,,,
CIN194105130,"""version 7RS(19) of 07/07/92""",BRO,CIN,1941/05/13,CIN07,0,0:00PM,day,false,"""130""","""D Lamoureaux""","""D Lamoureaux""",2007/12/28 7:05AM,balll901,barla901,(none),pineb101,unknown,none,0,unknown,-1,unknown,unknown,101,5017,unknown,caseh101,waltb102,,,
CIN194105140,"""version 7RS(19) of 07/07/92""",BRO,CIN,1941/05/14,CIN07,0,0:00PM,day,false,345,"""Dick Cramer""","""Dick Cramer""",2012/01/05 7:15PM,barla901,pineb101,(none),balll901,unknown,none,0,unknown,-1,unknown,unknown,110,4445,unknown,wyatw101,derrp101,,,
CIN194105150,"""version 7RS(19) of 07/07/92""",PHI,CIN,1941/05/15,CIN07,0,8:49PM,night,false,"""523""","""DWV""","""DWV""",2015/01/28 7:10PM,searz901,jordl901,(none),barrg901,park,none,82,unknown,-1,dry,none,126,18814,night,croub103,thomj102,peari101,,
CIN194105170,"""version 7RS(19) of 07/07/92""",PHI,CIN,1941/05/17,CIN07,0,2:31PM,day,false,"""523""","""DWV""","""DWV""",2015/01/29 8:54AM,jordl901,barrg901,(none),searz901,park,none,70,torf,-1,dry,none,110,3107,sunny,podgj101,waltb102,,,
CIN194105180,"""version 7RS(19) of 07/07/92""",BSN,CIN,1941/05/18,CIN07,0,2:32PM,day,false,"""523""","""DWV""","""DWV""",2015/01/29 9:14AM,stewb901,dunnt901,(none),mageg901,park,none,72,unknown,-1,dry,none,127,10599,sunny,derrp101,sullj102,,,
