game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,timeofgame,attendance,sky,wp,lp,save,gwrbi,gametype
PIT194104180,"""version 7RS(19) of 07/07/92""",CIN,PIT,1941/04/18,PIT06,0,0:00PM,day,false,"""286""","""Bob Kapla""","""Bob Kapla""",2012/09/13 10:58AM,conlj102,rearb901,(none),goetl901,unknown,none,0,unknown,-1,unknown,unknown,107,18644,unknown,butcm101,waltb102,,,
PIT194104190,"""version 7RS(19) of 07/07/92""",CIN,PIT,1941/04/19,PIT06,0,3:03PM,day,false,"""523""","""DWV""","""DWV""",2015/02/12 9:36AM,rearb901,goetl901,(none),conlj102,park,none,86,unknown,-1,dry,none,126,10465,sunny,derrp101,bauer101,,,
PIT194104200,"""version 7RS(19) of 07/07/92""",CIN,PIT,1941/04/20,PIT06,0,3:01PM,day,false,"""286""","""Bob Kapla""","""Bob Kapla""",2013/03/31 9:36PM,goetl901,conlj102,(none),rearb901,unknown,none,0,unknown,-1,unknown,unknown,148,19060,unknown,turnj102,bowmj101,thomj102,,
PIT194104240,"""version 7RS(19) of 07/07/92""",CHN,PIT,1941/04/24,PIT06,0,0:00PM,day,false,"""286""","""Bob Kapla""","""Bob Kapla""",2013/04/21 2:30PM,searz901,jordl901,(none),barrg901,unknown,none,0,unknown,-1,unknown,unknown,145,1959,unknown,lannj101,frenl101,,,
PIT194104250,"""version 7RS(19) of 07/07/92""",CHN,PIT,1941/04/25,PIT06,0,0:00PM,day,false,"""286""","""Bob Kapla""","""Bob Kapla""",2013/09/16 2:45PM,jordl901,barrg901,(none),searz901,unknown,none,0,unknown,-1,unknown,unknown,143,3902,unknown,pagev101,heink101,,,
PIT194105110,"""version 7RS(19) of 07/07/92""",SLN,PIT,1941/05/11,PIT06,0,0:00PM,day,false,"""286""","""Bob Kapla""","""Bob Kapla""",2013/07/13 1:24PM,barla901,pineb101,(none),balll901,unknown,none,0,unknown,-1,unknown,unknown,139,12388,unknown,nahes101,butcm101,hutci101,,
PIT194105120,"""version 7RS(19) of 07/07/92""",SLN,PIT,1941/05/12,PIT06,0,0:00PM,day,false,"""102""","""Doug Burks""","""Doug Burks""",2017/06/22 8:48PM,pineb101,balll901,(none),barla901,unknown,none,0,unknown,-1,unknown,unknown,119,1500,unknown,warnl101,heink101,,,
PIT194105140,"""version 7RS(19) of 07/07/92""",PHI,PIT,1941/05/14,PIT06,0,0:00PM,day,false,"""137,140,266,119""","""Tom Thress""","""David W. Smith""",2017/06/21 4:15PM,mageg901,stewb901,(none),dunnt901,park,none,0,unknown,-1,unknown,unknown,150,1254,unknown,klinb101,brunr101,,,
PIT194105160,"""version 7RS(19) of 07/07/92""",BRO,PIT,1941/05/16,PIT06,0,0:00PM,day,false,345,"""Dick Cramer""","""Dick Cramer""",2012/01/07 1:20PM,goetl901,rearb901,(none),conlj102,unknown,none,0,unknown,-1,unknown,unknown,134,3984,unknown,bowmj101,browm103,,,
PIT194105180,"""version 7RS(19) of 07/07/92""",NY1,PIT,1941/05/18,PIT06,0,0:00PM,day,false,"""276,137,140,104,99,98,103,96""","""John Gabcik""","""David W. Smith""",2017/06/25 1:00PM,barrg901,searz901,(none),jordl901,park,none,0,unknown,-1,unknown,unknown,160,13659,unknown,adama101,sewer101,browj110,,
PIT194105190,"""version 7RS(19) of 07/07/92""",NY1,PIT,1941/05/19,PIT06,0,0:00PM,day,false,"""270""","""Pete Cottrell/RWood""","""Pete Cottrell/RWood""",2016/01/08 7:57PM,searz901,jordl901,(none),barrg901,park,none,0,unknown,-1,unknown,unknown,120,2574,unknown,butcm101,hubbc101,,,
PIT194105200,"""version 7RS(19) of 07/07/92""",NY1,PIT,1941/05/20,PIT06,0,0:00PM,day,false,"""270""","""Pete Cottrell""","""Pete Cottrell""",2016/01/09 8:21PM,jordl901,barrg901,(none),searz901,park,none,0,unknown,-1,unknown,unknown,125,3050,unknown,klinb101,schuh103,,,
PIT194105210,"""version 7RS(19) of 07/07/92""",BSN,PIT,1941/05/21,PIT06,0,0:00PM,day,false,"""286""","""Bob Kapla""","""Bob Kapla""",2013/07/21 8:08PM,pineb101,balll901,(none),barla901,unknown,none,0,unknown,-1,unknown,unknown,123,2311,unknown,wilkl101,tobij103,,,
PIT194105301,"""version 7RS(19) of 07/07/92""",CHN,PIT,1941/05/30,PIT06,1,0:00PM,day,false,"""276""","""Dick Cramer""","""Dick Cramer""",2017/06/16 3:50PM,barla901,pineb101,(none),balll901,unknown,none,0,unknown,-1,unknown,unknown,134,0,unknown,lee-b103,sewer101,,,
PIT194106140,"""version 7RS(19) of 07/07/92""",BSN,PIT,1941/06/14,PIT06,0,0:00PM,day,false,"""115,140,71,163,274""","""Tom Thress""","""Tom Thress""",2017/07/04 5:07PM,barrg901,searz901,(none),jordl901,unknown,none,0,unknown,-1,unknown,unknown,138,2908,unknown,butcm101,salvm101,,,
PIT194106150,"""version 7RS(19) of 07/07/92""",BSN,PIT,1941/06/15,PIT06,0,0:00PM,day,false,"""71,96,137,140,163,274""","""Tom Thress""","""Tom Thress""",2017/07/05 1:48PM,searz901,jordl901,(none),barrg901,unknown,none,0,unknown,-1,unknown,unknown,135,12562,unknown,poseb102,wilkl101,,,
PIT194106170,"""version 7RS(19) of 07/07/92""",NY1,PIT,1941/06/17,PIT06,0,0:00PM,day,false,"""98""","""Dick Cramer/RWood""","""Dick Cramer/RWood""",2017/06/19 11:15AM,rearb901,conlj102,(none),goetl901,unknown,none,0,unknown,-1,unknown,unknown,133,1586,unknown,hubbc101,sewer101,,,
PIT194106180,"""version 7RS(19) of 07/07/92""",NY1,PIT,1941/06/18,PIT06,0,0:00PM,night,false,"""286""","""Bob Kapla""","""Bob Kapla""",2014/01/20 1:56PM,conlj102,goetl901,(none),rearb901,unknown,none,0,unknown,-1,unknown,unknown,163,24738,unknown,,,,,
PIT194106190,"""version 7RS(19) of 07/07/92""",NY1,PIT,1941/06/19,PIT06,0,0:00PM,day,false,"""286""","""Bob Kapla""","""Bob Kapla""",2014/01/20 2:34PM,goetl901,rearb901,(none),conlj102,unknown,none,0,unknown,-1,unknown,unknown,139,2127,unknown,browj110,heink101,,,
PIT194106200,"""version 7RS(19) of 07/07/92""",PHI,PIT,1941/06/20,PIT06,0,0:00PM,day,false,"""266,119,137,140""","""Dick Cramer""","""Dick Cramer""",2017/09/02 9:00AM,balll901,barla901,(none),pineb101,unknown,none,0,unknown,-1,unknown,unknown,131,1046,unknown,dietd102,peari101,,,
PIT194106210,"""version 7RS(19) of 07/07/92""",PHI,PIT,1941/06/21,PIT06,0,0:00PM,day,false,"""96,140,266""","""Tom Thress""","""Tom Thress""",2017/09/02 6:10PM,barla901,pineb101,(none),balll901,unknown,none,0,unknown,-1,unknown,unknown,104,2321,unknown,bowmj101,grisl101,,,
PIT194106221,"""version 7RS(19) of 07/07/92""",PHI,PIT,1941/06/22,PIT06,1,0:00PM,day,false,"""96,119,137,140,266""","""Tom Thress""","""Tom Thress""",2017/09/04 12:43AM,pineb101,balll901,(none),barla901,unknown,none,0,unknown,-1,unknown,unknown,103,0,unknown,sewer101,blanc101,,,
PIT194106222,"""version 7RS(19) of 07/07/92""",PHI,PIT,1941/06/22,PIT06,2,0:00PM,day,false,"""96,119,137,140,266""","""Tom Thress""","""Tom Thress""",2017/09/04 1:26AM,balll901,barla901,(none),pineb101,unknown,none,0,unknown,-1,unknown,unknown,144,10060,unknown,hught101,butcm101,johns103,,
PIT194106230,"""version 7RS(19) of 07/07/92""",BRO,PIT,1941/06/23,PIT06,0,0:00PM,day,false,346,"""Dick Cramer""","""Dick Cramer""",2012/02/01 7:00AM,stewb901,dunnt901,(none),mageg901,unknown,none,0,unknown,-1,unknown,unknown,144,2335,unknown,fitzf101,klinb101,browm103,,
PIT194106240,"""version 7RS(19) of 07/07/92""",BRO,PIT,1941/06/24,PIT06,0,0:00PM,night,false,346,"""Dick Cramer""","""Dick Cramer""",2012/01/31 5:30PM,dunnt901,mageg901,(none),stewb901,unknown,none,0,unknown,-1,unknown,unknown,131,20537,unknown,davic103,lannj101,,,
PIT194106250,"""version 7RS(19) of 07/07/92""",BRO,PIT,1941/06/25,PIT06,0,0:00PM,day,false,346,"""Dick Cramer""","""Dick Cramer""",2012/01/31 6:45PM,mageg901,stewb901,(none),dunnt901,unknown,none,0,unknown,-1,unknown,unknown,124,2425,unknown,higbk101,heink101,,,
PIT194106300,"""version 7RS(19) of 07/07/92""",SLN,PIT,1941/06/30,PIT06,0,0:00PM,night,false,"""286""","""Bob Kapla""","""Bob Kapla""",2014/01/26 11:17AM,searz901,jordl901,(none),barrg901,unknown,none,0,unknown,-1,unknown,unknown,128,16306,unknown,heink101,gumbh101,,,
PIT194107010,"""version 7RS(19) of 07/07/92""",SLN,PIT,1941/07/01,PIT06,0,0:00PM,day,false,"""102""","""Dick Cramer""","""Dick Cramer""",2017/06/21 7:50AM,jordl901,barrg901,(none),searz901,unknown,none,0,unknown,-1,unknown,unknown,133,2521,unknown,warnl101,sewer101,,,
PIT194107020,"""version 7RS(19) of 07/07/92""",CIN,PIT,1941/07/02,PIT06,0,0:00PM,day,false,"""523""","""DWV""","""DWV""",2015/02/12 10:03AM,conlj102,goetl901,(none),rearb901,park,none,0,unknown,-1,dry,none,110,1941,sunny,butcm101,derrp101,,,
PIT194107050,"""version 7RS(19) of 07/07/92""",CHN,PIT,1941/07/05,PIT06,0,0:00PM,day,false,"""109,111,137""","""Jim Herdman""","""Jim Herdman""",2017/09/07 12:57PM,conlj102,goetl901,(none),rearb901,unknown,none,0,unknown,-1,unknown,unknown,121,4571,unknown,sullj102,lee-b103,klinb101,,
PIT194107061,"""version 7RS(19) of 07/07/92""",CHN,PIT,1941/07/06,PIT06,1,0:00PM,day,false,"""67,96,111,137,140""","""Tom Thress""","""Tom Thress""",2017/09/07 9:07PM,goetl901,rearb901,(none),conlj102,unknown,none,0,unknown,-1,unknown,unknown,115,0,unknown,sewer101,passc101,,,
PIT194107251,"""version 7RS(19) of 07/07/92""",BRO,PIT,1941/07/25,PIT06,1,0:00PM,day,false,345,"""Dick Cramer""","""Dick Cramer""",2012/02/08 12:20PM,barla901,pineb101,(none),balll901,unknown,none,0,unknown,-1,unknown,unknown,148,0,unknown,sullj102,wyatw101,,,
PIT194107252,"""version 7RS(19) of 07/07/92""",BRO,PIT,1941/07/25,PIT06,2,0:00PM,day,false,345,"""Dick Cramer""","""Dick Cramer""",2012/02/08 2:00PM,pineb101,balll901,(none),barla901,unknown,none,0,unknown,-1,unknown,unknown,138,15332,unknown,lannj101,davic103,,,
PIT194107260,"""version 7RS(19) of 07/07/92""",BRO,PIT,1941/07/26,PIT06,0,0:00PM,day,false,345,"""Dick Cramer""","""Dick Cramer""",2012/02/01 6:30AM,balll901,barla901,(none),pineb101,unknown,none,0,unknown,-1,unknown,unknown,125,7009,unknown,hamll101,heink101,higbk101,,
PIT194107271,"""version 7RS(19) of 07/07/92""",BRO,PIT,1941/07/27,PIT06,1,0:00PM,day,false,345,"""Dick Cramer""","""Dick Cramer""",2012/02/10 5:30PM,barla901,pineb101,(none),balll901,unknown,none,0,unknown,-1,unknown,unknown,156,0,unknown,klinb101,davic103,,,
PIT194107272,"""version 7RS(19) of 07/07/92""",BRO,PIT,1941/07/27,PIT06,2,0:00PM,day,false,345,"""Dick Cramer""","""Dick Cramer""",2012/02/10 5:30PM,pineb101,balll901,(none),barla901,unknown,none,0,unknown,-1,unknown,unknown,114,40093,unknown,sewer101,caseh101,,,
PIT194107290,"""version 7RS(19) of 07/07/92""",BSN,PIT,1941/07/29,PIT06,0,0:00PM,day,false,"""137,140,71,163,274""","""Dick Cramer""","""Dick Cramer""",2017/09/16 12:00AM,stewb901,mageg901,(none),dunnt901,unknown,none,0,unknown,-1,unknown,unknown,112,4860,unknown,sullj102,javea101,klinb101,,
PIT194107300,"""version 7RS(19) of 07/07/92""",BSN,PIT,1941/07/30,PIT06,0,0:00PM,night,false,"""137,140""","""Jim Herdman""","""Jim Herdman""",2017/09/17 7:32AM,mageg901,dunnt901,(none),stewb901,unknown,none,0,unknown,-1,unknown,unknown,142,11362,unknown,tobij103,bowmj101,,,
PIT194107310,"""version 7RS(19) of 07/07/92""",BSN,PIT,1941/07/31,PIT06,0,0:00PM,day,false,"""137,140,71,163,274""","""Dick Cramer""","""Dick Cramer""",2017/09/17 8:30AM,dunnt901,stewb901,(none),mageg901,unknown,none,0,unknown,-1,unknown,unknown,137,1870,unknown,lannj101,errid101,dietd102,,
PIT194108010,"""version 7RS(19) of 07/07/92""",NY1,PIT,1941/08/01,PIT06,0,0:00PM,day,false,"""270""","""Pete Cottrell""","""Pete Cottrell""",2016/01/22 7:44PM,jordl901,barrg901,(none),searz901,park,none,0,unknown,-1,unknown,unknown,124,4324,unknown,butcm101,hubbc101,,,
PIT194108020,"""version 7RS(19) of 07/07/92""",NY1,PIT,1941/08/02,PIT06,0,0:00PM,day,false,"""96,103,104,270,276""","""Jim Herdman""","""Jim Herdman""",2017/09/20 7:36AM,barrg901,searz901,(none),jordl901,unknown,none,0,unknown,-1,unknown,unknown,139,5550,unknown,schuh103,sewer101,,,
PIT194108031,"""version 7RS(19) of 07/07/92""",NY1,PIT,1941/08/03,PIT06,1,0:00PM,day,false,"""137""","""Tom Thress""","""Tom Thress""",2017/07/12 10:34PM,searz901,jordl901,(none),barrg901,park,none,0,unknown,-1,unknown,unknown,154,0,unknown,dietd102,mcgeb101,,,
PIT194108032,"""version 7RS(19) of 07/07/92""",NY1,PIT,1941/08/03,PIT06,2,0:00PM,day,false,"""137""","""Tom Thress""","""Tom Thress""",2017/07/12 10:46PM,jordl901,barrg901,(none),searz901,park,none,0,unknown,-1,unknown,unknown,114,25688,unknown,klinb101,wittj101,,,
PIT194108130,"""version 7RS(19) of 07/07/92""",CHN,PIT,1941/08/13,PIT06,0,0:00PM,night,false,"""96,111,137,140""","""Tom Thress""","""Tom Thress""",2017/09/26 11:58PM,stewb901,mageg901,(none),dunnt901,unknown,none,0,unknown,-1,unknown,unknown,161,24373,unknown,eavev101,lannj101,mootj101,,
PIT194108140,"""version 7RS(19) of 07/07/92""",CHN,PIT,1941/08/14,PIT06,0,0:00PM,day,false,"""194""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",2004/03/02 6:29PM,dunnt901,mageg901,(none),stewb901,unknown,none,0,unknown,-1,unknown,unknown,121,3032,unknown,passc101,butcm101,,,
PIT194108160,"""version 7RS(19) of 07/07/92""",SLN,PIT,1941/08/16,PIT06,0,0:00PM,day,false,"""137""","""Jim Herdman""","""Jim Herdman""",2017/10/01 10:52AM,mageg901,stewb901,klemb901,dunnt901,unknown,none,0,unknown,-1,unknown,unknown,125,8470,unknown,heink101,white103,,,
PIT194108171,"""version 7RS(19) of 07/07/92""",SLN,PIT,1941/08/17,PIT06,1,0:00PM,day,false,"""128,137,140,208""","""Jim Herdman""","""Jim Herdman""",2017/10/06 4:21PM,stewb901,dunnt901,klemb901,mageg901,unknown,none,0,unknown,-1,unknown,unknown,124,0,unknown,coopm101,butcm101,,,
PIT194108172,"""version 7RS(19) of 07/07/92""",SLN,PIT,1941/08/17,PIT06,2,0:00PM,day,false,"""102,137,140,208""","""Jim Herdman""","""Jim Herdman""",2017/10/07 8:43AM,dunnt901,mageg901,klemb901,stewb901,unknown,none,0,unknown,-1,unknown,unknown,116,34292,unknown,sewer101,warnl101,,,
PIT194109030,"""version 7RS(19) of 07/07/92""",CIN,PIT,1941/09/03,PIT06,0,0:00PM,night,false,"""523""","""DWV""","""DWV""",2015/02/12 12:16PM,jordl901,barrg901,(none),searz901,park,none,0,unknown,-1,dry,none,113,18428,cloudy,lannj101,ridde101,,,
PIT194109040,"""version 7RS(19) of 07/07/92""",CIN,PIT,1941/09/04,PIT06,0,0:00PM,day,false,"""523""","""DWV""","""DWV""",2015/02/12 12:28PM,barrg901,searz901,(none),jordl901,park,none,0,unknown,-1,dry,none,56,1720,cloudy,sewer101,waltb102,,,
PIT194109051,"""version 7RS(19) of 07/07/92""",CIN,PIT,1941/09/05,PIT06,1,0:00PM,day,false,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/07/20 9:38PM,searz901,jordl901,(none),barrg901,unknown,none,0,unknown,-1,unknown,unknown,137,0,unknown,derrp101,butcm101,beggj101,,
PIT194109052,"""version 7RS(19) of 07/07/92""",CIN,PIT,1941/09/05,PIT06,2,0:00PM,day,false,"""523""","""DWV""","""DWV""",2015/02/12 12:39PM,jordl901,barrg901,(none),searz901,park,none,0,unknown,-1,unknown,unknown,88,4897,unknown,dietd102,starr101,,,
PIT194109060,"""version 7RS(19) of 07/07/92""",CHN,PIT,1941/09/06,PIT06,0,0:00PM,day,false,"""140,67,109,111""","""Dick Cramer""","""Dick Cramer""",2017/10/09 11:25AM,conlj102,goetl901,(none),rearb901,unknown,none,0,unknown,-1,unknown,unknown,105,3040,unknown,heink101,mootj101,,,
PIT194109090,"""version 7RS(19) of 07/07/92""",NY1,PIT,1941/09/09,PIT06,0,0:00PM,day,false,"""98,137,270""","""Jim Herdman/RWood""","""Jim Herdman/RWood""",2017/10/10 1:19PM,barrg901,searz901,(none),jordl901,unknown,none,0,unknown,-1,unknown,unknown,136,1873,unknown,schuh103,sewer101,,,
PIT194109100,"""version 7RS(19) of 07/07/92""",NY1,PIT,1941/09/10,PIT06,0,0:00PM,day,false,"""137,140,270""","""Jim Herdman/RWood""","""Jim Herdman/RWood""",2017/10/11 7:24PM,searz901,jordl901,(none),barrg901,unknown,none,0,unknown,-1,soaked,unknown,137,1076,overcast,lannj101,lohrb101,wilkl101,,
PIT194109111,"""version 7RS(19) of 07/07/92""",BSN,PIT,1941/09/11,PIT06,1,0:00PM,day,false,"""115""","""Pete Cottrell""","""Pete Cottrell""",2015/12/22 8:36PM,goetl901,rearb901,(none),conlj102,park,none,0,unknown,-1,unknown,unknown,113,0,unknown,heink101,hutcj101,,,
PIT194109121,"""version 7RS(19) of 07/07/92""",BSN,PIT,1941/09/12,PIT06,1,0:00PM,day,false,"""115""","""Pete Cottrell""","""Pete Cottrell""",2015/12/25 2:00PM,conlj102,goetl901,(none),rearb901,park,none,0,unknown,-1,unknown,unknown,128,0,unknown,dietd102,johna102,,,
PIT194109122,"""version 7RS(19) of 07/07/92""",BSN,PIT,1941/09/12,PIT06,2,0:00PM,day,false,"""71,96,137,140,274""","""Tom Thress""","""Tom Thress""",2017/10/14 5:25PM,goetl901,rearb901,(none),conlj102,unknown,none,0,unknown,-1,unknown,unknown,129,2083,unknown,javea101,lannj101,,,
PIT194109130,"""version 7RS(19) of 07/07/92""",BSN,PIT,1941/09/13,PIT06,0,0:00PM,day,false,"""115,140""","""Pete Cottrell""","""Pete Cottrell""",2015/12/26 3:43PM,rearb901,conlj102,(none),goetl901,park,none,0,unknown,-1,unknown,unknown,136,2168,unknown,strin101,salvm101,,,
PIT194109170,"""version 7RS(19) of 07/07/92""",BRO,PIT,1941/09/17,PIT06,0,0:00PM,day,false,345,"""Dick Cramer""","""Dick Cramer""",2012/03/02 8:00AM,stewb901,mageg901,(none),dunnt901,unknown,none,0,unknown,-1,unknown,unknown,133,6206,unknown,davic103,heink101,hamll101,,
PIT194109180,"""version 7RS(19) of 07/07/92""",BRO,PIT,1941/09/18,PIT06,0,0:00PM,day,false,345,"""Dick Cramer""","""Dick Cramer""",2012/03/02 7:00PM,mageg901,dunnt901,(none),stewb901,unknown,none,0,unknown,-1,unknown,unknown,127,6803,unknown,sewer101,caseh101,,,
PIT194109231,"""version 7RS(19) of 07/07/92""",SLN,PIT,1941/09/23,PIT06,1,0:00PM,day,false,"""102""","""Doug Burks""","""Doug Burks""",2017/09/18 9:08PM,searz901,pineb101,(none),balll901,unknown,none,0,unknown,-1,unknown,unknown,118,0,unknown,heink101,coopm101,,,
PIT194109232,"""version 7RS(19) of 07/07/92""",SLN,PIT,1941/09/23,PIT06,2,0:00PM,day,false,"""102""","""Doug Burks""","""Doug Burks""",2017/09/23 9:05PM,pineb101,balll901,(none),searz901,unknown,none,0,unknown,-1,unknown,unknown,111,13040,unknown,lanim101,sewer101,,,
PIT194109240,"""version 7RS(19) of 07/07/92""",SLN,PIT,1941/09/24,PIT06,0,0:00PM,day,false,"""102""","""Doug Burks""","""Doug Burks""",2017/10/01 10:49PM,balll901,searz901,(none),pineb101,unknown,none,0,unknown,-1,unknown,unknown,107,2430,unknown,gumbh101,lannj101,,,
PIT194109250,"""version 7RS(19) of 07/07/92""",SLN,PIT,1941/09/25,PIT06,0,0:00PM,day,false,"""102""","""Doug Burks""","""Doug Burks""",2017/10/05 7:02PM,searz901,pineb101,(none),balll901,unknown,none,0,unknown,-1,unknown,unknown,118,2228,unknown,butcm101,white103,,,
PIT194109260,"""version 7RS(19) of 07/07/92""",CIN,PIT,1941/09/26,PIT06,0,0:00PM,day,false,"""523""","""DWV""","""DWV""",2015/02/12 1:29PM,barrg901,jordl901,(none),barla901,park,none,0,unknown,-1,dry,none,118,717,cloudy,vandj101,branb101,,,
PIT194109270,"""version 7RS(19) of 07/07/92""",CIN,PIT,1941/09/27,PIT06,0,0:00PM,day,false,"""523""","""DWV""","""DWV""",2015/02/12 1:58PM,jordl901,barla901,(none),barrg901,park,none,0,unknown,-1,dry,none,139,1695,sunny,ridde101,gee-j101,beggj101,,
PIT194109280,"""version 7RS(19) of 07/07/92""",CIN,PIT,1941/09/28,PIT06,0,0:00PM,day,false,"""523""","""DWV""","""DWV""",2015/02/12 2:19PM,barla901,barrg901,(none),jordl901,park,none,0,unknown,-1,dry,none,99,4137,sunny,clemb101,waltb102,,,
CHN194104150,"""version 7RS(19) of 07/07/92""",PIT,CHN,1941/04/15,CHI11,0,0:00PM,day,false,"""286""","""Bob Kapla""","""Bob Kapla""",2012/09/03 8:11PM,rearb901,goetl901,(none),conlj102,unknown,none,0,unknown,-1,unknown,unknown,129,17008,unknown,passc101,klinb101,,,
CHN194104170,"""version 7RS(19) of 07/07/92""",PIT,CHN,1941/04/17,CHI11,0,0:00PM,day,false,"""286""","""Bob Kapla""","""Bob Kapla""",2012/09/13 10:40AM,goetl901,conlj102,(none),rearb901,unknown,none,0,unknown,-1,unknown,unknown,135,4109,unknown,sewer101,olsev101,,,
CHN194104220,"""version 7RS(19) of 07/07/92""",CIN,CHN,1941/04/22,CHI11,0,0:00PM,day,false,"""130""","""D Lamoureaux""","""D Lamoureaux""",2007/12/27 3:30PM,jordl901,barrg901,(none),searz901,unknown,none,0,unknown,-1,unknown,unknown,101,14174,unknown,vandj101,lee-b103,,,
CHN194104230,"""version 7RS(19) of 07/07/92""",CIN,CHN,1941/04/23,CHI11,0,3:02PM,day,false,"""523""","""DWV""","""DWV""",2015/01/26 11:19AM,barrg901,searz901,(none),jordl901,park,none,45,unknown,-1,dry,none,126,5067,sunny,waltb102,ericp101,,,
CHN194104260,"""version 7RS(19) of 07/07/92""",SLN,CHN,1941/04/26,CHI11,0,0:00PM,day,false,"""67,111,128,208""","""Jim Herdman""","""Jim Herdman""",2017/06/14 9:10AM,conlj102,goetl901,(none),rearb901,unknown,none,0,unknown,-1,unknown,unknown,114,8499,unknown,lanim101,rootc101,,,
CHN194104270,"""version 7RS(19) of 07/07/92""",SLN,CHN,1941/04/27,CHI11,0,0:00PM,day,false,"""67,96,102,111,128,208,603""","""Tom Thress/RWood""","""Tom Thress/RWood""",2017/07/06 8:12PM,goetl901,rearb901,(none),conlj102,unknown,none,0,unknown,-1,unknown,unknown,129,18678,unknown,coopm101,lee-b103,,,
CHN194105130,"""version 7RS(19) of 07/07/92""",BSN,CHN,1941/05/13,CHI11,0,0:00PM,day,false,"""67,109,111,71,163,274""","""Dick Cramer""","""Dick Cramer""",2017/06/23 9:05PM,conlj102,goetl901,(none),rearb901,unknown,none,0,unknown,-1,unknown,unknown,122,5637,unknown,mootj101,earlt101,,,
CHN194105150,"""version 7RS(19) of 07/07/92""",NY1,CHN,1941/05/15,CHI11,0,0:00PM,day,false,"""270,109,67,111,104,99,98,103,96""","""Dick Cramer""","""Dick Cramer""",2017/06/10 8:00AM,stewb901,dunnt901,(none),mageg901,unknown,none,0,unknown,-1,unknown,unknown,131,4901,unknown,schuh103,passc101,,,
CHN194105160,"""version 7RS(19) of 07/07/92""",NY1,CHN,1941/05/16,CHI11,0,0:00PM,day,false,"""270""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2017/03/12 7:28PM,dunnt901,mageg901,(none),stewb901,unknown,none,0,unknown,-1,unknown,unknown,123,2481,unknown,lohrb101,lee-b103,hubbc101,,
CHN194105170,"""version 7RS(19) of 07/07/92""",NY1,CHN,1941/05/17,CHI11,0,0:00PM,day,false,"""270,109,67,104,103,96""","""Tom Thress""","""David W. Smith""",2017/06/24 7:45PM,mageg901,stewb901,(none),dunnt901,park,none,0,unknown,-1,unknown,unknown,121,6308,unknown,meltc101,olsev101,,,
CHN194105180,"""version 7RS(19) of 07/07/92""",BRO,CHN,1941/05/18,CHI11,0,0:00PM,day,false,345,"""Dick Cramer""","""Dick Cramer""",2012/01/05 9:15AM,pineb101,balll901,(none),barla901,unknown,none,0,unknown,-1,unknown,unknown,142,26537,unknown,frenl101,wyatw101,,,
CHN194105190,"""version 7RS(19) of 07/07/92""",BRO,CHN,1941/05/19,CHI11,0,0:00PM,day,false,345,"""Dick Cramer""","""Dick Cramer""",2012/01/05 6:15PM,barla901,pineb101,(none),balll901,unknown,none,0,unknown,-1,unknown,unknown,121,8120,unknown,passc101,caseh101,,,
CHN194105200,"""version 7RS(19) of 07/07/92""",BRO,CHN,1941/05/20,CHI11,0,0:00PM,day,false,345,"""Dick Cramer""","""Dick Cramer""",2012/01/05 6:15PM,barla901,pineb101,(none),balll901,unknown,none,0,unknown,-1,unknown,unknown,122,7963,unknown,lee-b103,higbk101,,,
CHN194105210,"""version 7RS(19) of 07/07/92""",PHI,CHN,1941/05/21,CHI11,0,0:00PM,day,false,"""109,67,96,111,119,266""","""Tom Thress""","""Tom Thress""",2017/07/17 7:56AM,barrg901,searz901,(none),jordl901,unknown,none,0,unknown,-1,unknown,unknown,133,3411,unknown,mootj101,hoerl101,,,
CHN194105230,"""version 7RS(19) of 07/07/92""",CIN,CHN,1941/05/23,CHI11,0,0:00PM,day,false,"""523""","""DWV""","""DWV""",2015/01/26 11:35AM,balll901,barla901,(none),pineb101,park,none,53,unknown,-1,dry,none,125,4729,sunny,ridde101,passc101,,,
CHN194105241,"""version 7RS(19) of 07/07/92""",CIN,CHN,1941/05/24,CHI11,1,0:00PM,day,false,"""523""","""DWV""","""DWV""",2015/01/26 11:55AM,barla901,pineb101,(none),balll901,park,none,56,unknown,-1,dry,none,110,0,sunny,lee-b103,turnj102,,,
CHN194105242,"""version 7RS(19) of 07/07/92""",CIN,CHN,1941/05/24,CHI11,2,0:00PM,day,false,"""523""","""DWV""","""DWV""",2015/01/26 1:37PM,pineb101,balll901,(none),barla901,park,none,57,unknown,-1,dry,none,132,19055,sunny,moorw102,frenl101,,,
CHN194105250,"""version 7RS(19) of 07/07/92""",CIN,CHN,1941/05/25,CHI11,0,0:00PM,day,false,"""523""","""DWV""","""DWV""",2015/01/26 1:56PM,balll901,barla901,(none),pineb101,park,none,0,unknown,-1,dry,none,103,18663,sunny,rootc101,derrp101,,,
CHN194106140,"""version 7RS(19) of 07/07/92""",PHI,CHN,1941/06/14,CHI11,0,0:00PM,day,false,"""109,67,96,111,119""","""Tom Thress""","""Tom Thress""",2017/08/07 11:10PM,goetl901,rearb901,(none),conlj102,unknown,none,0,unknown,-1,unknown,unknown,108,2838,unknown,olsev101,blanc101,,,
