game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gametype,umplf,umprf
FLO200906080,SFN,FLO,MIA01,2009/06/08,0,7:10PM,night,false,culbf901,cedeg901,wolfj901,onorb901,park,pitches,clumd701,77,torf,7,unknown,unknown,overcast,152,12068,wests001,johnr005,,,,
FLO200906090,SLN,FLO,MIA01,2009/06/09,0,7:10PM,night,false,johna901,holbs901,relic901,vanol901,park,pitches,clumd701,76,tocf,10,unknown,unknown,overcast,141,13103,lindm001,mottj001,,,,
FLO200906100,SLN,FLO,MIA01,2009/06/10,0,7:10PM,night,false,holbs901,relic901,vanol901,johna901,park,pitches,clumd701,86,fromcf,8,unknown,unknown,sunny,183,14624,waina001,volsc001,,,,
FLO200906110,SLN,FLO,MIA01,2009/06/11,0,12:11PM,day,false,relic901,vanol901,johna901,holbs901,park,pitches,jernr701,90,torf,1,unknown,unknown,cloudy,175,19112,millt002,nunel001,franr001,,,
FLO200906190,NYA,FLO,MIA01,2009/06/19,0,7:11PM,night,false,drakr901,kellj901,timmt901,wegnm901,park,pitches,jernr701,86,fromrf,7,unknown,unknown,cloudy,175,35027,petta001,wests001,,,,
FLO200906200,NYA,FLO,MIA01,2009/06/20,0,7:11PM,night,false,kellj901,timmt901,wegnm901,drakr901,park,pitches,jernr701,88,fromrf,17,unknown,unknown,cloudy,164,46427,johnj009,burna001,lindm001,,,
FLO200906210,NYA,FLO,MIA01,2009/06/21,0,5:07PM,night,false,timmt901,wegnm901,drakr901,kellj901,park,pitches,jernr701,95,torf,8,unknown,unknown,cloudy,187,35827,volsc001,tomkb001,lindm001,,,
FLO200906230,BAL,FLO,MIA01,2009/06/23,0,7:11PM,night,false,fostm901,fairc901,hirsj901,bellw901,park,pitches,jernr701,73,tocf,11,unknown,unknown,overcast,196,10222,badeb001,bassb001,,,,
FLO200906240,BAL,FLO,MIA01,2009/06/24,0,7:11PM,night,false,fairc901,hirsj901,bellw901,fostm901,park,pitches,jernr701,82,torf,15,unknown,unknown,cloudy,162,12469,nolar001,berkj001,meyed002,,,
FLO200906250,BAL,FLO,MIA01,2009/06/25,0,7:10PM,night,false,hirsj901,bellw901,fostm901,fairc901,park,pitches,mccac701,86,tocf,19,unknown,unknown,cloudy,156,12822,wests001,hillr001,,,,
FLO200906290,WAS,FLO,MIA01,2009/06/29,0,7:47PM,night,false,welkb901,welkt901,rapue901,hoyej901,park,pitches,jernr701,74,torf,5,wet,drizzle,unknown,150,10623,nolar001,villr001,nunel001,,,
FLO200906300,WAS,FLO,MIA01,2009/06/30,0,7:11PM,night,false,welkt901,rapue901,hoyej901,welkb901,park,pitches,mccac701,79,tolf,4,unknown,unknown,overcast,152,11821,pintr001,beimj001,,,,
FLO200907010,WAS,FLO,MIA01,2009/07/01,0,12:11PM,day,false,rapue901,hoyej901,welkb901,welkt901,park,pitches,clumd701,84,tolf,6,unknown,unknown,unknown,198,27032,meyed002,tavaj001,nunel001,,,
FLO200907030,PIT,FLO,MIA01,2009/07/03,0,6:40PM,night,false,carlm901,tscht901,davib902,ticht901,park,pitches,clumd701,85,rtol,13,unknown,unknown,unknown,165,16114,mortc002,volsc001,,,,
FLO200907040,PIT,FLO,MIA01,2009/07/04,0,6:10PM,night,false,tscht901,davib902,ticht901,carlm901,park,pitches,clumd701,87,tolf,9,unknown,unknown,cloudy,155,25303,milla002,dukez001,meyed002,,,
FLO200907050,PIT,FLO,MIA01,2009/07/05,0,1:11PM,day,false,davib902,ticht901,carlm901,tscht901,park,pitches,clumd701,91,tolf,8,unknown,unknown,cloudy,145,13287,nolar001,ohler001,,,,
FLO200907160,PHI,FLO,MIA01,2009/07/16,0,7:10PM,night,false,drakr901,wegnm901,kellj901,barrs901,park,pitches,jernr701,87,fromrf,10,unknown,unknown,cloudy,149,15171,moyej001,volsc001,,,,
FLO200907170,PHI,FLO,MIA01,2009/07/17,0,7:11PM,night,false,wegnm901,kellj901,barrs901,drakr901,park,pitches,jernr701,90,fromrf,10,unknown,unknown,sunny,245,22891,condc001,badeb001,lidgb001,,,
FLO200907190,PHI,FLO,MIA01,2009/07/19,0,1:10PM,day,false,kellj901,barrs901,drakr901,wegnm901,park,pitches,jernr701,92,rtol,7,unknown,unknown,cloudy,190,15033,happj001,milla002,,,,
FLO200907280,ATL,FLO,MIA01,2009/07/28,0,7:12PM,night,false,mealj901,hohnb901,emmep901,darlg901,park,pitches,jernr701,86,fromcf,10,unknown,unknown,cloudy,168,13128,nunel001,sorir001,,,,
FLO200907290,ATL,FLO,MIA01,2009/07/29,0,7:10PM,night,false,hohnb901,emmep901,darlg901,mealj901,park,pitches,jernr701,74,rtol,6,unknown,unknown,unknown,168,13518,johnj009,kawak001,nunel001,,,
FLO200907300,ATL,FLO,MIA01,2009/07/30,0,7:11PM,night,false,emmep901,darlg901,mealj901,hohnb901,park,pitches,mccac701,85,fromcf,9,unknown,unknown,unknown,196,14226,moylp001,ayall001,sorir001,,,
FLO200907310,CHN,FLO,MIA01,2009/07/31,0,7:10PM,night,false,hirsj901,fostm901,bellw901,fairc901,park,pitches,jernr701,87,fromcf,7,unknown,unknown,sunny,173,25024,donnb001,marmc001,nunel001,,,
FLO200908010,CHN,FLO,MIA01,2009/08/01,0,7:11PM,night,false,fostm901,bellw901,fairc901,hirsj901,park,pitches,jernr701,89,fromcf,9,unknown,unknown,sunny,251,35811,gregk001,nunel001,heila001,,,
FLO200908020,CHN,FLO,MIA01,2009/08/02,0,5:07PM,night,false,bellw901,fairc901,hirsj901,fostm901,park,pitches,jernr701,90,rtol,13,unknown,unknown,sunny,154,25969,donnb001,gregk001,,,,
FLO200908100,HOU,FLO,MIA01,2009/08/10,0,7:11PM,night,false,cousd901,johna901,joycj901,millb901,park,pitches,mccac701,88,fromcf,10,unknown,unknown,cloudy,175,12325,vandr001,moehb001,nunel001,,,
FLO200908110,HOU,FLO,MIA01,2009/08/11,0,7:10PM,night,false,johna901,joycj901,millb901,cousd901,park,pitches,clumd701,87,fromrf,7,unknown,unknown,cloudy,246,13312,sancb001,wrigw001,,,,
FLO200908120,HOU,FLO,MIA01,2009/08/12,0,7:12PM,night,false,joycj901,millb901,cousd901,johna901,park,pitches,mccac701,86,tocf,6,unknown,unknown,unknown,211,21122,norrb001,nolar001,,,,
FLO200908130,HOU,FLO,MIA01,2009/08/13,0,7:10PM,night,false,millb901,cousd901,johna901,joycj901,park,pitches,mccac701,87,fromrf,7,unknown,unknown,cloudy,154,14047,wests001,hampm001,,,,
FLO200908140,COL,FLO,MIA01,2009/08/14,0,7:10PM,night,false,wegnm901,drakr901,carlm901,kellj901,park,pitches,clumd701,86,fromcf,16,unknown,unknown,overcast,172,15965,johnj009,hammj002,nunel001,,,
FLO200908161,COL,FLO,MIA01,2009/08/16,1,1:35PM,day,false,carlm901,beald901,kellj901,wegnm901,park,pitches,mccac701,90,fromcf,21,unknown,unknown,cloudy,191,0,volsc001,cooka002,,,,
FLO200908162,COL,FLO,MIA01,2009/08/16,2,5:16PM,night,false,drakr901,kellj901,wegnm901,beald901,park,pitches,mccac701,91,fromcf,16,unknown,unknown,cloudy,204,20089,delaj001,vandr001,streh001,,,
FLO200908250,NYN,FLO,MIA01,2009/08/25,0,7:10PM,night,false,barkl901,reilm901,hudsm901,herna901,park,pitches,jernr701,85,fromcf,15,unknown,unknown,cloudy,160,14278,wests001,figun001,nunel001,,,
FLO200908260,NYN,FLO,MIA01,2009/08/26,0,7:12PM,night,false,reilm901,hudsm901,herna901,barkl901,park,pitches,jernr701,86,fromcf,12,unknown,unknown,cloudy,160,16123,johnj009,pelfm001,nunel001,,,
FLO200908270,NYN,FLO,MIA01,2009/08/27,0,1:11PM,day,false,hudsm901,herna901,barkl901,reilm901,park,pitches,jernr701,90,fromcf,12,unknown,unknown,cloudy,164,12423,reddt001,sanca004,,,,
FLO200908280,SDN,FLO,MIA01,2009/08/28,0,7:11PM,night,false,knigb901,wendh902,demud901,eddid901,park,pitches,jernr701,86,torf,8,unknown,unknown,sunny,210,14402,corrk001,volsc001,,,,
FLO200908290,SDN,FLO,MIA01,2009/08/29,0,6:10PM,night,false,wendh902,demud901,eddid901,knigb901,park,pitches,jernr701,84,fromrf,7,unknown,unknown,cloudy,196,20924,russa001,ayall001,bellh001,,,
FLO200908300,SDN,FLO,MIA01,2009/08/30,0,1:10PM,day,false,demud901,eddid901,knigb901,wendh902,park,pitches,jernr701,90,tocf,2,unknown,unknown,cloudy,192,12873,wests001,latom001,nunel001,,,
FLO200908310,ATL,FLO,MIA01,2009/08/31,0,7:10PM,night,false,johna901,cedeg901,culbf901,wolfj901,park,pitches,mccac701,86,fromrf,7,unknown,unknown,unknown,158,12244,kawak001,johnj009,,,,
FLO200909010,ATL,FLO,MIA01,2009/09/01,0,10:00PM,night,false,cedeg901,culbf901,wolfj901,johna901,park,pitches,jernr701,76,unknown,0,wet,drizzle,unknown,182,14024,hudst001,sanca004,sorir001,,,
FLO200909020,ATL,FLO,MIA01,2009/09/02,0,7:10PM,night,false,culbf901,wolfj901,johna901,cedeg901,park,pitches,clumd701,80,tocf,3,unknown,unknown,unknown,220,14723,nunel001,gonzm001,,,,
FLO200909030,ATL,FLO,MIA01,2009/09/03,0,7:10PM,night,false,wolfj901,johna901,cedeg901,culbf901,park,pitches,jernr701,73,ltor,9,unknown,unknown,unknown,193,13711,nolar001,medlk001,,,,
FLO200909110,WAS,FLO,MIA01,2009/09/11,0,7:10PM,night,false,welkt901,reynj901,fairc901,welkb901,park,pitches,jernr701,81,tolf,8,unknown,unknown,unknown,183,15247,martj005,sancb001,macdm001,,,
FLO200909120,WAS,FLO,MIA01,2009/09/12,0,8:44PM,night,false,reynj901,fairc901,welkb901,welkt901,park,pitches,jernr701,76,rtol,2,wet,drizzle,unknown,190,38214,woodt003,estrm001,,,,
FLO200909130,WAS,FLO,MIA01,2009/09/13,0,1:11PM,day,false,fairc901,welkb901,welkt901,reynj901,park,pitches,jernr701,89,tocf,9,unknown,unknown,sunny,168,15065,lannj001,volsc001,,,,
FLO200909221,PHI,FLO,MIA01,2009/09/22,1,4:10PM,day,false,iassd901,estam901,holbs901,wintm901,park,pitches,jernr701,90,fromcf,13,unknown,unknown,cloudy,186,0,blanj001,johnj009,,,,
FLO200909222,PHI,FLO,MIA01,2009/09/22,2,7:44PM,night,false,vanol901,holbs901,wintm901,estam901,park,pitches,jernr701,84,fromcf,10,unknown,unknown,cloudy,139,20039,sanca004,moyej001,nunel001,,,
FLO200909230,PHI,FLO,MIA01,2009/09/23,0,7:10PM,night,false,holbs901,wintm901,iassd901,vanol901,park,pitches,jernr701,84,fromcf,14,unknown,unknown,sunny,185,31042,meyed002,lidgb001,,,,
FLO200909250,NYN,FLO,MIA01,2009/09/25,0,7:11PM,night,false,hohnb901,cuzzp901,estam901,crawj901,park,pitches,jernr701,87,fromrf,9,unknown,unknown,cloudy,184,39031,parnb001,nunel001,rodrf003,,,
FLO200909260,NYN,FLO,MIA01,2009/09/26,0,7:11PM,night,false,cuzzp901,estam901,crawj901,hohnb901,park,pitches,jernr701,85,fromrf,9,unknown,unknown,unknown,169,35666,wests001,mainj001,donnb001,,,
FLO200909270,NYN,FLO,MIA01,2009/09/27,0,1:10PM,day,false,estam901,crawj901,hohnb901,cuzzp901,park,pitches,jernr701,87,tocf,13,unknown,unknown,cloudy,145,31167,miscp001,volsc001,,,,
BOS200904070,TBA,BOS,BOS07,2009/04/07,0,4:06PM,day,true,tscht901,davib902,nelsj901,carlm901,park,pitches,shalm701,45,ltor,17,unknown,unknown,unknown,159,37057,beckj002,shiej002,papej001,,,
BOS200904080,TBA,BOS,BOS07,2009/04/08,0,7:11PM,night,true,davib902,nelsj901,carlm901,tscht901,park,pitches,scogc701,45,ltor,12,unknown,unknown,unknown,190,37552,kazms001,lestj001,balfg001,,,
BOS200904090,TBA,BOS,BOS07,2009/04/09,0,1:37PM,day,true,nelsj901,carlm901,tscht901,davib902,park,pitches,shalm701,58,tocf,12,unknown,unknown,sunny,219,37784,garzm001,matsd001,perct001,,,
BOS200904170,BAL,BOS,BOS07,2009/04/17,0,7:12PM,night,true,danlk901,eddid901,wendh902,demud901,park,pitches,scogc701,67,ltor,13,unknown,unknown,cloudy,214,38266,ramir003,baezd001,papej001,,,
BOS200904180,BAL,BOS,BOS07,2009/04/18,0,7:10PM,night,true,eddid901,wendh902,demud901,danlk901,park,pitches,shalm701,49,fromrf,8,unknown,unknown,unknown,193,37559,beckj002,eatoa001,papej001,,,
BOS200904190,BAL,BOS,BOS07,2009/04/19,0,1:36PM,day,true,wendh902,demud901,danlk901,eddid901,park,pitches,petrm701,49,fromrf,19,unknown,unknown,cloudy,151,37869,lestj001,uehak001,saitt001,,,
BOS200904200,BAL,BOS,BOS07,2009/04/20,0,11:06AM,day,true,demud901,danlk901,eddid901,wendh902,park,pitches,scogc701,46,fromrf,10,unknown,unknown,unknown,193,37865,mastj001,hendm001,,,,
BOS200904221,MIN,BOS,BOS07,2009/04/22,1,12:35PM,day,true,hallt901,estam901,cuzzp901,crawj901,park,pitches,shalm701,60,tolf,8,unknown,unknown,cloudy,131,37608,waket001,bakes002,,,,
BOS200904222,MIN,BOS,BOS07,2009/04/22,2,7:57PM,night,true,fairc901,cuzzp901,crawj901,estam901,park,pitches,scogc701,52,ltor,12,wet,rain,unknown,148,37494,pennb002,lirif001,,,,
BOS200904240,NYA,BOS,BOS07,2009/04/24,0,7:11PM,night,true,culbf901,wolfj901,cedeg901,onorb901,park,pitches,scogc701,63,tolf,9,unknown,unknown,sunny,261,38163,ramir003,martd004,,,,
BOS200904250,NYA,BOS,BOS07,2009/04/25,0,4:10PM,day,true,wolfj901,cedeg901,onorb901,culbf901,park,pitches,shalm701,82,tolf,10,unknown,unknown,sunny,261,37699,okajh001,albaj001,,,,
BOS200904260,NYA,BOS,BOS07,2009/04/26,0,8:10PM,night,true,cedeg901,onorb901,culbf901,wolfj901,park,pitches,petrm701,60,fromcf,17,unknown,unknown,cloudy,189,38154,mastj001,petta001,saitt001,,,
BOS200905060,CLE,BOS,BOS07,2009/05/06,0,7:10PM,night,true,carlm901,tscht901,davib902,nelsj901,park,pitches,shalm701,56,tolf,13,unknown,unknown,sunny,173,37888,pavac001,mastj001,laffa001,,,
BOS200905070,CLE,BOS,BOS07,2009/05/07,0,7:10PM,night,true,tscht901,davib902,nelsj901,carlm901,park,pitches,ellib701,67,tolf,13,unknown,unknown,unknown,155,37541,waket001,sowej001,,,,
BOS200905080,TBA,BOS,BOS07,2009/05/08,0,7:11PM,night,true,welkb901,welkt901,barrs901,herna901,park,pitches,petrm701,73,torf,9,unknown,unknown,cloudy,172,37745,pennb002,shiej002,,,,
BOS200905090,TBA,BOS,BOS07,2009/05/09,0,3:41PM,day,true,welkt901,barrs901,herna901,welkb901,park,pitches,shalm701,65,tolf,6,unknown,unknown,unknown,213,37773,kazms001,lestj001,corml001,,,
BOS200905100,TBA,BOS,BOS07,2009/05/10,0,8:10PM,night,true,barrs901,herna901,welkb901,welkt901,park,pitches,shalm701,61,torf,20,unknown,unknown,cloudy,210,37759,ramir003,shoub001,papej001,,,
BOS200905190,TOR,BOS,BOS07,2009/05/19,0,7:12PM,night,true,bellw901,fostm901,hudsm901,hirsj901,park,pitches,shalm701,59,tolf,13,unknown,unknown,cloudy,133,37830,waket001,tallb001,papej001,,,
BOS200905200,TOR,BOS,BOS07,2009/05/20,0,7:11PM,night,true,fostm901,hudsm901,hirsj901,bellw901,park,pitches,petrm701,72,tolf,11,unknown,unknown,cloudy,178,38099,pennb002,cecib001,,,,
BOS200905210,TOR,BOS,BOS07,2009/05/21,0,7:11PM,night,true,hudsm901,hirsj901,bellw901,fostm901,park,pitches,scogc701,83,rtol,18,unknown,unknown,sunny,175,38347,lestj001,ray-r001,,,,
BOS200905220,NYN,BOS,BOS07,2009/05/22,0,7:12PM,night,true,nauep901,westj901,rapue901,fairc901,park,pitches,ellib701,84,ltor,10,unknown,unknown,unknown,170,38092,santj003,matsd001,rodrf003,,,
BOS200905230,NYN,BOS,BOS07,2009/05/23,0,7:11PM,night,true,westj901,rapue901,fairc901,nauep901,park,pitches,petrm701,55,rtol,8,unknown,unknown,sunny,169,37871,felip002,papej001,putzj001,,,
BOS200905240,NYN,BOS,BOS07,2009/05/24,0,1:37PM,day,true,rapue901,fairc901,nauep901,westj901,park,pitches,scogc701,80,tocf,5,unknown,unknown,cloudy,177,37446,waket001,reddt001,,,,
BOS200906050,TEX,BOS,BOS07,2009/06/05,0,7:10PM,night,true,kellj901,kulpr901,timmt901,drakr901,park,pitches,scogc701,56,fromrf,10,wet,drizzle,unknown,181,37519,millk004,pennb002,,,,
BOS200906060,TEX,BOS,BOS07,2009/06/06,0,7:09PM,night,true,kulpr901,timmt901,drakr901,kellj901,park,pitches,shalm701,65,tolf,12,unknown,unknown,sunny,145,37828,lestj001,holld003,,,,
BOS200906070,TEX,BOS,BOS07,2009/06/07,0,1:38PM,day,true,timmt901,drakr901,kellj901,kulpr901,park,pitches,petrm701,77,fromlf,9,unknown,unknown,cloudy,169,37537,padiv001,matsd001,wilsc004,,,
BOS200906090,NYA,BOS,BOS07,2009/06/09,0,7:11PM,night,true,everm901,davig901,hoyej901,buckc901,park,pitches,shalm701,53,tolf,10,wet,drizzle,unknown,184,37883,beckj002,burna001,,,,
BOS200906100,NYA,BOS,BOS07,2009/06/10,0,7:10PM,night,true,davig901,hoyej901,buckc901,everm901,park,pitches,scogc701,57,fromrf,6,unknown,unknown,unknown,203,38121,waket001,wangc001,papej001,,,
BOS200906110,NYA,BOS,BOS07,2009/06/11,0,7:12PM,night,true,hoyej901,buckc901,everm901,davig901,park,pitches,shalm701,55,fromcf,7,unknown,unknown,unknown,219,38153,saitt001,sabac001,papej001,,,
BOS200906160,FLO,BOS,BOS07,2009/06/16,0,7:10PM,night,true,hallt901,crawj901,barrs901,cuzzp901,park,pitches,scogc701,59,tolf,5,unknown,unknown,cloudy,150,38149,waket001,volsc001,,,,
BOS200906170,FLO,BOS,BOS07,2009/06/17,0,7:10PM,night,true,crawj901,barrs901,cuzzp901,hallt901,park,pitches,scogc701,70,tocf,14,unknown,unknown,sunny,190,38196,pennb002,milla002,,,,
BOS200906180,FLO,BOS,BOS07,2009/06/18,0,7:15PM,night,true,barrs901,cuzzp901,hallt901,crawj901,park,pitches,shalm701,63,tolf,11,wet,drizzle,unknown,104,37577,nolar001,lestj001,,,,
BOS200906190,ATL,BOS,BOS07,2009/06/19,0,7:12PM,night,true,emmep901,darlg901,hohnb901,drecb901,park,pitches,petrm701,72,fromlf,5,unknown,unknown,unknown,169,37703,kawak001,matsd001,,,,
BOS200906200,ATL,BOS,BOS07,2009/06/20,0,7:10PM,night,true,darlg901,hohnb901,drecb901,emmep901,park,pitches,shalm701,66,fromrf,12,unknown,unknown,unknown,131,38029,beckj002,lowed001,,,,
BOS200906210,ATL,BOS,BOS07,2009/06/21,0,1:38PM,day,true,hohnb901,drecb901,emmep901,darlg901,park,pitches,ellib701,63,fromcf,18,wet,drizzle,unknown,167,37243,papej001,bennj002,,,,
BOS200907030,SEA,BOS,BOS07,2009/07/03,0,7:11PM,night,true,gormb901,davig901,buckc901,everm901,park,pitches,scogc701,74,tolf,11,unknown,unknown,unknown,189,38078,jakuc001,ramir003,lowem002,,,
BOS200907040,SEA,BOS,BOS07,2009/07/04,0,1:06PM,day,true,davig901,buckc901,everm901,gormb901,park,pitches,shalm701,75,torf,12,unknown,unknown,unknown,186,37656,corcr001,saitt001,aardd001,,,
BOS200907050,SEA,BOS,BOS07,2009/07/05,0,1:35PM,day,true,buckc901,everm901,gormb901,davig901,park,pitches,ellib701,70,ltor,18,unknown,unknown,cloudy,177,37691,mastj001,batim001,,,,
BOS200907060,OAK,BOS,BOS07,2009/07/06,0,7:11PM,night,true,gibsg901,barrt901,mcclt901,fleta901,park,pitches,petrm701,72,tolf,13,unknown,unknown,sunny,154,38294,andeb004,smolj001,,,,
BOS200907070,OAK,BOS,BOS07,2009/07/07,0,7:11PM,night,true,barrt901,mcclt901,fleta901,gibsg901,park,pitches,scogc701,63,rtol,14,unknown,unknown,unknown,193,37676,beckj002,eveld001,papej001,,,
BOS200907080,OAK,BOS,BOS07,2009/07/08,0,7:09PM,night,true,mcclt901,fleta901,gibsg901,barrt901,park,pitches,petrm701,62,fromcf,11,unknown,unknown,unknown,183,37981,waket001,cahit001,papej001,,,
BOS200907090,KCA,BOS,BOS07,2009/07/09,0,7:12PM,night,true,millb901,cousd901,ticht901,joycj901,park,pitches,shalm701,63,fromrf,7,unknown,unknown,cloudy,212,38189,hochl001,mastj001,sorij001,,,
