game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gametype,umplf,umprf,htbf
ATL201309280,PHI,ATL,ATL02,2013/09/28,0,7:12PM,night,false,drecb901,everm901,welkt901,belld901,park,pitches,stamm701,70,fromcf,11,unknown,unknown,cloudy,211,38171,garcl005,minom001,,,,,
ATL201309290,PHI,ATL,ATL02,2013/09/29,0,1:38PM,day,false,everm901,welkt901,belld901,drecb901,park,pitches,stamm701,73,rtol,4,unknown,unknown,cloudy,207,42194,tehej001,minez001,,,,,
WAS201304010,MIA,WAS,WAS11,2013/04/01,0,1:09PM,day,false,kellj901,coope901,schrp901,fairc901,park,pitches,vincd701,61,torf,15,unknown,unknown,cloudy,130,45274,stras001,nolar001,sorir001,,,,
WAS201304030,MIA,WAS,WAS11,2013/04/03,0,7:08PM,night,false,coope901,schrp901,fairc901,kellj901,park,pitches,vincd701,45,fromcf,17,unknown,unknown,sunny,152,26269,gonzg003,slowk001,sorir001,,,,
WAS201304040,MIA,WAS,WAS11,2013/04/04,0,4:05PM,day,false,schrp901,fairc901,kellj901,coope901,park,pitches,vincd701,47,torf,7,unknown,unknown,unknown,154,25123,zimmj003,leblw001,,,,,
WAS201304090,CHA,WAS,WAS11,2013/04/09,0,7:08PM,night,false,cuzzp901,guccc901,hallt901,kulpr901,park,pitches,mathd701,81,ltor,9,unknown,unknown,sunny,193,24412,stamc001,peavj001,sorir001,,,,
WAS201304100,CHA,WAS,WAS11,2013/04/10,0,7:21PM,night,false,guccc901,hallt901,kulpr901,cuzzp901,park,pitches,mathd701,82,tocf,12,unknown,unknown,cloudy,155,24586,zimmj003,floyg001,sorir001,,,,
WAS201304110,CHA,WAS,WAS11,2013/04/11,0,7:05PM,night,false,hallt901,kulpr901,cuzzp901,guccc901,park,pitches,mathd701,78,fromcf,10,unknown,unknown,unknown,198,24785,hared001,axeld001,sorir001,,,,
WAS201304120,ATL,WAS,WAS11,2013/04/12,0,7:07PM,night,false,johna901,culbf901,welkb901,onorb901,park,pitches,tritb701,64,fromrf,11,unknown,unknown,cloudy,209,33130,oflae001,stamc001,kimbc001,,,,
WAS201304130,ATL,WAS,WAS11,2013/04/13,0,1:09PM,day,false,culbf901,welkb901,onorb901,johna901,park,pitches,tritb701,57,fromcf,12,unknown,unknown,cloudy,162,41992,hudst001,stras001,kimbc001,,,,
WAS201304140,ATL,WAS,WAS11,2013/04/14,0,1:36PM,day,false,welkb901,onorb901,johna901,culbf901,park,pitches,tritb701,61,fromcf,4,unknown,unknown,sunny,164,39389,mahop002,gonzg003,,,,,
WAS201304220,SLN,WAS,WAS11,2013/04/22,0,7:06PM,night,false,wolfj901,blasc901,joycj901,nelsj901,park,pitches,vincd701,51,rtol,9,unknown,unknown,unknown,162,27263,mills001,hared001,mujie001,,,,
WAS201304230,SLN,WAS,WAS11,2013/04/23,0,7:07PM,night,false,blasc901,joycj901,nelsj901,wolfj901,park,pitches,vincd701,60,rtol,3,unknown,unknown,sunny,162,29986,waina001,detwr001,mujie001,,,,
WAS201304240,SLN,WAS,WAS11,2013/04/24,0,1:09PM,day,false,joycj901,nelsj901,wolfj901,blasc901,park,pitches,vincd701,69,ltor,7,unknown,unknown,sunny,174,33694,garcj004,stras001,mujie001,,,,
WAS201304250,CIN,WAS,WAS11,2013/04/25,0,7:07PM,night,false,nauep901,fleta901,drakr901,holbs901,park,pitches,jacot701,63,fromrf,1,unknown,unknown,sunny,143,24748,gonzg003,arrob001,,,,,
WAS201304260,CIN,WAS,WAS11,2013/04/26,0,7:05PM,night,false,fleta901,drakr901,holbs901,nauep901,park,pitches,jacot701,62,unknown,0,unknown,unknown,cloudy,128,32995,zimmj003,bailh001,,,,,
WAS201304270,CIN,WAS,WAS11,2013/04/27,0,1:05PM,day,false,drakr901,holbs901,nauep901,fleta901,park,pitches,jacot701,65,fromrf,3,unknown,unknown,sunny,184,38903,hared001,leakm001,sorir001,,,,
WAS201304280,CIN,WAS,WAS11,2013/04/28,0,1:38PM,day,false,holbs901,nauep901,fleta901,drakr901,park,pitches,jacot701,66,rtol,3,unknown,unknown,unknown,207,36457,cingt001,detwr001,chapa001,,,,
WAS201305080,DET,WAS,WAS11,2013/05/08,0,8:02PM,night,false,wendh902,laynj901,porta901,gibsg901,park,pitches,tritb701,59,tocf,5,unknown,unknown,unknown,167,34893,zimmj003,sanca004,sorir001,,,,
WAS201305090,DET,WAS,WAS11,2013/05/09,0,4:06PM,day,false,laynj901,porta901,gibsg901,wendh902,park,pitches,tritb701,71,ltor,6,unknown,unknown,unknown,171,28742,hared001,fistd001,sorir001,,,,
WAS201305100,CHN,WAS,WAS11,2013/05/10,0,7:06PM,night,false,herna901,eddid901,tumpj901,nauep901,park,pitches,vincd701,80,torf,1,unknown,unknown,cloudy,143,37191,detwr001,samaj001,,,,,
WAS201305110,CHN,WAS,WAS11,2013/05/11,0,4:07PM,day,false,eddid901,tumpj901,nauep901,herna901,park,pitches,mathd701,76,torf,10,unknown,unknown,overcast,187,37116,jacke001,stras001,,,,,
WAS201305120,CHN,WAS,WAS11,2013/05/12,0,1:37PM,day,false,tumpj901,nauep901,herna901,eddid901,park,pitches,mathd701,63,ltor,19,unknown,unknown,cloudy,169,38788,russj003,sorir001,gregk001,,,,
WAS201305240,PHI,WAS,WAS11,2013/05/24,0,7:07PM,night,false,diazl901,timmt901,wintm901,wegnm901,park,pitches,jacot701,53,fromcf,11,unknown,unknown,unknown,164,28980,zimmj003,kendk001,sorir001,,,,
WAS201305250,PHI,WAS,WAS11,2013/05/25,0,7:15PM,night,false,timmt901,wintm901,wegnm901,diazl901,park,pitches,jacot701,63,ltor,11,unknown,unknown,cloudy,190,38012,durbc001,stord001,papej001,,,,
WAS201305260,PHI,WAS,WAS11,2013/05/26,0,1:37PM,day,false,wintm901,wegnm901,diazl901,timmt901,park,pitches,jacot701,65,ltor,9,unknown,unknown,sunny,163,39033,stras001,hamec001,,,,,
WAS201305270,BAL,WAS,WAS11,2013/05/27,0,1:07PM,day,false,cuzzp901,hallt901,kulpr901,estam901,park,pitches,vincd701,70,rtol,2,unknown,unknown,overcast,185,41260,hammj002,gonzg003,,,,,
WAS201305280,BAL,WAS,WAS11,2013/05/28,0,8:26PM,night,false,hallt901,kulpr901,estam901,cuzzp901,park,pitches,vincd701,70,rtol,4,unknown,unknown,cloudy,164,35664,dukez001,gausk001,,,,,
WAS201306040,NYN,WAS,WAS11,2013/06/04,0,7:05PM,night,false,bellw901,fostm901,mcclt901,hudsm901,park,pitches,tritb701,72,tolf,2,unknown,unknown,sunny,148,31473,clipt001,parnb001,,,,,
WAS201306050,NYN,WAS,WAS11,2013/06/05,0,7:07PM,night,false,fostm901,mcclt901,hudsm901,bellw901,park,pitches,tritb701,76,rtol,4,unknown,unknown,sunny,192,36155,gee-d001,hared001,,,,,
WAS201306080,MIN,WAS,WAS11,2013/06/08,0,4:07PM,day,false,welkt901,conrc901,everm901,barrs901,park,pitches,mathd701,82,ltor,3,unknown,unknown,sunny,222,41587,roenj001,stamc001,perkg001,,,,
WAS201306091,MIN,WAS,WAS11,2013/06/09,1,1:35PM,day,false,conrc901,rackd901,barrs901,welkt901,park,pitches,mathd701,79,fromrf,7,unknown,unknown,overcast,168,38516,zimmj003,diams001,,,,,
WAS201306092,MIN,WAS,WAS11,2013/06/09,2,7:07PM,night,false,everm901,barrs901,welkt901,rackd901,park,pitches,mathd701,81,tocf,10,unknown,unknown,unknown,197,27949,clipt001,swara001,sorir001,,,,
WAS201306200,COL,WAS,WAS11,2013/06/20,0,7:06PM,night,false,westj901,holbs901,fleta901,drakr901,park,pitches,vincd701,75,tolf,5,unknown,unknown,cloudy,169,31927,zimmj003,oswar001,,,,,
WAS201306210,COL,WAS,WAS11,2013/06/21,0,7:07PM,night,false,holbs901,fleta901,drakr901,westj901,park,pitches,vincd701,80,torf,3,unknown,unknown,sunny,152,34917,stras001,corpm001,sorir001,,,,
WAS201306220,COL,WAS,WAS11,2013/06/22,0,12:06PM,day,false,fleta901,drakr901,westj901,holbs901,park,pitches,vincd701,80,tocf,4,unknown,unknown,sunny,165,35787,chacj001,hared001,,,,,
WAS201306230,COL,WAS,WAS11,2013/06/23,0,1:36PM,day,false,drakr901,westj901,holbs901,fleta901,park,pitches,vincd701,79,fromcf,2,unknown,unknown,overcast,185,39307,delaj001,detwr001,brotr001,,,,
WAS201306250,ARI,WAS,WAS11,2013/06/25,0,7:07PM,night,false,estam901,gibsg901,wendh902,porta901,park,pitches,jacot701,90,torf,9,unknown,unknown,cloudy,188,30287,gonzg003,cahit001,sorir001,,,,
WAS201306260,ARI,WAS,WAS11,2013/06/26,0,7:06PM,night,false,gibsg901,wendh902,porta901,estam901,park,pitches,jacot701,82,ltor,5,unknown,unknown,unknown,141,31172,zimmj003,milew001,sorir001,,,,
WAS201306270,ARI,WAS,WAS11,2013/06/27,0,5:07PM,night,false,wendh902,porta901,estam901,gibsg901,park,pitches,jacot701,74,torf,5,unknown,unknown,overcast,223,32948,collj001,stamc001,bellh001,,,,
WAS201307010,MIL,WAS,WAS11,2013/07/01,0,7:06PM,night,false,carlm901,knigb901,iassd901,davig901,park,pitches,tritb701,80,tolf,3,unknown,unknown,unknown,182,24889,zimmj003,gally001,,,,,
WAS201307020,MIL,WAS,WAS11,2013/07/02,0,7:08PM,night,false,knigb901,iassd901,davig901,carlm901,park,pitches,tritb701,75,tolf,1,wet,drizzle,unknown,203,24897,hendj001,stord001,,,,,
WAS201307030,MIL,WAS,WAS11,2013/07/03,0,6:07PM,night,false,iassd901,davig901,carlm901,knigb901,park,pitches,tritb701,84,unknown,1,unknown,unknown,cloudy,166,28920,lohsk001,detwr001,rodrf003,,,,
WAS201307040,MIL,WAS,WAS11,2013/07/04,0,11:06AM,day,false,davig901,carlm901,knigb901,iassd901,park,pitches,tritb701,80,fromrf,2,unknown,unknown,unknown,215,38221,stord001,gorzt001,sorir001,,,,
WAS201307050,SDN,WAS,WAS11,2013/07/05,0,7:07PM,night,false,everm901,drecb901,wolcq901,rackd901,park,pitches,mathd701,88,tocf,2,unknown,unknown,cloudy,177,33979,gonzg003,casha001,sorir001,,,,
WAS201307060,SDN,WAS,WAS11,2013/07/06,0,4:05PM,day,false,drecb901,wolcq901,rackd901,welkt901,park,pitches,mathd701,90,tolf,4,unknown,unknown,cloudy,195,33314,ohler001,vincn001,sorir001,,,,
WAS201307070,SDN,WAS,WAS11,2013/07/07,0,1:37PM,day,false,wolcq901,rackd901,welkt901,everm901,park,pitches,mathd701,90,tolf,14,unknown,unknown,unknown,211,31483,stras001,erlir001,,,,,
WAS201307190,LAN,WAS,WAS11,2013/07/19,0,7:08PM,night,false,schrp901,fairc901,kellj901,coope901,park,pitches,vincd701,92,ltor,4,unknown,unknown,unknown,180,39146,belir001,sorir001,jansk001,,,,
WAS201307200,LAN,WAS,WAS11,2013/07/20,0,7:07PM,night,false,fairc901,kellj901,coope901,schrp901,park,pitches,vincd701,92,ltor,12,unknown,unknown,cloudy,247,41816,withc001,stamc001,jansk001,,,,
WAS201307210,LAN,WAS,WAS11,2013/07/21,0,1:38PM,day,false,kellj901,coope901,schrp901,fairc901,park,pitches,vincd701,89,fromcf,3,unknown,unknown,cloudy,179,34758,kersc001,zimmj003,,,,,
WAS201307220,PIT,WAS,WAS11,2013/07/22,0,7:06PM,night,false,diazl901,timmt901,estam901,wintm901,park,pitches,jacot701,86,tocf,6,unknown,unknown,unknown,194,29200,mortc002,hared001,mazzv001,,,,
WAS201307230,PIT,WAS,WAS11,2013/07/23,0,7:05PM,night,false,timmt901,estam901,wintm901,diazl901,park,pitches,jacot701,83,fromrf,7,unknown,unknown,sunny,162,32976,coleg001,jordt001,,,,,
WAS201307240,PIT,WAS,WAS11,2013/07/24,0,7:08PM,night,false,estam901,wintm901,diazl901,timmt901,park,pitches,jacot701,81,fromcf,10,unknown,unknown,cloudy,173,33636,lirif001,stras001,melam001,,,,
WAS201307250,PIT,WAS,WAS11,2013/07/25,0,12:36PM,day,false,wintm901,diazl901,timmt901,estam901,park,pitches,jacot701,73,fromcf,2,unknown,unknown,sunny,219,38862,kroli001,morrb002,,,,,
WAS201307261,NYN,WAS,WAS11,2013/07/26,1,1:36PM,day,false,bellw901,rackd901,barkl901,carav901,park,pitches,tritb701,78,ltor,3,unknown,unknown,unknown,193,33858,mejij001,zimmj003,,,,,
WAS201307262,NYN,WAS,WAS11,2013/07/26,2,7:06PM,night,false,danlk901,barkl901,carav901,rackd901,park,pitches,tritb701,83,rtol,1,unknown,unknown,cloudy,173,33689,sorir001,hawkl001,,,,,
WAS201307270,NYN,WAS,WAS11,2013/07/27,0,3:07PM,day,false,barkl901,carav901,bellw901,danlk901,park,pitches,tritb701,83,torf,8,unknown,unknown,unknown,137,37464,hared001,gee-d001,sorir001,,,,
WAS201307280,NYN,WAS,WAS11,2013/07/28,0,1:37PM,day,false,carav901,bellw901,danlk901,barkl901,park,pitches,tritb701,81,tocf,2,unknown,unknown,unknown,197,31467,jordt001,torrc001,,,,,
WAS201308050,ATL,WAS,WAS11,2013/08/05,0,7:07PM,night,false,drakr901,westj901,holbs901,hamaa901,park,pitches,vincd701,77,tolf,2,unknown,unknown,cloudy,175,33002,carpd001,clipt001,waldj001,,,,
WAS201308060,ATL,WAS,WAS11,2013/08/06,0,7:07PM,night,false,westj901,holbs901,hamaa901,drakr901,park,pitches,vincd701,72,torf,1,unknown,unknown,unknown,173,30875,tehej001,gonzg003,kimbc001,,,,
WAS201308070,ATL,WAS,WAS11,2013/08/07,0,7:06PM,night,false,holbs901,hamaa901,drakr901,westj901,park,pitches,vincd701,81,tocf,1,unknown,unknown,unknown,201,29114,medlk001,mattr001,kimbc001,,,,
WAS201308090,PHI,WAS,WAS11,2013/08/09,0,7:06PM,night,false,davib902,reynj901,hirsj901,hoyej901,park,pitches,mathd701,87,fromlf,14,unknown,unknown,cloudy,151,27831,hared001,lannj001,,,,,
WAS201308100,PHI,WAS,WAS11,2013/08/10,0,7:06PM,night,false,reynj901,hirsj901,hoyej901,davib902,park,pitches,mathd701,82,ltor,8,unknown,unknown,cloudy,171,32676,roart001,diekj001,sorir001,,,,
WAS201308110,PHI,WAS,WAS11,2013/08/11,0,5:06PM,night,false,hirsj901,hoyej901,davib902,reynj901,park,pitches,mathd701,83,ltor,9,unknown,unknown,cloudy,159,32355,stras001,kendk001,,,,,
WAS201308130,SFN,WAS,WAS11,2013/08/13,0,7:06PM,night,false,wolfj901,estam901,joycj901,nelsj901,park,pitches,jacot701,84,fromrf,3,unknown,unknown,unknown,200,27304,roart001,moscg001,sorir001,,,,
WAS201308140,SFN,WAS,WAS11,2013/08/14,0,7:06PM,night,false,estam901,joycj901,nelsj901,wolfj901,park,pitches,jacot701,72,ltor,8,unknown,unknown,cloudy,172,30657,zimmj003,linct001,sorir001,,,,
WAS201308150,SFN,WAS,WAS11,2013/08/15,0,4:06PM,day,false,joycj901,nelsj901,wolfj901,estam901,park,pitches,jacot701,76,torf,6,unknown,unknown,sunny,203,36719,lopej002,sorir001,romos001,,,,
WAS201308270,MIA,WAS,WAS11,2013/08/27,0,7:06PM,night,false,dimum901,barrs901,marqa901,barrt901,park,pitches,tritb701,84,tolf,8,unknown,unknown,cloudy,157,24616,ohler001,eovan001,sorir001,,,,
WAS201308280,MIA,WAS,WAS11,2013/08/28,0,7:08PM,night,false,barrs901,marqa901,barrt901,dimum901,park,pitches,tritb701,76,ltor,6,unknown,unknown,overcast,178,24394,stord001,dunnm002,sorir001,,,,
WAS201308290,MIA,WAS,WAS11,2013/08/29,0,7:07PM,night,false,marqa901,barrt901,dimum901,barrs901,park,pitches,tritb701,82,fromrf,5,unknown,unknown,cloudy,145,27374,gonzg003,koeht001,,,,,
WAS201308300,NYN,WAS,WAS11,2013/08/30,0,7:05PM,night,false,knigb901,carlm901,davig901,iassd901,park,pitches,vincd701,82,tocf,9,unknown,unknown,sunny,145,35008,gee-d001,zimmj003,hawkl001,,,,
WAS201308310,NYN,WAS,WAS11,2013/08/31,0,7:06PM,night,false,carlm901,davig901,iassd901,knigb901,park,pitches,vincd701,84,fromcf,7,unknown,unknown,unknown,191,34481,wheez001,hared001,,,,,
WAS201309010,NYN,WAS,WAS11,2013/09/01,0,8:07PM,night,false,davig901,iassd901,knigb901,carlm901,park,pitches,mathd701,85,fromcf,4,unknown,unknown,unknown,189,28995,davie002,germg001,sorir001,,,,
WAS201309130,PHI,WAS,WAS11,2013/09/13,0,7:06PM,night,false,hicke901,joycj901,nelsj901,wolfj901,park,pitches,jacot701,71,fromcf,6,unknown,unknown,unknown,179,31325,ohler001,kendk001,,,,,
WAS201309140,PHI,WAS,WAS11,2013/09/14,0,7:06PM,night,false,joycj901,nelsj901,wolfj901,hicke901,park,pitches,jacot701,66,fromcf,12,unknown,unknown,sunny,204,33972,hamec001,gonzg003,papej001,,,,
WAS201309150,PHI,WAS,WAS11,2013/09/15,0,1:37PM,day,false,nelsj901,wolfj901,hicke901,joycj901,park,pitches,jacot701,72,rtol,4,unknown,unknown,unknown,184,33746,zimmj003,cloyt001,,,,,
WAS201309171,ATL,WAS,WAS11,2013/09/17,1,1:07PM,day,false,ticht901,demud901,buckc901,scotd901,park,pitches,tritb701,63,ltor,5,unknown,unknown,sunny,183,25066,kroli001,kimbc001,,,,,
WAS201309172,ATL,WAS,WAS11,2013/09/17,2,7:06PM,night,false,bakej902,buckc901,scotd901,demud901,park,pitches,tritb701,63,fromrf,3,unknown,unknown,sunny,145,28369,roart001,garcf002,,,,,
WAS201309180,ATL,WAS,WAS11,2013/09/18,0,7:06PM,night,false,buckc901,scotd901,ticht901,bakej902,park,pitches,tritb701,65,rtol,2,unknown,unknown,cloudy,200,30636,loe-k001,ohler001,kimbc001,,,,
WAS201309190,MIA,WAS,WAS11,2013/09/19,0,7:06PM,night,false,welkb901,onorb901,culbf901,johna901,park,pitches,vincd701,73,tolf,3,unknown,unknown,cloudy,175,25945,gonzg003,alvah001,sorir001,,,,
WAS201309200,MIA,WAS,WAS11,2013/09/20,0,7:05PM,night,false,onorb901,culbf901,johna901,welkb901,park,pitches,vincd701,73,torf,4,unknown,unknown,cloudy,142,34752,zimmj003,turnj002,,,,,
WAS201309221,MIA,WAS,WAS11,2013/09/22,1,1:35PM,day,false,culbf901,rackd901,welkb901,onorb901,park,pitches,vincd701,68,fromcf,10,unknown,unknown,unknown,159,35101,koeht001,hared001,cishs001,,,,
WAS201309222,MIA,WAS,WAS11,2013/09/22,2,7:06PM,night,false,johna901,welkb901,onorb901,rackd901,park,pitches,vincd701,69,fromcf,8,unknown,unknown,overcast,201,34824,sorir001,dysos001,,,,,
ARI201304010,SLN,ARI,PHO01,2013/04/01,0,7:10PM,night,false,davig901,iassd901,knigb901,carlm901,park,pitches,rausg701,82,fromrf,8,unknown,unknown,cloudy,166,48023,kenni001,waina001,,,,,
ARI201304020,SLN,ARI,PHO01,2013/04/02,0,6:40PM,night,false,iassd901,knigb901,carlm901,davig901,park,pitches,rausg701,82,ltor,12,unknown,unknown,sunny,177,28356,garcj004,cahit001,,,,,
ARI201304030,SLN,ARI,PHO01,2013/04/03,0,6:40PM,night,false,knigb901,carlm901,davig901,iassd901,park,pitches,rausg701,83,fromlf,5,unknown,unknown,sunny,332,26891,collj001,salaf001,,,,,
ARI201304080,PIT,ARI,PHO01,2013/04/08,0,6:40PM,night,false,drecb901,fagac901,darlg901,emmep901,park,pitches,rausg701,75,unknown,0,dry,none,dome,186,21392,gomej002,cahit001,grilj001,,,,
ARI201304090,PIT,ARI,PHO01,2013/04/09,0,6:40PM,night,false,fagac901,darlg901,emmep901,drecb901,park,pitches,rausg701,73,torf,10,unknown,unknown,unknown,183,19872,mcdoj004,mccab001,grilj001,,,,
ARI201304100,PIT,ARI,PHO01,2013/04/10,0,12:40PM,day,false,darlg901,emmep901,drecb901,fagac901,park,pitches,rausg701,70,fromlf,4,unknown,unknown,sunny,172,17769,milew001,sancj002,,,,,
ARI201304120,LAN,ARI,PHO01,2013/04/12,0,6:40PM,night,false,davib902,reynj901,hoyej901,hirsj901,park,pitches,johnr701,84,ltor,2,unknown,unknown,sunny,175,29520,corbp001,kersc001,putzj001,,,,
ARI201304130,LAN,ARI,PHO01,2013/04/13,0,5:10PM,night,false,reynj901,hoyej901,hirsj901,davib902,park,pitches,johnr701,86,torf,8,unknown,unknown,sunny,211,37214,ryu-h001,kenni001,leagb001,,,,
ARI201304140,LAN,ARI,PHO01,2013/04/14,0,1:10PM,day,false,hoyej901,hirsj901,davib902,reynj901,park,pitches,johnr701,73,unknown,0,dry,none,dome,146,32313,putzj001,beckj002,,,,,
ARI201304250,COL,ARI,PHO01,2013/04/25,0,6:41PM,night,false,danlk901,carav901,cedeg901,barkl901,park,pitches,rausg701,79,ltor,8,unknown,unknown,sunny,189,24532,cahit001,delaj001,putzj001,,,,
ARI201304260,COL,ARI,PHO01,2013/04/26,0,6:40PM,night,false,carav901,cedeg901,barkl901,danlk901,park,pitches,johnr701,88,ltor,8,unknown,unknown,sunny,188,28801,nicaj001,mccab001,betar001,,,,
ARI201304270,COL,ARI,PHO01,2013/04/27,0,5:10PM,night,false,cedeg901,barkl901,danlk901,carav901,park,pitches,johnr701,76,unknown,0,dry,none,dome,209,31019,putzj001,escae001,,,,,
ARI201304280,COL,ARI,PHO01,2013/04/28,0,1:10PM,day,false,barkl901,danlk901,carav901,cedeg901,park,pitches,johnr701,74,unknown,0,dry,none,dome,153,24852,corbp001,garlj001,putzj001,,,,
ARI201304290,SFN,ARI,PHO01,2013/04/29,0,6:40PM,night,false,scotd901,millb901,buckc901,ticht901,park,pitches,rausg701,99,ltor,10,unknown,unknown,sunny,189,18036,machj002,ziegb001,romos001,,,,
ARI201304300,SFN,ARI,PHO01,2013/04/30,0,6:40PM,night,false,millb901,buckc901,ticht901,scotd901,park,pitches,rausg701,96,fromlf,14,unknown,unknown,sunny,157,20319,rosas001,putzj001,romos001,,,,
ARI201305010,SFN,ARI,PHO01,2013/05/01,0,6:40PM,night,false,buckc901,muchm901,scotd901,millb901,park,pitches,rausg701,92,fromlf,9,unknown,unknown,sunny,211,21277,kontg001,hernd002,romos001,,,,
ARI201305090,PHI,ARI,PHO01,2013/05/09,0,6:40PM,night,false,muchm901,carav901,cedeg901,danlk901,park,pitches,rausg701,88,torf,4,unknown,unknown,sunny,161,20000,corbp001,hamec001,bellh001,,,,
ARI201305100,PHI,ARI,PHO01,2013/05/10,0,6:40PM,night,false,carav901,cedeg901,danlk901,muchm901,park,pitches,johnr701,92,ltor,6,unknown,unknown,cloudy,162,31939,sippt001,adamm001,hernd002,,,,
ARI201305110,PHI,ARI,PHO01,2013/05/11,0,5:10PM,night,false,cedeg901,danlk901,muchm901,carav901,park,pitches,johnr701,94,rtol,5,unknown,unknown,sunny,203,28144,lee-c003,cahit001,papej001,,,,
ARI201305120,PHI,ARI,PHO01,2013/05/12,0,1:10PM,day,false,danlk901,muchm901,carav901,cedeg901,park,pitches,johnr701,79,unknown,0,dry,none,dome,185,32808,defrj001,reynm002,papej001,,,,
ARI201305130,ATL,ARI,PHO01,2013/05/13,0,6:40PM,night,false,reynj901,hoyej901,hirsj901,tumpj901,park,pitches,rausg701,99,tolf,5,unknown,unknown,cloudy,182,25051,minom001,milew001,,,,,
ARI201305140,ATL,ARI,PHO01,2013/05/14,0,6:40PM,night,false,hoyej901,hirsj901,tumpj901,reynj901,park,pitches,rausg701,98,ltor,13,unknown,unknown,sunny,168,30154,corbp001,tehej001,bellh001,,,,
ARI201305150,ATL,ARI,PHO01,2013/05/15,0,12:40PM,day,false,hirsj901,tumpj901,reynj901,hoyej901,park,pitches,rausg701,77,unknown,0,dry,none,dome,180,23542,kenni001,hudst001,bellh001,,,,
ARI201305240,SDN,ARI,PHO01,2013/05/24,0,6:40PM,night,false,emmep901,muchm901,drecb901,darlg901,park,pitches,johnr701,95,fromlf,13,unknown,unknown,sunny,163,24043,mccab001,stule002,bellh001,,,,
ARI201305250,SDN,ARI,PHO01,2013/05/25,0,7:10PM,night,false,muchm901,drecb901,darlg901,emmep901,park,pitches,johnr701,97,ltor,9,unknown,unknown,sunny,191,26628,casha001,milew001,,,,,
ARI201305260,SDN,ARI,PHO01,2013/05/26,0,1:11PM,day,false,drecb901,darlg901,emmep901,muchm901,park,pitches,johnr701,74,unknown,0,dry,none,dome,172,27639,corbp001,laynt001,bellh001,,,,
ARI201305271,TEX,ARI,PHO01,2013/05/27,1,12:40PM,day,false,cedeg901,barkl901,conrc901,wolcq901,park,pitches,johnr701,74,unknown,0,dry,none,dome,189,30638,skagt001,perem004,bellh001,,,,
ARI201305272,TEX,ARI,PHO01,2013/05/27,2,6:40PM,night,false,carav901,wolcq901,cedeg901,conrc901,park,pitches,rausg701,92,torf,8,unknown,unknown,sunny,163,23622,ziegb001,frasj002,,,,,
ARI201306070,SFN,ARI,PHO01,2013/06/07,0,6:40PM,night,false,porta901,laynj901,gibsg901,wendh902,park,pitches,johnr701,83,unknown,0,dry,none,dome,168,37542,ziegb001,affej001,bellh001,,,,
ARI201306080,SFN,ARI,PHO01,2013/06/08,0,7:10PM,night,false,gibsg901,wendh902,rippm901,porta901,park,pitches,johnr701,82,unknown,0,dry,none,dome,213,44574,bumgm001,cahit001,,,,,
ARI201306090,SFN,ARI,PHO01,2013/06/09,0,1:10PM,day,false,wendh902,rippm901,porta901,gibsg901,park,pitches,johnr701,77,unknown,0,dry,none,dome,178,38222,gaudc001,skagt001,,,,,
ARI201306170,MIA,ARI,PHO01,2013/06/17,0,6:40PM,night,false,mcclt901,muchm901,fostm901,hudsm901,park,pitches,rausg701,81,unknown,0,dry,none,dome,167,19354,dunnm002,bellh001,cishs001,,,,
ARI201306180,MIA,ARI,PHO01,2013/06/18,0,6:40PM,night,false,muchm901,fostm901,hudsm901,mcclt901,park,pitches,rausg701,80,unknown,0,dry,none,dome,142,21067,hernd002,qualc001,,,,,
ARI201306190,MIA,ARI,PHO01,2013/06/19,0,12:40PM,day,false,fostm901,hudsm901,mcclt901,muchm901,park,pitches,rausg701,77,unknown,0,dry,none,dome,162,26867,hernd002,fernj003,bellh001,,,,
ARI201306210,CIN,ARI,PHO01,2013/06/21,0,6:40PM,night,false,reynj901,schrp901,danlk901,davib902,park,pitches,johnr701,79,unknown,0,dry,none,dome,209,27819,harrw002,cuetj001,,,,,
ARI201306220,CIN,ARI,PHO01,2013/06/22,0,4:15PM,day,false,schrp901,danlk901,davib902,reynj901,park,pitches,johnr701,77,unknown,0,dry,none,dome,151,30567,ziegb001,chapa001,,,,,
ARI201306230,CIN,ARI,PHO01,2013/06/23,0,1:10PM,day,false,danlk901,davib902,reynj901,schrp901,park,pitches,johnr701,75,unknown,0,dry,none,dome,194,30723,latom001,delgr001,chapa001,,,,
ARI201307050,COL,ARI,PHO01,2013/07/05,0,6:44PM,night,false,millb901,ticht901,scotd901,hamaa901,park,pitches,johnr701,80,unknown,0,dry,none,dome,160,45505,skagt001,delaj001,,,,,
ARI201307060,COL,ARI,PHO01,2013/07/06,0,7:10PM,night,false,ticht901,scotd901,hamaa901,millb901,park,pitches,johnr701,82,unknown,0,dry,none,dome,167,22395,milew001,pomed001,,,,,
ARI201307070,COL,ARI,PHO01,2013/07/07,0,1:10PM,day,false,scotd901,hamaa901,millb901,ticht901,park,pitches,johnr701,78,unknown,0,dry,none,dome,153,22090,corbp001,oswar001,,,,,
ARI201307080,LAN,ARI,PHO01,2013/07/08,0,6:40PM,night,false,mcclt901,hudsm901,gibsh902,fostm901,park,pitches,rausg701,81,unknown,0,dry,none,dome,173,22614,greiz001,delgr001,,,,,
