game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,away_pitcher,wp,lp,winner
BOS191905010,BOS,NYA,1,0,,D,quinj102,maysc101,NYA
BOS191905020,BOS,NYA,0,1,,D,russa101,jones104,NYA
BOS191905030,BOS,NYA,0,1,,D,ruthb101,shawb102,BOS
BOS191905050,BOS,NYA,0,0,,D,quinj102,dumog101,NYA
BOS191905060,BOS,WS1,0,0,,D,caldr101,harph101,BOS
BOS191905080,BOS,WS1,0,0,,D,jones104,johnw102,BOS
BOS191906050,BOS,DET,0,1,,D,ruthb101,leond102,BOS
BOS191906060,BOS,DET,0,0,,D,pennh101,ehmkh101,BOS
BOS191906070,BOS,DET,0,1,,D,daush101,caldr101,DET
BOS191906100,BOS,CHA,1,0,,D,cicoe101,ruthb101,CHA
BOS191906110,BOS,CHA,0,2,,D,willl104,maysc101,CHA
BOS191906120,BOS,CHA,0,0,,D,pennh101,faber101,BOS
BOS191906130,BOS,CHA,0,1,,D,jones104,shelf101,BOS
BOS191906140,BOS,CLE,0,0,,D,bagbj101,ruthb101,CLE
BOS191906160,BOS,CLE,0,1,,D,coves101,maysc101,CLE
BOS191906171,BOS,CLE,1,2,,D,philt102,jones104,CLE
BOS191906172,BOS,CLE,1,0,,D,mortg101,pennh101,CLE
BOS191906180,BOS,SLA,0,0,,D,sotha101,jameb103,SLA
BOS191906190,BOS,SLA,0,0,,D,maysc101,shocu101,BOS
BOS191906200,BOS,SLA,0,0,,D,ruthb101,gallb103,BOS
BOS191906210,BOS,SLA,0,0,,D,,,SLA
BOS191906230,BOS,WS1,0,1,,D,harph101,caldr101,WS1
BOS191906240,BOS,WS1,0,0,,D,caldr101,ayerd101,BOS
BOS191906251,BOS,WS1,1,4,,D,shawj101,ruthb101,WS1
BOS191906252,BOS,WS1,1,0,,D,jones104,johnw102,BOS
BOS191906260,BOS,WS1,1,1,,D,harph101,pennh101,WS1
BOS191907041,BOS,PHA,3,0,,D,pennh101,kinnw101,BOS
BOS191907042,BOS,PHA,0,0,,D,caldr101,perrs101,BOS
BOS191907051,BOS,PHA,1,0,,D,roget101,caldr101,PHA
BOS191907052,BOS,PHA,2,0,,D,johnj102,jones104,PHA
BOS191907071,BOS,PHA,0,0,,D,jones104,naylr101,BOS
BOS191907072,BOS,PHA,0,0,,D,pennh101,perrs101,BOS
BOS191907240,BOS,NYA,0,1,,D,pennh101,shawb102,BOS
BOS191907250,BOS,NYA,0,0,,D,ruthb101,russa101,BOS
BOS191907260,BOS,NYA,1,2,,D,russa101,jones104,NYA
BOS191907280,BOS,NYA,1,1,,D,pennh101,schnp101,BOS
BOS191907290,BOS,DET,1,0,,D,leond102,mussp101,DET
BOS191907301,BOS,DET,0,0,,D,daush101,jones104,DET
BOS191907302,BOS,DET,0,1,,D,jameb103,ehmkh101,BOS
BOS191907310,BOS,DET,1,0,,D,hoytw101,ayerd101,BOS
BOS191908021,BOS,CHA,1,2,,D,russa101,cicoe101,BOS
BOS191908022,BOS,CHA,0,0,,D,willl104,pennh101,CHA
BOS191908040,BOS,CHA,1,0,,D,jones104,faber101,BOS
BOS191908050,BOS,CLE,0,0,,D,hoytw101,bagbj101,BOS
BOS191908070,BOS,CLE,7,0,,D,pennh101,myere101,BOS
BOS191908080,BOS,CLE,0,0,,D,coves101,mcgrb101,CLE
