game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,umplf,umprf
NY1191907240,"""version 7RS(19) of 07/07/92""",BSN,NY1,1919/07/24,NYC14,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/03/11 1:19AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,6000,barnj102,nehfa101,,,,
NY1191907250,"""version 7RS(19) of 07/07/92""",BSN,NY1,1919/07/25,NYC14,0,0:00PM,day,false,"""276,163,274,611""","""Rob Wood""","""Rob Wood""",2023/03/28 8:17PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,0,tonef101,rudod101,,,,
NY1191907260,"""version 7RS(19) of 07/07/92""",BSN,NY1,1919/07/26,NYC14,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/03/12 1:55AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,130,22000,filld101,dubuj101,,,,
NY1191907270,"""version 7RS(19) of 07/07/92""",BSN,NY1,1919/07/27,NYC14,0,0:00PM,day,false,"""96,395,163,274,71,606""","""Cliff Blau""","""Cliff Blau""",2023/03/05 7:54PM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,116,22000,barnj102,keatr101,,,,
NY1191908131,"""version 7RS(19) of 07/07/92""",CIN,NY1,1919/08/13,NYC14,1,0:00PM,day,false,"""73,137,74""","""Ron Fisher/RWood""","""Ron Fisher/RWood""",2002/03/22 6:11PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,145,0,ruetd101,nehfa101,,,,
NY1191908132,"""version 7RS(19) of 07/07/92""",CIN,NY1,1919/08/13,NYC14,2,0:00PM,day,false,"""73,137""","""Ron Fisher""","""Ron Fisher""",2002/03/23 8:06PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,90,38000,salls101,dougp101,,,,
NY1191908141,"""version 7RS(19) of 07/07/92""",CIN,NY1,1919/08/14,NYC14,1,0:00PM,day,false,"""73,137,74""","""Ron Fisher/RWood""","""Ron Fisher/RWood""",2002/03/25 2:56PM,odayh101,quige901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,144,0,tonef101,ringj101,,,,
NY1191908142,"""version 7RS(19) of 07/07/92""",CIN,NY1,1919/08/14,NYC14,2,0:00PM,day,false,"""73,137,74""","""Ron Fisher/RWood""","""Ron Fisher/RWood""",2002/03/25 8:51PM,quige901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,15000,bentr102,bresr101,dougp101,,,
NY1191908151,"""version 7RS(19) of 07/07/92""",CIN,NY1,1919/08/15,NYC14,1,0:00PM,day,false,"""73,137,74""","""Ron Fisher/RWood""","""Ron Fisher/RWood""",2002/03/26 2:03PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,135,0,elleh101,barnj102,,,,
NY1191908152,"""version 7RS(19) of 07/07/92""",CIN,NY1,1919/08/15,NYC14,2,0:00PM,day,false,"""73,137,74""","""Ron Fisher/RWood""","""Ron Fisher/RWood""",2002/03/26 11:41PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,75,38000,fishr101,bentr102,,,,
NY1191908160,"""version 7RS(19) of 07/07/92""",CHN,NY1,1919/08/16,NYC14,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/03/27 7:51PM,riglc901,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,122,20000,nehfa101,vaugh101,barnj102,,,
NY1191908191,"""version 7RS(19) of 07/07/92""",CHN,NY1,1919/08/19,NYC14,1,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/03/28 9:44AM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,0,alexg102,dougp101,,,,
NY1191908192,"""version 7RS(19) of 07/07/92""",CHN,NY1,1919/08/19,NYC14,2,0:00PM,day,false,"""73,96,111""","""Ron Fisher/Smith""","""Ron Fisher/Smith""",2002/03/29 11:03AM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,8000,barnj102,hendc101,,,,
NY1191908201,"""version 7RS(19) of 07/07/92""",SLN,NY1,1919/08/20,NYC14,1,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/03/29 12:27PM,mccob104,harrp901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,95,0,tonef101,doakb101,,,,
NY1191908202,"""version 7RS(19) of 07/07/92""",SLN,NY1,1919/08/20,NYC14,2,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/03/29 12:45PM,harrp901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,95,10000,bentr102,may-j102,,,,
NY1191908210,"""version 7RS(19) of 07/07/92""",SLN,NY1,1919/08/21,NYC14,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/03/31 4:17PM,mccob104,harrp901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,0,nehfa101,goodm102,,,,
NY1191908220,"""version 7RS(19) of 07/07/92""",SLN,NY1,1919/08/22,NYC14,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/04/01 1:27PM,harrp901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,125,6000,dubuj101,sherb101,tonef101,,,
NY1191908230,"""version 7RS(19) of 07/07/92""",PIT,NY1,1919/08/23,NYC14,0,0:00PM,day,false,"""73,137""","""Ron Fisher/DWV""","""Ron Fisher""",2002/04/02 1:44AM,odayh101,quige901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,20000,coopw101,barnj102,,,,
NY1191908240,,PIT,NY1,1919/08/24,NYC14,0,0:00,day,false,"""137""","""""","""DWV""",,quige901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,90,18000,tonef101,carlh101,,,,
NY1191908261,,PIT,NY1,1919/08/26,NYC14,1,0:00,day,false,"""137""","""""","""DWV""",,odayh101,quige901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,90,0,nehfa101,millf102,,,,
NY1191908262,"""version 7RS(19) of 07/07/92""",PIT,NY1,1919/08/26,NYC14,2,0:00PM,day,false,"""73,137""","""Ron Fisher/DWV""","""Ron Fisher""",2002/04/02 12:43PM,quige901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,85,8000,adamb104,bentr102,,,,
NY1191909010,"""version 7RS(19) of 07/07/92""",BSN,NY1,1919/09/01,NYC14,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/04/09 5:20AM,quige901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,95,20000,nehfa101,rudod101,,,,
NY1191909040,"""version 7RS(19) of 07/07/92""",BRO,NY1,1919/09/04,NYC14,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/04/10 1:35AM,odayh101,quige901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,72,0,bentr102,mamaa101,,,,
NY1191909050,"""version 7RS(19) of 07/07/92""",BRO,NY1,1919/09/05,NYC14,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/04/12 4:06AM,quige901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,92,0,mitcc102,wintj101,,,,
NY1191909060,"""version 7RS(19) of 07/07/92""",BRO,NY1,1919/09/06,NYC14,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/04/13 2:21PM,quige901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,102,15000,mamaa101,dubuj101,,,,
NY1191909270,"""version 7RS(19) of 07/07/92""",PHI,NY1,1919/09/27,NYC14,0,0:00PM,day,false,"""73,74""","""Ron Fisher/RWood""","""Ron Fisher/RWood""",2002/05/14 1:59AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,6000,nehfa101,hoggb102,,,,
NY1191909281,"""version 7RS(19) of 07/07/92""",PHI,NY1,1919/09/28,NYC14,1,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/05/14 10:10AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,51,0,barnj102,meadl101,,,,
NY1191909282,"""version 7RS(19) of 07/07/92""",PHI,NY1,1919/09/28,NYC14,2,0:00PM,day,false,"""73,96,266,395,606""","""Ron Fisher/RWood""","""Ron Fisher/RWood""",2002/05/14 10:20AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,0,15000,hubbb101,smitg104,,,,
BOS191905010,,NYA,BOS,1919/05/01,BOS07,0,0:00,day,false,"""73,96,71""","""DWV/Smith""","""DWV/Smith""",,connt901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,155,13000,quinj102,maysc101,,,,
BOS191905020,,NYA,BOS,1919/05/02,BOS07,0,0:00,day,false,"""73""","""""","""DWV""",,nalld901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,127,4000,russa101,jones104,,,,
BOS191905030,,NYA,BOS,1919/05/03,BOS07,0,0:00,day,false,"""73""","""""","""DWV""",,connt901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,15700,ruthb101,shawb102,,,,
BOS191905050,,NYA,BOS,1919/05/05,BOS07,0,0:00,day,false,"""73,71,96""","""DWV/Smith""","""DWV/Smith""",,nalld901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,6000,quinj102,dumog101,,,,
BOS191905060,"""version 7RS(19) of 07/07/92""",WS1,BOS,1919/05/06,BOS07,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/06/28 9:49PM,connt901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,103,4000,caldr101,harph101,,,,
BOS191905080,"""version 7RS(19) of 07/07/92""",WS1,BOS,1919/05/08,BOS07,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/06/29 3:00PM,nalld901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,119,8000,jones104,johnw102,,,,
BOS191906050,"""version 7RS(19) of 07/07/92""",DET,BOS,1919/06/05,BOS07,0,0:00PM,day,false,TSN Box,,,,evanb901,chilo901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,110,0,ruthb101,leond102,maysc101,,,
BOS191906060,"""version 7RS(19) of 07/07/92""",DET,BOS,1919/06/06,BOS07,0,0:00PM,day,false,"""56,71,163,274""","""David W. Smith""","""David W. Smith""",2023/02/06 8:28PM,chilo901,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,119,0,pennh101,ehmkh101,,,,
BOS191906070,"""version 7RS(19) of 07/07/92""",DET,BOS,1919/06/07,BOS07,0,0:00PM,day,false,"""274,269,163,56""","""Cliff Blau""","""Cliff Blau""",2023/02/06 7:49PM,evanb901,chilo901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,130,18000,daush101,caldr101,,,,
BOS191906100,,CHA,BOS,1919/06/10,BOS07,0,0:00,day,false,"""109""","""""","""DWV""",,chilo901,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,5000,cicoe101,ruthb101,,,,
BOS191906110,,CHA,BOS,1919/06/11,BOS07,0,0:00,day,false,"""109""","""""","""DWV""",,evanb901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,6000,willl104,maysc101,,,,
BOS191906120,,CHA,BOS,1919/06/12,BOS07,0,0:00,day,false,"""109,111,96""","""DWV/Smith""","""DWV/Smith""",,chilo901,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,95,0,pennh101,faber101,,,,
BOS191906130,,CHA,BOS,1919/06/13,BOS07,0,0:00,day,false,"""109""","""""","""DWV""",,evanb901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,0,jones104,shelf101,,,,
BOS191906140,"""version 7RS(19) of 07/07/92""",CLE,BOS,1919/06/14,BOS07,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/02/04 1:40PM,evanb901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,150,19000,bagbj101,ruthb101,,,,
BOS191906160,"""version 7RS(19) of 07/07/92""",CLE,BOS,1919/06/16,BOS07,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/02/04 4:13PM,dinnb101,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,97,0,coves101,maysc101,,,,
BOS191906171,"""version 7RS(19) of 07/07/92""",CLE,BOS,1919/06/17,BOS07,1,0:00AM,day,false,"""114,71,118""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2016/05/26 7:52PM,evanb901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,5000,philt102,jones104,woodj108,,,
BOS191906172,"""version 7RS(19) of 07/07/92""",CLE,BOS,1919/06/17,BOS07,2,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/02/04 11:10PM,dinnb101,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,122,12000,mortg101,pennh101,,,,
BOS191906180,"""version 7RS(19) of 07/07/92""",SLA,BOS,1919/06/18,BOS07,0,0:00PM,day,false,"""114""","""Cliff Blau""","""Cliff Blau""",2016/05/27 1:33PM,evanb901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,0,sotha101,jameb103,,,,
BOS191906190,"""version 7RS(19) of 07/07/92""",SLA,BOS,1919/06/19,BOS07,0,0:00PM,day,false,"""71,102,128,163,208,274""","""Wayne Townsend""","""Wayne Townsend""",2023/02/10 4:26PM,dinnb101,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,130,0,maysc101,shocu101,,,,
BOS191906200,"""version 7RS(19) of 07/07/92""",SLA,BOS,1919/06/20,BOS07,0,0:00PM,day,false,"""71,163,208,128""","""David W. Smith""","""David W. Smith""",2023/02/12 7:58AM,evanb901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,113,0,ruthb101,gallb103,,,,
BOS191906210,"""version 7RS(19) of 07/07/92""",SLA,BOS,1919/06/21,BOS07,0,2:30PM,day,false,"""274,163,102,128,71""","""Cliff Blau""","""Cliff Blau""",2023/02/12 7:50PM,dinnb101,evanb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,115,12000,,,,,,
BOS191906230,"""version 7RS(19) of 07/07/92""",WS1,BOS,1919/06/23,BOS07,0,0:00PM,day,false,"""163,274,222,71,408a,427""","""Jim Herdman""","""Jim Herdman""",2023/02/13 12:43PM,connt901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,127,3000,harph101,caldr101,,,,
BOS191906240,"""version 7RS(19) of 07/07/92""",WS1,BOS,1919/06/24,BOS07,0,0:00PM,day,false,"""114,71,222""","""Cliff Blau""","""Cliff Blau""",2016/05/27 4:06PM,nalld901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,0,caldr101,ayerd101,,,,
BOS191906251,"""version 7RS(19) of 07/07/92""",WS1,BOS,1919/06/25,BOS07,1,0:00,day,false,"""114,222""","""Cliff Blau""","""Cliff Blau""",2016/05/27 7:52PM,connt901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,107,0,shawj101,ruthb101,,,,
BOS191906252,"""version 7RS(19) of 07/07/92""",WS1,BOS,1919/06/25,BOS07,2,0:00PM,day,false,"""114""","""Cliff Blau""","""Cliff Blau""",2016/05/28 8:13AM,nalld901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,87,0,jones104,johnw102,,,,
BOS191906260,"""version 7RS(19) of 07/07/92""",WS1,BOS,1919/06/26,BOS07,0,0:00PM,day,false,"""71,114""","""Cliff Blau""","""Cliff Blau""",2016/05/28 1:12PM,connt901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,124,0,harph101,pennh101,,,,
BOS191907041,"""version 7RS(19) of 07/07/92""",PHA,BOS,1919/07/04,BOS07,1,0:00PM,day,false,"""71,163,274,266""","""David W. Smith""","""David W. Smith""",2023/02/20 5:06PM,nalld901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,128,4000,pennh101,kinnw101,,,,
BOS191907042,"""version 7RS(19) of 07/07/92""",PHA,BOS,1919/07/04,BOS07,2,0:00PM,day,false,"""71,164,273,266""","""David W. Smith""","""David W. Smith""",2023/02/20 6:03PM,connt901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,117,10000,caldr101,perrs101,,,,
BOS191907051,"""version 7RS(19) of 07/07/92""",PHA,BOS,1919/07/05,BOS07,1,0:00PM,day,false,"""74""","""Rob Wood""","""Rob Wood""",2023/02/19 3:35PM,nalld901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,130,0,roget101,caldr101,,,,
BOS191907052,"""version 7RS(19) of 07/07/92""",PHA,BOS,1919/07/05,BOS07,2,0:00PM,day,false,"""74,71,163,266,274""","""Rob Wood""","""Rob Wood""",2023/02/20 1:03PM,connt901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,130,10000,johnj102,jones104,,,,
BOS191907071,"""version 7RS(19) of 07/07/92""",PHA,BOS,1919/07/07,BOS07,1,0:00PM,day,false,"""270""","""Howard Johnson""","""Howard Johnson""",2016/06/16 7:13PM,nalld901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,95,0,jones104,naylr101,,,,
BOS191907072,"""version 7RS(19) of 07/07/92""",PHA,BOS,1919/07/07,BOS07,2,0:00PM,day,false,"""74,163,274,71,266""","""Cliff Blau,Rob Wood""","""Cliff Blau,Rob Wood""",2019/06/28 1:18PM,connt901,nalld901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,135,0,pennh101,perrs101,maysc101,,,
BOS191907240,,NYA,BOS,1919/07/24,BOS07,0,0:00,day,false,"""73,71,96""","""DWV/Smith""","""DWV/Smith""",,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,135,3500,pennh101,shawb102,,,,
BOS191907250,"""version 7RS(19) of 07/07/92""",NYA,BOS,1919/07/25,BOS07,0,0:00PM,day,false,"""274,163,269,606,96,395""","""Cliff Blau""","""Cliff Blau""",2023/03/04 7:42PM,hildg101,morig101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,135,0,ruthb101,russa101,,,,
BOS191907260,,NYA,BOS,1919/07/26,BOS07,0,0:00,day,false,"""73,71,96""","""DWV/Smith""","""DWV/Smith""",,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,160,15000,russa101,jones104,,,,
BOS191907280,,NYA,BOS,1919/07/28,BOS07,0,0:00,day,false,"""73""","""""","""DWV""",,hildg101,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,4000,pennh101,schnp101,,,,
BOS191907290,"""version 7RS(19) of 07/07/92""",DET,BOS,1919/07/29,BOS07,0,0:00PM,day,false,"""56,71,163,274""","""Wayne Townsend""","""Wayne Townsend""",2023/03/05 2:07PM,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,128,0,leond102,mussp101,,,,
BOS191907301,"""version 7RS(19) of 07/07/92""",DET,BOS,1919/07/30,BOS07,1,0:00PM,day,false,"""71,56""","""Rob Wood""","""Rob Wood""",2022/08/26 11:16AM,hildg101,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,0,daush101,jones104,,,,
BOS191907302,"""version 7RS(19) of 07/07/92""",DET,BOS,1919/07/30,BOS07,2,0:00PM,day,false,"""56,71,163""","""Jim Herdman""","""Jim Herdman""",2023/03/05 7:10PM,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,21000,jameb103,ehmkh101,ruthb101,,,
BOS191907310,"""version 7RS(19) of 07/07/92""",DET,BOS,1919/07/31,BOS07,0,0:00PM,day,false,"""71,163,274,56""","""David W. Smith""","""David W. Smith""",2023/03/06 2:56PM,hildg101,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,135,0,hoytw101,ayerd101,,,,
BOS191908021,,CHA,BOS,1919/08/02,BOS07,1,0:00,day,false,"""109""","""""","""DWV""",,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,0,russa101,cicoe101,,,,
BOS191908022,"""version 7RS(19) of 07/07/92""",CHA,BOS,1919/08/02,BOS07,2,0:00PM,day,false,"""109,71,163,274,111""","""DWV/David W. Smith""","""DWV/David W. Smith""",2023/03/07 8:55AM,hildg101,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,125,31500,willl104,pennh101,,,,
BOS191908040,,CHA,BOS,1919/08/04,BOS07,0,0:00,day,false,"""109,71,111""","""DWV/Smith""","""DWV/Smith""",,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,6000,jones104,faber101,,,,
BOS191908050,"""version 7RS(19) of 07/07/92""",CLE,BOS,1919/08/05,BOS07,0,0:00PM,day,false,"""274,163,269,39""","""Cliff Blau""","""Cliff Blau""",2023/03/13 4:15PM,connt901,owenb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,115,10000,hoytw101,bagbj101,russa101,,,
BOS191908070,"""version 7RS(19) of 07/07/92""",CLE,BOS,1919/08/07,BOS07,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/03/21 7:28PM,owenb901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,125,0,pennh101,myere101,russa101,,,
BOS191908080,"""version 7RS(19) of 07/07/92""",CLE,BOS,1919/08/08,BOS07,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/03/21 8:28PM,connt901,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,125,0,coves101,mcgrb101,,,,
BOS191908091,"""version 7RS(19) of 07/07/92""",SLA,BOS,1919/08/09,BOS07,1,0:00PM,day,false,"""71,102,208""","""Rob Wood""","""Rob Wood""",2022/08/26 3:45PM,owenb901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,0,leifl101,russa101,,,,
BOS191908092,"""version 7RS(19) of 07/07/92""",SLA,BOS,1919/08/09,BOS07,2,0:00PM,day,false,"""274,163,269,102,208""","""Cliff Blau""","""Cliff Blau""",2023/03/14 3:34PM,connt901,owenb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,150,24000,hoytw101,shocu101,,,,
BOS191908110,"""version 7RS(19) of 07/07/92""",SLA,BOS,1919/08/11,BOS07,0,0:00PM,day,false,"""71,102,128,163,208,274""","""Jim Herdman""","""Jim Herdman""",2023/03/14 6:05AM,owenb901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,0,pennh101,sotha101,,,,
BOS191908120,"""version 7RS(19) of 07/07/92""",SLA,BOS,1919/08/12,BOS07,0,0:00PM,day,false,"""274,163,269,102,128,208""","""Cliff Blau""","""Cliff Blau""",2023/03/15 3:12PM,connt901,owenb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,113,0,shocu101,jones104,,,,
BOS191908270,"""version 7RS(19) of 07/07/92""",PHA,BOS,1919/08/27,BOS07,0,0:00PM,day,false,"""74""","""Rob Wood""","""Rob Wood""",2023/03/29 7:46PM,dinnb101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,85,3000,noyew101,hoytw101,,,,
BOS191908281,"""version 7RS(19) of 07/07/92""",PHA,BOS,1919/08/28,BOS07,1,0:00PM,day,false,"""74""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2019/06/30 1:13PM,owenb901,dinnb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,100,0,naylr101,jones104,,,,
BOS191908282,"""version 7RS(19) of 07/07/92""",PHA,BOS,1919/08/28,BOS07,2,0:00PM,day,false,"""74""","""Rob Wood""","""Rob Wood""",2023/03/30 9:09AM,dinnb101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,90,10000,pennh101,johnj102,,,,
BOS191908290,"""version 7RS(19) of 07/07/92""",PHA,BOS,1919/08/29,BOS07,0,0:00PM,day,false,"""74""","""Rob Wood""","""Rob Wood""",2023/03/30 11:07AM,owenb901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,0,russa101,kinnw101,,,,
BOS191909011,"""version 7RS(19) of 07/07/92""",WS1,BOS,1919/09/01,BOS07,1,0:00PM,day,false,"""274,163,269,222,408,427,408a""","""Cliff Blau""","""Cliff Blau""",2023/03/24 9:34PM,owenb901,dinnb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,overcast,102,0,ruthb101,harph101,,,,
BOS191909012,"""version 7RS(19) of 07/07/92""",WS1,BOS,1919/09/01,BOS07,2,0:00PM,day,false,"""274,269,163,222,408,427,408a""","""Cliff Blau""","""Cliff Blau""",2023/03/24 9:41PM,dinnb101,owenb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,overcast,107,29650,russa101,shawj101,,,,
BOS191909111,"""version 7RS(19) of 07/07/92""",SLA,BOS,1919/09/11,BOS07,1,0:00PM,day,false,"""208,71,163,248""","""David W. Smith""","""David W. Smith""",2023/03/28 5:02PM,dinnb101,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,95,0,pennh101,leifl101,,,,
BOS191909112,"""version 7RS(19) of 07/07/92""",SLA,BOS,1919/09/11,BOS07,2,0:00PM,day,false,"""208,71,163,274""","""David W. Smith""","""David W. Smith""",2023/03/28 5:37PM,nalld901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,80,2200,russa101,maper101,,,,
BOS191909120,"""version 7RS(19) of 07/07/92""",CLE,BOS,1919/09/12,BOS07,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/03/24 6:58AM,dinnb101,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,0,coves101,jones104,,,,
BOS191909130,"""version 7RS(19) of 07/07/92""",CLE,BOS,1919/09/13,BOS07,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/03/25 5:10AM,nalld901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,13000,myere101,hoytw101,bagbj101,,,
BOS191909171,"""version 7RS(19) of 07/07/92""",DET,BOS,1919/09/17,BOS07,1,0:00PM,day,false,"""71,56,212""","""Rob Wood/RWood""","""Rob Wood/RWood""",2022/08/27 3:43PM,evanb901,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,135,0,ayerd101,pennh101,bolab101,,,
BOS191909172,"""version 7RS(19) of 07/07/92""",DET,BOS,1919/09/17,BOS07,2,0:00PM,day,false,"""274,163,269,56""","""Cliff Blau""","""Cliff Blau""",2023/04/03 3:50PM,morig101,evanb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,121,15000,russa101,leond102,,,,
