game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,umplf,umprf
BRO191905020,"""version 7RS(19) of 07/07/92""",BSN,BRO,1919/05/02,NYC15,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/07/01 2:30AM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,10000,pfefj101,rudod101,,,,
BRO191905030,"""version 7RS(19) of 07/07/92""",BSN,BRO,1919/05/03,NYC15,0,0:00PM,day,false,"""73,71,141,96""","""Ron Fisher/Smith""","""Ron Fisher/Smith""",2002/07/01 3:13PM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,175,16000,cadol101,keatr101,,,,
BRO191905040,"""version 7RS(19) of 07/07/92""",BSN,BRO,1919/05/04,NYC15,0,3:00PM,day,false,"""73,96,141,163,274,395,591""","""Fisher/Herdman""","""Fisher/Herdman""",2023/01/23 1:41PM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,dry,none,sunny,110,25000,marqr102,ragap101,,,,
BRO191905060,"""version 7RS(19) of 07/07/92""",PHI,BRO,1919/05/06,NYC15,0,0:00PM,day,false,"""73,266,96,141,74""","""Ron Fisher/Smith/RWood""","""Ron Fisher/Smith/RWood""",2002/07/07 12:28AM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,137,12000,grimb101,prenm101,,,,
BRO191905080,"""version 7RS(19) of 07/07/92""",PHI,BRO,1919/05/08,NYC15,0,0:00PM,day,false,"""73,74""","""Ron Fisher/RWood""","""Ron Fisher/RWood""",2002/07/08 9:21AM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,77,4000,pfefj101,watsm102,,,,
BRO191905110,"""version 7RS(19) of 07/07/92""",NY1,BRO,1919/05/11,NYC15,0,0:00PM,day,false,"""96,141,395,589,591,606""","""Wayne Townsend""","""Wayne Townsend""",2023/01/25 12:09PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,soaked,drizzle,overcast,95,15000,causr101,cadol101,,,,
BRO191905120,"""version 7RS(19) of 07/07/92""",NY1,BRO,1919/05/12,NYC15,0,0:00PM,day,false,"""141,395,589,591,606,65,96""","""David W. Smith""","""David W. Smith""",2023/01/26 5:13PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,132,5000,barnj102,grimb101,,,,
BRO191905130,"""version 7RS(19) of 07/07/92""",CIN,BRO,1919/05/13,NYC15,0,0:00PM,day,false,"""487""","""Howard Johnson""","""Howard Johnson""",2015/02/05 5:30PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,sunny,120,7000,pfefj101,fishr101,,,,
BRO191905140,"""version 7RS(19) of 07/07/92""",CIN,BRO,1919/05/14,NYC15,0,0:00PM,day,false,"""487""","""Howard Johnson""","""Howard Johnson""",2015/02/06 12:00AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,sunny,102,5000,grimb101,bresr101,,,,
BRO191905150,"""version 7RS(19) of 07/07/92""",CIN,BRO,1919/05/15,NYC15,0,0:00PM,day,false,"""73,487""","""Ron Fisher""","""Ron Fisher""",2002/07/21 1:16PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,145,2000,elleh101,mamaa101,,,,
BRO191905160,"""version 7RS(19) of 07/07/92""",CIN,BRO,1919/05/16,NYC15,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/07/22 10:22AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,0,5000,luqud101,marqr102,,,,
BRO191905180,"""version 7RS(19) of 07/07/92""",CHN,BRO,1919/05/18,NYC15,0,0:00PM,day,false,"""141,591,589,606,395,111,96""","""David W. Smith""","""David W. Smith""",2023/01/29 6:34PM,byrol901,harrp901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,101,25000,pfefj101,hendc101,,,,
BRO191905190,"""version 7RS(19) of 07/07/92""",CHN,BRO,1919/05/19,NYC15,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/07/24 10:12AM,harrp901,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,99,4000,vaugh101,grimb101,,,,
BRO191905200,"""version 7RS(19) of 07/07/92""",CHN,BRO,1919/05/20,NYC15,0,0:00PM,day,false,"""73,109""","""Ron Fisher""","""Ron Fisher/DWV""",2002/07/29 1:47PM,byrol901,harrp901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,2500,dougp101,marqr102,alexg102,,,
BRO191905230,"""version 7RS(19) of 07/07/92""",PIT,BRO,1919/05/23,NYC15,0,0:00,day,false,"""137""","""""","""DWV""",,quige901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,4000,pfefj101,millf102,,,,
BRO191905240,"""version 7RS(19) of 07/07/92""",PIT,BRO,1919/05/24,NYC15,0,0:00,day,false,"""137""","""""","""DWV""",,odayh101,quige901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,106,7000,grimb101,mayee101,,,,
BRO191905250,,PIT,BRO,1919/05/25,NYC15,0,0:00,day,false,"""137""","""""","""DWV""",,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,85,18000,smits102,hamie101,,,,
BRO191905260,"""version 7RS(19) of 07/07/92""",SLN,BRO,1919/05/26,NYC15,0,0:00PM,day,false,"""73,102,128,141,96""","""Ron Fisher/Smith""","""Ron Fisher/Smith""",2002/08/06 10:30AM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,5000,grimb101,meadl101,,,,
BRO191905270,"""version 7RS(19) of 07/07/92""",SLN,BRO,1919/05/27,NYC15,0,0:00PM,day,false,"""73,96,102,128,141,208,395,589""","""Ron Fisher,Wayne Townsend""","""Ron Fisher,Wayne Townsend""",2023/02/01 12:47PM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,4000,doakb101,mamaa101,,,,
BRO191905280,"""version 7RS(19) of 07/07/92""",SLN,BRO,1919/05/28,NYC15,0,0:00PM,day,false,"""73,96,102,128,141,208,395,589,591""","""Fisher/Herdman""","""Fisher/Herdman""",2023/02/01 9:56PM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,158,4000,tuero101,pfefj101,,,,
BRO191906010,"""version 7RS(19) of 07/07/92""",PHI,BRO,1919/06/01,NYC15,0,0:00PM,day,false,"""73,141,589,196,395,591,96,266""","""David W. Smith""","""David W. Smith""",2023/02/03 3:51PM,byrol901,harrp901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,193,18000,watsm102,pfefj101,,,,
BRO191906241,"""version 7RS(19) of 07/07/92""",NY1,BRO,1919/06/24,NYC15,1,0:00PM,day,false,"""589,96,141,395,591,606""","""Rob Wood""","""Rob Wood""",2023/02/07 10:17AM,byrol901,harrp901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,121,0,tonef101,cadol101,,,,
BRO191906242,"""version 7RS(19) of 07/07/92""",NY1,BRO,1919/06/24,NYC15,2,0:00PM,day,false,"""73,141,96""","""Ron Fisher/Smith""","""Ron Fisher/Smith""",2002/09/02 10:31AM,harrp901,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,126,17000,mitcc102,barnj102,,,,
BRO191906250,"""version 7RS(19) of 07/07/92""",NY1,BRO,1919/06/25,NYC15,0,0:00PM,day,false,"""73,141,589""","""Ron Fisher/RWood""","""Ron Fisher/RWood""",2002/09/02 10:01PM,byrol901,harrp901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,4000,chenl101,causr101,,,,
BRO191906281,"""version 7RS(19) of 07/07/92""",PHI,BRO,1919/06/28,NYC15,1,0:00PM,day,false,"""270""","""Howard Johnson""","""Howard Johnson""",2016/06/16 11:58PM,riglc901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,84,0,cadol101,rixee101,,,,
BRO191906282,"""version 7RS(19) of 07/07/92""",PHI,BRO,1919/06/28,NYC15,2,0:00PM,day,false,"""73,266,141,96,74""","""Ron Fisher/Smith/RWood""","""Ron Fisher/Smith/RWood""",2002/09/02 10:14PM,riglc901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,12000,mamaa101,jacoe101,,,,
BRO191906290,"""version 7RS(19) of 07/07/92""",PHI,BRO,1919/06/29,NYC15,0,0:00PM,day,false,"""141,189,591,96,266""","""David W. Smith""","""David W. Smith""",2023/02/16 3:38PM,riglc901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,114,8000,smits102,woodf102,,,,
BRO191907041,"""version 7RS(19) of 07/07/92""",BSN,BRO,1919/07/04,NYC15,1,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/09/10 11:59AM,mccob104,harrp901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,104,6000,cadol101,nehfa101,,,,
BRO191907042,"""version 7RS(19) of 07/07/92""",BSN,BRO,1919/07/04,NYC15,2,0:00PM,day,false,"""141,395,589,591,163,274,71,96""","""Cliff Blau""","""Cliff Blau""",2023/02/19 3:53PM,harrp901,mccob104,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,106,3000,rudod101,smits102,,,,
BRO191907051,"""version 7RS(19) of 07/07/92""",BSN,BRO,1919/07/05,NYC15,1,0:00,day,false,"""71,96,141,163,274,395,589,591,606""","""Cliff Blau""","""Cliff Blau""",2023/02/20 7:45PM,harrp901,mccob104,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,102,0,pfefj101,keatr101,,,,
BRO191907052,"""version 7RS(19) of 07/07/92""",BSN,BRO,1919/07/05,NYC15,2,0:00PM,day,false,"""73,141,96,71""","""Ron Fisher/Smith""","""Ron Fisher/Smith""",2002/09/12 5:35AM,mccob104,harrp901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,12000,mitcc102,chenl101,,,,
BRO191907060,"""version 7RS(19) of 07/07/92""",BSN,BRO,1919/07/06,NYC15,0,0:00PM,day,false,"""73,71,96,141,163,395,589,591,606""","""Fisher/Herdman/Bill Way""","""Fisher/Herdman/RWood""",2023/02/21 10:14AM,harrp901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,5000,demaa101,grimb101,,,,
BRO191907080,,PIT,BRO,1919/07/08,NYC15,0,0:00,day,false,"""73,137""","""""","""DWV""",,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,81,3000,cadol101,millf102,,,,
BRO191907090,,PIT,BRO,1919/07/09,NYC15,0,0:00,day,false,"""73,137""","""""","""DWV""",,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,3000,adamb104,grimb101,,,,
BRO191907110,,PIT,BRO,1919/07/11,NYC15,0,0:00,day,false,"""73,137""","""""","""DWV""",,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,2500,carlh101,pfefj101,,,,
BRO191907120,"""version 7RS(19) of 07/07/92""",SLN,BRO,1919/07/12,NYC15,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/09/17 12:02PM,odayh101,quige901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,129,5000,doakb101,mitcc102,tuero101,,,
BRO191907130,"""version 7RS(19) of 07/07/92""",SLN,BRO,1919/07/13,NYC15,0,0:00PM,day,false,"""96,102,128,141,208,395,589,591""","""Cliff Blau""","""Cliff Blau""",2023/02/25 7:50PM,quige901,odayh101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,95,8000,cadol101,meadl101,,,,
BRO191907140,"""version 7RS(19) of 07/07/92""",SLN,BRO,1919/07/14,NYC15,0,0:00PM,day,false,"""73,96,128,208,141,395,591,102""","""Cliff Blau""","""Cliff Blau""",2023/02/26 7:36PM,odayh101,quige901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,100,2500,mamaa101,amesr101,,,,
BRO191907170,"""version 7RS(19) of 07/07/92""",CIN,BRO,1919/07/17,NYC15,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/09/19 12:50PM,mccob104,harrp901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,104,1500,salls101,smits102,,,,
BRO191907190,"""version 7RS(19) of 07/07/92""",CIN,BRO,1919/07/19,NYC15,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/09/21 4:33AM,harrp901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,136,5000,cadol101,ruetd101,,,,
BRO191907231,"""version 7RS(19) of 07/07/92""",CHN,BRO,1919/07/23,NYC15,1,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/09/21 7:37PM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,0,alexg102,mamaa101,,,,
BRO191907232,"""version 7RS(19) of 07/07/92""",CHN,BRO,1919/07/23,NYC15,2,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/09/21 8:19PM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,101,7000,dougp101,grimb101,,,,
BRO191907270,"""version 7RS(19) of 07/07/92""",PHI,BRO,1919/07/27,NYC15,0,0:00PM,day,false,"""96,141,266,395,591,606""","""Wayne Townsend""","""Wayne Townsend""",2023/03/04 4:37PM,odayh101,quige901,(none),(none),park,none,0,unknown,-1,wet,unknown,unknown,107,13000,smitg104,cadol101,packg101,,,
BRO191907280,"""version 7RS(19) of 07/07/92""",NY1,BRO,1919/07/28,NYC15,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/10/01 2:33AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,121,7000,dougp101,mamaa101,,,,
BRO191908100,,PIT,BRO,1919/08/10,NYC15,0,0:00,day,false,"""137""","""""","""DWV""",,klemb901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,106,8000,adamb104,cadol101,,,,
BRO191908110,"""version 7RS(19) of 07/07/92""",PIT,BRO,1919/08/11,NYC15,0,0:00PM,day,false,"""73,137""","""Ron Fisher/DWV""","""Ron Fisher""",2002/10/19 3:28PM,klemb901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,81,2000,millf102,smits102,,,,
BRO191908120,"""version 7RS(19) of 07/07/92""",NY1,BRO,1919/08/12,NYC15,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/10/20 4:01AM,klemb901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,104,8000,barnj102,mitcc102,,,,
BRO191908131,"""version 7RS(19) of 07/07/92""",CHN,BRO,1919/08/13,NYC15,1,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/10/20 9:41PM,odayh101,quige901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,85,0,vaugh101,pfefj101,,,,
BRO191908132,"""version 7RS(19) of 07/07/92""",CHN,BRO,1919/08/13,NYC15,2,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/10/21 10:51AM,quige901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,146,2000,mamaa101,marts102,,,,
BRO191908141,"""version 7RS(19) of 07/07/92""",CHN,BRO,1919/08/14,NYC15,1,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/10/22 1:07AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,70,0,alexg102,smits102,,,,
BRO191908142,"""version 7RS(19) of 07/07/92""",CHN,BRO,1919/08/14,NYC15,2,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/10/23 9:23AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,70,2000,cadol101,bails101,,,,
BRO191908150,"""version 7RS(19) of 07/07/92""",CHN,BRO,1919/08/15,NYC15,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/10/24 5:16AM,odayh101,quige901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,3000,grimb101,marts102,,,,
BRO191908160,"""version 7RS(19) of 07/07/92""",CIN,BRO,1919/08/16,NYC15,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/10/25 9:24AM,mccob104,harrp901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,86,15000,ruetd101,pfefj101,,,,
BRO191908170,"""version 7RS(19) of 07/07/92""",CIN,BRO,1919/08/17,NYC15,0,0:00PM,day,false,"""488""","""Howard Johnson""","""Howard Johnson""",2014/12/11 1:10AM,harrp901,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,cloudy,76,7000,smits102,salls101,,,,
BRO191908191,"""version 7RS(19) of 07/07/92""",CIN,BRO,1919/08/19,NYC15,1,0:00PM,day,false,"""73,488""","""Ron Fisher/Smith""","""Ron Fisher/Smith""",2002/10/30 2:16PM,mccob104,harrp901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,86,0,ringj101,cadol101,,,,
BRO191908192,"""version 7RS(19) of 07/07/92""",CIN,BRO,1919/08/19,NYC15,2,0:00PM,day,false,"""73,488""","""Ron Fisher/Smith""","""Ron Fisher/Smith""",2002/11/01 10:52AM,harrp901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,10000,elleh101,mitcc102,,,,
BRO191908200,"""version 7RS(19) of 07/07/92""",PIT,BRO,1919/08/20,NYC15,0,0:00PM,day,false,"""73,137""","""Ron Fisher/DWV""","""Ron Fisher""",2002/11/05 2:01AM,riglc901,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,96,1000,millf102,grimb101,,,,
BRO191908210,"""version 7RS(19) of 07/07/92""",PIT,BRO,1919/08/21,NYC15,0,0:00PM,day,false,"""73,137""","""Ron Fisher/DWV""","""Ron Fisher""",2002/11/05 4:11AM,riglc901,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,86,2000,pfefj101,adamb104,,,,
BRO191908230,"""version 7RS(19) of 07/07/92""",SLN,BRO,1919/08/23,NYC15,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/11/06 4:54AM,riglc901,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,92,5000,cadol101,schuf102,,,,
BRO191908240,"""version 7RS(19) of 07/07/92""",SLN,BRO,1919/08/24,NYC15,0,0:00PM,day,false,"""96,102,128,141,208,589,591""","""Fisher/Smith,Wayne Townsend""","""Fisher/Smith,Wayne Townsend""",2023/03/21 1:22PM,riglc901,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,overcast,105,9000,smits102,doakb101,,,,
BRO191908261,"""version 7RS(19) of 07/07/92""",SLN,BRO,1919/08/26,NYC15,1,0:00PM,day,false,"""102,208""","""Rob Wood""","""Rob Wood""",2022/08/28 10:10PM,byrol901,riglc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,85,0,mamaa101,may-j102,,,,
BRO191908262,"""version 7RS(19) of 07/07/92""",SLN,BRO,1919/08/26,NYC15,2,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/11/09 9:18AM,byrol901,riglc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,5000,grimb101,woodf102,,,,
BRO191908281,"""version 7RS(19) of 07/07/92""",BSN,BRO,1919/08/28,NYC15,1,0:00PM,day,false,"""71,163,274,141,589,591,96""","""David W. Smith""","""David W. Smith""",2023/03/22 4:05PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,83,0,pfefj101,causr101,,,,
BRO191908282,"""version 7RS(19) of 07/07/92""",BSN,BRO,1919/08/28,NYC15,2,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/11/10 9:44AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,2500,rudod101,cadol101,,,,
BRO191908290,"""version 7RS(19) of 07/07/92""",NY1,BRO,1919/08/29,NYC15,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/11/11 5:10PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,91,0,nehfa101,smits102,,,,
BRO191908300,"""version 7RS(19) of 07/07/92""",NY1,BRO,1919/08/30,NYC15,0,0:00PM,day,false,"""73""","""Ron Fisher""","""Ron Fisher""",2002/11/11 9:57PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,91,10000,mamaa101,bentr102,,,,
BRO191908310,"""version 7RS(19) of 07/07/92""",NY1,BRO,1919/08/31,NYC15,0,0:00PM,day,false,"""73,141,96""","""Ron Fisher/Smith""","""Ron Fisher/Smith""",2002/11/12 1:17AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,15000,barnj102,grimb101,,,,
BRO191909010,"""version 7RS(19) of 07/07/92""",PHI,BRO,1919/09/01,NYC15,0,0:00PM,day,false,"""73,74""","""Ron Fisher/RWood""","""Ron Fisher/RWood""",2002/11/14 2:26PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,109,6000,hoggb102,pfefj101,,,,
BRO191909071,"""version 7RS(19) of 07/07/92""",PHI,BRO,1919/09/07,NYC15,1,0:00PM,day,false,"""96,141,266,395,589,591,606""","""Cliff Blau""","""Cliff Blau""",2023/03/29 11:38AM,klemb901,morac102,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,112,0,meadl101,cadol101,,,,
WS1191904230,"""version 7RS(19) of 07/07/92""",PHA,WS1,1919/04/23,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/06/26 11:51PM,dinnb101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,130,14000,johnw102,perrs101,,,,
WS1191904240,"""version 7RS(19) of 07/07/92""",PHA,WS1,1919/04/24,WAS09,0,0:00PM,day,false,"""222,74""","""Frownfelter/RWood""","""Frownfelter/RWood""",2016/06/27 12:24PM,owenb901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,178,3000,andew102,thomh104,,,,
WS1191904270,"""version 7RS(19) of 07/07/92""",BOS,WS1,1919/04/27,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/06/27 1:28PM,dinnb101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,14650,jones104,shawj101,,,,
WS1191904280,"""version 7RS(19) of 07/07/92""",BOS,WS1,1919/04/28,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/06/27 9:27PM,owenb901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,cloudy,125,0,maysc101,johnw102,,,,
WS1191904290,"""version 7RS(19) of 07/07/92""",BOS,WS1,1919/04/29,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/06/27 10:29PM,dinnb101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,127,0,harph101,pennh101,,,,
WS1191904300,"""version 7RS(19) of 07/07/92""",BOS,WS1,1919/04/30,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/06/28 8:13PM,owenb901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,0,0,caldr101,thomh104,,,,
WS1191905040,"""version 7RS(19) of 07/07/92""",PHA,WS1,1919/05/04,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/06/28 9:08PM,dinnb101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,144,0,johnw102,kinnw101,crafm101,,,
WS1191905290,"""version 7RS(19) of 07/07/92""",NYA,WS1,1919/05/29,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/07/08 12:58PM,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,153,0,shawb102,shawj101,,,,
WS1191905301,"""version 7RS(19) of 07/07/92""",NYA,WS1,1919/05/30,WAS09,1,0:00PM,day,false,"""96,222,395,408,427,606,408a""","""Cliff Blau/Bill Way""","""Cliff Blau/RWood""",2023/02/02 7:43PM,hildg101,morig101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,140,0,shawb102,johnw102,,,,
WS1191905302,"""version 7RS(19) of 07/07/92""",NYA,WS1,1919/05/30,WAS09,2,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/06/29 9:28PM,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,140,0,quinj102,ayerd101,,,,
WS1191905310,,NYA,WS1,1919/05/31,WAS09,0,0:00,day,false,"""73,222""","""DWV/Smith""","""DWV/Smith""",,hildg101,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,156,10000,shawb102,shawj101,,,,
WS1191906010,"""version 7RS(19) of 07/07/92""",NYA,WS1,1919/06/01,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/07/08 8:21PM,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,101,0,johnw102,russa101,,,,
WS1191906020,"""version 7RS(19) of 07/07/92""",BOS,WS1,1919/06/02,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/07/08 9:13PM,hildg101,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,97,0,shawj101,maysc101,,,,
WS1191906030,"""version 7RS(19) of 07/07/92""",BOS,WS1,1919/06/03,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/07/09 11:31AM,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,125,0,caldr101,harph101,,,,
WS1191906040,"""version 7RS(19) of 07/07/92""",BOS,WS1,1919/06/04,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/07/09 12:07PM,hildg101,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,0,jameb103,robed106,,,,
WS1191906050,"""version 7RS(19) of 07/07/92""",SLA,WS1,1919/06/05,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/07/10 11:29AM,connt901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,0,johnw102,weilc101,,,,
WS1191906060,"""version 7RS(19) of 07/07/92""",SLA,WS1,1919/06/06,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/07/10 1:11PM,nalld901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,0,shawj101,daved101,ayerd101,,,
WS1191906070,"""version 7RS(19) of 07/07/92""",SLA,WS1,1919/06/07,WAS09,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/07/13 3:08PM,connt901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,0,shocu101,harph101,,,,
